,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
40,"Total Advertising, Printing & Publishing",,,,30394,,,,30608,,,,,,,,,,,,
41,Aerospace & Defense,,,,,,,,,,,,,,,,,,,,
42,Erickson Inc,,First Lien Secured Debt - Revolver,,"10.09% (3M L+750, 1.00% Floor)",,04/28/22,,,27169,,,,27169,,,,26558,,,(9)(23)
43,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/28/22,,11381,,,(346,,,(256,,,(8)(9)(21)(23),,,
44,,,First Lien Secured Debt - Letters of Credit,,7.50%,,04/21/19 - 10/01/22,,6449,,,-,,,(144,,,(8)(9)(23),,,
45,,,,,,,,,,,26823,,,26158,,,,,,,
46,ILC Dover LP,,Second Lien Secured Debt,,"11.38% (6M L+850, 1.00% Floor)",,06/28/24,,20000,,,19635,,,19550,,,,,,
47,PAE Holding Corporation,,Second Lien Secured Debt,,"12.00% (1M L+950, 1.00% Floor)",,10/20/23,,28097,,,27540,,,27816,,,(10),,,
48,Total Aerospace & Defense,,,,73998,,,,73524,,,,,,,,,,,,
49,Automotive,,,,,,,,,,,,,,,,,,,,
50,Accelerate Parent Corp.,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"1,076 Shares",,,,1714,,,,-,,,(13)(28),
51,Crowne Automotive,,,,,,,,,,,,,,,,,,,,
52,"Vari-Form Group, LLC",,First Lien Secured Debt,,"13.60% (3M L+11.00% (7.00% Cash plus 4.00% PIK), 1.00% Floor)",,02/02/23,,,6196,,,5766,,,960,,,(9)(13)(14),,
53,Vari-Form Inc.,,First Lien Secured Debt,,"13.60% (3M L+11.00% (7.00% Cash plus 4.00% PIK), 1.00% Floor)",,02/02/23,,2110,,,2604,,,327,,,(9)(13)(14),,,
54,,,8370,,,1287,,,,,,,,,,,,,,,
55,"K&N Parent, Inc.",,Second Lien Secured Debt,,"11.25% (1M L+875, 1.00% Floor)",,10/21/24,,23764,,,23428,,,22991,,,(10),,,
56,Total Automotive,,,,33512,,,,24278,,,,,,,,,,,,
57,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,
58,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,12.00%,,10/31/23,,,371200,,,,371200,,,,371200,,,(23)
59,,,First Lien Secured Debt - Letter of Credit,,2.25%,,07/13/19,,177,,,-,,,-,,,(23),,,
60,,,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,15000,,,54281,,,,,,
61,Total Aviation and Consumer Transport,,,,386200,,,,425481,,,,,,,,,,,,
62,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,
63,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"9.24% (3M L+650, 1.00% Floor)",,06/14/24,,,24813,,,,24571,,,,24440,,,(9)
64,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,06/14/23,,3750,,,(35,,,(56,,,(8)(9)(21)(23),,,
65,,,,,,,,,,,24536,,,24384,,,,,,,
66,Florida Food Products,,,,,,,,,,,,,,,,,,,,
67,"Florida Food Products, Inc.",,First Lien Secured Debt,,"9.25% (1M L+675, 1.00% Floor)",,09/08/25,,23171,,,22639,,,22940,,,(9),,,
68,"Florida Food Products, LLC",,First Lien Secured Debt - Revolver,,"9.25% (1M L+675, 1.00% Floor)",,09/06/23,,1336,,,1336,,,1322,,,(9)(23),,,
69,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/06/23,,377,,,(38,,,(4,,,(8)(9)(21)(23),,,
70,,,,,,,,,,,23937,,,24258,,,,,,,
71,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
72,TNT Crust LLC,,First Lien Secured Debt,,"8.75% (1M L+625, 1.00% Floor)",,11/06/23,,9083,,,8916,,,8992,,,(9),,,
73,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/06/23,,1626,,,(30,,,(16,,,(8)(9)(21)(23),,,
74,,,Common Equity/Interests - Series A Units,,N/A,,N/A,,244 Shares,,,244,,,323,,,(9)(13),,,
75,,,,,,,,,,,9130,,,9299,,,,,,,
76,"Total Beverage, Food & Tobacco",,,,57603,,,,57941,,,,,,,,,,,,
77,Business Services,,,,,,,,,,,,,,,,,,,,
78,"Access CIG, LLC",,Second Lien Secured Debt,,10.25% (1M L+775),,02/27/26,,,15900,,,,15771,,,,15741,,,(10)
79,Aero Operating LLC,,First Lien Secured Debt,,"9.75% (1M L+725, 1.00% Floor)",,12/29/22,,37040,,,36325,,,36669,,,(9),,,
80,,,First Lien Secured Debt - Revolver,,9.75% (1M L+725),,12/29/22,,2663,,,2663,,,2636,,,(9)(23),,,
81,,,First Lien Secured Debt - Unfunded Revolver,,1.00% Unfunded,,12/29/22,,2032,,,(90,,,(20,,,(8)(9)(21)(23),,,
82,,,First Lien Secured Debt - Letter of Credit,,7.25%,,5/4/2019- 6/21/19,,118,,,-,,,(1,,,(8)(9)(23),,,
83,,,,,,,,,,,38898,,,39284,,,,,,,
84,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"10.50% (1M L+ 800, 1.00% Floor)",,08/28/25,,21429,,,20999,,,20975,,,,,,
85,"Aptean, Inc.",,Second Lien Secured Debt,,"12.11% (3M L+950, 1.00% Floor)",,12/20/23,,11148,,,11064,,,11148,,,(10),,,
86,"Claritas, LLC",,First Lien Secured Debt,,"8.50% (1M L+600, 1.00% Floor)",,12/21/23,,3944,,,3905,,,3905,,,(9),,,
87,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/21/23,,1031,,,(10,,,(10,,,(8)(9)(21)(23),,,
88,,,,,,,,,,,3895,,,3895,,,,,,,
89,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"8.00% (1M L+550, 1.00% Floor)",,02/15/22,,6219,,,6219,,,6095,,,(9)(23),,,
90,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/15/22,,4550,,,(207,,,(91,,,(8)(9)(21)(23),,,
91,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,620 Shares,,,62,,,62,,,(9)(13),,,
92,,,,,,,,,,,6074,,,6066,,,,,,,
93,"CT Technologies Intermediate Holdings, Inc",,First Lien Secured Debt,,"6.75% (1M L+425, 1.00% Floor)",,12/01/21,,4460,,,3853,,,3897,,,(9)(10),,,
94,,,Second Lien Secured Debt,,"11.50% (1M L+900, 1.00% Floor)",,12/01/22,,31253,,,30636,,,29378,,,(9),,,
95,,,,,,,,,,,34489,,,33275,,,,,,,
96,Education Personnel,,First Lien Secured Debt,,"5.60% (3M GBP L+475, 0.50% Floor)",,08/31/24,,£,4118,,,5219,,,5315,,,(9)(17),,
97,,,First Lien Secured Debt - Revolver,,"5.60% (3M GBP L+475, 0.50% Floor)",,08/31/24,,£,1471,,,1864,,,1898,,,(9)(17)(23),,
98,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.66% Unfunded,,08/31/24,,£,4412,,,-,,,-,,,(9)(17)(21)(23),,
99,,,,,,,,,,,7083,,,7213,,,,,,,
100,Electro Rent Corporation,,Second Lien Secured Debt,,"11.60% (3M L+900, 1.00% Floor)",,01/31/25,,34235,,,33427,,,33551,,,(9),,,
101,McLarens Global Ltd.,,,,,,,,,,,,,,,,,,,,
102,Margaux Acquisition Inc.,,First Lien Secured Debt,,"8.18% (3M L+600, 1.00% Floor)",,12/19/24,,17614,,,17279,,,17262,,,(9),,,
103,,,First Lien Secured Debt,,"8.60% (3M L+600, 1.00% Floor)",,12/19/24,,1373,,,1373,,,1345,,,(9),,,
104,,,First Lien Secured Debt - Revolver,,8.60% (3M L+600),,12/19/24,,172,,,172,,,168,,,(9)(23),,,
105,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,1430,,,(31,,,(29,,,(8)(9)(21)(23),,,
106,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/19/24,,4461,,,(111,,,(89,,,(8)(9)(21)(23),,,
107,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
108,Margaux UK Finance Limited,,First Lien Secured Debt,,"8.59% (3M L+600, 1.00% Floor)",,12/19/24,,£,5955,,,7381,,,7605,,,(9)(17),,
109,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,£,541,,,(13,,,(14,,,(8)(9)(17)(21)(23),,
110,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/19/24,,£,1353,,,(33,,,(35,,,(8)(9)(17)(21)(23),,
111,,,,,,,,,,,26017,,,26213,,,,,,,
112,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.88% (1M L+925, 1.00% Floor)",,06/02/23,,10000,,,9902,,,10050,,,,,,
113,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"9.50% (1M L+700, 1.00% Floor)",,12/29/22,,16646,,,16334,,,16479,,,(9),,,
114,,,First Lien Secured Debt - Revolver,,"9.50% (1M L+700, 1.00% Floor)",,12/29/22,,160,,,160,,,158,,,(9)(23),,,
115,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/22,,340,,,(9,,,(3,,,(8)(9)(21)(23),,,
116,,,,,,,,,,,16485,,,16634,,,,,,,
117,"PSI Services, LLC",,First Lien Secured Debt,,"7.50% (1M L+500, 1.00% Floor)",,01/20/23,,4575,,,4502,,,4552,,,(9),,,
118,,,First Lien Secured Debt - Revolver,,"7.48% (1M L+500, 1.00% Floor)",,01/20/22,,119,,,119,,,119,,,(9)(23),,,
119,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/20/22,,278,,,(6,,,(1,,,(8)(9)(21)(23),,,
120,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/20/22,,£,47,,,-,,,-,,,(8)(9)(21)(23),,
121,,,Second Lien Secured Debt,,"11.50% (1M L+900, 1.00% Floor)",,01/20/24,,37893,,,37117,,,37925,,,(9),,,
122,,,,,,,,,,,41732,,,42595,,,,,,,
123,"RA Outdoors, LLC",,First Lien Secured Debt,,"7.25% (1M L+475, 1.00% Floor)",,09/11/24,,7138,,,7027,,,6995,,,(9),,,
124,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/09/22,,1176,,,(17,,,(24,,,(8)(9)(21)(23),,,
125,,,First Lien Secured Debt - Letter of Credit,,4.75%,,08/28/19,,24,,,-,,,-,,,(8)(9)(23),,,
126,,,Second Lien Secured Debt,,"11.25% (1M L+875, 1.00% Floor)",,09/11/25,,34200,,,33510,,,33345,,,(9),,,
127,,,,,,,,,,,40520,,,40316,,,,,,,
128,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.75% (1M L+925, 1.00% Floor)",,06/30/23,,15000,,,14800,,,14325,,,(10),,,
129,TGG TS Acquisition Company,,First Lien Secured Debt - Revolver,,8.99% (1M L+650),,12/14/23,,690,,,690,,,673,,,(23),,,
130,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/14/23,,1060,,,-,,,(27,,,(8)(21)(23),,,
131,,,,,,,,,,,690,,,646,,,,,,,
132,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"11.23% (1M L+875, 1.00% Floor)",,10/06/25,,8599,,,8422,,,8448,,,(10),,,
133,U.S. Legal Support,,,,,,,,,,,,,,,,,,,,
134,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"8.38% (3M L+575, 1.00% Floor)",,12/02/24,,20049,,,19670,,,19658,,,(9),,,
135,,,First Lien Secured Debt,,"8.35% (3M L+575, 1.00% Floor)",,12/02/24,,1099,,,1088,,,1077,,,(9),,,
136,,,First Lien Secured Debt - Revolver,,8.38% (3M L+575),,12/02/24,,536,,,536,,,526,,,(9)(23),,,
137,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/02/24,,986,,,(30,,,(19,,,(8)(9)(21)(23),,,
138,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,12/02/24,,3591,,,(44,,,(70,,,(8)(9)(21)(23),,,
139,,,First Lien Secured Debt - Letter of Credit,,5.75%,,12/02/24,,86,,,-,,,(1,,,(8)(9)(23),,,
140,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
141,"US Legal Support Investment Holdings, LLC",,Common Equity/Interests - Series A-1 Units,,N/A,,N/A,,"602,978 Shares",,,603,,,696,,,(9)(13),,,
142,,,,,,,,,,,21823,,,21867,,,,,,,
143,"Vertafore, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/30/23,,14576,,,"(1,467",,,"(1,531",,,(8)(21)(23),,,
144,,,First Lien Secured Debt - Letter of Credit,,3.25%,,01/17/20,,424,,,-,,,(45,,,(8)(23),,,
145,,,,,,,,,,,"(1,467",,,"(1,576",,,,,,,
146,Total Business Services,,,,350624,,,,350666,,,,,,,,,,,,
147,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,
148,Carbon Free Chemicals,,,,,,,,,,,,,,,,,,,,
149,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.215% PIK,,12/31/21,,,50305,,,,50305,,,,47806,,,
150,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,12/31/21,,2911,,,-,,,-,,,(21)(23),,,
151,,,Common Equity/Interests - Residual Interests,,N/A,,N/A,,"9,000,000 shares",,,9000,,,-,,,(13),,,
152,Carbonfree Caustic SPE LLC,,First Lien Secured Debt,,5.00%,,12/31/21,,10200,,,10200,,,10200,,,,,,
153,,,,,,,,,,,69505,,,58006,,,,,,,
154,"Hare Bidco, Inc.",,Second Lien Secured Debt,,9.75% (3M E+875),,08/01/24,,€,13574,,,14465,,,14937,,,,,
155,"Westfall Technik, Inc.",,First Lien Secured Debt,,"7.85% (3M L+525, 1.00% Floor)",,09/13/24,,12318,,,12158,,,12071,,,(9),,,
156,,,First Lien Secured Debt - Revolver,,"7.69% (3M L+500, 1.00% Floor)",,09/13/24,,135,,,135,,,132,,,(9)(23),,,
157,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/24,,1885,,,(37,,,(38,,,(8)(9)(21)(23),,,
158,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,09/13/24,,3140,,,(98,,,(63,,,(8)(9)(21)(23),,,
159,,,,,,,,,,,12158,,,12102,,,,,,,
160,"Total Chemical, Plastics & Rubber",,,,96128,,,,85045,,,,,,,,,,,,
161,Construction & Building,,,,,,,,,,,,,,,,,,,,
162,Englert,,,,,,,,,,,,,,,,,,,,
163,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"8.73% (1M L+625, 1.00% Floor)",,03/06/25,,,23864,,,,23274,,,,23268,,,(9)
164,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/06/24,,2727,,,(67,,,(68,,,(8)(9)(21)(23),,,
165,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/06/25,,3409,,,(51,,,(85,,,(8)(9)(21)(23),,,
166,"Gutter Holdings, LP",,Common Equity/Interests - Common Stock,,N/A,,N/A,,500 shares,,,500,,,478,,,(9)(13),,,
167,Total Construction & Building,,,,23656,,,,23593,,,,,,,,,,,,
168,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,
169,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.75% (1M L+825),,08/04/25,,,21918,,,,21649,,,,21589,,,
170,KDC US Holdings,,First Lien Secured Debt - Revolver,,5.75% (1M L+325),,12/21/23,,1204,,,1204,,,1099,,,(23),,,
171,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,12/21/23,,4712,,,-,,,(409,,,(8)(21)(23),,,
172,,,First Lien Secured Debt - Letters of Credit,,3.25%,,12/31/19- 03/08/20,,104,,,-,,,(9,,,(8)(23),,,
173,,,,,,,,,,,1204,,,681,,,,,,,
174,KLO Holdings,,,,,,,,,,,,,,,,,,,,
175,9357-5991 Quebec Inc.,,First Lien Secured Debt,,"10.25% (1M L+775, 1.50% Floor)",,04/07/22,,8763,,,8697,,,8282,,,,,,
176,KLO Acquisition LLC,,First Lien Secured Debt,,"10.25% (1M L+775, 1.50% Floor)",,04/07/22,,5073,,,5035,,,4795,,,,,,
177,,,,,,,,,,,13732,,,13077,,,,,,,
178,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
179,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,"9.81% (6M L+700, 1.00% Floor)",,02/03/25,,23769,,,23075,,,23056,,,(9),,,
180,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/01/24,,3462,,,(100,,,(104,,,(8)(9)(21)(23),,,
181,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,02/03/25,,2308,,,(34,,,(69,,,(8)(9)(21)(23),,,
182,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"461,538 Shares",,,462,,,462,,,(9)(13),,,
183,,,,,,,,,,,23403,,,23345,,,,,,,
184,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,587 Shares,,,-,,,470,,,(10)(13),,,
185,Total Consumer Goods - Durable,,,,59988,,,,59162,,,,,,,,,,,,
186,Consumer Goods – Non-Durable,,,,,,,,,,,,,,,,,,,,
187,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"10.25% (1M L+775, 1.00% Floor)",,09/29/25,,,7371,,,,7345,,,,7298,,,(10)
188,"BIG Buyer, LLC",,First Lien Secured Debt,,"9.10% (3M L+650, 1.00% Floor)",,11/20/23,,29264,,,28503,,,28970,,,(9),,,
189,,,First Lien Secured Debt - Revolver,,"9.10% (3M L+650, 1.00% Floor)",,11/20/23,,271,,,271,,,268,,,(9)(23),,,
190,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/20/23,,1535,,,(50,,,(15,,,(8)(9)(21)(23),,,
191,,,First Lien Secured Debt - Unfunded Delayed Draw,,3.25% Unfunded,,11/20/23,,1368,,,(75,,,(14,,,(8)(9)(21)(23),,,
192,,,,,,,,,,,28649,,,29209,,,,,,,
193,Lion Cashmere Midco Limited,,First Lien Secured Debt,,"8.42% (6M L+575, 1.00% Floor)",,03/21/25,,13053,,,12825,,,12694,,,(9)(17),,,
194,,,First Lien Secured Debt - Revolver,,"7.92% (6M L+525, 1.00% Floor)",,03/21/24,,€,225,,,256,,,246,,,(9)(17)(23),,
195,,,First Lien Secured Debt - Unfunded Revolver,,1.84% Unfunded,,03/21/24,,€,960,,,(23,,,(30,,,(8)(9)(17)(21)(23),,
196,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.01% Unfunded,,03/21/25,,€,2372,,,(47,,,(73,,,(8)(9)(17)(21)(23),,
197,,,,,,,,,,,13011,,,12837,,,,,,,
198,Reddy Ice Corporation,,First Lien Secured Debt,,"10.00% (1M L+750, 1.00% Floor)",,06/30/23,,31316,,,30917,,,31026,,,(9),,,
199,,,First Lien Secured Debt - Revolver,,12.00% (P+650),,06/30/23,,1045,,,1045,,,1036,,,(9)(23),,,
200,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/30/23,,1874,,,(37,,,(17,,,(8)(9)(21)(23),,,
201,,,First Lien Secured Debt - Letter of Credit,,4.50%,,04/05/19,,9750,,,-,,,(90,,,(8)(9)(23),,,
202,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,06/30/23,,2681,,,(11,,,(25,,,(8)(9)(21)(23),,,
203,,,,,,,,,,,31914,,,31930,,,,,,,
204,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,11.24% (1M L+875),,02/07/24,,13052,,,12947,,,12919,,,(17),,,
205,Total Consumer Goods - Non-Durable,,,,93866,,,,94193,,,,,,,,,,,,
206,Consumer Services,,,,,,,,,,,,,,,,,,,,
207,1A Smart Start LLC,,Second Lien Secured Debt,,"10.75% (1M L+825, 1.00% Floor)",,08/22/22,,,25100,,,,24734,,,,24708,,,
208,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"7.65% (1M BBSW+575, 1.00% Floor)",,04/06/24,,A$,6768,,,4909,,,4712,,,(17),,
209,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.59% Unfunded,,04/06/24,,A$,232,,,(9,,,(2,,,(8)(17)(21)(23),,
210,,,,,,,,,,,4900,,,4710,,,,,,,
211,"Pinstripe Holdings, LLC",,First Lien Secured Debt,,8.50% (2M L+600),,01/17/25,,7000,,,6864,,,6895,,,,,,
212,"Tidewater Consumer Receivables, LLC",,First Lien Secured Debt,,8.25% (1M L+575),,12/28/23,,11333,,,11226,,,11220,,,(9)(17),,,
213,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
214,,,First Lien Secured Debt - Revolver,,8.25% (1M L+575),,12/28/23,,792,,,792,,,784,,,(9)(17)(23),,,
215,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,12/28/23,,1542,,,(11,,,(8,,,(8)(9)(17)(21)(23),,,
216,,,,,,,,,,,12007,,,11996,,,,,,,
217,Total Consumer Services,,,,48505,,,,48309,,,,,,,,,,,,
218,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,,
219,"Sprint Industrial Holdings, LLC",,Second Lien Secured Debt,,13.5% PIK,,11/14/19,,,21782,,,,18107,,,,15912,,,(13)(14)
220,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"7,341 Warrants",,,-,,,-,,,(13)(26),,,
221,,,,,,,,,,,18107,,,15912,,,,,,,
222,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,7.75% (P+225),,11/30/21,,1628,,,1628,,,1630,,,(23),,,
223,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/30/21,,3998,,,(270,,,-,,,(21)(23),,,
224,,,1358,,,1630,,,,,,,,,,,,,,,
225,"Total Containers, Packaging & Glass",,,,19465,,,,17542,,,,,,,,,,,,
226,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,
227,Alera Group Intermediate Holdings,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,08/01/25,,,28000,,,,(242,,,,(252,,,(8)(21)(23)
228,"Exeter Property Group, LLC",,First Lien Secured Debt,,7.00% (1M L+450),,08/28/24,,4808,,,4737,,,4736,,,(9),,,
229,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/28/24,,192,,,(3,,,(3,,,(8)(9)(21)(23),,,
230,,,,,,,,,,,4734,,,4733,,,,,,,
231,"Flock SPV I, LLC",,First Lien Secured Debt,,9.00% (1M L+650),,08/30/22,,9333,,,9265,,,9251,,,(9)(17),,,
232,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/30/22,,1333,,,(11,,,(12,,,(8)(9)(17)(21)(23),,,
233,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,08/30/22,,9333,,,(91,,,(83,,,(8)(9)(17)(21)(23),,,
234,,,,,,,,,,,9163,,,9156,,,,,,,
235,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,-,,,16645,,,12936,,,(3)(17),,,
236,Mayfield Agency Borrower Inc.,,Second Lien Secured Debt,,11.00% (1M L+850),,03/02/26,,5000,,,4935,,,4913,,,(10),,,
237,"Purchasing Power, LLC",,First Lien Secured Debt,,8.00% (1M L+550),,05/09/19,,17100,,,17099,,,17087,,,(9),,,
238,,,First Lien Secured Debt - Revolver,,7.99% (1M L+550),,05/09/19,,3000,,,2998,,,2998,,,(9)(23),,,
