,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
31,Net Assets,,1290710,,,,1312627,,,,,,,,,,,,,,
32,Net Asset Value Per Share,,19.00,,,,19.06,,,,,,,,,,,,,,
33,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
34,"Advertising, Printing & Publishing",,,,,,,,,,,,,,,,,,,,
35,A-L Parent LLC,,Second Lien Secured Debt,,"9.66 (1M L+725, 1.00 Floor)",,12/02/24,,,5536,,,,5498,,,,5501,,,(10)
36,"Simplifi Holdings, Inc.",,First Lien Secured Debt,,"7.40 (1M L+500, 1.00 Floor)",,09/28/22,,24691,,,24317,,,24444,,,(9),,,
37,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/28/22,,2400,,,(47,,,(24,,,(8)(9)(21)(23),,,
38,,,,,,,,,,,24270,,,24420,,,,,,,
39,"Total Advertising, Printing & Publishing",,,,29768,,,,29921,,,,,,,,,,,,
40,Aerospace & Defense,,,,,,,,,,,,,,,,,,,,
41,Erickson Inc,,First Lien Secured Debt - Revolver,,"9.82 (3M L+750, 1.00 Floor)",,04/28/22,,,30313,,,,30313,,,,29782,,,(9)(23)
42,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/28/22,,8251,,,(318,,,(144,,,(8)(9)(21)(23),,,
43,,,First Lien Secured Debt - Letters of Credit,,7.50,,7/15/19 - 10/01/20,,6436,,,0,,,(113,,,(8)(9)(23),,,
44,,,,,,,,,,,29995,,,29525,,,,,,,
45,ILC Dover LP,,Second Lien Secured Debt,,"10.70 (6M L+850, 1.00 Floor)",,06/28/24,,20000,,,19652,,,19650,,,,,,
46,PAE Holding Corporation,,Second Lien Secured Debt,,"11.83 (3M L+950, 1.00 Floor)",,10/20/23,,28097,,,27570,,,27745,,,(10),,,
47,Total Aerospace & Defense,,,,77217,,,,76920,,,,,,,,,,,,
48,Automotive,,,,,,,,,,,,,,,,,,,,
49,Accelerate Parent Corp.,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"1,664,046 Shares",,,,1714,,,,0,,,(13)(28),
50,Arlington Industries Group Limited,,First Lien Secured Debt,,"5.97 (1M GBP L+525, 0.50 Floor)",,03/29/24,,£,1300,,,1637,,,1622,,,(9)(17),,
51,,,First Lien Secured Debt,,"5.97 (1M GBP L+525, 0.50 Floor)",,03/29/24,,£,6780,,,8629,,,8461,,,(9)(17),,
52,,,First Lien Secured Debt,,"5.25 (1M E L+525, 0.50 Floor)",,03/29/24,,€,3297,,,3693,,,3682,,,(9)(17),,
53,,,First Lien Secured Debt - Revolver,,"5.97 (1M GBP L+525, 0.50 Floor)",,03/29/24,,£,687,,,871,,,858,,,(9)(17)(23),,
54,,,First Lien Secured Debt - Unfunded Revolver,,1.25 Unfunded,,03/29/24,,£,1104,,,(68,,,(27,,,(8)(9)(17)(21)(23),,
55,,,First Lien Secured Debt - Revolver,,"5.25 (1M E L+525, 0.50 Floor)",,03/29/24,,€,1027,,,1155,,,1147,,,(9)(17)(23),,
56,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,03/29/24,,£,1300,,,(33,,,(32,,,(8)(9)(17)(21)(23),,
57,,,,,,,,,,,15884,,,15711,,,,,,,
58,Crowne Automotive,,,,,,,,,,,,,,,,,,,,
59,"Vari-Form Group, LLC",,First Lien Secured Debt,,L+11.00 (7.00 Cash plus 4.00 PIK),,02/02/23,,,5860,,,5382,,,938,,,(9)(13)(14),,
60,Vari-Form Inc.,,First Lien Secured Debt,,L+11.00 (7.00 Cash plus 4.00 PIK),,02/02/23,,2446,,,2604,,,391,,,(9)(13)(14),,,
61,,,7986,,,1329,,,,,,,,,,,,,,,
62,"K&N Parent, Inc.",,Second Lien Secured Debt,,"11.15 (1M L+875, 1.00 Floor)",,10/21/24,,23765,,,23444,,,23289,,,(10),,,
63,Total Automotive,,,,49028,,,,40329,,,,,,,,,,,,
64,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,
65,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,12.00,,10/31/23,,,325200,,,,325200,,,,325200,,,(23)
66,,,First Lien Secured Debt - Letter of Credit,,2.25,,07/13/19,,177,,,0,,,0,,,(23),,,
67,,,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,15000,,,55715,,,,,,
68,Total Aviation and Consumer Transport,,,,340200,,,,380915,,,,,,,,,,,,
69,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
70,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,
71,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"9.12 (6M L+650, 1.00 Floor)",,06/14/24,,,24333,,,,24107,,,,23968,,,(9)
72,,,First Lien Secured Debt,,"8.82 (3M L+650, 1.00 Floor)",,06/14/24,,417,,,413,,,410,,,(9),,,
73,,,First Lien Secured Debt - Revolver,,"9.12 (6M L+650, 1.00 Floor)",,06/14/23,,917,,,917,,,903,,,(9)(23),,,
74,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/14/23,,2833,,,(33,,,(43,,,(8)(9)(21)(23),,,
75,,,,,,,,,,,25404,,,25238,,,,,,,
76,Florida Food Group,,,,,,,,,,,,,,,,,,,,
77,"Florida Food Products, Inc.",,First Lien Secured Debt,,"9.15 (1M L+675, 1.00 Floor)",,09/08/25,,23113,,,22602,,,22882,,,(9),,,
78,"Florida Food Products, LLC",,First Lien Secured Debt - Revolver,,"9.15 (1M L+675, 1.00 Floor)",,09/06/23,,1473,,,1473,,,1458,,,(9)(23),,,
79,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/06/23,,240,,,(36,,,(2,,,(8)(9)(21)(23),,,
80,,,,,,,,,,,1437,,,1456,,,,,,,
81,IC Holdings LLC,,Common Equity - Series A Units,,N/A,,N/A,,169 Shares,,,169,,,169,,,(9)(13),,,
82,THLP CO. LLC,,First Lien Secured Debt,,"7.90 (1M L+550, 1.00 Floor)",,05/30/25,,19562,,,19176,,,19171,,,(9),,,
83,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/31/24,,4494,,,(88,,,(90,,,(8)(9)(21)(23),,,
84,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,05/30/25,,5618,,,(54,,,(112,,,(8)(9)(21)(23),,,
85,,,,,,,,,,,19034,,,18969,,,,,,,
86,TNT Crust LLC,,First Lien Secured Debt,,"8.65 (1M L+625, 1.00 Floor)",,11/06/23,,9060,,,8903,,,8879,,,(9),,,
87,,,First Lien Secured Debt,,"7.63 (1M L+525, 1.00 Floor)",,11/06/23,,10403,,,10196,,,10195,,,(9),,,
88,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/06/23,,3252,,,(61,,,(65,,,(8)(9)(21)(23),,,
89,,,Common Equity - Series A Units,,N/A,,N/A,,244 Shares,,,30,,,321,,,(9)(13),,,
90,,,,,,,,,,,19068,,,19330,,,,,,,
91,"Wm. Bolthouse Farms, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,"1,000,000 Shares",,,1000,,,1000,,,(13),,,
92,"Total Beverage, Food & Tobacco",,,,88714,,,,89044,,,,,,,,,,,,
93,Business Services,,,,,,,,,,,,,,,,,,,,
94,"Access CIG, LLC",,Second Lien Secured Debt,,10.07 (3M L+775),,02/27/26,,,15900,,,,15776,,,,15811,,,(10)
95,Aero Operating LLC,,First Lien Secured Debt,,"9.65 (1M L+725, 1.00 Floor)",,12/29/22,,36803,,,36140,,,36435,,,(9),,,
96,,,First Lien Secured Debt - Unfunded Revolver,,1.00 Unfunded,,12/29/22,,3773,,,(84,,,(38,,,(8)(9)(21)(23),,,
97,,,First Lien Secured Debt - Letters of Credit,,L+400,,04/30/20 - 06/21/20,,1039,,,0,,,(10,,,(8)(9)(23),,,
98,,,,,,,,,,,36056,,,36387,,,,,,,
99,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"10.20 (6M L+800, 1.00 Floor)",,08/28/25,,21429,,,21016,,,20885,,,,,,
100,"Claritas, LLC",,First Lien Secured Debt,,"8.33 (1M L+600, 1.00 Floor)",,12/21/23,,3919,,,3883,,,3880,,,(9),,,
101,,,First Lien Secured Debt - Revolver,,"8.40 (1M L+600, 1.00 Floor)",,12/21/23,,129,,,129,,,128,,,(9)(23),,,
102,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/21/23,,902,,,(10,,,(9,,,(8)(9)(21)(23),,,
103,,,,,,,,,,,4002,,,3999,,,,,,,
104,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"7.90 (1M L+550, 1.00 Floor)",,02/15/22,,941,,,941,,,922,,,(9)(23),,,
105,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/15/22,,9829,,,(189,,,(197,,,(8)(9)(21)(23),,,
106,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
107,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,620 Shares,,,62,,,62,,,(9)(13),,,
108,,,,,,,,,,,814,,,787,,,,,,,
109,"CT Technologies Intermediate Holdings, Inc",,First Lien Secured Debt,,"6.65 (1M L+425, 1.00 Floor)",,12/01/21,,4449,,,3896,,,3804,,,(9)(10),,,
110,,,Second Lien Secured Debt,,"11.40 (1M L+900, 1.00 Floor)",,12/01/22,,31253,,,30677,,,28128,,,(9),,,
111,,,,,,,,,,,34573,,,31932,,,,,,,
112,Education Personnel,,First Lien Secured Debt,,"5.55 (3M GBP L+475, 0.50 Floor)",,08/31/24,,£,4118,,,5225,,,5192,,,(9)(17),,
113,,,First Lien Secured Debt - Revolver,,"5.55 (3M GBP L+475, 0.50 Floor)",,08/31/24,,£,1471,,,1866,,,1854,,,(9)(17)(23),,
114,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.66 Unfunded,,08/31/24,,£,4412,,,0,,,0,,,(9)(17)(21)(23),,
115,,,,,,,,,,,7091,,,7046,,,,,,,
116,Electro Rent Corporation,,Second Lien Secured Debt,,"11.52 (2M L+900, 1.00 Floor)",,01/31/25,,34235,,,33456,,,33551,,,(9),,,
117,Jacent Strategic Merchandising,,First Lien Secured Debt,,"8.33 (3M L+575, 1.00 Floor)",,04/23/24,,22750,,,22422,,,22750,,,(9),,,
118,,,First Lien Secured Debt - Revolver,,"8.08 (3M L+575, 1.00 Floor)",,04/23/24,,467,,,467,,,467,,,(9)(23),,,
119,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/23/24,,3033,,,(51,,,0,,,(9)(21)(23),,,
120,,,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"5,000 Shares",,,500,,,500,,,(9)(13),,,
121,,,,,,,,,,,23338,,,23717,,,,,,,
122,McLarens Global Ltd.,,,,,,,,,,,,,,,,,,,,
123,Margaux Acquisition Inc.,,First Lien Secured Debt,,"8.32 (3M L+600, 1.00 Floor)",,12/19/24,,18943,,,18623,,,18754,,,(9),,,
124,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,1601,,,(29,,,(16,,,(8)(9)(21)(23),,,
125,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/19/24,,4461,,,(106,,,(45,,,(8)(9)(21)(23),,,
126,Margaux UK Finance Limited,,First Lien Secured Debt,,"7.00 (3M GBP L+600, 1.00 Floor)",,12/19/24,,£,5940,,,7369,,,7485,,,(9)(17),,
127,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,£,541,,,(12,,,(7,,,(8)(9)(17)(21)(23),,
128,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/19/24,,£,1353,,,(31,,,(17,,,(8)(9)(17)(21)(23),,
129,,,,,,,,,,,25814,,,26154,,,,,,,
130,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.58 (3M L+925, 1.00 Floor)",,6/2/2023,,10000,,,9908,,,10050,,,,,,
131,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"9.40 (1M L+700, 1.00 Floor)",,12/29/22,,16427,,,16140,,,16263,,,(9),,,
132,,,First Lien Secured Debt - Revolver,,"9.40 (1M L+700, 1.00 Floor)",,12/29/22,,320,,,320,,,317,,,(9)(23),,,
133,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/22,,180,,,(9,,,(2,,,(8)(9)(21)(23),,,
134,,,,,,,,,,,16451,,,16578,,,,,,,
135,"PSI Services, LLC",,First Lien Secured Debt,,"7.40 (1M L+500, 1.00 Floor)",,01/20/23,,4563,,,4495,,,4540,,,(9),,,
136,,,First Lien Secured Debt - Revolver,,"10.50 (P+500, 1.00 Floor)",,01/20/22,,278,,,278,,,277,,,(9)(23),,,
137,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,£,47,,,0,,,0,,,(8)(9)(21)(23),,
138,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
139,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,119,,,(5,,,(1,,,(8)(9)(21)(23),,,
140,,,Second Lien Secured Debt,,"11.40 (1M L+900, 1.00 Floor)",,01/20/24,,37893,,,37154,,,37926,,,(9),,,
141,,,,,,,,,,,41922,,,42742,,,,,,,
142,"RA Outdoors, LLC",,First Lien Secured Debt,,"7.15 (1M L+475, 1.00 Floor)",,09/11/24,,7120,,,7014,,,6942,,,(9),,,
143,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/09/22,,1176,,,(15,,,(24,,,(8)(9)(21)(23),,,
144,,,First Lien Secured Debt - Letter of Credit,,4.75,,08/28/19,,24,,,0,,,0,,,(8)(9)(23),,,
145,,,Second Lien Secured Debt,,"11.15 (1M L+875, 1.00 Floor)",,09/11/25,,34200,,,33536,,,33174,,,(9),,,
146,,,,,,,,,,,40535,,,40092,,,,,,,
147,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.65 (1M L+925, 1.00 Floor)",,06/30/23,,15000,,,14811,,,14400,,,,,,
148,TGG TS Acquisition Company,,First Lien Secured Debt - Revolver,,8.90 (1M L+650),,12/14/23,,290,,,290,,,283,,,(23),,,
149,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/14/23,,1460,,,0,,,(37,,,(8)(21)(23),,,
150,,,,,,,,,,,290,,,246,,,,,,,
151,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"11.15 (1M L+875, 1.00 Floor)",,10/06/25,,8599,,,8429,,,8427,,,(10),,,
152,U.S. Legal Support,,,,,,,,,,,,,,,,,,,,
153,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"8.19 (3M L+575, 1.00 Floor)",,12/02/24,,19999,,,19638,,,19616,,,(9),,,
154,,,First Lien Secured Debt,,"8.08 (3M L+575, 1.00 Floor)",,12/02/24,,1738,,,1721,,,1704,,,(9),,,
155,,,First Lien Secured Debt - Revolver,,8.08 (3M L+575),,12/02/24,,536,,,536,,,526,,,(9)(23),,,
156,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/02/24,,986,,,(29,,,(19,,,(8)(9)(21)(23),,,
157,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,12/02/24,,2948,,,(42,,,(53,,,(8)(9)(21)(23),,,
158,,,First Lien Secured Debt - Letter of Credit,,5.75,,10/15/19 - 06/06/20,,86,,,0,,,(1,,,(8)(9)(23),,,
159,"US Legal Support Investment Holdings, LLC",,Common Equity/Interests - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,,632,,,684,,,(9)(13),,,
160,,,,,,,,,,,22456,,,22457,,,,,,,
161,"Vertafore, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/30/23,,14576,,,"(1,381",,,"(1,676",,,(8)(21)(23),,,
162,,,First Lien Secured Debt - Letter of Credit,,3.25,,01/17/20,,424,,,0,,,(49,,,(8)(23),,,
163,,,,,,,,,,,"(1,381",,,"(1,725",,,,,,,
164,Total Business Services,,,,355357,,,,353536,,,,,,,,,,,,
165,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,
166,Carbon Free Chemicals,,,,,,,,,,,,,,,,,,,,
167,Carbonfree Caustic SPE LLC,,First Lien Secured Debt,,5.00,,12/31/21,,,11200,,,,11200,,,,11200,,,
168,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.22 PIK,,12/31/21,,50305,,,50305,,,43732,,,,,,
169,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,12/31/21,,1911,,,0,,,0,,,(21)(23),,,
170,,,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"9,000,000 Shares",,,9000,,,0,,,(13),,,
171,,,,,,,,,,,70505,,,54932,,,,,,,
172,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
173,"Hare Bidco, Inc.",,Second Lien Secured Debt,,9.75 (3M E+875),,08/01/24,,€,13574,,,14475,,,15304,,,,,
174,"Westfall Technik, Inc.",,First Lien Secured Debt,,"7.83 (3M L+550, 1.00 Floor)",,09/13/24,,15132,,,14953,,,14981,,,(9),,,
175,,,First Lien Secured Debt - Revolver,,"8.04 (3M L+550, 1.00 Floor)",,09/13/24,,1077,,,1077,,,1066,,,(9)(23),,,
176,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/13/24,,942,,,(35,,,(9,,,(8)(9)(21)(23),,,
177,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,09/13/24,,13774,,,(225,,,(138,,,(8)(9)(21)(23),,,
178,,,,,,,,,,,15770,,,15900,,,,,,,
179,"Total Chemical, Plastics & Rubber",,,,100750,,,,86136,,,,,,,,,,,,
180,Construction & Building,,,,,,,,,,,,,,,,,,,,
181,Englert,,,,,,,,,,,,,,,,,,,,
182,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"8.66 (1M L+625, 1.00 Floor)",,03/06/25,,,23864,,,,23298,,,,23276,,,(9)
183,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/06/24,,2727,,,(64,,,(67,,,(8)(9)(21)(23),,,
184,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,03/06/25,,3409,,,(48,,,(50,,,(8)(9)(21)(23),,,
185,"Gutter Holdings, LP",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,500 Shares,,,500,,,551,,,(9)(13),,,
186,Total Construction & Building,,,,23686,,,,23710,,,,,,,,,,,,
187,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,
188,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.65 (1M L+825),,08/04/25,,,21919,,,,21661,,,,21590,,,
189,KDC US Holdings,,First Lien Secured Debt - Revolver,,7.75 (P+225),,12/21/23,,1445,,,1445,,,1323,,,(23),,,
190,,,First Lien Secured Debt - Unfunded Revolver,,0.25 Unfunded,,12/21/23,,4471,,,0,,,(376,,,(8)(21)(23),,,
191,,,First Lien Secured Debt - Letters of Credit,,3.25,,12/31/19 - 03/08/20,,104,,,0,,,(9,,,(8)(23),,,
192,,,,,,,,,,,1445,,,938,,,,,,,
193,KLO Holdings,,,,,,,,,,,,,,,,,,,,
194,9357-5991 Quebec Inc.,,First Lien Secured Debt,,10.25 (1M L+775),,04/07/22,,8763,,,8702,,,7447,,,(13)(14),,,
195,KLO Acquisition LLC,,First Lien Secured Debt,,10.25 (1M L+775),,04/07/22,,5073,,,5038,,,4311,,,(13)(14),,,
196,,,,,,,,,,,13740,,,11758,,,,,,,
197,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,"9.81 (6M L+700, 1.00 Floor)",,02/03/25,,23621,,,22960,,,23384,,,(9),,,
198,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/01/24,,3462,,,(95,,,(35,,,(8)(9)(21)(23),,,
199,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,02/03/25,,2308,,,(32,,,(23,,,(8)(9)(21)(23),,,
200,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"461,538 Shares",,,462,,,508,,,(9)(13),,,
201,,,,,,,,,,,23295,,,23834,,,,,,,
202,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,587 Shares,,,0,,,477,,,(10)(13),,,
203,Total Consumer Goods - Durable,,,,60141,,,,58597,,,,,,,,,,,,
204,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,
205,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"10.15 (1M L+775, 1.00 Floor)",,09/29/25,,,7229,,,,7205,,,,7162,,,(10)
206,"BIG Buyer, LLC",,First Lien Secured Debt,,"8.90 (1M L+650, 1.00 Floor)",,11/20/23,,29190,,,28419,,,28898,,,(9),,,
207,,,First Lien Secured Debt - Revolver,,"8.90 (1M L+650, 1.00 Floor)",,11/20/23,,361,,,361,,,357,,,(9)(23),,,
208,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/20/23,,1444,,,(48,,,(14,,,(8)(9)(21)(23),,,
209,,,,,,,,,,,28732,,,29241,,,,,,,
210,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
211,Lion Cashmere Midco Limited,,First Lien Secured Debt,,"8.42 (6M L+575, 1.00 Floor)",,03/21/25,,13053,,,12835,,,12694,,,(9)(17),,,
212,,,First Lien Secured Debt - Revolver,,"6.25 (E+525, 1.00 Floor)",,03/21/24,,€,225,,,256,,,250,,,(9)(17)(23),,
213,,,First Lien Secured Debt - Unfunded Revolver,,1.8375 Unfunded,,03/21/24,,€,960,,,(22,,,(30,,,(8)(9)(17)(21)(23),,
214,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.0125 Unfunded,,03/21/25,,€,2372,,,(45,,,(74,,,(8)(9)(17)(21)(23),,
215,,,,,,,,,,,13024,,,12840,,,,,,,
216,"Protein For Pets Opco, LLC",,First Lien Secured Debt,,"7.52 (3M L+500, 1.00 Floor)",,11/28/25,,12781,,,12529,,,12525,,,(9),,,
217,,,First Lien Secured Debt - Revolver,,"7.38 (1M L+500, 1.00 Floor)",,05/31/24,,178,,,178,,,174,,,(9)(23),,,
218,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/31/24,,2041,,,(57,,,(41,,,(8)(9)(21)(23),,,
219,,,,,,,,,,,12650,,,12658,,,,,,,
220,Reddy Ice Corporation,,First Lien Secured Debt,,"9.94 (1M L+750, 1.00 Floor)",,06/30/23,,32583,,,32196,,,32583,,,(9),,,
221,,,First Lien Secured Debt - Revolver,,12.00 (P+650),,06/30/23,,2049,,,2049,,,2049,,,(9)(23),,,
222,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/30/23,,295,,,(35,,,0,,,(9)(21)(23),,,
223,,,First Lien Secured Debt - Unfunded Delayed Draw,,3.75 Unfunded,,06/30/23,,1337,,,(10,,,0,,,(9)(21)(23),,,
224,,,First Lien Secured Debt - Letters of Credit,,4.50,,04/05/20 - 04/10/20,,575,,,0,,,0,,,(9)(23),,,
225,,,,,,,,,,,34200,,,34632,,,,,,,
226,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,11.15 (1M L+875),,02/07/24,,12965,,,12866,,,12835,,,(17),,,
227,Total Consumer Goods - Non-Durable,,,,108677,,,,109368,,,,,,,,,,,,
228,Consumer Services,,,,,,,,,,,,,,,,,,,,
229,1A Smart Start LLC,,Second Lien Secured Debt,,"10.65 (1M L+825, 1.00 Floor)",,08/22/22,,,25100,,,,24761,,,,24729,,,
230,"First Heritage Credit, LLC",,First Lien Secured Debt,,7.15 (1M L+475),,04/02/22,,16500,,,16349,,,16331,,,(9),,,
231,,,First Lien Secured Debt - Revolver,,7.90 (1M L+550),,04/02/22,,804,,,804,,,797,,,(9)(23),,,
232,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/02/22,,2946,,,(34,,,(28,,,(8)(9)(21)(23),,,
233,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,04/02/22,,9750,,,(89,,,(100,,,(8)(9)(21)(23),,,
234,,,,,,,,,,,17030,,,17000,,,,,,,
235,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"7.18 (1M BBSW+575, 1.00 Floor)",,04/06/24,,A$,6768,,,4912,,,4654,,,(17),,
