,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
32,,,First Lien Secured Debt - Revolver,,"7.25% (3M L+625, 1.00% Floor)",,12/13/24,,436,,,436,,,,429,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/13/24,,2304,,,(60),,,,(36),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,First Lien Secured Debt - Letters of Credit,,6.25%,,11/30/20 - 12/21/20,,94,,,-,,,,(1),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/14/26,,3708,,,(77),,,,(78),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"TL Lighting Holdings, LLC",,Common Equity - Equity,,N/A,,N/A,,350 Shares,,350,,,,301,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,25359,,,,25324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,Total Automotive,,,59294,,,,,55474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Merx Aviation Finance, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,10.00%,,10/31/23,,,200000,,,,200000,,,,,200000,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,First Lien Secured Debt - Letter of Credit,,2.25%,,07/13/21,,177,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,Common Equity - Membership Interests,,N/A,,N/A,,N/A,,120300,,,,123544,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,320300,,,,323544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Primeflight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"PrimeFlight Aviation Services, Inc.",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,05/09/24,,14699,,,14529,,,,14210,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,05/09/24,,2842,,,(87),,,,(95),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,14442,,,,14115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,Total Aviation and Consumer Transport,,,334742,,,,,337659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Bolthouse Farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Wm. Bolthouse Farms, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,"1,000,000 Shares",,,1000,,,,,1160,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Eagle Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,06/14/24,,24437,,,24267,,,,23827,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,First Lien Secured Debt - Revolver,,"7.50% (3M L+650, 1.00% Floor)",,06/14/23,,1333,,,1333,,,,1300,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/14/23,,2417,,,(23),,,,(60),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,25577,,,,25067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Florida Food Products, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Florida Food Products, Inc.",,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,09/08/25,,22822,,,22418,,,,22594,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,First Lien Secured Debt,,"8.25% (3M L+725, 1.00% Floor)",,09/08/25,,2992,,,2789,,,,2991,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Florida Food Products, LLC",,First Lien Secured Debt - Revolver,,"7.50% (3M L+650, 1.00% Floor)",,09/06/23,,1712,,,1687,,,,1695,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,26894,,,,27280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Orgain, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Butterfly Fighter Co-Invest, L.P.",,Common Equity - Membership Interests,,N/A,,N/A,,"1,000,000 Shares",,1005,,,,1263,,,(13)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,TNT Crust LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,TNT Crust LLC,,First Lien Secured Debt,,"7.75% (3M L+675, 1.00% Floor)",,11/06/23,,26341,,,25967,,,,25814,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,First Lien Secured Debt - Revolver,,"7.75% (3M L+675, 1.00% Floor)",,11/06/23,,1236,,,1236,,,,1211,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/06/23,,2016,,,(43),,,,(40),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,Common Equity - Series A Units,,N/A,,N/A,,244 Shares,,30,,,,288,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,27190,,,,27273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Turkey Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,IC Holdings LLC,,Common Equity - Series A Units,,N/A,,N/A,,169 Shares,,169,,,,418,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,THLP CO. LLC,,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,05/30/25,,19562,,,19257,,,,19366,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,First Lien Secured Debt,,7.75% (P+450),,05/30/25,,22,,,22,,,,22,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,First Lien Secured Debt,,"6.50% (12M L+550, 1.00% Floor)",,05/30/25,,2779,,,2754,,,,2752,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/31/24,,4494,,,(66),,,,(45),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,05/30/25,,2809,,,(44),,,,(28),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,22092,,,,22485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,"Total Beverage, Food & Tobacco",,,103758,,,,,104528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Access Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Access CIG, LLC",,Second Lien Secured Debt,,7.91% (1M L+775),,02/27/26,,,15900,,,,15798,,,,,15695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Ambrosia Buyer Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"9.00% (6M L+800, 1.00% Floor)",,08/28/25,,21429,,,21099,,,,16646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,AML Rightsource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Gabriel Partners, LLC",,First Lien Secured Debt,,"7.25% (1M L+625, 1.00% Floor)",,09/21/26,,8004,,,7805,,,,7804,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/21/26,,665,,,(17),,,,(17),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.75% Unfunded,,09/21/26,,1330,,,(20),,,,(20),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,7768,,,,7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Claritas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Claritas, LLC",,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,12/21/23,,3795,,,3770,,,,3748,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,First Lien Secured Debt - Revolver,,"7.00% (3M L+600, 1.00% Floor)",,12/21/23,,387,,,387,,,,382,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/21/23,,644,,,(7),,,,(8),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,4150,,,,4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Continuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"6.50% (1M L+550, 1.00% Floor)",,02/15/22,,3509,,,3509,,,,3422,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/15/22,,16491,,,(223),,,,(412),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,775 Shares,,78,,,,78,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,3364,,,,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"CT Technologies Intermediate Holdings, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"CT Technologies Intermediate Holdings, Inc",,Second Lien Secured Debt,,"10.00% (1M L+900, 1.00% Floor)",,12/01/22,,31253,,,30887,,,,29690,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Education Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Arthur Bidco Limited,,First Lien Secured Debt,,"5.25% (3M GBPL+475, 0.50% Floor)",,08/31/24,,£,4035,,,5149,,,,4945,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,First Lien Secured Debt - Revolver,,"5.25% (3M GBPL+475, 0.50% Floor)",,08/31/24,,£,1471,,,1877,,,,1802,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,7026,,,,6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Electro Rent Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Electro Rent Corporation,,Second Lien Secured Debt,,"10.00% (3M L+900, 1.00% Floor)",,01/31/25,,34235,,,33608,,,,33379,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Elo Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,TGG TS Acquisition Company,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/14/23,,1750,,,-,,,,(61),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Ensemble Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"EHL Merger Sub, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.25% Unfunded,,08/01/24,,4155,,,(292),,,,(202),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Jacent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Jacent Strategic Merchandising,,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,04/23/24,,22466,,,22225,,,,21373,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,04/23/24,,2567,,,2567,,,,2441,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/23/24,,933,,,(37),,,,(46),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000 Shares",,500,,,,251,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"JSM Equity Investors, L.P.",,Preferred Equity - Class P Partnership Units,,N/A,,N/A,,114 Shares,,11,,,,11,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,25266,,,,24030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Jones & Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"JF Acquisition, LLC",,First Lien Secured Debt,,"6.50% (12M L+550, 1.00% Floor)",,07/31/24,,13139,,,12936,,,,12902,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,07/31/24,,210,,,207,,,,206,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,First Lien Secured Debt - Revolver,,"6.50% (12M L+550, 1.00% Floor)",,07/31/24,,628,,,628,,,,616,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/31/24,,941,,,(24),,,,(17),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,13747,,,,13707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,MAKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Trident Bidco Limited,,First Lien Secured Debt,,"7.25% (6M L+625, 1.00% Floor)",,11/08/25,,35000,,,34105,,,,33908,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,McLarens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Margaux Acquisition Inc.,,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,12/19/24,,22285,,,22041,,,,21820,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,First Lien Secured Debt - Revolver,,"6.75% (1M L+575, 1.00% Floor)",,12/19/24,,1601,,,1579,,,,1566,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/19/24,,881,,,(82),,,,(18),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Margaux UK Finance Limited,,First Lien Secured Debt,,"6.50% (3M GBPL+575, 1.00% Floor)",,12/19/24,,£,5866,,,7308,,,,7437,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,First Lien Secured Debt,,"6.75% (3M GBPL+575, 1.00% Floor)",,12/19/24,,£,1353,,,1687,,,,1716,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,£,541,,,(10),,,,(16),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,32523,,,,32505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Newscycle Solutions, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,12/29/22,,15510,,,15335,,,,15045,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,First Lien Secured Debt - Revolver,,"8.00% (3M L+700, 1.00% Floor)",,12/29/22,,500,,,494,,,,485,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,15829,,,,15530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,10/19/26,,32700,,,32120,,,,30679,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,10/20/25,,1039,,,1039,,,,983,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/20/25,,1946,,,(50),,,,(105),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,10/19/26,,2388,,,(21),,,,(148),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,33088,,,,31409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"RA Outdoors, LLC (Active Outdoors)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"RA Outdoors, LLC",,First Lien Secured Debt,,"5.75% (6M L+475, 1.00% Floor)",,09/11/24,,6559,,,6485,,,,6428,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/09/22,,1200,,,(9),,,,(12),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,Second Lien Secured Debt,,"9.75% (6M L+875, 1.00% Floor)",,09/11/25,,31950,,,31454,,,,30991,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,37930,,,,37407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Soliant Holdings, LLC",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,12/31/26,,17973,,,17652,,,,17454,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/24,,1936,,,(33),,,,(40),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,289,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,17919,,,,17703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Transplace Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
