,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
88,,,First Lien Secured Debt - Revolver,,11.75 (P+625),,12/29/22,,2406,,,2406,,,2382,,,(9)(23),,,
89,,,First Lien Secured Debt - Unfunded Revolver,,1.00 Unfunded,,12/29/22,,2303,,,(96,,,(23,,,(8)(9)(21)(23),,,
90,,,First Lien Secured Debt - Letter of Credit,,7.25,,06/21/19,,103,,,0,,,(1,,,(8)(9)(23),,,
91,,,,,,,,,,,38793,,,39234,,,,,,,
92,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"10.50 (2M L+800, 1.00 Floor)",,08/28/25,,21428,,,20982,,,20966,,,,,,
93,"Aptean, Inc.",,Second Lien Secured Debt,,"12.31 (3M L+950, 1.00 Floor)",,12/20/23,,11148,,,11059,,,11162,,,(10),,,
94,"CT Technologies Intermediate Holdings, Inc",,Second Lien Secured Debt,,"11.52 (1M L+900, 1.00 Floor)",,12/01/22,,31253,,,30594,,,29378,,,(9),,,
95,Education Personnel,,First Lien Secured Debt,,"7.28 (6M L+475, 0.50 Floor)",,08/31/24,,£,4118,,,5213,,,5193,,,(9)(17),,
96,,,First Lien Secured Debt - Revolver,,"7.28 (6M L+475, 0.50 Floor)",,08/31/24,,£,1471,,,1861,,,1855,,,(9)(17)(23),,
97,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.66 Unfunded,,08/31/24,,£,4412,,,0,,,0,,,(9)(17)(21)(23),,
98,,,,,,,,,,,7074,,,7048,,,,,,,
99,Electro Rent Corporation,,Second Lien Secured Debt,,"11.53 (3M L+900, 1.00 Floor)",,01/31/25,,36598,,,35706,,,35866,,,(9),,,
100,McLarens Global Ltd.,,,,,,,,,,,,,,,,,,,,
101,Margaux Acquisition Inc.,,First Lien Secured Debt,,"8.18 (3M L+600, 1.00 Floor)",,12/19/24,,17614,,,17264,,,17262,,,(9),,,
102,,,First Lien Secured Debt - Revolver,,10.50 (P+500),,12/19/24,,343,,,343,,,336,,,(9)(23),,,
103,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,1258,,,(32,,,(25,,,(8)(9)(21)(23),,,
104,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/19/24,,5833,,,(116,,,(117,,,(8)(9)(21)(23),,,
105,Margaux UK Finance Limited,,First Lien Secured Debt,,"8.80 (3M L+600, 1.00 Floor)",,12/19/24,,£,5955,,,7375,,,7433,,,(9)(17),,
106,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,£,541,,,(14,,,(14,,,(8)(9)(17)(21)(23),,
107,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1) (29),,,,,,,,
108,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/19/24,,£,1353,,,(34,,,(34,,,(8)(9)(17)(21)(23),,
109,,,,,,,,,,,24786,,,24841,,,,,,,
110,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.77 (1M L+925, 1.00 Floor)",,06/02/23,,10000,,,9897,,,10050,,,,,,
111,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"9.52 (1M L+700, 1.00 Floor)",,12/29/22,,15663,,,15357,,,15507,,,(9),,,
112,,,First Lien Secured Debt,,"9.51 (1M L+700, 1.00 Floor)",,12/29/22,,1201,,,1171,,,1189,,,(9),,,
113,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/22,,500,,,(10,,,(5,,,(8)(9)(21)(23),,,
114,,,,,,,,,,,16518,,,16691,,,,,,,
115,"PSI Services, LLC",,First Lien Secured Debt,,"7.52 (1M L+500, 1.00 Floor)",,01/20/23,,4586,,,4508,,,4566,,,(9),,,
116,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,397,,,(6,,,(2,,,(8)(9)(21)(23),,,
117,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,£,47,,,0,,,0,,,(9)(21)(23),,
118,,,Second Lien Secured Debt,,"11.52 (1M L+900, 1.00 Floor)",,01/20/24,,37893,,,37081,,,37720,,,(9),,,
119,,,,,,,,,,,41583,,,42284,,,,,,,
120,"RA Outdoors, LLC",,First Lien Secured Debt,,"7.27 (1M L+475, 1.00 Floor)",,09/11/24,,7156,,,7040,,,7013,,,(9),,,
121,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/09/22,,1200,,,(18,,,(24,,,(8)(9)(21)(23),,,
122,,,Second Lien Secured Debt,,"11.27 (1M L+875, 1.00 Floor)",,09/11/25,,34200,,,33483,,,33345,,,(9),,,
123,,,,,,,,,,,40505,,,40334,,,,,,,
124,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.96 (3M L+925, 1.00 Floor)",,06/30/23,,15000,,,14788,,,14400,,,,,,
125,TGG TS Acquisition Company,,First Lien Secured Debt - Revolver,,9.29 (3M L+650),,12/14/23,,1115,,,1115,,,1087,,,(23),,,
126,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/14/23,,635,,,0,,,0,,,(21)(23),,,
127,,,,,,,,,,,1115,,,1087,,,,,,,
128,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"11.21 (1M L+875, 1.00 Floor)",,10/06/25,,8599,,,8416,,,7825,,,(10),,,
129,U.S. Legal Support,,,,,,,,,,,,,,,,,,,,
130,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"8.46 (3M L+575, 1.00 Floor)",,12/02/24,,20099,,,19703,,,19698,,,(9),,,
131,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/02/24,,1608,,,(32,,,(32,,,(8)(9)(21)(23),,,
132,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,12/02/24,,4690,,,(46,,,(94,,,(8)(9)(21)(23),,,
133,"U.S. Legal Support Investment Holdings, LLC",,Common Equity/Interests - Series A-1 Units,,N/A,,N/A,,"602,978 Shares",,,603,,,619,,,(9)(13),,,
134,,,,,,,,,,,20228,,,20191,,,,,,,
135,"Vertafore, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/30/23,,14591,,,"(1,552",,,"(1,678",,,(8)(21)(23),,,
136,,,First Lien Secured Debt - Letter of Credit,,3.25,,06/30/23,,409,,,0,,,(47,,,(8)(23),,,
137,,,,,,,,,,,"(1,552",,,"(1,725",,,,,,,
138,Total Business Services,,,,336260,,,,335393,,,,,,,,,,,,
139,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,
140,Carbonfree Chemicals,,,,,,,,,,,,,,,,,,,,
141,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.215 PIK,,09/30/20,,,50305,,,,50305,,,,47129,,,
142,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1) (29),,,,,,,,
143,,,Common Equity/Interests - Residual Interests,,N/A,,N/A,,9000,,,9000,,,0,,,(13),,,
144,Carbonfree Caustic SPE LLC,,First Lien Secured Debt,,5.00,,12/31/21,,3800,,,3800,,,3800,,,,,,
145,,,First Lien Secured Debt - Unfunded Delayed Draw - Promissory Note,,N/A,,12/31/21,,9311,,,0,,,0,,,(21)(23),,,
146,,,,,,,,,,,63105,,,50929,,,,,,,
147,"Hare Bidco, Inc.",,Second Lien Secured Debt,,"9.75 (1M E+875, 1.00 Floor)",,08/01/24,,€,13574,,,14455,,,15207,,,,,
148,"Westfall Technik, Inc.",,First Lien Secured Debt,,"7.78 (3M L+500, 1.00 Floor)",,09/13/24,,4700,,,4610,,,4606,,,(9),,,
149,,,First Lien Secured Debt,,"7.79 (3M L+500, 1.00 Floor)",,09/13/24,,1238,,,1226,,,1214,,,(9),,,
150,,,First Lien Secured Debt - Revolver,,"7.61 (3M L+500, 1.00 Floor)",,09/13/24,,135,,,135,,,132,,,(9)(23),,,
151,,,First Lien Secured Debt - Revolver,,9.50 (P+400),,09/13/24,,539,,,539,,,528,,,(9)(23),,,
152,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/13/24,,1346,,,(38,,,(27,,,(8)(9)(21)(23),,,
153,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,09/13/24,,9531,,,(102,,,(215,,,(8)(9)(21)(23),,,
154,,,,,,,,,,,6370,,,6238,,,,,,,
155,"Total Chemical, Plastics & Rubber",,,,83930,,,,72374,,,,,,,,,,,,
156,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,
157,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.77 (1M L+825),,08/04/25,,,21919,,,,21640,,,,21590,,,
158,KDC US Holdings,,First Lien Secured Debt - Unfunded Revolver,,0.00 Unfunded,,12/21/23,,6020,,,0,,,0,,,(21)(23),,,
159,KLO Holdings,,,,,,,,,,,,,,,,,,,,
160,9357-5991 Quebec Inc.,,First Lien Secured Debt,,"10.27 (1M L+775, 1.50 Floor)",,04/07/22,,8822,,,8750,,,8469,,,,,,
161,KLO Acquisition LLC,,First Lien Secured Debt,,"10.27 (1M L+775, 1.50 Floor)",,04/07/22,,5108,,,5066,,,4903,,,,,,
162,,,,,,,,,,,13816,,,13372,,,,,,,
163,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,587 Shares,,,0,,,440,,,(13),,,
164,Total Consumer Goods - Durable,,,,35456,,,,35402,,,,,,,,,,,,
165,Consumer Goods – Non-Durable,,,,,,,,,,,,,,,,,,,,
166,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"10.27 (1M L+775, 1.00 Floor)",,09/29/25,,,7371,,,,7344,,,,7261,,,(10)
167,"BIG Buyer, LLC",,First Lien Secured Debt,,"9.14 (3M L+650, 1.00 Floor)",,11/20/23,,25278,,,24536,,,24519,,,(9),,,
168,,,First Lien Secured Debt,,"9.28 (3M L+650, 1.00 Floor)",,11/20/23,,2326,,,2292,,,2256,,,(9),,,
169,,,First Lien Secured Debt - Revolver,,"9.14 (3M L+650, 1.00 Floor)",,11/20/23,,271,,,271,,,263,,,(9)(23),,,
170,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/20/23,,1535,,,(53,,,(46,,,(8)(9)(21)(23),,,
171,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,11/20/23,,3091,,,(79,,,(163,,,(8)(9)(21)(23),,,
172,,,,,,,,,,,26967,,,26829,,,,,,,
173,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,11.25 (1M L+875),,02/07/24,,13141,,,13029,,,13002,,,(17),,,
174,Reddy Ice Corporation,,First Lien Secured Debt,,"10.02 (1M L+750, 1.00 Floor)",,06/30/23,,30488,,,30075,,,30195,,,(9),,,
175,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/30/23,,2920,,,(39,,,(28,,,(8)(9)(21)(23),,,
176,,,First Lien Secured Debt - Letter of Credit,,4.50,,04/05/19,,9680,,,0,,,(93,,,(8)(9)(23),,,
177,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1) (29),,,,,,,,
178,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,06/30/23,,266,,,0,,,0,,,(9)(21)(23),,,
179,,,,,,,,,,,30036,,,30074,,,,,,,
180,Total Consumer Goods - Non-Durable,,,,77376,,,,77166,,,,,,,,,,,,
181,Consumer Services,,,,,,,,,,,,,,,,,,,,
182,1A Smart Start LLC,,Second Lien Secured Debt,,"10.77 (1M L+825, 1.00 Floor)",,08/22/22,,,25100,,,,24708,,,,24687,,,
183,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"7.84 (3M BBSW+575, 1.00 Floor)",,04/06/24,,A$,6768,,,4906,,,4669,,,(17),,
184,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.59 Unfunded,,04/06/24,,A$,232,,,(9,,,(10,,,(8)(17)(21)(23),,
185,,,,,,,,,,,4897,,,4659,,,,,,,
186,"Pinstripe Holdings, LLC",,First Lien Secured Debt,,8.52 (1M L+600),,01/15/25,,7000,,,6860,,,6860,,,,,,
187,"Tidewater Consumer Receivables, LLC",,First Lien Secured Debt,,8.26 (1M L+575),,12/28/23,,11333,,,11220,,,11220,,,(9)(17),,,
188,,,First Lien Secured Debt - Revolver,,8.26 (1M L+575),,12/28/23,,18,,,18,,,18,,,(9)(17)(23),,,
189,,,First Lien Secured Debt - Unfunded Revolver,,0.00 Unfunded,,12/28/23,,1148,,,(12,,,(11,,,(8)(9)(17)(21)(23),,,
190,,,,,,,,,,,11226,,,11227,,,,,,,
191,Total Consumer Services,,,,47691,,,,47433,,,,,,,,,,,,
192,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,,
193,"Sprint Industrial Holdings, LLC",,Second Lien Secured Debt,,13.50 PIK,,11/14/19,,,21086,,,,18107,,,,14560,,,(13)(14)
194,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"7,341 Warrants",,,0,,,0,,,(13)(26),,,
195,,,,,,,,,,,18107,,,14560,,,,,,,
196,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,7.75 (P+225),,11/30/21,,4208,,,4208,,,4215,,,(23),,,
197,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/30/21,,1418,,,(295,,,0,,,(21)(23),,,
198,,,3913,,,4215,,,,,,,,,,,,,,,
199,"Total Containers, Packaging & Glass",,,,22020,,,,18775,,,,,,,,,,,,
200,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,
201,Alera Group Holdings,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,08/01/25,,,20000,,,,(177,,,,(180,,,(8)(21)(23)
202,Craft 2015-2,,Structured Products and Other - Credit-Linked Note,,12.70 (3M L+925),,01/16/24,,13379,,,13307,,,13379,,,(11)(17),,,
203,"Flock SPV I, LLC",,First Lien Secured Debt,,9.02 (1M L+650),,08/30/22,,8000,,,7927,,,7894,,,(9)(17),,,
204,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/30/22,,1333,,,(12,,,(18,,,(8)(9)(17)(21)(23),,,
205,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,08/30/22,,10667,,,(98,,,(141,,,(8)(9)(17)(21)(23),,,
206,,,,,,,,,,,7817,,,7735,,,,,,,
207,"Golden Bear 2016-R, LLC (3)(4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,0,,,16633,,,13432,,,(17),,,
208,Mayfield Agency Borrower Inc.,,Second Lien Secured Debt,,11.02 (1M L+850),,03/02/26,,5000,,,4933,,,4966,,,(10),,,
209,"Purchasing Power, LLC",,First Lien Secured Debt,,8.02 (1M L+550),,05/09/19,,21300,,,21285,,,21248,,,(9),,,
210,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/09/19,,3000,,,(7,,,(7,,,(8)(9)(21)(23),,,
211,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,05/09/19,,5700,,,(49,,,(51,,,(8)(9)(21)(23),,,
212,,,,,,,,,,,21229,,,21190,,,,,,,
213,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1) (29),,,,,,,,
214,"Taupo River II, LLC",,First Lien Secured Debt,,"8.05 (3M L+525, 1.00 Floor)",,06/08/20,,14000,,,13947,,,13947,,,(9)(17),,,
215,"Ten-X, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/29/22,,4680,,,(315,,,(328,,,(8)(21)(23),,,
216,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,77374,,,,74141,,,,,,,,,,,,
217,Energy – Electricity,,,,,,,,,,,,,,,,,,,,
218,"AMP Solar Group, Inc. (4)",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"243,646 Shares",,,10000,,,6050,,,(13)(17),,,
219,Renew Financial,,,,,,,,,,,,,,,,,,,,
220,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,143 Shares,,,534,,,676,,,(15)(17),,,
221,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,,8343,,,14469,,,(13),,,
222,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,,5568,,,5841,,,(13),,,
223,Renew JV LLC (4),,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,1683,,,2058,,,(13)(17),,,
224,,,,,,,,,,,16128,,,23044,,,,,,,
225,Solarplicity Group,,,,,,,,,,,,,,,,,,,,
226,Solarplicity Group Limited (3)(4),,First Lien Secured Debt,,N/A,,11/30/22,,£,4331,,,5811,,,2785,,,(13)(17),,
227,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00,,03/08/23,,£,5562,,,7637,,,6968,,,(17),,
228,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,,5861,,,4952,,,(2)(13)(17),,,
229,,,Common Equity/Interests - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,,4,,,276,,,(2)(13)(17),,,
230,,,,,,,,,,,19313,,,14981,,,,,,,
231,Total Energy – Electricity,,,,45441,,,,44075,,,,,,,,,,,,
232,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,
233,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,First Lien Secured Debt,,8.00 Cash (10.00 PIK Toggle),,03/29/19,,,10000,,,,10000,,,,10000,,,
234,,,Second Lien Secured Debt,,10.00 PIK (8.00 Cash Toggle),,03/29/21,,32876,,,32876,,,32876,,,,,,
235,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,,30078,,,4782,,,(13),,,
236,,,,,,,,,,,72954,,,47658,,,,,,,
237,"Pelican Energy, LLC (4)",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"1,444 Shares",,,18736,,,5925,,,(13)(17)(16),,,
238,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00,,03/31/20,,20400,,,20400,,,21012,,,,,,
239,,,First Lien Secured Debt - Tranche A Note,,14.00 (8.00 Cash plus 6.00 PIK),,03/31/20,,45457,,,45457,,,46821,,,,,,
240,,,First Lien Secured Debt - Tranche B Note,,14.00 PIK,,03/31/20,,81346,,,44380,,,39309,,,(13)(14),,,
