,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
71,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,ASC 820 Level (32),,,,,,
72,"RiteDose Holdings I, Inc. (9)(16)",,Healthcare & Pharmaceuticals,,"7.82 (1M L + 650, 1.00 Floor)",,9/13/23,,15000,,,14516,,,14513,,,Level 3,,,
73,"Teladoc, Inc. (16)(17)",,Healthcare & Pharmaceuticals,,"8.49 (1M L + 725, 1.00 Floor)",,7/14/22,,20000,,,19805,,,20400,,,Level 3,,,
74,Total Healthcare & Pharmaceuticals0 5.8(10),,,,,,,85046,,,,85534,,,,,,,,,
75,ChyronHego Corporation (18),,High Tech Industries,,"7.43 (3M L+643, 1.00 Floor)",,3/9/20,,,35743,,,,35349,,,,34670,,,Level 3
76,LabVantage Solutions Inc.,,High Tech Industries,,"9.24 (1M L+800, 1.00 Floor)",,12/29/20,,14063,,,13763,,,13922,,,Level 3,,,
77,LabVantage Solutions Limited (16)(17),,High Tech Industries,,"9.00 (3M E+800, 1.00 Floor)",,12/29/20,,€,12883,,,13558,,,15077,,,Level 3,,
78,"Nextech Systems, LLC (18)",,High Tech Industries,,"8.40 (1M L+725, 1.00 Floor)",,6/22/21,,21435,,,21034,,,21006,,,Level 3,,,
79,Telestream Holdings Corporation (18),,High Tech Industries,,"7.61 (3M L +6.45, 1.00 Floor)",,3/24/22,,36933,,,36595,,,36194,,,Level 3,,,
80,Total High Tech Industries0 8.2(10),,,,,,,120299,,,,120869,,,,,,,,,
81,GFRC Holdings LLC,,"Hotel, Gaming, Leisure, Restaurants",,"9.50 (1M L+800 Cash (L+800 PIK Toggle), 1.50 Floor)",,2/1/22,,,2500,,,,2500,,,,2500,,,Level 3
82,"Total Hotel, Gaming, Leisure, Restaurants0 0.2(10)",,,,,,,2500,,,,2500,,,,,,,,,
83,"Magnetation, LLC (14)",,Metals & Mining,,9.15 (3M L+800 Cash (PIK Toggle),,12/31/19,,,1898,,,,1819,,,,654,,,Level 3
84,Total Metals & Mining00.0(10),,,,,,,1819,,,,654,,,,,,,,,
85,UniTek Global Services Inc. (16),,Telecommunications,,"9.84 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,1/13/19,,,1941,,,,1941,,,,1941,,,Level 3
86,UniTek Global Services Inc. (16),,Telecommunications,,"9.84 (3M L+850, 1.00 Floor)",,1/13/19,,32367,,,32367,,,33014,,,Level 3,,,
87,Total Telecommunications0 2.4(10),,,,,,,34308,,,,34955,,,,,,,,,
88,"Sunedison, Inc.",,Utilities – Electric,,"8.74 (1M L+750, 1.00 Floor)",,5/2/18,,,13698,,,,13648,,,,13758,,,Level 2
89,Total Utilities – Electric0 1.0(10),,,,,,,13648,,,,13758,,,,,,,,,
90,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)032.0(10),,,,,,,479549,,,,470741,,,,,,,,,
91,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,,,,
92,"American Media, Inc., Letter of Credit (16)(23)",,"Advertising, Printing & Publishing",,L+900,,8/24/20,,,154,,,,0,,,,0,,,Level 3
93,"American Media, Inc., Revolver (16)(23)",,"Advertising, Printing & Publishing",,"10.34 (3M L+900, 1.00 Floor)",,8/24/20,,1244,,,1245,,,1275,,,Level 3,,,
94,"American Media, Inc., Revolver (16)(23)",,"Advertising, Printing & Publishing",,12.25 (P+800),,8/24/20,,237,,,237,,,243,,,Level 3,,,
95,"American Media, Inc., Unfunded Revolver (16)(21)(23)",,"Advertising, Printing & Publishing",,0.50 Unfunded,,8/24/20,,143,,,(39,,,0,,,Level 3,,,
96,"Simplifi Holdings, Inc., Unfunded Revolver (8)(9)(16)(21)(23)",,"Advertising, Printing & Publishing",,0.50 Unfunded,,9/28/22,,2400,,,(72,,,(72,,,Level 3,,,
97,"Total Advertising, Printing & Publishing0 0.1(10)",,,,,,,1371,,,,1446,,,,,,,,,
98,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,9/30/18,,,103,,,,0,,,,(2,,,Level 3
99,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,12/10/18,,37,,,0,,,(1,,,Level 3,,,
100,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,4/1/18,,277,,,0,,,(4,,,Level 3,,,
101,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,10/31/17,,73,,,0,,,(1,,,Level 3,,,
102,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,ASC 820 Level (32),,,,,,
103,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,11/28/17,,670,,,0,,,(10,,,Level 3,,,
104,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,6/25/18,,3,,,0,,,0,,,Level 3,,,
105,"Erickson Inc, Letter of Credit (8)(9)(16)(23)",,Aerospace & Defense,,7.50,,12/31/17,,180,,,0,,,(3,,,Level 3,,,
106,"Erickson Inc, Revolver (9)(16)(23)",,Aerospace & Defense,,8.84 (3M L+750),,4/28/22,,26062,,,26062,,,25672,,,Level 3,,,
107,"Erickson Inc, Unfunded Revolver (8)(9)(16)(21)(23)",,Aerospace & Defense,,0.50 Unfunded,,4/28/22,,17595,,,(514,,,(264,,,Level 3,,,
108,Total Aerospace & Defense0 1.7(10),,,,,,,25548,,,,25387,,,,,,,,,
109,"PSI Services, LLC, Revolver (9)(16)(23)",,Business Services,,"6.24 (1M L+500, 1.00 Floor)",,1/20/22,,,278,,,,278,,,,273,,,Level 3
110,"PSI Services, LLC, Unfunded Revolver (8)(9)(16)(21)(23)",,Business Services,,0.50 Unfunded,,1/20/22,,119,,,(9,,,(1,,,Level 3,,,
111,"PSI Services, LLC, Unfunded Revolver (9)(16)(21)(23)",,Business Services,,0.50 Unfunded,,1/20/22,,£,47,,,0,,,0,,,Level 3,,
112,"RA Outdoors, LLC, Unfunded Revolver (8)(9)(16)(21)(23)",,Business Services,,0.50 Unfunded,,9/9/22,,1200,,,(24,,,(24,,,Level 3,,,
113,Total Business Services0 0.0(10),,,,,,,245,,,,248,,,,,,,,,
114,"Avantor Performance Materials Holdings, LLC, Letter of Credit (8)(16)(23)",,"Chemicals, Plastics & Rubber",,4.00,,3/10/22,,,122,,,,0,,,,(1,,,Level 3
115,"Avantor Performance Materials Holdings, LLC, Unfunded Revolver (8)(16)(21)(23)",,"Chemicals, Plastics & Rubber",,0.50 Unfunded,,3/10/22,,4878,,,(555,,,(32,,,Level 3,,,
116,"Total Chemicals, Plastics & Rubber0 0.0(10)",,,,,,,(555,,,,(33,,,,,,,,,
117,"TricorBraun Holdings, Inc., Revolver (23)",,"Containers, Packaging & Glass",,6.50 (P+225),,11/30/21,,,323,,,,323,,,,323,,,Level 3
118,"TricorBraun Holdings, Inc., Unfunded Revolver (21)(23)",,"Containers, Packaging & Glass",,0.50 Unfunded,,11/30/21,,5303,,,(422,,,0,,,Level 3,,,
119,"Total Containers, Packaging & Glass0 0.0(10)",,,,,,,(99,,,,323,,,,,,,,,
120,"Purchasing Power, LLC, Revolver (9)(16)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"9.24 (1M L + 800, 1.00 Floor)",,7/10/19,,,2021,,,,2021,,,,2004,,,Level 3
121,"Purchasing Power, LLC, Unfunded Revolver (8)(9)(16)(21)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,1.50 Unfunded,,7/10/19,,6329,,,(74,,,(53,,,Level 3,,,
122,"Ten-X, LLC, Unfunded Revolver (8)(21)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,0.50 Unfunded,,9/29/22,,4680,,,(421,,,(421,,,Level 3,,,
123,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate0 0.1(10)",,,,,,,1526,,,,1530,,,,,,,,,
124,"Altasciences US Acquistion, Inc., Unfunded Revolver (8)(9)(16)(21)(23)(28)",,Healthcare & Pharmaceuticals,,0.25 Unfunded,,6/9/23,,,1426,,,,(30,,,,(32,,,Level 3
125,"Invuity, Inc., Revolver (9)(16)(23)",,Healthcare & Pharmaceuticals,,"4.75 (1M L+325, 1.00 Floor)",,3/1/22,,1024,,,1024,,,1018,,,Level 3,,,
126,"Invuity, Inc., Unfunded Revolver (8)(9)(16)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,3/1/22,,976,,,(9,,,(5,,,Level 3,,,
127,"Oxford Immunotec, Inc., Unfunded Revolver (9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,10/1/21,,1000,,,(4,,,0,,,Level 3,,,
128,"RiteDose Holdings I, Inc., Unfunded Revolver (8)(9)(16)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,9/13/22,,2000,,,(64,,,(65,,,Level 3,,,
129,"Teladoc, Inc., Unfunded Revolver (8)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,7/14/20,,1667,,,(67,,,(67,,,Level 3,,,
130,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,ASC 820 Level (32),,,,,,
131,"Wright Medical Group, Inc., Revolver (9)(16)(17)(23)",,Healthcare & Pharmaceuticals,,"5.49 (1M L+425, 0.75 Floor)",,12/23/21,,18333,,,18333,,,18333,,,Level 3,,,
132,"Wright Medical Group, Inc., Unfunded Revolver (9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,12/23/21,,31667,,,(423,,,0,,,Level 3,,,
133,Total Healthcare & Pharmaceuticals0 1.3(10),,,,,,,18760,,,,19182,,,,,,,,,
134,"LabVantage Solutions Limited, Unfunded Revolver (8)(16)(17)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/29/20,,€,3435,,,,(77,,,,(41,,,Level 3
135,"Tibco Software Inc., Unfunded Revolver (8)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/5/19,,,6000,,,0,,,(840,,,Level 3,,
136,Total High Tech Industries0 -0.1(10),,,,,,,(77,,,,(881,,,,,,,,,
137,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,5/4/17,,,8,,,,0,,,,0,,,Level 3
138,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,7/29/17,,80,,,0,,,(3,,,Level 3,,,
139,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,10/3/17,,8,,,0,,,0,,,Level 3,,,
140,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,11/30/17,,37,,,0,,,(1,,,Level 3,,,
141,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,4/23/18,,37,,,0,,,(1,,,Level 3,,,
142,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,7/30/18,,17,,,0,,,(1,,,Level 3,,,
143,"Alliant Holdings Intermediate, LLC, Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.50 Unfunded,,8/14/20,,14813,,,(981,,,(509,,,Level 3,,,
144,Total Insurance0 0.0(10),,,,,,,(981,,,,(515,,,,,,,,,
145,"SESAC Holdco II LLC, Unfunded Revolver (8)(16)(21)(23)",,Media – Diversified & Production,,0.50 Unfunded,,2/23/22,,,587,,,,(46,,,,(44,,,Level 3
146,Total Media – Diversified & Production0 0.0(10),,,,,,,(46,,,,(44,,,,,,,,,
147,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.50,,1/13/19,,,7762,,,,0,,,,0,,,Level 3
148,"UniTek Global Services Inc., Unfunded Revolver (16)(21)(23)",,Telecommunications,,0.50 Unfunded,,1/13/19,,5000,,,0,,,0,,,Level 3,,,
149,Total Telecommunications0 0.0(10),,,,,,,0,,,,0,,,,,,,,,
150,Total Revolvers and Letters of Credit03.1(10),,,,,,,,,45692,,,,46643,,,,,,,
151,Total First Lien Secured Debt035.1(10),,,,,,,,,525241,,,,517384,,,,,,,
152,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,,,
153,A-L Parent LLC,,"Advertising, Printing & Publishing",,"8.49 (1M L+725, 1.00 Floor)",,12/2/24,,,10048,,,,9957,,,,10098,,,Level 3
154,"Total Advertising, Printing & Publishing0 0.7(10)",,,,,,,9957,,,,10098,,,,,,,,,
155,PAE Holding Corporation,,Aerospace & Defense,,"10.74 (1M L+950, 1.00 Floor)",,10/20/23,,,28097,,,,27363,,,,28272,,,Level 2
156,Total Aerospace & Defense0 1.9(10),,,,,,,27363,,,,28272,,,,,,,,,
157,"K&N Parent, Inc.",,Automotive,,"9.99 (1M L+875, 1.00 Floor)",,10/21/24,,,27000,,,,26517,,,,26730,,,Level 3
158,Total Automotive0 1.8(10),,,,,,,26517,,,,26730,,,,,,,,,
159,"Access CIG, LLC",,Business Services,,"9.98 (1M L+875, 1.00 Floor)",,10/17/22,,,50970,,,,49356,,,,50608,,,Level 3
160,"Almonde, Inc (17)",,Business Services,,"8.57 (3M L+725, 1.00 Floor)",,6/13/25,,2316,,,2293,,,2364,,,Level 2,,,
161,Ambrosia Buyer Corp.,,Business Services,,9.27 (3M L + 800),,8/28/25,,21429,,,20900,,,20896,,,Level 3,,,
162,"Appriss Holdings, Inc.",,Business Services,,"10.58 (3M L+925, 1.00 Floor)",,5/21/21,,23309,,,23104,,,23309,,,Level 3,,,
163,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,ASC 820 Level (32),,,,,,
164,"Aptean, Inc.",,Business Services,,"10.84 (3M L+950, 1.00 Floor)",,12/20/23,,9548,,,9419,,,9613,,,Level 2,,,
165,"CT Technologies Intermediate Hldgs, Inc (9)",,Business Services,,"10.24 (1M L+900, 1.00 Floor)",,12/1/22,,31253,,,30387,,,30315,,,Level 3,,,
166,Electro Rent Corporation (9),,Business Services,,"10.27 (1M L+900, 1.00 Floor)",,1/31/25,,52863,,,51338,,,51806,,,Level 3,,,
167,"Institutional Shareholder Services, Inc.",,Business Services,,"9.74 (1M L+850, 1.00 Floor)",,4/30/22,,8232,,,8173,,,8232,,,Level 3,,,
168,"Ministry Brands, LLC",,Business Services,,"10.49 (1M L+925, 1.00 Floor)",,6/2/23,,10000,,,9868,,,9859,,,Level 3,,,
169,"Poseidon Merger Sub, Inc.",,Business Services,,"9.81 (3M L+850, 1.00 Floor)",,8/15/23,,18000,,,17602,,,18000,,,Level 3,,,
170,"PSI Services, LLC (9)(16)",,Business Services,,"10.24 (1M L+900, 1.00 Floor)",,1/20/24,,25714,,,25018,,,25134,,,Level 3,,,
171,"RA Outdoors, LLC (9)(16)",,Business Services,,"9.99 (1M L+875, 1.00 Floor)",,9/11/25,,34200,,,33351,,,33345,,,Level 3,,,
172,"STG-Fairway Acquisitions, Inc.",,Business Services,,"10.57 (3M L+925, 1.00 Floor)",,6/30/23,,15000,,,14730,,,13499,,,Level 3,,,
173,"Velocity Technology Solutions, Inc.",,Business Services,,"9.58 (3M L+825, 1.25 Floor)",,9/28/20,,16500,,,16347,,,16583,,,Level 3,,,
174,Total Business Services0 21.3(10),,,,,,,311886,,,,313563,,,,,,,,,
175,"Avantor Performance Materials Holdings, LLC (16)",,"Chemicals, Plastics & Rubber",,"9.49 (1M L+825, 1.00 Floor)",,3/10/25,,,1629,,,,1614,,,,1633,,,Level 3
176,"Hare Bidco, Inc.",,"Chemicals, Plastics & Rubber",,"9.75 (3M L+875, 1.00 Floor)",,8/1/24,,€,13574,,,14402,,,15727,,,Level 3,,
177,"Total Chemicals, Plastics & Rubber0 1.2(10)",,,,,,,16016,,,,17360,,,,,,,,,
178,"Hayward Industries, Inc.",,Consumer Goods – Durable,,9.48 (1M L+825),,8/4/25,,,25110,,,,24618,,,,24616,,,Level 3
179,Total Consumer Goods – Durable0 1.7(10),,,,,,,24618,,,,24616,,,,,,,,,
180,"ABG Intermdiate Holdings 2, LLC",,Consumer Goods – Non-durable,,"9.75 (1M L+775, 2.00 Floor)",,9/29/25,,,8094,,,,8033,,,,8195,,,Level 2
181,"Sequential Brands Group, Inc. (17)",,Consumer Goods – Non-durable,,10.24 (1M L+900),,7/1/22,,17336,,,17163,,,17096,,,Level 3,,,
182,Total Consumer Goods – Non-durable0 1.7(10),,,,,,,25196,,,,25291,,,,,,,,,
183,"Sprint Industrial Holdings, LLC (16)(30)",,"Containers, Packaging & Glass",,13.50 PIK,,11/14/19,,,16163,,,,15775,,,,6491,,,Level 3
184,"Sprint Industrial Holdings, LLC (16)(31)",,"Containers, Packaging & Glass",,13.50 PIK,,11/14/19,,1688,,,1688,,,1688,,,Level 3,,,
185,"Total Containers, Packaging & Glass0 0.6(10)",,,,,,,17463,,,,8179,,,,,,,,,
186,Armor Holding II LLC,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"10.34 (3M L+900, 1.25 Floor)",,12/26/20,,,8000,,,,7930,,,,8110,,,Level 3
187,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate0 0.6",,,,,,,7930,,,,8110,,,,,,,,,
188,"Grocery Outlet, Inc.",,Food & Grocery,,"9.58 (3M L+825, 1.00 Floor)",,10/21/22,,,25000,,,,24761,,,,25281,,,Level 2
189,Total Food & Grocery0 1.7(10),,,,,,,24761,,,,25281,,,,,,,,,
190,"Avalign Technologies, Inc.",,Healthcare & Pharmaceuticals,,"9.57 (6M L+825, 1.00 Floor)",,9/2/24,,,5500,,,,5446,,,,5445,,,Level 3
191,"BioClinica Holding I, LP",,Healthcare & Pharmaceuticals,,"9.56 (3M L+825, 1.00 Floor)",,10/21/24,,24612,,,24175,,,24174,,,Level 2,,,
192,"Elements Behavioral Health, Inc.",,Healthcare & Pharmaceuticals,,"13.32 (3M L+1200 PIK, 1.00 Floor)",,2/11/20,,11946,,,11909,,,9199,,,Level 3,,,
193,"Lanai Holdings III, Inc.",,Healthcare & Pharmaceuticals,,"10.00 (6M L+850, 1.00 Floor)",,8/28/23,,17391,,,16954,,,16957,,,Level 3,,,
194,Total Healthcare & Pharmaceuticals0 3.8(10),,,,,,,58484,,,,55775,,,,,,,,,
195,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,ASC 820 Level (32),,,,,,
196,"DigiCert Holding, Inc.",,High Tech Industries,,"9.33 (3M L+800, 1.00 Floor)",,9/19/25,,,20196,,,,20095,,,,20405,,,Level 2
197,"Smokey Merger Sub, Inc. (9)",,High Tech Industries,,"9.75 (3M L+875, 1.00 Floor)",,5/24/24,,30000,,,29145,,,29100,,,Level 3,,,
198,Total High Tech Industries0 3.4(10),,,,,,,49240,,,,49505,,,,,,,,,
199,SMG,,"Hotel, Gaming, Leisure, Restaurants",,"9.49 (1M L+825, 1.00 Floor)",,2/27/21,,,19649,,,,19649,,,,19600,,,Level 2
200,"Total Hotel, Gaming, Leisure, Restaurants0 1.3(10)",,,,,,,19649,,,,19600,,,,,,,,,
201,Confie Seguros Holding II Co.,,Insurance,,"11.00 (1M L+975, 1.25 Floor)",,5/8/19,,,21844,,,,21791,,,,21462,,,Level 2
202,Total Insurance0 1.5(10),,,,,,,21791,,,,21462,,,,,,,,,
203,"ATS Consolidated, Inc.",,"Manufacturing, Capital Equipment",,"9.74 (1M L+850, 1.00 Floor)",,5/30/25,,,15000,,,,14710,,,,15038,,,Level 3
