,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
23,"My Alarm Center, LLC, Term Loan C (16)(23)",,Business Services,,"9.00 (1M L+800, 1.00 Floor)",,1/9/19,,3554,,,3554,,,3554,,,,,,,
24,"My Alarm Center, LLC, Unfunded Term Loan C (16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,557,,,0,,,0,,,,,,,
25,"Nextech Systems, LLC (18)",,High Tech Industries,,"8.40 (3M L+725, 1.00 Floor)",,6/22/21,,21716,,,21256,,,21282,,,,,,,
26,Novadaq Technologies Inc. (9)(16)(17)(23),,Healthcare & Pharmaceuticals,,"7.98 (1M L+720, 0.50 Floor)",,1/1/22,,3333,,,3324,,,3325,,,,,,,
27,"Novadaq Technologies Inc., Unfunded Delayed Draw (8)(9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.00 Unfunded,,1/1/22,,6666,,,(32,,,(18,,,,,,,
28,"Oxford Immunotec, Inc. (9)(16)(17)",,Healthcare & Pharmaceuticals,,8.38 (1M L+760),,10/1/21,,9750,,,9752,,,9756,,,,,,,
29,"PSI Services, LLC (9)(16)",,Business Services,,"6.00 (1M L+500, 1.00 Floor)",,1/20/23,,7698,,,7511,,,7508,,,,,,,
30,"Saba Software, Inc. (18)",,High Tech Industries,,"9.00 (1M L+800, 1.00 Floor)",,3/30/21,,9825,,,9825,,,9825,,,,,,,
31,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
32,"SCM Insurance Services, Inc. (17)",,Business Services,,9.250,,8/22/19,,C$,39480,,,33387,,,25527,,,,,,
33,Telestream Holdings Corporation (18),,High Tech Industries,,"7.61 (3M L+645, 1.00 Floor)",,1/15/20,,37119,,,36745,,,36376,,,,,,,
34,UniTek Global Services Inc. (16),,Telecommunications,,"9.65 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,1/13/19,,32367,,,32366,,,33013,,,,,,,
35,UniTek Global Services Inc. (16),,Telecommunications,,11.50 (P+750),,1/13/19,,10000,,,10000,,,10000,,,,,,,
36,UniTek Global Services Inc. (16),,Telecommunications,,"9.65 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,1/13/19,,1709,,,1709,,,1709,,,,,,,
37,Westinghouse Electric Co LLC (9)(16),,Energy – Electricity,,"7.25 (1M L+625, 1.00 Floor)",,3/31/18,,17500,,,17064,,,17064,,,,,,,
38,Westinghouse Electric Co LLC (9)(21),,Energy – Electricity,,0.50 Unfunded,,3/31/18,,22500,,,0,,,0,,,,,,,
39,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)029.4 (10),,,463442,,,,435062,,,,,,,,,,,,,,
40,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,,,,,
41,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,4/24/17,,,37,,,,0,,,,(2,,,,
42,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,5/4/17,,8,,,0,,,0,,,,,,,
43,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,6/30/17,,17,,,0,,,(1,,,,,,,
44,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,7/29/17,,80,,,0,,,(4,,,,,,,
45,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,10/3/17,,8,,,0,,,0,,,,,,,
46,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,11/30/17,,38,,,0,,,(2,,,,,,,
47,"Alliant Holdings Intermediate, LLC, Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.50 Unfunded,,8/14/20,,14812,,,"(1,152",,,(697,,,,,,,
48,"American Media, Inc., Letter of Credit (16)(23)",,"Advertising, Printing & Publishing",,7.500,,8/24/20,,154,,,0,,,0,,,,,,,
49,"American Media, Inc., Revolver (16)(23)",,"Advertising, Printing & Publishing",,"8.56 (3M L+750, 1.00 Floor)",,8/24/20,,770,,,770,,,770,,,,,,,
50,"American Media, Inc., Unfunded Revolver (16)(21)(23)",,"Advertising, Printing & Publishing",,0.50 Unfunded,,8/24/20,,854,,,(45,,,0,,,,,,,
51,"Avantor Performance Materials Holdings, LLC, Letter of Credit (16)(23)",,"Chemicals, Plastics & Rubber",,4.00,,3/10/18,,72,,,1,,,0,,,,,,,
52,"Avantor Performance Materials Holdings, LLC, Unfunded Revolver (8)(16)(21)(23)",,"Chemicals, Plastics & Rubber",,0.50 Unfunded,,3/10/22,,4928,,,(617,,,(13,,,,,,,
53,"Endologix, Inc., Unfunded Revolver (8)(9)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,7/29/20,,5000,,,(21,,,(25,,,,,,,
54,"Invuity, Inc., Unfunded Revolver (8)(9)(16)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,3/1/22,,2000,,,(9,,,(10,,,,,,,
55,"LabVantage Solutions Limited, Unfunded Revolver (8)(16)(17)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/29/20,,€,3435,,,(90,,,(37,,,,,,
56,"My Alarm Center, LLC, Revolver (16)(23)",,Business Services,,11.00 (P+700),,1/9/19,,5083,,,5083,,,5083,,,,,,,
57,"My Alarm Center, LLC, Unfunded Revolver (16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,1167,,,0,,,0,,,,,,,
58,"Novadaq Technologies Inc., Unfunded Revolver (8)(9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,1/1/22,,3000,,,(14,,,(14,,,,,,,
59,"Oxford Immunotec, Inc., Unfunded Revolver (8)(9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,10/1/21,,1000,,,(5,,,(5,,,,,,,
60,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
61,"PSI Services, LLC, Revolver (9)(16)(23)",,Business Services,,"6.00 (3M L+500, 1.00 Floor)",,1/20/22,,198,,,198,,,194,,,,,,,
62,"PSI Services, LLC, Unfunded Revolver (9)(16)(21)(23)",,Business Services,,0.50 Unfunded,,1/20/22,,£,47,,,0,,,0,,,,,,
63,"PSI Services, LLC, Unfunded Revolver (9)(8)(16)(21)(23)",,Business Services,,0.50 Unfunded,,1/20/22,,198,,,(10,,,(5,,,,,,,
64,"SESAC Holdco II LLC, Unfunded Revolver (8)(16)(21)(23)",,Media – Diversified & Production,,0.50 Unfunded,,2/23/22,,587,,,(52,,,(44,,,,,,,
65,"Tibco Software Inc., Unfunded Revolver (8)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/5/19,,6000,,,(32,,,(839,,,,,,,
66,"TricorBraun Holdings, Inc., Revolver (16)(23)",,"Containers, Packaging & Glass",,6.25 (P+225),,11/30/21,,960,,,960,,,960,,,,,,,
67,"TricorBraun Holdings, Inc., Unfunded Revolver (16)(21)(23)",,"Containers, Packaging & Glass",,0.50 Unfunded,,11/30/21,,4665,,,(472,,,0,,,,,,,
68,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.50,,1/13/19,,7762,,,0,,,0,,,,,,,
69,"UniTek Global Services Inc., Unfunded Revolver (16)(21)(23)",,Telecommunications,,0.50 Unfunded,,1/13/19,,5000,,,0,,,0,,,,,,,
70,"Wright Medical Group, Inc., Revolver (9)(16)(17)(23)",,Healthcare & Pharmaceuticals,,"5.03 (1M L+425, 0.75 Floor)",,12/23/21,,10000,,,10000,,,9900,,,,,,,
71,"Wright Medical Group, Inc., Unfunded Revolver (8)(9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,12/23/21,,40000,,,(302,,,(400,,,,,,,
72,Total Revolvers and Letters of Credit01.0 (10),,,,,,,,,14191,,,,14809,,,,,,,,
73,Total First Lien Secured Debt030.4 (10),,,,,,,,,477633,,,,449871,,,,,,,,
74,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,,,,
75,"Access CIG, LLC (16)",,Business Services,,"9.78 (3M L+875, 1.00 Floor)",,10/17/22,,,50970,,,,49054,,,,51313,,,,
76,"Active Network, LLC",,Business Services,,"10.50 (1M L+950, 1.00 Floor)",,11/15/21,,17875,,,17712,,,17819,,,,,,,
77,A-L Parent LLC,,"Advertising, Printing & Publishing",,"8.25 (1M L+725, 1.00 Floor)",,12/2/24,,10048,,,9951,,,10023,,,,,,,
78,"Appriss Holdings, Inc.",,Business Services,,"10.40 (3M L+925, 1.00 Floor)",,5/21/21,,23309,,,23057,,,23309,,,,,,,
79,"Aptean, Inc.",,Business Services,,"10.50 (1M L+950, 1.00 Floor)",,12/20/23,,9548,,,9409,,,9571,,,,,,,
80,Armor Holding II LLC,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"10.25 (3M L+900, 1.25 Floor)",,12/26/20,,8000,,,7906,,,8000,,,,,,,
81,Asurion Corporation,,Insurance,,"8.50 (1M L+750, 1.00 Floor)",,3/3/21,,39590,,,39404,,,40167,,,,,,,
82,"Avantor Performance Materials Holdings, LLC (16)",,"Chemicals, Plastics & Rubber",,"9.25 (1M L+825, 1.00 Floor)",,3/10/25,,737,,,730,,,742,,,,,,,
83,"Avantor Performance Materials Holdings, LLC, Unfunded Delayed Draw (16)(21)(23)",,"Chemicals, Plastics & Rubber",,0.00 Unfunded,,3/10/25,,892,,,(9,,,0,,,,,,,
84,"BioClinica Holding I, LP",,Healthcare & Pharmaceuticals,,"9.25 (1M L+825, 1.00 Floor)",,10/21/24,,24612,,,24144,,,24474,,,,,,,
85,Confie Seguros Holding II Co.,,Insurance,,"10.25 (1M L+900, 1.25 Floor)",,5/8/19,,22344,,,22276,,,22260,,,,,,,
86,Electro Rent Corporation (9),,Business Services,,"10.00 (1M L+900, 1.00 Floor)",,1/31/25,,18333,,,17795,,,17967,,,,,,,
87,"Elements Behavioral Health, Inc.",,Healthcare & Pharmaceuticals,,"13.04 (3M L+1200 PIK, 1.00 Floor)",,2/11/20,,11192,,,11141,,,9289,,,,,,,
88,"GCA Services Group, Inc.",,Business Services,,"10.05 (3M L+900, 1.00 Floor)",,3/1/24,,16250,,,16022,,,16189,,,,,,,
89,"Grocery Outlet, Inc.",,Food & Grocery,,"9.40 (3M L+825, 1.00 Floor)",,10/21/22,,25000,,,24713,,,25094,,,,,,,
90,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
91,"Hare Bidco, Inc.",,"Chemicals, Plastics & Rubber",,"9.75 (3M L+875, 1.00 Floor)",,8/1/24,,€,13574,,,14381,,,14228,,,,,,
92,"Institutional Shareholder Services, Inc.",,Business Services,,"9.61 (3M L+850, 1.00 Floor)",,4/30/22,,8232,,,8162,,,8314,,,,,,,
93,"K&N Parent, Inc.",,Automotive,,"9.75 (3M L+875, 1.00 Floor)",,10/21/24,,30000,,,29425,,,29849,,,,,,,
94,"Lanai Holdings III, Inc.",,Healthcare & Pharmaceuticals,,"9.50 (1M L+850, 1.00 Floor)",,8/28/23,,17391,,,16907,,,17217,,,,,,,
95,MedPlast Holdings Inc.,,"Manufacturing, Capital Equipment",,"9.78 (3M L+875, 1.00 Floor)",,6/6/23,,8000,,,7800,,,7800,,,,,,,
96,"Ministry Brands, LLC (16)(23)",,Business Services,,"10.25 (1M L+925, 1.00 Floor)",,6/2/23,,10000,,,9856,,,9851,,,,,,,
97,MSC Software Corp. (17),,High Tech Industries,,"8.50 (1M L+750, 1.00 Floor)",,5/31/21,,13448,,,13359,,,13464,,,,,,,
98,"MW Industries, Inc.",,"Manufacturing, Capital Equipment",,"10.40 (3M L+925, 1.00 Floor)",,12/28/20,,20000,,,19569,,,20100,,,,,,,
99,PAE Holding Corporation,,Aerospace & Defense,,"10.50 (1M L+950, 1.00 Floor)",,10/20/23,,22026,,,21297,,,22246,,,,,,,
100,"PetVet Care Centers, LLC",,Healthcare & Pharmaceuticals,,"9.65 (3M L+850, 1.00 Floor)",,6/17/21,,13500,,,13120,,,13298,,,,,,,
101,"Poseidon Merger Sub, Inc.",,Business Services,,"9.56 (3M L+850, 1.00 Floor)",,8/15/23,,18000,,,17568,,,18000,,,,,,,
102,"Power Products, LLC (9)",,"Manufacturing, Capital Equipment",,"10.34 (3M L+900, 1.00 Floor)",,12/20/23,,37500,,,36239,,,36847,,,,,,,
103,"PSI Services, LLC (9)(16)",,Business Services,,"10.00 (1M L+900, 1.00 Floor)",,1/20/24,,25714,,,24964,,,24950,,,,,,,
104,"Sequential Brands Group, Inc. (17)",,Consumer Goods – Durable,,9.83 (1M L+900),,7/1/22,,17512,,,17319,,,17252,,,,,,,
105,SESAC Holdco II LLC (16),,Media – Diversified & Production,,"8.25 (3M L+725, 1.00 Floor)",,2/24/25,,3241,,,3209,,,3254,,,,,,,
106,"SiTV, Inc. (11)",,Broadcasting & Subscription,,10.38,,7/1/19,,2219,,,2219,,,1340,,,,,,,
107,SMG,,"Hotel, Gaming, Leisure, Restaurants",,"9.40 (3M L+825, 1.00 Floor)",,2/27/21,,19649,,,19649,,,19625,,,,,,,
108,"Sprint Industrial Holdings, LLC",,"Containers, Packaging & Glass",,13.50 PIK,,11/14/19,,16707,,,16213,,,9297,,,,,,,
109,"Sterling Holdings Ultimate Parent, Inc.",,Business Services,,"9.40 (3M L+825, 1.00 Floor)",,6/19/23,,20000,,,19824,,,19800,,,,,,,
110,"STG-Fairway Acquisitions, Inc.",,Business Services,,"10.30 (3M L+925, 1.00 Floor)",,6/30/23,,15000,,,14685,,,14663,,,,,,,
111,"TMK Hawk Parent, Corp.",,"Transportation – Cargo, Distribution",,"8.50 (1M L+750, 1.00 Floor)",,10/1/22,,34000,,,33745,,,33830,,,,,,,
112,"Velocity Technology Solutions, Inc.",,Business Services,,"9.50 (3M L+825, 1.25 Floor)",,9/28/20,,16500,,,16298,,,16335,,,,,,,
113,"Wave Holdco Merger Sub, Inc.",,Telecommunications,,"10.25 (1M L+925, 1.00 Floor)",,5/27/23,,10000,,,9768,,,9874,,,,,,,
114,Total Second Lien Secured Debt044.4 (10),,,,,,,,,658881,,,,657651,,,,,,,,
115,Total Secured Debt074.8 (10),,,,,,,,,1136514,,,,1107522,,,,,,,,
116,Unsecured Debt,,,,,,,,,,,,,,,,,,,,,
117,"American Tire Distributors, Inc. (11)",,"Transportation – Cargo, Distribution",,10.25,,3/1/22,,,14741,,,,14808,,,,15119,,,,
118,"Sorenson Holdings, LLC (11)",,Consumer Goods – Durable,,13.85 Cash (13.85 PIK Toggle),,10/31/21,,52,,,35,,,47,,,,,,,
119,"U.S. Security Associates Holdings, Inc.",,Business Services,,11.00,,7/28/18,,135000,,,135000,,,135000,,,,,,,
120,UniTek Global Services Inc. (16),,Telecommunications,,15.00 PIK,,7/13/19,,8547,,,8547,,,8717,,,,,,,
121,Total Unsecured Debt010.7 (10),,,,,,,,,158390,,,,158883,,,,,,,,
122,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
123,Total Corporate Debt085.5 (10),,,,,,,,,1294904,,,,1266405,,,,,,,,
124,Structured Products and Other,,,,,,,,,,,,,,,,,,,,,
125,Asset Repackaging Trust Six B.V. (11)(17)(19),,Utilities – Electric,,13.11,,5/18/27,,,58411,,,,25637,,,,29615,,,,
126,"Craft 2013-1, Credit-Linked Note (11)(16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.31 (3M L+925),,4/17/22,,25000,,,25013,,,25000,,,,,,,
127,"Craft 2013-1, Credit-Linked Note (16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.98 (3M L+925),,4/17/22,,7625,,,7694,,,7625,,,,,,,
128,"Craft 2014-1A, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.89 (3M L+965),,5/15/21,,42500,,,42376,,,41820,,,,,,,
129,"Craft 2015-2, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.31 (3M L+925),,1/16/24,,26000,,,25827,,,25389,,,,,,,
130,Total Structured Products and Other08.7 (10),,,,,,,,,126547,,,,129449,,,,,,,,
131,Equity,,,,,,,,,,,,,,,,,,,,,
132,Preferred Equity,,,,,,Shares,,,,,,,,,,,,,,,
133,"Delta Career Education Corporation, Super Senior Preferred Stock A (13)",,Education,,N/A,,N/A,,7812,,,,7049,,,,0,,,,,
134,"Delta Career Education Corporation, Super Senior Preferred Stock B (13)",,Education,,N/A,,N/A,,10585,,,8788,,,0,,,,,,,
135,"Delta Career Education Corporation, Super Senior Preferred Stock C (13)",,Education,,N/A,,N/A,,23769,,,20665,,,0,,,,,,,
136,"Gryphon Colleges Corp., Preferred Stock (13)(14)",,Education,,12.50 PIK,,N/A,,332500,,,6863,,,0,,,,,,,
137,"Gryphon Colleges Corp., Preferred Stock (13)(14)",,Education,,13.50 PIK,,N/A,,12360,,,27685,,,0,,,,,,,
138,"Sungevity Inc., Series D Preferred Stock (13)",,Energy – Electricity,,N/A,,N/A,,114678899,,,4409,,,0,,,,,,,
139,Total Preferred Equity00.0 (10),,,,,,,,,75459,,,,0,,,,,,,,
140,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,,,,
141,"Accelerate Parent Corp., Common Stock (13)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,1664046,,,,1714,,,,1730,,,,,
142,"Clothesline Holdings, Inc., Common Stock (13)",,Healthcare & Pharmaceuticals,,N/A,,N/A,,6000,,,6000,,,0,,,,,,,
143,"GFRC Holdings LLC (f/k/a Garden Fresh Restaurant Group. Inc.), Membership Interests (13)",,"Hotel, Gaming, Leisure, Restaurants",,N/A,,N/A,,2500000,,,0,,,0,,,,,,,
144,"Gryphon Colleges Corp., Common Stock (13)",,Education,,N/A,,N/A,,17500,,,175,,,0,,,,,,,
145,"Skyline Data, News and Analytics LLC, Class A Common Unit (13)",,Business Services,,N/A,,N/A,,4500000,,,4500,,,4500,,,,,,,
146,"Sorenson Holdings, LLC, Membership Interests (13)",,Consumer Goods – Durable,,N/A,,N/A,,587,,,0,,,231,,,,,,,
147,Total Common Equity/Interests00.4 (10),,,,,,,,,12389,,,,6461,,,,,,,,
148,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
149,Warrants,,,,,,Warrants,,,,,,,,,,,,,,,
150,"Gryphon Colleges Corp., Class A-1 Preferred Stock Warrants (13)",,Education,,N/A,,N/A,,45947,,,,460,,,,0,,,,,
151,"Gryphon Colleges Corp., Class B-1 Preferred Stock Warrants (13)",,Education,,N/A,,N/A,,104314,,,1043,,,0,,,,,,,
152,"Gryphon Colleges Corp., Common Stock Warrants (13)",,Education,,N/A,,N/A,,9820,,,98,,,0,,,,,,,
153,"Invuity, Inc., Warrants (9)",,Healthcare & Pharmaceuticals,,N/A,,N/A,,16873,,,80,,,94,,,,,,,
154,Total Warrants00.0 (10),,,,,,,,,1681,,,,94,,,,,,,,
155,Total Equity0 0.4 (10),,,,,,,,,89529,,,,6555,,,,,,,,
156,Total Non-Controlled/Non-Affiliated Investments094.6 (10),,,,,,,1510980,,,,1402409,,,,,,,,,,
157,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
158,"AMP Solar Group, Inc., Class A Common Unit (13)(17)",,Energy – Electricity,,N/A,,N/A,,243646,,,10000,,,4687,,,,,,,
159,"LVI Group Investments, LLC, Common Units (3)(13)",,Environmental Industries,,N/A,,N/A,,212460,,,17505,,,0,,,,,,,
160,"Pelican Energy, LLC, Membership Interests (13)(17)",,Energy – Oil & Gas,,N/A,,N/A,,1228,,,1099,,,0,,,,,,,
161,"Renew JV LLC, Membership Interests (13)(17)",,Energy – Electricity,,N/A,,N/A,,1959906,,,1960,,,4701,,,,,,,
162,"Solarplicity Group Limited, Common Shares (2)(3)(13)(17)(26)",,Energy – Electricity,,N/A,,N/A,,2825,,,£,2472,,,0,,,,,,
163,"Solarplicity UK Holdings Limited, Ordinary Shares (2)(13)(17)",,Energy – Electricity,,N/A,,N/A,,2825,,,£,3,,,4952,,,,,,
164,"Venoco, Inc., LLC Units (13)",,Energy – Oil & Gas,,N/A,,N/A,,192177,,,40517,,,0,,,,,,,
165,Total Common Equity/Interests02.6 (10),,,,,,,,,142596,,,,38625,,,,,,,,
166,Warrants,,,,,,Warrants,,,,,,,,,,,,,,,
167,"Venoco, Inc., Series A Warrants (13)",,Energy – Oil & Gas,,N/A,,N/A,,23125,,,,48170,,,,0,,,,,
168,Total Warrants00.0 (10),,,,,,,,,48170,,,,0,,,,,,,,
169,Total Equity04.3 (10),,,,,,,,,204677,,,,64262,,,,,,,,
170,Total Non-Controlled/Affiliated Investments016.1 (10),,,,,,,,,417471,,,,239050,,,,,,,,
171,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
172,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,,,,
173,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,10.00 PIK Toggle (8.00 Cash),,3/29/21,,,27617,,,,27617,,,,27617,,,,
174,Total Second Lien Secured Debt01.9 (10),,,,,,,,,27617,,,,27617,,,,,,,,
175,Total Secured Debt033.2 (10),,,,,,,,,503722,,,,492135,,,,,,,,
176,Total Corporate Debt033.2 (10),,,,,,,,,503722,,,,492135,,,,,,,,
177,Equity,,,,,,,,,,,,,,,,,,,,,
178,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,,,,
179,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,,48106,,,,42644,,,,,
180,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,N/A,,N/A,,5000,,,30078,,,18862,,,,,,,
181,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,N/A,,N/A,,N/A,,,19204,,,48811,,,,,,,
182,"MSEA Tankers LLC, Class A Units (17)(25)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,74450,,,72797,,,,,,,
183,"SHD Oil & Gas, LLC (f/k/a Spotted Hawk Development LLC), Series A Units (13)",,Energy – Oil & Gas,,N/A,,N/A,,7600,,,1412,,,0,,,,,,,
184,Total Common Equity/Interests012.4 (10),,,,,,,,,173250,,,,183114,,,,,,,,
185,Total Equity012.4 (10),,,,,,,,,173250,,,,183114,,,,,,,,
186,Total Controlled Investments045.6 (10),,,,,,,,,676972,,,,675249,,,,,,,,
187,Total Investments before Cash Equivalents0156.3 (10),,,,,,,,,2605423,,,,2316708,,,,,,,,
188,J.P. Morgan U.S. Government Money Market Fund,,N/A,,N/A,,N/A,,9783,,,9783,,,9783,,,,,,,
189,Total Investments after Cash Equivalents0157.0 (6)(7)(10),,,,,,,,,2615206,,,,2326491,,,,,,,,
190,Name of Issue,"Fair Value at March 31, 2016",Gross Additions ●,Gross Reductions ■,Net Change in Unrealized Gains (Losses),"Fair Value at March 31, 2017",Net Realized Gains (Losses),Interest/Dividend/Other Income,,,,,,,,,,,,,,
191,"AIC SPV Holdings I, LLC, Membership Interests",,0,,,69039,,,0,,,"(44,754",,,24285,,,0,,,599,
192,"AMP Solar Group, Inc., Class A Common Unit",0,,7022,,0,,"(2,335",,4687,,0,,0,,,,,,,,
193,"Generation Brands Holdings, Inc., Basic Common Stock",9712,,1,,0,,"(9,713",,0,,10155,,0,,,,,,,,
194,"Generation Brands Holdings, Inc., Series 2L Common Stock",39572,,0,,"(11,242",,"(28,330",,0,,29963,,0,,,,,,,,
195,"Generation Brands Holdings, Inc., Series H Common Stock",8087,,0,,"(2,298",,"(5,789",,0,,6123,,0,,,,,,,,
196,"Golden Bear 2016-R, LLC, Membership Interests",0,,16460,,0,,606,,17066,,0,,0,,,,,,,,
