,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
93,TOTAL UNSECURED DEBT,,,,,,,,,1217564,,,,1177489,
94,TOTAL CORPORATE DEBT,,,,,,,,,2440452,,,,2326383,
95,STRUCTURED PRODUCTS - 0.6%,,,,,,,,,,,,,,
96,"Westbrook CLO Ltd., Series 2006-1A Class E, L+370, 12/20/20 ‡   ̈",,Finance,,,11000,,,,7367,,,,9625,
97,TOTAL STRUCTURED PRODUCTS,,,,,,,,,7367,,,,9625,
98,,,,,Shares,,,,,,,,,,
99,PREFERRED EQUITY - 0.7%,,,,,,,,,,,,,,
100,"CA Holding, Inc. (Collect America, Ltd.),  Series A ** ‡",,Finance,,,7961,,,,788,,,,1592,
101,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), 13.50% PIK, 05/12/14 ***",,Education,,,12360,,,,27685,,,,7208,
102,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), 12.50% PIK, (Convertible) ***",,Education,,,332500,,,,6863,,,,-,
103,"Varietal Distribution Holdings, LLC, Class A, 8.00% PIK",,Distribution,,,3097,,,,4885,,,,2750,
104,TOTAL PREFERRED EQUITY,,,,,,,,,40221,,,,11550,
105,EQUITY - 3.9%,,,,,,,,,,,,,,
106,Common Equity/Interests - 3.4%,,,,,,,,,,,,,,
107,Accelerate Parent Corp. (American Tire  Distributors) **,,Distribution,,,3125000,,,,3125,,,,4160,
108,AHC Mezzanine LLC (Advanstar) **,,Media,,,-,,,,1063,,,,242,
109,Altegrity Holding Corp. **,,Diversified Service,,,353399,,,,13797,,,,1111,
110,"Aventine Renewable Energy  Holdings, Inc. **",,Chemicals,,,262036,,,,4684,,,,2347,
111,INVESTMENTS IN NON-CONTROLLED/NON-  AFFILIATED INVESTMENTS - 143.9%,,Industry,,Shares,,,Cost,,,Fair  Value(1),,,,
112,Common Equity/Interests - (continued),,,,,,,,,,,,,,
113,"CA Holding, Inc. (Collect America, Ltd.)  Series A ** ‡",,Finance,,,25000,,,,2500,,,,2498,
114,"CA Holding, Inc. (Collect America, Ltd.)  Series AA ** ‡",,Finance,,,4294,,,,429,,,,859,
115,"Clothesline Holdings, Inc. (Angelica  Corporation) **",,Healthcare,,,6000,,,,6000,,,,3059,
116,Explorer Coinvest LLC (Booz Allen) ** ‡,,Consulting Services,,,430,,,,3322,,,,5319,
117,"Garden Fresh Restaurant Holding, LLC **",,Retail,,,50000,,,,5000,,,,-,
118,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.) **",,Education,,,17500,,,,175,,,,-,
119,"GS Prysmian Co-Invest L.P. (Prysmian Cables & Systems) (2,3) ** ‡",,Manufacturing,,,-,,,,-,,,,123,
120,JV Note Holdco LLC (DSI Renal Inc.) **,,Healthcare,,,9303,,,,85,,,,91,
121,"Pelican Energy, LLC ** ‡",,Energy,,,-,,,,138,,,,146,
122,"Penton Business Media Holdings, LLC **",,Printing & Publishing,,,124,,,,4950,,,,15778,
123,"RC Coinvestment, LLC (Ranpak Corp.) **",,Packaging,,,50000,,,,5000,,,,8233,
124,"Sorenson Communications Holdings, LLC  Class A **",,Consumer Products,,,454828,,,,45,,,,1990,
125,Univar Inc.**,,Distribution,,,900000,,,,9000,,,,11520,
126,"Varietal Distribution Holdings, LLC Class A **",,Distribution,,,28028,,,,28,,,,-,
127,Total Common Equity/Interests,,,,,,,,,59341,,,,57476,
128,,,,,Warrants,,,,,,,,,,
129,Warrants - 0.5%,,,,,,,,,,,,,,
130,"CA Holding, Inc. (Collect America, Ltd.), Common ** ‡",,Finance,,,7961,,,,8,,,,-,
131,"Fidji Luxco (BC) S.C.A., Common (FCI)(2) ** ‡",,Electronics,,,24862,,,,250,,,,5788,
132,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), Common **",,Education,,,9820,,,,98,,,,-,
133,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), Class A-1 Preferred **",,Education,,,45947,,,,459,,,,-,
134,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), Class B-1 Preferred **",,Education,,,104314,,,,1043,,,,-,
135,"Osage Exploration & Development, Inc. ** ‡",,Energy,,,1496843,,,,-,,,,1841,
136,"Spotted Hawk Development LLC, Common ** ‡",,Energy,,,54545,,,,852,,,,1644,
137,Total Warrants,,,,,,,,,2710,,,,9273,
138,TOTAL EQUITY,,,,,,,,,62051,,,,66749,
139,Total Investments in Non-Controlled/ Non-Affiliated Investments,,,,,,,,,2550091,,,,2414307,
140,INVESTMENTS IN CONTROLLED  INVESTMENTS - 26.0% (4),,Industry,,Par  Amount*,,,Cost,,,Fair  Value(1),,,,
141,CORPORATE DEBT - 9.2%,,,,,,,,,,,,,,
142,SECURED DEBT- 6.7%,,,,,,,,,,,,,,
143,1st Lien Secured Debt - 6.1%,,,,,,,,,,,,,,
144,"Merx Aviation Finance Holdings, LLC,  12.00%, 1/09/21",,Aviation,,,92000,,,,92000,,,,92000,
145,"Merx Aviation Finance Holdings, LLC,  12.00%, 2/01/21",,Aviation,,,5303,,,,5303,,,,5303,
146,"Merx Aviation Finance Holdings, LLC,  12.00% 3/28/21",,Aviation,,,4684,,,,4684,,,,4684,
147,Total 1st Lien Secured Debt,,,,,,,,,101987,,,,101987,
148,2nd Lien Secured Debt - 0.6%,,,,,,,,,,,,,,
149,"LVI Services, Inc., 12.50%, 3/06/2018",,Environmental &  Facilities Services,,,10000,,,,9815,,,,10000,
150,Total 2nd Lien Secured Debt,,,,,,,,,9815,,,,10000,
151,TOTAL SECURED DEBT,,,,,,,,,111802,,,,111987,
152,UNSECURED DEBT - 2.5%,,,,,,,,,,,,,,
153,"Playpower Holdings Inc., 14.00% PIK, 12/15/15",,Leisure Equipment,,€,19064,,,,25285,,,,24173,
154,"Playpower, Inc., 12.50% PIK, 12/31/15",,Leisure Equipment,,£,12310,,,,18838,,,,18458,
155,TOTAL UNSECURED DEBT,,,,,,,,,44123,,,,42631,
156,TOTAL CORPORATE DEBT,,,,,,,,,155925,,,,154618,
157,STRUCTURED PRODUCTS - 10.5%,,,,,,,,,,,,,,
158,AIC Credit Opportunity Fund LLC (5),,Finance,,,-,,,,48102,,,,50696,
159,"Highbridge Loan, Ltd., Preference Shares ** ‡",,Finance,,,6174,,,,6174,,,,6174,
160,"Jamestown CLO I LTD, Subordinated Notes,  11/5/24 ‡ †",,Finance,,,15075,,,,14053,,,,13568,
161,"Jamestown CLO I LTD, Class D L+550,  11/05/24 ‡ †",,Finance,,,3800,,,,3373,,,,3537,
162,"Jamestown CLO I LTD, Class C L+400,  11/05/24 ‡†",,Finance,,,1120,,,,1024,,,,1109,
163,"Kirkwood Fund II LLC, Common Interest ‡",,Finance,,,-,,,,41067,,,,43144,
164,"MCF CLO I LLC, Membership Interests ‡",,Finance,,,38918,,,,38918,,,,38918,
165,"MCF CLO I LLC, Class E Notes L+575,  4/20/23 ‡ †",,Finance,,,13000,,,,12278,,,,12273,
166,"Slater Mill Loan Fund LP, Common Stock ‡",,Finance,,,8375,,,,7119,,,,6951,
167,TOTAL STRUCTURED PRODUCTS,,,,,,,,,172108,,,,176370,
168,INVESTMENTS IN CONTROLLED  INVESTMENTS - 26.0%(4),,Industry,,Shares,,,Cost,,,Fair  Value(1),,,,
169,EQUITY - 6.3%,,,,,,,,,,,,,,
170,Common Equity/Interests - 6.3%,,,,,,,,,,,,,,
171,"Generation Brands Holdings, Inc. (Quality Home Brands) **",,Consumer Products,,,9007,,,,-,,,,432,
172,"Generation Brands Holdings, Inc. Series H (Quality Home Brands) **",,Consumer Products,,,7500,,,,2297,,,,360,
173,"Generation Brands Holdings, Inc. Series 2L (Quality Home Brands) **",,Consumer Products,,,36700,,,,11242,,,,1760,
174,"LVI Parent Corp. (LVI Services, Inc.) **",,Environmental &  Facilities Services,,,14981,,,,16096,,,,30575,
175,"Merx Aviation Finance Holdings, LLC **",,Aviation,,,-,,,,33820,,,,33820,
176,Playpower Holdings Inc. **,,Leisure Equipment,,,1000,,,,77722,,,,38157,
177,Total Common Equity/Interests,,,,,,,,,141177,,,,105104,
178,TOTAL EQUITY,,,,,,,,,141177,,,,105104,
179,Total Investments in Controlled Investments,,,,,,,,,469210,,,,436092,
180,"Total Investments - 169.9%(6,7)",,,,,,,,,3019301,,,,2850399,
181,Liabilities in Excess of Other Assets - (69.9%),,,,,,,,,,,,,"(1,173,010",
182,Net Assets - 100.0%,,,,,,,,,,,,,1677389,
183,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (see Note 2).,,,,,,,,,,,,,
184,(5),See Note 6.,,,,,,,,,,,,,
