,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
18,Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Club Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Club Car Wash Operating, LLC",,First Lien Secured Debt,,"L+650, 1.00 Floor",,06/16/27,,,29982,,,,20400,,,,,20493,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,First Lien Secured Debt - Revolver,,"L+650, 1.00 Floor",,06/16/27,,2438,,2398,,,,2406,,,(9)(23)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,22798,,,,22899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Crowne Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Vari-Form Group, LLC",,First Lien Secured Debt,,11.00 (7.00 Cash plus 4.00 PIK),,02/02/23,,5860,,893,,,,293,,,(9)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Vari-Form Inc.,,First Lien Secured Debt,,11.00 (7.00 Cash plus 4.00 PIK),,02/02/23,,2110,,391,,,,105,,,(9)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,1284,,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"K&N Parent, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"K&N Parent, Inc.",,Second Lien Secured Debt,,"L+875, 1.00 Floor",,10/21/24,,23765,,23583,,,,21507,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Truck-Lite Co., LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"TL Lighting Holdings, LLC",,Common Equity - Equity,,N/A,,N/A,,350 Shares,,350,,,,406,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Truck-Lite Co., LLC",,First Lien Secured Debt,,"L+625, 1.00 Floor",,12/14/26,,31363,,29709,,,,29602,,,(9)(21)(23)  (27)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,First Lien Secured Debt - Revolver,,"L+625, 1.00 Floor",,12/13/24,,3052,,(29),,,,(35),,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,30030,,,,29973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,Total Automotive,,,77695,,,,,74777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Merx Aviation Finance, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,10.00,,10/31/23,,,275177,,,,275000,,,,,275000,,,(20)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,Common Equity - Membership Interests,,N/A,,N/A,,N/A,,35800,,,,43241,,,(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,310800,,,,318241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Primeflight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"PrimeFlight Aviation Services, Inc.",,First Lien Secured Debt,,"L+625, 1.00 Floor",,05/09/24,,17384,,17186,,,,17281,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,Total Aviation and Consumer Transport,,,327986,,,,,335522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Berner Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Berner Food & Beverage, LLC",,First Lien Secured Debt,,"L+650, 1.00 Floor",,07/30/27,,,31041,,,,30375,,,,,30886,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,First Lien Secured Debt - Revolver,,"L+650, 1.00 Floor",,07/30/26,,2247,,529,,,,565,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,First Lien Secured Debt - Revolver,,P+550,,07/30/26,,634,,621,,,,631,,,(9)(23)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,31525,,,,32082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Bolthouse Farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Wm. Bolthouse Farms, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,"1,000,000 Shares",,1001,,,,990,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Hive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"FCP-Hive Holdings, LLC",,Preferred Equity - Preferred Equity,,N/A,,N/A,,589 Shares,,448,,,,475,,,(9)(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,Common Equity - Common Stock,,N/A,,N/A,,589 Shares,,3,,,,50,,,(9)(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Hive Intermediate, LLC",,First Lien Secured Debt,,"L+600, 1.00 Floor",,09/22/27,,17166,,16849,,,,16995,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,First Lien Secured Debt - Revolver,,"L+600, 1.00 Floor",,09/22/27,,2326,,422,,,,442,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,17722,,,,17962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Orgain, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Butterfly Fighter Co-Invest, L.P.",,Common Equity - Membership Interests,,N/A,,N/A,,"1,000,000 Shares",,1005,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Rise Baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ultimate Baked Goods Midco LLC,,First Lien Secured Debt,,"L+625, 1.00 Floor",,08/13/27,,26757,,26121,,,,26096,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,First Lien Secured Debt - Revolver,,"L+625, 1.00 Floor",,08/13/27,,3243,,1626,,,,1623,,,(9)(20)(21)  (23)(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,27747,,,,27719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,TNT Crust LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,TNT Crust LLC,,First Lien Secured Debt,,"L+675, 1.00 Floor",,11/06/23,,21655,,21406,,,,21113,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,First Lien Secured Debt - Revolver,,"L+675 Cash plus 1.00 PIK, 1.00 Floor",,11/06/23,,3252,,3069,,,,3011,,,(9)(21)(23)  (28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,Common Equity - Series A Units,,N/A,,N/A,,244 Shares,,30,,,,136,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,24505,,,,24260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Turkey Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,IC Holdings LLC,,Common Equity - Series A Units,,N/A,,N/A,,169 Shares,,169,,,,273,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,THLP CO. LLC,,First Lien Secured Debt,,"L+600, 1.00 Floor",,05/31/25,,25124,,24811,,,,24369,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,First Lien Secured Debt - Revolver,,P+500,,05/31/24,,4494,,2878,,,,2787,,,(9)(20)(21)  (23)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,27858,,,,27429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,"Total Beverage, Food & Tobacco",,,131363,,,,,131442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Access Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Access CIG, LLC",,Second Lien Secured Debt,,"L+775, 0.00 Floor",,02/27/26,,,15900,,,,15820,,,,,15764,,,(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,AlpineX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Alpinex Opco, LLC",,First Lien Secured Debt,,"L+600, 1.00 Floor",,12/27/27,,16383,,11633,,,,11632,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,First Lien Secured Debt - Revolver,,"L+600, 1.00 Floor",,12/27/27,,1117,,(22),,,,(22),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,11611,,,,11610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Ambrosia Buyer Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,9.00,,08/28/25,,21429,,19069,,,,5657,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,AML Rightsource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Gabriel Partners, LLC",,First Lien Secured Debt,,"L+600, 1.00 Floor",,09/21/26,,31531,,30951,,,,31291,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,First Lien Secured Debt - Revolver,,"L+625, 1.00 Floor",,09/21/26,,665,,(14),,,,(5),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,30937,,,,31286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Claritas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Claritas, LLC",,First Lien Secured Debt,,"L+575, 1.00 Floor",,12/21/23,,3671,,3656,,,,3635,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,First Lien Secured Debt - Revolver,,"L+575, 1.00 Floor",,12/21/23,,1031,,73,,,,67,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,3729,,,,3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Continuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"L+550, 1.00 Floor",,10/29/24,,20000,,11728,,,,11463,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,775 Shares,,78,,,,78,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,11806,,,,11541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Electro Rent Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Electro Rent Corporation,,Second Lien Secured Debt,,"L+900, 1.00 Floor",,01/31/25,,34235,,33764,,,,34064,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Elo Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,TGG TS Acquisition Company,,First Lien Secured Debt - Revolver,,"L+650, 0.00 Floor",,12/14/23,,1750,,250,,,,216,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Ensemble Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"EHL Merger Sub, LLC",,First Lien Secured Debt - Revolver,,"L+325, 0.00 Floor",,08/01/24,,4155,,(198),,,,(119),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Jacent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Jacent Strategic Merchandising,,First Lien Secured Debt,,"L+625, 1.00 Floor",,04/23/24,,22142,,21983,,,,21743,,,(9)(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,First Lien Secured Debt - Revolver,,"L+625, 1.00 Floor",,04/23/24,,3500,,3469,,,,3430,,,(9)(21)(23)  (28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000 Shares",,500,,,,144,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"JSM Equity Investors, L.P.",,Preferred Equity - Class P Partnership Units,,N/A,,N/A,,114 Shares,,11,,,,11,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,25963,,,,25328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Jones & Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"JF Acquisition, LLC",,First Lien Secured Debt,,"L+550, 1.00 Floor",,07/31/24,,13234,,13094,,,,13083,,,(9)(28)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,First Lien Secured Debt - Revolver,,"L+550, 1.00 Floor",,07/31/24,,1569,,1427,,,,1426,,,(9)(21)(23)  (28)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,14521,,,,14509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,MAKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Trident Bidco Limited,,First Lien Secured Debt,,"L+550, 1.00 Floor",,11/08/25,,33688,,33033,,,,33677,,,(9)(17)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Naviga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,First Lien Secured Debt,,"L+700, 1.00 Floor",,12/29/22,,12213,,12130,,,,12183,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,First Lien Secured Debt - Revolver,,"L+700, 1.00 Floor",,12/29/22,,500,,277,,,,279,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,12407,,,,12462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Graffiti Buyer, Inc.",,First Lien Secured Debt,,"L+575, 1.00 Floor",,08/10/27,,8435,,5686,,,,5653,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,First Lien Secured Debt - Revolver,,"L+575, 1.00 Floor",,08/10/27,,1307,,215,,,,213,,,(9)(21)(23)  (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"Graffiti Parent, LP",,Common Equity - Common Stock,,N/A,,N/A,,"2,439 Shares",,244,,,,241,,,(9)(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,6145,,,,6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"L+575, 1.00 Floor",,10/19/26,,34062,,33587,,,,32430,,,(9)(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,First Lien Secured Debt - Revolver,,"L+575, 1.00 Floor",,10/20/25,,2985,,2945,,,,2861,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,36532,,,,35291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,863,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"US Legal Support Investment Holdings, LLC",,Common Equity - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,632,,,,986,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"L+550, 1.00 Floor",,12/02/24,,24064,,23827,,,,23616,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,First Lien Secured Debt - Revolver,,"L+550, 1.00 Floor",,12/02/24,,1501,,200,,,,186,,,(9)(20)(21)  (23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,First Lien Secured Debt - Revolver,,"P+475, 1.00 Floor",,12/02/24,,107,,106,,,,105,,,(9)(23)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,24765,,,,24893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,Total Business Services,,,280454,,,,,266851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Carbonfree Chemicals Holdings LLC (4),,Common Equity - Common Equity / Interest,,N/A,,N/A,,"2,354 Shares",,,46295,,,,,44990,,,(3)(13)(16)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Carbonfree Chemicals SA LLC (4),,Common Equity - Class B Units,,N/A,,N/A,,"3,152 Shares",,32434,,,,0,,,(3)(13)(16)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,78729,,,,44990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"Westfall Technik, Inc.",,First Lien Secured Debt,,"L+575, 1.00 Floor",,09/13/24,,,15656,,,15504,,,,15300,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,First Lien Secured Debt,,"L+625, 1.00 Floor",,09/13/24,,5653,,5561,,,,5558,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,First Lien Secured Debt - Revolver,,"L+575, 1.00 Floor",,09/13/24,,2019,,2001,,,,1973,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,23066,,,,22831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,"Total Chemicals, Plastics & Rubber",,,101795,,,,,67821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"L+575, 1.00 Floor",,03/06/25,,,28466,,,,28140,,,,,28147,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,First Lien Secured Debt - Revolver,,P+475,,03/06/24,,2727,,380,,,,371,,,(9)(20)(21)  (23)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Gutter Holdings, LP",,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,1049,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,Total Construction & Building,,,29020,,,,,29567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"A&V Holdings Midco, LLC",,First Lien Secured Debt - Revolver,,"L+450, 1.00 Floor",,03/10/25,,,1505,,,,(87),,,,,(54),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KDC US Holdings,,First Lien Secured Debt - Revolver,,"L+325, 0.00 Floor",,12/21/23,,6020,,4909,,,,4838,,,(20)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1244311 B.C. Ltd. (4),,First Lien Secured Debt,,"L+500, 1.00 Floor",,09/30/25,,2978,,2978,,,,2795,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,First Lien Secured Debt,,"L+500 PIK, 1.00 Floor",,09/30/25,,1062,,1062,,,,991,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,Common Equity - Common Stock,,N/A,,N/A,,"1,000,032 Shares",,1000,,,,886,,,(13)(17)(19)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,GSC Technologies Inc. (4),,First Lien Secured Debt,,"L+500 Cash plus 5.00 PIK, 1.00 Floor",,09/30/25,,211,,211,,,,196,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,5251,,,,4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Liqui-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
