,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
45,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/28/22,,2400,,,(65,,,(72,,,(8)(9)(21)(23),,,
46,,,,,,,,,,,11747,,,11703,,,,,,,
47,"Total Advertising, Printing & Publishing",,,,33732,,,,34490,,,,,,,,,,,,
48,Aerospace & Defense,,,,,,,,,,,,,,,,,,,,
49,Erickson Inc,,First Lien Secured Debt - Revolver,,"9.81 (3M L+750, 1.00 Floor)",,04/28/22,,,21140,,,,21140,,,,20823,,,(9)(23)
50,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/28/22,,16201,,,(458,,,(243,,,(8)(9)(21)(23),,,
51,,,First Lien Secured Debt - Letter of Credit,,7.50,,04/01/18,,277,,,0,,,(4,,,(8)(9)(23),,,
52,,,First Lien Secured Debt - Letter of Credit,,7.50,,06/20/18,,43,,,0,,,0,,,(8)(9)(23),,,
53,,,First Lien Secured Debt - Letter of Credit,,7.50,,06/25/18,,4,,,0,,,0,,,(8)(9)(23),,,
54,,,First Lien Secured Debt - Letter of Credit,,7.50,,09/30/18,,104,,,0,,,(2,,,(8)(9)(23),,,
55,,,First Lien Secured Debt - Letter of Credit,,7.50,,10/18/18,,708,,,0,,,(11,,,(8)(9)(23),,,
56,,,First Lien Secured Debt - Letter of Credit,,7.50,,11/28/18,,670,,,0,,,(10,,,(8)(9)(23),,,
57,,,First Lien Secured Debt - Letter of Credit,,7.50,,12/10/18,,37,,,0,,,(1,,,(8)(9)(23),,,
58,,,First Lien Secured Debt - Letter of Credit,,7.50,,03/31/20,,1287,,,0,,,(19,,,(8)(9)(23),,,
59,,,First Lien Secured Debt - Letter of Credit,,7.50,,08/24/18,,288,,,0,,,(4,,,(8)(9)(23),,,
60,,,First Lien Secured Debt - Letter of Credit,,7.50,,10/27/18,,5,,,0,,,0,,,(8)(9)(23),,,
61,,,First Lien Secured Debt - Letter of Credit,,7.50,,08/26/18,,9,,,0,,,0,,,(8)(9)(23),,,
62,,,First Lien Secured Debt - Letter of Credit,,7.50,,08/16/18,,9,,,0,,,0,,,(8)(9)(23),,,
63,,,First Lien Secured Debt - Letter of Credit,,7.50,,04/30/20,,4218,,,0,,,(63,,,(8)(9)(23),,,
64,,,,,,,,,,,20682,,,20466,,,,,,,
65,ILC Dover LP,,Second Lien Secured Debt,,"10.95 (6M L+850, 1.00 Floor)",,06/28/24,,20000,,,19566,,,19550,,,,,,
66,PAE Holding Corporation,,Second Lien Secured Debt,,"11.49 (2M L+950, 1.00 Floor)",,10/20/23,,28097,,,27422,,,28343,,,(10),,,
67,Total Aerospace & Defense,,,,67670,,,,68359,,,,,,,,,,,,
68,Automotive,,,,,,,,,,,,,,,,,,,,
69,Crowne Automotive,,,,,,,,,,,,,,,,,,,,
70,"Vari-Form Group, LLC",,First Lien Secured Debt,,"12.92 (3M L+11.00 (7.00 Cash plus 4.00 PIK), 1.00 Floor)",,02/02/23,,,5000,,,,4855,,,,4850,,,(9)
71,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
72,Vari-Form Inc.,,First Lien Secured Debt,,"12.92 (3M L+11.00 (7.00 Cash plus 4.00 PIK), 1.00 Floor)",,02/02/23,,10000,,,9710,,,9700,,,(9),,,
73,,,14565,,,14550,,,,,,,,,,,,,,,
74,"K&N Parent, Inc.",,Second Lien Secured Debt,,"10.63 (1M L+875, 1.00 Floor)",,10/21/24,,27000,,,26550,,,26325,,,(10),,,
75,Total Automotive,,,,41115,,,,40875,,,,,,,,,,,,
76,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,
77,Merx Aviation,,,,,,,,,,,,,,,,,,,,
78,Merx Aviation Finance Assets Ireland Limited (5),,First Lien Secured Debt - Letter of Credit,,2.25,,09/30/18,,,3600,,,,0,,,,0,,,(23)
79,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,12.00,,10/31/23,,359800,,,359800,,,359800,,,(23),,,
80,,,First Lien Secured Debt - Letter of Credit,,2.25,,07/13/18,,177,,,0,,,0,,,(23),,,
81,,,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,15000,,,42381,,,,,,
82,Total Aviation and Consumer Transport,,,,374800,,,,402181,,,,,,,,,,,,
83,Business Services,,,,,,,,,,,,,,,,,,,,
84,"Access CIG, LLC",,Second Lien Secured Debt,,9.63 (1M L+775),,02/27/26,,,20235,,,,20035,,,,20463,,,(10)
85,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,02/27/26,,3765,,,0,,,0,,,(10)(21)(23),,,
86,,,,,,,,,,,20035,,,20463,,,,,,,
87,Aero Operating LLC,,First Lien Secured Debt,,"9.13 (1M L+725, 1.00 Floor)",,12/29/22,,33477,,,32683,,,32640,,,(9),,,
88,,,First Lien Secured Debt - Revolver,,"9.13 (1M L+725, 1.00 Floor)",,12/29/22,,2486,,,2486,,,2424,,,(9)(23),,,
89,,,First Lien Secured Debt - Unfunded Revolver,,1.00 Unfunded,,12/29/22,,2326,,,(71,,,(58,,,(8)(9)(21)(23),,,
90,,,,,,,,,,,35098,,,35006,,,,,,,
91,"Almonde, Inc",,Second Lien Secured Debt,,"9.23 (3M L+725, 1.00 Floor)",,06/13/25,,2316,,,2294,,,2300,,,(10)(17),,,
92,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"9.88 (1M L+ 800, 1.00 Floor)",,08/28/25,,21429,,,20933,,,20934,,,,,,
93,"Aptean, Inc.",,Second Lien Secured Debt,,"11.80 (3M L+950, 1.00 Floor)",,12/20/23,,11148,,,11045,,,11245,,,(10),,,
94,"CT Technologies Intermediate Holdings, Inc",,Second Lien Secured Debt,,"10.88 (1M L+900, 1.00 Floor)",,12/01/22,,31253,,,30470,,,30315,,,(9),,,
95,Electro Rent Corporation,,Second Lien Secured Debt,,"10.98 (3M L+900, 1.00 Floor)",,01/31/25,,18333,,,17863,,,17967,,,(9),,,
96,,,Second Lien Secured Debt,,"11.25 (3M L+900, 1.00 Floor)",,01/31/25,,18265,,,17753,,,17899,,,(9),,,
97,,,,,,,,,,,35616,,,35866,,,,,,,
98,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.13 (1M L+925, 1.00 Floor)",,06/02/23,,10000,,,9880,,,9875,,,,,,
99,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"8.89 (1M L+700, 1.00 Floor)",,12/28/22,,13743,,,13416,,,13399,,,(9),,,
100,,,First Lien Secured Debt,,"8.88 (1M L+700, 1.00 Floor)",,12/28/22,,1257,,,1227,,,1226,,,(9),,,
101,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/28/22,,500,,,(7,,,(13,,,(8)(9)(21)(23),,,
102,,,,,,,,,,,14636,,,14612,,,,,,,
103,"PSI Services, LLC",,First Lien Secured Debt,,"6.87 (1M L+500, 1.00 Floor)",,01/20/23,,4121,,,4038,,,4055,,,(9),,,
104,,,First Lien Secured Debt - Revolver,,"6.89 (1M L+500, 1.00 Floor)",,01/20/22,,79,,,79,,,78,,,(9)(23),,,
105,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,159,,,(8,,,(2,,,(8)(9)(21)(23),,,
106,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
107,,,First Lien Secured Debt - Revolver,,"6.85 (1M L+500, 1.00 Floor)",,01/20/22,,159,,,159,,,156,,,(9)(23),,,
108,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,£,47,,,0,,,0,,,(9)(21)(23),,
109,,,Second Lien Secured Debt,,"10.87 (1M L+900, 1.00 Floor)",,01/20/24,,25714,,,25073,,,25170,,,(9),,,
110,,,,,,,,,,,29341,,,29457,,,,,,,
111,"RA Outdoors, LLC",,First Lien Secured Debt,,"6.54 (1M L+475, 1.00 Floor)",,09/11/24,,7229,,,7095,,,7156,,,(9),,,
112,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/09/22,,1200,,,(21,,,(12,,,(8)(9)(21)(23),,,
113,,,Second Lien Secured Debt,,"10.54 (1M L+875, 1.00 Floor)",,09/11/25,,34200,,,33404,,,33516,,,(9),,,
114,,,,,,,,,,,40478,,,40660,,,,,,,
115,Skyline Data/Dodge Data,,,,,,,,,,,,,,,,,,,,
116,Dodge Data & Analytics LLC,,First Lien Secured Debt,,"11.06 (3M L+875, 1.00 Floor)",,10/31/19,,48965,,,48653,,,47790,,,,,,
117,"Skyline Data, News and Analytics LLC",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"4,500,000 Shares",,,4500,,,4500,,,(13),,,
118,,,,,,,,,,,53153,,,52290,,,,,,,
119,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.23 (3M L+925, 1.00 Floor)",,06/30/23,,15000,,,14753,,,14400,,,(10),,,
120,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"10.46 (1M L+875, 1.00 Floor)",,10/06/25,,14963,,,14609,,,15187,,,(10),,,
121,"U.S. Security Associates Holdings, Inc.",,Unsecured Debt,,11.00,,01/28/20,,80000,,,80000,,,80000,,,,,,
122,Total Business Services,,,,412341,,,,412610,,,,,,,,,,,,
123,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,
124,Carbon Free Chemicals,,,,,,,,,,,,,,,,,,,,
125,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.215 PIK,,06/30/20,,,59305,,,,59305,,,,47170,,,
126,Carbonfree Caustic SPE LLC,,Unfunded Delayed Draw - Promissory Note,,0.00 Unfunded,,06/30/20,,6111,,,0,,,0,,,(21)(23),,,
127,,,,,,,,,,,59305,,,47170,,,,,,,
128,"Hare Bidco, Inc.",,Second Lien Secured Debt,,"9.75 (3M E+875, 1.00 Floor)",,08/01/24,,€,13574,,,14423,,,16360,,,,,
129,"Total Chemical, Plastics & Rubber",,,,73728,,,,63530,,,,,,,,,,,,
130,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,
131,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.13 (1M L+825),,08/04/25,,,25110,,,,24649,,,,24647,,,
132,KLO Holdings,,,,,,,,,,,,,,,,,,,,
133,9357-5991 Quebec Inc.,,First Lien Secured Debt,,"9.69 (1M L+775, 0.75 Floor)",,04/07/22,,9322,,,9229,,,9224,,,,,,
134,KLO Acquisition LLC,,First Lien Secured Debt,,"9.69 (1M L+775, 0.75 Floor)",,04/07/22,,5397,,,5343,,,5340,,,,,,
135,,,,,,,,,,,14572,,,14564,,,,,,,
136,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,587 Shares,,,0,,,466,,,(13),,,
137,Total Consumer Goods - Durable,,,,39221,,,,39677,,,,,,,,,,,,
138,Consumer Goods – Non-Durable,,,,,,,,,,,,,,,,,,,,
139,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"10.05 (3M L+775, 1.00 Floor)",,09/29/25,,,8094,,,,8036,,,,8226,,,(10)
140,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,10.79 (1M L+900),,07/01/22,,17160,,,17007,,,17250,,,(17),,,
141,Total Consumer Goods - Non-Durable,,,,25043,,,,25476,,,,,,,,,,,,
142,Consumer Services,,,,,,,,,,,,,,,,,,,,
143,1A Smart Start LLC,,Second Lien Secured Debt,,"10.13 (1M L+825, 1.00 Floor)",,08/22/22,,,25100,,,,24628,,,,24623,,,
144,Total Consumer Services,,,,24628,,,,24623,,,,,,,,,,,,
145,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
146,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,,
147,"Sprint Industrial Holdings, LLC",,Second Lien Secured Debt,,13.5 PIK,,11/14/19,,,19072,,,,18107,,,,10159,,,(13)(14)
148,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"7,341 Warrants",,,0,,,0,,,(13)(26),,,
149,,,,,,,,,,,18107,,,10159,,,,,,,
150,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,7.00 (P+225),,11/30/21,,1560,,,1560,,,1561,,,(23),,,
151,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/30/21,,4065,,,(371,,,0,,,(21)(23),,,
152,,,1189,,,1561,,,,,,,,,,,,,,,
153,"Total Containers, Packaging & Glass",,,,19296,,,,11720,,,,,,,,,,,,
154,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,
155,Armor Holding II LLC,,Second Lien Secured Debt,,"11.31 (3M L+900, 1.25 Floor)",,12/26/20,,,8000,,,,7941,,,,8110,,,(10)
156,Craft 2014-1A,,Structured Products and Other - Credit-Linked Note,,N/A,,05/15/21,,42500,,,0,,,0,,,(11)(17),,,
157,Craft 2015-2,,Structured Products and Other - Credit-Linked Note,,10.22 (3M L+925),,01/16/24,,24998,,,25691,,,24960,,,(11)(17),,,
158,"Golden Bear 2016-R, LLC (3)(4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,0,,,16506,,,14147,,,(17),,,
159,Mayfield Agency Borrower Inc.,,Second Lien Secured Debt,,"10.38 (1M L+850, 1.00 Floor)",,03/02/26,,5000,,,4926,,,4997,,,(10),,,
160,"Purchasing Power, LLC",,First Lien Secured Debt - Revolver,,"9.88 (1M L + 800, 1.00 Floor)",,07/10/19,,3068,,,3068,,,3048,,,(9)(23),,,
161,,,First Lien Secured Debt - Unfunded Revolver,,0.75 Unfunded,,07/10/19,,1432,,,(53,,,(35,,,(8)(9)(21)(23),,,
162,,,,,,,,,,,3015,,,3013,,,,,,,
163,"Ten-X, LLC",,First Lien Secured Debt - Revolver,,"5.60 (1M L+375, 1.00 Floor)",,09/29/22,,520,,,520,,,477,,,(23),,,
164,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/29/22,,4160,,,(379,,,(341,,,(8)(21)(23),,,
165,,,,,,,,,,,141,,,136,,,,,,,
166,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,58220,,,,55363,,,,,,,,,,,,
167,Energy – Electricity,,,,,,,,,,,,,,,,,,,,
168,"AMP Solar Group, Inc. (4)",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"243,646 Shares",,,,10000,,,,5051,,,(13)(17),
169,Renew Financial,,,,,,,,,,,,,,,,,,,,
170,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,143 Shares,,,534,,,925,,,(13)(15)(17),,,
171,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,,8343,,,19035,,,(13),,,
172,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,,5568,,,6676,,,(13),,,
173,Renew JV LLC (4),,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,2740,,,4111,,,(13)(17),,,
174,,,,,,,,,,,17185,,,30747,,,,,,,
175,Solarplicity Group,,,,,,,,,,,,,,,,,,,,
176,Solarplicity Group Limited (3)(4),,First Lien Secured Debt,,N/A,,11/30/22,,£,4331,,,5811,,,6063,,,(13)(17),,
177,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00,,03/08/23,,£,5562,,,7637,,,7778,,,(17),,
178,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,,5832,,,5008,,,(2)(17),,,
179,,,Common Equity/Interests - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,,4,,,929,,,(2)(13)(17),,,
180,,,,,,,,,,,19284,,,19778,,,,,,,
181,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
182,Westinghouse Electric Co LLC,,First Lien Secured Debt,,"6.44 (1M L+450, 1.00 Floor)",,01/11/19,,,30000,,,30000,,,30000,,,(9),,
183,Total Energy – Electricity,,,,76469,,,,85576,,,,,,,,,,,,
184,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,
185,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,First Lien Secured Debt,,8.00 Cash (10.00 PIK Toggle),,03/29/19,,,15000,,,,15000,,,,15000,,,
186,,,Second Lien Secured Debt,,10.00 PIK (8.00 Cash Toggle),,03/29/21,,30510,,,30510,,,30510,,,,,,
187,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,,30078,,,20303,,,(13),,,
188,,,,,,,,,,,75588,,,65813,,,,,,,
189,"Pelican Energy, LLC (4)",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"1,444 Shares",,,24441,,,12946,,,(13)(17)(29),,,
190,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche A Note,,14.00 (8.00 Cash plus 6.00 PIK),,12/31/19,,43436,,,43436,,,44739,,,,,,
191,,,First Lien Secured Debt - Tranche B Note,,14.00 PIK,,12/31/19,,73231,,,44380,,,40816,,,(13)(14),,,
192,,,First Lien Secured Debt - Tranche C Note,,12.00,,12/31/19,,19200,,,19200,,,19776,,,,,,
193,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,12/31/19,,2800,,,0,,,0,,,(21)(23),,,
194,,,Common Equity/Interests - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,,1411,,,0,,,(13)(29),,,
195,,,,,,,,,,,108427,,,105331,,,,,,,
196,Total Energy – Oil & Gas,,,,208456,,,,184090,,,,,,,,,,,,
197,Food & Grocery,,,,,,,,,,,,,,,,,,,,
198,Bumble Bee Foods,,,,,,,,,,,,,,,,,,,,
199,"Bumble Bee Holdings, Inc.",,First Lien Secured Debt,,"9.87 (3M L+800, 1.00 Floor)",,08/15/23,,,15507,,,,15221,,,,15197,,,
200,Connors Bros Clover Leaf Seafoods Company,,First Lien Secured Debt,,"9.87 (3M L+800, 1.00 Floor)",,08/15/23,,4393,,,4312,,,4305,,,,,,
201,,,,,,,,,,,19533,,,19502,,,,,,,
202,"Grocery Outlet, Inc.",,Second Lien Secured Debt,,"10.55 (3M L+825, 1.00 Floor)",,10/21/22,,25000,,,24784,,,25250,,,(10),,,
203,Total Food & Grocery,,,,44317,,,,44752,,,,,,,,,,,,
204,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,
205,Altasciences,,,,,,,,,,,,,,,,,,,,
206,9360-1367 Quebec Inc.,,First Lien Secured Debt,,"7.93 (3M L+625, 1.00 Floor)",,06/09/23,,C$,2418,,,,1766,,,,1833,,,(9)(17)
207,,,First Lien Secured Debt,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,,,2899,,,2842,,,2834,,,(9)(17),,
208,"Altasciences US Acquisition, Inc.",,First Lien Secured Debt,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,,5235,,,5133,,,5117,,,(9),,,
209,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,06/09/23,,2851,,,(31,,,(64,,,(8)(9)(21)(23)(28),,,
210,,,First Lien Secured Debt - Revolver,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,,71,,,71,,,70,,,(9)(23)(28),,,
211,,,First Lien Secured Debt - Revolver,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,,214,,,214,,,209,,,(9)(23)(28),,,
212,,,First Lien Secured Debt - Unfunded Revolver,,0.25 Unfunded,,06/09/23,,1140,,,(28,,,(27,,,(8)(9)(21)(23)(28),,,
213,,,,,,,,,,,9967,,,9972,,,,,,,
214,Aptevo Therapeutics Inc.,,First Lien Secured Debt,,"9.48 (1M L+760, 0.50 Floor)",,02/01/21,,8571,,,8708,,,8531,,,(9),,,
215,"Argon Medical Devices Holdings, Inc.",,Second Lien Secured Debt,,"10.30 (3M L+800, 1.00 Floor)",,01/23/26,,21600,,,21494,,,21870,,,(10),,,
216,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
217,"Avalign Technologies, Inc.",,Second Lien Secured Debt,,"10.38 (6M L+825, 1.00 Floor)",,09/02/24,,5500,,,5449,,,5483,,,(10),,,
218,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"9.99 (3M L+825, 1.00 Floor)",,10/21/24,,24612,,,24201,,,23874,,,(10),,,
219,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"8.31 (3M L+600, 0.50 Floor)",,03/06/23,,25000,,,24630,,,24630,,,(9),,,
220,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00 Unfunded,,03/06/23,,9130,,,(180,,,(135,,,(8)(9)(21)(23),,,
221,,,First Lien Secured Debt - Revolver,,"8.03 (3M L+600, 0.50 Floor)",,03/06/23,,23835,,,23835,,,23483,,,(9)(23),,,
222,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/06/23,,37035,,,(877,,,(547,,,(8)(9)(21)(23),,,
223,,,,,,,,,,,47408,,,47431,,,,,,,
224,"Elements Behavioral Health, Inc.",,Second Lien Secured Debt,,"15.06 (3M L+1275, 1.00 Floor)",,02/11/20,,12353,,,11911,,,0,,,(13)(14),,,
225,"Invuity, Inc.",,First Lien Secured Debt,,"8.38 (1M L+650, 1.50 Floor)",,03/01/22,,10000,,,9855,,,9750,,,(9),,,
226,,,First Lien Secured Debt - Revolver,,"5.13 (1M L+325, 1.50 Floor)",,03/01/22,,657,,,657,,,649,,,(9)(23),,,
227,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/01/22,,1343,,,(8,,,(17,,,(8)(9)(21)(23),,,
228,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"32,803 Warrants",,,180,,,69,,,(9)(13),,,
229,,,,,,,,,,,10684,,,10451,,,,,,,
230,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"10.29 (2M L+850, 1.00 Floor)",,08/28/23,,17391,,,16991,,,16696,,,(10),,,
231,"LSCS Holdings, Inc",,Second Lien Secured Debt,,10.31 (3M L+825),,03/16/26,,20455,,,19995,,,20352,,,,,,
232,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,03/16/26,,4545,,,(102,,,(23,,,(8)(21)(23),,,
233,,,,,,,,,,,19893,,,20329,,,,,,,
234,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"8.25 (3M L+600, 1.00 Floor)",,11/22/23,,21577,,,21070,,,21373,,,(9),,,
235,,,First Lien Secured Debt - Revolver,,9.75 (P+500),,11/22/22,,195,,,195,,,193,,,(9)(23),,,
236,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/22/22,,1363,,,(19,,,(12,,,(8)(9)(21)(23),,,
237,,,,,,,,,,,21246,,,21554,,,,,,,
238,"Oxford Immunotec, Inc.",,First Lien Secured Debt,,"9.48 (1M L+760, 0.50 Floor)",,10/01/21,,9750,,,9886,,,9916,,,(9)(17),,,
239,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,10/01/21,,1000,,,(4,,,0,,,(9)(17)(21)(23),,,
240,,,,,,,,,,,9882,,,9916,,,,,,,
