,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,HRO Holdings I LP,,Common Equity - Common Stock,,N/A,,N/A,,213 Shares,,213,,,,212,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,19250,,,,19439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,"Total Advertising, Printing & Publishing",,,41811,,,,,42282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Aerospace & Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Erickson Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Erickson Inc,,First Lien Secured Debt - Revolver,,"L+750, 1.50% Floor",,04/28/22,,,32250,,,,23628,,,,,23315,,,(9)(20)(21)  (23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,First Lien Secured Debt - Revolver,,13.50%,,04/28/22,,3750,,,3750,,,,3712,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,Total Aerospace & Defense,,,27378,,,,,27027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Club Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Club Car Wash Operating, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,06/16/27,,,29931,,,,22934,,,,,23018,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,06/16/27,,2438,,,(37),,,,(30),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,22897,,,,22988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Crowne Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Vari-Form Group, LLC",,First Lien Secured Debt,,11.00% (7.00% Cash plus 4.00% PIK),,02/02/23,,5860,,893,,,,410,,,(9)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Vari-Form Inc.,,First Lien Secured Debt,,11.00% (7.00% Cash plus 4.00% PIK),,02/02/23,,2110,,391,,,,148,,,(9)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,1284,,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"K&N Parent, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"K&N Parent, Inc.",,Second Lien Secured Debt,,"L+875, 1.00% Floor",,10/21/24,,23765,,23605,,,,19724,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Truck-Lite Co., LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"TL Lighting Holdings, LLC",,Common Equity - Equity,,N/A,,N/A,,350 Shares,,350,,,,420,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Truck-Lite Co., LLC",,First Lien Secured Debt,,"L+625, 1.00% Floor",,12/14/26,,31287,,29655,,,,29533,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,First Lien Secured Debt - Revolver,,"L+625, 1.00% Floor",,12/13/24,,3052,,241,,,,226,,,(9)(20)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,30246,,,,30179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,Total Automotive,,,78032,,,,,73449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Merx Aviation Finance, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,10.00%,,10/31/23,,,275177,,,,275000,,,,,275000,,,(20)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,Common Equity - Membership Interests,,N/A,,N/A,,N/A,,35800,,,,23509,,,(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,310800,,,,298509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (33),,,Fair Value (1)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Primeflight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"PrimeFlight Aviation Services, Inc.",,First Lien Secured Debt,,"L+625, 1.00% Floor",,05/09/24,,17353,,17179,,,,17271,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,Total Aviation and Consumer Transport,,,327979,,,,,315780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Berner Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Berner Food & Beverage, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,07/30/27,,,30963,,,,30334,,,,,30653,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,07/30/26,,2132,,,535,,,,555,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,First Lien Secured Debt - Revolver,,P+550,,07/30/26,,749,,734,,,,742,,,(9)(23)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,31603,,,,31950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Bolthouse Farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Wm. Bolthouse Farms, Inc.",,Common Equity - Equity Interest,,N/A,,N/A,,"1,000,000 Shares",,1001,,,,1080,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Hive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"FCP-Hive Holdings, LLC",,Preferred Equity - Preferred Equity,,N/A,,N/A,,589 Shares,,448,,,,484,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,Common Equity - Common Stock,,N/A,,N/A,,589 Shares,,3,,,,20,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Hive Intermediate, LLC",,First Lien Secured Debt,,"L+600, 1.00% Floor",,09/22/27,,17123,,16822,,,,16952,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,09/22/27,,2326,,(41),,,,(23),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,17232,,,,17433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Orgain, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Butterfly Fighter Co-Invest, L.P.",,Common Equity - Membership Interests,,N/A,,N/A,,"1,000,000 Shares",,1005,,,,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Rise Baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ultimate Baked Goods Midco LLC,,First Lien Secured Debt,,"L+625, 1.00% Floor",,08/13/27,,26690,,26086,,,,25935,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,First Lien Secured Debt - Revolver,,"L+625, 1.00% Floor",,08/13/27,,3243,,1954,,,,1936,,,(9)(20)(21)  (23)(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,28040,,,,27871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,TNT Crust LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,TNT Crust LLC,,First Lien Secured Debt,,"L+675 Cash plus 1.00% PIK, 1.00% Floor",,11/06/23,,21706,,21512,,,,21272,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,First Lien Secured Debt - Revolver,,"L+675 Cash plus 1.00% PIK, 1.00% Floor",,11/06/23,,3252,,3085,,,,3036,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,Common Equity - Series A Units,,N/A,,N/A,,244 Shares,,30,,,,172,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,24627,,,,24480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Turkey Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,IC Holdings LLC,,Common Equity - Series A Units,,N/A,,N/A,,169 Shares,,169,,,,160,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,THLP CO. LLC,,First Lien Secured Debt,,"L+600, 1.00% Floor",,05/31/25,,25110,,24824,,,,24608,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,First Lien Secured Debt - Revolver,,P+500,,05/31/24,,4494,,1165,,,,1112,,,(9)(20)(21)  (23)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,26158,,,,25880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,"Total Beverage, Food & Tobacco",,,129666,,,,,130342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Access Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Access CIG, LLC",,Second Lien Secured Debt,,"L+775, 0.00% Floor",,02/27/26,,,15900,,,,15829,,,,,15787,,,(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (33),,,Fair Value (1)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,AlpineX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Alpinex Opco, LLC",,First Lien Secured Debt,,"L+600, 1.00% Floor",,12/27/27,,16383,,11644,,,,11605,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,12/27/27,,1117,,(21),,,,(21),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,11623,,,,11584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Ambrosia Buyer Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,8.00%,,08/28/25,,21429,,18582,,,,5657,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,AML Rightsource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Gabriel Partners, LLC",,First Lien Secured Debt,,"L+600, 1.00% Floor",,09/21/26,,31451,,30898,,,,31203,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,First Lien Secured Debt - Revolver,,P+500,,09/21/26,,665,,120,,,,128,,,(9)(21)(23)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,31018,,,,31331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Continuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Continuum Global Solutions, LLC",,Preferred Equity - Preferred Equity,,N/A,,N/A,,775 Shares,,78,,,,78,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Electro Rent Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Electro Rent Corporation,,Second Lien Secured Debt,,"L+900, 1.00% Floor",,01/31/25,,34235,,33806,,,,34064,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Elo Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,TGG TS Acquisition Company,,First Lien Secured Debt - Revolver,,"L+650, 0.00% Floor",,12/14/23,,1750,,750,,,,721,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Ensemble Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"EHL Merger Sub, LLC",,First Lien Secured Debt - Revolver,,"L+325, 0.00% Floor",,08/01/24,,4155,,(179),,,,(111),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,IRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Precision Refrigeration & Air Conditioning LLC,,First Lien Secured Debt,,"SOFR+600, 1.00% Floor",,03/08/28,,8182,,8020,,,,8018,,,(9)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,First Lien Secured Debt - Revolver,,,,03/08/27,,1705,,(34),,,,(34),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"SMC IR Holdings, LLC",,Common Equity - Common Stock,,N/A,,N/A,,114 Shares,,114,,,,114,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,8100,,,,8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Jacent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Jacent Strategic Merchandising,,First Lien Secured Debt,,"L+675, 1.00% Floor",,04/23/24,,22116,,21977,,,,21508,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,First Lien Secured Debt - Revolver,,"L+675, 1.00% Floor",,04/23/24,,3500,,3472,,,,3400,,,(9)(21)(23)  (28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000 Shares",,500,,,,169,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"JSM Equity Investors, L.P.",,Preferred Equity - Class P Partnership Units,,N/A,,N/A,,114 Shares,,11,,,,11,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,25960,,,,25088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Jones & Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"JF Acquisition, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,07/31/26,,13201,,13058,,,,13008,,,(9)(28)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,07/31/26,,1569,,(17),,,,(23),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,13041,,,,12985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,MAKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Trident Bidco Limited,,First Lien Secured Debt,,"L+550, 1.00% Floor",,11/08/25,,33688,,33066,,,,33670,,,(9)(17)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Naviga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,First Lien Secured Debt,,"L+700, 1.00% Floor",,12/29/22,,13397,,13318,,,,13430,,,(9)(26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,First Lien Secured Debt - Revolver,,"L+700, 1.00% Floor",,12/29/22,,500,,278,,,,280,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,13596,,,,13710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (33),,,Fair Value (1)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Graffiti Buyer, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,08/10/27,,8420,,5679,,,,5639,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,08/10/27,,1307,,390,,,,388,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"Graffiti Parent, LP",,Common Equity - Common Stock,,N/A,,N/A,,"2,439 Shares",,244,,,,200,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,6313,,,,6227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"L+575, 1.00% Floor",,10/19/26,,33975,,33527,,,,32411,,,(9)(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,10/20/25,,2985,,2947,,,,2865,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,36474,,,,35276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,871,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"US Legal Support Investment Holdings, LLC",,Common Equity - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,632,,,,1030,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,12/02/24,,24003,,23781,,,,23643,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,First Lien Secured Debt - Revolver,,"L+525, 1.00% Floor",,12/02/24,,1286,,417,,,,409,,,(9)(20)(21)  (23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,First Lien Secured Debt - Revolver,,P+425,,12/02/24,,322,,319,,,,317,,,(9)(23)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,25149,,,,25399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Wilson Language Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"Owl Acquisition, LLC",,First Lien Secured Debt,,"SOFR+575, 1.00% Floor",,02/04/28,,9900,,9707,,,,9702,,,(9)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Owl Parent Holdings, LLC",,Common Equity - Common Stock,,N/A,,N/A,,100 Shares,,100,,,,100,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,9807,,,,9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,Total Business Services,,,283313,,,,,270237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Carbonfree Chemicals Holdings LLC (4),,Common Equity - Common Equity / Interest,,N/A,,N/A,,"2,354 Shares",,,46295,,,,,42117,,,(3)(13)(16)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Carbonfree Chemicals SA LLC (4),,Common Equity - Class B Units,,N/A,,N/A,,"3,152 Shares",,32434,,,,-,,,(3)(13)(16)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,78729,,,,42117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Westfall Technik, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,09/13/24,,15616,,15482,,,,15269,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,First Lien Secured Debt,,"L+625, 1.00% Floor",,09/13/24,,5638,,5557,,,,5542,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,09/13/24,,2019,,2002,,,,1975,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,23041,,,,22786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,"Total Chemicals, Plastics & Rubber",,,101770,,,,,64903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,03/06/25,,,28393,,,,28097,,,,,28169,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,First Lien Secured Debt - Revolver,,P+475,,03/06/24,,2727,,2019,,,,2013,,,(9)(20)(21)  (23)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"Gutter Holdings, LP",,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,1226,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,Total Construction & Building,,,30616,,,,,31408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (33),,,Fair Value (1)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"A&V Holdings Midco, LLC",,First Lien Secured Debt - Revolver,,"L+450, 1.00% Floor",,03/10/25,,,1505,,,,(80),,,,,(52),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,KDC US Holdings,,First Lien Secured Debt - Revolver,,"L+325, 0.00% Floor",,12/21/23,,6020,,692,,,,620,,,(20)(21)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1244311 B.C. Ltd. (4),,First Lien Secured Debt,,"L+500, 1.00% Floor",,09/30/25,,2978,,2978,,,,2794,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,First Lien Secured Debt,,"L+500 PIK, 1.00% Floor",,09/30/25,,1079,,1079,,,,1006,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,Common Equity - Common Stock,,N/A,,N/A,,"1,000,032 Shares",,1000,,,,976,,,(2)(13)(17)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
