,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
70,,,First Lien Secured Debt - Letter of Credit,,2.25%,,07/13/18,,177,,,-,,,-,,,(23),,,
71,,,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,15000,,,52001,,,,,,
72,Total Aviation and Consumer Transport,,,,465800,,,,502801,,,,,,,,,,,,
73,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,
74,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"8.84% (3M L+650, 1.00% Floor)",,06/14/24,,,25000,,,,24721,,,,24719,,,(9)
75,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
76,,,First Lien Secured Debt - Revolver,,"8.84% (3M L+650, 1.00% Floor)",,06/14/23,,833,,,833,,,824,,,(9)(23),,,
77,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,06/14/23,,2917,,,(39,,,(33,,,(8)(9)(21)(23),,,
78,"Total Beverage, Food & Tobacco",,,,25515,,,,25510,,,,,,,,,,,,
79,Business Services,,,,,,,,,,,,,,,,,,,,
80,"Access CIG, LLC",,Second Lien Secured Debt,,9.84% (1M L+775),,02/27/26,,,19931,,,,19747,,,,20056,,,(10)
81,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,02/27/26,,969,,,-,,,-,,,(10)(21)(23),,,
82,,,,,,,,,,,19747,,,20056,,,,,,,
83,Aero Operating LLC,,First Lien Secured Debt,,"9.34% (1M L+725, 1.00% Floor)",,12/29/22,,33267,,,32519,,,32935,,,(9),,,
84,,,First Lien Secured Debt - Unfunded Revolver,,1.00% Unfunded,,12/29/22,,4812,,,(43,,,(48,,,(8)(9)(21)(23),,,
85,,,,,,,,,,,32476,,,32887,,,,,,,
86,"Almonde, Inc",,Second Lien Secured Debt,,"9.56% (3M L+725, 1.00% Floor)",,06/13/25,,2316,,,2296,,,2235,,,(10)(17),,,
87,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"10.09% (1M L+ 800, 1.00% Floor)",,08/28/25,,21429,,,20950,,,20948,,,,,,
88,"Aptean, Inc.",,Second Lien Secured Debt,,"11.83% (3M L+950, 1.00% Floor)",,12/20/23,,11148,,,11050,,,11217,,,(10),,,
89,"CT Technologies Intermediate Holdings, Inc",,Second Lien Secured Debt,,"11.09% (1M L+900, 1.00% Floor)",,12/01/22,,31253,,,30511,,,30315,,,(9),,,
90,Electro Rent Corporation,,Second Lien Secured Debt,,"11.31% (3M L+900, 1.00% Floor)",,01/31/25,,18333,,,17880,,,17967,,,(9),,,
91,,,Second Lien Secured Debt,,"11.33% (3M L+900, 1.00% Floor)",,01/31/25,,18265,,,17766,,,17899,,,(9),,,
92,,,,,,,,,,,35646,,,35866,,,,,,,
93,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.75% (6M L+925, 1.00% Floor)",,06/02/23,,10000,,,9886,,,10065,,,,,,
94,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"9.09% (1M L+700, 1.00% Floor)",,12/29/22,,16069,,,15716,,,15909,,,(9),,,
95,,,First Lien Secured Debt - Revolver,,"9.10% (1M L+700, 1.00% Floor)",,12/29/22,,160,,,160,,,158,,,(9)(23),,,
96,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/22,,340,,,(13,,,(3,,,(8)(9)(21)(23),,,
97,,,,,,,,,,,15863,,,16064,,,,,,,
98,"PSI Services, LLC",,First Lien Secured Debt,,"7.09% (1M L+500, 1.00% Floor)",,01/20/23,,4609,,,4522,,,4565,,,(9),,,
99,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/20/22,,397,,,(7,,,(4,,,(8)(9)(21)(23),,,
100,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/20/22,,£,47,,,-,,,-,,,(9)(21)(23),,
101,,,Second Lien Secured Debt,,"11.09% (1M L+900, 1.00% Floor)",,01/20/24,,33452,,,32688,,,32796,,,(9),,,
102,,,,,,,,,,,37203,,,37357,,,,,,,
103,"RA Outdoors, LLC",,First Lien Secured Debt,,"6.84% (1M L+475, 1.00% Floor)",,09/11/24,,7192,,,7065,,,7121,,,(9),,,
104,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/09/22,,1200,,,(20,,,(12,,,(8)(9)(21)(23),,,
105,,,Second Lien Secured Debt,,"10.84% (1M L+875, 1.00% Floor)",,09/11/25,,34200,,,33430,,,33515,,,(9),,,
106,,,,,,,,,,,40475,,,40624,,,,,,,
107,Skyline Data/Dodge Data,,,,,,,,,,,,,,,,,,,,
108,Dodge Data & Analytics LLC,,First Lien Secured Debt,,"11.09% (3M L+875, 1.00% Floor)",,10/31/19,,48209,,,47950,,,48210,,,,,,
109,"Skyline Data, News and Analytics LLC",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"4,500,000 Shares",,,4500,,,4500,,,(13),,,
110,,,,,,,,,,,52450,,,52710,,,,,,,
111,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
112,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.34% (1M L+925, 1.00% Floor)",,06/30/23,,15000,,,14765,,,14400,,,(10),,,
113,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"10.80% (1M L+875, 1.00% Floor)",,10/06/25,,13599,,,13288,,,13735,,,(10),,,
114,"U.S. Security Associates Holdings, Inc.",,Unsecured Debt,,11.00%,,01/28/20,,80000,,,80000,,,80000,,,,,,
115,Total Business Services,,,,416606,,,,418479,,,,,,,,,,,,
116,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,
117,Carbon Free Chemicals,,,,,,,,,,,,,,,,,,,,
118,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.215% PIK,,09/30/20,,,51805,,,,51805,,,,46457,,,
119,,,Common Equity/Partnership Interests - Residual Interests,,N/A,,09/30/20,,7500,,,7500,,,-,,,(13),,,
120,Carbonfree Caustic SPE LLC,,Unfunded Delayed Draw - Promissory Note,,N/A,,06/30/20,,6111,,,-,,,-,,,(21)(23),,,
121,,,,,,,,,,,59305,,,46457,,,,,,,
122,"Hare Bidco, Inc.",,Second Lien Secured Debt,,"9.75% (3M E+875, 1.00% Floor)",,08/01/24,,€,13574,,,14434,,,15532,,,,,
123,"Total Chemical, Plastics & Rubber",,,,73739,,,,61989,,,,,,,,,,,,
124,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,
125,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.34% (1M L+825),,08/04/25,,,25110,,,,24664,,,,24660,,,
126,KLO Holdings,,,,,,,,,,,,,,,,,,,,
127,9357-5991 Quebec Inc.,,First Lien Secured Debt,,"11.75% (1M L+975, 0.75% Floor)",,04/07/22,,9203,,,9117,,,8857,,,,,,
128,KLO Acquisition LLC,,First Lien Secured Debt,,"11.88% (1M L+975, 0.75% Floor)",,04/07/22,,5363,,,5312,,,5161,,,,,,
129,,,,,,,,,,,14429,,,14018,,,,,,,
130,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,587 Shares,,,-,,,471,,,(13),,,
131,Total Consumer Goods - Durable,,,,39093,,,,39149,,,,,,,,,,,,
132,Consumer Goods – Non-Durable,,,,,,,,,,,,,,,,,,,,
133,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"9.84% (1M L+775, 1.00% Floor)",,09/29/25,,,11232,,,,11168,,,,11260,,,(10)
134,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.3875% Unfunded,,09/29/25,,1139,,,-,,,-,,,(21)(23),,,
135,,,,,,,,,,,11168,,,11260,,,,,,,
136,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,11.09% (1M L+900),,07/01/22,,17072,,,16929,,,17168,,,(17),,,
137,Total Consumer Goods - Non-Durable,,,,28097,,,,28428,,,,,,,,,,,,
138,Consumer Services,,,,,,,,,,,,,,,,,,,,
139,1A Smart Start LLC,,Second Lien Secured Debt,,"10.34% (1M L+825, 1.00% Floor)",,08/22/22,,,25100,,,,24654,,,,24645,,,
140,Total Consumer Services,,,,24654,,,,24645,,,,,,,,,,,,
141,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,,
142,"Sprint Industrial Holdings, LLC",,Second Lien Secured Debt,,13.5% PIK,,11/14/19,,,19714,,,,18107,,,,11770,,,(13)(14)
143,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"7,341 Warrants",,,-,,,-,,,(13)(26),,,
144,,,,,,,,,,,18107,,,11770,,,,,,,
145,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,7.25% (P+225),,11/30/21,,450,,,450,,,451,,,(23),,,
146,,,First Lien Secured Debt - Revolver,,5.34% (1M L+325),,11/30/21,,1500,,,1500,,,1503,,,(23),,,
147,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
148,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/30/21,,3675,,,(346,,,-,,,(21)(23),,,
149,,,1604,,,1954,,,,,,,,,,,,,,,
150,"Total Containers, Packaging & Glass",,,,19711,,,,13724,,,,,,,,,,,,
151,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,
152,Armor Holding II LLC,,Second Lien Secured Debt,,"11.09% (1M L+900, 1.25% Floor)",,12/26/20,,,8000,,,,7946,,,,8070,,,(10)
153,Craft 2014-1A,,Structured Products and Other - Credit-Linked Note,,N/A,,05/15/21,,42500,,,-,,,-,,,(11)(17),,,
154,Craft 2015-2,,Structured Products and Other - Credit-Linked Note,,10.62% (3M L+925),,01/16/24,,24998,,,25599,,,24998,,,(11)(17),,,
155,"Golden Bear 2016-R, LLC (3)(4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,-,,,16548,,,13634,,,(17),,,
156,Mayfield Agency Borrower Inc.,,Second Lien Secured Debt,,"10.59% (1M L+850, 1.00% Floor)",,03/02/26,,5000,,,4928,,,4978,,,(10),,,
157,"Purchasing Power, LLC",,First Lien Secured Debt - Revolver,,"10.09% (1M L + 800, 1.00% Floor)",,07/10/19,,2179,,,2179,,,2167,,,(9)(23),,,
158,,,First Lien Secured Debt - Unfunded Revolver,,0.75% Unfunded,,07/10/19,,2321,,,(23,,,(12,,,(8)(9)(21)(23),,,
159,,,,,,,,,,,2156,,,2155,,,,,,,
160,"Ten-X, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/29/22,,4680,,,(358,,,(366,,,(8)(21)(23),,,
161,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,56819,,,,53469,,,,,,,,,,,,
162,Energy – Electricity,,,,,,,,,,,,,,,,,,,,
163,"AMP Solar Group, Inc. (4)",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"243,646 Shares",,,10000,,,5114,,,(13)(17),,,
164,Renew Financial,,,,,,,,,,,,,,,,,,,,
165,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,143 Shares,,,534,,,886,,,(15)(17),,,
166,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,,8343,,,18809,,,(13),,,
167,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,,5568,,,6620,,,(13),,,
168,Renew JV LLC (4),,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,3065,,,5207,,,(13)(17),,,
169,,,,,,,,,,,17510,,,31522,,,,,,,
170,Solarplicity Group,,,,,,,,,,,,,,,,,,,,
171,Solarplicity Group Limited (3)(4),,First Lien Secured Debt,,N/A,,11/30/22,,£,4331,,,5811,,,5705,,,(13)(17),,
172,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00%,,03/08/23,,£,5562,,,7636,,,7317,,,(17),,
173,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,,5862,,,4752,,,(2)(13)(17),,,
174,,,Common Equity/Interests - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,,4,,,974,,,(2)(13)(17),,,
175,,,,,,,,,,,19313,,,18748,,,,,,,
176,Westinghouse Electric Co LLC,,First Lien Secured Debt,,"6.63% (1M L+450, 1.00% Floor)",,01/11/19,,30000,,,30000,,,30000,,,(9),,,
177,Total Energy – Electricity,,,,76823,,,,85384,,,,,,,,,,,,
178,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,
179,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,First Lien Secured Debt,,8.00% Cash (10.00% PIK Toggle),,03/29/19,,,15000,,,,15000,,,,15000,,,
180,,,Second Lien Secured Debt,,10.00% PIK (8.00% Cash Toggle),,03/29/21,,31279,,,31279,,,31279,,,,,,
181,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
182,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,,30078,,,15981,,,(13),,,
183,,,,,,,,,,,76357,,,62260,,,,,,,
184,"Pelican Energy, LLC (4)",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"1,444 Shares",,,20108,,,8148,,,(13)(17)(29),,,
185,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche A Note,,14.00% (8.00% Cash plus 6.00% PIK),,12/31/19,,44095,,,44095,,,45417,,,,,,
186,,,First Lien Secured Debt - Tranche B Note,,14.00% PIK,,12/31/19,,75823,,,44380,,,45470,,,(13)(14),,,
187,,,First Lien Secured Debt - Tranche C Note,,12.00%,,12/31/19,,19200,,,19200,,,19776,,,,,,
188,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,12/31/19,,2800,,,-,,,-,,,(21)(23),,,
189,,,Common Equity/Interests - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,,1411,,,-,,,(13)(29),,,
190,,,,,,,,,,,109086,,,110663,,,,,,,
191,Total Energy – Oil & Gas,,,,205551,,,,181071,,,,,,,,,,,,
192,Food & Grocery,,,,,,,,,,,,,,,,,,,,
193,Bumble Bee Foods,,,,,,,,,,,,,,,,,,,,
194,"Bumble Bee Holdings, Inc.",,First Lien Secured Debt,,"10.33% (3M L+800, 1.00% Floor)",,08/15/23,,,15468,,,,15193,,,,15158,,,
195,Connors Bros Clover Leaf Seafoods Company,,First Lien Secured Debt,,"10.33% (3M L+800, 1.00% Floor)",,08/15/23,,4382,,,4304,,,4294,,,,,,
196,,,,,,,,,,,19497,,,19452,,,,,,,
197,"Grocery Outlet, Inc.",,Second Lien Secured Debt,,"10.34% (1M L+825, 1.00% Floor)",,10/21/22,,25000,,,24796,,,25250,,,(10),,,
198,Total Food & Grocery,,,,44293,,,,44702,,,,,,,,,,,,
199,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,
200,Altasciences,,,,,,,,,,,,,,,,,,,,
201,9360-1367 Quebec Inc.,,First Lien Secured Debt,,"8.58% (3M L+625, 1.00% Floor)",,06/09/23,,,2891,,,,2838,,,,2805,,,(9)(17)
202,,,First Lien Secured Debt,,"7.94% (3M L+625, 1.00% Floor)",,06/09/23,,C$,2412,,,1763,,,1779,,,(9)(17),,
203,"Altasciences US Acquisition, Inc.",,First Lien Secured Debt,,"8.58% (3M L+625, 1.00% Floor)",,06/09/23,,5222,,,5124,,,5066,,,(9),,,
204,,,First Lien Secured Debt - Revolver,,"8.61% (3M L+625, 1.00% Floor)",,06/09/23,,107,,,107,,,104,,,(9)(23)(28),,,
205,,,First Lien Secured Debt - Unfunded Revolver,,0.25% Unfunded,,06/09/23,,1319,,,(26,,,(40,,,(8)(9)(21)(23)(28),,,
206,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/09/23,,2851,,,(29,,,(86,,,(8)(9)(21)(23)(28),,,
207,,,,,,,,,,,9777,,,9628,,,,,,,
208,"Amerivet Partners Management, Inc.",,First Lien Secured Debt,,"7.85% (1M L+575, 1.00% Floor)",,06/05/24,,6045,,,5895,,,5895,,,(9),,,
209,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/05/24,,806,,,(21,,,(20,,,(8)(9)(21)(23),,,
210,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/05/24,,20149,,,(225,,,(499,,,(8)(9)(21)(23),,,
211,,,,,,,,,,,5649,,,5376,,,,,,,
212,Analogic Corporation,,First Lien Secured Debt,,"8.33% (3M L+600, 1.00% Floor)",,06/22/24,,27391,,,26710,,,27117,,,(9),,,
213,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/23,,2609,,,(67,,,(26,,,(8)(9)(21)(23),,,
214,,,,,,,,,,,26643,,,27091,,,,,,,
215,Aptevo Therapeutics Inc.,,First Lien Secured Debt,,"9.69% (1M L+760, 0.50% Floor)",,02/01/21,,8571,,,8739,,,8563,,,(9),,,
216,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
217,"Argon Medical Devices Holdings, Inc.",,Second Lien Secured Debt,,"10.09% (1M L+800, 1.00% Floor)",,01/23/26,,21300,,,21198,,,21580,,,(10),,,
218,"Avalign Technologies, Inc.",,Second Lien Secured Debt,,"10.38% (6M L+825, 1.00% Floor)",,09/02/24,,5500,,,5451,,,5459,,,(10),,,
219,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"10.63% (3M L+825, 1.00% Floor)",,10/21/24,,24612,,,24213,,,22889,,,(10),,,
220,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"8.34% (3M L+600, 0.50% Floor)",,03/06/23,,25000,,,24649,,,24652,,,(9),,,
221,,,First Lien Secured Debt - Revolver,,"8.36% (3M L+600, 0.50% Floor)",,03/06/23,,9966,,,9966,,,9828,,,(9)(23),,,
222,,,First Lien Secured Debt - Revolver,,"5.86% (3M L+350, 0.50% Floor)",,03/06/23,,10336,,,10336,,,10192,,,(9)(23),,,
223,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/06/23,,40567,,,(773,,,(562,,,(8)(9)(21)(23),,,
224,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00% Unfunded,,03/06/23,,9131,,,(171,,,(127,,,(8)(9)(21)(23),,,
225,,,,,,,,,,,44007,,,43983,,,,,,,
226,"Elements Behavioral Health, Inc.",,Second Lien Secured Debt,,"15.09% (3M L+1275 PIK, 1.00% Floor)",,02/11/20,,12353,,,11911,,,-,,,(13)(14),,,
227,"Invuity, Inc.",,First Lien Secured Debt,,"8.59% (1M L+650, 1.50% Floor)",,03/01/22,,10000,,,9875,,,9750,,,(9),,,
228,,,First Lien Secured Debt - Revolver,,"5.34% (1M L+325, 1.50% Floor)",,03/01/22,,809,,,809,,,799,,,(9)(23),,,
229,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/01/22,,1191,,,(7,,,(15,,,(8)(9)(21)(23),,,
230,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"32,803 Warrants",,,180,,,69,,,(9)(13),,,
231,,,,,,,,,,,10857,,,10603,,,,,,,
232,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"10.86% (3M L+850, 1.00% Floor)",,08/28/23,,17391,,,17009,,,16696,,,(10),,,
233,"LSCS Holdings, Inc",,Second Lien Secured Debt,,10.58% (3M L+825),,03/16/26,,20455,,,20010,,,20351,,,,,,
234,,,Second Lien Secured Debt,,10.34% (1M L+825),,03/16/26,,3864,,,3780,,,3844,,,,,,
235,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/16/26,,682,,,(15,,,(3,,,(8)(21)(23),,,
236,,,,,,,,,,,23775,,,24192,,,,,,,
237,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"8.33% (3M L+600, 1.00% Floor)",,11/22/23,,21523,,,21039,,,21327,,,(9),,,
238,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/22/22,,1557,,,(11,,,(14,,,(8)(9)(21)(23),,,
239,,,,,,,,,,,21028,,,21313,,,,,,,
240,"Oxford Immunotec, Inc.",,First Lien Secured Debt,,"9.69% (1M L+760, 0.50% Floor)",,10/01/21,,9750,,,9918,,,9950,,,(9)(17),,,
241,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/01/21,,1000,,,(3,,,-,,,(9)(17)(21)(23),,,
