,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
78,"Infiltrator Systems Integrated, LLC",,"9.750%  (3M L+875, 1.00% Floor)",,5/26/23,,"Manufacturing, Capital Equipment",,13889,,,13619,,,13819,,,,
79,"Institutional Shareholder Services, Inc.",,"8.500%  (3M L+750, 1.00% Floor)",,4/30/22,,Business Services,,6640,,,6582,,,6408,,,,
80,"Kronos, Inc.",,"9.750%  (3M L+850, 1.25% Floor)",,4/30/20,,Business Services,,4525,,,4502,,,4621,,,,
81,"MediaOcean, LLC",,"9.500%  (3M L+850, 1.00% Floor)",,8/15/23,,Business Services,,18000,,,17468,,,18000,,,,
82,"Miller Energy Resources, Inc. (17)(14)",,"14.750% (3M L+1075 Cash / 2.000% PIK, 2.000% Floor)",,2/3/18,,Energy – Oil & Gas,,88568,,,88568,,,62978,,,,
83,MSC Software Corp. (17),,"8.500%  (3M L+750, 1.00% Floor)",,5/31/21,,High Tech Industries,,13448,,,13333,,,13078,,,,
84,"Novolex Holdings, Inc.",,"9.750%  (3M L+875, 1.00% Floor)",,6/5/22,,"Containers, Packaging & Glass",,42045,,,41065,,,41782,,,,
85,Pabst Brewing Company,,"9.250%  (3M L+825, 1.00% Floor)",,11/14/22,,Consumer Goods – Durable,,27000,,,26687,,,26663,,,,
86,"Premier Trailer Leasing, Inc.",,"10.000%  (3M L+900, 1.00% Floor)",,9/24/20,,"Transportation – Cargo, Distribution",,52000,,,51098,,,53040,,,,
87,River Cree Enterprises LP (11)(17),,11.000%,,1/20/21,,"Hotel, Gaming, Leisure, Restaurants",,C$,23000,,,21683,,,17198,,,
88,"SiTV, Inc. (11)",,10.375%,,7/1/19,,Broadcasting & Subscription,,2219,,,2219,,,1642,,,,
89,SMG,,"9.250%  (3M L+825, 1.00% Floor)",,2/27/21,,"Hotel, Gaming, Leisure, Restaurants",,19900,,,19900,,,20000,,,,
90,"Sprint Industrial Holdings, LLC",,"11.250%  (3M L+1000, 1.25% Floor)",,11/14/19,,"Containers, Packaging & Glass",,16163,,,15431,,,12688,,,,
91,"SquareTwo Financial Corp. (Collect America, Ltd.) (17)",,11.625%,,4/1/17,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,65152,,,64516,,,40720,,,,
92,"STG-Fairway Acquisitions, Inc.",,"10.250%  (3M L+925, 1.00% Floor)",,6/26/23,,Business Services,,15000,,,14633,,,14700,,,,
93,"TASC, Inc.",,12.000%,,5/21/21,,Aerospace & Defense,,21815,,,21072,,,22197,,,,
94,"TMK Hawk Parent, Corp.",,"8.500%  (3M L+750, 1.00% Floor)",,10/1/22,,"Transportation – Cargo, Distribution",,34000,,,33692,,,34170,,,,
95,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except share data)",,,,,,,,,,,,,,,,,,
96,INVESTMENTS IN NON-CONTROLLED/NON-AFFILIATED INVESTMENTS-120.3%(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Par Amount(12),,Cost,,Fair  Value (1),,,,,,
97,2nd Lien Secured Debt-51.6% (continued),,,,,,,,,,,,,,,,,,
98,"Transfirst Holdings, Inc.",,"9.000%  (3M L+800, 1.00% Floor)",,11/11/22,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,21840,,,,21674,,,,21663,
99,"Velocity Technology Solutions, Inc.",,"9.000%  (3M L+775, 1.25% Floor)",,9/28/20,,Business Services,,16500,,,16230,,,16005,,,,
100,"Venoco, Inc.",,8.875% Cash (12.000% PIK Toggle),,2/28/19,,Energy – Oil & Gas,,35843,,,46020,,,28029,,,,
101,"Vertafore, Inc.",,"9.750%  (3M L+825, 1.50% Floor)",,10/27/17,,Business Services,,36436,,,36320,,,36755,,,,
102,Total 2nd Lien Secured Debt,,,1022344,,,,943065,,,,,,,,,,,
103,TOTAL SECURED DEBT,,,1808842,,,,1655611,,,,,,,,,,,
104,UNSECURED DEBT-16.2%,,,,,,,,,,,,,,,,,,
105,"Aerojet Rocketdyne Holdings, Inc. (formerly GenCorp, Inc.) (17)",,"9.500%  (3M L+850, 1.00% Floor)",,4/18/22,,Aerospace & Defense,,,10500,,,,10500,,,,10500,
106,"American Tire Distributors, Inc. (11)",,10.250%,,3/1/22,,"Transportation – Cargo, Distribution",,24281,,,24281,,,24888,,,,
107,Canacol Energy Ltd. (17)(23),,"9.500%  (3M L+850, 1.00% Floor)",,12/31/19,,Energy – Oil & Gas,,75000,,,73256,,,71813,,,,
108,"Delta Educational Systems, Inc.",,16.000% PIK,,5/12/17,,Education,,26128,,,25935,,,20314,,,,
109,"My Alarm Center, LLC",,16.250% (13.000% Cash / 3.250% PIK),,7/9/18,,Business Services,,4320,,,4320,,,4320,,,,
110,"Radio One, Inc. (11)",,9.250%,,2/15/20,,Broadcasting & Subscription,,15804,,,15717,,,13611,,,,
111,"Sorenson Holdings, LLC (11)",,13.000% Cash (13.000% PIK Toggle),,10/31/21,,Consumer Goods – Durable,,68,,,45,,,68,,,,
112,Tibco Software Inc. (11),,11.375%,,12/1/21,,High Tech Industries,,6984,,,6798,,,7001,,,,
113,"U.S. Security Associates Holdings, Inc.",,11.000%,,7/28/18,,Business Services,,135000,,,135000,,,136350,,,,
114,UniTek Global Services Inc.,,15.000% PIK,,7/13/19,,Telecommunications,,6814,,,6814,,,6814,,,,
115,TOTAL UNSECURED DEBT,,,302666,,,,295679,,,,,,,,,,,
116,TOTAL CORPORATE DEBT,,,2111508,,,,1951290,,,,,,,,,,,
117,STRUCTURED PRODUCTS AND OTHER-10.7%,,,,,,,,,,,,,,,,,,
118,Asset Repackaging Trust Six B.V. (11)(17)(19),,13.945%,,5/18/27,,Utilities – Electric,,,58411,,,,25139,,,,33294,
119,"Craft 2013-1, Credit-Linked Note (11)(16)(17)",,9.524%  (3M L+925),,4/17/22,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,25000,,,25071,,,24259,,,,
120,"Craft 2013-1, Credit-Linked Note (16)(17)",,9.524%  (3M L+925),,4/17/22,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,7625,,,7736,,,7402,,,,
121,"Craft 2014-1A, Credit-Linked Note (11)(17)",,9.924%  (3M L+965),,5/15/21,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,42500,,,42443,,,41516,,,,
122,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except share data)",,,,,,,,,,,,,,,,,,
123,INVESTMENTS IN NON-CONTROLLED/NON-AFFILIATED INVESTMENTS-120.3%(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Par Amount(12),,Cost,,Fair  Value (1),,,,,,
124,STRUCTURED PRODUCTS AND OTHER-10.7% (continued),,,,,,,,,,,,,,,,,,
125,"Craft 2015-2, Credit-Linked Note (11)(17)",,9.589%  (3M L+925),,1/16/24,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,26000,,,,26000,,,,24797,
126,"Dark Castle Holdings, LLC",,35.400%,,N/A,,Media – Diversified & Production,,24395,,,1189,,,2270,,,,
127,"JP Morgan Chase & Co., Credit-Linked Note (17)",,12.531%  (12M L+1225),,12/20/21,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,43250,,,41727,,,42506,,,,
128,"NXT Capital CLO 2014-1, LLC, Class E Notes (11)(17)",,5.777%  (3M L+550),,4/23/26,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,5000,,,4680,,,4462,,,,
129,"Renaissance Umiat, LLC, ACES Tax Receivable (15)(17)",,11.240%- 12.370%,,N/A,,Energy – Oil & Gas,,-,,,15296,,,15236,,,,
130,TOTAL STRUCTURED PRODUCTS AND OTHER,,,189281,,,,195742,,,,,,,,,,,
131,PREFERRED EQUITY-1.6%,,Shares,,,,,,,,,,,,,,,,
132,"CA Holding, Inc. (Collect America, Ltd.), Series A Preferred Stock (13)(17)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,32961,,,,788,,,,-,,
133,"Crowley Holdings, Series A Preferred Stock (11)",,12.000% (10.000% Cash / 2.000% PIK),,N/A,,"Transportation – Cargo, Distribution",,22500,,,23310,,,23712,,,,
134,"Gryphon Colleges Corp. (Delta Educational Systems, Inc.), Preferred Stock (Convertible) (13)(14)",,12.500% PIK,,N/A,,Education,,332500,,,6863,,,-,,,,
135,"Gryphon Colleges Corp. (Delta Educational Systems, Inc.), Preferred Stock (13)(14)",,13.500% PIK,,5/12/18,,Education,,12360,,,27685,,,138,,,,
136,"Varietal Distribution Holdings, LLC, Class A Preferred Unit",,8.000% PIK,,N/A,,"Transportation – Cargo, Distribution",,3097,,,4842,,,4842,,,,
137,TOTAL PREFERRED EQUITY,,,63488,,,,28692,,,,,,,,,,,
138,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except share data)",,,,,,,,,,,,,,,,,,
139,INVESTMENTS IN NON-CONTROLLED/NON-AFFILIATED INVESTMENTS-120.3%(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Par Amount(12),,Cost,,Fair  Value (1),,,,,,
140,EQUITY-1.2%,,,,,,,,,,,,,,,,,,
141,Common Equity/Interests-1.0%,,,,,,,,Shares,,,,,,,,,,
142,"ATD Corporation (Accelerate Parent Corp), Common Stock",,N/A,,N/A,,"Transportation – Cargo, Distribution",,1664046,,,,1714,,,,2640,,
143,"CA Holding, Inc. (Collect America, Ltd.), Series A Common Stock (13)(17)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,25000,,,2500,,,-,,,,
144,"CA Holding, Inc. (Collect America, Ltd.), Series AA Common Stock (13)(17)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,4294,,,429,,,-,,,,
145,"Caza Petroleum Inc., Net Profits Interest (13)",,N/A,,N/A,,Energy – Oil & Gas,,-,,,1202,,,-,,,,
146,"Caza Petroleum Inc., Overriding Royalty Interest",,N/A,,N/A,,Energy – Oil & Gas,,-,,,339,,,34,,,,
147,"Clothesline Holdings, Inc. (Angelica Corporation), Common Stock (13)",,N/A,,N/A,,Healthcare & Pharmaceuticals,,6000,,,6000,,,1014,,,,
148,"Explorer Coinvest, LLC (Booz Allen), Common Stock (17)",,N/A,,N/A,,Business Services,,192,,,1468,,,4675,,,,
149,"Garden Fresh Restaurant Holdings, LLC., Common Stock (13)",,N/A,,N/A,,"Hotel, Gaming, Leisure, Restaurants",,50000,,,5000,,,-,,,,
150,"Gryphon Colleges Corp. (Delta Educational Systems, Inc.), Common Stock (13)",,N/A,,N/A,,Education,,17500,,,175,,,-,,,,
151,"Pelican Energy, LLC, Net Profits Interest (13)(17)",,N/A,,N/A,,Energy – Oil & Gas,,1098572,,,1099,,,-,,,,
152,"Skyline Data, News and Analytics LLC, Class A Common Unit (13)",,N/A,,N/A,,Business Services,,4500,,,4500,,,4500,,,,
153,"Sorenson Holdings, LLC, Membership Interests (13)",,N/A,,N/A,,Consumer Goods – Durable,,587,,,-,,,103,,,,
154,"Univar, Inc., Common Stock (13)",,N/A,,N/A,,Wholesale,,290015,,,5755,,,5264,,,,
155,"Varietal Distribution Holdings, LLC, Class A Common Unit (13)",,N/A,,N/A,,"Transportation – Cargo, Distribution",,28028,,,28,,,73,,,,
156,Total Common Equity/Interests,,,30209,,,,18303,,,,,,,,,,,
157,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except warrants)",,,,,,,,,,,,,,,,,,
158,INVESTMENTS IN NON-CONTROLLED/NON-AFFILIATED INVESTMENTS-120.3%(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Warrants,,Cost,,Fair  Value (1),,,,,,
159,Warrants-0.2%,,,,,,,,,,,,,,,,,,
160,"CA Holding, Inc. (Collect America, Ltd.), Common Stock Warrants (13)(17)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,12255,,,,8,,,,-,,
161,"Energy & Exploration Partners, Inc., Common Stock Warrants (13)",,N/A,,N/A,,Energy – Oil & Gas,,60778,,,2374,,,-,,,,
162,"Fidji Luxco (BC) S.C.A., Common Stock Warrants (2)(13)(17)",,N/A,,N/A,,High Tech Industries,,18113,,,182,,,4105,,,,
163,"Gryphon Colleges Corp. (Delta Educational Systems, Inc.), Class A-1 Preferred Stock Warrants (13)",,N/A,,N/A,,Education,,45947,,,459,,,-,,,,
164,"Gryphon Colleges Corp. (Delta Educational Systems, Inc.), Class B-1 Preferred Stock Warrants (13)",,N/A,,N/A,,Education,,104314,,,1043,,,-,,,,
165,"Gryphon Colleges Corp. (Delta Educational Systems, Inc.), Common Stock Warrants (13)",,N/A,,N/A,,Education,,9820,,,98,,,-,,,,
166,"Osage Exploration & Development, Inc., Common Stock Warrants (13)(17)",,N/A,,N/A,,Energy – Oil & Gas,,1496843,,,-,,,-,,,,
167,"Spotted Hawk Development, LLC, Common Stock Warrants (13)",,N/A,,N/A,,Energy – Oil & Gas,,54545,,,852,,,222,,,,
168,Total Warrants,,,5016,,,,4327,,,,,,,,,,,
169,TOTAL EQUITY,,,35225,,,,22630,,,,,,,,,,,
170,Total Investments in Non-Controlled/ Non-Affiliated Investments,,,2399503,,,,2198354,,,,,,,,,,,
171,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except share data)",,,,,,,,,,,,,,,,,,
172,INVESTMENTS IN NON-CONTROLLED/AFFILIATED  INVESTMENTS-23.6%(4)(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Par  Amount(12),,Cost,,Fair  Value (1),,,,,,
173,CORPORATE DEBT-0.1%,,,,,,,,,,,,,,,,,,
174,SECURED DEBT-0.1%,,,,,,,,,,,,,,,,,,
175,1st Lien Secured Debt-0.1%,,,,,,,,,,,,,,,,,,
176,"Renewable Funding Group, Inc. (16)",,8.000%,,6/3/16,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,2014941,,,,2015,,,,2383,
177,Total 1st Lien Secured Debt,,,2015,,,,2383,,,,,,,,,,,
178,TOTAL SECURED DEBT,,,2015,,,,2383,,,,,,,,,,,
179,TOTAL CORPORATE DEBT,,,2015,,,,2383,,,,,,,,,,,
180,STRUCTURED PRODUCTS AND OTHER-11.9%,,,,,,,,,,,,,,,,,,
181,"Golden Bear Warehouse LLC, Equity (3)(17)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,20741,,,,20741,,,,23268,
182,"Golden Hill CLO I, LLC, Equity (3)(17)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,70944,,,70752,,,73072,,,,
183,"Highbridge Loan Management 3-2014, Ltd, Subordinated Notes (3)(11)(17)(22)",,14.510%,,1/18/25,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,8163,,,5974,,,5922,,,,
184,"Ivy Hill Middle Market Credit Fund IX, Ltd, Subordinated Notes (3)(11)(17)(22)",,16.410%,,10/18/25,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,12500,,,10790,,,10448,,,,
185,"Ivy Hill Middle Market Credit Fund X, Ltd, Subordinated Notes (3)(11)(17)(22)",,13.780%,,7/18/27,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,14000,,,12457,,,12154,,,,
186,"Jamestown CLO I LTD, Subordinated Notes (3)(11)(17)(22)",,-,,11/5/24,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,4325,,,3261,,,2803,,,,
187,"MCF CLO I, LLC, Membership Interests (3)(4)(11)(17)(22)",,23.740%,,4/20/23,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,38918,,,34035,,,36548,,,,
188,"MCF CLO III, LLC, Class E Notes (3)(11)(17)",,4.725%  (3M L+445),,1/20/24,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,12750,,,11512,,,10959,,,,
189,"MCF CLO III, LLC, Membership Interests (3)(11)(17)(22)",,19.840%,,1/20/24,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,41900,,,35676,,,37020,,,,
