,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
22,"Vari-Form Group, LLC",,First Lien Secured Debt,,11.00 (7.00 Cash plus 4.00 PIK),,02/02/23,,,5860,,,,901,,,,,293,,,(9)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Vari-Form Inc.,,First Lien Secured Debt,,11.00 (7.00 Cash plus 4.00 PIK),,02/02/23,,2110,,391,,,,105,,,(9)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,1292,,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"K&N Parent, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"K&N Parent, Inc.",,Second Lien Secured Debt,,"9.75 (3M L+875, 1.00 Floor)",,10/21/24,,23765,,23549,,,,21982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Truck-Lite Co., LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"TL Lighting Holdings, LLC",,Common Equity - Equity,,N/A,,N/A,,350 Shares,,350,,,,345,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Truck-Lite Co., LLC",,First Lien Secured Debt,,"7.25 (3M L+625, 1.00 Floor)",,12/14/26,,28585,,28029,,,,28088,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,First Lien Secured Debt - Revolver,,"7.25 (3M L+625, 1.00 Floor)",,12/13/24,,1526,,1526,,,,1508,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/13/24,,1432,,(53),,,,(17),,,(8)(9) (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,First Lien Secured Debt - Letters of Credit,,6.25,,11/30/21 - 12/21/21,,94,,0,,,,(1),,,(8)(9) (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,29852,,,,29923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,Total Automotive,,,54693,,,,,52303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Merx Aviation Finance, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,10.00,,10/31/23,,,190500,,,,190500,,,,,190500,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,First Lien Secured Debt - Letter of Credit,,2.25,,07/13/21,,177,,0,,,,0,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,Common Equity - Membership Interests,,N/A,,N/A,,N/A,,120300,,,,125061,,,(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,310800,,,,315561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Primeflight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"PrimeFlight Aviation Services, Inc.",,First Lien Secured Debt,,"6.50 (1M L+550, 1.00 Floor)",,05/09/24,,17478,,17229,,,,17088,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,Total Aviation and Consumer Transport,,,328029,,,,,332649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Bolthouse Farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Wm. Bolthouse Farms, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,"1,000,000 Shares",,,1001,,,,,1070,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Eagle Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"7.50 (3M L+650, 1.00 Floor)",,06/14/24,,23458,,23317,,,,23224,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,First Lien Secured Debt - Revolver,,"7.50 (3M L+650, 1.00 Floor)",,06/14/23,,750,,750,,,,742,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/14/23,,3000,,(19),,,,(30),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,24048,,,,23936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Florida Food Products, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Florida Food Products, Inc.",,First Lien Secured Debt,,"7.50 (3M L+650, 1.00 Floor)",,09/08/25,,22705,,22345,,,,22592,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,First Lien Secured Debt,,"8.25 (3M L+725, 1.00 Floor)",,09/08/25,,2977,,2795,,,,2977,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Florida Food Products, LLC",,First Lien Secured Debt - Revolver,,"7.50 (3M L+650, 1.00 Floor)",,09/06/23,,479,,479,,,,477,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/06/23,,1233,,(21),,,,(6),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,25598,,,,26040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Orgain, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Butterfly Fighter Co-Invest, L.P.",,Common Equity - Membership Interests,,N/A,,N/A,,"1,000,000 Shares",,1005,,,,1275,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,TNT Crust LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,TNT Crust LLC,,First Lien Secured Debt,,"7.75 (3M L+675, 1.00 Floor)",,11/06/23,,20473,,20223,,,,20166,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,First Lien Secured Debt - Revolver,,"7.75 (3M L+675, 1.00 Floor)",,11/06/23,,325,,325,,,,320,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,First Lien Secured Debt - Revolver,,"7.75 (1M L+675, 1.00 Floor)",,11/06/23,,813,,813,,,,801,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/06/23,,2114,,(36),,,,(32),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,Common Equity - Series A Units,,N/A,,N/A,,244 Shares,,30,,,,276,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,21355,,,,21531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Turkey Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,IC Holdings LLC,,Common Equity - Series A Units,,N/A,,N/A,,169 Shares,,169,,,,351,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,THLP CO. LLC,,First Lien Secured Debt,,"7.00 (12M L+600, 1.00 Floor)",,05/30/25,,2787,,2763,,,,2759,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,First Lien Secured Debt,,8.25 (P+500),,05/30/25,,1,,1,,,,1,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,First Lien Secured Debt,,"7.00 (2M L+600, 1.00 Floor)",,05/30/25,,19562,,19290,,,,19366,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,First Lien Secured Debt - Revolver,,8.25 (P+500),,05/31/24,,2360,,2360,,,,2336,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/31/24,,2135,,(57),,,,(21),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,05/30/25,,2809,,(39),,,,(28),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,24487,,,,24764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,"Total Beverage, Food & Tobacco",,,97494,,,,,98616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Access Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Access CIG, LLC",,Second Lien Secured Debt,,7.87 (1M L+775),,02/27/26,,,15900,,,,15807,,,,,15709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Ambrosia Buyer Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,9.00,,08/28/25,,21429,,20536,,,,12795,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,AML Rightsource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Gabriel Partners, LLC",,First Lien Secured Debt,,"7.25 (6M L+625, 1.00 Floor)",,09/21/26,,10176,,9945,,,,9971,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,First Lien Secured Debt - Revolver,,"7.25 (6M L+625, 1.00 Floor)",,09/21/26,,443,,443,,,,435,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/21/26,,222,,(15),,,,(4),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,10373,,,,10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Claritas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Claritas, LLC",,First Lien Secured Debt,,"7.00 (3M L+600, 1.00 Floor)",,12/21/23,,3746,,3724,,,,3708,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,First Lien Secured Debt - Revolver,,"7.00 (3M L+600, 1.00 Floor)",,12/21/23,,129,,129,,,,128,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/21/23,,902,,(6),,,,(9),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,3847,,,,3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Continuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"6.50 (1M L+550, 1.00 Floor)",,02/15/22,,5317,,5317,,,,5224,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/15/22,,14683,,(142),,,,(257),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,775 Shares,,78,,,,78,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,5253,,,,5045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Education Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Arthur Bidco Limited,,First Lien Secured Debt,,"6.00 (1M GBPL+550, 0.50 Floor)",,08/31/24,,£,4035,,,5162,,,,5309,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,First Lien Secured Debt - Revolver,,"6.00 (1M GBPL+550, 0.50 Floor)",,08/31/24,,£,1471,,,1881,,,,1933,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,7043,,,,7242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Electro Rent Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Electro Rent Corporation,,Second Lien Secured Debt,,"10.00 (3M L+900, 1.00 Floor)",,01/31/25,,34235,,33672,,,,33722,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Elo Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,TGG TS Acquisition Company,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/14/23,,1750,,0,,,,(33),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Ensemble Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"EHL Merger Sub, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.25 Unfunded,,08/01/24,,4155,,(254),,,,(140),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Jacent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Jacent Strategic Merchandising,,First Lien Secured Debt,,"6.75 (3M L+575, 1.00 Floor)",,04/23/24,,22352,,22146,,,,21896,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,First Lien Secured Debt - Revolver,,"6.75 (3M L+575, 1.00 Floor)",,04/23/24,,2567,,2567,,,,2514,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/23/24,,933,,(32),,,,(19),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000 Shares",,500,,,,313,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"JSM Equity Investors, L.P.",,Preferred Equity - Class P Partnership Units,,N/A,,N/A,,114 Shares,,11,,,,11,,,(9)(13)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,25192,,,,24715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Jones & Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"JF Acquisition, LLC",,First Lien Secured Debt,,"6.50 (12M L+550, 1.00 Floor)",,07/31/24,,13139,,12963,,,,12965,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,First Lien Secured Debt,,"6.50 (3M L+550, 1.00 Floor)",,07/31/24,,169,,167,,,,167,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,First Lien Secured Debt - Revolver,,"6.50 (1M L+550, 1.00 Floor)",,07/31/24,,628,,628,,,,619,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,First Lien Secured Debt - Revolver,,"6.50 (12M L+550, 1.00 Floor)",,07/31/24,,628,,628,,,,619,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,07/31/24,,314,,(21),,,,(4),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,14365,,,,14366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,MAKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Trident Bidco Limited,,First Lien Secured Debt,,"6.50 (6M L+550, 1.00 Floor)",,11/08/25,,34562,,33765,,,,34013,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,McLarens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Margaux Acquisition Inc.,,First Lien Secured Debt,,"6.75 (3M L+575, 1.00 Floor)",,12/19/24,,23054,,22766,,,,22876,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,1601,,(20),,,,(12),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Margaux UK Finance Limited,,First Lien Secured Debt,,"6.75 (3M GBPL+575, 1.00 Floor)",,12/19/24,,£,7183,,,8965,,,,9835,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,£,541,,,(8),,,,(6),,,(8)(9)  (17)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,31703,,,,32693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Naviga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,First Lien Secured Debt,,"8.00 (3M L+700, 1.00 Floor)",,12/29/22,,11024,,10910,,,,10914,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,First Lien Secured Debt - Revolver,,"8.00 (1M L+700, 1.00 Floor)",,12/29/22,,240,,240,,,,238,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/22,,260,,(4),,,,(3),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/29/22,,1282,,(15),,,,(13),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,11131,,,,11136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"6.75 (3M L+575, 1.00 Floor)",,10/19/26,,32536,,32005,,,,31420,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,First Lien Secured Debt - Revolver,,"6.75 (3M L+575, 1.00 Floor)",,10/20/25,,1039,,1039,,,,1009,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,10/20/25,,1946,,(45),,,,(57),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,10/19/26,,2388,,(19),,,,(82),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,32980,,,,32290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"RA Outdoors, LLC (Active Outdoors)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"RA Outdoors, LLC",,First Lien Secured Debt,,"5.75 (6M L+475, 1.00 Floor)",,09/11/24,,6525,,6461,,,,6460,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/09/22,,1200,,(7),,,,0,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,Second Lien Secured Debt,,"9.75 (6M L+875, 1.00 Floor)",,09/11/25,,31950,,31504,,,,31311,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,37958,,,,37771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,374,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Soliant Holdings, LLC",,First Lien Secured Debt,,"6.50 (1M L+550, 1.00 Floor)",,12/31/26,,16274,,16007,,,,16274,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/31/24,,1936,,(29),,,,0,,,(9)(21) (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,16278,,,,16648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Transplace Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"9.75 (3M L+875, 1.00 Floor)",,10/06/25,,8599,,8476,,,,8513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"US Legal Support Investment Holdings, LLC",,Common Equity - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,632,,,,474,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"6.75 (3M L+575, 1.00 Floor)",,12/02/24,,24250,,23948,,,,22785,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
