,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
38,Secured Debt088.9,,,,,,,,,,,,,,,,,,
39,First Lien Secured Debt036.1,,,,,,,,,,,,,,,,,,
40,First Lien Secured Debt (excluding Revolvers and Letters of Credit)036.0,,,,,,,,,,,,,,,,,,
41,"Aventine Renewable Energy Holdings, Inc.",,"Chemicals, Plastics & Rubber",,10.500 Cash (15.000 PIK Toggle),,9/22/17,,,16339,,,,17970,,,,15685,
42,"Aveta, Inc.",,Healthcare & Pharmaceuticals,,"9.750 (3M L+825, 1.50 Floor)",,12/12/17,,51315,,,50619,,,30575,,,,
43,"Belk, Inc.",,Retail,,"5.750 (6M L+475, 1.00 Floor)",,12/12/22,,10780,,,9587,,,9513,,,,
44,ChyronHego Corporation (18),,High Tech Industries,,"6.625 (3M L+563, 1.00 Floor)",,3/9/20,,32431,,,31858,,,31783,,,,
45,"Deep Gulf Energy II, LLC",,Energy – Oil & Gas,,"14.500 (6M L+1300, 1.50 Floor)",,9/30/18,,50000,,,50000,,,45625,,,,
46,"Delta Educational Systems, Inc.",,Education,,16.000 PIK,,12/11/16,,6509,,,6509,,,6496,,,,
47,Dodge Data & Analytics LLC,,Business Services,,"9.750 (3M L+875, 1.00 Floor)",,10/31/19,,53503,,,52641,,,52031,,,,
48,ECN Holding Company (18),,High Tech Industries,,"8.000 (3M L+700, 1.00 Floor)",,6/12/21,,22388,,,22077,,,21850,,,,
49,"Hunt Companies, Inc. (11)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.625,,3/1/21,,34008,,,32665,,,30862,,,,
50,"Magnetation, LLC (11)(13)(14)(16)",,Metals & Mining,,11.000,,5/15/18,,32632,,,33957,,,1812,,,,
51,"Magnetation, LLC (13)(14)(16)",,Metals & Mining,,12.000 PIK,,3/7/16,,13070,,,12427,,,6607,,,,
52,"Maxus Capital Carbon SPE I, LLC",,"Chemicals, Plastics & Rubber",,13.000,,9/18/19,,63438,,,63438,,,62800,,,,
53,"My Alarm Center, LLC (16)",,Business Services,,"9.000 (12M L+800, 1.00 Floor)",,1/9/19,,42614,,,42614,,,42614,,,,
54,"My Alarm Center, LLC (16)(23)",,Business Services,,"9.000 (12M L+800 Funded, 0.350 Unfunded, 1.00 Floor)",,1/9/19,,11441,,,11441,,,11441,,,,
55,"My Alarm Center, LLC (16)(23)",,Business Services,,"9.000 (3M L+800 Funded, 0.350 Unfunded, 1.00 Floor)",,1/9/19,,3880,,,3880,,,3880,,,,
56,"Osage Exploration & Development, Inc. (11)(13)(14)(17)",,Energy – Oil & Gas,,"13.000 (12M L+1100, 2.00 Floor), 13.000 PIK Toggle",,4/27/16,,25840,,,24856,,,4489,,,,
57,"Pelican Energy, LLC (17)",,Energy – Oil & Gas,,"10.000 (7.000 Cash, 3.000 PIK)",,12/31/18,,28313,,,27524,,,22878,,,,
58,"Saba Software, Inc. (18)",,High Tech Industries,,"9.750 (12M L+875, 1.00 Floor)",,3/30/21,,9950,,,9950,,,9801,,,,
59,"SCM Insurance Services, Inc. (17)",,Business Services,,9.250,,8/22/19,,C$,39480,,,32960,,,25863,,,
60,"Spotted Hawk Development, LLC",,Energy – Oil & Gas,,"19.000 (13.000 Cash, 6.000 PIK)",,9/12/16,,84380,,,84380,,,68001,,,,
61,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
62,Telestream Holdings Corporation (18),,High Tech Industries,,"7.430 (3M L+643, 1.00 Floor)",,1/15/20,,,31891,,,,31891,,,,31444,
63,UniTek Global Services Inc. (16),,Telecommunications,,"9.500 (3M L+750, 1.000 PIK, 1.00 Floor)",,1/13/19,,17882,,,17882,,,17882,,,,
64,UniTek Global Services Inc. (16),,Telecommunications,,"8.500 (3M L+750, 1.00 Floor)",,1/13/19,,32367,,,32367,,,30748,,,,
65,"Venoco, Inc.",,Energy – Oil & Gas,,12.000,,2/28/19,,40517,,,40517,,,36465,,,,
66,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit),,,,,,,744010,,,,621145,,,,,,,
67,Funded and Unfunded Revolver Obligations00.1,,,,,,,,,,,,,,,,,,
68,"Alliant Holdings, Unfunded Revolver (8)(21)(23)",,Insurance,,0.500 Unfunded,,8/14/20,,,15000,,,,"(1,575",,,,"(1,485",
69,"Avaya, Inc., Revolver",,Telecommunications,,2.963 (12M L+275),,10/26/16,,3303,,,3152,,,3105,,,,
70,"CIT Group, Inc., Unfunded Revolver (8)(17)(21)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,0.625 Unfunded,,1/27/17,,25000,,,(3,,,(875,,,,
71,"Confie Seguros Holding II Co., Revolver (16)(23)",,Insurance,,7.000 (3M P+350),,12/10/18,,750,,,750,,,660,,,,
72,"Confie Seguros Holding II Co., Revolver (16)(23)",,Insurance,,4.924 (3M L+450),,12/10/18,,470,,,470,,,414,,,,
73,"Confie Seguros Holding II Co., Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.500 Unfunded,,12/10/18,,3194,,,(271,,,(384,,,,
74,"My Alarm Center, LLC, Unfunded Revolver (16)(21)(23)",,Business Services,,0.350 Unfunded,,1/9/19,,6250,,,0,,,0,,,,
75,"Tibco Software Inc., Revolver (16)(23)",,High Tech Industries,,4.230 (12M L+400),,12/5/19,,1440,,,1440,,,1332,,,,
76,"Tibco Software Inc., Unfunded Revolver (8)(21)(23)",,High Tech Industries,,0.500 Unfunded,,12/5/19,,4560,,,(47,,,(342,,,,
77,"Transfirst Holdings, Inc., Unfunded Revolver (8)(16)(21)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,0.500 Unfunded,,11/12/19,,2943,,,(12,,,(88,,,,
78,"UniTek Global Services Inc., Unfunded Revolver (16)(21)(23)",,Telecommunications,,0.500 Unfunded,,1/13/19,,5000,,,0,,,0,,,,
79,Total Funded and Unfunded Revolver Obligations,,,,,,,,,3904,,,,2337,,,,,
80,Letters of Credit00.0,,,,,,,,,,,,,,,,,,
81,"Confie Seguros Holding II Co., Letter of Credit (8)(16)(23)",,Insurance,,4.500,,1/13/16,,,86,,,,0,,,,(10,
82,"Transfirst Holdings, Inc., Letter of Credit (8)(16)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,3.750,,11/12/19,,57,,,0,,,(2,,,,
83,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.500,,1/13/19,,8813,,,0,,,0,,,,
84,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.500,,1/13/19,,1850,,,0,,,0,,,,
85,Total Letters of Credit,,,,,,,,,0,,,,(12,,,,,
86,Total First Lien Secured Debt,,,,,,,,,747914,,,,623470,,,,,
87,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
88,Second Lien Secured Debt052.8,,,,,,,,,,,,,,,,,,
89,1A Smart Start LLC,,Consumer Services,,"9.500 (3M L+850, 1.00 Floor)",,8/22/22,,,35000,,,,34327,,,,34055,
90,"Access CIG, LLC",,Business Services,,"9.750 (3M L+875, 1.00 Floor)",,10/17/22,,50970,,,48746,,,49696,,,,
91,"Active Network, Inc.",,Business Services,,"9.500 (3M L+850, 1.00 Floor)",,11/15/21,,19672,,,19593,,,18197,,,,
92,"Appriss Holdings, Inc.",,Business Services,,"9.250 (3M L+825, 1.00 Floor)",,5/21/21,,32750,,,32315,,,32750,,,,
93,Armor Holding II LLC,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"10.250 (3M L+900, 1.25 Floor)",,12/26/20,,8000,,,7881,,,7800,,,,
94,Asurion Corporation,,Insurance,,"8.500 (3M L+750, 1.00 Floor)",,3/3/21,,67590,,,67313,,,58211,,,,
95,Confie Seguros Holding II Co.,,Insurance,,"10.250 (3M L+900, 1.25 Floor)",,5/8/19,,22344,,,22242,,,22149,,,,
96,"Delta Educational Systems, Inc.",,Education,,35.000 PIK,,6/10/18,,1182,,,1182,,,2301,,,,
97,"Deltek, Inc.",,Business Services,,"9.500 (3M L+850, 1.00 Floor)",,6/26/23,,28086,,,27696,,,27735,,,,
98,"Elements Behavioral Health, Inc.",,Healthcare & Pharmaceuticals,,"11.750 (3M L+875 Cash, 2.000 PIK, 1.00 Floor)",,2/11/20,,9534,,,9464,,,9482,,,,
99,"Extraction Oil & Gas Holdings, LLC",,Energy – Oil & Gas,,11.000 & 10.000,,5/29/19,,52633,,,52036,,,52264,,,,
100,Garden Fresh Restaurant Corp. (16),,"Hotel, Gaming, Leisure, Restaurants",,"7.750 (3M L+625 PIK, 1.50 Floor)",,1/1/19,,8755,,,7298,,,6391,,,,
101,Garden Fresh Restaurant Corp. (16),,"Hotel, Gaming, Leisure, Restaurants",,"15.000 (12M L+1350 PIK, 1.50 Floor)",,1/1/19,,44687,,,43116,,,35750,,,,
102,"GCA Services Group, Inc.",,Business Services,,"9.250 (3M L+800, 1.25 Floor)",,11/2/20,,26197,,,26298,,,25870,,,,
103,"Grocery Outlet, Inc.",,Food & Grocery,,"9.250 (3M L+825, 1.00 Floor)",,10/21/22,,28000,,,27624,,,27580,,,,
104,"GTCR Valor Companies, Inc.",,Business Services,,"9.500 (3M L+850, 1.00 Floor)",,11/30/21,,35000,,,34695,,,33644,,,,
105,"Infiltrator Systems Integrated, LLC",,"Manufacturing, Capital Equipment",,"9.750 (3M L+875, 1.00 Floor)",,5/26/23,,13889,,,13625,,,13819,,,,
106,"Institutional Shareholder Services, Inc.",,Business Services,,"8.500 (3M L+750, 1.00 Floor)",,4/30/22,,6640,,,6584,,,6341,,,,
107,"Kronos, Inc.",,Business Services,,"9.750 (3M L+850, 1.25 Floor)",,4/30/20,,3512,,,3567,,,3506,,,,
108,"Miller Energy Resources, Inc. (13)(14)(17)",,Energy – Oil & Gas,,"14.750 (3M L+1075 Cash, 2.000 PIK, 2.000 Floor)",,2/3/18,,89021,,,88568,,,63757,,,,
109,MSC Software Corp. (17),,High Tech Industries,,"8.500 (3M L+750, 1.00 Floor)",,5/31/21,,13448,,,13337,,,11834,,,,
110,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
111,"Novolex Holdings, Inc.",,"Containers, Packaging & Glass",,"9.750 (3M L+875, 1.00 Floor)",,6/5/22,,,42045,,,,41092,,,,40153,
112,Pabst Brewing Company,,Consumer Goods – Durable,,"9.250 (3M L+825, 1.00 Floor)",,11/14/22,,27000,,,26695,,,26460,,,,
113,"Poseidon Merger Sub, Inc.",,Business Services,,"9.500 (3M L+850, 1.00 Floor)",,8/15/23,,18000,,,17485,,,18000,,,,
114,"Premier Trailer Leasing, Inc.",,"Transportation – Cargo, Distribution",,"10.000 (3M L+900, 1.00 Floor)",,9/24/20,,52000,,,51135,,,53040,,,,
115,River Cree Enterprises LP (11)(17),,"Hotel, Gaming, Leisure, Restaurants",,11.000,,1/20/21,,C$,23000,,,21684,,,16516,,,
116,"SiTV, Inc. (11)",,Broadcasting & Subscription,,10.375,,7/1/19,,2219,,,2219,,,1786,,,,
117,SMG,,"Hotel, Gaming, Leisure, Restaurants",,"9.250 (3M L+825, 1.00 Floor)",,2/27/21,,19900,,,19900,,,20000,,,,
118,"Sprint Industrial Holdings, LLC",,"Containers, Packaging & Glass",,"11.250 (3M L+1000, 1.25 Floor)",,11/14/19,,16163,,,15469,,,12365,,,,
119,SquareTwo Financial Corp. (17),,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,11.625,,4/1/17,,65152,,,64619,,,37462,,,,
120,"STG-Fairway Acquisitions, Inc.",,Business Services,,"10.250 (3M L+925, 1.00 Floor)",,6/30/23,,15000,,,14641,,,14400,,,,
121,"TASC, Inc.",,Aerospace & Defense,,12.000,,5/21/21,,21815,,,21095,,,22142,,,,
122,"TMK Hawk Parent, Corp.",,"Transportation – Cargo, Distribution",,"8.500 (3M L+750, 1.00 Floor)",,10/1/22,,34000,,,33700,,,33660,,,,
123,"Transfirst Holdings, Inc.",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"9.000 (3M L+800, 1.00 Floor)",,11/11/22,,27840,,,27570,,,27283,,,,
124,"U.S. Renal Care, Inc.",,Healthcare & Pharmaceuticals,,"9.000 (3M L+800, 1.00 Floor)",,12/29/23,,3000,,,2940,,,2948,,,,
125,"Velocity Technology Solutions, Inc.",,Business Services,,"9.000 (3M L+775, 1.25 Floor)",,9/28/20,,16500,,,16241,,,15881,,,,
126,"Venoco, Inc.",,Energy – Oil & Gas,,8.875 (12.000 PIK Toggle),,2/28/19,,35843,,,46020,,,25090,,,,
127,Total Second Lien Secured Debt,,,,,,,,,1010012,,,,910318,,,,,
128,Total Secured Debt,,,,,,,,,1757926,,,,1533788,,,,,
129,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
130,Unsecured Debt016.6,,,,,,,,,,,,,,,,,,
131,"Aerojet Rocketdyne Holdings, Inc. (formerly GenCorp, Inc.) (17)",,Aerospace & Defense,,"9.500 (3M L+850, 1.00 Floor)",,4/18/22,,,6500,,,,6500,,,,6500,
132,"American Tire Distributors, Inc. (11)",,"Transportation – Cargo, Distribution",,10.250,,3/1/22,,29741,,,29821,,,27399,,,,
133,Canacol Energy Ltd. (17)(23),,Energy – Oil & Gas,,"9.500 (3M L+850, 1.000 Unfunded, 1.00 Floor)",,12/31/19,,75000,,,73339,,,71400,,,,
134,"Delta Educational Systems, Inc.",,Education,,16.000 PIK,,5/12/17,,27181,,,27016,,,18862,,,,
135,"Radio One, Inc. (11)",,Broadcasting & Subscription,,9.250,,2/15/20,,15804,,,15721,,,12367,,,,
136,"Sorenson Holdings, LLC (11)",,Consumer Goods – Durable,,13.000 (13.000 PIK Toggle),,10/31/21,,68,,,45,,,69,,,,
137,Tibco Software Inc. (11),,High Tech Industries,,11.375,,12/1/21,,6984,,,6803,,,5849,,,,
138,"U.S. Security Associates Holdings, Inc.",,Business Services,,11.000,,7/28/18,,135000,,,135000,,,136350,,,,
139,UniTek Global Services Inc.,,Telecommunications,,15.000 PIK,,7/13/19,,7093,,,7093,,,7093,,,,
140,Total Unsecured Debt,,,,,,,,,301338,,,,285889,,,,,
141,Total Corporate Debt,,,,,,,,,2059264,,,,1819677,,,,,
142,Structured Products and Other010.6,,,,,,,,,,,,,,,,,,
143,"Asset Repackaging Trust Six B.V., Credit-Linked Note (11)(17)(19)",,Utilities – Electric,,13.832,,5/18/27,,,58411,,,,25215,,,,32224,
144,"Craft 2013-1, Credit-Linked Note (11)(16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.565 (3M L+925),,4/17/22,,25000,,,25066,,,23754,,,,
145,"Craft 2013-1, Credit-Linked Note (16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.565 (3M L+925),,4/17/22,,7625,,,7731,,,7248,,,,
146,"Craft 2014-1A, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.012 (3M L+965),,5/15/21,,42500,,,42436,,,40692,,,,
147,"Craft 2015-2, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.567 (3M L+925),,1/16/24,,26000,,,25956,,,24981,,,,
148,"Dark Castle Holdings, LLC",,Media – Diversified & Production,,31.240,,N/A,,24395,,,1189,,,2150,,,,
149,"JP Morgan Chase & Co., Credit-Linked Note (17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,12.595 (12M L+1225),,12/20/21,,43250,,,41587,,,42594,,,,
150,"NXT Capital CLO 2014-1, LLC, Class E Notes (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,5.816 (3M L+550),,4/23/26,,5000,,,4686,,,4072,,,,
151,"Renaissance Umiat, LLC, ACES Tax Receivable (15)(17)",,Energy – Oil & Gas,,15.250 to 17.460,,N/A,,0,,,5393,,,5522,,,,
152,Total Structured Products and Other,,,,,,,,,179259,,,,183237,,,,,
153,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
154,Equity04.5,,,,,,,,,,,,,,,,,,
155,Preferred Equity02.9,,,,,,Shares,,,,,,,,,,,,
156,"Crowley Holdings, Series A Preferred Stock (11)",,"Transportation – Cargo, Distribution",,"12.000 (10.000 Cash, 2.000 PIK)",,N/A,,33428,,,,33839,,,,34233,,
157,"Gryphon Colleges Corp, Preferred Stock (13)(14)",,Education,,12.500 PIK,,N/A,,332500,,,6863,,,0,,,,
158,"Gryphon Colleges Corp, Preferred Stock (13)(14)",,Education,,13.500 PIK,,5/12/18,,12360,,,27685,,,0,,,,
159,"Sungevity Inc, Series D Preferred Stock (13)",,Energy – Electricity,,N/A,,N/A,,114678899,,,11250,,,11250,,,,
160,"Varietal Distribution Holdings, LLC, Class A Preferred Unit",,"Transportation – Cargo, Distribution",,8.000 PIK,,N/A,,3097,,,4207,,,4207,,,,
161,Total Preferred Equity,,,,,,,,,83844,,,,49690,,,,,
162,Common Equity/Interests01.1,,,,,,Shares,,,,,,,,,,,,
163,"Accelerate Parent Corp, Common Stock",,"Transportation – Cargo, Distribution",,N/A,,N/A,,1664046,,,,1714,,,,2570,,
164,"AMP Solar Group, Inc., Class A Common Unit (13)(17)",,Energy – Electricity,,N/A,,N/A,,166974,,,7000,,,7000,,,,
165,"Clothesline Holdings, Inc., Common Stock (13)",,Healthcare & Pharmaceuticals,,N/A,,N/A,,6000,,,6000,,,701,,,,
166,"Explorer Coinvest, LLC, Common Stock (17)",,Business Services,,N/A,,N/A,,133,,,1021,,,3826,,,,
167,"Garden Fresh Restaurant Holdings, LLC, Common Stock (13)",,"Hotel, Gaming, Leisure, Restaurants",,N/A,,N/A,,50000,,,5000,,,0,,,,
168,"Gryphon Colleges Corp, Common Stock (13)",,Education,,N/A,,N/A,,17500,,,175,,,0,,,,
169,"Pelican Energy, LLC, Net Profits Interest (13)(17)",,Energy – Oil & Gas,,N/A,,N/A,,1098572,,,1099,,,0,,,,
170,"Skyline Data, News and Analytics LLC, Class A Common Unit (13)",,Business Services,,N/A,,N/A,,4500,,,4500,,,4500,,,,
171,"Sorenson Holdings, LLC, Membership Interests (13)",,Consumer Goods – Durable,,N/A,,N/A,,587,,,0,,,139,,,,
172,"Varietal Distribution Holdings, LLC, Class A Common Unit (13)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,28028,,,28,,,237,,,,
173,Total Common Equity/Interests,,,,,,,,,26537,,,,18973,,,,,
174,Warrants00.5,,,,,,Warrants,,,,,,,,,,,,
175,"Energy & Exploration Partners, Inc., Common Stock Warrants (13)",,Energy – Oil & Gas,,N/A,,N/A,,60778,,,,2374,,,,0,,
176,"Fidji Luxco (BC) S.C.A., Common Stock Warrants (2)(13)(17)",,High Tech Industries,,N/A,,N/A,,12427,,,125,,,8041,,,,
177,"Gryphon Colleges Corp, Class A-1 Preferred Stock Warrants (13)",,Education,,N/A,,N/A,,45947,,,459,,,0,,,,
178,"Gryphon Colleges Corp, Class B-1 Preferred Stock Warrants (13)",,Education,,N/A,,N/A,,104314,,,1043,,,0,,,,
179,"Gryphon Colleges Corp, Common Stock Warrants (13)",,Education,,N/A,,N/A,,9820,,,98,,,0,,,,
180,"Osage Exploration & Development, Inc., Common Stock Warrants (13)(17)",,Energy – Oil & Gas,,N/A,,N/A,,1496843,,,0,,,0,,,,
181,"Spotted Hawk Development, LLC, Common Stock Warrants (13)",,Energy – Oil & Gas,,N/A,,N/A,,54545,,,852,,,0,,,,
182,Total Warrants,,,,,,,,,4951,,,,8041,,,,,
183,Total Equity,,,,,,,,,115332,,,,76704,,,,,
184,Total Non-Controlled/Non-Affiliated Investments,,,,,,,,,2353855,,,,2079618,,,,,
185,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
186,Non-Controlled/Affiliated Investments014.5 (4)(10),,,,,,,,,,,,,,,,,,
187,Structured Products and Other08.5,,,,,,,,,,,,,,,,,,
188,"Golden Bear Warehouse LLC, Membership Interests (3)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,N/A,,N/A,,,26438,,,,26438,,,,35409,
189,"Highbridge Loan Management 3-2014, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,17.510,,1/18/25,,8163,,,5731,,,5412,,,,
190,"Ivy Hill Middle Market Credit Fund IX, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,17.200,,10/18/25,,12500,,,10493,,,10276,,,,
191,"Ivy Hill Middle Market Credit Fund X, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,12.490,,7/18/27,,14000,,,12457,,,10807,,,,
192,"Jamestown CLO I Ltd., Subordinated Notes (11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,0.000,,11/5/24,,4325,,,3049,,,2142,,,,
193,"MCF CLO I, LLC, Membership Interests (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,20.270,,4/20/23,,38918,,,33666,,,35138,,,,
194,"MCF CLO III, LLC, Class E Notes (3)(11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,4.737 (3M L+445),,1/20/24,,12750,,,11541,,,10523,,,,
195,"MCF CLO III, LLC, Membership Interests (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,20.080,,1/20/24,,41900,,,35059,,,35384,,,,
196,"Slater Mill Loan Fund LP, LP Certificates (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,0.000,,N/A,,8375,,,5335,,,1424,,,,
197,Total Structured Products and Other,,,,,,,,,143769,,,,146515,,,,,
198,Equity06.0,,,,,,,,,,,,,,,,,,
199,Preferred Equity02.0,,,,,,Shares,,,,,,,,,,,,
200,"Renewable Funding Group, Inc., Series B Preferred Stock (13)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,N/A,,N/A,,1505868,,,,8343,,,,20450,,
201,"Renewable Funding Group, Inc., Series D Preferred Stock (13)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,N/A,,N/A,,436689,,,5568,,,13013,,,,
202,Total Preferred Equity,,,,,,,,,13911,,,,33463,,,,,
203,Common Equity/Interests04.0,,,,,,Shares,,,,,,,,,,,,
204,"Generation Brands Holdings, Inc., Basic Common Stock (3)(13)",,Consumer Goods – Durable,,N/A,,N/A,,9007,,,,0,,,,8314,,
205,"Generation Brands Holdings, Inc., Series 2L Common Stock (3)(13)",,Consumer Goods – Durable,,N/A,,N/A,,36700,,,11242,,,33878,,,,
206,"Generation Brands Holdings, Inc., Series H Common Stock (3)(13)",,Consumer Goods – Durable,,N/A,,N/A,,7500,,,2298,,,6924,,,,
207,"LVI Group Investments, LLC, Common Units (13)",,Environmental Industries,,N/A,,N/A,,212460,,,17505,,,20513,,,,
208,Total Common Equity/Interests,,,,,,,,,31045,,,,69629,,,,,
209,Total Equity,,,,,,,,,44956,,,,103092,,,,,
210,Total Non-Controlled/Affiliated Investments,,,,,,,,,188725,,,,249607,,,,,
211,Investment,,Industry (9),,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,
212,Controlled Investments042.9 (5)(10),,,,,,,,,,,,,,,,,,
213,Corporate Debt029.6,,,,,,,,,,,,,,,,,,
214,Secured Debt029.6,,,,,,,,,,,,,,,,,,
215,First Lien Secured Debt029.6,,,,,,,,,,,,,,,,,,
216,First Lien Secured Debt (excluding Revolvers and Letters of Credit)08.4,,,,,,,,,,,,,,,,,,
217,Solarplicity Group Limited (17),,Energy – Electricity,,12.500 (12.500 PIK Toggle),,11/30/22,,£,100670,,,,150754,,,,145988,
218,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit),,,,,,,150754,,,,145988,,,,,,,
219,Funded and Unfunded Revolver Obligations021.2,,,,,,,,,,,,,,,,,,
220,"Merx Aviation Finance, LLC, Revolver (16)(23)",,Aviation and Consumer Transport,,12.000,,10/31/18,,,365084,,,,365084,,,,365084,
221,"Merx Aviation Finance, LLC, Unfunded Revolver (16)(23)",,Aviation and Consumer Transport,,0.000 Unfunded,,10/31/18,,34916,,,0,,,0,,,,
222,Total Funded and Unfunded Revolver Obligations,,,,,,,,,365084,,,,365084,,,,,
223,Letters of Credit00.0,,,,,,,,,,,,,,,,,,
