,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
30,Accumulated under-distributed (over-distributed) earnings,"(873,177",,,"(843,278",,,,,,,,,,,,,,,,
31,Net Assets,,1253392,,,,1312627,,,,,,,,,,,,,,
32,Net Asset Value Per Share,,18.69,,,,19.06,,,,,,,,,,,,,,
33,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1)(29),,,,,,,,
34,"Advertising, Printing & Publishing",,,,,,,,,,,,,,,,,,,,
35,A-L Parent LLC,,Second Lien Secured Debt,,"9.30 (1M L+725, 1.00 Floor)",,12/02/24,,,5536,,,,5500,,,,5508,,,
36,"Simplifi Holdings, Inc.",,First Lien Secured Debt,,"8.04 (1M L+500, 1.00 Floor)",,08/02/25,,36582,,,35929,,,35851,,,(9),,,
37,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/02/25,,2400,,,(54,,,(48,,,(8)(9)(21)(23),,,
38,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,08/04/25,,2436,,,(24,,,(49,,,(8)(9)(21)(23),,,
39,,,,,,,,,,,35851,,,35754,,,,,,,
40,"Total Advertising, Printing & Publishing",,,,41351,,,,41262,,,,,,,,,,,,
41,Aerospace & Defense,,,,,,,,,,,,,,,,,,,,
42,Erickson Inc,,First Lien Secured Debt - Revolver,,"9.82 (3M L+750, 1.00 Floor)",,04/28/22,,,32487,,,,32487,,,,31919,,,(9)(23)
43,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/28/22,,5965,,,(290,,,(104,,,(8)(9)(21)(23),,,
44,,,First Lien Secured Debt - Letters of Credit,,7.50,,9/30/19 - 2/24/21,,6548,,,0,,,(113,,,(8)(9)(23),,,
45,,,,,,,,,,,32197,,,31702,,,,,,,
46,ILC Dover LP,,Second Lien Secured Debt,,"10.70 (3M L+850, 1.00 Floor)",,06/28/24,,7800,,,7671,,,7683,,,,,,
47,PAE Holding Corporation,,Second Lien Secured Debt,,"11.60 (3M L+950, 1.00 Floor)",,10/20/23,,28097,,,27599,,,27745,,,(10),,,
48,Total Aerospace & Defense,,,,67467,,,,67130,,,,,,,,,,,,
49,Automotive,,,,,,,,,,,,,,,,,,,,
50,Accelerate Parent Corp.,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"1,664,046 Shares",,,,1714,,,,0,,,(13)(26),
51,Arlington Industries Group Limited,,First Lien Secured Debt,,"5.96 (1M GBP L+525, 0.50 Floor)",,03/29/24,,£,7961,,,10126,,,9556,,,(9)(17),,
52,,,First Lien Secured Debt,,"5.75 (1M E+525, 0.50 Floor)",,03/29/24,,€,3297,,,3693,,,3496,,,(9)(17),,
53,,,First Lien Secured Debt - Revolver,,"5.96 (1M GBP L+525, 0.50 Floor)",,03/29/24,,£,2095,,,2570,,,2509,,,(9)(17)(23),,
54,,,First Lien Secured Debt - Unfunded Revolver,,1.25 Unfunded,,03/29/24,,£,605,,,(64,,,(21,,,(8)(9)(17)(21)(23),,
55,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,03/29/24,,£,1300,,,(31,,,(45,,,(8)(9)(17)(21)(23),,
56,,,,,,,,,,,16294,,,15495,,,,,,,
57,Crowne Automotive,,,,,,,,,,,,,,,,,,,,
58,"Vari-Form Group, LLC",,First Lien Secured Debt,,"13.14 (3M L+11.00 (7.00 Cash plus 4.00 PIK), 1.00 Floor)",,02/02/23,,,5860,,,938,,,938,,,(9)(13)(14),,
59,Vari-Form Inc.,,First Lien Secured Debt,,"13.14 (3M L+11.00 (7.00 Cash plus 4.00 PIK), 1.00 Floor)",,02/02/23,,2446,,,391,,,391,,,(9)(13)(14),,,
60,,,1329,,,1329,,,,,,,,,,,,,,,
61,"K&N Parent, Inc.",,Second Lien Secured Debt,,"10.79 (1M L+875, 1.00 Floor)",,10/21/24,,23765,,,23459,,,23075,,,,,,
62,Total Automotive,,,,42796,,,,39899,,,,,,,,,,,,
63,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,
64,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,12.00,,10/31/23,,,307300,,,,307300,,,,307300,,,
65,,,First Lien Secured Debt - Letter of Credit,,2.25,,07/13/20,,177,,,0,,,0,,,(23),,,
66,,,Common Equity - Membership Interests,,N/A,,N/A,,N/A,,,15000,,,55697,,,,,,
67,Total Aviation and Consumer Transport,,,,322300,,,,362997,,,,,,,,,,,,
68,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1)(29),,,,,,,,
69,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,
70,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"9.12 (6M L+650, 1.00 Floor)",,06/14/24,,,24688,,,,24470,,,,24194,,,(9)
71,,,First Lien Secured Debt - Revolver,,"9.12 (6M L+650, 1.00 Floor)",,06/14/23,,417,,,417,,,408,,,(9)(23),,,
72,,,First Lien Secured Debt - Revolver,,"8.71 (3M L+650, 1.00 Floor)",,06/14/23,,917,,,917,,,898,,,(9)(23),,,
73,,,First Lien Secured Debt - Revolver,,"8.72 (3M L+650, 1.00 Floor)",,06/14/23,,250,,,250,,,245,,,(9)(23),,,
74,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/14/23,,2166,,,(31,,,(43,,,(8)(9)(21)(23),,,
75,,,,,,,,,,,26023,,,25702,,,,,,,
76,Florida Food Products,,,,,,,,,,,,,,,,,,,,
77,"Florida Food Products, Inc.",,First Lien Secured Debt,,"8.79 (1M L+675, 1.00 Floor)",,09/08/25,,23055,,,22565,,,22824,,,(9),,,
78,"Florida Food Products, LLC",,First Lien Secured Debt - Revolver,,"8.79 (1M L+675, 1.00 Floor)",,09/06/23,,1473,,,1473,,,1458,,,(9)(23),,,
79,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/06/23,,240,,,(34,,,(2,,,(8)(9)(21)(23),,,
80,,,,,,,,,,,24004,,,24280,,,,,,,
81,TNT Crust LLC,,First Lien Secured Debt,,"7.29 (1M L+525, 1.00 Floor)",,11/06/23,,10377,,,10183,,,10170,,,(9),,,
82,,,First Lien Secured Debt,,"7.29 (1M L+525, 1.00 Floor)",,11/06/23,,9038,,,8889,,,8857,,,(9),,,
83,,,First Lien Secured Debt - Revolver,,"7.30 (1M L+525, 1.00 Floor)",,11/06/23,,813,,,813,,,797,,,(9)(23),,,
84,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/06/23,,2439,,,(57,,,(49,,,(8)(9)(21)(23),,,
85,,,Common Equity/Interests - Series A Units,,N/A,,N/A,,244 Shares,,,30,,,310,,,(9)(13),,,
86,,,,,,,,,,,19858,,,20085,,,,,,,
87,Turkey Hill,,,,,,,,,,,,,,,,,,,,
88,IC Holdings LLC,,Common Equity/Interests - Series A Units,,N/A,,N/A,,169 Shares,,,169,,,155,,,(9)(13),,,
89,THLP CO. LLC,,First Lien Secured Debt,,"7.54 (1M L+550, 1.00 Floor)",,05/30/25,,19562,,,19192,,,19366,,,(9),,,
90,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/31/24,,4494,,,(84,,,(45,,,(8)(9)(21)(23),,,
91,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,05/30/25,,5618,,,(47,,,(56,,,(8)(9)(21)(23),,,
92,,,,,,,,,,,19230,,,19420,,,,,,,
93,"Wm. Bolthouse Farms, Inc.",,Common Equity/Interests - Common Stock,,N/A,,N/A,,"1,000,000 Shares",,,1000,,,1000,,,(13),,,
94,"Total Beverage, Food & Tobacco",,,,90115,,,,90487,,,,,,,,,,,,
95,Business Services,,,,,,,,,,,,,,,,,,,,
96,"Access CIG, LLC",,Second Lien Secured Debt,,10.07 (3M L+775),,02/27/26,,,15900,,,,15781,,,,15900,,,(10)
97,Aero Operating LLC,,First Lien Secured Debt,,"9.35 (1M L+725, 1.00 Floor)",,12/29/22,,36566,,,35954,,,36200,,,(9),,,
98,,,First Lien Secured Debt - Revolver,,11.25 (P+625),,12/29/22,,160,,,160,,,159,,,(9)(23),,,
99,,,First Lien Secured Debt - Unfunded Revolver,,1.00 Unfunded,,12/29/22,,3613,,,(78,,,(36,,,(8)(9)(21)(23),,,
100,,,First Lien Secured Debt - Letters of Credit,,L+400,,4/30/20 - 6/21/20,,1039,,,0,,,(10,,,(8)(9)(23),,,
101,,,,,,,,,,,36036,,,36313,,,,,,,
102,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1)(29),,,,,,,,
103,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"10.20 (6M L+800, 1.00 Floor)",,08/28/25,,21429,,,21033,,,20756,,,,,,
104,"Claritas, LLC",,First Lien Secured Debt,,"8.10 (3M L+600, 1.00 Floor)",,12/21/23,,3895,,,3860,,,3856,,,(9),,,
105,,,First Lien Secured Debt - Revolver,,"8.04 (1M L+600, 1.00 Floor)",,12/21/23,,258,,,258,,,255,,,(9)(23),,,
106,,,First Lien Secured Debt - Revolver,,10.00 (P+500),,12/21/23,,26,,,26,,,26,,,(9)(23),,,
107,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/21/23,,747,,,(9,,,(7,,,(8)(9)(21)(23),,,
108,,,,,,,,,,,4135,,,4130,,,,,,,
109,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"7.60 (1M L+550, 1.00 Floor)",,02/15/22,,5858,,,5858,,,5741,,,(9)(23),,,
110,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/15/22,,4911,,,(171,,,(98,,,(8)(9)(21)(23),,,
111,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,620 Shares,,,62,,,62,,,(9)(13),,,
112,,,,,,,,,,,5749,,,5705,,,,,,,
113,"CT Technologies Intermediate Holdings, Inc",,First Lien Secured Debt,,"6.29 (1M L+425, 1.00 Floor)",,12/01/21,,4437,,,3940,,,4066,,,(9)(10),,,
114,,,Second Lien Secured Debt,,"11.04 (1M L+900, 1.00 Floor)",,12/01/22,,31253,,,30719,,,28128,,,(9),,,
115,,,,,,,,,,,34659,,,32194,,,,,,,
116,Education Personnel,,First Lien Secured Debt,,"5.51 (3M GBP L+475, 0.50 Floor)",,08/31/24,,£,4077,,,5178,,,4979,,,(9)(17),,
117,,,First Lien Secured Debt - Revolver,,"5.51 (3M GBP L+475, 0.50 Floor)",,08/31/24,,£,1471,,,1868,,,1796,,,(9)(17)(23),,
118,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.66 Unfunded,,08/31/24,,£,4412,,,0,,,0,,,(9)(17)(21)(23),,
119,,,,,,,,,,,7046,,,6775,,,,,,,
120,Electro Rent Corporation,,Second Lien Secured Debt,,"11.13 (2M L+900, 1.00 Floor)",,01/31/25,,34235,,,33485,,,33551,,,(9),,,
121,"Ensemble RCM, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/01/24,,4155,,,(388,,,(374,,,(8)(21)(23),,,
122,Jacent Strategic Merchandising,,First Lien Secured Debt,,"8.01 (3M L+575, 1.00 Floor)",,04/23/24,,22693,,,22382,,,22350,,,(9),,,
123,,,First Lien Secured Debt - Revolver,,"7.85 (3M L+575, 1.00 Floor)",,04/23/24,,467,,,467,,,460,,,(9)(23),,,
124,,,First Lien Secured Debt - Revolver,,9.75 (P+475),,04/23/24,,933,,,933,,,919,,,(9)(23),,,
125,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/23/24,,2100,,,(48,,,(32,,,(8)(9)(21)(23),,,
126,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000 Shares",,,500,,,500,,,(9)(13),,,
127,,,,,,,,,,,24234,,,24197,,,,,,,
128,"JF Acquisition, LLC",,First Lien Secured Debt,,"7.60 (3M L+550, 1.00 Floor)",,07/31/24,,5272,,,5168,,,5167,,,(9),,,
129,,,First Lien Secured Debt,,"7.76 (3M L+550, 1.00 Floor)",,07/31/24,,8159,,,8002,,,7996,,,(9),,,
130,,,First Lien Secured Debt - Revolver,,"7.75 (3M L+550, 1.00 Floor)",,07/31/24,,188,,,188,,,185,,,(9)(23),,,
131,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,07/31/24,,1381,,,(30,,,(28,,,(8)(9)(21)(23),,,
132,,,,,,,,,,,13328,,,13320,,,,,,,
133,McLarens Global Ltd,,,,,,,,,,,,,,,,,,,,
134,Margaux Acquisition Inc.,,First Lien Secured Debt,,"8.32 (3M L+600, 1.00 Floor)",,12/19/24,,18895,,,18590,,,18706,,,(9),,,
135,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,1601,,,(28,,,(16,,,(8)(9)(21)(23),,,
136,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/19/24,,4461,,,(101,,,(45,,,(8)(9)(21)(23),,,
137,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1)(29),,,,,,,,
138,Margaux UK Finance Limited,,First Lien Secured Debt,,"7.00 (3M GBP L+600, 1.00 Floor)",,12/19/24,,£,5926,,,7357,,,7229,,,(9)(17),,
139,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/19/24,,£,541,,,(12,,,(7,,,(8)(9)(17)(21)(23),,
140,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,12/19/24,,£,1353,,,(30,,,(17,,,(8)(9)(17)(21)(23),,
141,,,,,,,,,,,25776,,,25850,,,,,,,
142,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.34 (2M L+925, 1.00 Floor)",,06/02/23,,10000,,,9914,,,9977,,,,,,
143,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"9.04 (1M L+700, 1.00 Floor)",,12/29/22,,15046,,,14796,,,14896,,,(9),,,
144,,,First Lien Secured Debt,,"9.10 (1M L+700, 1.00 Floor)",,12/29/22,,1163,,,1150,,,1151,,,(9),,,
145,,,First Lien Secured Debt - Revolver,,"9.05 (1M L+700, 1.00 Floor)",,12/29/22,,400,,,400,,,396,,,(9)(23),,,
146,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/22,,100,,,(8,,,(1,,,(8)(9)(21)(23),,,
147,,,,,,,,,,,16338,,,16442,,,,,,,
148,"PSI Services, LLC",,First Lien Secured Debt,,"7.04 (1M L+500, 1.00 Floor)",,01/20/23,,4551,,,4488,,,4529,,,(9),,,
149,,,First Lien Secured Debt - Revolver,,9.00 (P+400),,01/20/22,,278,,,278,,,277,,,(9)(23),,,
150,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,119,,,(5,,,(1,,,(8)(9)(21)(23),,,
151,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,,£,47,,,0,,,0,,,(8)(9)(21)(23),,
152,,,Second Lien Secured Debt,,"11.04 (1M L+900, 1.00 Floor)",,01/20/24,,37893,,,37192,,,37935,,,(9),,,
153,,,,,,,,,,,41953,,,42740,,,,,,,
154,"RA Outdoors, LLC",,First Lien Secured Debt,,"6.79 (1M L+475, 1.00 Floor)",,09/11/24,,7102,,,7001,,,6889,,,(9),,,
155,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/09/22,,1200,,,(14,,,(24,,,(8)(9)(21)(23),,,
156,,,Second Lien Secured Debt,,"10.79 (1M L+875, 1.00 Floor)",,09/11/25,,34200,,,33563,,,32832,,,(9),,,
157,,,,,,,,,,,40550,,,39697,,,,,,,
158,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.29 (1M L+925, 1.00 Floor)",,06/30/23,,15000,,,14823,,,14400,,,,,,
159,TGG TS Acquisition Company,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/14/23,,1750,,,0,,,(44,,,(8)(21)(23),,,
160,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"10.80 (1M L+875, 1.00 Floor)",,10/06/25,,8599,,,8436,,,8427,,,(10),,,
161,U.S. Legal Support,,,,,,,,,,,,,,,,,,,,
162,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"7.85 (3M L+575, 1.00 Floor)",,12/02/24,,24623,,,24234,,,24175,,,(9),,,
163,,,First Lien Secured Debt - Revolver,,8.08 (3M L+575),,12/02/24,,536,,,536,,,526,,,(9)(23),,,
164,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/02/24,,986,,,(28,,,(18,,,(8)(9)(21)(23),,,
165,,,First Lien Secured Debt - Letters of Credit,,5.75,,10/15/19-06/06/20,,86,,,0,,,(1,,,(8)(9)(23),,,
166,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,12/02/24,,12,,,(40,,,0,,,(9)(21)(23),,,
167,"US Legal Support Investment Holdings, LLC",,Common Equity/Interests - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,,632,,,712,,,(9)(13),,,
168,,,,,,,,,,,25334,,,25394,,,,,,,
169,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1)(29),,,,,,,,
170,"Vertafore, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/30/23,,14576,,,"(1,294",,,"(1,676",,,(8)(21)(23),,,
171,,,First Lien Secured Debt - Letter of Credit,,3.25,,01/17/20,,424,,,0,,,(49,,,(8)(23),,,
172,,,,,,,,,,,"(1,294",,,"(1,725",,,,,,,
173,Total Business Services,,,,376928,,,,373625,,,,,,,,,,,,
174,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,
175,Carbon Free Chemicals,,,,,,,,,,,,,,,,,,,,
176,Carbonfree Caustic SPE LLC,,First Lien Secured Debt,,5.00,,12/31/21,,,12800,,,,12800,,,,12800,,,
177,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.22 PIK,,12/31/21,,50305,,,50305,,,43076,,,,,,
178,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,12/31/21,,311,,,0,,,0,,,(21)(23),,,
179,,,Common Equity/Interests - Residual Interests,,N/A,,N/A,,"9,000,000 Shares",,,9000,,,0,,,(13),,,
180,,,,,,,,,,,72105,,,55876,,,,,,,
181,"Hare Bidco, Inc.",,Second Lien Secured Debt,,9.75 (1M E+875),,08/01/24,,€,13574,,,14486,,,14651,,,,,
182,"Westfall Technik, Inc.",,First Lien Secured Debt,,"7.60 (3M L+575, 1.00 Floor)",,09/13/24,,15345,,,15172,,,15192,,,(9),,,
183,,,First Lien Secured Debt - Revolver,,"7.68 (1M L+575, 1.00 Floor)",,09/13/24,,1615,,,1615,,,1599,,,(9)(23),,,
184,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/13/24,,404,,,(33,,,(4,,,(8)(9)(21)(23),,,
185,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,09/13/24,,13502,,,(214,,,(135,,,(8)(9)(21)(23),,,
186,,,,,,,,,,,16540,,,16652,,,,,,,
187,"Total Chemical, Plastics & Rubber",,,,103131,,,,87179,,,,,,,,,,,,
188,Construction & Building,,,,,,,,,,,,,,,,,,,,
189,Englert,,,,,,,,,,,,,,,,,,,,
190,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"8.29 (1M L+625, 1.00 Floor)",,03/06/25,,,23804,,,,23265,,,,23233,,,(9)
191,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/06/24,,2727,,,(60,,,(65,,,(8)(9)(21)(23),,,
192,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,03/06/25,,3409,,,(46,,,(49,,,(8)(9)(21)(23),,,
193,"Gutter Holdings, LP",,Common Equity/Interests - Common Stock,,N/A,,N/A,,500 Shares,,,500,,,608,,,(9)(13),,,
194,Total Construction & Building,,,,23659,,,,23727,,,,,,,,,,,,
195,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,
196,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.29 (1M L+825),,08/04/25,,,21919,,,,21672,,,,21480,,,(10)
197,KDC US Holdings,,First Lien Secured Debt - Unfunded Revolver,,0.25 Unfunded,,12/21/23,,5916,,,0,,,(477,,,(8)(21)(23),,,
198,,,First Lien Secured Debt - Letters of Credit,,3.25,,12/31/19 - 03/08/20,,104,,,0,,,(9,,,(8)(23),,,
199,,,,,,,,,,,0,,,(486,,,,,,,
200,KLO Holdings,,,,,,,,,,,,,,,,,,,,
201,9357-5991 Quebec Inc.,,First Lien Secured Debt,,11.82 (3M L+775 Cash plus 2.00 PIK),,04/07/22,,9022,,,8653,,,2988,,,(13)(14),,,
202,KLO Acquisition LLC,,First Lien Secured Debt,,11.82 (3M L+775 Cash plus 2.00 PIK),,04/07/22,,5474,,,5260,,,1813,,,(13)(14),,,
203,,,,,,,,,,,13913,,,4801,,,,,,,
204,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (28),,Fair  Value (1)(29),,,,,,,,
205,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,"9.19 (6M L+700, 1.00 Floor)",,02/03/25,,23472,,,22844,,,23003,,,(9),,,
206,,,First Lien Secured Debt - Revolver,,"9.20 (6M L+700, 1.00 Floor)",,02/01/24,,692,,,692,,,678,,,(9)(23),,,
207,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/01/24,,2769,,,(90,,,(55,,,(8)(9)(21)(23),,,
208,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,02/03/25,,2308,,,(31,,,(46,,,(8)(9)(21)(23),,,
209,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"461,538 Shares",,,462,,,462,,,(9)(13),,,
210,,,,,,,,,,,23877,,,24042,,,,,,,
211,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,587 Shares,,,0,,,472,,,(10)(13),,,
212,Total Consumer Goods - Durable,,,,59462,,,,50309,,,,,,,,,,,,
213,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,
214,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"9.79 (1M L+775, 1.00 Floor)",,09/29/25,,,7229,,,,7206,,,,7243,,,(10)
215,"BIG Buyer, LLC",,First Lien Secured Debt,,"8.54 (1M L+650, 1.00 Floor)",,11/20/23,,29117,,,28391,,,28824,,,(9),,,
216,,,First Lien Secured Debt - Revolver,,"8.54 (1M L+650, 1.00 Floor)",,11/20/23,,722,,,722,,,715,,,(9)(23),,,
217,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/20/23,,1083,,,(45,,,(11,,,(8)(9)(21)(23),,,
218,,,,,,,,,,,29068,,,29528,,,,,,,
219,Lion Cashmere Midco Limited,,First Lien Secured Debt,,"7.83 (6M L+575, 1.00 Floor)",,03/21/25,,13053,,,12844,,,12704,,,(9)(17),,,
220,,,First Lien Secured Debt - Revolver,,5.25 (6M E+525),,03/21/24,,€,249,,,282,,,265,,,(9)(17)(23),,
221,,,First Lien Secured Debt - Revolver,,"5.75 (2M L+525, 1.00 Floor)",,03/21/24,,£,166,,,207,,,199,,,(9)(17)(23),,
222,,,First Lien Secured Debt - Unfunded Revolver,,1.84 Unfunded,,03/21/24,,€,773,,,(21,,,(21,,,(8)(9)(17)(21)(23),,
223,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.01 Unfunded,,03/21/25,,€,2372,,,(43,,,(71,,,(8)(9)(17)(21)(23),,
224,,,,,,,,,,,13269,,,13076,,,,,,,
225,"Protein For Pets Opco, LLC",,First Lien Secured Debt,,"7.12 (3M L+500, 1.00 Floor)",,11/28/25,,12781,,,12539,,,12525,,,(9),,,
226,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/31/24,,2219,,,(54,,,(44,,,(8)(9)(21)(23),,,
227,,,,,,,,,,,12485,,,12481,,,,,,,
228,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,10.79 (1M L+875),,02/07/24,,12965,,,12871,,,12835,,,(17),,,
229,Total Consumer Goods - Non-Durable,,,,74899,,,,75163,,,,,,,,,,,,
230,Consumer Services,,,,,,,,,,,,,,,,,,,,
231,1A Smart Start LLC,,Second Lien Secured Debt,,"10.29 (1M L+825, 1.00 Floor)",,08/22/22,,,25100,,,,24788,,,,24751,,,
232,"First Heritage Credit, LLC",,First Lien Secured Debt,,6.85 (1M L+475),,04/02/22,,16500,,,16362,,,16345,,,(9),,,
233,,,First Lien Secured Debt - Revolver,,7.60 (1M L+550),,04/02/22,,780,,,780,,,773,,,(9)(23),,,
234,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/02/22,,2970,,,(31,,,(26,,,(8)(9)(21)(23),,,
