,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
14,Erickson Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Erickson Inc,,First Lien Secured Debt - Revolver,,"9.00% (3M L+750, 1.50% Floor)",,04/28/22,,,28330,,,,28330,,,,,27905,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/28/22,,6198,,,(124),,,,(93),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,First Lien Secured Debt - Letter of Credit,,7.50%,,01/10/21 - 11/23/22,,1472,,,-,,,,(21),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,Total Aerospace & Defense,,,28206,,,,,27791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Accelerate Parent Corp. (American Tire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Accelerate Parent Corp.,,Common Equity - Common Stock,,N/A,,N/A,,"1,664,046 Shares",,,1714,,,,,-,,,(13)(19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Arlington Industries Group Limited,,First Lien Secured Debt,,"5.75% (1M E+525, 0.50% Floor)",,03/29/24,,€,1214,,,1371,,,,1478,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,First Lien Secured Debt,,"5.75% (1M GBPL+525, 0.50% Floor)",,03/29/24,,£,3627,,,4620,,,,4916,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,5991,,,,6394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Crowne Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Vari-Form Group, LLC",,First Lien Secured Debt,,L+11.00% (7.00% Cash plus 4.00% PIK),,02/02/23,,5860,,,901,,,,293,,,(9)(13)  (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Vari-Form Inc.,,First Lien Secured Debt,,L+11.00% (7.00% Cash plus 4.00% PIK),,02/02/23,,2110,,,391,,,,105,,,(9)(13)  (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,1292,,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"K&N Parent, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"K&N Parent, Inc.",,Second Lien Secured Debt,,"9.75% (3M L+875, 1.00% Floor)",,10/21/24,,23765,,,23534,,,,21982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Truck-Lite Co., LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Truck-Lite Co., LLC",,First Lien Secured Debt,,"7.25% (3M L+625, 1.00% Floor)",,12/14/26,,28657,,,28075,,,,28000,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,First Lien Secured Debt - Revolver,,"7.25% (1M L+625, 1.00% Floor)",,12/13/24,,1962,,,1962,,,,1931,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,First Lien Secured Debt - Revolver,,"7.25% (3M L+625, 1.00% Floor)",,12/13/24,,436,,,436,,,,429,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/13/24,,560,,,(56),,,,(9),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,First Lien Secured Debt - Letter of Credit,,6.25%,,11/30/21 - 12/21/21,,94,,,-,,,,(2),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"TL Lighting Holdings, LLC",,Common Equity - Equity,,N/A,,N/A,,350 Shares,,350,,,,302,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,30767,,,,30651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,Total Automotive,,,63298,,,,,59425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Merx Aviation Finance, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,10.00%,,10/31/23,,,200000,,,,200000,,,,,200000,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,First Lien Secured Debt - Letter of Credit,,2.25%,,07/13/21,,177,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,Common Equity - Membership Interests,,N/A,,N/A,,N/A,,120300,,,,124605,,,(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,320300,,,,324605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Primeflight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"PrimeFlight Aviation Services, Inc.",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,05/09/24,,14683,,,14524,,,,14301,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,05/09/24,,2842,,,(81),,,,(74),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,14443,,,,14227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,Total Aviation and Consumer Transport,,,334743,,,,,338832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Beverage, Food & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Bolthouse Farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Wm. Bolthouse Farms, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,"1,000,000 Shares",,,1001,,,,,1230,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Eagle Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Eagle Foods Family Group, LLC",,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,06/14/24,,23958,,,23803,,,,23599,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,06/14/23,,3750,,,(21),,,,(56),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,23782,,,,23543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Florida Food Products, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Florida Food Products, Inc.",,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,09/08/25,,22764,,,22382,,,,22536,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,First Lien Secured Debt,,"8.25% (3M L+725, 1.00% Floor)",,09/08/25,,2985,,,2792,,,,2985,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Florida Food Products, LLC",,First Lien Secured Debt - Revolver,,"7.50% (3M L+650, 1.00% Floor)",,09/06/23,,479,,,479,,,,475,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/06/23,,1233,,,(23),,,,(12),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,25630,,,,25984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Orgain, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Butterfly Fighter Co-Invest, L.P.",,Common Equity - Membership Interests,,N/A,,N/A,,"1,000,000 Shares",,1005,,,,1555,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,TNT Crust LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,TNT Crust LLC,,First Lien Secured Debt,,"7.75% (3M L+675, 1.00% Floor)",,11/06/23,,20428,,,20153,,,,20123,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/06/23,,3252,,,(40),,,,(49),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,Common Equity - Series A Units,,N/A,,N/A,,244 Shares,,30,,,,285,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,20143,,,,20359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Turkey Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,IC Holdings LLC,,Common Equity - Series A Units,,N/A,,N/A,,169 Shares,,169,,,,385,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,THLP CO. LLC,,First Lien Secured Debt,,"7.00% (1M L+600, 1.00% Floor)",,05/30/25,,19562,,,19273,,,,19366,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,First Lien Secured Debt,,"7.00% (12M L+600, 1.00% Floor)",,05/30/25,,2787,,,2762,,,,2759,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,First Lien Secured Debt,,8.25% (P+500),,05/30/25,,8,,,8,,,,8,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/31/24,,4494,,,(61),,,,(45),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,05/30/25,,2809,,,(41),,,,(28),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,22110,,,,22445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,"Total Beverage, Food & Tobacco",,,93671,,,,,95116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Access Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Access CIG, LLC",,Second Lien Secured Debt,,7.98% (3M L+775),,02/27/26,,,15900,,,,15802,,,,,15704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Ambrosia Buyer Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"9.00% (1M L+800, 1.00% Floor)",,08/28/25,,21429,,,21018,,,,10097,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,AML Rightsource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Gabriel Partners, LLC",,First Lien Secured Debt,,"7.25% (6M L+625, 1.00% Floor)",,09/21/26,,8117,,,7925,,,,7885,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/21/26,,665,,,(16),,,,(19),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.75% Unfunded,,09/21/26,,1197,,,(19),,,,(34),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,7890,,,,7832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Claritas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Claritas, LLC",,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,12/21/23,,3771,,,3747,,,,3723,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,First Lien Secured Debt - Revolver,,"7.00% (3M L+600, 1.00% Floor)",,12/21/23,,387,,,387,,,,382,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/21/23,,644,,,(6),,,,(8),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,4128,,,,4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Continuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Continuum Global Solutions, LLC",,First Lien Secured Debt - Revolver,,"6.50% (1M L+550, 1.00% Floor)",,02/15/22,,1728,,,1728,,,,1690,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/15/22,,18272,,,(182),,,,(411),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,775 Shares,,78,,,,78,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,1624,,,,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Education Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Arthur Bidco Limited,,First Lien Secured Debt,,"5.25% (3M GBPL+475, 0.50% Floor)",,08/31/24,,£,4035,,,5156,,,,5249,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,First Lien Secured Debt - Revolver,,"5.25% (3M GBPL+475, 0.50% Floor)",,08/31/24,,£,1471,,,1879,,,,1912,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,7035,,,,7161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Electro Rent Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Electro Rent Corporation,,Second Lien Secured Debt,,"10.00% (3M L+900, 1.00% Floor)",,01/31/25,,34235,,,33639,,,,33551,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Elo Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,TGG TS Acquisition Company,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/14/23,,1750,,,-,,,,(56),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Ensemble Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"EHL Merger Sub, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.25% Unfunded,,08/01/24,,4155,,,(273),,,,(141),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Jacent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Jacent Strategic Merchandising,,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,04/23/24,,22409,,,22186,,,,21640,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,04/23/24,,2567,,,2567,,,,2479,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/23/24,,933,,,(35),,,,(32),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,Common Equity - Common Stock,,N/A,,N/A,,"5,000 Shares",,500,,,,291,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"JSM Equity Investors, L.P.",,Preferred Equity - Class P Partnership Units,,N/A,,N/A,,114 Shares,,11,,,,11,,,(9)(13)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,25229,,,,24389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Jones & Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"JF Acquisition, LLC",,First Lien Secured Debt,,"6.50% (12M L+550, 1.00% Floor)",,07/31/24,,13139,,,12949,,,,12815,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,07/31/24,,190,,,187,,,,185,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,First Lien Secured Debt - Revolver,,"6.50% (12M L+550, 1.00% Floor)",,07/31/24,,628,,,628,,,,612,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/31/24,,941,,,(22),,,,(23),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,13742,,,,13589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,MAKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Trident Bidco Limited,,First Lien Secured Debt,,"6.50% (6M L+550, 1.00% Floor)",,11/08/25,,34563,,,33722,,,,33726,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,McLarens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Margaux Acquisition Inc.,,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,12/19/24,,23110,,,22803,,,,22814,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,1601,,,(21),,,,(18),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Margaux UK Finance Limited,,First Lien Secured Debt,,"6.75% (3M GBPL+575, 1.00% Floor)",,12/19/24,,£,7201,,,8979,,,,9749,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,£,541,,,(9),,,,(8),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,31752,,,,32537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Newscycle Solutions, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,12/29/22,,9842,,,9743,,,,9645,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,First Lien Secured Debt - Revolver,,"8.00% (1M L+700, 1.00% Floor)",,12/29/22,,300,,,295,,,,290,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/22,,200,,,-,,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,10038,,,,9935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,10/19/26,,32618,,,32062,,,,31348,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,10/20/25,,1039,,,1039,,,,1005,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/20/25,,1946,,,(48),,,,(64),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,10/19/26,,2388,,,(20),,,,(93),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,33033,,,,32196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"RA Outdoors, LLC (Active Outdoors)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"RA Outdoors, LLC",,First Lien Secured Debt,,"5.75% (6M L+475, 1.00% Floor)",,09/11/24,,6542,,,6473,,,,6444,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/09/22,,1200,,,(8),,,,(6),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,Second Lien Secured Debt,,"9.75% (6M L+875, 1.00% Floor)",,09/11/25,,31950,,,31479,,,,31151,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,37944,,,,37589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Soliant Holdings, LLC",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,12/31/26,,17928,,,17621,,,,17614,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/24,,1936,,,(31),,,,(21),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,320,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,17890,,,,17913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"Transplace Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"9.75% (3M L+875, 1.00% Floor)",,10/06/25,,8599,,,8469,,,,8470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"US Legal Support Investment Holdings, LLC",,Common Equity - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,632,,,,480,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
