,0,1,2,3,4,5,6,7,8,9,10,11
30,"Freedom Marine Solutions, LLC(8)",Louisiana / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",3500,,3500,,3500,,0.1%,,
31,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,,12504,,9499,,0.3%,,,,
32,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,,16000,,14342,,0.4%,,,,
33,Membership Interest (100%),,7807,,1260,,-%,,,,,
34,,,,,39811,,28601,,0.8%,,,
35,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
36,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
37,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,
38,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), in non-accrual status effective 1/1/2015, due 10/12/2017)(4)",,23196,,,23000,,,8199.0,0.2%
39,"Series A Convertible Preferred Stock (99,900 shares)",,25950,,-,,-%,,,,,
40,,,,,48950,,8199,,0.2%,,,
41,"Harbortouch Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",129663,,129663,,129663,,3.5%,,
42,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,,137226,,137226,,3.7%,,,,
43,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)",24011,,24011,,24011,,0.6%,,,,
44,Class C Shares (535 shares),,8739,,39372,,1.1%,,,,,
45,,,,,299639,,330272,,8.9%,,,
46,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,,18250,,18250,,0.5%,,
47,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15896,,15896,,15896,,0.4%,,,,
48,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(22)",7200,,7200,,7200,,0.2%,,,,
49,"Common Stock (42,053 shares)",,6849,,13685,,0.4%,,,,,
50,,,,,48195,,55031,,1.5%,,,
51,National Property REIT Corp.(40),Various / Real Estate,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",172403,,172403,,172403,,4.7%,,
52,"Senior Secured Term Loan A to ACL Loan Holdings, Inc. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",79462,,79462,,79462,,2.1%,,,,
53,"Senior Secured Term Loan B to ACL Loan Holdings, Inc. (14.00% (LIBOR + 12.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 4/1/2019)(4)",47050,,47050,,47050,,1.3%,,,,
54,"Common Stock (84,567 shares)",,68757,,70665,,1.9%,,,,,
55,Net Operating Income Interest (5% of Net Operating Income),,-,,20221,,0.5%,,,,,
56,,,,,367672,,389801,,10.5%,,,
57,Nationwide Acceptance LLC(36),Illinois / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/18/2019)(22)",14820,,14820,,14820,,0.4%,,
58,"Class A Shares (24,029,326 shares)(22)",,12919,,15304,,0.4%,,,,,
59,,,,,27739,,30124,,0.8%,,,
60,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,,3714,,3147,,0.1%,,
61,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,5931,,0.2%,,,,
62,"Series A Preferred Stock (7,200 shares)",,7200,,-,,-%,,,,,
63,"Series B Preferred Stock (5,669 shares)",,5669,,-,,-%,,,,,
64,,,,,23583,,9078,,0.3%,,,
65,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,,30411,,30411,,0.8%,,
66,"Common Stock (545,107 shares)",,5087,,8287,,0.2%,,,,,
67,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",,1682,,3041,,0.1%,,,,,
68,,,,,37180,,41739,,1.1%,,,
69,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
70,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
71,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,
72,United Property REIT Corp.(41),Various / Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",,58219,,,58219,,,58219.0,1.6%
73,"Common Stock (70,689 shares)",,11946,,12783,,0.3%,,,,,
74,Net Operating Income Interest (5% of Net Operating Income),,-,,10916,,0.3%,,,,,
75,,,,,70165,,81918,,2.2%,,,
76,"Valley Electric Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10275,,10275,,10275,,0.3%,,
77,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",21835,,21835,,21835,,0.6%,,,,
78,"Common Stock (50,000 shares)",,26204,,-,,-%,,,,,
79,,,,,58314,,32110,,0.9%,,,
80,"Vets Securing America, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1686,,-,,-%,,
81,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
82,"Common Stock of The Healing Staff, Inc. (1,000 shares)",,-,,-,,-%,,,,,
83,"Common Stock of Vets Securing America, Inc. (1 share)",,975,,-,,-%,,,,,
84,,,,,3831,,-,,-%,,,
85,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",29434,,-,,1759,,-%,,
86,Membership Interest (100%),,-,,-,,-%,,,,,
87,Net Profits Interest (8% of Equity Distributions)(7),,-,,22,,-%,,,,,
88,,,,,-,,1781,,-%,,,
89,Total Control Investments,,,1792504,,,1828211,,49.5%,,,
90,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
91,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
92,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
93,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",,7000,,,6924,,,7000.0,0.2%
94,,,,,6924,,7000,,0.2%,,,
95,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,396,,498,,-%,,,
96,,,,,396,,498,,-%,,,
97,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,,5880,,3752,,0.1%,,,
98,,,,,5880,,3752,,0.1%,,,
99,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,,-,,1731,,-%,,,
100,,,,,-,,1731,,-%,,,
101,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,,11814,,12000,,0.3%,,
102,,,,,11814,,12000,,0.3%,,,
103,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.0%,,
104,,,,,74654,,74654,,2.0%,,,
105,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",38500,,38500,,34133,,0.9%,,
106,Membership Interest (99.9999%)(15),,-,,3976,,0.1%,,,,,
107,,,,,38500,,38109,,1.0%,,,
108,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 21.95%)(11)(22)",23525,,20540,,22521,,0.6%,,
109,,,,,20540,,22521,,0.6%,,,
110,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.67%)(11)(22)",38340,,32222,,33143,,0.9%,,
111,,,,,32222,,33143,,0.9%,,,
112,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.54%)(11)(22)",44063,,38864,,40105,,1.1%,,
113,,,,,38864,,40105,,1.1%,,,
114,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.97%)(11)(22)",36515,,34883,,31891,,0.9%,,
115,,,,,34883,,31891,,0.9%,,,
116,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,148436,,4.0%,,
117,,,,,150000,,148436,,4.0%,,,
118,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,,26325,,24497,,0.7%,,
119,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,,26325,,23762,,0.6%,,,,
120,,,,,52650,,48259,,1.3%,,,
121,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,,6884,,6538,,0.2%,,
122,,,,,6884,,6538,,0.2%,,,
123,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
124,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
125,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
126,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(25)(26)",,2350,,,2350,,,2350.0,0.1%
127,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38660,,38660,,35340,,0.9%,,,,
128,,,,,41010,,37690,,1.0%,,,
129,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.47%)(11)(22)",52250,,51465,,49927,,1.3%,,
130,,,,,51465,,49927,,1.3%,,,
131,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,,10911,,11000,,0.3%,,
132,,,,,10911,,11000,,0.3%,,,
133,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",253675,,253675,,253675,,6.9%,,
134,,,,,253675,,253675,,6.9%,,,
135,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.42%)(11)(22)",26000,,21956,,24131,,0.7%,,
136,,,,,21956,,24131,,0.7%,,,
137,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),,-,,237,,-%,,,
138,,,,,-,,237,,-%,,,
139,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,,64377,,64377,,1.7%,,
140,,,,,64377,,64377,,1.7%,,,
141,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.90%)(11)(22)",24870,,20642,,21432,,0.6%,,
142,,,,,20642,,21432,,0.6%,,,
143,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.98%)(11)(22)",40275,,36541,,36505,,1.0%,,
144,,,,,36541,,36505,,1.0%,,,
145,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.80%)(11)(22)",48528,,44488,,42781,,1.2%,,
146,,,,,44488,,42781,,1.2%,,,
147,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.25% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",19000,,15526,,18538,,0.5%,,
148,"Class E Subordinated Notes (7.25% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,,12959,,14420,,0.4%,,,,
149,,,,,28485,,32958,,0.9%,,,
150,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.47%)(11)(22)",44100,,36654,,39473,,1.1%,,
151,,,,,36654,,39473,,1.1%,,,
152,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.38%)(11)(22)",45500,,37174,,39114,,1.1%,,
153,,,,,37174,,39114,,1.1%,,,
154,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
155,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
156,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
157,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.30%)(11)(22)",,41500,,,36256,,,37237.0,1.0%
158,,,,,36256,,37237,,1.0%,,,
159,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",67967,,67917,,67967,,1.8%,,
160,,,,,67917,,67967,,1.8%,,,
161,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,121,,-%,,,
162,,,,,-,,121,,-%,,,
163,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50244,,50244,,50244,,1.4%,,
164,,,,,50244,,50244,,1.4%,,,
165,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,38166,,1.0%,,
166,,,,,40000,,38166,,1.0%,,,
167,"Deltek, Inc.",Virginia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)(16)",12000,,11868,,11868,,0.3%,,
168,,,,,11868,,11868,,0.3%,,,
169,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),,-,,-,,-%,,,
170,,,,,-,,-,,-%,,,
171,"Edmentum, Inc.",Minnesota / Consumer Services,"Second Lien Term Loan (12.00% (PRIME + 8.75%), in non-accrual status effective 1/1/2015, due 5/17/2019)(3)(4)(16)",50000,,48623,,25329,,0.7%,,
172,,,,,48623,,25329,,0.7%,,,
173,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(16)",15700,,15492,,13491,,0.4%,,
174,,,,,15492,,13491,,0.4%,,,
175,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,123,,-%,,,
176,,,,,-,,123,,-%,,,
177,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",24625,,24625,,24625,,0.6%,,
178,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)",25000,,25000,,25000,,0.7%,,,,
179,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(25)",-,,-,,-,,-%,,,,
180,,,,,49625,,49625,,1.3%,,,
181,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(16)",18000,,17810,,18000,,0.5%,,
182,,,,,17810,,18000,,0.5%,,,
183,"Galaxy XV CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.33%)(11)(22)",35025,,28142,,30191,,0.8%,,
184,,,,,28142,,30191,,0.8%,,,
185,"Galaxy XVI CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.35%)(11)(22)",22575,,19360,,19523,,0.5%,,
186,,,,,19360,,19523,,0.5%,,,
187,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
188,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
189,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
190,"Galaxy XVII CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.87%)(11)(22)",,39905,,,34322,,,34222.0,0.9%
191,,,,,34322,,34222,,0.9%,,,
192,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(3)(4)",28393,,28393,,28393,,0.8%,,
193,,,,,28393,,28393,,0.8%,,,
194,"GTP Operations, LLC(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",119683,,119683,,119683,,3.2%,,
195,,,,,119683,,119683,,3.2%,,,
196,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 28.96%)(11)(22)",23188,,20086,,22303,,0.6%,,
197,,,,,20086,,22303,,0.6%,,,
198,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 20.69%)(11)(22)",40400,,35921,,39889,,1.1%,,
199,,,,,35921,,39889,,1.1%,,,
200,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.99%)(11)(22)",24500,,21408,,22578,,0.6%,,
201,,,,,21408,,22578,,0.6%,,,
202,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.24%)(11)(22)",41164,,36035,,38777,,1.0%,,
203,,,,,36035,,38777,,1.0%,,,
204,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(16)",9000,,8848,,8517,,0.2%,,
205,,,,,8848,,8517,,0.2%,,,
206,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(4)",22500,,22500,,22500,,0.6%,,
207,,,,,22500,,22500,,0.6%,,,
208,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",21850,,21945,,21632,,0.6%,,
209,,,,,21945,,21632,,0.6%,,,
210,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),,1639,,2539,,0.1%,,,
211,,,,,1639,,2539,,0.1%,,,
212,"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)(16)",12500,,12381,,12500,,0.3%,,
213,,,,,12381,,12500,,0.3%,,,
214,"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,,19470,,20008,,0.5%,,
215,,,,,19470,,20008,,0.5%,,,
216,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",146978,,146978,,146978,,4.0%,,
217,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)",150100,,150100,,150100,,4.1%,,,,
218,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",27000,,27000,,27000,,0.7%,,,,
219,"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(25)",-,,-,,-,,-%,,,,
220,,,,,324078,,324078,,8.8%,,,
221,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
222,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
223,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
224,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",,125694,,,125694,,,125694.0,3.4%
225,"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)",131125,,131125,,131125,,3.5%,,,,
226,,,,,256819,,256819,,6.9%,,,
227,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,,3000,,3000,,0.1%,,
228,,,,,3000,,3000,,0.1%,,,
229,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35252,,35252,,35252,,1.0%,,
230,,,,,35252,,35252,,1.0%,,,
231,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",35391,,35391,,33110,,0.9%,,
232,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",21694,,21694,,20294,,0.5%,,,,
233,"Delayed Draw Term Loan – $6,000 Commitment (expires 12/31/2016)(25)",-,,-,,-,,-%,,,,
234,,,,,57085,,53404,,1.4%,,,
235,LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.33%)(11)(22)",26500,,23232,,23722,,0.6%,,
236,,,,,23232,,23722,,0.6%,,,
237,LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 12/31/2015)(4)(25)(26)",-,,-,,-,,-%,,
238,"Senior Subordinated Debt (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 12/31/2015)(3)(4)",1265,,1265,,1265,,-%,,,,
239,Membership Interest (125 units),,216,,193,,-%,,,,,
240,,,,,1481,,1458,,-%,,,
241,"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.86%)(11)(22)",31110,,23606,,25083,,0.7%,,
242,,,,,23606,,25083,,0.7%,,,
243,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",36232,,36232,,36032,,1.0%,,
