,0,1,2,3,4,5,6,7,8,9,10,11
35,First Tower Finance Company LLC(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 12.00% PIK, due 6/24/2019)(6)(22)",,251246,,,251246,,,251246.0,7.0%
36,"Class A Shares (83,729,323 shares)(22)",,66473,,112378,,3.1%,,,,,
37,,,,,317719,,363624,,10.1%,,,
38,"Freedom Marine Solutions, LLC(8)",Louisiana / Oil & Gas Services,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",3500,,3500,,3500,,0.1%,,
39,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,,12504,,8682,,0.2%,,,,
40,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,,16000,,13794,,0.4%,,,,
41,Membership Interest (100%),,7808,,1121,,-%,,,,,
42,,,,,39812,,27097,,0.7%,,,
43,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), in non-accrual status effective 1/1/2015, due 10/12/2017)(4)(20)",30535,,28925,,8896,,0.2%,,
44,"Series A Convertible Preferred Stock (99,900 shares)",,25950,,-,,-%,,,,,
45,,,,,54875,,8896,,0.2%,,,
46,"Harbortouch Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)(20)",128820,,128820,,128820,,3.6%,,
47,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)(6)(20)",144878,,144878,,144878,,4.0%,,,,
48,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)(20)",21762,,21762,,21762,,0.6%,,,,
49,Class C Shares (535 shares),,8712,,62899,,1.7%,,,,,
50,,,,,304172,,358359,,9.9%,,,
51,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)(20)",18250,,18250,,18250,,0.5%,,
52,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)(6)(20)",16442,,16442,,16442,,0.5%,,,,
53,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(22)",7200,,7200,,5496,,0.2%,,,,
54,"Common Stock (42,053 shares)",,6849,,12261,,0.3%,,,,,
55,,,,,48741,,52449,,1.5%,,,
56,National Property REIT Corp.(40),Various / Real Estate,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)(6)(20)",203332,,203332,,203332,,5.7%,,
57,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(4)(6)(20)",131606,,131606,,131606,,3.6%,,,,
58,"Senior Secured Term Loan C to ACL Loan Holdings, Inc. (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(4)(6)(20)",99133,,99133,,99133,,2.7%,,,,
59,"Common Stock (643,175 shares)",,102020,,92124,,2.5%,,,,,
60,Net Operating Income Interest (5% of Net Operating Income),,-,,21101,,0.6%,,,,,
61,,,,,536091,,547296,,15.1%,,,
62,Nationwide Loan Company LLC(36),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(6)(22)",14820,,14820,,14820,,0.4%,,
63,"Class A Shares (26,974,454.27 shares)(22)",,14794,,19018,,0.5%,,,,,
64,,,,,29614,,33838,,0.9%,,,
65,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
66,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
67,Control Investments (greater than 25.00% voting control)(49),,,,,,,,,,,
68,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",,3714,,,3714,,,3714.0,0.1%
69,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,7000,,0.2%,,,,
70,"Series A Preferred Stock (7,200 shares)",,,7200,,2306,,0.1%,,,,
71,"Series B Preferred Stock (5,669 shares)",,5669,,-,,-%,,,,,
72,,,,,23583,,13020,,0.4%,,,
73,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)(20)",29237,,29237,,29237,,0.8%,,
74,"Common Stock (545,107 shares)",,5087,,2775,,0.1%,,,,,
75,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",,1682,,1018,,-%,,,,,
76,,,,,36006,,33030,,0.9%,,,
77,United Property REIT Corp.(41),Various / Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)(6)(20)",64506,,64506,,64506,,1.8%,,
78,"Common Stock (74,449 shares)",,13165,,14809,,0.4%,,,,,
79,Net Operating Income Interest (5% of Net Operating Income),,-,,10632,,0.3%,,,,,
80,,,,,77671,,89947,,2.5%,,,
81,"Valley Electric Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)(6)(20)",10406,,10406,,10406,,0.3%,,
82,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)(6)",22767,,22767,,22767,,0.6%,,,,
83,"Common Stock (50,000 shares)",,26204,,4223,,0.1%,,,,,
84,,,,,59377,,37396,,1.0%,,,
85,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",32112,,-,,2326,,0.1%,,
86,Membership Interest (100%),,-,,-,,-%,,,,,
87,Net Profits Interest (8% of Equity Distributions)(7),,-,,85,,-%,,,,,
88,,,,,-,,2411,,0.1%,,,
89,Total Control Investments,,,1973325,,,2012700,,55.7%,,,
90,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
91,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
92,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
93,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)(21)",,7000,,,6931,,,7000.0,0.2%
94,,,,,6931,,7000,,0.2%,,,
95,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",-,,376,,533,,-%,,
96,,,,,376,,533,,-%,,,
97,Airmall Inc.,Pennsylvania / Property Management,Escrow Receivable,-,,5880,,3901,,0.1%,,
98,,,,,5880,,3901,,0.1%,,,
99,"Ajax Rolled Ring & Machine, LLC",South Carolina / Manufacturing,Escrow Receivable,-,,1264,,2222,,0.1%,,
100,,,,,1264,,2222,,0.1%,,,
101,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)(21)",11771,,11601,,11733,,0.3%,,
102,,,,,11601,,11733,,0.3%,,,
103,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",14755,,14755,,13084,,0.4%,,
104,Membership Interest (99.9999%)(15),-,,-,,-,,-%,,,,
105,,,,,14755,,13084,,0.4%,,,
106,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.60%)(11)(22)",23525,,20533,,22946,,0.6%,,
107,,,,,20533,,22946,,0.6%,,,
108,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.52%)(11)(22)",38340,,30890,,30289,,0.8%,,
109,,,,,30890,,30289,,0.8%,,,
110,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.87%)(11)(22)",44063,,36762,,37440,,1.0%,,
111,,,,,36762,,37440,,1.0%,,,
112,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.12%)(11)(22)",36515,,33078,,29558,,0.8%,,
113,,,,,33078,,29558,,0.8%,,,
114,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.53%)(11)(22)(48)",31350,,26773,,26806,,0.7%,,
115,,,,,26773,,26806,,0.7%,,,
116,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)(20)",150000,,150000,,147346,,4.1%,,
117,,,,,150000,,147346,,4.1%,,,
118,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",21603,,21603,,19604,,0.5%,,
119,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",23544,,23544,,20605,,0.6%,,,,
120,,,,,45147,,40209,,1.1%,,,
121,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)(20)",7000,,6892,,6374,,0.2%,,
122,,,,,6892,,6374,,0.2%,,,
123,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
124,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
125,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
126,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(20)(25)(26)",,2350,,,2350,,,2350.0,0.1%
127,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)(20)",38462,,38462,,35863,,1.0%,,,,
128,,,,,40812,,38213,,1.1%,,,
129,"BAART Programs, Inc.",California / Healthcare,"Revolving Line of Credit – $5,000 Commitment (8.75% (LIBOR + 8.25% with 0.50% LIBOR floor), due 6/30/2018)(20)(25)(26)",-,,-,,-,,-%,,
130,"Senior Secured Term Loan A (6.25% (LIBOR + 5.75% with 0.50% LIBOR floor), due 6/30/2020)(4)(20)",21366,,21366,,21793,,0.6%,,,,
131,"Senior Secured Term Loan B (11.25% (LIBOR + 10.75% with 0.50% LIBOR floor), due 6/30/2020)(4)(20)",21500,,21500,,22145,,0.6%,,,,
132,"Delayed Draw Term Loan – $10,500 Commitment (expires 12/31/2015)(25)",,-,,-,,-%,,,,,
133,,,,,42866,,43938,,1.2%,,,
134,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.11%)(11)(22)(48)",52250,,46603,,45565,,1.3%,,
135,,,,,46603,,45565,,1.3%,,,
136,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(21)(46)",251075,,251075,,249164,,6.9%,,
137,,,,,251075,,249164,,6.9%,,,
138,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.48%)(11)(22)",26000,,20990,,22927,,0.6%,,
139,,,,,20990,,22927,,0.6%,,,
140,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),,-,,303,,-%,,,
141,,,,,-,,303,,-%,,,
142,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)(21)",102500,,101907,,101892,,2.8%,,
143,,,,,101907,,101892,,2.8%,,,
144,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)(22)",24870,,19907,,20167,,0.6%,,
145,,,,,19907,,20167,,0.6%,,,
146,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.51%)(11)(22)",40275,,34950,,32087,,0.9%,,
147,,,,,34950,,32087,,0.9%,,,
148,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.29%)(11)(22)(48)",48528,,41719,,40353,,1.1%,,
149,,,,,41719,,40353,,1.1%,,,
150,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Structured Finance,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)(9)(22)(20)",19000,,15684,,18446,,0.5%,,
151,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)(9)(22)(20)",15400,,13062,,14336,,0.4%,,,,
152,,,,,28746,,32782,,0.9%,,,
153,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.18%)(11)(22)",44100,,34395,,33811,,0.9%,,
154,,,,,34395,,33811,,0.9%,,,
155,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.03%)(11)(22)",45500,,35246,,36772,,1.0%,,
156,,,,,35246,,36772,,1.0%,,,
157,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
158,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
159,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
160,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.72%)(11)(22)(48)",,41500,,,33724,,,35354.0,1.0%
161,,,,,33724,,35354,,1.0%,,,
162,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)(6)(20)",67204,,67154,,67204,,1.9%,,
163,,,,,67154,,67204,,1.9%,,,
164,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)(21)",49600,,49600,,49600,,1.4%,,
165,,,,,49600,,49600,,1.4%,,,
166,Crosman Corporation,New York / Manufacturing,"Senior Secured Term Loan A (9.00% (LIBOR + 8.70% with 0.30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(4)(6)(21)",52761,,52761,,52129,,1.4%,,
167,"Senior Secured Term Loan B (16.00% (LIBOR + 15.70% with 0.30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(4)(6)(21)",40199,,40199,,39251,,1.1%,,,,
168,,,,,92960,,91380,,2.5%,,,
169,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),-,,-,,-,,-%,,
170,,,,,-,,-,,-%,,,
171,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(16)",15700,,15544,,13818,,0.4%,,
172,,,,,15544,,13818,,0.4%,,,
173,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)(20)",24446,,24446,,24446,,0.7%,,
174,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(25)",,-,,-,,-%,,,,,
175,,,,,24446,,24446,,0.7%,,,
176,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(16)(21)",18000,,17834,,18000,,0.5%,,
177,,,,,17834,,18000,,0.5%,,,
178,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.67%)(11)(22)",39275,,30079,,31905,,0.9%,,
179,,,,,30079,,31905,,0.9%,,,
180,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.39%)(11)(22)",24575,,20073,,19910,,0.6%,,
181,,,,,20073,,19910,,0.6%,,,
182,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.96%)(11)(22)(48)",39905,,32681,,32168,,0.9%,,
183,,,,,32681,,32168,,0.9%,,,
184,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(4)(21)",49567,,49567,,49567,,1.4%,,
185,,,,,49567,,49567,,1.4%,,,
186,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 25.29%)(11)(22)",23188,,19661,,23249,,0.6%,,
187,,,,,19661,,23249,,0.6%,,,
188,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 23.47%)(11)(22)",40400,,34345,,38136,,1.1%,,
189,,,,,34345,,38136,,1.1%,,,
190,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.30%)(11)(22)",24500,,20436,,21719,,0.6%,,
191,,,,,20436,,21719,,0.6%,,,
192,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
193,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
194,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
195,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.63%)(11)(22)(48)",,41164,,,33869,,,36727.0,1.0%
196,,,,,33869,,36727,,1.0%,,,
197,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.91%)(11)(22)(48)",39598,,38415,,37639,,1.0%,,
198,,,,,38415,,37639,,1.0%,,,
199,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.08%)(11)(22)(48)",19025,,14826,,13908,,0.4%,,
200,,,,,14826,,13908,,0.4%,,,
201,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(16)(20)",9000,,8861,,8855,,0.2%,,
202,,,,,8861,,8855,,0.2%,,,
203,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(4)(21)",22388,,22388,,22063,,0.6%,,
204,,,,,22388,,22063,,0.6%,,,
205,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",16100,,16081,,16016,,0.4%,,
206,,,,,16081,,16016,,0.4%,,,
207,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),-,,1639,,2439,,0.1%,,
208,,,,,1639,,2439,,0.1%,,,
209,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(20)",116424,,116424,,116424,,3.2%,,
210,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)(20)",150100,,150100,,150100,,4.2%,,,,
211,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)(20)",27000,,27000,,27000,,0.7%,,,,
212,"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(25)",,-,,-,,-%,,,,,
213,,,,,293524,,293524,,8.1%,,,
214,"Intelius, Inc.",,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(20)",-,,-,,-,,-%,,
215,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(4)(20)",21500,,21500,,21500,,0.6%,,,,
216,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(4)(20)",21500,,21500,,21500,,0.6%,,,,
217,,,,,43000,,43000,,1.2%,,,
218,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)(21)",80200,,80200,,80200,,2.2%,,
219,"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)(21)",131125,,131125,,131125,,3.6%,,,,
220,,,,,211325,,211325,,5.8%,,,
221,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,,3000,,2973,,0.1%,,
222,,,,,3000,,2973,,0.1%,,,
223,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
224,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
225,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
226,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.65%)(11)(22)(48)",,19500,,,16916,,,16777.0,0.5%
227,,,,,16916,,16777,,0.5%,,,
228,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(20)",35342,,35342,,35342,,1.0%,,
229,,,,,35342,,35342,,1.0%,,,
230,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% default interest, due 3/18/2019)(3)(4)(21)",34922,,34922,,27805,,0.7%,,
231,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% default interest, due 3/18/2019)(3)(4)(21)",21416,,21416,,17048,,0.5%,,,,
232,"Delayed Draw Term Loan – $6,000 Commitment (expires 12/31/2016)(25)",,-,,-,,-%,,,,,
233,,,,,56338,,44853,,1.2%,,,
234,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.54%)(11)(22)",30500,,24565,,25696,,0.7%,,
235,,,,,24565,,25696,,0.7%,,,
236,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.16%)(11)(22)",31110,,23522,,25868,,0.7%,,
237,,,,,23522,,25868,,0.7%,,,
238,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",33702,,33702,,33702,,0.9%,,
