,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
25,"Senior Secured Term Loan B (8.34% (LIBOR + 6.25% with 0.75% LIBOR floor) plus 4.25% PIK, due 12/31/2017, past due)(13)",131558,,131558,,119627,,3.5%,,,,,,,,,,
26,"Senior Secured Term Loan C (18.00% PIK, due on demand)(46)",3149,,3149,,-,,-%,,,,,,,,,,
27,"Warrants (to purchase 4,900 shares of Common Stock, expires 3/22/2030)(16)",-,,-,,-,,-%,,,,,,,,,,
28,,,,,,212701,,197621,,5.8%,,,,,,,,
29,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
30,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
31,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,,,,,,,
32,"MITY, Inc.(25)",Utah / Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",,26250,,,26250,,,26250.0,,0.8%,,,,,
33,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(11)(46)",24442,,24442,,24442,,0.7%,,,,,,,,,,
34,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(14)",5563,,7200,,5563,,0.1%,,,,,,,,,,
35,"Common Stock (42,053 shares)(16)",-,,6849,,2639,,0.1%,,,,,,,,,,
36,,,,,,64741,,58894,,1.7%,,,,,,,,
37,National Property REIT Corp.(26),Various / Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(13)(46)",293203,,293203,,293203,,8.6%,,,,,,,,
38,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 4/1/2019)(13)(46)",226180,,226180,,226180,,6.7%,,,,,,,,,,
39,"Common Stock (3,042,393 shares)",-,,307604,,436105,,12.8%,,,,,,,,,,
40,Net Operating Income Interest (5% of Net Operating Income),-,,-,,99488,,2.9%,,,,,,,,,,
41,,,,,,826987,,1054976,,31.0%,,,,,,,,
42,Nationwide Loan Company LLC(27),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",17410,,17410,,17410,,0.5%,,,,,,,,
43,"Class A Units (32,456,159 units)(14)(16)",-,,21962,,16443,,0.5%,,,,,,,,,,
44,,,,,,39372,,33853,,1.0%,,,,,,,,
45,"NMMB, Inc.(28)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",3714,,3714,,3714,,0.1%,,,,,,,,
46,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",4900,,4900,,4900,,0.2%,,,,,,,,,,
47,"Series A Preferred Stock (7,200 shares)(16)",-,,7200,,5663,,0.2%,,,,,,,,,,
48,"Series B Preferred Stock (5,669 shares)(16)",-,,5669,,4458,,0.1%,,,,,,,,,,
49,,,,,,21483,,18735,,0.6%,,,,,,,,
50,Pacific World Corporation(40),California / Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",20825,,20825,,20825,,0.6%,,,,,,,,
51,"Senior Secured Term Loan A (7.34% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(13)",96250,,96250,,96250,,2.8%,,,,,,,,,,
52,"Senior Secured Term Loan B (11.34% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",96500,,96500,,47945,,1.4%,,,,,,,,,,
53,"Convertible Preferred Equity (100,000 shares)(16)",-,,15000,,-,,-%,,,,,,,,,,
54,"Common Stock (6,778,414 shares)(16)",-,,-,,-,,-%,,,,,,,,,,
55,,,,,,228575,,165020,,4.8%,,,,,,,,
56,"R-V Industries, Inc.",Pennsylvania / Machinery,"Senior Subordinated Note (11.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(11)",28622,,28622,,28622,,0.8%,,,,,,,,
57,"Common Stock (745,107 shares)(16)",-,,6866,,3264,,0.1%,,,,,,,,,,
58,,,,,,35488,,31886,,0.9%,,,,,,,,
59,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
60,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
61,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,,,,,,,
62,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",,-,,,-,,,2194.0,,0.1%,,,,,
63,Common Stock (100 shares)(16),-,,-,,-,,-%,,,,,,,,,,
64,,,,,,-,,2194,,0.1%,,,,,,,,
65,USES Corp.(30),Texas / Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",36964,,31601,,16319,,0.5%,,,,,,,,
66,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",47866,,35568,,-,,-%,,,,,,,,,,
67,"Common Stock (268,962 shares)(16)",-,,-,,-,,-%,,,,,,,,,,
68,,,,,,67169,,16319,,0.5%,,,,,,,,
69,"Valley Electric Company, Inc.(31)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",10430,,10430,,10430,,0.3%,,,,,,,,
70,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",27781,,27781,,27781,,0.8%,,,,,,,,,,
71,Consolidated Revenue Interest (2.0%),-,,-,,-,,-%,,,,,,,,,,
72,"Common Stock (50,000 shares)(16)",-,,26204,,12586,,0.4%,,,,,,,,,,
73,,,,,,64415,,50797,,1.5%,,,,,,,,
74,"Wolf Energy, LLC(32)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),-,,-,,-,,-%,,,,,,,,
75,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",-,,3792,,-,,-%,,,,,,,,,,
76,Net Profits Interest (8% of Equity Distributions)(4)(16),-,,-,,12,,-%,,,,,,,,,,
77,,,,,,3792,,12,,-%,,,,,,,,
78,Total Control Investments (Level 3),,,2300526,,,2404326,,70.6%,,,,,,,,,
79,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
80,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
81,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,
82,"Edmentum Ultimate Holdings, LLC(22)",Minnesota / Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",,7834,,,7834,,,7834,,0.2,%,,,,
83,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",7520,,7520,,7520,,0.2,%,,,,,,,,,
84,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",35226,,23828,,19862,,0.6,%,,,,,,,,,
85,"Class A Units (370,964 units)(16)",-,,6577,,-,,-,%,,,,,,,,,
86,,,,,45759,,35216,,1.0,%,,,,,,,,
87,"Nixon, Inc.(39)","California / Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),-,,-,,-,,-,%,,,,,,,
88,,,,,-,,-,,-,%,,,,,,,,
89,"Targus International, LLC(33)","California / Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",-,,9878,,23220,,0.7,%,,,,,,,
90,,,,,9878,,23220,,0.7,%,,,,,,,,
91,Total Affiliate Investments (Level 3),,,55637,,,58436,,1.7,%,,,,,,,,
92,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
93,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
94,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
95,"ACE Cash Express, Inc.",Texas / Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",,20000,,,19733,,,21594.0,,0.6%,,,,,
96,,,,,19733,,21594,,0.6%,,,,,,,,,
97,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",35815,,35815,,35815,,1.1%,,,,,,,,
98,,,,,35815,,35815,,1.1%,,,,,,,,,
99,American Gilsonite Company(34),Utah / Chemicals,"Membership Interest (0.05%, 131 shares)(16)",-,,-,,-,,-%,,,,,,,,
100,,,,,,-,,-,,-%,,,,,,,,
101,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,,21,,76,,-%,,,,,,,,
102,,,,,21,,76,,-%,,,,,,,,,
103,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.80%, due 1/17/2028)(5)(14)",40500,,32397,,25000,,0.7%,,,,,,,,
104,,,,,32397,,25000,,0.7%,,,,,,,,,
105,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.35%, due 4/15/2031)(5)(14)",52203,,35014,,26518,,0.8%,,,,,,,,
106,,,,,35014,,26518,,0.8%,,,,,,,,,
107,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.14%, due 4/20/2031)(5)(14)",48515,,35776,,26960,,0.8%,,,,,,,,
108,,,,,35776,,26960,,0.8%,,,,,,,,,
109,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 10/20/2027)(5)(6)(14)",31350,,27496,,25047,,0.7%,,,,,,,,
110,,,,,27496,,25047,,0.7%,,,,,,,,,
111,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (13.59% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",25595,,1145,,787,,-%,,,,,,,,
112,,,,,1145,,787,,-%,,,,,,,,,
113,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (11.10% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(13)",7000,,6949,,7000,,0.2%,,,,,,,,
114,,,,,6949,,7000,,0.2%,,,,,,,,,
115,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",7000,,7000,,6900,,0.2%,,,,,,,,
116,"Senior Term Loan (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",77713,,77713,,76607,,2.2%,,,,,,,,,,
117,,,,,84713,,83507,,2.4%,,,,,,,,,
118,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
119,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
120,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
121,"ATS Consolidated, Inc.","Arizona / Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.84% (LIBOR + 7.75%, due 2/27/2026)(8)(13)",,15000,,,14856,,,14873.0,,0.4%,,,,,
122,,,,,,14856,,14873,,0.4%,,,,,,,,
123,"Autodata, Inc. / Autodata Solutions, Inc.(9)",Canada / Software,"Second Lien Term Loan (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 12/12/2025)(8)(13)",6000,,5972,,5972,,0.2%,,,,,,,,
124,,,,,,5972,,5972,,0.2%,,,,,,,,
125,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.35%, due 7/20/2029)(5)(6)(14)",83098,,49688,,46933,,1.4%,,,,,,,,
126,,,,,49688,,46933,,1.4%,,,,,,,,,
127,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Note (10.33% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",274009,,274009,,274009,,8.0%,,,,,,,,
128,,,,,274009,,274009,,8.0%,,,,,,,,,
129,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",36300,,19287,,13466,,0.4%,,,,,,,,
130,,,,,19287,,13466,,0.4%,,,,,,,,,
131,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 12.20%, due 10/16/2028)(5)(14)",58915,,41645,,35852,,1.1%,,,,,,,,
132,,,,,41645,,35852,,1.1%,,,,,,,,,
133,"Candle-Lite Company, LLC",Ohio / Household & Personal Products,"Senior Secured Term Loan A (7.81% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12438,,12438,,12438,,0.3%,,,,,,,,
134,"Senior Secured Term Loan B (11.81% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,,12500,,12500,,0.4%,,,,,,,,,,
135,,,,,,24938,,24938,,0.7%,,,,,,,,
136,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (10.34% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",101030,,100669,,100136,,2.9%,,,,,,,,
137,,,,,100669,,100136,,2.9%,,,,,,,,,
138,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.73%, due 7/15/2030)(5)(6)(14)",25534,,17832,,18807,,0.6%,,,,,,,,
139,,,,,17832,,18807,,0.6%,,,,,,,,,
140,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.00%, due 10/20/2029)(5)(6)(14)",32200,,32364,,29080,,0.9%,,,,,,,,
141,,,,,32364,,29080,,0.9%,,,,,,,,,
142,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.34%, due 4/30/2031)(5)(14)",24870,,15140,,15196,,0.4%,,,,,,,,
143,,,,,15140,,15196,,0.4%,,,,,,,,,
144,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
145,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
146,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
147,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.40%, due 1/25/2026)(5)(14)",,40275,,,31692,,,28269.0,,0.8%,,,,,
148,,,,,31692,,28269,,0.8%,,,,,,,,,
149,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.56%, due 7/27/2026)(5)(6)(14)",48528,,36311,,33703,,1.0%,,,,,,,,
150,,,,,36311,,33703,,1.0%,,,,,,,,,
151,Centerfield Media Holding Company(35),California / Internet Software & Services,"Senior Secured Term Loan A (9.31% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",66300,,66300,,66300,,1.9%,,,,,,,,
152,"Senior Secured Term Loan B (14.81% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",68000,,68000,,68000,,2.0%,,,,,,,,,,
153,,,,,134300,,134300,,3.9%,,,,,,,,,
154,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.43%, due 4/24/2031)(5)(14)",44100,,27624,,25250,,0.7%,,,,,,,,
155,,,,,27624,,25250,,0.7%,,,,,,,,,
156,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.31%, due 4/28/2031)(5)(14)",45500,,31503,,27697,,0.8%,,,,,,,,
157,,,,,31503,,27697,,0.8%,,,,,,,,,
158,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 8.46%, due 10/19/2026)(5)(6)(14)",41500,,28512,,23715,,0.7%,,,,,,,,
159,,,,,28512,,23715,,0.7%,,,,,,,,,
160,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.11%, due 10/21/2028)(5)(6)(14)",34000,,31179,,27998,,0.8%,,,,,,,,
161,,,,,31179,,27998,,0.8%,,,,,,,,,
162,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.31% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",31460,,31410,,31460,,0.9%,,,,,,,,
163,,,,,31410,,31460,,0.9%,,,,,,,,,
164,"Class Appraisal, LLC",Michigan / Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",-,,-,,-,,-%,,,,,,,,
165,"Senior Secured Term Loan (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",41860,,41860,,41860,,1.2%,,,,,,,,,,
166,,,,,,41860,,41860,,1.2%,,,,,,,,
167,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (8.31% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",19100,,19100,,19100,,0.6%,,,,,,,,
168,"Senior Secured Term Loan B (13.31% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",24750,,24750,,24750,,0.7%,,,,,,,,,,
169,,,,,43850,,43850,,1.3%,,,,,,,,,
170,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
171,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
172,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
173,CP VI Bella Midco,Pennsylvania / IT Services,"Second Lien Term Loan (8.84% (LIBOR + 6.75%, due 12/29/2025)(8)(13)",,2000,,,1990,,,1990.0,,0.1%,,,,,
174,,,,,,1990,,1990,,0.1%,,,,,,,,
175,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10896,,10837,,11844,,0.3%,,,,,,,,
176,,,,,10837,,11844,,0.3%,,,,,,,,,
177,"Digital Room, LLC",California / Commercial Services & Supplies,"First Lien Term Loan (7.10% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(3)(8)(13)",9950,,9857,,9925,,0.3%,,,,,,,,
178,"Second Lien Term Loan (10.85% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",57100,,56295,,57100,,1.7%,,,,,,,,,,
179,,,,,,66152,,67025,,2.0%,,,,,,,,
180,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (10.84% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",11500,,11328,,11226,,0.3%,,,,,,,,
181,,,,,11328,,11226,,0.3%,,,,,,,,,
182,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (12.31% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(11)",16894,,16894,,15728,,0.5%,,,,,,,,
183,,,,,16894,,15728,,0.5%,,,,,,,,,
184,"Engine Group, Inc.(7)",California / Media,"Senior Secured Term Loan (7.08% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",4813,,4813,,4813,,0.1%,,,,,,,,
185,"Second Lien Term Loan (11.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",35000,,35000,,35000,,1.0%,,,,,,,,,,
186,,,,,,39813,,39813,,1.1%,,,,,,,,
187,EXC Holdings III Corp,"Massachusetts / Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.97% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)",12500,,12384,,12500,,0.4%,,,,,,,,
188,,,,,,12384,,12500,,0.4%,,,,,,,,
189,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (11.31% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(11)",21544,,21544,,21544,,0.6%,,,,,,,,
190,"Delayed Draw Term Loan – $15,000 Commitment (10.31% (LIBOR + 8.00% with 1.00% LIBOR floor), expires 4/30/2022)(11)(15)",-,,-,,-,,-%,,,,,,,,,,
191,,,,,21544,,21544,,0.6%,,,,,,,,,
192,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.42%, due 10/15/2030)(5)(14)",50525,,34853,,30457,,0.9%,,,,,,,,
193,,,,,34853,,30457,,0.9%,,,,,,,,,
194,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.57%, due 5/16/2031)(5)(14)",24575,,16936,,13688,,0.4%,,,,,,,,
195,,,,,16936,,13688,,0.4%,,,,,,,,,
196,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
197,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
198,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
199,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.89%, due 7/15/2031)(5)(6)(14)",,39905,,,28009,,,22335.0,,0.7%,,,,,
200,,,,,28009,,22335,,0.7%,,,,,,,,,
201,"Galaxy XXVIII CLO, Ltd.",Cayman Islands / Structured Finance,"Class F Junior Notes (LIBOR + 8.48%, due 7/15/2031)(6)(11)(14)(53)",6658,,6159,,6159,,0.2%,,,,,,,,
202,,,,,6159,,6159,,0.2%,,,,,,,,,
203,"H.I.G. ECI Merger Sub, Inc.",Massachusetts / IT Services,"Revolving Line of Credit – $5,000 Commitment (9.81% (LIBOR + 7.50% with 1.50% LIBOR floor), due 9/30/2018)(11)",-,,-,,-,,-%,,,,,,,,
204,"Senior Secured Term Loan A (7.81% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(11)",44688,,44688,,44688,,1.3%,,,,,,,,,,
205,"Senior Secured Term Loan B (12.81% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(11)",29900,,29900,,29900,,0.9%,,,,,,,,,,
206,,,,,,74588,,74588,,2.2%,,,,,,,,
207,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,,3869,,3125,,0.1%,,,,,,,,
208,,,,,3869,,3125,,0.1%,,,,,,,,,
209,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",40400,,22057,,11017,,0.3%,,,,,,,,
210,,,,,22057,,11017,,0.3%,,,,,,,,,
