,0,1,2,3,4,5,6,7,8,9,10,11
78,,,,,58314,,32110,,0.9%,,,
79,"Vets Securing America, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1686,,-,,-%,,
80,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
81,"Common Stock of The Healing Staff, Inc. (1,000 shares)",,-,,-,,-%,,,,,
82,"Common Stock of Vets Securing America, Inc. (1 share)",,975,,-,,-%,,,,,
83,,,,,3831,,-,,-%,,,
84,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",29434,,-,,1759,,-%,,
85,Membership Interest (100%),,-,,-,,-%,,,,,
86,Net Profits Interest (8% of Equity Distributions)(7),,-,,22,,-%,,,,,
87,,,,,-,,1781,,-%,,,
88,Total Control Investments,,,1792504,,,1828211,,49.5%,,,
89,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
90,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
91,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
92,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",,7000,,,6924,,,7000.0,0.2%
93,,,,,6924,,7000,,0.2%,,,
94,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,396,,498,,-%,,,
95,,,,,396,,498,,-%,,,
96,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,,5880,,3752,,0.1%,,,
97,,,,,5880,,3752,,0.1%,,,
98,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,,-,,1731,,-%,,,
99,,,,,-,,1731,,-%,,,
100,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,,11814,,12000,,0.3%,,
101,,,,,11814,,12000,,0.3%,,,
102,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.0%,,
103,,,,,74654,,74654,,2.0%,,,
104,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",38500,,38500,,34133,,0.9%,,
105,Membership Interest (99.9999%)(15),,-,,3976,,0.1%,,,,,
106,,,,,38500,,38109,,1.0%,,,
107,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 21.95%)(11)(22)",23525,,20540,,22521,,0.6%,,
108,,,,,20540,,22521,,0.6%,,,
109,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.67%)(11)(22)",38340,,32222,,33143,,0.9%,,
110,,,,,32222,,33143,,0.9%,,,
111,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.54%)(11)(22)",44063,,38864,,40105,,1.1%,,
112,,,,,38864,,40105,,1.1%,,,
113,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.97%)(11)(22)",36515,,34883,,31891,,0.9%,,
114,,,,,34883,,31891,,0.9%,,,
115,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,148436,,4.0%,,
116,,,,,150000,,148436,,4.0%,,,
117,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,,26325,,24497,,0.7%,,
118,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,,26325,,23762,,0.6%,,,,
119,,,,,52650,,48259,,1.3%,,,
120,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,,6884,,6538,,0.2%,,
121,,,,,6884,,6538,,0.2%,,,
122,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
123,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
124,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
125,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(25)(26)",,2350,,,2350,,,2350.0,0.1%
126,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38660,,38660,,35340,,0.9%,,,,
127,,,,,41010,,37690,,1.0%,,,
128,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.47%)(11)(22)",52250,,51465,,49927,,1.3%,,
129,,,,,51465,,49927,,1.3%,,,
130,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,,10911,,11000,,0.3%,,
131,,,,,10911,,11000,,0.3%,,,
132,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",253675,,253675,,253675,,6.9%,,
133,,,,,253675,,253675,,6.9%,,,
134,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.42%)(11)(22)",26000,,21956,,24131,,0.7%,,
135,,,,,21956,,24131,,0.7%,,,
136,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),,-,,237,,-%,,,
137,,,,,-,,237,,-%,,,
138,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,,64377,,64377,,1.7%,,
139,,,,,64377,,64377,,1.7%,,,
140,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.90%)(11)(22)",24870,,20642,,21432,,0.6%,,
141,,,,,20642,,21432,,0.6%,,,
142,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.98%)(11)(22)",40275,,36541,,36505,,1.0%,,
143,,,,,36541,,36505,,1.0%,,,
144,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.80%)(11)(22)",48528,,44488,,42781,,1.2%,,
145,,,,,44488,,42781,,1.2%,,,
146,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.25% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",19000,,15526,,18538,,0.5%,,
147,"Class E Subordinated Notes (7.25% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,,12959,,14420,,0.4%,,,,
148,,,,,28485,,32958,,0.9%,,,
149,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.47%)(11)(22)",44100,,36654,,39473,,1.1%,,
150,,,,,36654,,39473,,1.1%,,,
151,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.38%)(11)(22)",45500,,37174,,39114,,1.1%,,
152,,,,,37174,,39114,,1.1%,,,
153,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
154,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
155,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
156,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.30%)(11)(22)",,41500,,,36256,,,37237.0,1.0%
157,,,,,36256,,37237,,1.0%,,,
158,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",67967,,67917,,67967,,1.8%,,
159,,,,,67917,,67967,,1.8%,,,
160,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,121,,-%,,,
161,,,,,-,,121,,-%,,,
162,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50244,,50244,,50244,,1.4%,,
163,,,,,50244,,50244,,1.4%,,,
164,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,38166,,1.0%,,
165,,,,,40000,,38166,,1.0%,,,
166,"Deltek, Inc.",Virginia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)(16)",12000,,11868,,11868,,0.3%,,
167,,,,,11868,,11868,,0.3%,,,
168,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),,-,,-,,-%,,,
169,,,,,-,,-,,-%,,,
170,"Edmentum, Inc.",Minnesota / Consumer Services,"Second Lien Term Loan (12.00% (PRIME + 8.75%), in non-accrual status effective 1/1/2015, due 5/17/2019)(3)(4)(16)",50000,,48623,,25329,,0.7%,,
171,,,,,48623,,25329,,0.7%,,,
172,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(16)",15700,,15492,,13491,,0.4%,,
173,,,,,15492,,13491,,0.4%,,,
174,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,123,,-%,,,
175,,,,,-,,123,,-%,,,
176,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",24625,,24625,,24625,,0.6%,,
177,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)",25000,,25000,,25000,,0.7%,,,,
178,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(25)",-,,-,,-,,-%,,,,
179,,,,,49625,,49625,,1.3%,,,
180,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(16)",18000,,17810,,18000,,0.5%,,
181,,,,,17810,,18000,,0.5%,,,
182,"Galaxy XV CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.33%)(11)(22)",35025,,28142,,30191,,0.8%,,
183,,,,,28142,,30191,,0.8%,,,
184,"Galaxy XVI CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.35%)(11)(22)",22575,,19360,,19523,,0.5%,,
185,,,,,19360,,19523,,0.5%,,,
186,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
187,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
188,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
189,"Galaxy XVII CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.87%)(11)(22)",,39905,,,34322,,,34222.0,0.9%
190,,,,,34322,,34222,,0.9%,,,
191,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(3)(4)",28393,,28393,,28393,,0.8%,,
192,,,,,28393,,28393,,0.8%,,,
193,"GTP Operations, LLC(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",119683,,119683,,119683,,3.2%,,
194,,,,,119683,,119683,,3.2%,,,
195,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 28.96%)(11)(22)",23188,,20086,,22303,,0.6%,,
196,,,,,20086,,22303,,0.6%,,,
197,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 20.69%)(11)(22)",40400,,35921,,39889,,1.1%,,
198,,,,,35921,,39889,,1.1%,,,
199,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.99%)(11)(22)",24500,,21408,,22578,,0.6%,,
200,,,,,21408,,22578,,0.6%,,,
201,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.24%)(11)(22)",41164,,36035,,38777,,1.0%,,
202,,,,,36035,,38777,,1.0%,,,
203,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(16)",9000,,8848,,8517,,0.2%,,
204,,,,,8848,,8517,,0.2%,,,
205,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(4)",22500,,22500,,22500,,0.6%,,
206,,,,,22500,,22500,,0.6%,,,
207,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",21850,,21945,,21632,,0.6%,,
208,,,,,21945,,21632,,0.6%,,,
209,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),,1639,,2539,,0.1%,,,
210,,,,,1639,,2539,,0.1%,,,
211,"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)(16)",12500,,12381,,12500,,0.3%,,
212,,,,,12381,,12500,,0.3%,,,
213,"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,,19470,,20008,,0.5%,,
214,,,,,19470,,20008,,0.5%,,,
215,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",146978,,146978,,146978,,4.0%,,
216,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)",150100,,150100,,150100,,4.1%,,,,
217,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",27000,,27000,,27000,,0.7%,,,,
218,"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(25)",-,,-,,-,,-%,,,,
219,,,,,324078,,324078,,8.8%,,,
220,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
221,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
222,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
223,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",,125694,,,125694,,,125694.0,3.4%
224,"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)",131125,,131125,,131125,,3.5%,,,,
225,,,,,256819,,256819,,6.9%,,,
226,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,,3000,,3000,,0.1%,,
227,,,,,3000,,3000,,0.1%,,,
228,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35252,,35252,,35252,,1.0%,,
229,,,,,35252,,35252,,1.0%,,,
230,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",35391,,35391,,33110,,0.9%,,
231,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",21694,,21694,,20294,,0.5%,,,,
232,"Delayed Draw Term Loan – $6,000 Commitment (expires 12/31/2016)(25)",-,,-,,-,,-%,,,,
233,,,,,57085,,53404,,1.4%,,,
234,LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.33%)(11)(22)",26500,,23232,,23722,,0.6%,,
235,,,,,23232,,23722,,0.6%,,,
236,LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 12/31/2015)(4)(25)(26)",-,,-,,-,,-%,,
237,"Senior Subordinated Debt (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 12/31/2015)(3)(4)",1265,,1265,,1265,,-%,,,,
238,Membership Interest (125 units),,216,,193,,-%,,,,,
239,,,,,1481,,1458,,-%,,,
240,"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.86%)(11)(22)",31110,,23606,,25083,,0.7%,,
241,,,,,23606,,25083,,0.7%,,,
242,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",36232,,36232,,36032,,1.0%,,
