,0,1,2,3,4,5,6,7,8,9,10,11
35,CP Holdings  of Delaware LLC(38),Oklahoma /  Oil & Gas Production,"Senior Secured Note to CP Energy Services Inc. (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 8/2/2018)(4)",75773,,75773,,75773,,2.1%,,
36,"Senior Secured Note to CP Well Testing Holding Company LLC (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor), due 8/2/2018)(4)",22500,,22500,,22500,,0.6%,,,,
37,Membership Interest in CP Holdings of Delaware LLC,,15228,,21357,,0.6%,,,,,
38,,,,,113501,,119630,,3.3%,,,
39,"Credit Central Holdings of Delaware, LLC(22)(34)",Ohio /  Consumer Finance,"Senior Secured Revolving Credit Facility to Credit Central Holdings of Delaware, LLC – $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)(4)(25)",40207,,40207,,40207,,1.1%,,
40,"Membership Interest in Credit Central Holdings of Delaware, LLC",,9956,,6591,,0.2%,,,,,
41,"Net Revenue Interest in Credit Central Holdings of Delaware, LLC (5% of Net Revenue)",,-,,1996,,0.1%,,,,,
42,,,,,50163,,48794,,1.4%,,,
43,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Revolving Credit Facility to Echelon Aviation LLC – $150,000 Commitment (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)",78521,,78521,,78521,,2.2%,,
44,Membership Interest in Echelon Aviation LLC,,14107,,14107,,0.4%,,,,,
45,,,,,92628,,92628,,2.6%,,,
46,Energy Solutions Holdings Inc.(8),Texas / Energy,"Senior Secured Note to Vessel Holdings, LLC (18.00%, due 12/12/2016)",3500,,3500,,3500,,0.1%,,
47,"Senior Secured Note to Vessel Holdings II, LLC (13.00%, in non-accrual status, due 11/25/2018)",13000,,12504,,12504,,0.4%,,,,
48,"Senior Secured Note to Vessel Holdings III, LLC (13.00%, due 12/3/2018)",16000,,16000,,16000,,0.4%,,,,
49,"Senior Secured Note to Yatesville Coal Holdings, LLC (in non-accrual status effective 1/1/2009, past due)",1449,,1449,,-,,-%,,,,
50,Common Stock of Energy Solutions Holdings Inc. (100 shares),,8293,,2905,,0.1%,,,,,
51,,,,,41746,,34909,,1.0%,,,
52,First Tower Holdings of Delaware LLC(22)(29),Mississippi / Consumer Finance,"Senior Secured Revolving Credit Facility to First Tower Holdings of Delaware LLC – $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)(4)(25)",273260,,273260,,273260,,7.7%,,
53,Membership Interest in First Tower Holdings of Delaware LLC,,44693,,39703,,1.1%,,,,,
54,Net Revenue Interest in First Tower Holdings of Delaware LLC (5% of Net Revenue),,-,,17600,,0.5%,,,,,
55,,,,,317953,,330563,,9.3%,,,
56,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
57,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
58,Control Investments (greater than 25.00% voting control)(45),,,,,,,,,,,
59,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan to Gulf Coast Machine & Supply Company (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(4)",,17500,,,17500,,,11842.0,0.3%
60,"Series A Convertible Preferred Stock of Gulf Coast Machine & Supply Company (99,900 shares)",,25950,,-,,-%,,,,,
61,,,,,43450,,11842,,0.3%,,,
62,Harbortouch Holdings  of Delaware Inc.(44),Pennsylvania / Business Services,"Senior Secured Term Loan to Harbortouch Payments, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",130796,,130796,,130796,,3.7%,,
63,"Senior Secured Note to Harbortouch Holdings of Delaware Inc. (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor) plus 6.00% PIK, due 3/31/2019)(4)",123000,,123000,,123000,,3.4%,,,,
64,Common Stock of Harbortouch Holdings of Delaware Inc. (1 share),,24898,,20100,,0.6%,,,,,
65,Net Revenue Interest in Harbortouch Holdings of Delaware Inc. (5% of Net Revenue),,-,,4798,,0.1%,,,,,
66,,,,,278694,,278694,,7.8%,,,
67,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (joint borrowers) (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1686,,-,,-%,,
68,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
69,"Common Stock of The Healing Staff, Inc.  (1,000 shares)",,975,,-,,-%,,,,,
70,,,,,3831,,-,,-%,,,
71,"Manx Energy, Inc.(12)",Kansas /  Oil & Gas Production,"Senior Secured Note to Manx Energy, Inc. (13.00%, in non-accrual status effective 1/19/2010, past due)",225,,225,,-,,-%,,
72,"Series A-1 Preferred Stock of Manx Energy, Inc. (6,635 shares)",,-,,-,,-%,,,,,
73,"Common Stock of Manx Energy, Inc. (17,082 shares)",,-,,-,,-%,,,,,
74,,,,,225,,-,,-%,,,
75,MITY Holdings  of Delaware Inc.(17),Utah /  Durable Consumer Products,"Senior Secured Note to MITY Holdings of Delaware Inc. (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 9/19/2019)(4)",22968,,22968,,22968,,0.7%,,
76,"Senior Secured Note to MITY Enterprises, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,,18250,,18250,,0.5%,,,,
77,Common Stock of MITY Holdings of Delaware Inc. (100 shares),,6943,,8165,,0.2%,,,,,
78,,,,,48161,,49383,,1.4%,,,
79,Nationwide Acceptance Holdings LLC(22)(36),Illinois /  Consumer Finance,"Senior Secured Revolving Credit Facility to Nationwide Acceptance Holdings LLC – $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)(4)(25)",24708,,24708,,24708,,0.7%,,
80,Membership Interest in Nationwide Acceptance Holdings LLC,,4443,,4443,,0.1%,,,,,
81,Net Revenue Interest in Nationwide Acceptance Holdings LLC (5% of Net Revenue),,-,,1601,,0.1%,,,,,
82,,,,,29151,,30752,,0.9%,,,
83,"NMMB Holdings, Inc.(24)",New York / Media,"Senior Secured Note to NMMB Acquisition, Inc. (14.00%, due 5/6/2016)",10714,,10714,,9715,,0.3%,,
84,"Series B Convertible Preferred Stock of NMMB Holdings, Inc. (8,086 shares)",,12486,,-,,-%,,,,,
85,,,,,23200,,9715,,0.3%,,,
86,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
87,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
88,Control Investments (greater than 25.00% voting control)(45),,,,,,,,,,,
89,"NPH Property  Holdings, LLC(40)",Texas /  Real Estate,"Senior Term Loan to NPH Property Holdings, LLC (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)(4)",,104441,,,104441,,,104441.0,2.9%
90,"Membership Interest in NPH Property Holdings, LLC",,21040,,19772,,0.6%,,,,,
91,,,,,125481,,124213,,3.5%,,,
92,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note to R-V Industries, Inc. (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,,30411,,30411,,0.9%,,
93,"Common Stock of R-V Industries, Inc. (545,107 shares)",,5087,,19551,,0.5%,,,,,
94,"Warrant (to purchase 200,000 shares of Common Stock of R-V Industries, Inc., expires 6/30/2017)",,1682,,7174,,0.2%,,,,,
95,,,,,37180,,57136,,1.6%,,,
96,"STI Holding, Inc.  (f/k/a Borga, Inc.)(21)",California / Manufacturing,"Revolving Line of Credit to Borga, Inc. – $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 3/2/2010, past due)(4)(25)",1150,,1095,,503,,-%,,
97,"Senior Secured Term Loan B to Borga, Inc. (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 3/2/2010, past due)(4)",1612,,1501,,-,,-%,,,,
98,"Senior Secured Term Loan C to Borga, Inc. (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 3/2/2010, past due)",10040,,707,,-,,-%,,,,
99,"Common Stock of STI Holding, Inc. (100 shares)",,-,,-,,-%,,,,,
100,"Warrant (to purchase 33,750 shares of Common Stock of STI Holding, Inc., expires 5/6/2015)",,-,,-,,-%,,,,,
101,,,,,3303,,503,,-%,,,
102,"UPH Property  Holdings, LLC(41)",Georgia /  Real Estate,"Senior Term Loan to UPH Property Holdings, LLC (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)(4)",19027,,19027,,19027,,0.5%,,
103,"Membership Interest in UPH Property Holdings, LLC",,3707,,5392,,0.2%,,,,,
104,,,,,22734,,24419,,0.7%,,,
105,"Valley Electric  Holdings I, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Holdings I, Inc. (9.00% (LIBOR + 6.00% with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)(4)",36450,,36450,,25199,,0.7%,,
106,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10067,,10067,,10067,,0.3%,,,,
107,"Common Stock of Valley Electric Holdings I, Inc. (100 shares)",,9526,,-,,-%,,,,,
108,"Net Revenue Interest in Valley Electric Holdings I, Inc. (5% of Net Revenue)",,-,,495,,-%,,,,,
109,,,,,56043,,35761,,1.0%,,,
110,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
111,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
112,Control Investments (greater than 25.00% voting control)(45),,,,,,,,,,,
113,Wolf Energy  Holdings Inc.(12),Kansas /  Oil & Gas Production,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",,22000,,,-,,,3529.0,0.1%
114,"Senior Secured Note to Appalachian Energy Holdings, LLC (8.00%, in non-accrual status effective 1/19/2010, past due)",2808,,2000,,-,,-%,,,,
115,"Senior Secured Note to Appalachian Energy Holdings, LLC (8.00%, in non-accrual status, past due)",55,,50,,6,,-%,,,,
116,"Senior Secured Note to Coalbed, LLC (8.00%, in non-accrual status effective 1/19/2010, past due)(6)",8424,,5991,,-,,,,,,
117,Common Stock of Wolf Energy Holdings Inc.  (100 shares),,-,,-,,-%,,,,,
118,"Net Profits Interest in Wolf Energy, LLC  (8% of Equity Distributions)(7)",,-,,224,,-%,,,,,
119,,,,,8041,,3759,,0.1%,,,
120,Total Control Investments,,,1655363,,,1559214,,43.7%,,,
121,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
122,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
123,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
124,"Aderant North  America, Inc.(16)",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",,7000,,,6910,,,7000.0,0.2%
125,,,,,6910,,7000,,0.2%,,,
126,"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",,396,,505,,-%,,,
127,,,,,396,,505,,-%,,,
128,"ALG USA  Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,,11785,,12000,,0.3%,,
129,,,,,11785,,12000,,0.3%,,,
130,"Allied Defense  Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",,5,,-,,-%,,,
131,,,,,5,,-,,-%,,,
132,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.1%,,
133,,,,,74654,,74654,,2.1%,,,
134,American Gilsonite Company,Utah /  Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,,38500,,38500,,1.1%,,
135,Membership Interest(15),,-,,2299,,0.1%,,,,,
136,,,,,38500,,40799,,1.2%,,,
137,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,,18781,,19979,,0.6%,,
138,,,,,18781,,19979,,0.6%,,,
139,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,,34733,,38035,,1.1%,,
140,,,,,34733,,38035,,1.1%,,,
141,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,,42529,,42505,,1.2%,,
142,,,,,42529,,42505,,1.2%,,,
143,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),36515,,37837,,37004,,1.0%,,
144,,,,,37837,,37004,,1.0%,,,
145,"Arctic Glacier  U.S.A., Inc.",Minnesota /  Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,150000,,4.2%,,
146,,,,,150000,,150000,,4.2%,,,
147,Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",7000,,6871,,6871,,0.2%,,
148,,,,,6871,,6871,,0.2%,,,
149,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $3,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2014)(4)(25)(26)",2350,,2350,,2350,,0.1%,,
150,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",39056,,39056,,34068,,1.0%,,,,
151,,,,,41406,,36418,,1.1%,,,
152,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
153,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
154,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
155,Babson CLO Ltd.  2011-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),,35000,,,33965,,,35326.0,1.0%
156,,,,,33965,,35326,,1.0%,,,
157,Babson CLO Ltd.  2012-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),29075,,23867,,27435,,0.8%,,
158,,,,,23867,,27435,,0.8%,,,
159,Babson CLO Ltd.  2012-II(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),27850,,27344,,27879,,0.8%,,
160,,,,,27344,,27879,,0.8%,,,
161,"Blue Coat  Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,,10899,,11000,,0.3%,,
162,,,,,10899,,11000,,0.3%,,,
163,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",258875,,258875,,258875,,7.3%,,
164,,,,,258875,,258875,,7.3%,,,
165,Brookside Mill  CLO Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),26000,,23043,,25338,,0.7%,,
166,,,,,23043,,25338,,0.7%,,,
167,Byrider Systems Acquisition Corp.(22),Indiana / Auto Finance,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)(3)",11083,,11083,,11083,,0.3%,,
168,,,,,11083,,11083,,0.3%,,,
169,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,,-,,168,,-%,,,
170,Escrow Receivable,,-,,92,,-%,,,,,
171,,,,,-,,260,,-%,,,
172,"Capstone Logistics, LLC",Georgia / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)(4)",95466,,95466,,95466,,2.7%,,
173,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)(3)(4)",100000,,100000,,100000,,2.8%,,,,
174,,,,,195466,,195466,,5.5%,,,
175,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),24870,,22548,,24945,,0.7%,,
176,,,,,22548,,24945,,0.7%,,,
177,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),40275,,41101,,40592,,1.1%,,
178,,,,,41101,,40592,,1.1%,,,
179,"CIFC Funding  2011-I, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.24% (LIBOR + 5.00%, due 1/19/2023)(4)",19000,,15233,,18233,,0.5%,,
180,"Class E Subordinated Notes (7.24% (LIBOR + 7.00%, due 1/19/2023)(4)",15400,,12769,,15321,,0.4%,,,,
181,,,,,28002,,33554,,0.9%,,,
182,"CIFC Funding  2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44100,,42898,,43780,,1.2%,,
183,,,,,42898,,43780,,1.2%,,,
184,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
185,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
186,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
187,"CIFC Funding  2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),,45500,,,41136.0,,,40964.0,1.2%
188,,,,,41136,,40964,,1.2%,,,
189,"Cinedigm DC  Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68454,,68454,,68454.0,,1.9%,,
190,,,,,68454,,68454,,1.9%,,,
191,"The Copernicus  Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,137,,-%,,,
192,,,,,-,,137,,-%,,,
193,"Correctional Healthcare Holding Company, Inc.",Colorado / Healthcare,"Second Lien Term Loan (11.25%, due 1/11/2020)(3)",27100,,27100,,27100.0,,0.8%,,
194,,,,,27100,,27100,,0.8%,,,
195,"Coverall North  America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",52661,,52661,,52661.0,,1.5%,,
196,,,,,52661,,52661,,1.5%,,,
197,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,40000.0,,1.1%,,
198,,,,,40000,,40000,,1.1%,,,
199,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",69981,,69981,,69981.0,,2.0%,,
200,,,,,69981,,69981,,2.0%,,,
201,"Deltek, Inc.(16)",Virginia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)",12000,,11847,,12240.0,,0.3%,,
202,,,,,11847,,12240,,0.3%,,,
203,"Diamondback  Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),,-,,-,,-%,,,
204,,,,,-,,-,,-%,,,
205,"Edmentum, Inc.  (f/k/a Archipelago Learning, Inc.)(16)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)",50000,,48381,,50000.0,,1.4%,,
206,,,,,48381,,50000,,1.4%,,,
207,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,,15397,,15700.0,,0.4%,,
208,,,,,15397,,15700,,0.4%,,,
209,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,237,,-%,,,
210,,,,,-,,237,,-%,,,
211,"Focus Brands, Inc.(16)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)",18000,,17765,,18000.0,,0.5%,,
212,,,,,17765,,18000,,0.5%,,,
213,"Focus Products Group International, LLC  (f/k/a FPG, LLC)",Illinois /  Durable Consumer Products,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)(3)(4)",20573,,20573,,20422.0,,0.6%,,
214,"Common Stock (5,638 shares)",,27,,20,,-%,,,,,
215,,,,,20600,,20442,,0.6%,,,
216,"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22000,,19794,,20527.0,,0.6%,,
217,,,,,19794,,20527,,0.6%,,,
218,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
219,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
220,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
221,"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),,35025,,,30320,,,31989.0,0.9%
222,,,,,30320,,31989,,0.9%,,,
223,"Galaxy XVI CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22575,,21413,,20755,,0.6%,,
224,,,,,21413,,20755,,0.6%,,,
225,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(4)",28500,,28500,,28500,,0.8%,,
226,,,,,28500,,28500,,0.8%,,,
227,"Grocery Outlet, Inc.(16)",California / Retail,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)(4)",14456,,14156,,14456,,0.4%,,
228,,,,,14156,,14456,,0.4%,,,
229,"GTP Operations, LLC  (f/k/a CI (Transplace) Holdings, LLC)(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",113850,,113850,,113850,,3.2%,,
230,,,,,113850,,113850,,3.2%,,,
231,Halcyon Loan Advisors Funding 2012-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),23188,,20792,,22540,,0.6%,,
232,,,,,20792,,22540,,0.6%,,,
233,Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),40400,,39703,,40808,,1.1%,,
234,,,,,39703,,40808,,1.1%,,,
235,Halcyon Loan Advisors Funding 2014-1 Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),24500,,23196,,23198,,0.7%,,
236,,,,,23196,,23198,,0.7%,,,
237,"Harley Marine  Services, Inc.(16)",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(4)",9000,,8826,,8832,,0.2%,,
