,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
31,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
32,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
33,Control Investments (greater than 25.00% voting control)  (40),,,,,,,,,,,,,,
34,CP Holdings of Delaware LLC  (38),,Oklahoma / Oil & Gas Production,,"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 8/2/2018)  (4)",,"$ 58,773",,"$ 58,773",,"$ 58,773",,2.0%,,
35,,,,,"Senior Secured Note (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor), due 8/2/2018)  (4)",,22500,,22500,,22500,,0.8%,,
36,,,,,Common Stock (100 shares),,,,12741,,10750,,0.4%,,
37,,,,,,,,,94014,,92023,,3.2%,,
38,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",,38082,,38082,,38082,,1.3%,,
39,,,,,Common Stock (100 shares),,,,9581,,12237,,0.4%,,
40,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,3040,,0.1%,,
41,,,,,,,,,47663,,53359,,1.8%,,
42,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,,"Junior Secured Note (18.00%, due 12/12/2016)",,4250,,4250,,4250,,0.2%,,
43,,,,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",,3500,,3500,,3500,,0.1%,,,
44,,,,,"Subordinated Secured Note to Freedom Marine Holdings, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, past due)  (4)",,14048,,12504,,9750,,0.3%,,
45,,,,,"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",,1449,,1449,,-,,0.0%,,
46,,,,,Common Stock (100 shares),,,,8318,,6090,,0.2%,,
47,,,,,,,,,30021,,23590,,0.8%,,
48,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",,264760,,264760,,264760,,9.1%,,
49,,,,,"Common Stock (83,729,323 shares)",,,,43193,,34937,,1.2%,,
50,,,,,Net Revenue Interest (5% of Net Revenue & Distributions),,,,-,,13976,,0.5%,,
51,,,,,,,,,307953,,313673,,10.8%,,
52,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,,"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",,1688,,1686,,-,,0.0%,,
53,,,,,"Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",,1170,,1170,,-,,0.0%,,
54,,,,,"Common Stock (1,000 shares)",,,,975,,-,,0.0%,,
55,,,,,,,,,3831,,-,,0.0%,,
56,"Manx Energy, Inc.  (12)",,Kansas / Oil & Gas Production,,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",,500,,500,,413,,0.0%,,
57,,,,,"Preferred Stock (6,635 shares)",,,,-,,-,,0.0%,,
58,,,,,"Common Stock (17,082 shares)",,,,-,,-,,0.0%,,
59,,,,,,,,,500,,413,,0.0%,,
60,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
61,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
62,Control Investments (greater than 25.00% voting control)  (40),,,,,,,,,,,,,,
63,MITY Holdings of Delaware Inc.  (17),,Utah / Durable Consumer Products,,"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 9/19/2019)  (4)",,"$ 22,792",,"$ 22,792",,"$ 22,792",,0.8%,,
64,,,,,"Senior Secured Note (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)  (4)",,18250,,18250,,18250,,0.6%,,
65,,,,,Common Stock (100 shares),,,,6943,,6943,,0.2%,,
66,,,,,,,,,47985,,47985,,1.6%,,
67,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Illinois / Consumer Finance,,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",,21308,,21308,,21308,,0.7%,,
68,,,,,Membership Units (100 shares),,,,3843,,3843,,0.1%,,
69,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1869,,0.1%,,
70,,,,,,,,,25151,,27020,,0.9%,,
71,"NMMB Holdings, Inc.  (24)",,New York / Media,,"Senior Term Loan (14.00%, due 5/6/2016)",,16000,,16000,,10727,,0.4%,,
72,,,,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",,2800,,2800,,-,,0.0%,,,
73,,,,,"Series A Preferred Stock (4,400 shares)",,,,4400,,-,,0.0%,,
74,,,,,,,,,23200,,10727,,0.4%,,
75,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (3), (4)",,32750,,32750,,32750,,1.1%,,
76,,,,,"Warrants (200,000 warrants, expiring 6/30/2017)",,,,1682,,6754,,0.2%,,
77,,,,,"Common Stock (545,107 shares)",,,,5087,,18409,,0.7%,,
78,,,,,,,,,39519,,57913,,2.0%,,
79,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,,"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",,34846,,34846,,33533,,1.2%,,
80,,,,,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3), (4)",,10040,,10040,,10040,,0.3%,,
81,,,,,"Common Stock (50,000 shares)",,,,9526,,3139,,0.1%,,
82,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,899,,0.0%,,
83,,,,,,,,,54412,,47611,,1.6%,,
84,"Wolf Energy Holdings, Inc.  (12), (37)",,Kansas / Oil & Gas Production,,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",,22000,,-,,4210,,0.2%,,
85,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",,2698,,2000,,474,,0.0%,,
86,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",,52,,50,,52,,0.0%,,
87,,,,,"Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",,8098,,5991,,-,,0.0%,,
88,,,,,Common Stock (100 shares),,,,-,,-,,0.0%,,
89,,,,,Net Profits Interest (8.00% payable on Equity distributions)  (7),,,,-,,520,,0.0%,,
90,,,,,,,,,8041,,5256,,0.2%,,
91,,,,,Total Control Investments,,970400,,947572,,32.6%,,,,
92,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
93,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
94,Affiliate Investments (5.00% to 24.99% voting control)  (41),,,,,,,,,,,,,,
95,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),,Michigan / Healthcare,,"Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3), (4)",,"$ 29,400",,"$ 29,400",,"$ 29,400",,1.0%,,
96,,,,,"Preferred Stock Series A (9,925.455 shares)  (13)",,,,2300,,1805,,0.1%,,
97,,,,,"Preferred Stock Series B (1,753.64 shares)  (13)",,,,579,,384,,0.0%,,
98,,,,,,,,,32279,,31589,,1.1%,,
99,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,,"Senior Secured Term Loan A (10.00% plus 1.00% PIK, due 9/15/2015)",,1717,,1717,,1717,,0.1%,,
100,,,,,"Senior Secured Term Loan B (10.00% plus 1.00% PIK, due 9/15/2015)",,4905,,4905,,3801,,0.1%,,
101,,,,,"Senior Secured Term Loan C (10.00% plus 1.00% PIK, due 9/15/2015)",,2377,,2377,,-,,0.0%,,
102,,,,,"Senior Secured Term Loan (10.00% plus 1.00% PIK, due 9/15/2015)",,8346,,8046,,-,,0.0%,,
103,,,,,"Preferred Stock (1,000,000 shares)",,,,-,,-,,0.0%,,
104,,,,,"Common Stock (10,000 shares)",,,,-,,-,,0.0%,,
105,,,,,"Warrants (1 warrant, expiring 8/31/2022)",,,,-,,-,,0.0%,,
106,,,,,,,,,17045,,5518,,0.2%,,
107,"Smart, LLC  (14)",,New York / Diversified / Conglomerate Service,,Membership Interest,,,,-,,318,,0.0%,,
108,,,,,,,,,-,,318,,0.0%,,
109,,,,,Total Affiliate Investments,,49324,,37425,,1.3%,,,,
110,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
111,"ADAPCO, Inc.",,Florida / Ecological,,"Common Stock (5,000 shares)",,,,-,,-,,0.0%,,
112,,,,,,,,,-,,-,,0.0%,,
113,"Aderant North America, Inc.",,Georgia / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",,7000,,6904,,7000,,0.2%,,
114,,,,,,,,,6904,,7000,,0.2%,,
115,"Aircraft Fasteners International, LLC",,California / Machinery,,"Convertible Preferred Stock (32,500 units)",,,,396,,570,,0.0%,,
116,,,,,,,,,396,,570,,0.0%,,
117,"ALG USA Holdings, LLC",,"Pennsylvania / Hotels, Restaurants & Leisure",,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",,12000,,11772,,12000,,0.4%,,
118,,,,,,,,,11772,,12000,,0.4%,,
119,"Allied Defense Group, Inc.",,Virginia / Aerospace & Defense,,"Common Stock (10,000 shares)",,,,56,,-,,0.0%,,
120,,,,,,,,,56,,-,,0.0%,,
121,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",,North Carolina / Telecommunication Services,,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4)",,75000,,75000,,75000,,2.6%,,
122,,,,,,,,,75000,,75000,,2.6%,,
123,American Gilsonite Company,,Utah / Specialty Minerals,,"Second Lien Term Loan (11.50%, due 9/1/2017)",,38500,,38500,,38500,,1.3%,,
124,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,,,-,,3169,,0.1%,,,,,
125,,,,,,,,,38500,,41669,,1.4%,,
126,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
127,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
128,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
129,"Apidos CLO VIII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 19,730",,"$ 19,888",,"$ 20,367",,0.7%,,
130,,,,,,,,,19888,,20367,,0.7%,,
131,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,20525,,19194,,20073,,0.7%,,
132,,,,,,,,,19194,,20073,,0.7%,,
133,"Apidos CLO XI, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,38340,,36157,,38528,,1.3%,,
134,,,,,,,,,36157,,38528,,1.3%,,
135,"Apidos CLO XII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,44063,,43710,,41339,,1.4%,,
136,,,,,,,,,43710,,41339,,1.4%,,
137,"Apidos CLO XV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,36515,,36515,,36402,,1.3%,,
138,,,,,,,,,36515,,36402,,1.3%,,
139,"Arctic Glacier U.S.A, Inc.  (3), (4)",,Minnesota / Food Products,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)",,150000,,150000,,150000,,5.2%,,
140,,,,,,,,,150000,,150000,,5.2%,,
141,Armor Holding II LLC  (16),,New York / Diversified Financial Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)  (3), (4)",,7000,,6864,,6864,,0.2%,,
142,,,,,,,,,6864,,6864,,0.2%,,
143,"Atlantis Healthcare Group (Puerto Rico), Inc.  (4)",,Puerto Rico / Healthcare,,"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)  (25), (26)",,2000,,2000,,2000,,0.1%,,
144,,,,,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)  (3)",,39253,,39253,,37307,,1.3%,,
145,,,,,,,,,41253,,39307,,1.4%,,
146,Babson CLO Ltd 2011-I  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35000,,35301,,35724,,1.2%,,
147,,,,,,,,,35301,,35724,,1.2%,,
148,Babson CLO Ltd 2012-IA  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,29075,,25083,,28208,,1.0%,,
149,,,,,,,,,25083,,28208,,1.0%,,
150,Babson CLO Ltd 2012-IIA  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,27850,,28403,,28571,,1.0%,,
151,,,,,,,,,28403,,28571,,1.0%,,
152,"Blue Coat Systems, Inc.  (16)",,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)  (4)",,11000,,10893,,10893,,0.4%,,
153,,,,,,,,,10893,,10893,,0.4%,,
154,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
155,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
156,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
157,"Broder Bros., Co.",,"Pennsylvania / Textiles, Apparel & Luxury Goods",,"Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)  (3), (4)",,"$ 99,000",,"$ 99,000",,"$ 99,000",,3.4%,,
158,,,,,,,,,99000,,99000,,3.4%,,
159,Brookside Mill CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,26000,,24235,,25162,,0.9%,,
160,,,,,,,,,24235,,25162,,0.9%,,
161,Byrider Systems Acquisition Corp.  (22),,Indiana / Auto Finance,,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",,10972,,10972,,10855,,0.4%,,
162,,,,,,,,,10972,,10855,,0.4%,,
163,"Caleel + Hayden, LLC  (14), (31)",,Colorado / Personal & Nondurable Consumer Products,,"Membership Units (13,220 shares)",,,,-,,147,,0.0%,,
164,,Escrow Receivable,,,,-,,89,,0.0%,,,,,
165,,,,,,,,,-,,236,,0.0%,,
166,"Capstone Logistics, LLC  (4)",,Georgia / Commercial Services,,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)",,96683,,96683,,96683,,3.4%,,
167,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)  (3)",,100000,,100000,,100000,,3.4%,,
168,,,,,,,,,196683,,196683,,6.8%,,
169,"Cargo Airport Services USA, LLC",,New York / Transportation,,Common Equity (1.6 units),,,,1639,,1833,,0.1%,,
170,,,,,,,,,1639,,1833,,0.1%,,
171,Cent 17 CLO Limited  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,24870,,23837,,25818,,0.9%,,
172,,,,,,,,,23837,,25818,,0.9%,,
173,"CIFC Funding 2011-I, Ltd.  (4), (22)",,Cayman Islands / Diversified Financial Services,,"Secured Class D Notes (5.27% (LIBOR + 5.00%), due 1/19/2023)",,19000,,15096,,16144,,0.5%,,
174,,,,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",,15400,,12680,,13176,,0.5%,,,
175,,,,,,,,,27776,,29320,,1.0%,,
176,"CIFC Funding 2013-III, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,44100,,41528,,42852,,1.5%,,
177,,,,,,,,,41528,,42852,,1.5%,,
178,"Cinedigm DC Holdings, LLC  (4)",,New York / Software & Computer Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",,69315,,69315,,69315,,2.4%,,
179,,,,,,,,,69315,,69315,,2.4%,,
180,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
181,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
182,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
183,"The Copernicus Group, Inc.",,North Carolina / Healthcare,,Escrow Receivable,,,,$ -,,$ 131,,0.0%,,
184,,,,,,,,,-,,131,,0.0%,,
185,"Correctional Healthcare Holding Company, Inc.",,Colorado / Healthcare,,"Second Lien Term Loan (11.25%, due 1/11/2020)  (3)",,"$ 27,100",,27100,,27100,,0.9%,,
186,,,,,,,,,27100,,27100,,0.9%,,
187,"Coverall North America, Inc.",,Florida / Commercial Services,,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)  (3) ,(4)",,44122,,44122,,44122,,1.5%,,
188,,,,,,,,,44122,,44122,,1.5%,,
189,"CRT MIDCO, LLC",,Wisconsin / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",,70731,,70731,,70731,,2.4%,,
190,,,,,,,,,70731,,70731,,2.4%,,
191,"Deltek, Inc.",,Virginia / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (4)",,12000,,11837,,12000,,0.4%,,
192,,,,,,,,,11837,,12000,,0.4%,,
193,"Diamondback Operating, LP",,Oklahoma / Oil & Gas Production,,Net Profits Interest (15.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,,
194,,,,,,,,,-,,-,,0.0%,,
195,"Edmentum, Inc. (f/k/a Archipelago Learning, Inc.)  (4)",,Minnesota / Consumer Services,,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)  (3)",,50000,,48271,,50000,,1.7%,,
196,,,,,,,,,48271,,50000,,1.7%,,
197,EIG Investors Corp.,,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 5/09/2020)  (4), (16)",,22000,,21798,,22000,,0.8%,,
198,,,,,,,,,21798,,22000,,0.8%,,
199,"Empire Today, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Note (11.375%, due 2/1/2017)",,15700,,15353,,14180,,0.5%,,
200,,,,,,,,,15353,,14180,,0.5%,,
201,"Evanta Ventures, Inc.  (11)",,Oregon / Commercial Services,,"Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",,10506,,10506,,10717,,0.4%,,
202,,,,,,,,,10506,,10717,,0.4%,,
203,EXL Acquisition Corp.,,South Carolina / Biotechnology,,Escrow Receivable,,-,,-,,14,,0.0%,,
204,,,,,,,,,-,,14,,0.0%,,
205,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
206,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
207,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
208,"Fairchild Industrial Products, Co.",,North Carolina / Electronics,,Escrow Receivable,,,,$ -,,$ 135,,0.0%,,
209,,,,,,,,,-,,135,,0.0%,,
210,"Fischbein, LLC",,North Carolina / Machinery,,Escrow Receivable,,,,-,,227,,0.0%,,
211,,,,,,,,,-,,227,,0.0%,,
212,"Focus Brands, Inc.  (4)",,Georgia / Consumer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",,"$ 18,000",,17742,,18000,,0.6%,,
213,,,,,,,,,17742,,18000,,0.6%,,
214,"FPG, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)",,21125,,21125,,20822,,0.7%,,
215,,,,,"Common Stock (5,638 shares)",,,,27,,13,,0.0%,,
216,,,,,,,,,21152,,20835,,0.7%,,
217,"Galaxy XII CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,22000,,20506,,23346,,0.8%,,
218,,,,,,,,,20506,,23346,,0.8%,,
219,"Galaxy XV CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35025,,32307,,31750,,1.1%,,
220,,,,,,,,,32307,,31750,,1.1%,,
221,"Galaxy XVI CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,22575,,20945,,20484,,0.7%,,
222,,,,,,,,,20945,,20484,,0.7%,,
223,"Grocery Outlet, Inc.",,California / Retail,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",,14457,,14137,,14457,,0.5%,,
224,,,,,,,,,14137,,14457,,0.5%,,
225,"GTP Operations, LLC (f/k/a CI (Transplace) Holdings, LLC)  (4)",,Texas / Software & Computer Services,,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)  (3) ,(10)",,114425,,114425,,114425,,3.9%,,
226,,,,,,,,,114425,,114425,,3.9%,,
227,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",,41213,,41213,,12998,,0.4%,,
228,,,,,,,,,41213,,12998,,0.4%,,
229,"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,23188,,21685,,23596,,0.8%,,
230,,,,,,,,,21685,,23596,,0.8%,,
231,"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,40400,,42890,,39564,,1.4%,,
232,,,,,,,,,42890,,39564,,1.4%,,
233,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
234,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
235,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
236,"Hoffmaster Group, Inc.  (4)",,Wisconsin / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",,"$ 20,000",,"$ 19,837",,"$ 19,122",,0.7%,,
237,,,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",,1000.0,,991.0,,932.0,,0.0%,,,
238,,,,,,,,,20828,,20054,,0.7%,,
239,"ICON Health & Fitness, Inc.",,Utah / Durable Consumer Products,,"Senior Secured Note (11.875%, due 10/15/2016)  (3)",,43100,,43297,,37497,,1.3%,,
240,,,,,,,,,43297,,37497,,1.3%,,
