,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
41,"Common Stock (3,102,279 shares)",12/31/2013,,,317809,,453313,,13.2%,,,,,,,,,
42,Net Operating Income Interest (5% of Net Operating Income),12/31/2013,,,-,,107487,,3.1%,,,,,,,,,
43,,,,,,,828972,,1071963,,31.2%,,,,,,,
44,Nationwide Loan Company LLC(27),Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,17410,,17410,,17410,,0.5%,,,,,,,
45,"Class A Units (32,456,159 units)(14)",1/31/2013,,,21962,,15307,,0.4%,,,,,,,,,
46,,,,,,,39372,,32717,,0.9%,,,,,,,
47,"NMMB, Inc.(28)",Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,3714,,3714,,3714,,0.1%,,,,,,,
48,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",6/12/2014,3900,,3900,,3900,,0.1%,,,,,,,,,
49,"Series A Preferred Stock (7,200 shares)(16)",12/12/2013,,,7200,,6971,,0.2%,,,,,,,,,
50,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,,,5669,,5489,,0.2%,,,,,,,,,
51,,,,,,,20483,,20074,,0.6%,,,,,,,
52,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.46% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,,20825,,20825,,0.6%,,,,,,,
53,"Senior Secured Term Loan A (7.46% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(13)",12/31/2014,96000,,96000,,96000,,2.8%,,,,,,,,,
54,"Senior Secured Term Loan B (11.46% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,99166,,96500,,47333,,1.4%,,,,,,,,,
55,"Convertible Preferred Equity (100,000 shares)(16)",6/15/2018,,,15000,,-,,-%,,,,,,,,,
56,"Common Stock (6,778,414 shares)(16)",9/29/2017,,,-,,-,,-%,,,,,,,,,
57,,,,,,,228325,,164158,,4.8%,,,,,,,
58,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.39% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,,28622,,24782,,0.7%,,,,,,,
59,"Common Stock (745,107 shares)(16)",6/26/2007,,,6866,,-,,-%,,,,,,,,,
60,,,,,,,35488,,24782,,0.7%,,,,,,,
61,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Energy Equipment & Services,"Series A Convertible Preferred Stock (99,900 shares)(16)",11/8/2013,,,-,,2201,,0.1%,,,,,,,
62,Common Stock (100 shares)(16),11/8/2013,,,-,,-,,-%,,,,,,,,,
63,,,,,,,-,,2201,,0.1%,,,,,,,
64,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
65,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
66,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,,,,,,,
67,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,,37821,,,31601,,,15807.0,,0.5%,,,,
68,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,49787,,35568,,-,,-%,,,,,,,,,
69,"Common Stock (268,962 shares)(16)",6/15/2016,,,-,,-,,-%,,,,,,,,,
70,,,,,,,67169,,15807,,0.5%,,,,,,,
71,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,,10430,,10430,,0.3%,,,,,,,
72,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,32881,,32881,,32881,,1.0%,,,,,,,,,
73,Consolidated Revenue Interest (2.0%)(38),6/22/2018,,,-,,3328,,0.1%,,,,,,,,,
74,"Common Stock (50,000 shares)",12/31/2012,,,26204,,35304,,1.0%,,,,,,,,,
75,,,,,,,69515,,81943,,2.4%,,,,,,,
76,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,,,-,,-,,-%,,,,,,,
77,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,,,3838,,22,,-%,,,,,,,,,
78,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,,,-,,13,,-%,,,,,,,,,
79,,,,,,,3838,,35,,-%,,,,,,,
80,Total Control Investments (Level 3),,,2331620,,,2487337,,72.5%,,,,,,,,,
81,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
82,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
83,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,
84,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $8,032 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,,177,,,177,,,177.0,,-%,,,,
85,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,7683,,7683,,7683,,0.2%,,,,,,,,,
86,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,36127,,23829,,17793,,0.5%,,,,,,,,,
87,"Class A Units (370,964 units)(16)",6/9/2015,,,6577,,-,,-%,,,,,,,,,
88,,,,,,38266,,25653,,0.7%,,,,,,,,
89,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,,,-,,-,,-%,,,,,,,
90,,,,,,-,,-,,-%,,,,,,,,
91,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,,,9878,,19670,,0.6%,,,,,,,
92,,,,,,9878,,19670,,0.6%,,,,,,,,
93,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.24% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,154814,,127091,,50670,,1.5%,,,,,,,
94,"Common Stock (218,941 shares)(16)",5/2/2017,,,-,,-,,-%,,,,,,,,,
95,,,,,,127091,,50670,,1.5%,,,,,,,,
96,Total Affiliate Investments (Level 3),,,175235,,,95993,,2.8%,,,,,,,,,
97,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
98,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
99,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
100,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,,20000,,,19748,,,21371.0,,0.6%,,,,
101,,,,,,19748,,21371,,0.6%,,,,,,,,
102,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.39% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,35380,,35380,,35380,,1.0%,,,,,,,
103,,,,,,35380,,35380,,1.0%,,,,,,,,
104,American Gilsonite Company(34),Chemicals,"Membership Interest (0.05%, 131 shares)(16)",3/14/2008,,,-,,-,,-%,,,,,,,
105,,,,,,-,,-,,-%,,,,,,,,
106,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,,21,,76,,-%,,,,,,,
107,,,,,,21,,76,,-%,,,,,,,,
108,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.90%, due 10/17/2028)(5)(14)",1/17/2013,40500,,32510,,25231,,0.7%,,,,,,,
109,,,,,,32510,,25231,,0.7%,,,,,,,,
110,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.71%, due 4/15/2031)(5)(14)",4/18/2013,52203,,34302,,26718,,0.8%,,,,,,,
111,,,,,,34302,,26718,,0.8%,,,,,,,,
112,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.85%, due 4/20/2031)(5)(14)",10/16/2013,48515,,35499,,27161,,0.8%,,,,,,,
113,,,,,,35499,,27161,,0.8%,,,,,,,,
114,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.34%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,,27848,,25122,,0.7%,,,,,,,
115,,,,,,27848,,25122,,0.7%,,,,,,,,
116,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (13.76% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,,1145,,787,,-%,,,,,,,
117,,,,,,1145,,787,,-%,,,,,,,,
118,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (10.84% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)",2/21/2013,7000,,7000,,6869,,0.2%,,,,,,,
119,"Senior Term Loan (10.84% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77509,,77509,,76063,,2.2%,,,,,,,,,
120,,,,,,84509,,82932,,2.4%,,,,,,,,
121,"ATS Consolidated, Inc.","Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.99% (LIBOR + 7.75%), due 2/27/2026)(8)(13)",3/19/2018,15000,,14860,,15300,,0.5%,,,,,,,
122,,,,,,14860,,15300,,0.5%,,,,,,,,
123,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.49% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,,5973,,5973,,0.2%,,,,,,,
124,,,,,,5973,,5973,,0.2%,,,,,,,,
125,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.98%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,,51204,,44371,,1.3%,,,,,,,
126,,,,,,51204,,44371,,1.3%,,,,,,,,
127,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.39% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,272618,,272618,,272618,,7.9%,,,,,,,
128,,,,,,272618,,272618,,7.9%,,,,,,,,
129,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
130,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
131,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
132,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.07%, due 1/18/2028)(5)(14)",5/23/2013,,36300,,,18865,,,13535.0,,0.4%,,,,
133,,,,,,,18865,,13535,,0.4%,,,,,,,
134,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 10.74%, due 10/16/2028)(5)(14)",5/8/2012,58915,,41855,,35997,,1.1%,,,,,,,
135,,,,,,,41855,,35997,,1.1%,,,,,,,
136,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (7.81% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12375,,12375,,12375,,0.3%,,,,,,,
137,"Senior Secured Term Loan B (11.81% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,,12500,,12500,,0.4%,,,,,,,,,
138,,,,,,,24875,,24875,,0.7%,,,,,,,
139,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,,100690,,101030,,2.9%,,,,,,,
140,,,,,,,100690,,101030,,2.9%,,,,,,,
141,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.10%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,,18797,,19440,,0.6%,,,,,,,
142,,,,,,,18797,,19440,,0.6%,,,,,,,
143,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.37%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,,32705,,28604,,0.8%,,,,,,,
144,,,,,,,32705,,28604,,0.8%,,,,,,,
145,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.32%, due 4/30/2031)(5)(14)",5/10/2018,24870,,15850,,15386,,0.5%,,,,,,,
146,,,,,,,15850,,15386,,0.5%,,,,,,,
147,Cent CLO 20 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.96%, due 1/25/2026)(5)(14)",1/15/2014,40275,,30792,,28127,,0.8%,,,,,,,
148,,,,,,,30792,,28127,,0.8%,,,,,,,
149,Cent CLO 21 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.61%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,,38539,,31536,,0.9%,,,,,,,
150,,,,,,,38539,,31536,,0.9%,,,,,,,
151,Cent CLO 21 Limited,Structured Finance,"Class E Notes (10.99% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,,9971,,10866,,0.3%,,,,,,,
152,,,,,,,9971,,10866,,0.3%,,,,,,,
153,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.34% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,75732,,75732,,75732,,2.2%,,,,,,,
154,"Senior Secured Term Loan B (14.84% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,,78100,,78100,,2.3%,,,,,,,,,
155,,,,,,,153832,,153832,,4.5%,,,,,,,
156,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.53%, due 4/24/2031)(5)(14)",4/5/2018,44100,,28368,,25184,,0.7%,,,,,,,
157,,,,,,,28368,,25184,,0.7%,,,,,,,
158,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.81%, due 4/28/2031)(5)(14)",11/14/2013,45500,,32857,,27855,,0.8%,,,,,,,
159,,,,,,,32857,,27855,,0.8%,,,,,,,
160,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
161,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
162,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
163,"CIFC Funding 2014-IV Investor, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 8.31%, due 10/19/2026)(5)(6)(14)",9/3/2014,,41500,,,28175,,,22084.0,,0.6%,,,,
164,,,,,,,28175,,22084,,0.6%,,,,,,,
165,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Class F Notes (10.88% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,,9943,,9942,,0.3%,,,,,,,
166,,,,,,,9943,,9942,,0.3%,,,,,,,
167,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.13%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,,31247,,28351,,0.8%,,,,,,,
168,,,,,,,31247,,28351,,0.8%,,,,,,,
169,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.31% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,29965,,29915,,29965,,0.9%,,,,,,,
170,,,,,,,29915,,29965,,0.9%,,,,,,,
171,"Class Appraisal, LLC",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (10.64% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,,-,,-,,-%,,,,,,,
172,"Senior Secured Term Loan (10.64% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,41580,,41580,,41580,,1.2%,,,,,,,,,
173,,,,,,,41580,,41580,,1.2%,,,,,,,
174,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,16225,,16225,,16225,,0.5%,,,,,,,
175,"Senior Secured Term Loan B (13.34% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,24375,,24375,,24375,,0.7%,,,,,,,,,
176,,,,,,,40600,,40600,,1.2%,,,,,,,
177,CP VI Bella Midco,IT Services,"Second Lien Term Loan (8.99% (LIBOR + 6.75%, due 12/29/2025)(8)(13)",12/28/2017,5500,,5486,,5486,,0.2%,,,,,,,
178,,,,,,,5486,,5486,,0.2%,,,,,,,
179,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.25% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(3)(8)(13)",2/9/2018,9925,,9836,,9925,,0.3%,,,,,,,
180,"Second Lien Term Loan (11.00% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",2/8/2018,57100,,56326,,57100,,1.7%,,,,,,,,,
181,,,,,,66162,,67025,,2.0%,,,,,,,,
182,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (10.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,,11337,,11337,,0.3%,,,,,,,
183,,,,,,11337,,11337,,0.3%,,,,,,,,
184,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.22% (LIBOR + 7.00%), due 8/23/2026)(8)(13)",8/23/2018,3000,,2993,,2993,,0.1%,,,,,,,
185,,,,,,2993,,2993,,0.1%,,,,,,,,
186,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.34% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,16894,,16894,,15399,,0.5%,,,,,,,
187,,,,,,16894,,15399,,0.5%,,,,,,,,
188,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.39% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,4710,,4710,,4690,,0.1%,,,,,,,
189,"Second Lien Term Loan (11.39% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,,35000,,34320,,1.0%,,,,,,,,,
190,,,,,,39710,,39010,,1.1%,,,,,,,,
191,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
192,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
193,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
194,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals","Second Lien Term Loan (10.04% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)",12/5/2017,,12500,,,12388,,,12500.0,,0.4%,,,,
195,,,,,,12388,,12500,,0.4%,,,,,,,,
196,"Fleetwash, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan B (11.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(11)",4/30/2014,21544,,21544,,21544,,0.6%,,,,,,,
197,"Delayed Draw Term Loan – $15,000 Commitment (10.34% (LIBOR + 8.00% with 1.00% LIBOR floor), expires 4/30/2022)(11)(15)",4/30/2014,-,,-,,-,,-%,,,,,,,,,
198,,,,,,21544,,21544,,0.6%,,,,,,,,
199,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.89%, due 10/15/2030)(5)(14)",3/14/2013,50525,,35233,,30617,,0.9%,,,,,,,
200,,,,,,35233,,30617,,0.9%,,,,,,,,
201,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.28%, due 5/16/2031)(5)(14)",4/17/2018,24575,,16495,,13668,,0.4%,,,,,,,
202,,,,,,16495,,13668,,0.4%,,,,,,,,
203,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.85%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,,28281,,18664,,0.5%,,,,,,,
204,,,,,,28281,,18664,,0.5%,,,,,,,,
205,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Class F Junior Notes (10.82% (LIBOR + 8.48%), due 7/15/2031)(6)(11)(14)(37)",7/16/2018,6658,,6171,,6616,,0.2%,,,,,,,
206,,,,,,6171,,6616,,0.2%,,,,,,,,
