,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
19,,,,,,,43892,,14920,,0.5%,,,,,,,,,,,
20,"InterDent, Inc.(29)",Health Care Providers & Services,"Senior Secured Term Loan A/B (7.10% (LIBOR + 5.05% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/1/2018,14000,,14000,,14000,,0.4%,,,,,,,,,,,
21,"Senior Secured Term Loan A (7.55% (LIBOR + 5.50% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/3/2012,77994,,77994,,77994,,2.4%,,,,,,,,,,,,,
22,"Senior Secured Term Loan B (10.00% PIK, due 9/5/2020)(46)",8/3/2012,119143,,119143,,114888,,3.5%,,,,,,,,,,,,,
23,"Senior Secured Term Loan C (18.00% PIK, in non-accrual status effective 10/1/2018, due 9/5/2020)",3/22/2018,42794,,35766,,-,,-%,,,,,,,,,,,,,
24,"Senior Secured Term Loan D (1.00% PIK, in non-accrual status effective 10/1/2018, due 9/5/2020)",9/19/2018,5052,,5001,,-,,-%,,,,,,,,,,,,,
25,"Common Stock (99,900 shares)(16)",5/3/2019,,,1,,-,,-%,,,,,,,,,,,,,
26,,,,,,,251905,,206882,,6.3%,,,,,,,,,,,
27,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
28,Control Investments (greater than 25.00% voting control)(49),,,,,,,,,,,,,,,,,,,,,
29,"KRPR, LLC",Diversified Consumer Services,Membership Interest (100%)(16),8/26/2019,,,,2350,,,4502,,0.1%,,,,,,,,,
30,,,,,,,2350,,4502,,0.1%,,,,,,,,,,,
31,"MITY, Inc.(25)",Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",9/19/2013,,26250,,26250,,26250,,0.8%,,,,,,,,,,
32,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 6/30/2020)(3)(11)(46)",9/19/2013,30599,,30599,,21114,,0.7%,,,,,,,,,,,,,
33,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due 1/1/2028)(14)",9/19/2013,5568,,6772,,-,,-%,,,,,,,,,,,,,
34,"Common Stock (42,053 shares)(16)",9/19/2013,,,6849,,-,,-%,,,,,,,,,,,,,
35,,,,,,,70470,,47364,,1.5%,,,,,,,,,,,
36,National Property REIT Corp.(26),Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.50% (LIBOR + 3.50% with 3.00% LIBOR floor) plus 5.00% PIK, due 12/31/2023)(11)(46)",12/31/2018,433553,,433553,,433553,,13.3%,,,,,,,,,,,
37,"Senior Secured Term Loan B (5.00% (LIBOR + 2.00% with 3.00% LIBOR floor) plus 5.50% PIK, due 12/31/2023)(11)(46)",12/31/2018,111317,,111317,,111317,,3.4%,,,,,,,,,,,,,
38,Residual Profit Interest (8.33% of Residual Profit),12/31/2018,,,-,,35162,,1.1%,,,,,,,,,,,,,
39,"Common Stock (3,110,101 shares)(52)",12/31/2013,,,163836,,388950,,11.9%,,,,,,,,,,,,,
40,,,,,,,708706,,968982,,29.7%,,,,,,,,,,,
41,Nationwide Loan Company LLC(27),Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2020)(14)(46)",6/18/2014,18932,,18932,,18932,,0.6%,,,,,,,,,,,
42,"Class A Units (32,456,159 units)(14)",1/31/2013,,,21962,,16976,,0.5%,,,,,,,,,,,,,
43,,,,,,,40894,,35908,,1.1%,,,,,,,,,,,
44,"NMMB, Inc.(28)",Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,1614,,1614,,1614,,-%,,,,,,,,,,,
45,"Series A Preferred Stock (7,200 shares)(16)",5/6/2011,,,7200,,12539,,0.4%,,,,,,,,,,,,,
46,"Series B Preferred Stock (5,669 shares)(16)",5/6/2011,,,5669,,9872,,0.3%,,,,,,,,,,,,,
47,,,,,,,14483,,24025,,0.7%,,,,,,,,,,,
48,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.30% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,,20825,,20825,,0.6%,,,,,,,,,,,
49,"Senior Secured Term Loan A (7.30% PIK (LIBOR + 5.25% with 1.00% LIBOR floor), in non-accrual status effective 10/24/2018, due 9/26/2020)(13)",12/31/2014,103182,,96000,,79620,,2.5%,,,,,,,,,,,,,
50,"Senior Secured Term Loan B (11.30% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,113457,,96500,,-,,-%,,,,,,,,,,,,,
51,"Convertible Preferred Equity (179,998 shares)(16)",6/15/2018,,,27000,,-,,-%,,,,,,,,,,,,,
52,"Common Stock (6,778,414 shares)(16)",9/29/2017,,,-,,-,,-%,,,,,,,,,,,,,
53,,,,,,,240325,,100445,,3.1%,,,,,,,,,,,
54,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.11% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,,28622,,28622,,0.9%,,,,,,,,,,,
55,"Common Stock (745,107 shares)(16)",6/26/2007,,,6866,,6801,,0.2%,,,,,,,,,,,,,
56,,,,,,,35488,,35423,,1.1%,,,,,,,,,,,
57,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
58,Control Investments (greater than 25.00% voting control)(49),,,,,,,,,,,,,,,,,,,,,
59,"Universal Turbine Parts, LLC(34)",Trading Companies & Distributors,"Delayed Draw Term Loan – $5,000 Commitment (10.25% (LIBOR + 7.75% with 2.50% LIBOR floor), due 9/30/2020)(13)(15)",2/28/2019,,-,,,-,,,-,,-%,,,,,,,,
60,"Senior Secured Term Loan A (7.86% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,30550,,30550,,26850,,0.8%,,,,,,,,,,,,,
61,"Senior Secured Term Loan B (13.86% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,38789,,32500,,-,,-%,,,,,,,,,,,,,
62,"Common Stock (10,000 units)(16)",12/10/2018,,,-,,-,,-%,,,,,,,,,,,,,
63,,,,,,,63050,,26850,,0.8%,,,,,,,,,,,
64,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,47007,,36601,,15090,,0.5%,,,,,,,,,,,
65,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,58952,,35568,,-,,-%,,,,,,,,,,,,,
66,"Common Stock (268,962 shares)(16)",6/15/2016,,,-,,-,,-%,,,,,,,,,,,,,
67,,,,,,,72169,,15090,,0.5%,,,,,,,,,,,
68,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,,10430,,10430,,0.3%,,,,,,,,,,,
69,"Senior Secured Note (10.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,33301,,33301,,33301,,1.0%,,,,,,,,,,,,,
70,Consolidated Revenue Interest (2.0%)(38),6/22/2018,,,-,,2921,,0.1%,,,,,,,,,,,,,
71,"Common Stock (50,000 shares)",12/31/2012,,,26204,,75422,,2.3%,,,,,,,,,,,,,
72,,,,,,,69935,,122074,,3.7%,,,,,,,,,,,
73,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,,,-,,-,,-%,,,,,,,,,,,
74,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,,,3905,,-,,-%,,,,,,,,,,,,,
75,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,,,-,,18,,-%,,,,,,,,,,,,,
76,,,,,,,3905,,18,,-%,,,,,,,,,,,
77,Total Control Investments,,,2346633,,,2397730,,73.6%,,,,,,,,,,,,,
78,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
79,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,,,,,
80,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,,6070,,,6070,,,6070.0,,0.2%,,,,,,,,
81,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,8367,,8367,,8367,,0.3%,,,,,,,,,,,,,
82,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,39931,,23829,,34155,,1.0%,,,,,,,,,,,,,
83,"Class A Units (370,964 units)(16)",6/9/2015,,,6577,,3686,,0.1%,,,,,,,,,,,,,
84,,,,,,44843,,52278,,1.6%,,,,,,,,,,,,
85,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,,,-,,-,,-%,,,,,,,,,,,
86,,,,,,-,,-,,-%,,,,,,,,,,,,
87,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",2/12/2016,,,3771,,16989,,0.5%,,,,,,,,,,,
88,,,,,,3771,,16989,,0.5%,,,,,,,,,,,,
89,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.05% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,148524,,107563,,3996,,0.1%,,,,,,,,,,,
90,"Common Stock (218,941 shares)(16)",5/2/2017,,,-,,-,,-%,,,,,,,,,,,,,
91,,,,,,107563,,3996,,0.1%,,,,,,,,,,,,
92,Total Affiliate Investments,,,156177,,,73263,,2.2%,,,,,,,,,,,,,
93,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
94,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
95,"8th Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (9.79% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,,25000,,,24835,,,24835.0,,0.8%,,,,,,,,
96,,,,,,24835,,24835,,0.8%,,,,,,,,,,,,
97,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(10)(14)",12/15/2017,25000,,24190,,24563,,0.8%,,,,,,,,,,,
98,,,,,,24190,,24563,,0.8%,,,,,,,,,,,,
99,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.04% (LIBOR + 9.00%), due 6/11/2027)(3)(8)(13)",6/24/2019,10000,,10000,,10000,,0.3%,,,,,,,,,,,
100,,,,,,10000,,10000,,0.3%,,,,,,,,,,,,
101,Apidos CLO XI,Structured Finance,"Rated Secured Structured Note - Class FRR (11.75% (LIBOR + 9.45%), due 10/17/2030)(11)(14)(37)",9/12/2019,5950,,5532,,5718,,0.2%,,,,,,,,,,,
102,,,,,,5532,,5718,,0.2%,,,,,,,,,,,,
103,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.47%, due 10/17/2030)(5)(14)",1/17/2013,40500,,33607,,28167,,0.9%,,,,,,,,,,,
104,,,,,,33607,,28167,,0.9%,,,,,,,,,,,,
105,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.61%, due 4/15/2031)(5)(14)",4/18/2013,52203,,36780,,30888,,0.9%,,,,,,,,,,,
106,,,,,,36780,,30888,,0.9%,,,,,,,,,,,,
107,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.60%, due 4/21/2031)(5)(14)",10/16/2013,48515,,38286,,29823,,0.9%,,,,,,,,,,,
108,,,,,,38286,,29823,,0.9%,,,,,,,,,,,,
109,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.55%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,,28501,,24479,,0.7%,,,,,,,,,,,
110,,,,,,28501,,24479,,0.7%,,,,,,,,,,,,
111,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,,,-,,-,,-%,,,,,,,,,,,
112,,,,,,-,,-,,-%,,,,,,,,,,,,
113,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $6,000 Commitment (10.85% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(11)(15)",2/21/2013,4000,,4000,,3910,,0.1%,,,,,,,,,,,
114,"Senior Secured Term Loan (10.85% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74123,,74123,,72464,,2.2%,,,,,,,,,,,,,
115,,,,,,78123,,76374,,2.3%,,,,,,,,,,,,
116,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.94%, due 7/20/2029)(5)(6)(14)",11/18/2014,83098,,50555,,35282,,1.1%,,,,,,,,,,,
117,,,,,,50555,,35282,,1.1%,,,,,,,,,,,,
118,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.60% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(8)(11)",12/4/2017,173761,,173761,,173761,,5.3%,,,,,,,,,,,
119,,,,,,173761,,173761,,5.3%,,,,,,,,,,,,
120,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.72%, due 1/17/2028)(5)(14)",5/23/2013,36300,,18423,,13688,,0.4%,,,,,,,,,,,
121,,,,,,18423,,13688,,0.4%,,,,,,,,,,,,
122,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.76%, due 7/16/2032)(5)(14)",5/8/2012,58915,,41519,,32662,,1.0%,,,,,,,,,,,
123,,,,,,41519,,32662,,1.0%,,,,,,,,,,,,
124,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (7.64% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12125,,12125,,12125,,0.4%,,,,,,,,,,,
125,"Senior Secured Term Loan B (11.64% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,,12500,,12500,,0.4%,,,,,,,,,,,,,
126,,,,,,,24625,,24625,,0.8%,,,,,,,,,,,
127,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
128,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
129,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.29% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,,98982,,,98727,,,98982.0,,3.0%,,,,,,,,
130,,,,,,98727,,98982,,3.0%,,,,,,,,,,,,
131,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.05%, due 4/30/2031)(5)(14)",2/21/2013,24870,,14916,,12968,,0.4%,,,,,,,,,,,
132,,,,,,14916,,12968,,0.4%,,,,,,,,,,,,
133,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.37%, due 7/15/2030)(5)(6)(14)",4/12/2017,25534,,17527,,17696,,0.5%,,,,,,,,,,,
134,,,,,,,17527,,17696,,0.5%,,,,,,,,,,,
135,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.11%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,,33655,,26976,,0.8%,,,,,,,,,,,
136,,,,,,,33655,,26976,,0.8%,,,,,,,,,,,
137,CCPI Inc.(19),"Electronic Equipment, Instruments & Components",Escrow Receivable,2/28/2019,,,-,,2275,,0.1%,,,,,,,,,,,
138,,,,,,,-,,2275,,0.1%,,,,,,,,,,,
139,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"First Lien Term Loan (7.54% (LIBOR + 5.50%), due 10/1/2025)(3)(8)(13)",5/23/2019,4975,,4857,,4857,,0.1%,,,,,,,,,,,
140,"Second Lien Term Loan (11.04% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,37000,,36377,,36377,,1.1%,,,,,,,,,,,,,
141,,,,,,,41234,,41234,,1.2%,,,,,,,,,,,
142,Cent CLO 21 Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.10%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,,38691,,29672,,0.9%,,,,,,,,,,,
143,,,,,,38691,,29672,,0.9%,,,,,,,,,,,,
144,Cent CLO 21 Limited,Structured Finance,"Rated Secured Structured Note - Class E (10.91% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,,9990,,10474,,0.3%,,,,,,,,,,,
145,,,,,,9990,,10474,,0.3%,,,,,,,,,,,,
146,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.11% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,73083,,73083,,73083,,2.2%,,,,,,,,,,,
147,"Senior Secured Term Loan B (14.61% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,,78100,,78100,,2.4%,,,,,,,,,,,,,
148,,,,,,,151183,,151183,,4.6%,,,,,,,,,,,
149,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.76%, due 4/24/2031)(5)(14)",9/12/2013,44100,,29850,,24556,,0.8%,,,,,,,,,,,
150,,,,,,29850,,24556,,0.8%,,,,,,,,,,,,
151,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.36%, due 4/28/2031)(5)(6)(14)",11/14/2013,45500,,32771,,28876,,0.9%,,,,,,,,,,,
152,,,,,,32771,,28876,,0.9%,,,,,,,,,,,,
153,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.90%, due 10/17/2030)(5)(6)(14)",9/3/2014,44467,,31028,,25921,,0.8%,,,,,,,,,,,
154,,,,,,31028,,25921,,0.8%,,,,,,,,,,,,
155,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Rated Secured Structured Note - Class F (10.80% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,,9944,,10107,,0.3%,,,,,,,,,,,
156,,,,,,9944,,10107,,0.3%,,,,,,,,,,,,
157,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.92%, due 10/21/2031)(5)(6)(14)",12/21/2016,34000,,30145,,28518,,0.9%,,,,,,,,,,,
158,,,,,,30145,,28518,,0.9%,,,,,,,,,,,,
159,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
160,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
161,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.11% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,,14114,,,14064,,,14114.0,,0.4%,,,,,,,,
162,,,,,,,14064,,14114,,0.4%,,,,,,,,,,,
163,"Class Valuation, LLC",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (10.36% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,,-,,-,,-%,,,,,,,,,,,
164,"Senior Secured Term Loan (10.36% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,38642,,38642,,38642,,1.2%,,,,,,,,,,,,,
165,,,,,,,38642,,38642,,1.2%,,,,,,,,,,,
166,Columbia Cent CLO 27 Limited,Structured Finance,"Rated Secured Structured Note - Class E (10.57% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,,7227,,7419,,0.2%,,,,,,,,,,,
167,,,,,,,7227,,7419,,0.2%,,,,,,,,,,,
168,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.37%, due 10/25/2028)(5)(14)",1/15/2014,40275,,22398,,23745,,0.7%,,,,,,,,,,,
169,,,,,,,22398,,23745,,0.7%,,,,,,,,,,,
170,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.11% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,6662,,6662,,6662,,0.2%,,,,,,,,,,,
171,"Senior Secured Term Loan B (13.11% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,23188,,23188,,23188,,0.7%,,,,,,,,,,,,,
172,,,,,,29850,,29850,,0.9%,,,,,,,,,,,,
173,CP VI Bella Midco,IT Services,"Second Lien Term Loan (8.79% (LIBOR + 6.75%), due 12/29/2025)(3)(8)(13)",2/26/2018,15750,,15705,,15750,,0.5%,,,,,,,,,,,
174,,,,,,15705,,15750,,0.5%,,,,,,,,,,,,
175,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.04% (LIBOR + 5.00%), due 5/21/2026)(3)(8)(13)",5/29/2019,9975,,9836,,9836,,0.3%,,,,,,,,,,,
176,"Second Lien Term Loan (11.04% (LIBOR + 9.00%), due 5/21/2027)(3)(8)(13)",5/30/2019,70000,,70000,,70000,,2.1%,,,,,,,,,,,,,
177,,,,,,79836,,79836,,2.4%,,,,,,,,,,,,
178,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (10.79% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,,11370,,11500,,0.4%,,,,,,,,,,,
179,,,,,,11370,,11500,,0.4%,,,,,,,,,,,,
180,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.11% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,15719,,15719,,8901,,0.3%,,,,,,,,,,,
181,,,,,,15719,,8901,,0.3%,,,,,,,,,,,,
182,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.10% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,4277,,4277,,4164,,0.1%,,,,,,,,,,,
183,"Second Lien Term Loan (11.10% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,,35000,,32156,,1.0%,,,,,,,,,,,,,
184,,,,,,39277,,36320,,1.1%,,,,,,,,,,,,
185,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(3)(8)(11)",12/5/2017,12500,,12404,,12404,,0.4%,,,,,,,,,,,
186,,,,,,12404,,12404,,0.4%,,,,,,,,,,,,
187,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.19%, due 10/15/2030)(5)(14)",3/14/2013,50525,,36116,,26911,,0.8%,,,,,,,,,,,
188,,,,,,36116,,26911,,0.8%,,,,,,,,,,,,
189,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
190,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
191,"Galaxy XXVII CLO, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.12%, due 5/16/2031)(5)(14)",11/5/2013,,24575,,,16694,,,11835.0,,0.4%,,,,,,,,
192,,,,,,16694,,11835,,0.4%,,,,,,,,,,,,
