,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
69,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",27781,,27781,,27781,,0.8%,,,,,,,,,,
70,Consolidated Revenue Interest (2.0%),-,,-,,-,,-%,,,,,,,,,,
71,"Common Stock (50,000 shares)(16)",-,,26204,,12586,,0.4%,,,,,,,,,,
72,,,,,,64415,,50797,,1.5%,,,,,,,,
73,"Wolf Energy, LLC(32)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),-,,-,,-,,-%,,,,,,,,
74,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",-,,3792,,-,,-%,,,,,,,,,,
75,Net Profits Interest (8% of Equity Distributions)(4)(16),-,,-,,12,,-%,,,,,,,,,,
76,,,,,,3792,,12,,-%,,,,,,,,
77,Total Control Investments (Level 3),,,2300526,,,2404326,,70.6%,,,,,,,,,
78,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
79,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
80,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,
81,"Edmentum Ultimate Holdings, LLC(22)",Minnesota / Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",,7834,,,7834,,,7834,,0.2,%,,,,
82,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",7520,,7520,,7520,,0.2,%,,,,,,,,,
83,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",35226,,23828,,19862,,0.6,%,,,,,,,,,
84,"Class A Units (370,964 units)(16)",-,,6577,,-,,-,%,,,,,,,,,
85,,,,,45759,,35216,,1.0,%,,,,,,,,
86,"Nixon, Inc.(39)","California / Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),-,,-,,-,,-,%,,,,,,,
87,,,,,-,,-,,-,%,,,,,,,,
88,"Targus International, LLC(33)","California / Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",-,,9878,,23220,,0.7,%,,,,,,,
89,,,,,9878,,23220,,0.7,%,,,,,,,,
90,Total Affiliate Investments (Level 3),,,55637,,,58436,,1.7,%,,,,,,,,
91,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
92,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
93,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
94,"ACE Cash Express, Inc.",Texas / Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",,20000,,,19733,,,21594.0,,0.6%,,,,,
95,,,,,19733,,21594,,0.6%,,,,,,,,,
96,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",35815,,35815,,35815,,1.1%,,,,,,,,
97,,,,,35815,,35815,,1.1%,,,,,,,,,
98,American Gilsonite Company(34),Utah / Chemicals,"Membership Interest (0.05%, 131 shares)(16)",-,,-,,-,,-%,,,,,,,,
99,,,,,,-,,-,,-%,,,,,,,,
100,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,,21,,76,,-%,,,,,,,,
101,,,,,21,,76,,-%,,,,,,,,,
102,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.80%, due 1/17/2028)(5)(14)",40500,,32397,,25000,,0.7%,,,,,,,,
103,,,,,32397,,25000,,0.7%,,,,,,,,,
104,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.35%, due 4/15/2031)(5)(14)",52203,,35014,,26518,,0.8%,,,,,,,,
105,,,,,35014,,26518,,0.8%,,,,,,,,,
106,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.14%, due 4/20/2031)(5)(14)",48515,,35776,,26960,,0.8%,,,,,,,,
107,,,,,35776,,26960,,0.8%,,,,,,,,,
108,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 10/20/2027)(5)(6)(14)",31350,,27496,,25047,,0.7%,,,,,,,,
109,,,,,27496,,25047,,0.7%,,,,,,,,,
110,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (13.59% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",25595,,1145,,787,,-%,,,,,,,,
111,,,,,1145,,787,,-%,,,,,,,,,
112,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (11.10% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(13)",7000,,6949,,7000,,0.2%,,,,,,,,
113,,,,,6949,,7000,,0.2%,,,,,,,,,
114,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",7000,,7000,,6900,,0.2%,,,,,,,,
115,"Senior Term Loan (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",77713,,77713,,76607,,2.2%,,,,,,,,,,
116,,,,,84713,,83507,,2.4%,,,,,,,,,
117,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
118,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
119,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
120,"ATS Consolidated, Inc.","Arizona / Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.84% (LIBOR + 7.75%, due 2/27/2026)(8)(13)",,15000,,,14856,,,14873.0,,0.4%,,,,,
121,,,,,,14856,,14873,,0.4%,,,,,,,,
122,"Autodata, Inc. / Autodata Solutions, Inc.(9)",Canada / Software,"Second Lien Term Loan (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 12/12/2025)(8)(13)",6000,,5972,,5972,,0.2%,,,,,,,,
123,,,,,,5972,,5972,,0.2%,,,,,,,,
124,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.35%, due 7/20/2029)(5)(6)(14)",83098,,49688,,46933,,1.4%,,,,,,,,
125,,,,,49688,,46933,,1.4%,,,,,,,,,
126,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Note (10.33% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",274009,,274009,,274009,,8.0%,,,,,,,,
127,,,,,274009,,274009,,8.0%,,,,,,,,,
128,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",36300,,19287,,13466,,0.4%,,,,,,,,
129,,,,,19287,,13466,,0.4%,,,,,,,,,
130,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 12.20%, due 10/16/2028)(5)(14)",58915,,41645,,35852,,1.1%,,,,,,,,
131,,,,,41645,,35852,,1.1%,,,,,,,,,
132,"Candle-Lite Company, LLC",Ohio / Household & Personal Products,"Senior Secured Term Loan A (7.81% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12438,,12438,,12438,,0.3%,,,,,,,,
133,"Senior Secured Term Loan B (11.81% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,,12500,,12500,,0.4%,,,,,,,,,,
134,,,,,,24938,,24938,,0.7%,,,,,,,,
135,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (10.34% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",101030,,100669,,100136,,2.9%,,,,,,,,
136,,,,,100669,,100136,,2.9%,,,,,,,,,
137,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.73%, due 7/15/2030)(5)(6)(14)",25534,,17832,,18807,,0.6%,,,,,,,,
138,,,,,17832,,18807,,0.6%,,,,,,,,,
139,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.00%, due 10/20/2029)(5)(6)(14)",32200,,32364,,29080,,0.9%,,,,,,,,
140,,,,,32364,,29080,,0.9%,,,,,,,,,
141,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.34%, due 4/30/2031)(5)(14)",24870,,15140,,15196,,0.4%,,,,,,,,
142,,,,,15140,,15196,,0.4%,,,,,,,,,
143,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
144,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
145,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
146,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.40%, due 1/25/2026)(5)(14)",,40275,,,31692,,,28269.0,,0.8%,,,,,
147,,,,,31692,,28269,,0.8%,,,,,,,,,
148,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.56%, due 7/27/2026)(5)(6)(14)",48528,,36311,,33703,,1.0%,,,,,,,,
149,,,,,36311,,33703,,1.0%,,,,,,,,,
150,Centerfield Media Holding Company(35),California / Internet Software & Services,"Senior Secured Term Loan A (9.31% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",66300,,66300,,66300,,1.9%,,,,,,,,
151,"Senior Secured Term Loan B (14.81% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",68000,,68000,,68000,,2.0%,,,,,,,,,,
152,,,,,134300,,134300,,3.9%,,,,,,,,,
153,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.43%, due 4/24/2031)(5)(14)",44100,,27624,,25250,,0.7%,,,,,,,,
154,,,,,27624,,25250,,0.7%,,,,,,,,,
155,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.31%, due 4/28/2031)(5)(14)",45500,,31503,,27697,,0.8%,,,,,,,,
156,,,,,31503,,27697,,0.8%,,,,,,,,,
157,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 8.46%, due 10/19/2026)(5)(6)(14)",41500,,28512,,23715,,0.7%,,,,,,,,
158,,,,,28512,,23715,,0.7%,,,,,,,,,
159,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.11%, due 10/21/2028)(5)(6)(14)",34000,,31179,,27998,,0.8%,,,,,,,,
160,,,,,31179,,27998,,0.8%,,,,,,,,,
161,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.31% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",31460,,31410,,31460,,0.9%,,,,,,,,
162,,,,,31410,,31460,,0.9%,,,,,,,,,
163,"Class Appraisal, LLC",Michigan / Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",-,,-,,-,,-%,,,,,,,,
164,"Senior Secured Term Loan (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",41860,,41860,,41860,,1.2%,,,,,,,,,,
165,,,,,,41860,,41860,,1.2%,,,,,,,,
166,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (8.31% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",19100,,19100,,19100,,0.6%,,,,,,,,
167,"Senior Secured Term Loan B (13.31% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",24750,,24750,,24750,,0.7%,,,,,,,,,,
168,,,,,43850,,43850,,1.3%,,,,,,,,,
169,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
170,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
171,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
172,CP VI Bella Midco,Pennsylvania / IT Services,"Second Lien Term Loan (8.84% (LIBOR + 6.75%, due 12/29/2025)(8)(13)",,2000,,,1990,,,1990.0,,0.1%,,,,,
173,,,,,,1990,,1990,,0.1%,,,,,,,,
174,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10896,,10837,,11844,,0.3%,,,,,,,,
175,,,,,10837,,11844,,0.3%,,,,,,,,,
176,"Digital Room, LLC",California / Commercial Services & Supplies,"First Lien Term Loan (7.10% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(3)(8)(13)",9950,,9857,,9925,,0.3%,,,,,,,,
177,"Second Lien Term Loan (10.85% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",57100,,56295,,57100,,1.7%,,,,,,,,,,
178,,,,,,66152,,67025,,2.0%,,,,,,,,
179,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (10.84% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",11500,,11328,,11226,,0.3%,,,,,,,,
180,,,,,11328,,11226,,0.3%,,,,,,,,,
181,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (12.31% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(11)",16894,,16894,,15728,,0.5%,,,,,,,,
182,,,,,16894,,15728,,0.5%,,,,,,,,,
183,"Engine Group, Inc.(7)",California / Media,"Senior Secured Term Loan (7.08% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",4813,,4813,,4813,,0.1%,,,,,,,,
184,"Second Lien Term Loan (11.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",35000,,35000,,35000,,1.0%,,,,,,,,,,
185,,,,,,39813,,39813,,1.1%,,,,,,,,
186,EXC Holdings III Corp,"Massachusetts / Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.97% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)",12500,,12384,,12500,,0.4%,,,,,,,,
187,,,,,,12384,,12500,,0.4%,,,,,,,,
188,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (11.31% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(11)",21544,,21544,,21544,,0.6%,,,,,,,,
189,"Delayed Draw Term Loan – $15,000 Commitment (10.31% (LIBOR + 8.00% with 1.00% LIBOR floor), expires 4/30/2022)(11)(15)",-,,-,,-,,-%,,,,,,,,,,
190,,,,,21544,,21544,,0.6%,,,,,,,,,
191,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.42%, due 10/15/2030)(5)(14)",50525,,34853,,30457,,0.9%,,,,,,,,
192,,,,,34853,,30457,,0.9%,,,,,,,,,
193,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.57%, due 5/16/2031)(5)(14)",24575,,16936,,13688,,0.4%,,,,,,,,
194,,,,,16936,,13688,,0.4%,,,,,,,,,
195,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
196,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
197,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
198,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.89%, due 7/15/2031)(5)(6)(14)",,39905,,,28009,,,22335.0,,0.7%,,,,,
199,,,,,28009,,22335,,0.7%,,,,,,,,,
200,"Galaxy XXVIII CLO, Ltd.",Cayman Islands / Structured Finance,"Class F Junior Notes (LIBOR + 8.48%, due 7/15/2031)(6)(11)(14)(53)",6658,,6159,,6159,,0.2%,,,,,,,,
201,,,,,6159,,6159,,0.2%,,,,,,,,,
202,"H.I.G. ECI Merger Sub, Inc.",Massachusetts / IT Services,"Revolving Line of Credit – $5,000 Commitment (9.81% (LIBOR + 7.50% with 1.50% LIBOR floor), due 9/30/2018)(11)",-,,-,,-,,-%,,,,,,,,
203,"Senior Secured Term Loan A (7.81% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(11)",44688,,44688,,44688,,1.3%,,,,,,,,,,
204,"Senior Secured Term Loan B (12.81% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(11)",29900,,29900,,29900,,0.9%,,,,,,,,,,
205,,,,,,74588,,74588,,2.2%,,,,,,,,
206,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,,3869,,3125,,0.1%,,,,,,,,
207,,,,,3869,,3125,,0.1%,,,,,,,,,
208,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",40400,,22057,,11017,,0.3%,,,,,,,,
209,,,,,22057,,11017,,0.3%,,,,,,,,,
