,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11,"Senior Secured Term Loan (11.50% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.00% PIK, due 12/7/2024)(13)(46)",12/9/2016,18063,3/31/2014,18063,35048,18063,,0.5,%,1.1,%,,1.1,%,,,,,,
12,Membership Interest (100%)(16),3/31/2014,18063,3/31/2014,22738,35048,34860,,1.1,%,1.1,%,,1.1,%,,,,,,
13,Membership Interest (100%)(16),3/31/2014,18063,3/31/2014,22738,35048,77579,,89701,%,2.7,%,,1.1,%,,,,,,
14,First Tower Finance Company LLC(23),Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.50% PIK, due 6/24/2024)(14)(46)",6/24/2014,277411,35048,277411,,277411,%,8.4,%,,1.1,%,,,,,,
15,"Class A Units (95,709,910 units)(14)(16)",6/24/2014,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.50% PIK, due 6/24/2024)(14)(46)",6/24/2014,81146,35048,216625,,6.6,%,8.4,%,,1.1,%,,,,,,
16,"Class A Units (95,709,910 units)(14)(16)",6/24/2014,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.50% PIK, due 6/24/2024)(14)(46)",6/24/2014,81146,35048,358557,,494036,%,15.0,%,,1.1,%,,,,,,
17,"Freedom Marine Solutions, LLC(24)",Energy Equipment & Services,Membership Interest (100%)(16),10/1/2009,81146,35048,43892,,14920,%,0.5,%,,1.1,%,,,,,,
18,"Freedom Marine Solutions, LLC(24)",Energy Equipment & Services,Membership Interest (100%)(16),10/1/2009,81146,35048,43892,,14920,%,0.5,%,,1.1,%,,,,,,
19,"InterDent, Inc. (52)",Health Care Providers & Services,"Senior Secured Term Loan A/B (2.66% (LIBOR + 0.25% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/1/2018,14000,35048,14000,,14000,%,0.4,%,,1.1,%,,,,,,
20,"Senior Secured Term Loan A (7.91% (LIBOR + 5.50% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/3/2012,77994,8/1/2018,77994,35048,77994,,2.4,%,0.4,%,,1.1,%,,,,,,
21,"Senior Secured Term Loan B (16.00% PIK, due 9/5/2020)(46)",8/3/2012,116111,8/1/2018,116111,35048,116111,,3.5,%,0.4,%,,1.1,%,,,,,,
22,"Senior Secured Term Loan C (18.00% PIK, in non-accrual status effective 10/1/2018, due 9/5/2020)",3/22/2018,40873,8/1/2018,35766,35048,16771,,0.5,%,0.4,%,,1.1,%,,,,,,
23,"Senior Secured Term Loan D (1.00% PIK, in non-accrual status effective 10/1/2018, due 9/5/2020)",9/19/2018,5039,8/1/2018,5001,35048,-,,-,%,0.4,%,,1.1,%,,,,,,
24,"Common Stock (99,900 shares)(16)",5/3/2019,5039,8/1/2018,1,35048,-,,-,%,0.4,%,,1.1,%,,,,,,
25,"Common Stock (99,900 shares)(16)",5/3/2019,5039,8/1/2018,1,35048,248873,,224876,%,6.8,%,,1.1,%,,,,,,
26,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,224876,%,6.8,%,,1.1,%,,,,,,
27,"MITY, Inc.(25)",Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",9/19/2013,Principal Value,26250,Fair  Value(2),% of Net Assets,26250,%,6.8,26250,,0.8,%,,,,,,
28,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 6/30/2020)(3)(11)(46)",6/23/2014,29586,9/19/2013,29586,26250,20652,% of Net Assets,0.6,%,6.8,26250,,0.8,%,,,,,,
29,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due 1/1/2028)(14)",9/19/2013,5635,9/19/2013,6915,26250,-,% of Net Assets,-,%,6.8,26250,,0.8,%,,,,,,
30,"Common Stock (42,053 shares)(16)",9/19/2013,5635,9/19/2013,6849,26250,-,% of Net Assets,-,%,6.8,26250,,0.8,%,,,,,,
31,"Common Stock (42,053 shares)(16)",9/19/2013,5635,9/19/2013,6849,26250,69600,% of Net Assets,46902,%,1.4,%,,0.8,%,,,,,,
32,National Property REIT Corp.(26),Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.50% (LIBOR + 3.50% with 3.00% LIBOR floor) plus 5.00% PIK, due 12/31/2023)(11)(46)",12/31/2018,433553,26250,433553,% of Net Assets,433553,%,13.1,%,,0.8,%,,,,,,
33,"Senior Secured Term Loan B (5.00% (LIBOR + 2.00% with 3.00% LIBOR floor) plus 5.50% PIK, due 12/31/2023)(11)(46)",12/31/2018,172000,12/31/2018,172000,26250,172000,% of Net Assets,5.2,%,13.1,%,,0.8,%,,,,,,
34,Residual Profit Interest (25% of Residual Profit),12/31/2018,172000,12/31/2018,-,26250,96609,% of Net Assets,2.9,%,13.1,%,,0.8,%,,,,,,
35,"Common Stock (3,110,101 shares)",12/31/2018,172000,12/31/2018,163836,26250,302303,% of Net Assets,9.2,%,13.1,%,,0.8,%,,,,,,
36,"Common Stock (3,110,101 shares)",12/31/2018,172000,12/31/2018,163836,26250,769389,% of Net Assets,1004465,%,30.4,%,,0.8,%,,,,,,
37,Nationwide Loan Company LLC(27),Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2020)(14)(46)",6/18/2014,18616,26250,18616,% of Net Assets,18616,%,0.6,%,,0.8,%,,,,,,
38,"Class A Units (32,456,159 units)(14)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2020)(14)(46)",6/18/2014,21962,26250,14359,% of Net Assets,0.4,%,0.6,%,,0.8,%,,,,,,
39,"Class A Units (32,456,159 units)(14)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2020)(14)(46)",6/18/2014,21962,26250,40578,% of Net Assets,32975,%,1.0,%,,0.8,%,,,,,,
40,"NMMB, Inc.(28)",Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,3114,26250,3114,% of Net Assets,3114,%,0.1,%,,0.8,%,,,,,,
41,"Series A Preferred Stock (7,200 shares)(16)",12/12/2013,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,7200,26250,11788,% of Net Assets,0.3,%,0.1,%,,0.8,%,,,,,,
42,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,5669,26250,9281,% of Net Assets,0.3,%,0.1,%,,0.8,%,,,,,,
43,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,5669,26250,15983,% of Net Assets,24183,%,0.7,%,,0.8,%,,,,,,
44,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.66% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,26250,20469,% of Net Assets,20825,%,0.6,%,,0.8,%,,,,,,
45,"Senior Secured Term Loan A (7.66% PIK (LIBOR + 5.25% with 1.00% LIBOR floor), in non-accrual status effective 10/24/2018, due 9/26/2020)(13)",12/31/2014,101186,9/26/2014,96000,26250,91602,% of Net Assets,2.8,%,0.6,%,,0.8,%,,,,,,
46,"Senior Secured Term Loan B (11.66% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,110116,9/26/2014,96500,26250,-,% of Net Assets,-,%,0.6,%,,0.8,%,,,,,,
47,"Convertible Preferred Equity (166,666 shares)(16)",6/15/2018,110116,9/26/2014,25000,26250,-,% of Net Assets,-,%,0.6,%,,0.8,%,,,,,,
48,"Common Stock (6,778,414 shares)(16)",9/29/2017,110116,9/26/2014,-,26250,-,% of Net Assets,-,%,0.6,%,,0.8,%,,,,,,
49,"Common Stock (6,778,414 shares)(16)",9/29/2017,110116,9/26/2014,-,26250,237969,% of Net Assets,112427,%,3.4,%,,0.8,%,,,,,,
50,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.32% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,26250,28622,% of Net Assets,28622,%,0.9,%,,0.8,%,,,,,,
51,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.32% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,5002,% of Net Assets,0.1,%,0.9,%,,0.8,%,,,,,,
52,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.32% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,35488,% of Net Assets,33624,%,1.0,%,,0.8,%,,,,,,
53,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,33624,%,1.0,%,,0.8,%,,,,,,
54,"Universal Turbine Parts, LLC(54)",Trading Companies & Distributors,"Delayed Draw Term Loan – $5,000 Commitment (10.25% (LIBOR + 7.75% with 2.50% LIBOR floor), due 9/30/2020)(13)(15)",2/28/2019,Principal Value,-,Fair  Value(2),% of Net Assets,-,%,1.0,-,,-,%,,,,,,
55,"Senior Secured Term Loan A (8.36% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,30713,2/28/2019,30713,-,28043,% of Net Assets,0.8,%,1.0,-,,-,%,,,,,,
56,"Senior Secured Term Loan B (14.36% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,36144,2/28/2019,32500,-,-,% of Net Assets,-,%,1.0,-,,-,%,,,,,,
57,"Common Stock (10,000 units)(16)",12/10/2018,36144,2/28/2019,-,-,-,% of Net Assets,-,%,1.0,-,,-,%,,,,,,
58,"Common Stock (10,000 units)(16)",12/10/2018,36144,2/28/2019,-,-,63213,% of Net Assets,28043,%,0.8,%,,-,%,,,,,,
59,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,44134,-,35101,% of Net Assets,15725,%,0.5,%,,-,%,,,,,,
60,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,55955,3/31/2014,35568,-,-,% of Net Assets,-,%,0.5,%,,-,%,,,,,,
61,"Common Stock (268,962 shares)(16)",6/15/2016,55955,3/31/2014,-,-,-,% of Net Assets,-,%,0.5,%,,-,%,,,,,,
62,"Common Stock (268,962 shares)(16)",6/15/2016,55955,3/31/2014,-,-,70669,% of Net Assets,15725,%,0.5,%,,-,%,,,,,,
63,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,-,10430,% of Net Assets,10430,%,0.3,%,,-,%,,,,,,
64,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,33301,12/31/2012,33301,-,33301,% of Net Assets,1.0,%,0.3,%,,-,%,,,,,,
65,Consolidated Revenue Interest (2.0%)(38),6/22/2018,33301,12/31/2012,-,-,3032,% of Net Assets,0.1,%,0.3,%,,-,%,,,,,,
66,"Common Stock (50,000 shares)",12/31/2012,33301,12/31/2012,26204,-,96922,% of Net Assets,2.9,%,0.3,%,,-,%,,,,,,
67,"Common Stock (50,000 shares)",12/31/2012,33301,12/31/2012,26204,-,69935,% of Net Assets,143685,%,4.3,%,,-,%,,,,,,
68,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,26204,-,-,% of Net Assets,-,%,-,%,,-,%,,,,,,
69,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,Membership Interest (100%)(16),7/1/2014,3896,-,-,% of Net Assets,-,%,-,%,,-,%,,,,,,
70,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,-,14,% of Net Assets,-,%,-,%,,-,%,,,,,,
71,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,-,3896,% of Net Assets,14,%,-,%,,-,%,,,,,,
72,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,14,%,-,%,,-,%,,,,,,
73,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,Principal Value,8159,Fair  Value(2),% of Net Assets,8159,%,-,8159,,0.2,%,,,,,,
74,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,8189,6/9/2015,8189,8159,8189,% of Net Assets,0.2,%,-,8159,,0.2,%,,,,,,
75,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,38936,6/9/2015,23829,8159,24869,% of Net Assets,0.8,%,-,8159,,0.2,%,,,,,,
76,"Class A Units (370,964 units)(16)",6/9/2015,38936,6/9/2015,6577,8159,-,% of Net Assets,-,%,-,8159,,0.2,%,,,,,,
77,"Class A Units (370,964 units)(16)",6/9/2015,38936,6/9/2015,6577,46754,-,41217,-,1.2,%,8159,,0.2,%,,,,,,
78,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,46754,-,41217,-,1.2,-,%,,0.2,%,,,,,,
79,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,-,-,-,-,-,%,%,,0.2,%,,,,,,
80,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",5/24/2011,6577,-,3771,-,16599,-,0.5,%,,0.2,%,,,,,,
81,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",5/24/2011,6577,3771,3771,16599,16599,0.5,%,%,,0.2,%,,,,,,
82,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.40% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,168052,3771,127091,16599,18866,0.5,0.6,%,,0.2,%,,,,,,
83,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.40% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,3771,-,16599,-,%,0.6,%,,0.2,%,,,,,,
84,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.40% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,3771,127091,16599,18866,%,0.6,%,,0.2,%,,,,,,
85,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,18866,%,0.6,%,,0.2,%,,,,,,
86,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.17% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,25000,Fair  Value(2),% of Net Assets,24829,%,0.6,24829,,0.8,%,,,,,,
87,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.17% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,24829,Fair  Value(2),24829,24829,0.8,%,24829,,0.8,%,,,,,,
88,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,23000,24829,22333,24829,20555,0.8,0.6,%,,0.8,%,,,,,,
89,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,23000,24829,22333,24829,20555,0.8,0.6,%,,0.8,%,,,,,,
90,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,33673,24829,33673,24829,34010,0.8,1.0,%,,0.8,%,,,,,,
91,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,33673,24829,33673,24829,34010,0.8,1.0,%,,0.8,%,,,,,,
92,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 6/11/2027(8)(13)",6/24/2019,10000,24829,10000,24829,10000,0.8,0.3,%,,0.8,%,,,,,,
93,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 6/11/2027(8)(13)",6/24/2019,10000,24829,10000,24829,10000,0.8,0.3,%,,0.8,%,,,,,,
94,Apidos CLO IX,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,24829,21,24829,26,0.8,-,%,,0.8,%,,,,,,
95,Apidos CLO IX,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,21,21,26,26,-,%,%,,0.8,%,,,,,,
96,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.96%, due 10/17/2028)(5)(14)",1/17/2013,40500,21,33572,26,27982,-,0.8,%,,0.8,%,,,,,,
97,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.96%, due 10/17/2028)(5)(14)",1/17/2013,40500,33572,33572,27982,27982,0.8,%,%,,0.8,%,,,,,,
98,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.45%, due 4/15/2031)(5)(14)",4/18/2013,52203,33572,36307,27982,29123,0.8,0.9,%,,0.8,%,,,,,,
99,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.45%, due 4/15/2031)(5)(14)",4/18/2013,52203,36307,36307,29123,29123,0.9,%,%,,0.8,%,,,,,,
100,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.77%, due 4/21/2031)(5)(14)",10/16/2013,48515,36307,37777,29123,29018,0.9,0.9,%,,0.8,%,,,,,,
101,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.77%, due 4/21/2031)(5)(14)",10/16/2013,48515,37777,37777,29018,29018,0.9,%,%,,0.8,%,,,,,,
102,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.95%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,37777,28691,29018,24948,0.9,0.8,%,,0.8,%,,,,,,
103,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.95%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,28691,28691,24948,24948,0.8,%,%,,0.8,%,,,,,,
104,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,31350,28691,-,24948,-,0.8,-,%,,0.8,%,,,,,,
105,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,31350,-,-,-,-,-,%,%,,0.8,%,,,,,,
106,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $6,000 Commitment (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(11)(15)",2/21/2013,4000,-,4000,-,3955,-,0.1,%,,0.8,%,,,,,,
107,"Senior Term Loan (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74327,2/21/2013,74327,-,73495,-,2.2,%,0.1,%,,0.8,%,,,,,,
108,"Senior Term Loan (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74327,2/21/2013,74327,78327,73495,77450,2.2,2.3,%,%,,0.8,%,,,,,,
109,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.58%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,78327,51040,77450,39031,2.3,1.2,%,,0.8,%,,,,,,
110,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.58%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,51040,51040,39031,39031,1.2,%,%,,0.8,%,,,,,,
111,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.83% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,190678,51040,190678,39031,189725,1.2,5.7,%,,0.8,%,,,,,,
112,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.83% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,190678,190678,190678,189725,189725,5.7,%,%,,0.8,%,,,,,,
113,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.36%, due 1/17/2028)(5)(14)",5/23/2013,36300,190678,18560,189725,13611,5.7,0.4,%,,0.8,%,,,,,,
114,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.36%, due 1/17/2028)(5)(14)",5/23/2013,36300,18560,18560,13611,13611,0.4,%,%,,0.8,%,,,,,,
115,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.96%, due 10/16/2028)(5)(14)",5/8/2012,58915,18560,41808,13611,34672,0.4,1.0,%,,0.8,%,,,,,,
116,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.96%, due 10/16/2028)(5)(14)",5/8/2012,58915,41808,41808,34672,34672,1.0,%,%,,0.8,%,,,,,,
117,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,34672,1.0,%,%,,0.8,%,,,,,,
118,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.03% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,Principal Value,12188,Fair  Value(2),% of Net Assets,12188.0,1.0,%,12188,,0.4,%,,,,,,
119,"Senior Secured Term Loan B (12.03% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,12188,12500,% of Net Assets,0.4,%,%,12188,,0.4,%,,,,,,
120,"Senior Secured Term Loan B (12.03% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,12188,24688,% of Net Assets,24688.0,%,0.8,%,,0.4,%,,,,,,
121,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.65% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,98982,12188,98705,% of Net Assets,98982.0,%,3.0,%,,0.4,%,,,,,,
122,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.65% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,98982,98705,98705,98982,98982.0,3.0,%,%,,0.4,%,,,,,,
123,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.73%, due 4/30/2031)(5)(14)",5/10/2018,24870,98705,14748,98982,12920.0,3.0,0.4,%,,0.4,%,,,,,,
124,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.73%, due 4/30/2031)(5)(14)",5/10/2018,24870,14748,14748,12920,12920.0,0.4,%,%,,0.4,%,,,,,,
125,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.84%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,14748,17282,12920,18293.0,0.4,0.6,%,,0.4,%,,,,,,
126,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.84%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,17282,17282,18293,18293.0,0.6,%,%,,0.4,%,,,,,,
127,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.47%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,17282,33812,18293,27918.0,0.6,0.8,%,,0.4,%,,,,,,
