,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
72,"8th Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (9.49% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,25000,Fair  Value(2),% of Net Assets,24841,26250,3.8%,24841.0,0.1%,0.8%,,,,,,,
73,"8th Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (9.49% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,24841,Fair  Value(2),24841,24841,0.8%,3.8%,24841.0,0.1%,0.8%,,,,,,,
74,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(10)(14)",12/15/2017,30000,24841,28563,24841,25491,0.8%,0.8%,24841.0,0.1%,0.8%,,,,,,,
75,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(10)(14)",12/15/2017,30000,28563,28563,25491,25491,0.8%,0.8%,24841.0,0.1%,0.8%,,,,,,,
76,"Ahead Data Blue, LLC",IT Services,"Second Lien Term Loan (10.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 11/8/2025)(13)",12/13/2019,70000,28563,70000,25491,70000,0.8%,2.2%,24841.0,0.1%,0.8%,,,,,,,
77,"Ahead Data Blue, LLC",IT Services,"Second Lien Term Loan (10.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 11/8/2025)(13)",12/13/2019,70000,70000,70000,70000,70000,2.2%,2.2%,24841.0,0.1%,0.8%,,,,,,,
78,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (10.80% (LIBOR + 9.00%), due 6/11/2027)(3)(8)(13)",6/24/2019,10000,70000,10000,70000,10000,2.2%,0.3%,24841.0,0.1%,0.8%,,,,,,,
79,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (10.80% (LIBOR + 9.00%), due 6/11/2027)(3)(8)(13)",6/24/2019,10000,10000,10000,10000,10000,0.3%,0.3%,24841.0,0.1%,0.8%,,,,,,,
80,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.94%, due 10/17/2030)(5)(14)",1/17/2013,40500,10000,33349,10000,27462,0.3%,0.9%,24841.0,0.1%,0.8%,,,,,,,
81,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.94%, due 10/17/2030)(5)(14)",1/17/2013,40500,33349,33349,27462,27462,0.9%,0.9%,24841.0,0.1%,0.8%,,,,,,,
82,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.64%, due 4/15/2031)(5)(14)",4/18/2013,52203,33349,37154,27462,30457,0.9%,1.0%,24841.0,0.1%,0.8%,,,,,,,
83,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.64%, due 4/15/2031)(5)(14)",4/18/2013,52203,37154,37154,30457,30457,1.0%,1.0%,24841.0,0.1%,0.8%,,,,,,,
84,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.00%, due 4/21/2031)(5)(14)",10/16/2013,48515,37154,38601,30457,29519,1.0%,0.9%,24841.0,0.1%,0.8%,,,,,,,
85,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.00%, due 4/21/2031)(5)(14)",10/16/2013,48515,38601,38601,29519,29519,0.9%,0.9%,24841.0,0.1%,0.8%,,,,,,,
86,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 7.32%, due 10/20/2027)(5)(14)",10/14/2015,31350,38601,28147,29519,23446,0.9%,0.7%,24841.0,0.1%,0.8%,,,,,,,
87,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 7.32%, due 10/20/2027)(5)(14)",10/14/2015,31350,28147,28147,23446,23446,0.7%,0.7%,24841.0,0.1%,0.8%,,,,,,,
88,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,31350,28147,-,23446,-,0.7%,-%,24841.0,0.1%,0.8%,,,,,,,
89,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,31350,-,-,-,-,-%,-%,24841.0,0.1%,0.8%,,,,,,,
90,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $6,000 Commitment (10.75% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(11)(15)",2/21/2013,2000,-,2000,-,2000,-%,0.1%,24841.0,0.1%,0.8%,,,,,,,
91,"Senior Secured Term Loan (10.75% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,73919,2/21/2013,73919,-,73919,-,2.3%,-%,0.1%,24841.0,0.1%,0.8%,,,,,,,
92,"Senior Secured Term Loan (10.75% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,73919,2/21/2013,73919,75919,73919,75919,2.3%,2.4%,0.1%,24841.0,0.1%,0.8%,,,,,,,
93,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.42%, due 7/20/2029)(5)(14)",11/18/2014,83098,75919,49380,75919,34711,2.4%,1.1%,24841.0,0.1%,0.8%,,,,,,,
94,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.42%, due 7/20/2029)(5)(14)",11/18/2014,83098,49380,49380,34711,34711,1.1%,1.1%,24841.0,0.1%,0.8%,,,,,,,
95,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.47% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,172844,49380,172844,34711,172844,1.1%,5.4%,24841.0,0.1%,0.8%,,,,,,,
96,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.47% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,172844,172844,172844,172844,172844,5.4%,5.4%,24841.0,0.1%,0.8%,,,,,,,
97,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 5.43%, due 1/17/2028)(5)(14)",5/23/2013,36300,172844,18044,172844,12763,5.4%,0.4%,24841.0,0.1%,0.8%,,,,,,,
98,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 5.43%, due 1/17/2028)(5)(14)",5/23/2013,36300,18044,18044,12763,12763,0.4%,0.4%,24841.0,0.1%,0.8%,,,,,,,
99,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.64%, due 7/16/2032)(5)(14)",5/8/2012,58915,18044,41473,12763,31743,0.4%,1.0%,24841.0,0.1%,0.8%,,,,,,,
100,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.64%, due 7/16/2032)(5)(14)",5/8/2012,58915,41473,41473,31743,31743,1.0%,1.0%,24841.0,0.1%,0.8%,,,,,,,
101,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (7.42% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12063,41473,12063,31743,12061,1.0%,0.4%,24841.0,0.1%,0.8%,,,,,,,
102,"Senior Secured Term Loan B (11.42% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,41473,12500,31743,0.4%,1.0%,0.4%,24841.0,0.1%,0.8%,,,,,,,
103,"Senior Secured Term Loan B (11.42% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,41473,24563,31743,24561,1.0%,0.8%,24841.0,0.1%,0.8%,,,,,,,
104,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,24561,1.0%,0.8%,24841.0,0.1%,0.8%,,,,,,,
105,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.05% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,Principal Value,98982,Fair  Value(2),% of Net Assets,98748,1.0%,0.8%,98982.0,0.1%,3.1%,,,,,,,
106,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.05% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,Principal Value,98748,Fair  Value(2),98982,98748,3.1%,0.8%,98982.0,0.1%,3.1%,,,,,,,
107,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.27%, due 4/30/2031)(5)(14)",2/21/2013,24870,98748,15023,98982,12792,3.1%,0.4%,98982.0,0.1%,3.1%,,,,,,,
108,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.27%, due 4/30/2031)(5)(14)",2/21/2013,24870,15023,15023,12792,12792,0.4%,0.4%,98982.0,0.1%,3.1%,,,,,,,
109,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.30%, due 7/15/2030)(5)(14)",4/12/2017,25534,15023,17750,12792,17577,0.4%,0.5%,98982.0,0.1%,3.1%,,,,,,,
110,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.30%, due 7/15/2030)(5)(14)",4/12/2017,25534,15023,17750,12792,17577,0.4%,0.5%,98982.0,0.1%,3.1%,,,,,,,
111,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.59%, due 10/20/2029)(5)(14)",9/13/2016,32200,15023,34555,12792,26208,0.4%,0.8%,98982.0,0.1%,3.1%,,,,,,,
112,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.59%, due 10/20/2029)(5)(14)",9/13/2016,32200,15023,34555,12792,26208,0.4%,0.8%,98982.0,0.1%,3.1%,,,,,,,
113,CCPI Inc.(19),"Electronic Equipment, Instruments & Components",Escrow Receivable,2/28/2019,32200,15023,-,12792,2307,0.4%,0.1%,98982.0,0.1%,3.1%,,,,,,,
114,CCPI Inc.(19),"Electronic Equipment, Instruments & Components",Escrow Receivable,2/28/2019,32200,15023,-,12792,2307,0.4%,0.1%,98982.0,0.1%,3.1%,,,,,,,
115,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"First Lien Term Loan (7.30% (LIBOR + 5.50%), due 10/1/2025)(3)(8)(13)",5/23/2019,6033,15023,5945,12792,5945,0.4%,0.2%,98982.0,0.1%,3.1%,,,,,,,
116,"First Lien Term Loan (7.43% (LIBOR + 5.50%), due 10/1/2025)(3)(8)(11)",5/23/2019,3639,5/23/2019,3586,15023,3586,12792,0.1%,0.4%,0.2%,98982.0,0.1%,3.1%,,,,,,,
117,"Second Lien Term Loan (10.93% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(11)",10/12/2018,37000,5/23/2019,36399,15023,36399,12792,1.1%,0.4%,0.2%,98982.0,0.1%,3.1%,,,,,,,
118,"Second Lien Term Loan (10.93% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(11)",10/12/2018,37000,5/23/2019,36399,15023,45930,12792,45930,0.4%,1.4%,98982.0,0.1%,3.1%,,,,,,,
