,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
18,"Borga, Inc.",Portfolio Company,California / Manufacturing,Locale / Industry,"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4), (25)",Investments  (1),1150,Principal  Value,1095,Cost,562,,0.0%,,
19,"Borga, Inc.",Portfolio Company,California / Manufacturing,Locale / Industry,"Senior Secured Term Loan B (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4)",Investments  (1),1612,Principal  Value,1501,Cost,-,,0.0%,,
20,"Borga, Inc.",Portfolio Company,California / Manufacturing,Locale / Industry,"Senior Secured Term Loan C (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)",Investments  (1),9839,Principal  Value,707,Cost,-,,0.0%,,
21,"Borga, Inc.",Portfolio Company,California / Manufacturing,Locale / Industry,Common Stock (100 shares)  (21),Investments  (1),9839,Principal  Value,-,Cost,-,,0.0%,,
22,"Borga, Inc.",Portfolio Company,California / Manufacturing,Locale / Industry,"Warrants (33,750 warrants)  (21)",Investments  (1),9839,Principal  Value,-,Cost,-,,0.0%,,
23,"Borga, Inc.",Portfolio Company,California / Manufacturing,Locale / Industry,"Warrants (33,750 warrants)  (21)",Investments  (1),9839,Principal  Value,3303,Cost,562,,0.0%,,
24,CCPI Holdings Inc.  (33),Portfolio Company,Ohio / Manufacturing,Locale / Industry,"Senior Secured Note (10.00%, due 12/31/2017)  (3)",Investments  (1),17550,Principal  Value,17550,Cost,17550,,0.6%,,
25,CCPI Holdings Inc.  (33),Portfolio Company,Ohio / Manufacturing,Locale / Industry,"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",Investments  (1),7933,Principal  Value,7933,Cost,7933,,0.3%,,
26,CCPI Holdings Inc.  (33),Portfolio Company,Ohio / Manufacturing,Locale / Industry,Common Stock (100 shares),Investments  (1),7933,Principal  Value,8581,Cost,8012,,0.3%,,
27,CCPI Holdings Inc.  (33),Portfolio Company,Ohio / Manufacturing,Locale / Industry,Net Revenue Interest (4% of Net Revenue),Investments  (1),7933,Principal  Value,-,Cost,428,,0.0%,,
28,CCPI Holdings Inc.  (33),Portfolio Company,Ohio / Manufacturing,Locale / Industry,Net Revenue Interest (4% of Net Revenue),Investments  (1),7933,Principal  Value,34064,Cost,33923,,1.2%,,
29,CCPI Holdings Inc.  (33),Portfolio Company,Ohio / Manufacturing,Locale / Industry,Net Revenue Interest (4% of Net Revenue),Investments  (1),7933,Principal  Value,34064,Cost,33923,Fair  Value  (2),,% of Net  Assets,
30,CP Holdings of Delaware LLC  (38),Portfolio Company,Oklahoma / Oil & Gas Production,Locale / Industry,"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 8/2/2018)  (4)",Investments  (1),"$ 58,773",Principal  Value,"$ 58,773",Cost,"$ 58,773",,2.0%,,
31,CP Holdings of Delaware LLC  (38),Portfolio Company,Oklahoma / Oil & Gas Production,Locale / Industry,"Senior Secured Note (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor), due 8/2/2018)  (4)",Investments  (1),22500,Principal  Value,22500,Cost,22500,,0.8%,,
32,CP Holdings of Delaware LLC  (38),Portfolio Company,Oklahoma / Oil & Gas Production,Locale / Industry,Common Stock (100 shares),Investments  (1),22500,Principal  Value,12741,Cost,10750,,0.4%,,
33,CP Holdings of Delaware LLC  (38),Portfolio Company,Oklahoma / Oil & Gas Production,Locale / Industry,Common Stock (100 shares),Investments  (1),22500,Principal  Value,94014,Cost,92023,,3.2%,,
34,"Credit Central Holdings of Delaware, LLC  (22), (34)",Portfolio Company,Ohio / Consumer Finance,Locale / Industry,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",Investments  (1),38082,Principal  Value,38082,Cost,38082,,1.3%,,
35,"Credit Central Holdings of Delaware, LLC  (22), (34)",Portfolio Company,Ohio / Consumer Finance,Locale / Industry,Common Stock (100 shares),Investments  (1),38082,Principal  Value,9581,Cost,12237,,0.4%,,
36,"Credit Central Holdings of Delaware, LLC  (22), (34)",Portfolio Company,Ohio / Consumer Finance,Locale / Industry,Net Revenue Interest (5% of Net Revenue),Investments  (1),38082,Principal  Value,-,Cost,3040,,0.1%,,
37,"Credit Central Holdings of Delaware, LLC  (22), (34)",Portfolio Company,Ohio / Consumer Finance,Locale / Industry,Net Revenue Interest (5% of Net Revenue),Investments  (1),38082,Principal  Value,47663,Cost,53359,,1.8%,,
38,"Energy Solutions Holdings, Inc.  (8)",Portfolio Company,Texas / Energy,Locale / Industry,"Junior Secured Note (18.00%, due 12/12/2016)",Investments  (1),4250,Principal  Value,4250,Cost,4250,,0.2%,,
39,"Energy Solutions Holdings, Inc.  (8)",Portfolio Company,Texas / Energy,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Junior Secured Note (18.00%, due 12/12/2016)",3500,4250,3500,4250,3500,4250,0.1%,,,
40,"Energy Solutions Holdings, Inc.  (8)",Portfolio Company,Texas / Energy,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Subordinated Secured Note to Freedom Marine Holdings, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, past due)  (4)",3500,14048,3500,12504,3500,9750,,0.3%,,
41,"Energy Solutions Holdings, Inc.  (8)",Portfolio Company,Texas / Energy,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",3500,1449,3500,1449,3500,-,,0.0%,,
42,"Energy Solutions Holdings, Inc.  (8)",Portfolio Company,Texas / Energy,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Common Stock (100 shares),3500,1449,3500,8318,3500,6090,,0.2%,,
43,"Energy Solutions Holdings, Inc.  (8)",Portfolio Company,Texas / Energy,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Common Stock (100 shares),3500,1449,3500,30021,3500,23590,,0.8%,,
44,"First Tower Holdings of Delaware, LLC  (22), (29)",Portfolio Company,Mississippi / Consumer Finance,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",3500,264760,3500,264760,3500,264760,,9.1%,,
45,"First Tower Holdings of Delaware, LLC  (22), (29)",Portfolio Company,Mississippi / Consumer Finance,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Common Stock (83,729,323 shares)",3500,264760,3500,43193,3500,34937,,1.2%,,
46,"First Tower Holdings of Delaware, LLC  (22), (29)",Portfolio Company,Mississippi / Consumer Finance,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Net Revenue Interest (5% of Net Revenue & Distributions),3500,264760,3500,-,3500,13976,,0.5%,,
47,"First Tower Holdings of Delaware, LLC  (22), (29)",Portfolio Company,Mississippi / Consumer Finance,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",Net Revenue Interest (5% of Net Revenue & Distributions),3500,264760,3500,307953,3500,313673,,10.8%,,
48,"The Healing Staff, Inc.  (9)",Portfolio Company,North Carolina / Contracting,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",3500,1688,3500,1686,3500,-,,0.0%,,
49,"The Healing Staff, Inc.  (9)",Portfolio Company,North Carolina / Contracting,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",3500,1170,3500,1170,3500,-,,0.0%,,
50,"The Healing Staff, Inc.  (9)",Portfolio Company,North Carolina / Contracting,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Common Stock (1,000 shares)",3500,1170,3500,975,3500,-,,0.0%,,
51,"The Healing Staff, Inc.  (9)",Portfolio Company,North Carolina / Contracting,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Common Stock (1,000 shares)",3500,1170,3500,3831,3500,-,,0.0%,,
52,"Manx Energy, Inc.  (12)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",3500,500,3500,500,3500,413,,0.0%,,
53,"Manx Energy, Inc.  (12)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Preferred Stock (6,635 shares)",3500,500,3500,-,3500,-,,0.0%,,
54,"Manx Energy, Inc.  (12)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Common Stock (17,082 shares)",3500,500,3500,-,3500,-,,0.0%,,
55,"Manx Energy, Inc.  (12)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)","Common Stock (17,082 shares)",3500,500,3500,500,3500,413,,0.0%,,
56,"Manx Energy, Inc.  (12)",Portfolio Company,Kansas / Oil & Gas Production,Locale / Industry,"Common Stock (17,082 shares)",Investments  (1),500,Principal  Value,500,Cost,413,Fair  Value  (2),,% of Net  Assets,
57,MITY Holdings of Delaware Inc.  (17),Portfolio Company,Utah / Durable Consumer Products,Locale / Industry,"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 9/19/2019)  (4)",Investments  (1),"$ 22,792",Principal  Value,"$ 22,792",Cost,"$ 22,792",,0.8%,,
58,MITY Holdings of Delaware Inc.  (17),Portfolio Company,Utah / Durable Consumer Products,Locale / Industry,"Senior Secured Note (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)  (4)",Investments  (1),18250,Principal  Value,18250,Cost,18250,,0.6%,,
59,MITY Holdings of Delaware Inc.  (17),Portfolio Company,Utah / Durable Consumer Products,Locale / Industry,Common Stock (100 shares),Investments  (1),18250,Principal  Value,6943,Cost,6943,,0.2%,,
60,MITY Holdings of Delaware Inc.  (17),Portfolio Company,Utah / Durable Consumer Products,Locale / Industry,Common Stock (100 shares),Investments  (1),18250,Principal  Value,47985,Cost,47985,,1.6%,,
61,"Nationwide Acceptance Holdings, LLC  (22), (36)",Portfolio Company,Illinois / Consumer Finance,Locale / Industry,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",Investments  (1),21308,Principal  Value,21308,Cost,21308,,0.7%,,
62,"Nationwide Acceptance Holdings, LLC  (22), (36)",Portfolio Company,Illinois / Consumer Finance,Locale / Industry,Membership Units (100 shares),Investments  (1),21308,Principal  Value,3843,Cost,3843,,0.1%,,
63,"Nationwide Acceptance Holdings, LLC  (22), (36)",Portfolio Company,Illinois / Consumer Finance,Locale / Industry,Net Revenue Interest (5% of Net Revenue),Investments  (1),21308,Principal  Value,-,Cost,1869,,0.1%,,
64,"Nationwide Acceptance Holdings, LLC  (22), (36)",Portfolio Company,Illinois / Consumer Finance,Locale / Industry,Net Revenue Interest (5% of Net Revenue),Investments  (1),21308,Principal  Value,25151,Cost,27020,,0.9%,,
65,"NMMB Holdings, Inc.  (24)",Portfolio Company,New York / Media,Locale / Industry,"Senior Term Loan (14.00%, due 5/6/2016)",Investments  (1),16000,Principal  Value,16000,Cost,10727,,0.4%,,
66,"NMMB Holdings, Inc.  (24)",Portfolio Company,New York / Media,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Term Loan (14.00%, due 5/6/2016)",2800,16000,2800,16000,-,10727,0.0%,,,
67,"NMMB Holdings, Inc.  (24)",Portfolio Company,New York / Media,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Series A Preferred Stock (4,400 shares)",2800,16000,2800,4400,-,-,,0.0%,,
68,"NMMB Holdings, Inc.  (24)",Portfolio Company,New York / Media,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Series A Preferred Stock (4,400 shares)",2800,16000,2800,23200,-,10727,,0.4%,,
69,"R-V Industries, Inc.",Portfolio Company,Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (3), (4)",2800,32750,2800,32750,-,32750,,1.1%,,
70,"R-V Industries, Inc.",Portfolio Company,Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Warrants (200,000 warrants, expiring 6/30/2017)",2800,32750,2800,1682,-,6754,,0.2%,,
71,"R-V Industries, Inc.",Portfolio Company,Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (545,107 shares)",2800,32750,2800,5087,-,18409,,0.7%,,
72,"R-V Industries, Inc.",Portfolio Company,Pennsylvania / Manufacturing,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (545,107 shares)",2800,32750,2800,39519,-,57913,,2.0%,,
73,"Valley Electric Holdings I, Inc.  (35)",Portfolio Company,Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",2800,34846,2800,34846,-,33533,,1.2%,,
74,"Valley Electric Holdings I, Inc.  (35)",Portfolio Company,Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3), (4)",2800,10040,2800,10040,-,10040,,0.3%,,
75,"Valley Electric Holdings I, Inc.  (35)",Portfolio Company,Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Common Stock (50,000 shares)",2800,10040,2800,9526,-,3139,,0.1%,,
76,"Valley Electric Holdings I, Inc.  (35)",Portfolio Company,Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Revenue Interest (5% of Net Revenue),2800,10040,2800,-,-,899,,0.0%,,
77,"Valley Electric Holdings I, Inc.  (35)",Portfolio Company,Washington / Construction & Engineering,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Revenue Interest (5% of Net Revenue),2800,10040,2800,54412,-,47611,,1.6%,,
78,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",2800,22000,2800,-,-,4210,,0.2%,,
79,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",2800,2698,2800,2000,-,474,,0.0%,,
80,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",2800,52,2800,50,-,52,,0.0%,,
81,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)","Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",2800,8098,2800,5991,-,-,,0.0%,,
82,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Common Stock (100 shares),2800,8098,2800,-,-,-,,0.0%,,
83,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Profits Interest (8.00% payable on Equity distributions)  (7),2800,8098,2800,-,-,520,,0.0%,,
84,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Net Profits Interest (8.00% payable on Equity distributions)  (7),2800,8098,2800,8041,-,5256,,0.2%,,
85,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",Total Control Investments,2800,970400,2800,947572,-,32.6%,,,,
86,"Wolf Energy Holdings, Inc.  (12), (37)",Portfolio Company,Kansas / Oil & Gas Production,Locale / Industry,Total Control Investments,Investments  (1),970400,Principal  Value,947572,Cost,32.6%,Fair  Value  (2),,% of Net  Assets,
87,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),Portfolio Company,Michigan / Healthcare,Locale / Industry,"Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3), (4)",Investments  (1),"$ 29,400",Principal  Value,"$ 29,400",Cost,"$ 29,400",,1.0%,,
88,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),Portfolio Company,Michigan / Healthcare,Locale / Industry,"Preferred Stock Series A (9,925.455 shares)  (13)",Investments  (1),"$ 29,400",Principal  Value,2300,Cost,1805,,0.1%,,
89,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),Portfolio Company,Michigan / Healthcare,Locale / Industry,"Preferred Stock Series B (1,753.64 shares)  (13)",Investments  (1),"$ 29,400",Principal  Value,579,Cost,384,,0.0%,,
90,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),Portfolio Company,Michigan / Healthcare,Locale / Industry,"Preferred Stock Series B (1,753.64 shares)  (13)",Investments  (1),"$ 29,400",Principal  Value,32279,Cost,31589,,1.1%,,
91,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Senior Secured Term Loan A (10.00% plus 1.00% PIK, due 9/15/2015)",Investments  (1),1717,Principal  Value,1717,Cost,1717,,0.1%,,
92,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Senior Secured Term Loan B (10.00% plus 1.00% PIK, due 9/15/2015)",Investments  (1),4905,Principal  Value,4905,Cost,3801,,0.1%,,
93,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Senior Secured Term Loan C (10.00% plus 1.00% PIK, due 9/15/2015)",Investments  (1),2377,Principal  Value,2377,Cost,-,,0.0%,,
94,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Senior Secured Term Loan (10.00% plus 1.00% PIK, due 9/15/2015)",Investments  (1),8346,Principal  Value,8046,Cost,-,,0.0%,,
95,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Preferred Stock (1,000,000 shares)",Investments  (1),8346,Principal  Value,-,Cost,-,,0.0%,,
96,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Common Stock (10,000 shares)",Investments  (1),8346,Principal  Value,-,Cost,-,,0.0%,,
97,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Warrants (1 warrant, expiring 8/31/2022)",Investments  (1),8346,Principal  Value,-,Cost,-,,0.0%,,
98,Boxercraft Incorporated  (20),Portfolio Company,Georgia / Textiles & Leather,Locale / Industry,"Warrants (1 warrant, expiring 8/31/2022)",Investments  (1),8346,Principal  Value,17045,Cost,5518,,0.2%,,
99,"Smart, LLC  (14)",Portfolio Company,New York / Diversified / Conglomerate Service,Locale / Industry,Membership Interest,Investments  (1),8346,Principal  Value,-,Cost,318,,0.0%,,
100,"Smart, LLC  (14)",Portfolio Company,New York / Diversified / Conglomerate Service,Locale / Industry,Membership Interest,Investments  (1),8346,Principal  Value,-,Cost,318,,0.0%,,
101,"Smart, LLC  (14)",Portfolio Company,New York / Diversified / Conglomerate Service,Locale / Industry,Total Affiliate Investments,Investments  (1),49324,Principal  Value,37425,Cost,1.3%,,,,
102,"ADAPCO, Inc.",Portfolio Company,Florida / Ecological,Locale / Industry,"Common Stock (5,000 shares)",Investments  (1),49324,Principal  Value,-,Cost,-,,0.0%,,
103,"ADAPCO, Inc.",Portfolio Company,Florida / Ecological,Locale / Industry,"Common Stock (5,000 shares)",Investments  (1),49324,Principal  Value,-,Cost,-,,0.0%,,
104,"Aderant North America, Inc.",Portfolio Company,Georgia / Software & Computer Services,Locale / Industry,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",Investments  (1),7000,Principal  Value,6904,Cost,7000,,0.2%,,
105,"Aderant North America, Inc.",Portfolio Company,Georgia / Software & Computer Services,Locale / Industry,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",Investments  (1),7000,Principal  Value,6904,Cost,7000,,0.2%,,
106,"Aircraft Fasteners International, LLC",Portfolio Company,California / Machinery,Locale / Industry,"Convertible Preferred Stock (32,500 units)",Investments  (1),7000,Principal  Value,396,Cost,570,,0.0%,,
107,"Aircraft Fasteners International, LLC",Portfolio Company,California / Machinery,Locale / Industry,"Convertible Preferred Stock (32,500 units)",Investments  (1),7000,Principal  Value,396,Cost,570,,0.0%,,
108,"ALG USA Holdings, LLC",Portfolio Company,"Pennsylvania / Hotels, Restaurants & Leisure",Locale / Industry,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",Investments  (1),12000,Principal  Value,11772,Cost,12000,,0.4%,,
109,"ALG USA Holdings, LLC",Portfolio Company,"Pennsylvania / Hotels, Restaurants & Leisure",Locale / Industry,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",Investments  (1),12000,Principal  Value,11772,Cost,12000,,0.4%,,
110,"Allied Defense Group, Inc.",Portfolio Company,Virginia / Aerospace & Defense,Locale / Industry,"Common Stock (10,000 shares)",Investments  (1),12000,Principal  Value,56,Cost,-,,0.0%,,
111,"Allied Defense Group, Inc.",Portfolio Company,Virginia / Aerospace & Defense,Locale / Industry,"Common Stock (10,000 shares)",Investments  (1),12000,Principal  Value,56,Cost,-,,0.0%,,
112,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",Portfolio Company,North Carolina / Telecommunication Services,Locale / Industry,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4)",Investments  (1),75000,Principal  Value,75000,Cost,75000,,2.6%,,
113,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",Portfolio Company,North Carolina / Telecommunication Services,Locale / Industry,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4)",Investments  (1),75000,Principal  Value,75000,Cost,75000,,2.6%,,
114,American Gilsonite Company,Portfolio Company,Utah / Specialty Minerals,Locale / Industry,"Second Lien Term Loan (11.50%, due 9/1/2017)",Investments  (1),38500,Principal  Value,38500,Cost,38500,,1.3%,,
