,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
61,"Senior Secured Term Loan A (8.36% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,30713,,30713,,28043,,0.8,%,,,,,,,,,,,
62,"Senior Secured Term Loan B (14.36% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,36144,,32500,,-,,-,%,,,,,,,,,,,
63,"Common Stock (10,000 units)(16)",12/10/2018,,,-,,-,,-,%,,,,,,,,,,,
64,,,,,,,63213,,28043,,0.8,%,,,,,,,,,
65,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,44134,,35101,,15725,,0.5,%,,,,,,,,,
66,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,55955,,35568,,-,,-,%,,,,,,,,,,,
67,"Common Stock (268,962 shares)(16)",6/15/2016,,,-,,-,,-,%,,,,,,,,,,,
68,,,,,,,70669,,15725,,0.5,%,,,,,,,,,
69,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,,10430,,10430,,0.3,%,,,,,,,,,
70,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,33301,,33301,,33301,,1.0,%,,,,,,,,,,,
71,Consolidated Revenue Interest (2.0%)(38),6/22/2018,,,-,,3032,,0.1,%,,,,,,,,,,,
72,"Common Stock (50,000 shares)",12/31/2012,,,26204,,96922,,2.9,%,,,,,,,,,,,
73,,,,,,,69935,,143685,,4.3,%,,,,,,,,,
74,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,,,-,,-,,-,%,,,,,,,,,
75,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,,,3896,,-,,-,%,,,,,,,,,,,
76,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,,,-,,14,,-,%,,,,,,,,,,,
77,,,,,,,3896,,14,,-,%,,,,,,,,,
78,Total Control Investments (Level 3),,,2385806,,,2475924,,74.9%,,,,,,,,,,,,
79,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
80,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
81,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,,,,
82,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,,8159,,,8159,,,8159,,0.2,%,,,,,,
83,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,8189,,8189,,8189,,0.2,%,,,,,,,,,,,
84,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,38936,,23829,,24869,,0.8,%,,,,,,,,,,,
85,"Class A Units (370,964 units)(16)",6/9/2015,,,6577,,-,,-,%,,,,,,,,,,,
86,,,,,,46754,,41217,,1.2,%,,,,,,,,,,
87,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,,,-,,-,,-,%,,,,,,,,,
88,,,,,,-,,-,,-,%,,,,,,,,,,
89,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",5/24/2011,,,3771,,16599,,0.5,%,,,,,,,,,
90,,,,,,3771,,16599,,0.5,%,,,,,,,,,,
91,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.40% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,168052,,127091,,18866,,0.6,%,,,,,,,,,
92,"Common Stock (218,941 shares)(16)",5/2/2017,,,-,,-,,-,%,,,,,,,,,,,
93,,,,,,,127091,,18866,,0.6,%,,,,,,,,,
94,Total Affiliate Investments (Level 3),,,177616,,,76682,,2.3,%,,,,,,,,,,,
95,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
96,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
97,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
98,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.17% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,,25000,,,24829,,,24829,,0.8,%,,,,,,
99,,,,,,24829,,24829,,0.8,%,,,,,,,,,,
100,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,23000,,22333,,20555,,0.6,%,,,,,,,,,
101,,,,,,,22333,,20555,,0.6,%,,,,,,,,,
102,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,33673,,33673,,34010,,1.0,%,,,,,,,,,
103,,,,,,,33673,,34010,,1.0,%,,,,,,,,,
104,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 6/11/2027(8)(13)",6/24/2019,10000,,10000,,10000,,0.3,%,,,,,,,,,
105,,,,,,,10000,,10000,,0.3,%,,,,,,,,,
106,Apidos CLO IX,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,,21,,26,,-,%,,,,,,,,,
107,,,,,,21,,26,,-,%,,,,,,,,,,
108,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.96%, due 10/17/2028)(5)(14)",1/17/2013,40500,,33572,,27982,,0.8,%,,,,,,,,,
109,,,,,,33572,,27982,,0.8,%,,,,,,,,,,
110,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.45%, due 4/15/2031)(5)(14)",4/18/2013,52203,,36307,,29123,,0.9,%,,,,,,,,,
111,,,,,,36307,,29123,,0.9,%,,,,,,,,,,
112,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.77%, due 4/21/2031)(5)(14)",10/16/2013,48515,,37777,,29018,,0.9,%,,,,,,,,,
113,,,,,,37777,,29018,,0.9,%,,,,,,,,,,
114,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.95%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,,28691,,24948,,0.8,%,,,,,,,,,
115,,,,,,28691,,24948,,0.8,%,,,,,,,,,,
116,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,,,-,,-,,-,%,,,,,,,,,
117,,,,,,-,,-,,-,%,,,,,,,,,,
118,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $6,000 Commitment (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(11)(15)",2/21/2013,4000,,4000,,3955,,0.1,%,,,,,,,,,
119,"Senior Term Loan (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74327,,74327,,73495,,2.2,%,,,,,,,,,,,
120,,,,,,78327,,77450,,2.3,%,,,,,,,,,,
121,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.58%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,,51040,,39031,,1.2,%,,,,,,,,,
122,,,,,,51040,,39031,,1.2,%,,,,,,,,,,
123,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.83% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,190678,,190678,,189725,,5.7,%,,,,,,,,,
124,,,,,,190678,,189725,,5.7,%,,,,,,,,,,
125,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.36%, due 1/17/2028)(5)(14)",5/23/2013,36300,,18560,,13611,,0.4,%,,,,,,,,,
126,,,,,,18560,,13611,,0.4,%,,,,,,,,,,
127,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.96%, due 10/16/2028)(5)(14)",5/8/2012,58915,,41808,,34672,,1.0,%,,,,,,,,,
128,,,,,,41808,,34672,,1.0,%,,,,,,,,,,
129,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
130,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
131,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
132,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.03% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,,12188,,,12188.0,,,12188,,0.4,%,,,,,,
133,"Senior Secured Term Loan B (12.03% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,,12500,,12500,,0.4,%,,,,,,,,,,,
134,,,,,,,24688,,24688.0,,0.8,%,,,,,,,,,
135,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.65% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,98982,,98705,,98982.0,,3.0,%,,,,,,,,,
136,,,,,,98705,,98982,,3.0,%,,,,,,,,,,
137,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.73%, due 4/30/2031)(5)(14)",5/10/2018,24870,,14748,,12920.0,,0.4,%,,,,,,,,,
138,,,,,,14748,,12920,,0.4,%,,,,,,,,,,
139,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.84%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,,17282,,18293.0,,0.6,%,,,,,,,,,
140,,,,,,17282,,18293,,0.6,%,,,,,,,,,,
141,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.47%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,,33812,,27918.0,,0.8,%,,,,,,,,,
142,,,,,,33812,,27918,,0.8,%,,,,,,,,,,
143,CCPI Inc.(19),"Electronic Equipment, Instruments & Components",Escrow Receivable,2/28/2019,-,,-,,2239.0,,0.1,%,,,,,,,,,
144,,,,,,-,,2239,,0.1,%,,,,,,,,,,
145,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"First Lien Term Loan (7.90% (LIBOR + 5.50%), due 10/1/2025)(3)(8)(13)",5/23/2019,4987,,4865,,4865.0,,0.2,%,,,,,,,,,
146,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,35000,,34362,,34362,,1.0,%,,,,,,,,,,,
147,,,,,,39227,,39227,,1.2,%,,,,,,,,,,
148,Cent CLO 21 Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.77%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,,38392,,29335.0,,0.9,%,,,,,,,,,
149,,,,,,38392,,29335,,0.9,%,,,,,,,,,,
150,Cent CLO 21 Limited,Structured Finance,"Rated Secured Structured Note - Class E (11.23% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,,9997,,10569.0,,0.3,%,,,,,,,,,
151,,,,,,9997,,10569,,0.3,%,,,,,,,,,,
152,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.60% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,73474,,73474,,73474.0,,2.2,%,,,,,,,,,
153,"Senior Secured Term Loan B (15.10% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,,78100,,78100,,2.4,%,,,,,,,,,,,
154,,,,,,151574,,151574,,4.6,%,,,,,,,,,,
155,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.98%, due 4/24/2031)(5)(14)",4/5/2018,44100,,29748,,25748.0,,0.8,%,,,,,,,,,
156,,,,,,29748,,25748,,0.8,%,,,,,,,,,,
157,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.76%, due 4/28/2031)(5)(6)(14)",11/14/2013,45500,,32654,,28569.0,,0.9,%,,,,,,,,,
158,,,,,,32654,,28569,,0.9,%,,,,,,,,,,
159,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
160,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
161,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
162,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.92%, due 10/17/2030)(5)(6)(14)",9/3/2014,,44467,,,30860,,,24709,,0.7,%,,,,,,
163,,,,,,30860,,24709,,0.7,%,,,,,,,,,,
164,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Rated Secured Structured Note - Class F (11.09% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,,9958,,10248,,0.3,%,,,,,,,,,
165,,,,,,9958,,10248,,0.3,%,,,,,,,,,,
166,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.63%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,,31333,,29989,,0.9,%,,,,,,,,,
167,,,,,,31333,,29989,,0.9,%,,,,,,,,,,
168,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.53% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,16178,,16128,,16178,,0.5,%,,,,,,,,,
169,,,,,,,16128,,16178,,0.5,%,,,,,,,,,
170,"Class Valuation, LLC (f/k/a Class Appraisal, LLC)",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,,-,,-,,-,%,,,,,,,,,
171,"Senior Secured Term Loan (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,38852,,38852,,38852,,1.2,%,,,,,,,,,,,
172,,,,,,38852,,38852,,1.2,%,,,,,,,,,,
173,Columbia Cent CLO 27 Limited,Structured Finance,"Rated Secured Structured Note - Class E (10.87% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,,7235,,7436,,0.2,%,,,,,,,,,
174,,,,,,,7235,,7436,,0.2,%,,,,,,,,,
175,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.18%, due 10/25/2028)(5)(14)",1/15/2014,40275,,22206,,23808,,0.7,%,,,,,,,,,
176,,,,,,22206,,23808,,0.7,%,,,,,,,,,,
177,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.60% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,8475,,8475,,8475,,0.3,%,,,,,,,,,
178,"Senior Secured Term Loan B (13.60% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,23375,,23375,,23375,,0.7,%,,,,,,,,,,,
179,,,,,,,31850,,31850,,1.0,%,,,,,,,,,
180,CP VI Bella Midco,IT Services,"Second Lien Term Loan (9.15% (LIBOR + 6.75%), due 12/29/2025)(3)(8)(13)",12/28/2017,15750,,15703,,15703,,0.5,%,,,,,,,,,
181,,,,,,15703,,15703,,0.5,%,,,,,,,,,,
182,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.40% (LIBOR + 5.00%), due 5/21/2026)(3)(8)(13)",5/29/2019,10000,,9852,,10000,,0.3,%,,,,,,,,,
183,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 5/21/2027)(3)(8)(13)",5/30/2019,70000,,70000,,70000,,2.1,%,,,,,,,,,,,
184,,,,,,79852,,80000,,2.4,%,,,,,,,,,,
185,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (11.15% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,,11361,,11500,,0.3,%,,,,,,,,,
186,,,,,,11361,,11500,,0.3,%,,,,,,,,,,
187,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.40% (LIBOR + 7.00%), due 8/23/2026)(3)(8)(13)",8/31/2018,2735,,2729,,2735,,0.1,%,,,,,,,,,
188,,,,,,2729,,2735,,0.1,%,,,,,,,,,,
189,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.60% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,15888,,15888,,10252,,0.3,%,,,,,,,,,
190,,,,,,15888,,10252,,0.3,%,,,,,,,,,,
191,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
192,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
193,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
194,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.33% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,,4334,,,4334,,,3921,,0.1,%,,,,,,
195,"Second Lien Term Loan (11.33% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,,35000,,30580,,0.9,%,,,,,,,,,,,
196,,,,,,,39334,,34501,,1.0,%,,,,,,,,,
