,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
49,"Senior Secured Term Loan B (11.76% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,102163,9/26/2014,96500,26250,14432,% of Net Assets,0.4%,,0.6%,26250.0,,0.8%,,,,
50,"Convertible Preferred Equity (100,000 shares)(16)",6/15/2018,102163,9/26/2014,15000,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,
51,"Common Stock (6,778,414 shares)(16)",9/29/2017,102163,9/26/2014,-,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,
52,"Common Stock (6,778,414 shares)(16)",9/29/2017,102163,9/26/2014,-,26250,228325,% of Net Assets,132530,,4.0%,26250.0,,0.8%,,,,
53,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,26250,28622,% of Net Assets,24670,,0.7%,26250.0,,0.8%,,,,
54,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,-,% of Net Assets,-%,,0.7%,26250.0,,0.8%,,,,
55,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,35488,% of Net Assets,24670,,0.7%,26250.0,,0.8%,,,,
56,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,24670,,0.7%,26250.0,,0.8%,,,,
57,"Universal Turbine Parts, LLC(54)",Trading Companies & Distributors,"Senior Secured Term Loan A (8.56% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,Principal Value,31038,Fair  Value(2),% of Net Assets,31038,,0.7%,31038.0,,0.9%,,,,
58,"Senior Secured Term Loan B (14.56% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,34861,7/22/2016,32500,31038,5794,% of Net Assets,0.2%,,0.7%,31038.0,,0.9%,,,,
59,"Common Stock (10,000 units)(16)",12/10/2018,34861,7/22/2016,-,31038,-,% of Net Assets,-%,,0.7%,31038.0,,0.9%,,,,
60,"Common Stock (10,000 units)(16)",12/10/2018,34861,7/22/2016,-,63538,-,36832,-%,1.1%,0.7%,31038.0,,0.9%,,,,
61,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,42505,63538,35101,36832,16061,1.1%,0.5%,31038.0,,0.9%,,,,
62,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,52455,3/31/2014,35568,63538,-,36832,-%,1.1%,0.5%,31038.0,,0.9%,,,,
63,"Common Stock (268,962 shares)(16)",6/15/2016,52455,3/31/2014,-,63538,-,36832,-%,1.1%,0.5%,31038.0,,0.9%,,,,
64,"Common Stock (268,962 shares)(16)",6/15/2016,52455,3/31/2014,-,63538,70669,36832,16061,1.1%,0.5%,31038.0,,0.9%,,,,
65,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,63538,10430,36832,10430,1.1%,0.3%,31038.0,,0.9%,,,,
66,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,32881,12/31/2012,32881,63538,32881,36832,1.0%,1.1%,0.3%,31038.0,,0.9%,,,,
67,Consolidated Revenue Interest (2.0%)(38),6/22/2018,32881,12/31/2012,-,63538,3113,36832,0.1%,1.1%,0.3%,31038.0,,0.9%,,,,
68,"Common Stock (50,000 shares)",12/31/2012,32881,12/31/2012,26204,63538,43334,36832,1.3%,1.1%,0.3%,31038.0,,0.9%,,,,
69,"Common Stock (50,000 shares)",12/31/2012,32881,12/31/2012,26204,63538,69515,36832,89758,1.1%,2.7%,31038.0,,0.9%,,,,
70,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,26204,63538,-,36832,-,1.1%,-%,31038.0,,0.9%,,,,
71,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,Membership Interest (100%)(16),7/1/2014,3896,63538,-,36832,-%,1.1%,-%,31038.0,,0.9%,,,,
72,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,63538,14,36832,-%,1.1%,-%,31038.0,,0.9%,,,,
73,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,63538,3896,36832,14,1.1%,-%,31038.0,,0.9%,,,,
74,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,14,1.1%,-%,31038.0,,0.9%,,,,
75,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,Principal Value,1772,Fair  Value(2),% of Net Assets,1772,1.1%,-%,1772.0,,0.1%,,,,
76,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,7850,6/9/2015,7850,1772,7850,% of Net Assets,0.2%,1.1%,-%,1772.0,,0.1%,,,,
77,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,37050,6/9/2015,23829,1772,17732,% of Net Assets,0.5%,1.1%,-%,1772.0,,0.1%,,,,
78,"Class A Units (370,964 units)(16)",6/9/2015,37050,6/9/2015,6577,1772,-,% of Net Assets,-%,1.1%,-%,1772.0,,0.1%,,,,
79,"Class A Units (370,964 units)(16)",6/9/2015,37050,6/9/2015,6577,40028,-,27354,-%,0.8%,-%,1772.0,,0.1%,,,,
80,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,40028,-,27354,-,0.8%,-%,1772.0,,0.1%,,,,
81,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,-,-,-,-,-%,-%,1772.0,,0.1%,,,,
82,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,6577,-,9878,-,21537,-%,0.7%,1772.0,,0.1%,,,,
83,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,6577,9878,9878,21537,21537,0.7%,0.7%,1772.0,,0.1%,,,,
84,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,160922,9878,127091,21537,42970,0.7%,1.3%,1772.0,,0.1%,,,,
85,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,9878,-,21537,-%,0.7%,1.3%,1772.0,,0.1%,,,,
86,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,127091,-,42970,-%,1.3%,1.3%,1772.0,,0.1%,,,,
87,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,-%,1.3%,1.3%,1772.0,,0.1%,,,,
88,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.10% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,25000,Fair  Value(2),% of Net Assets,24817,1.3%,1.3%,24805.0,,0.8%,,,,
89,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.10% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,24817,Fair  Value(2),24805,24817,0.8%,1.3%,24805.0,,0.8%,,,,
90,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,18000,24817,17762,24805,15705,0.8%,0.5%,24805.0,,0.8%,,,,
91,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,18000,17762,17762,15705,15705,0.5%,0.5%,24805.0,,0.8%,,,,
92,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,34945,17762,34945,15705,33780,0.5%,1.0%,24805.0,,0.8%,,,,
93,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,34945,34945,34945,33780,33780,1.0%,1.0%,24805.0,,0.8%,,,,
94,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,34945,21,33780,56,1.0%,-%,24805.0,,0.8%,,,,
95,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,21,21,56,56,-%,-%,24805.0,,0.8%,,,,
96,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 10/17/2028)(5)(14)",1/17/2013,40500,21,33007,56,26403,-%,0.8%,24805.0,,0.8%,,,,
97,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 10/17/2028)(5)(14)",1/17/2013,40500,33007,33007,26403,26403,0.8%,0.8%,24805.0,,0.8%,,,,
98,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.80%, due 4/15/2031)(5)(14)",4/18/2013,52203,33007,35005,26403,26950,0.8%,0.8%,24805.0,,0.8%,,,,
99,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.80%, due 4/15/2031)(5)(14)",4/18/2013,52203,35005,35005,26950,26950,0.8%,0.8%,24805.0,,0.8%,,,,
100,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.73%, due 4/20/2031)(5)(14)",10/16/2013,48515,35005,36642,26950,26101,0.8%,0.8%,24805.0,,0.8%,,,,
101,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.73%, due 4/20/2031)(5)(14)",10/16/2013,48515,36642,36642,26101,26101,0.8%,0.8%,24805.0,,0.8%,,,,
102,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.81%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,36642,28248,26101,24557,0.8%,0.7%,24805.0,,0.8%,,,,
103,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.81%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,28248,28248,24557,24557,0.7%,0.7%,24805.0,,0.8%,,,,
104,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (14.02% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,28248,1145,24557,770,0.7%,-%,24805.0,,0.8%,,,,
105,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (14.02% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,1145,1145,770,770,-%,-%,24805.0,,0.8%,,,,
106,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",2/21/2013,4000,1145,4000,770,3911,-%,0.1%,24805.0,,0.8%,,,,
107,"Senior Term Loan (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77306,2/21/2013,77306,1145,75585,770,2.3%,-%,0.1%,24805.0,,0.8%,,,,
108,"Senior Term Loan (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77306,2/21/2013,77306,81306,75585,79496,2.3%,2.4%,0.1%,24805.0,,0.8%,,,,
109,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,81306,5974,79496,5957,2.4%,0.2%,24805.0,,0.8%,,,,
110,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,5974,5974,5957,5957,0.2%,0.2%,24805.0,,0.8%,,,,
111,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,5974,51236,5957,42011,0.2%,1.3%,24805.0,,0.8%,,,,
112,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,51236,51236,42011,42011,1.3%,1.3%,24805.0,,0.8%,,,,
113,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (11.31% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,271227,51236,271227,42011,271227,1.3%,8.2%,24805.0,,0.8%,,,,
114,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (11.31% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,271227,271227,271227,271227,271227,8.2%,8.2%,24805.0,,0.8%,,,,
115,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",5/23/2013,36300,271227,18783,271227,13580,8.2%,0.4%,24805.0,,0.8%,,,,
116,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",5/23/2013,36300,271227,18783,271227,13580,8.2%,0.4%,24805.0,,0.8%,,,,
117,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,13580,8.2%,0.4%,24805.0,,0.8%,,,,
118,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 9.97%, due 10/16/2028)(5)(14)",5/8/2012,Principal Value,58915,Fair  Value(2),% of Net Assets,41900,8.2%,0.4%,34790.0,,1.1%,,,,
119,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 9.97%, due 10/16/2028)(5)(14)",5/8/2012,Principal Value,58915,41900,% of Net Assets,34790,8.2%,1.1%,34790.0,,1.1%,,,,
120,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.21% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12313,58915,12313,% of Net Assets,12313,8.2%,0.4%,34790.0,,1.1%,,,,
121,"Senior Secured Term Loan B (12.21% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,58915,12500,% of Net Assets,0.4%,8.2%,0.4%,34790.0,,1.1%,,,,
122,"Senior Secured Term Loan B (12.21% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,58915,24813,% of Net Assets,24813,8.2%,0.8%,34790.0,,1.1%,,,,
123,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,58915,100711,% of Net Assets,101030,8.2%,3.1%,34790.0,,1.1%,,,,
124,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,58915,100711,% of Net Assets,101030,8.2%,3.1%,34790.0,,1.1%,,,,
