,0,1,2,3,4,5,6,7,8,9,10,11
30,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,,16000,,11889,,0.3%,,,,
31,Membership Interest (100%),,7807,,4260,,0.1%,,,,,
32,,,,,39811,,29148,,0.8%,,,
33,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(4)",19500,,19500,,12963,,0.3%,,
34,"Series A Convertible Preferred Stock (99,900 shares)",,25950,,-,,-%,,,,,
35,,,,,45450,,12963,,0.3%,,,
36,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
37,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
38,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,
39,"Harbortouch Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",,130392,,,130392,,,130392.0,3.5%
40,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,,137226,,137226,,3.7%,,,,
41,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)",25196,,25196,,25196,,0.7%,,,,
42,Class C Shares (535 shares),,8780,,40171,,1.1%,,,,,
43,,,,,301594,,332985,,9.0%,,,
44,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1686,,-,,-%,,
45,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
46,"Common Stock of The Healing Staff, Inc. (1,000 shares)",,-,,-,,-%,,,,,
47,"Common Stock of Vets Securing America, Inc. (1 share)",,975,,-,,-%,,,,,
48,,,,,3831,,-,,-%,,,
49,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 3/23/2015)(4)(25)(26)",2500,,2500,,2500,,0.1%,,
50,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,,18250,,18250,,0.5%,,,,
51,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,,15769,,15769,,0.4%,,,,
52,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(22)",6593,,6593,,6593,,0.2%,,,,
53,"Common Stock (42,053 shares)",,7456,,9506,,0.2%,,,,,
54,,,,,50568,,52618,,1.4%,,,
55,National Property REIT Corp.(40),Various / Real Estate,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",218717,,218717,,218717,,5.9%,,
56,"Senior Secured Term Loan B (14.00% (LIBOR + 12.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 4/1/2019)(4)",24650,,24650,,24650,,0.7%,,,,
57,"Common Stock (84,567 shares)",,48696,,74619,,2.0%,,,,,
58,,,,,292063,,317986,,8.6%,,,
59,Nationwide Acceptance LLC(36),Illinois / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/18/2019)(22)",14820,,14820,,14820,,0.4%,,
60,"Class A Shares (24,029,326 shares)(22)",,12919,,12591,,0.3%,,,,,
61,,,,,27739,,27411,,0.7%,,,
62,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,,3714,,2300,,0.1%,,
63,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,4334,,0.1%,,,,
64,"Series A Preferred Stock (7,200 shares)",,7200,,-,,-%,,,,,
65,"Series B Preferred Stock (5,669 shares)",,5669,,-,,-%,,,,,
66,,,,,23583,,6634,,0.2%,,,
67,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,,30411,,30411,,0.8%,,
68,"Common Stock (545,107 shares)",,5087,,14576,,0.4%,,,,,
69,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",,1682,,5348,,0.2%,,,,,
70,,,,,37180,,50335,,1.4%,,,
71,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
72,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
73,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,
74,United Property REIT Corp.(41),Various / Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",,58219,,,58219,,,58219.0,1.6%
75,"Common Stock (70,689 shares)",,11946,,14772,,0.4%,,,,,
76,,,,,70165,,72991,,2.0%,,,
77,"Valley Electric Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10211,,10211,,10211,,0.3%,,
78,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",21380,,21380,,18365,,0.5%,,,,
79,"Common Stock (50,000 shares)",,26204,,-,,-%,,,,,
80,,,,,57795,,28576,,0.8%,,,
81,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",29434,,-,,1775,,-%,,
82,Membership Interest (100%),,-,,-,,-%,,,,,
83,Net Profits Interest (8% of Equity Distributions)(7),,-,,29,,-%,,,,,
84,,,,,-,,1804,,-%,,,
85,Total Control Investments,,,1714686,,,1723749,,46.5%,,,
86,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
87,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
88,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
89,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",,7000,,,6920,,,7000.0,0.2%
90,,,,,6920,,7000,,0.2%,,,
91,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,396,,445,,-%,,,
92,,,,,396,,445,,-%,,,
93,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,,5880,,3678,,0.1%,,,
94,,,,,5880,,3678,,0.1%,,,
95,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,,-,,2734,,0.1%,,,
96,,,,,-,,2734,,0.1%,,,
97,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,,11807,,12000,,0.3%,,
98,,,,,11807,,12000,,0.3%,,,
99,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.0%,,
100,,,,,74654,,74654,,2.0%,,,
101,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",38500,,38500,,38500,,1.0%,,
102,Membership Interest (99.9999%)(15),,-,,4275,,0.2%,,,,,
103,,,,,38500,,42775,,1.2%,,,
104,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.16%)(11)(22)",20525,,18261,,18965,,0.5%,,
105,,,,,18261,,18965,,0.5%,,,
106,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.27%)(11)(22)",38340,,32764,,34261,,0.9%,,
107,,,,,32764,,34261,,0.9%,,,
108,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.44%)(11)(22)",44063,,39961,,40811,,1.1%,,
109,,,,,39961,,40811,,1.1%,,,
110,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.64%)(11)(22)",36515,,35620,,35215,,0.9%,,
111,,,,,35620,,35215,,0.9%,,,
112,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,149674,,4.0%,,
113,,,,,150000,,149674,,4.0%,,,
114,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,,26662,,26662,,0.7%,,
115,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,,26662,,26662,,0.7%,,,,
116,,,,,53324,,53324,,1.4%,,,
117,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,,6881,,6881,,0.2%,,
118,,,,,6881,,6881,,0.2%,,,
119,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
120,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
121,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
122,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",,2350,,,2350,,,2350.0,0.1%
123,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38759,,38759,,34264,,0.9%,,,,
124,,,,,41109,,36614,,1.0%,,,
125,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.71%)(11)(22)",52250,,51031,,50301,,1.4%,,
126,,,,,51031,,50301,,1.4%,,,
127,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,,10908,,10908,,0.3%,,
128,,,,,10908,,10908,,0.3%,,,
129,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",254800,,254800,,253883,,6.8%,,
130,,,,,254800,,253883,,6.8%,,,
131,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.84%)(11)(22)",26000,,22345,,24453,,0.7%,,
132,,,,,22345,,24453,,0.7%,,,
133,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),,-,,242,,-%,,,
134,,,,,-,,242,,-%,,,
135,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,,64363,,64363,,1.7%,,
136,,,,,64363,,64363,,1.7%,,,
137,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.49%)(11)(22)",24870,,21054,,23164,,0.6%,,
138,,,,,21054,,23164,,0.6%,,,
139,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.31%)(11)(22)",40275,,37296,,38076,,1.0%,,
140,,,,,37296,,38076,,1.0%,,,
141,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.55%)(11)(22)",48528,,47382,,44694,,1.2%,,
142,,,,,47382,,44694,,1.2%,,,
143,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",19000,,15452,,18136,,0.5%,,
144,"Class E Subordinated Notes (7.23% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,,12910,,15241,,0.4%,,,,
145,,,,,28362,,33377,,0.9%,,,
146,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.66%)(11)(22)",44100,,37432,,41626,,1.1%,,
147,,,,,37432,,41626,,1.1%,,,
148,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.40%)(11)(22)",45500,,38250,,39781,,1.1%,,
149,,,,,38250,,39781,,1.1%,,,
150,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
151,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
152,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
153,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 11.32%)(11)(22)",,41500,,,39555,,,37873.0,1.0%
154,,,,,39555,,37873,,1.0%,,,
155,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68798,,68748,,68798,,1.9%,,
156,,,,,68748,,68798,,1.9%,,,
157,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,119,,-%,,,
158,,,,,-,,119,,-%,,,
159,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50566,,50566,,50566,,1.4%,,
160,,,,,50566,,50566,,1.4%,,,
161,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,37516,,1.0%,,
162,,,,,40000,,37516,,1.0%,,,
163,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",46754,,46754,,46754,,1.3%,,
164,,,,,46754,,46754,,1.3%,,,
165,"Deltek, Inc.",Virginia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)(16)",12000,,11863,,12000,,0.3%,,
166,,,,,11863,,12000,,0.3%,,,
167,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),,-,,-,,-%,,,
168,,,,,-,,-,,-%,,,
169,"Edmentum, Inc.",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)(16)",50000,,48561,,43107,,1.2%,,
170,,,,,48561,,43107,,1.2%,,,
171,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(16)",15700,,15467,,13850,,0.4%,,
172,,,,,15467,,13850,,0.4%,,,
173,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,121,,-%,,,
174,,,,,-,,121,,-%,,,
175,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",24750,,24750,,24750,,0.7%,,
176,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",25000,,25000,,25000,,0.7%,,,,
177,"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 4/30/2019)(4)(25)",-,,-,,-,,-%,,,,
178,,,,,49750,,49750,,1.4%,,,
179,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(16)",18000,,17799,,18000,,0.5%,,
180,,,,,17799,,18000,,0.5%,,,
181,"Focus Products Group International, LLC",Illinois / Durable Consumer Products,"Common Stock (5,638 shares)",,,27,,-,,-%,,
182,,,,,27,,-,,-%,,,
183,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
184,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
185,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
186,"Galaxy XV CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.88%)(11)(22)",,35025,,,28583.0,,,30629.0,0.8%
187,,,,,28583,,30629,,0.8%,,,
188,"Galaxy XVI CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.23%)(11)(22)",22575,,19801,,19861.0,,0.5%,,
189,,,,,19801,,19861,,0.5%,,,
190,"Galaxy XVII CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.31%)(11)(22)",39905,,37390,,34809.0,,0.9%,,
191,,,,,37390,,34809,,0.9%,,,
192,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(3)(4)",28393,,28393,,28393.0,,0.8%,,
193,,,,,28393,,28393,,0.8%,,,
194,"GTP Operations, LLC(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",119970,,119970,,119970.0,,3.2%,,
195,,,,,119970,,119970,,3.2%,,,
196,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 26.02%)(11)(22)",23188,,20454,,22870.0,,0.6%,,
197,,,,,20454,,22870,,0.6%,,,
198,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.31%)(11)(22)",40400,,36781,,40448.0,,1.1%,,
199,,,,,36781,,40448,,1.1%,,,
200,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.74%)(11)(22)",24500,,21694,,22925.0,,0.6%,,
201,,,,,21694,,22925,,0.6%,,,
202,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.89%)(11)(22)",41164,,37185,,39340.0,,1.1%,,
203,,,,,37185,,39340,,1.1%,,,
204,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(16)",9000,,8843,,8843.0,,0.2%,,
205,,,,,8843,,8843,,0.2%,,,
206,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(4)",22500,,22500,,22500.0,,0.6%,,
207,,,,,22500,,22500,,0.6%,,,
208,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",21850,,21965,,20691.0,,0.6%,,
209,,,,,21965,,20691,,0.6%,,,
210,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),,1639,,2072,,0.1%,,,
211,,,,,1639,,2072,,0.1%,,,
212,"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)(16)",12500,,12369,,12859.0,,0.3%,,
213,,,,,12369,,12859,,0.3%,,,
214,"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,,19457,,19867.0,,0.5%,,
215,,,,,19457,,19867,,0.5%,,,
216,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
217,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
218,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
219,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",,125405,,,125405,,,125058.0,3.4%
220,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)",128000,,128000,,128000,,3.5%,,,,
221,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,,12500,,12500,,0.3%,,,,
222,,,,,265905,,265558,,7.2%,,,
223,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",126038,,126038,,126038,,3.4%,,
224,"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)",131125,,131125,,131125,,3.5%,,,,
225,,,,,257163,,257163,,6.9%,,,
226,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,,3000,,3000,,0.1%,,
227,,,,,3000,,3000,,0.1%,,,
228,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35208,,35208,,35208,,0.9%,,
229,,,,,35208,,35208,,0.9%,,,
230,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",35859,,35859,,34784,,0.9%,,
231,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",21972,,21972,,21312,,0.6%,,,,
232,"Delayed Draw Term Loan – $6,000 Commitment (2.00%, due 12/31/2015)(25)",-,,-,,-,,-%,,,,
233,,,,,57831,,56096,,1.5%,,,
234,LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.92%)(11)(22)",26500,,23824,,24033,,0.6%,,
235,,,,,23824,,24033,,0.6%,,,
236,LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor) plus 2.00% default interest, due 5/31/2015)(4)(25)(26)",-,,-,,-,,-%,,
237,"Senior Subordinated Debt (10.50%, due 5/31/2015)(3)",1265,,1265,,1263,,-%,,,,
238,Membership Interest (125 units),,216,,197,,-%,,,,,
239,,,,,1481,,1460,,-%,,,
240,"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.93%)(11)(22)",31110,,23925,,26288,,0.7%,,
241,,,,,23925,,26288,,0.7%,,,
242,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",36736,,36736,,35951,,1.0%,,
