,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.00% PIK, due 12/7/2024)(13)(46)",16044,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",16044,2881,16044,,0.5%,,0.9%,2881.0,,0.1%,,,,,
14,Membership Interest (100%)(16),-,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",22738,2881,35179,,1.0%,,0.9%,2881.0,,0.1%,,,,,
15,Membership Interest (100%)(16),-,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",22738,2881,69837,,82278,,2.4%,2881.0,,0.1%,,,,,
16,First Tower Finance Company LLC(23),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",273066,2881,273066,,273066,,8.0%,2881.0,,0.1%,,,,,
17,"Class A Units (95,709,910 units)(14)(16)",-,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",81146,2881,169944,,5.0%,,8.0%,2881.0,,0.1%,,,,,
18,"Class A Units (95,709,910 units)(14)(16)",-,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",81146,2881,354212,,443010,,13.0%,2881.0,,0.1%,,,,,
19,"Freedom Marine Solutions, LLC(24)",Louisiana / Energy Equipment & Services,Membership Interest (100%)(16),-,2881,43592,,13037,,0.4%,2881.0,,0.1%,,,,,
20,"Freedom Marine Solutions, LLC(24)",Louisiana / Energy Equipment & Services,Membership Interest (100%)(16),-,2881,43592,,13037,,0.4%,2881.0,,0.1%,,,,,
21,"InterDent, Inc. (52)",California / Health Care Providers & Services,"Senior Secured Term Loan A (7.59% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",77994,2881,77994,,77994,,2.3%,2881.0,,0.1%,,,,,
22,"Senior Secured Term Loan B (8.34% (LIBOR + 6.25% with 0.75% LIBOR floor) plus 4.25% PIK, due 12/31/2017, past due)(13)",131558,"Senior Secured Term Loan A (7.59% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",131558,2881,119627,,3.5%,,2.3%,2881.0,,0.1%,,,,,
23,"Senior Secured Term Loan C (18.00% PIK, due on demand)(46)",3149,"Senior Secured Term Loan A (7.59% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",3149,2881,-,,-%,,2.3%,2881.0,,0.1%,,,,,
24,"Warrants (to purchase 4,900 shares of Common Stock, expires 3/22/2030)(16)",-,"Senior Secured Term Loan A (7.59% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",-,2881,-,,-%,,2.3%,2881.0,,0.1%,,,,,
25,"Warrants (to purchase 4,900 shares of Common Stock, expires 3/22/2030)(16)",-,"Senior Secured Term Loan A (7.59% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",-,2881,212701,,197621,,5.8%,2881.0,,0.1%,,,,,
26,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,197621,,5.8%,2881.0,,0.1%,,,,,
27,"MITY, Inc.(25)",Utah / Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",Principal Value,26250,Fair  Value(2),% of Net Assets,26250,,5.8%,26250.0,,0.8%,,,,,
28,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(11)(46)",24442,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",24442,26250,24442,% of Net Assets,0.7%,,5.8%,26250.0,,0.8%,,,,,
29,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(14)",5563,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",7200,26250,5563,% of Net Assets,0.1%,,5.8%,26250.0,,0.8%,,,,,
30,"Common Stock (42,053 shares)(16)",-,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",6849,26250,2639,% of Net Assets,0.1%,,5.8%,26250.0,,0.8%,,,,,
31,"Common Stock (42,053 shares)(16)",-,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",6849,26250,64741,% of Net Assets,58894,,1.7%,26250.0,,0.8%,,,,,
32,National Property REIT Corp.(26),Various / Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(13)(46)",293203,26250,293203,% of Net Assets,293203,,8.6%,26250.0,,0.8%,,,,,
33,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 4/1/2019)(13)(46)",226180,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(13)(46)",226180,26250,226180,% of Net Assets,6.7%,,8.6%,26250.0,,0.8%,,,,,
34,"Common Stock (3,042,393 shares)",-,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(13)(46)",307604,26250,436105,% of Net Assets,12.8%,,8.6%,26250.0,,0.8%,,,,,
35,Net Operating Income Interest (5% of Net Operating Income),-,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(13)(46)",-,26250,99488,% of Net Assets,2.9%,,8.6%,26250.0,,0.8%,,,,,
36,Net Operating Income Interest (5% of Net Operating Income),-,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(13)(46)",-,26250,826987,% of Net Assets,1054976,,31.0%,26250.0,,0.8%,,,,,
37,Nationwide Loan Company LLC(27),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",17410,26250,17410,% of Net Assets,17410,,0.5%,26250.0,,0.8%,,,,,
38,"Class A Units (32,456,159 units)(14)(16)",-,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",21962,26250,16443,% of Net Assets,0.5%,,0.5%,26250.0,,0.8%,,,,,
39,"Class A Units (32,456,159 units)(14)(16)",-,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",21962,26250,39372,% of Net Assets,33853,,1.0%,26250.0,,0.8%,,,,,
40,"NMMB, Inc.(28)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",3714,26250,3714,% of Net Assets,3714,,0.1%,26250.0,,0.8%,,,,,
41,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",4900,"Senior Secured Note (14.00%, due 5/6/2021)(3)",4900,26250,4900,% of Net Assets,0.2%,,0.1%,26250.0,,0.8%,,,,,
42,"Series A Preferred Stock (7,200 shares)(16)",-,"Senior Secured Note (14.00%, due 5/6/2021)(3)",7200,26250,5663,% of Net Assets,0.2%,,0.1%,26250.0,,0.8%,,,,,
43,"Series B Preferred Stock (5,669 shares)(16)",-,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5669,26250,4458,% of Net Assets,0.1%,,0.1%,26250.0,,0.8%,,,,,
44,"Series B Preferred Stock (5,669 shares)(16)",-,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5669,26250,21483,% of Net Assets,18735,,0.6%,26250.0,,0.8%,,,,,
45,Pacific World Corporation(40),California / Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",20825,26250,20825,% of Net Assets,20825,,0.6%,26250.0,,0.8%,,,,,
46,"Senior Secured Term Loan A (7.34% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(13)",96250,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",96250,26250,96250,% of Net Assets,2.8%,,0.6%,26250.0,,0.8%,,,,,
47,"Senior Secured Term Loan B (11.34% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",96500,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",96500,26250,47945,% of Net Assets,1.4%,,0.6%,26250.0,,0.8%,,,,,
48,"Convertible Preferred Equity (100,000 shares)(16)",-,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",15000,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,,
49,"Common Stock (6,778,414 shares)(16)",-,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",-,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,,
50,"Common Stock (6,778,414 shares)(16)",-,"Revolving Line of Credit – $26,000 Commitment (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",-,26250,228575,% of Net Assets,165020,,4.8%,26250.0,,0.8%,,,,,
51,"R-V Industries, Inc.",Pennsylvania / Machinery,"Senior Subordinated Note (11.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(11)",28622,26250,28622,% of Net Assets,28622,,0.8%,26250.0,,0.8%,,,,,
52,"Common Stock (745,107 shares)(16)",-,"Senior Subordinated Note (11.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(11)",6866,26250,3264,% of Net Assets,0.1%,,0.8%,26250.0,,0.8%,,,,,
53,"Common Stock (745,107 shares)(16)",-,"Senior Subordinated Note (11.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(11)",6866,26250,35488,% of Net Assets,31886,,0.9%,26250.0,,0.8%,,,,,
54,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,31886,,0.9%,26250.0,,0.8%,,,,,
55,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",Principal Value,-,Fair  Value(2),% of Net Assets,-,,0.9%,2194.0,,0.1%,,,,,
56,Common Stock (100 shares)(16),-,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,-,-,% of Net Assets,-%,,0.9%,2194.0,,0.1%,,,,,
57,Common Stock (100 shares)(16),-,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,-,-,% of Net Assets,2194,,0.1%,2194.0,,0.1%,,,,,
58,USES Corp.(30),Texas / Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",36964,-,31601,% of Net Assets,16319,,0.5%,2194.0,,0.1%,,,,,
59,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",47866,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",35568,-,-,% of Net Assets,-%,,0.5%,2194.0,,0.1%,,,,,
60,"Common Stock (268,962 shares)(16)",-,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",-,-,-,% of Net Assets,-%,,0.5%,2194.0,,0.1%,,,,,
61,"Common Stock (268,962 shares)(16)",-,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",-,-,67169,% of Net Assets,16319,,0.5%,2194.0,,0.1%,,,,,
62,"Valley Electric Company, Inc.(31)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",10430,-,10430,% of Net Assets,10430,,0.3%,2194.0,,0.1%,,,,,
63,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",27781,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",27781,-,27781,% of Net Assets,0.8%,,0.3%,2194.0,,0.1%,,,,,
64,Consolidated Revenue Interest (2.0%),-,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",-,-,-,% of Net Assets,-%,,0.3%,2194.0,,0.1%,,,,,
65,"Common Stock (50,000 shares)(16)",-,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",26204,-,12586,% of Net Assets,0.4%,,0.3%,2194.0,,0.1%,,,,,
66,"Common Stock (50,000 shares)(16)",-,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",26204,-,64415,% of Net Assets,50797,,1.5%,2194.0,,0.1%,,,,,
67,"Wolf Energy, LLC(32)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),-,-,-,% of Net Assets,-,,-%,2194.0,,0.1%,,,,,
68,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",-,Membership Interest (100%)(16),3792,-,-,% of Net Assets,-%,,-%,2194.0,,0.1%,,,,,
69,Net Profits Interest (8% of Equity Distributions)(4)(16),-,Membership Interest (100%)(16),-,-,12,% of Net Assets,-%,,-%,2194.0,,0.1%,,,,,
70,Net Profits Interest (8% of Equity Distributions)(4)(16),-,Membership Interest (100%)(16),-,-,3792,% of Net Assets,12,,-%,2194.0,,0.1%,,,,,
71,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,12,,-%,2194.0,,0.1%,,,,,
72,"Edmentum Ultimate Holdings, LLC(22)",Minnesota / Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",Principal Value,7834,Fair  Value(2),% of Net Assets,7834,,-%,7834,,0.2,%,,,,
73,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",7520,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",7520,7834,7520,% of Net Assets,0.2,%,-%,7834,,0.2,%,,,,
74,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",35226,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",23828,7834,19862,% of Net Assets,0.6,%,-%,7834,,0.2,%,,,,
75,"Class A Units (370,964 units)(16)",-,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",6577,7834,-,% of Net Assets,-,%,-%,7834,,0.2,%,,,,
76,"Class A Units (370,964 units)(16)",-,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 12/9/2021)(15)",6577,45759,-,35216,-,1.0,%,7834,,0.2,%,,,,
77,"Nixon, Inc.(39)","California / Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),-,45759,-,35216,-,1.0,-,%,,0.2,%,,,,
78,"Nixon, Inc.(39)","California / Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),-,-,-,-,-,-,%,%,,0.2,%,,,,
79,"Targus International, LLC(33)","California / Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",-,-,9878,-,23220,-,0.7,%,,0.2,%,,,,
80,"Targus International, LLC(33)","California / Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",-,9878,9878,23220,23220,0.7,%,%,,0.2,%,,,,
81,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,23220,0.7,%,%,,0.2,%,,,,
82,"ACE Cash Express, Inc.",Texas / Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",Principal Value,20000,Fair  Value(2),% of Net Assets,19733,0.7,%,21594.0,,0.6%,%,,,,
83,"ACE Cash Express, Inc.",Texas / Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",Principal Value,19733,Fair  Value(2),21594,19733,0.6%,%,21594.0,,0.6%,%,,,,
84,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",35815,19733,35815,21594,35815,0.6%,1.1%,21594.0,,0.6%,%,,,,
85,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",35815,35815,35815,35815,35815,1.1%,1.1%,21594.0,,0.6%,%,,,,
86,American Gilsonite Company(34),Utah / Chemicals,"Membership Interest (0.05%, 131 shares)(16)",-,35815,-,35815,-,1.1%,-%,21594.0,,0.6%,%,,,,
87,American Gilsonite Company(34),Utah / Chemicals,"Membership Interest (0.05%, 131 shares)(16)",-,35815,-,35815,-,1.1%,-%,21594.0,,0.6%,%,,,,
88,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,35815,21,35815,76,1.1%,-%,21594.0,,0.6%,%,,,,
89,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,21,21,76,76,-%,-%,21594.0,,0.6%,%,,,,
90,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.80%, due 1/17/2028)(5)(14)",40500,21,32397,76,25000,-%,0.7%,21594.0,,0.6%,%,,,,
91,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.80%, due 1/17/2028)(5)(14)",40500,32397,32397,25000,25000,0.7%,0.7%,21594.0,,0.6%,%,,,,
92,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.35%, due 4/15/2031)(5)(14)",52203,32397,35014,25000,26518,0.7%,0.8%,21594.0,,0.6%,%,,,,
93,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.35%, due 4/15/2031)(5)(14)",52203,35014,35014,26518,26518,0.8%,0.8%,21594.0,,0.6%,%,,,,
94,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.14%, due 4/20/2031)(5)(14)",48515,35014,35776,26518,26960,0.8%,0.8%,21594.0,,0.6%,%,,,,
95,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.14%, due 4/20/2031)(5)(14)",48515,35776,35776,26960,26960,0.8%,0.8%,21594.0,,0.6%,%,,,,
96,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 10/20/2027)(5)(6)(14)",31350,35776,27496,26960,25047,0.8%,0.7%,21594.0,,0.6%,%,,,,
97,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 10/20/2027)(5)(6)(14)",31350,27496,27496,25047,25047,0.7%,0.7%,21594.0,,0.6%,%,,,,
98,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (13.59% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",25595,27496,1145,25047,787,0.7%,-%,21594.0,,0.6%,%,,,,
99,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (13.59% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",25595,1145,1145,787,787,-%,-%,21594.0,,0.6%,%,,,,
100,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (11.10% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(13)",7000,1145,6949,787,7000,-%,0.2%,21594.0,,0.6%,%,,,,
101,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (11.10% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(13)",7000,6949,6949,7000,7000,0.2%,0.2%,21594.0,,0.6%,%,,,,
102,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",7000,6949,7000,7000,6900,0.2%,0.2%,21594.0,,0.6%,%,,,,
103,"Senior Term Loan (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",77713,"Revolving Line of Credit – $7,000 Commitment (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",77713,6949,76607,7000,2.2%,0.2%,0.2%,21594.0,,0.6%,%,,,,
104,"Senior Term Loan (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",77713,"Revolving Line of Credit – $7,000 Commitment (10.81% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",77713,84713,76607,83507,2.2%,2.4%,0.2%,21594.0,,0.6%,%,,,,
105,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,2.2%,2.4%,0.2%,21594.0,,0.6%,%,,,,
106,"ATS Consolidated, Inc.","Arizona / Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.84% (LIBOR + 7.75%, due 2/27/2026)(8)(13)",Principal Value,15000,Fair  Value(2),% of Net Assets,14856,2.4%,0.2%,14873.0,,0.4%,%,,,,
107,"ATS Consolidated, Inc.","Arizona / Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.84% (LIBOR + 7.75%, due 2/27/2026)(8)(13)",Principal Value,15000,14856,% of Net Assets,14873,2.4%,0.4%,14873.0,,0.4%,%,,,,
108,"Autodata, Inc. / Autodata Solutions, Inc.(9)",Canada / Software,"Second Lien Term Loan (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 12/12/2025)(8)(13)",6000,15000,5972,% of Net Assets,5972,2.4%,0.2%,14873.0,,0.4%,%,,,,
109,"Autodata, Inc. / Autodata Solutions, Inc.(9)",Canada / Software,"Second Lien Term Loan (9.34% (LIBOR + 7.25% with 1.00% LIBOR floor), due 12/12/2025)(8)(13)",6000,15000,5972,% of Net Assets,5972,2.4%,0.2%,14873.0,,0.4%,%,,,,
110,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.35%, due 7/20/2029)(5)(6)(14)",83098,15000,49688,% of Net Assets,46933,2.4%,1.4%,14873.0,,0.4%,%,,,,
111,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.35%, due 7/20/2029)(5)(6)(14)",83098,49688,49688,46933,46933,1.4%,1.4%,14873.0,,0.4%,%,,,,
112,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Note (10.33% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",274009,49688,274009,46933,274009,1.4%,8.0%,14873.0,,0.4%,%,,,,
