,0,1,2,3,4,5,6,7,8,9,10,11
77,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",21380,,21380,,18365,,0.5%,,,,
78,"Common Stock (50,000 shares)",,26204,,-,,-%,,,,,
79,,,,,57795,,28576,,0.8%,,,
80,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",29434,,-,,1775,,-%,,
81,Membership Interest (100%),,-,,-,,-%,,,,,
82,Net Profits Interest (8% of Equity Distributions)(7),,-,,29,,-%,,,,,
83,,,,,-,,1804,,-%,,,
84,Total Control Investments,,,1714686,,,1723749,,46.5%,,,
85,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
86,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
87,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
88,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",,7000,,,6920,,,7000.0,0.2%
89,,,,,6920,,7000,,0.2%,,,
90,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,396,,445,,-%,,,
91,,,,,396,,445,,-%,,,
92,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,,5880,,3678,,0.1%,,,
93,,,,,5880,,3678,,0.1%,,,
94,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,,-,,2734,,0.1%,,,
95,,,,,-,,2734,,0.1%,,,
96,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,,11807,,12000,,0.3%,,
97,,,,,11807,,12000,,0.3%,,,
98,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.0%,,
99,,,,,74654,,74654,,2.0%,,,
100,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",38500,,38500,,38500,,1.0%,,
101,Membership Interest (99.9999%)(15),,-,,4275,,0.2%,,,,,
102,,,,,38500,,42775,,1.2%,,,
103,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.16%)(11)(22)",20525,,18261,,18965,,0.5%,,
104,,,,,18261,,18965,,0.5%,,,
105,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.27%)(11)(22)",38340,,32764,,34261,,0.9%,,
106,,,,,32764,,34261,,0.9%,,,
107,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.44%)(11)(22)",44063,,39961,,40811,,1.1%,,
108,,,,,39961,,40811,,1.1%,,,
109,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.64%)(11)(22)",36515,,35620,,35215,,0.9%,,
110,,,,,35620,,35215,,0.9%,,,
111,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,149674,,4.0%,,
112,,,,,150000,,149674,,4.0%,,,
113,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,,26662,,26662,,0.7%,,
114,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,,26662,,26662,,0.7%,,,,
115,,,,,53324,,53324,,1.4%,,,
116,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,,6881,,6881,,0.2%,,
117,,,,,6881,,6881,,0.2%,,,
118,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
119,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
120,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
121,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",,2350,,,2350,,,2350.0,0.1%
122,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38759,,38759,,34264,,0.9%,,,,
123,,,,,41109,,36614,,1.0%,,,
124,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.71%)(11)(22)",52250,,51031,,50301,,1.4%,,
125,,,,,51031,,50301,,1.4%,,,
126,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,,10908,,10908,,0.3%,,
127,,,,,10908,,10908,,0.3%,,,
128,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",254800,,254800,,253883,,6.8%,,
129,,,,,254800,,253883,,6.8%,,,
130,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.84%)(11)(22)",26000,,22345,,24453,,0.7%,,
131,,,,,22345,,24453,,0.7%,,,
132,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),,-,,242,,-%,,,
133,,,,,-,,242,,-%,,,
134,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,,64363,,64363,,1.7%,,
135,,,,,64363,,64363,,1.7%,,,
136,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.49%)(11)(22)",24870,,21054,,23164,,0.6%,,
137,,,,,21054,,23164,,0.6%,,,
138,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.31%)(11)(22)",40275,,37296,,38076,,1.0%,,
139,,,,,37296,,38076,,1.0%,,,
140,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.55%)(11)(22)",48528,,47382,,44694,,1.2%,,
141,,,,,47382,,44694,,1.2%,,,
142,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",19000,,15452,,18136,,0.5%,,
143,"Class E Subordinated Notes (7.23% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,,12910,,15241,,0.4%,,,,
144,,,,,28362,,33377,,0.9%,,,
145,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.66%)(11)(22)",44100,,37432,,41626,,1.1%,,
146,,,,,37432,,41626,,1.1%,,,
147,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.40%)(11)(22)",45500,,38250,,39781,,1.1%,,
148,,,,,38250,,39781,,1.1%,,,
149,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
150,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
151,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
152,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 11.32%)(11)(22)",,41500,,,39555,,,37873.0,1.0%
153,,,,,39555,,37873,,1.0%,,,
154,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68798,,68748,,68798,,1.9%,,
155,,,,,68748,,68798,,1.9%,,,
156,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,119,,-%,,,
157,,,,,-,,119,,-%,,,
158,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50566,,50566,,50566,,1.4%,,
159,,,,,50566,,50566,,1.4%,,,
160,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,37516,,1.0%,,
161,,,,,40000,,37516,,1.0%,,,
162,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",46754,,46754,,46754,,1.3%,,
163,,,,,46754,,46754,,1.3%,,,
164,"Deltek, Inc.",Virginia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)(16)",12000,,11863,,12000,,0.3%,,
165,,,,,11863,,12000,,0.3%,,,
166,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions)(7),,-,,-,,-%,,,
167,,,,,-,,-,,-%,,,
168,"Edmentum, Inc.",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)(16)",50000,,48561,,43107,,1.2%,,
169,,,,,48561,,43107,,1.2%,,,
170,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(16)",15700,,15467,,13850,,0.4%,,
171,,,,,15467,,13850,,0.4%,,,
172,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,121,,-%,,,
173,,,,,-,,121,,-%,,,
174,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",24750,,24750,,24750,,0.7%,,
175,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",25000,,25000,,25000,,0.7%,,,,
176,"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 4/30/2019)(4)(25)",-,,-,,-,,-%,,,,
177,,,,,49750,,49750,,1.4%,,,
178,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(16)",18000,,17799,,18000,,0.5%,,
179,,,,,17799,,18000,,0.5%,,,
180,"Focus Products Group International, LLC",Illinois / Durable Consumer Products,"Common Stock (5,638 shares)",,,27,,-,,-%,,
181,,,,,27,,-,,-%,,,
182,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
183,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
184,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
185,"Galaxy XV CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.88%)(11)(22)",,35025,,,28583.0,,,30629.0,0.8%
186,,,,,28583,,30629,,0.8%,,,
187,"Galaxy XVI CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.23%)(11)(22)",22575,,19801,,19861.0,,0.5%,,
188,,,,,19801,,19861,,0.5%,,,
189,"Galaxy XVII CLO, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.31%)(11)(22)",39905,,37390,,34809.0,,0.9%,,
190,,,,,37390,,34809,,0.9%,,,
191,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(3)(4)",28393,,28393,,28393.0,,0.8%,,
192,,,,,28393,,28393,,0.8%,,,
193,"GTP Operations, LLC(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",119970,,119970,,119970.0,,3.2%,,
194,,,,,119970,,119970,,3.2%,,,
195,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 26.02%)(11)(22)",23188,,20454,,22870.0,,0.6%,,
196,,,,,20454,,22870,,0.6%,,,
197,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.31%)(11)(22)",40400,,36781,,40448.0,,1.1%,,
198,,,,,36781,,40448,,1.1%,,,
199,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.74%)(11)(22)",24500,,21694,,22925.0,,0.6%,,
200,,,,,21694,,22925,,0.6%,,,
201,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.89%)(11)(22)",41164,,37185,,39340.0,,1.1%,,
202,,,,,37185,,39340,,1.1%,,,
203,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(16)",9000,,8843,,8843.0,,0.2%,,
204,,,,,8843,,8843,,0.2%,,,
205,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(4)",22500,,22500,,22500.0,,0.6%,,
206,,,,,22500,,22500,,0.6%,,,
207,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",21850,,21965,,20691.0,,0.6%,,
208,,,,,21965,,20691,,0.6%,,,
209,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),,1639,,2072,,0.1%,,,
210,,,,,1639,,2072,,0.1%,,,
211,"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)(16)",12500,,12369,,12859.0,,0.3%,,
212,,,,,12369,,12859,,0.3%,,,
213,"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,,19457,,19867.0,,0.5%,,
214,,,,,19457,,19867,,0.5%,,,
215,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
216,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
217,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
218,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",,125405,,,125405,,,125058.0,3.4%
219,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)",128000,,128000,,128000,,3.5%,,,,
220,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,,12500,,12500,,0.3%,,,,
221,,,,,265905,,265558,,7.2%,,,
222,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",126038,,126038,,126038,,3.4%,,
223,"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)",131125,,131125,,131125,,3.5%,,,,
224,,,,,257163,,257163,,6.9%,,,
225,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,,3000,,3000,,0.1%,,
226,,,,,3000,,3000,,0.1%,,,
227,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35208,,35208,,35208,,0.9%,,
228,,,,,35208,,35208,,0.9%,,,
229,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",35859,,35859,,34784,,0.9%,,
230,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",21972,,21972,,21312,,0.6%,,,,
231,"Delayed Draw Term Loan – $6,000 Commitment (2.00%, due 12/31/2015)(25)",-,,-,,-,,-%,,,,
232,,,,,57831,,56096,,1.5%,,,
233,LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.92%)(11)(22)",26500,,23824,,24033,,0.6%,,
234,,,,,23824,,24033,,0.6%,,,
235,LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor) plus 2.00% default interest, due 5/31/2015)(4)(25)(26)",-,,-,,-,,-%,,
236,"Senior Subordinated Debt (10.50%, due 5/31/2015)(3)",1265,,1265,,1263,,-%,,,,
237,Membership Interest (125 units),,216,,197,,-%,,,,,
238,,,,,1481,,1460,,-%,,,
239,"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.93%)(11)(22)",31110,,23925,,26288,,0.7%,,
240,,,,,23925,,26288,,0.7%,,,
241,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",36736,,36736,,35951,,1.0%,,
