,0,1,2,3,4,5,6,7,8,9,10,11
32,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Revolving Credit Facility – $150,000 Commitment (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)(25)",40808,,40808,,40808,,1.1%,,
33,"Class A Shares (11,335,318 shares)",,19907,,10896,,0.3%,,,,,
34,,,,,60715,,51704,,1.4%,,,
35,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
36,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
37,Control Investments (greater than 25.00% voting control)(44),,,,,,,,,,,
38,First Tower Finance Company LLC(22)(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)",,251246,,,251246,,,251246.0,6.9%
39,"Class A Shares (83,729,323 shares)",,64544,,73729,,2.0%,,,,,
40,,,,,315790,,324975,,8.9%,,,
41,"Freedom Marine Solutions, LLC(8)",Louisiana / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",3500,,3500,,3500,,0.1%,,
42,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,,12504,,12504,,0.3%,,,,
43,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,,16000,,16000,,0.4%,,,,
44,Membership Interest (100%),,7807,,2905,,0.1%,,,,,
45,,,,,39811,,34909,,0.9%,,,
46,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(4)",19500,,19500,,13674,,0.4%,,
47,"Series A Convertible Preferred Stock (99,900 shares)",,25950,,-,,-%,,,,,
48,,,,,45450,,13674,,0.4%,,,
49,"Harbortouch  Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",130589,,130589,,130589,,3.6%,,
50,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,,137226,,137226,,3.8%,,,,
51,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)",26431,,26431,,26431,,0.7%,,,,
52,Class A Shares (535 shares),,7489,,24005,,0.6%,,,,,
53,,,,,301735,,318251,,8.7%,,,
54,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1687,,-,,-%,,
55,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
56,"Common Stock of The Healing Staff, Inc. (1,000 shares)",,-,,-,,-%,,,,,
57,"Common Stock of Vets Securing America, Inc. (1 share)",,975,,-,,-%,,,,,
58,,,,,3832,,-,,-%,,,
59,"Manx Energy, Inc.(6)(12)",Kansas / Oil & Gas Production,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",50,,50,,-,,-%,,
60,"Series A-1 Preferred Stock (6,635 shares)",,-,,-,,-%,,,,,
61,"Common Stock (17,082 shares)",,-,,-,,-%,,,,,
62,,,,,50,,-,,-%,,,
63,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",500,,500,,500,,-%,,
64,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,,18250,,18250,,0.5%,,,,
65,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,,15769,,15769,,0.4%,,,,
66,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)",6593,,6593,,6593,,0.2%,,,,
67,"Common Stock (42,053 shares)",,7456,,11415,,0.3%,,,,,
68,,,,,48568,,52527,,1.4%,,,
69,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
70,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
71,Control Investments (greater than 25.00% voting control)(44),,,,,,,,,,,
72,National Property  REIT Corp.(40),Various /  Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",,138367,,,138367,,,138367.0,3.8%
73,"Common Stock (84,567 shares)",,26913,,28463,,0.8%,,,,,
74,,,,,165280,,166830,,4.6%,,,
75,Nationwide Acceptance LLC(22)(36),Illinois / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/18/2019)",14820,,14820,,14820,,0.4%,,
76,"Class A Shares (24,029,326 shares)",,12248,,13012,,0.4%,,,,,
77,,,,,27068,,27832,,0.8%,,,
78,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,,3714,,1864,,0.1%,,
79,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,3514,,0.1%,,,,
80,"Series A Preferred Stock (7,200 shares)",,12486,,-,,-%,,,,,
81,,,,,23200,,5378,,0.2%,,,
82,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,,30411,,30411,,0.8%,,
83,"Common Stock (545,107 shares)",,5087,,18876,,0.5%,,,,,
84,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",,1682,,6926,,0.2%,,,,,
85,,,,,37180,,56213,,1.5%,,,
86,United Property  REIT Corp.(41),Various /  Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",66704,,66704,,66704,,1.8%,,
87,"Common Stock (70,689 shares)",,13421,,12930,,0.4%,,,,,
88,,,,,80125,,79634,,2.2%,,,
89,"Valley Electric  Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10146,,10146,,10146,,0.3%,,
90,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",20935,,20935,,19285,,0.5%,,,,
91,"Common Stock (50,000 shares)",,26205,,-,,-%,,,,,
92,,,,,57286,,29431,,0.8%,,,
93,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",26966,,-,,2110,,0.1%,,
94,Membership Interest (100%),,512,,-,,-%,,,,,
95,Net Profits Interest (8% of Equity Distributions)(7),,-,,29,,-%,,,,,
96,,,,,512,,2139,,0.1%,,,
97,"Yatesville Coal  Company, LLC(8)",Kentucky / Energy,Senior Secured Note (in non-accrual status effective 1/1/2009),1449,,1449,,-,,-%,,
98,Membership Interest (100%),,-,,-,,-%,,,,,
99,,,,,1449,,-,,-%,,,
100,Total Control Investments,,,1721493,,,1659997,,45.5%,,,
101,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
102,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
103,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
104,"Aderant North America, Inc.(16)",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",,7000,,,6917,,,7000.0,0.2%
105,,,,,6917,,7000,,0.2%,,,
106,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,396,,498,,-%,,,
107,,,,,396,,498,,-%,,,
108,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,,5881,,3601,,0.1%,,,
109,,,,,5881,,3601,,0.1%,,,
110,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,,11799,,12000,,0.3%,,
111,,,,,11799,,12000,,0.3%,,,
112,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",,5,,-,,-%,,,
113,,,,,5,,-,,-%,,,
114,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.0%,,
115,,,,,74654,,74654,,2.0%,,,
116,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,,38500,,38500,,1.1%,,
117,Membership Interest (99.9999%)(15),,-,,4018,,0.1%,,,,,
118,,,,,38500,,42518,,1.2%,,,
119,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.90%)(11)",20525,,18324,,19659,,0.5%,,
120,,,,,18324,,19659,,0.5%,,,
121,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)",38340,,33440,,36790,,1.0%,,
122,,,,,33440,,36790,,1.0%,,,
123,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.16%)(11)",44063,,40964,,42344,,1.2%,,
124,,,,,40964,,42344,,1.2%,,,
125,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.43%)(11)",36515,,36403,,36496,,1.0%,,
126,,,,,36403,,36496,,1.0%,,,
127,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,150000,,4.1%,,
128,,,,,150000,,150000,,4.1%,,,
129,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,,26831,,26831,,0.7%,,
130,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,,26831,,26831,,0.7%,,,,
131,"Delayed Draw Term Loan – $5,000 Commitment (due 4/8/2019)(25)",-,,-,,-,,-%,,,,
132,,,,,53662,,53662,,1.4%,,,
133,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
134,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
135,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
136,Armor Holding II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",,7000,,,6878,,,6878.0,0.2%
137,,,,,6878,,6878,,0.2%,,,
138,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",2350,,2350,,2350,,0.1%,,
139,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38858,,38858,,34128,,0.9%,,,,
140,,,,,41208,,36478,,1.0%,,,
141,Babson CLO Ltd. 2011-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 5.76%)(11)",35000,,34541,,31433,,0.9%,,
142,,,,,34541,,31433,,0.9%,,,
143,Babson CLO Ltd. 2012-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.60%)(11)",29075,,22950,,25167,,0.7%,,
144,,,,,22950,,25167,,0.7%,,,
145,Babson CLO Ltd. 2012-II(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.71%)(11)",27850,,26329,,27113,,0.7%,,
146,,,,,26329,,27113,,0.7%,,,
147,"Blue Coat Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,,10905,,11000,,0.3%,,
148,,,,,10905,,11000,,0.3%,,,
149,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",256275,,256275,,256275,,7.0%,,
150,,,,,256275,,256275,,7.0%,,,
151,Brookside Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.56%)(11)",26000,,22677,,25139,,0.7%,,
152,,,,,22677,,25139,,0.7%,,,
153,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,,-,,183,,-%,,,
154,,,,,-,,183,,-%,,,
155,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.40%)(11)",24870,,21569,,23720,,0.7%,,
156,,,,,21569,,23720,,0.7%,,,
157,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.90%)(11)",40275,,38140,,39310,,1.1%,,
158,,,,,38140,,39310,,1.1%,,,
159,Cent CLO 21 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.07%)(11)",48528,,47070,,46287,,1.3%,,
160,,,,,47070,,46287,,1.3%,,,
161,"CIFC Funding 2011-I, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)",19000,,15377,,18048,,0.5%,,
162,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)",15400,,12862,,15171,,0.4%,,,,
163,,,,,28239,,33219,,0.9%,,,
164,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
165,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
166,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
167,"CIFC Funding 2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.96%)(11)",,44100,,,38415,,,42745.0,1.2%
168,,,,,38415,,42745,,1.2%,,,
169,"CIFC Funding 2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.66%)(11)",45500,,39150,,40625,,1.1%,,
170,,,,,39150,,40625,,1.1%,,,
171,"CIFC Funding 2014-IV Investor, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.98%)(11)",41500,,39505,,39222,,1.1%,,
172,,,,,39505,,39222,,1.1%,,,
173,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68975,,68925,,68975,,1.9%,,
174,,,,,68925,,68975,,1.9%,,,
175,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,117,,-%,,,
176,,,,,-,,117,,-%,,,
177,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50888,,50888,,50888,,1.4%,,
178,,,,,50888,,50888,,1.4%,,,
179,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,39245,,1.1%,,
180,,,,,40000,,39245,,1.1%,,,
181,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",47129,,47129,,47129,,1.3%,,
182,,,,,47129,,47129,,1.3%,,,
183,"Deltek, Inc.(16)",Virginia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)",12000,,11857,,12000,,0.3%,,
184,,,,,11857,,12000,,0.3%,,,
185,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions),,-,,-,,-%,,,
186,,,,,-,,-,,-%,,,
187,"Edmentum, Inc.(16)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)",50000,,48499,,50000,,1.4%,,
188,,,,,48499,,50000,,1.4%,,,
189,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,,15443,,15700,,0.4%,,
190,,,,,15443,,15700,,0.4%,,,
191,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,118,,-%,,,
192,,,,,-,,118,,-%,,,
193,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",24875,,24875,,24875,,0.7%,,
194,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",25000,,25000,,25000,,0.7%,,,,
195,"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 4/30/2019)(4)(25)",-,,-,,-,,-%,,,,
196,,,,,49875,,49875,,1.4%,,,
197,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
198,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
199,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
200,"Focus Brands, Inc.(16)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)",,18000,,,17787.0,,,18000.0,0.5%
201,,,,,17787,,18000,,0.5%,,,
202,"Focus Products Group International, LLC",Illinois / Durable Consumer Products,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)(3)(4)",20021,,20021,,17805.0,,0.5%,,
203,"Common Stock (5,638 shares)",,27,,-,,-%,,,,,
204,,,,,20048,,17805,,0.5%,,,
205,"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.50%)(11)",22000,,19238,,20427.0,,0.6%,,
206,,,,,19238,,20427,,0.6%,,,
207,"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.80%)(11)",35025,,29152,,31835.0,,0.9%,,
208,,,,,29152,,31835,,0.9%,,,
209,"Galaxy XVI CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.06%)(11)",22575,,20407,,20818.0,,0.6%,,
210,,,,,20407,,20818,,0.6%,,,
211,"Galaxy XVII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.76%)(11)",39905,,38194,,36485.0,,1.0%,,
212,,,,,38194,,36485,,1.0%,,,
213,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(3)(4)",28429,,28429,,28429.0,,0.8%,,
214,,,,,28429,,28429,,0.8%,,,
215,"Grocery Outlet, Inc.(16)",California / Retail,"Second Lien Term Loan (11.50% (PRIME + 8.25% with 3.25% PRIME floor), due 6/17/2019)(4)",14457,,14179,,14746.0,,0.4%,,
216,,,,,14179,,14746,,0.4%,,,
217,"GTP Operations, LLC(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",112258,,112258,,112258.0,,3.1%,,
218,,,,,112258,,112258,,3.1%,,,
219,Halcyon Loan Advisors Funding 2012-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 24.62%)(11)",23188,,20376,,22889.0,,0.6%,,
220,,,,,20376,,22889,,0.6%,,,
221,Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.47%)(11)",40400,,37466,,41136.0,,1.1%,,
222,,,,,37466,,41136,,1.1%,,,
223,Halcyon Loan Advisors Funding 2014-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.45%)(11)",24500,,23685,,23025.0,,0.6%,,
224,,,,,23685,,23025,,0.6%,,,
225,Halcyon Loan Advisors Funding 2014-2 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.07%)(11)",41164,,39174,,38900.0,,1.1%,,
226,,,,,39174,,38900,,1.1%,,,
227,"Harley Marine Services, Inc.(16)",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)",9000,,8832,,8832.0,,0.2%,,
228,,,,,8832,,8832,,0.2%,,,
229,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)",21850,,21986,,21850.0,,0.6%,,
230,,,,,21986,,21850,,0.6%,,,
231,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
232,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
233,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
234,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),,,1639,,,1789,,-%,
235,,,,,1639,,1789,,-%,,,
236,"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)",,12500,,12356,,12500,,0.3%,
237,,,,,12356,,12500,,0.3%,,,
238,"Ikaria, Inc.(16)",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)",25000,,24443,,25000,,0.7%,,
239,,,,,24443,,25000,,0.7%,,,
240,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",125929,,125929,,125929,,3.5%,,
241,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)",128000,,128000,,128000,,3.5%,,,,
242,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,,12500,,12500,,0.3%,,,,
243,,,,,266429,,266429,,7.3%,,,
244,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (7.25% (LIBOR + 5.75% with 1.50% LIBOR floor), due 8/3/2017)(4)",62881,,62881,,62881,,1.7%,,
245,"Senior Secured Term Loan B (12.25% (LIBOR + 9.25% with 3.00% LIBOR floor), due 8/3/2017)(3)(4)",67625,,67625,,67625,,1.9%,,,,
246,,,,,130506,,130506,,3.6%,,,
247,JAC Holding Corporation(16),Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)",3000,,3000,,3000,,0.1%,,
248,,,,,3000,,3000,,0.1%,,,
