,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
14,"Credit Central Loan Company, LLC(21)",South Carolina / Consumer Finance,"Subordinated Term Loan (20.00% (10.00% plus 10.00% PIK, due 6/26/2019)(14)(46)",51855,-,46788,% of Net Assets,51855,,1.5%,27017.0,,0.8%,,,,,
15,"Class A Units (10,640,642 units)(14)(16)",-,"Subordinated Term Loan (20.00% (10.00% plus 10.00% PIK, due 6/26/2019)(14)(46)",13731,-,22353,% of Net Assets,0.7%,,1.5%,27017.0,,0.8%,,,,,
16,Net Revenues Interest (25% of Net Revenues)(14)(16),-,"Subordinated Term Loan (20.00% (10.00% plus 10.00% PIK, due 6/26/2019)(14)(46)",-,-,2249,% of Net Assets,0.1%,,1.5%,27017.0,,0.8%,,,,,
17,Net Revenues Interest (25% of Net Revenues)(14)(16),-,"Subordinated Term Loan (20.00% (10.00% plus 10.00% PIK, due 6/26/2019)(14)(46)",-,-,60519,% of Net Assets,76457,,2.3%,27017.0,,0.8%,,,,,
18,"Echelon Transportation, LLC (f/k/a Echelon Aviation LLC)",New York / Aerospace & Defense,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",31055,-,31055,% of Net Assets,31055,,0.9%,27017.0,,0.8%,,,,,
19,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.00% PIK, due 12/7/2024)(13)(46)",16044,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",16044,-,16044,% of Net Assets,0.5%,,0.9%,27017.0,,0.8%,,,,,
20,Membership Interest (100%)(16),-,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",22738,-,32202,% of Net Assets,1.0%,,0.9%,27017.0,,0.8%,,,,,
21,Membership Interest (100%)(16),-,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",22738,-,69837,% of Net Assets,79301,,2.4%,27017.0,,0.8%,,,,,
22,First Tower Finance Company LLC(23),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)(14)(46)",272170,-,272170,% of Net Assets,272170,,8.1%,27017.0,,0.8%,,,,,
23,"Class A Units (95,709,910 units)(14)(16)",-,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)(14)(46)",81146,-,162981,% of Net Assets,4.9%,,8.1%,27017.0,,0.8%,,,,,
24,"Class A Units (95,709,910 units)(14)(16)",-,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)(14)(46)",81146,-,353316,% of Net Assets,435151,,13.0%,27017.0,,0.8%,,,,,
25,"Freedom Marine Solutions, LLC(24)",Louisiana / Energy Equipment & Services,Membership Interest (100%)(16),-,-,43292,% of Net Assets,13188,,0.4%,27017.0,,0.8%,,,,,
26,"Freedom Marine Solutions, LLC(24)",Louisiana / Energy Equipment & Services,Membership Interest (100%)(16),-,-,43292,% of Net Assets,13188,,0.4%,27017.0,,0.8%,,,,,
27,"MITY, Inc.(25)",Utah / Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",26250,-,26250,% of Net Assets,26250,,0.8%,27017.0,,0.8%,,,,,
28,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(11)(46)",24442,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",24442,-,24442,% of Net Assets,0.7%,,0.8%,27017.0,,0.8%,,,,,
29,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(14)",5716,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",7200,-,5716,% of Net Assets,0.2%,,0.8%,27017.0,,0.8%,,,,,
30,"Common Stock (42,053 shares)(16)",-,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",6849,-,5715,% of Net Assets,0.2%,,0.8%,27017.0,,0.8%,,,,,
31,"Common Stock (42,053 shares)(16)",-,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",6849,-,64741,% of Net Assets,62123,,1.9%,27017.0,,0.8%,,,,,
32,Portfolio Company,Locale / Industry,Investments(1)(44)(47),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,62123,,1.9%,27017.0,,0.8%,,,,,
33,National Property REIT Corp.(26),Various / Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(11)(46)",Principal Value,293203,Fair  Value(2),% of Net Assets,293203,,1.9%,293203.0,,8.8%,,,,,
34,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(11)(46)",276549,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(11)(46)",276549,293203,276549,% of Net Assets,8.2%,,1.9%,293203.0,,8.8%,,,,,
35,"Common Stock (2,748,812 shares)",-,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(11)(46)",257527,293203,369123,% of Net Assets,11.0%,,1.9%,293203.0,,8.8%,,,,,
36,Net Operating Income Interest (5% of Net Operating Income),-,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(11)(46)",-,293203,92275,% of Net Assets,2.8%,,1.9%,293203.0,,8.8%,,,,,
37,Net Operating Income Interest (5% of Net Operating Income),-,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(11)(46)",-,293203,827279,% of Net Assets,1031150,,30.8%,293203.0,,8.8%,,,,,
38,Nationwide Loan Company LLC(27),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",17410,293203,17410,% of Net Assets,17410,,0.5%,293203.0,,8.8%,,,,,
39,"Class A Units (32,456,159 units)(14)(16)",-,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",21962,293203,13580,% of Net Assets,0.4%,,0.5%,293203.0,,8.8%,,,,,
40,"Class A Units (32,456,159 units)(14)(16)",-,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",21962,293203,39372,% of Net Assets,30990,,0.9%,293203.0,,8.8%,,,,,
41,"NMMB, Inc.(28)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",3714,293203,3714,% of Net Assets,3714,,0.1%,293203.0,,8.8%,,,,,
42,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",6900,"Senior Secured Note (14.00%, due 5/6/2021)(3)",6900,293203,6900,% of Net Assets,0.2%,,0.1%,293203.0,,8.8%,,,,,
43,"Series A Preferred Stock (7,200 shares)(16)",-,"Senior Secured Note (14.00%, due 5/6/2021)(3)",7200,293203,5503,% of Net Assets,0.2%,,0.1%,293203.0,,8.8%,,,,,
44,"Series B Preferred Stock (5,669 shares)(16)",-,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5669,293203,4332,% of Net Assets,0.1%,,0.1%,293203.0,,8.8%,,,,,
45,"Series B Preferred Stock (5,669 shares)(16)",-,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5669,293203,23483,% of Net Assets,20449,,0.6%,293203.0,,8.8%,,,,,
46,"R-V Industries, Inc.",Pennsylvania / Machinery,"Senior Subordinated Note (11.31% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",28622,293203,28622,% of Net Assets,28622,,0.8%,293203.0,,8.8%,,,,,
47,"Common Stock (745,107 shares)(16)",-,"Senior Subordinated Note (11.31% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6866,293203,2403,% of Net Assets,0.1%,,0.8%,293203.0,,8.8%,,,,,
48,"Common Stock (745,107 shares)(16)",-,"Senior Subordinated Note (11.31% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6866,293203,35488,% of Net Assets,31025,,0.9%,293203.0,,8.8%,,,,,
49,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,293203,-,% of Net Assets,1011,,-%,293203.0,,8.8%,,,,,
50,Common Stock (100 shares)(16),-,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,293203,-,% of Net Assets,-%,,-%,293203.0,,8.8%,,,,,
51,Common Stock (100 shares)(16),-,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,293203,-,% of Net Assets,1011,,-%,293203.0,,8.8%,,,,,
52,USES Corp.(30),Texas / Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",36127,293203,31601,% of Net Assets,9672,,0.3%,293203.0,,8.8%,,,,,
53,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",46019,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",35568,293203,-,% of Net Assets,-%,,0.3%,293203.0,,8.8%,,,,,
54,"Common Stock (268,962 shares)(16)",-,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",-,293203,-,% of Net Assets,-%,,0.3%,293203.0,,8.8%,,,,,
55,"Common Stock (268,962 shares)(16)",-,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",-,293203,67169,% of Net Assets,9672,,0.3%,293203.0,,8.8%,,,,,
56,"Valley Electric Company, Inc.(31)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",10430,293203,10430,% of Net Assets,10430,,0.3%,293203.0,,8.8%,,,,,
57,"Senior Secured Note (10.00% plus 8.50% PIK, due 6/23/2024)(46)",27292,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",27292,293203,27292,% of Net Assets,0.8%,,0.3%,293203.0,,8.8%,,,,,
58,"Common Stock (50,000 shares)(16)",-,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",26204,293203,4740,% of Net Assets,0.2%,,0.3%,293203.0,,8.8%,,,,,
59,"Common Stock (50,000 shares)(16)",-,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",26204,293203,63926,% of Net Assets,42462,,1.3%,293203.0,,8.8%,,,,,
60,"Wolf Energy, LLC(32)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),-,293203,-,% of Net Assets,-,,-%,293203.0,,8.8%,,,,,
61,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",-,Membership Interest (100%)(16),3871,293203,537,% of Net Assets,-%,,-%,293203.0,,8.8%,,,,,
62,Net Profits Interest (8% of Equity Distributions)(4)(16),-,Membership Interest (100%)(16),-,293203,11,% of Net Assets,-%,,-%,293203.0,,8.8%,,,,,
63,Net Profits Interest (8% of Equity Distributions)(4)(16),-,Membership Interest (100%)(16),-,293203,3871,% of Net Assets,548,,-%,293203.0,,8.8%,,,,,
64,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,548,,-%,293203.0,,8.8%,,,,,
65,Ability Network Inc.,Minnesota / Health Care Technology,"Second Lien Term Loan (9.54%. (LIBOR + 7.75% with 0.00% LIBOR floor), due 12/13/2025)(8)(13)",Principal Value,15000,Fair  Value(2),% of Net Assets,14928,,-%,15300.0,,0.5%,,,,,
66,Ability Network Inc.,Minnesota / Health Care Technology,"Second Lien Term Loan (9.54%. (LIBOR + 7.75% with 0.00% LIBOR floor), due 12/13/2025)(8)(13)",Principal Value,14928,Fair  Value(2),15300,14928,0.5%,-%,15300.0,,0.5%,,,,,
67,"ACE Cash Express, Inc.",Texas / Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",20000,14928,19717,15300,22400,0.5%,0.7%,15300.0,,0.5%,,,,,
68,"ACE Cash Express, Inc.",Texas / Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",20000,19717,19717,22400,22400,0.7%,0.7%,15300.0,,0.5%,,,,,
69,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (11.06% (LIBOR + 8.75% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",31250,19717,31250,22400,31250,0.7%,0.9%,15300.0,,0.5%,,,,,
70,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (11.06% (LIBOR + 8.75% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",31250,31250,31250,31250,31250,0.9%,0.9%,15300.0,,0.5%,,,,,
71,American Gilsonite Company(34),Utah / Chemicals,"Membership Interest (0.05%, 131 shares)(16)",-,31250,-,31250,-,0.9%,-%,15300.0,,0.5%,,,,,
72,American Gilsonite Company(34),Utah / Chemicals,"Membership Interest (0.05%, 131 shares)(16)",-,-,-,-,-,-%,-%,15300.0,,0.5%,,,,,
73,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,-,21,-,74,-%,-%,15300.0,,0.5%,,,,,
74,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,21,21,74,74,-%,-%,15300.0,,0.5%,,,,,
75,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.54%, due 10/17/2028)(5)(14)",40500,21,31872,74,25091,-%,0.8%,15300.0,,0.5%,,,,,
76,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.54%, due 10/17/2028)(5)(14)",40500,31872,31872,25091,25091,0.8%,0.8%,15300.0,,0.5%,,,,,
77,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.49%, due 4/15/2031)(5)(14)",52203,31872,33708,25091,26824,0.8%,0.8%,15300.0,,0.5%,,,,,
78,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.49%, due 4/15/2031)(5)(14)",52203,33708,33708,26824,26824,0.8%,0.8%,15300.0,,0.5%,,,,,
79,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.56%, due 4/20/2031)(5)(14)",48515,33708,35161,26824,27452,0.8%,0.8%,15300.0,,0.5%,,,,,
80,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.56%, due 4/20/2031)(5)(14)",48515,35161,35161,27452,27452,0.8%,0.8%,15300.0,,0.5%,,,,,
81,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.40%, due 10/20/2027)(5)(6)(14)",31350,35161,27638,27452,25150,0.8%,0.8%,15300.0,,0.5%,,,,,
82,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.40%, due 10/20/2027)(5)(6)(14)",31350,27638,27638,25150,25150,0.8%,0.8%,15300.0,,0.5%,,,,,
83,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (14.50% (LIBOR + 13.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",25595,27638,1145,25150,787,0.8%,-%,15300.0,,0.5%,,,,,
84,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (14.50% (LIBOR + 13.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",25595,1145,1145,787,787,-%,-%,15300.0,,0.5%,,,,,
85,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (11.30% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(11)",7000,1145,6943,787,7000,-%,0.2%,15300.0,,0.5%,,,,,
86,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (11.30% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(11)",7000,6943,6943,7000,7000,0.2%,0.2%,15300.0,,0.5%,,,,,
87,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (10.19% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",7000,6943,7000,7000,6934,0.2%,0.2%,15300.0,,0.5%,,,,,
88,"Senior Term Loan (10.19% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",78949,"Revolving Line of Credit – $7,000 Commitment (10.19% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",78949,6943,78200,7000,2.3%,0.2%,0.2%,15300.0,,0.5%,,,,,
89,"Senior Term Loan (10.19% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",78949,"Revolving Line of Credit – $7,000 Commitment (10.19% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",78949,85949,78200,85134,2.3%,2.5%,0.2%,15300.0,,0.5%,,,,,
90,"ATS Consolidated, Inc.","Arizona / Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.40% (LIBOR + 7.75%, due 2/27/2026)(8)(13)",15000,85949,14851,85134,14866,2.5%,0.4%,15300.0,,0.5%,,,,,
91,"ATS Consolidated, Inc.","Arizona / Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.40% (LIBOR + 7.75%, due 2/27/2026)(8)(13)",15000,14851,14851,14866,14866,0.4%,0.4%,15300.0,,0.5%,,,,,
92,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Canada / Software,"Second Lien Term Loan (9.01% (LIBOR + 7.25% with 1.00% LIBOR floor), due 12/14/2025)(8)(13)",6000,14851,5971,14866,5971,0.4%,0.2%,15300.0,,0.5%,,,,,
93,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Canada / Software,"Second Lien Term Loan (9.01% (LIBOR + 7.25% with 1.00% LIBOR floor), due 12/14/2025)(8)(13)",6000,5971,5971,5971,5971,0.2%,0.2%,15300.0,,0.5%,,,,,
94,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,5971,0.2%,0.2%,15300.0,,0.5%,,,,,
95,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.43%, due 1/15/2026)(5)(6)(14)",Principal Value,52250,Fair  Value(2),% of Net Assets,40709,0.2%,0.2%,34638.0,,1.0%,,,,,
96,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.43%, due 1/15/2026)(5)(6)(14)",Principal Value,40709,Fair  Value(2),34638,40709,1.0%,0.2%,34638.0,,1.0%,,,,,
97,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Note (10.31% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",455400,40709,455400,34638,455400,1.0%,13.6%,34638.0,,1.0%,,,,,
98,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Note (10.31% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",455400,455400,455400,455400,455400,13.6%,13.6%,34638.0,,1.0%,,,,,
99,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.50%, due 1/18/2028)(5)(14)",36300,455400,18873,455400,13613,13.6%,0.4%,34638.0,,1.0%,,,,,
100,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.50%, due 1/18/2028)(5)(14)",36300,18873,18873,13613,13613,0.4%,0.4%,34638.0,,1.0%,,,,,
101,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.21%, due 10/16/2028)(5)(14)",58915,18873,41236,13613,36145,0.4%,1.1%,34638.0,,1.0%,,,,,
102,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.21%, due 10/16/2028)(5)(14)",58915,41236,41236,36145,36145,1.1%,1.1%,34638.0,,1.0%,,,,,
103,"Candle-Lite Company, LLC",Ohio / Household & Personal Products,"Senior Secured Term Loan A (7.48% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,41236,12500,36145,12500,1.1%,0.4%,34638.0,,1.0%,,,,,
104,"Senior Secured Term Loan B (11.48% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,"Senior Secured Term Loan A (7.48% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,41236,12500,36145,0.4%,1.1%,0.4%,34638.0,,1.0%,,,,,
105,"Senior Secured Term Loan B (11.48% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,"Senior Secured Term Loan A (7.48% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",12500,25000,12500,25000,0.4%,0.8%,0.4%,34638.0,,1.0%,,,,,
106,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (10.13% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",101517,25000,101135,25000,99329,0.8%,3.0%,34638.0,,1.0%,,,,,
107,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (10.13% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",101517,101135,101135,99329,99329,3.0%,3.0%,34638.0,,1.0%,,,,,
108,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.22%, due 10/15/2026)(5)(6)(14)",25534,101135,20031,99329,19340,3.0%,0.6%,34638.0,,1.0%,,,,,
109,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.22%, due 10/15/2026)(5)(6)(14)",25534,20031,20031,19340,19340,0.6%,0.6%,34638.0,,1.0%,,,,,
110,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.87%, due 10/20/2029)(5)(6)(14)",32200,20031,32146,19340,29102,0.6%,0.9%,34638.0,,1.0%,,,,,
111,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.87%, due 10/20/2029)(5)(6)(14)",32200,32146,32146,29102,29102,0.9%,0.9%,34638.0,,1.0%,,,,,
112,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 1/30/2025)(5)(14)(17)",24870,32146,17644,29102,15445,0.9%,0.5%,34638.0,,1.0%,,,,,
