,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,,"AWCNC, LLC  (19)",,North Carolina / Machinery,Members Units - Class B-1 (1 unit),"Members Units - Class B-2 (7,999,999 units)",,161662,-,-,,-,,0.0%
20,,"Borga, Inc.",,California / Manufacturing,Members Units - Class B-1 (1 unit),"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4), (25)",,1150,-,1095,,474,,0.0%
21,,"Borga, Inc.",,California / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4)",,1612,-,1501,,-,,0.0%
22,,"Borga, Inc.",,California / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan C (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)",,9940,-,707,,-,,0.0%
23,,"Borga, Inc.",,California / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares)  (21),,9940,-,-,,-,,0.0%
24,,"Borga, Inc.",,California / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (33,750 warrants)  (21)",,9940,-,-,,-,,0.0%
25,,"Borga, Inc.",,California / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (33,750 warrants)  (21)",,9940,-,3303,,474,,0.0%
26,,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00%, due 12/31/2017)  (3)",,17437,-,17437,,17437,,0.5%
27,,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",,8075,-,8075,,8075,,0.2%
28,,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,8075,-,8581,,13790,,0.4%
29,,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),,8075,-,-,,516,,0.0%
30,,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),,8075,-,34093,,39818,,1.1%
31,,CP Holdings of Delaware LLC  (38),,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 8/2/2018)  (4)",,75773,-,75773,,75773,,2.3%
32,,CP Holdings of Delaware LLC  (38),,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor), due 8/2/2018)  (4)",,22400,-,22400,,22400,,0.7%
33,,CP Holdings of Delaware LLC  (38),,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,22400,-,15228,,20955,,0.6%
34,,CP Holdings of Delaware LLC  (38),,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,22400,-,113401,,119128,,3.6%
35,,Portfolio Company,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,Fair  Value  (2),,% of Net  Assets
36,,LEVEL 3 PORTFOLIO INVESTMENTS:,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
37,,Control Investments (greater than 25.00% voting control)  (42),,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
38,,"Credit Central Holdings of Delaware, LLC  (22), (34)",,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",,"$ 38,082",-,"$ 38,082",,"$ 38,082",,1.2%
39,,"Credit Central Holdings of Delaware, LLC  (22), (34)",,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,"$ 38,082",-,9581,,10957,,0.3%
40,,"Credit Central Holdings of Delaware, LLC  (22), (34)",,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,"$ 38,082",-,-,,2207,,0.1%
41,,"Credit Central Holdings of Delaware, LLC  (22), (34)",,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,"$ 38,082",-,47663,,51246,,1.6%
42,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",,3500,-,3500,,3500,,0.1%
43,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Debt to Vessel Holdings II, LLC (13.00%, in non-accrual status, due 11/25/2018)",,13000,-,13000,,11928,,0.4%
44,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Debt to Vessel Holdings III, LLC (13.00%, due 12/3/2018)",,16000,-,16000,,14584,,0.5%
45,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",,1449,-,1449,,-,,0.0%
46,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,1449,-,8318,,3539,,0.1%
47,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Energy,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,1449,-,42267,,33551,,1.1%
48,,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",,273260,-,273260,,273260,,8.4%
49,,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,273260,-,44693,,34648,,1.1%
50,,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue & Distributions),,273260,-,-,,14603,,0.5%
51,,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue & Distributions),,273260,-,317953,,322511,,10.0%
52,,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",,17500,-,17500,,12414,,0.4%
53,,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock - Series A (99,900 shares)",,17500,-,25950,,-,,0.0%
54,,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock - Series A (99,900 shares)",,17500,-,43450,,12414,,0.4%
55,,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",,1688,-,1686,,-,,0.0%
56,,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",,1170,-,1170,,-,,0.0%
57,,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Common Stock (1,000 shares)",,1170,-,975,,-,,0.0%
58,,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Common Stock (1,000 shares)",,1170,-,3831,,-,,0.0%
59,,"Manx Energy, Inc.  (12)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",,225,-,225,,-,,0.0%
60,,"Manx Energy, Inc.  (12)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Preferred Stock (6,635 shares)",,225,-,-,,-,,0.0%
61,,"Manx Energy, Inc.  (12)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Common Stock (17,082 shares)",,225,-,-,,-,,0.0%
62,,"Manx Energy, Inc.  (12)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Common Stock (17,082 shares)",,225,-,225,,-,,0.0%
63,,MITY Holdings of Delaware Inc.  (17),,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 9/19/2019)  (4)",,22968,-,22968,,22968,,0.7%
64,,MITY Holdings of Delaware Inc.  (17),,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)  (3), (4)",,18250,-,18250,,18250,,0.6%
65,,MITY Holdings of Delaware Inc.  (17),,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,18250,-,6943,,6943,,0.2%
66,,MITY Holdings of Delaware Inc.  (17),,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,18250,-,48161,,48161,,1.5%
67,,Portfolio Company,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,Fair  Value  (2),,% of Net  Assets
68,,LEVEL 3 PORTFOLIO INVESTMENTS:,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
69,,Control Investments (greater than 25.00% voting control)  (42),,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
70,,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",,"$ 21,308",-,"$ 21,308",,"$ 21,308",,0.7%
71,,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,"$ 21,308",-,3843,,3843,,0.1%
72,,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,"$ 21,308",-,-,,1739,,0.1%
73,,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,"$ 21,308",-,25151,,26890,,0.9%
74,,"NMMB Holdings, Inc.  (24)",,New York / Media,Members Units - Class B-1 (1 unit),"Senior Secured Note (14.00%, due 5/6/2016)",,10714,-,10714,,10714,,0.3%
75,,"NMMB Holdings, Inc.  (24)",,New York / Media,Members Units - Class B-1 (1 unit),"Series A Preferred Stock (8,086 shares)",,10714,-,12486,,453,,0.0%
76,,"NMMB Holdings, Inc.  (24)",,New York / Media,Members Units - Class B-1 (1 unit),"Series A Preferred Stock (8,086 shares)",,10714,-,23200,,11167,,0.3%
77,,"NPH Property Holdings, LLC  (40)",,Texas / Real Estate,Members Units - Class B-1 (1 unit),"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",,88109,-,88109,,88109,,2.7%
78,,"NPH Property Holdings, LLC  (40)",,Texas / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,88109,-,18135,,18135,,0.6%
79,,"NPH Property Holdings, LLC  (40)",,Texas / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,88109,-,106244,,106244,,3.3%
80,,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (3), (4)",,32750,-,32750,,32750,,1.0%
81,,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (200,000 warrants, expiring 6/30/2017)",,32750,-,1682,,6692,,0.2%
82,,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Common Stock (545,107 shares)",,32750,-,5087,,18238,,0.6%
83,,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Common Stock (545,107 shares)",,32750,-,39519,,57680,,1.8%
84,,"UPH Property Holdings, LLC  (41)",,Georgia / Real Estate,Members Units - Class B-1 (1 unit),"Senior Secured Note (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",,18855,-,18855,,18855,,0.6%
85,,"UPH Property Holdings, LLC  (41)",,Georgia / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,18855,-,3707,,3707,,0.1%
86,,"UPH Property Holdings, LLC  (41)",,Georgia / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),,18855,-,22562,,22562,,0.7%
87,,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",,35648,-,35648,,28163,,0.9%
88,,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3),(4)",,10054,-,10054,,10054,,0.3%
89,,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),"Common Stock (50,000 shares)",,10054,-,9526,,-,,0.0%
90,,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,10054,-,-,,724,,0.0%
91,,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,10054,-,55228,,38941,,1.2%
92,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",,22000,-,-,,4043,,0.1%
93,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",,2753,-,2000,,-,,0.0%
94,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",,54,-,50,,-,,0.0%
95,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",,8258,-,5991,,-,,0.0%
96,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,8258,-,-,,-,,0.0%
97,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Net Profits Interest (8.00% payable on Equity distributions)  (7),,8258,-,-,,520,,0.0%
98,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Net Profits Interest (8.00% payable on Equity distributions)  (7),,8258,-,8041,,4563,,0.1%
99,,"Wolf Energy Holdings,  Inc.  (12), (37)",,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Total Control Investments,,1236286,-,1163300,,36.0%,,
100,,Portfolio Company,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,Fair  Value  (2),,% of Net  Assets
101,,LEVEL 3 PORTFOLIO INVESTMENTS:,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
102,,Affiliate Investments (5.00% to 24.99% voting control)  (43),,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
103,,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3),(4)",,"$ 29,250",-,"$ 29,250",,"$ 29,250",,0.9%
104,,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Preferred Stock Series A (9,925.455 shares)  (13)",,"$ 29,250",-,2300,,1869,,0.1%
105,,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Preferred Stock Series B (1,753.64 shares)  (13)",,"$ 29,250",-,579,,405,,0.0%
106,,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Preferred Stock Series B (1,753.64 shares)  (13)",,"$ 29,250",-,32129,,31524,,1.0%
107,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan A (10.00% plus 1.00% PIK, due 9/15/2015)",,1621,-,1621,,1621,,0.0%
108,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (10.00% plus 1.00% PIK, due 9/15/2015)",,4918,-,4918,,3990,,0.1%
109,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan C (10.00% plus 1.00% PIK, due 9/15/2015)",,2383,-,2383,,-,,0.0%
110,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.00% plus 1.00% PIK, due 9/15/2015)",,8368,-,8227,,-,,0.0%
111,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Preferred Stock (1,000,000 shares)",,8368,-,-,,-,,0.0%
112,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Common Stock (10,000 shares)",,8368,-,-,,-,,0.0%
113,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Warrants (1 warrant, expiring 8/31/2022)",,8368,-,-,,-,,0.0%
114,,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Warrants (1 warrant, expiring 8/31/2022)",,8368,-,17149,,5611,,0.1%
115,,"Smart, LLC  (14)",,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Membership Interest,,8368,-,-,,1745,,0.1%
116,,"Smart, LLC  (14)",,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Membership Interest,,8368,-,-,,1745,,0.1%
117,,"Smart, LLC  (14)",,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Total Affiliate Investments,,49278,-,38880,,1.2%,,
118,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Total Affiliate Investments,,49278,-,38880,,,,
119,,"Aderant North America, Inc.",,Georgia / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",,7000,-,6907,,7000,,0.2%
120,,"Aderant North America, Inc.",,Georgia / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",,7000,-,6907,,7000,,0.2%
121,,"Aircraft Fasteners International, LLC",,California / Machinery,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock (32,500 units)",,7000,-,396,,571,,0.0%
122,,"Aircraft Fasteners International, LLC",,California / Machinery,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock (32,500 units)",,7000,-,396,,571,,0.0%
123,,"ALG USA Holdings, LLC",,"Pennsylvania / Hotels, Restaurants & Leisure",Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",,12000,-,11778,,12000,,0.4%
124,,"ALG USA Holdings, LLC",,"Pennsylvania / Hotels, Restaurants & Leisure",Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",,12000,-,11778,,12000,,0.4%
125,,"Allied Defense Group, Inc.",,Virginia / Aerospace & Defense,Members Units - Class B-1 (1 unit),"Common Stock (10,000 shares)",,12000,-,5,,-,,0.0%
126,,"Allied Defense Group, Inc.",,Virginia / Aerospace & Defense,Members Units - Class B-1 (1 unit),"Common Stock (10,000 shares)",,12000,-,5,,-,,0.0%
127,,"American Broadband Holding Company and Cameron Holdings of NC, Inc",,North Carolina / Telecommunication Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4)",,75000,-,75000,,75000,,2.3%
128,,"American Broadband Holding Company and Cameron Holdings of NC, Inc",,North Carolina / Telecommunication Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4)",,75000,-,75000,,75000,,2.3%
129,,American Gilsonite Company,,Utah / Specialty Minerals,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.50%, due 9/1/2017)",,38500,-,38500,,38500,,1.2%
130,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,Utah / Specialty Minerals,Members Units - Class B-1 (1 unit),-,,1988,-,0.1%,,,,
131,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,Utah / Specialty Minerals,Members Units - Class B-1 (1 unit),-,,1988,-,38500,,40488,,1.3%
132,,Portfolio Company,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,Fair  Value  (2),,% of Net  Assets
133,,LEVEL 3 PORTFOLIO INVESTMENTS:,,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
134,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),,Principal  Value,-,Cost,,,,
135,,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),,"$ 20,525",-,"$ 18,932",,"$ 20,196",,0.6%
136,,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),,"$ 20,525",-,18932,,20196,,0.6%
137,,"Apidos CLO XI, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),,38340,-,35440,,38755,,1.2%
138,,"Apidos CLO XI, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),,38340,-,35440,,38755,,1.2%
139,,"Apidos CLO XII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),,44063,-,42873,,41681,,1.3%
140,,"Apidos CLO XII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),,44063,-,42873,,41681,,1.3%
