,0,1,2,3,4,5,6,7,8,9,10,11,12
30,CCPI Holdings Inc.  (33),,Ohio / Manufacturing,,"Senior Secured Note (10.00%, due 12/31/2017)",,"$ 17,775",,"$ 17,775",,"$ 17,775",,0.7%
31,,,,,"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",,7526,,7526,,7526,,0.3%
32,,,,,Common Stock (100 shares),,,,8581,,8581,,0.3%
33,,,,,Net Revenue Interest (4% of Net Revenue),,,,-,,-,,0.0%
34,,,,,,,,,33882,,33882,,1.3%
35,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2020)  (4), (25)",,38082,,38082,,38082,,1.5%
36,,,,,Common Stock (100 shares),,,,9581,,7342,,0.3%
37,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,2907,,0.1%
38,,,,,,,,,47663,,48331,,1.9%
39,"Energy Solutions Holdings, Inc.  (8)",,Texas / Gas Gathering and Processing,,"Senior Secured Note (18.00%, due 12/11/2016)",,750,,750,,750,,0.0%
40,,,"Junior Secured Note (18.00%, due 12/12/2016)",,12000,,12000,,12000,,0.5%,,
41,,,,,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",,3500,,3500,,3500,,0.1%
42,,,,,"Subordinated Secured Note to Freedom Marine Holdings, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, due 12/31/2011)  (4)",,13765,,12503,,5134,,0.2%
43,,,,,"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",,1449,,1449,,-,,0.0%
44,,,,,Escrow Receivable,,,,-,,-,,0.0%
45,,,,Common Stock (100 shares),,,,8318,,9558,,0.4%,
46,,,,,,,,,38520,,30942,,1.2%
47,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",,264760,,264760,,264760,,10.4%
48,,,,,"Common Stock (83,729,323 shares)",,,,43193,,30398,,1.2%
49,,,,,Net Revenue Interest (5% of Net Revenue & Distributions),,,,-,,-,,0.0%
50,,,,,,,,,307953,,295158,,11.6%
51,"Manx Energy, Inc. (“Manx”)  (12)",,Kansas / Oil & Gas Production,,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, due 6/21/2013)",,3550,,3550,,-,,0.0%
52,,,,,"Preferred Stock (6,635 shares)",,,,6307,,-,,0.0%
53,,,,"Common Stock (17,082 shares)",,,,1171,,-,,0.0%,
54,,,,,,,,,11028,,-,,0.0%
55,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",,21308,,21308,,21308,,0.8%
56,,,,,Membership Units (100 shares),,,,3843,,2127,,0.1%
57,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1716,,0.1%,
58,,,,,,,,,25151,,25151,,1.0%
59,"NMMB Holdings, Inc.  (24)",New York / Media,,"Senior Term Loan (14.00%, due 5/6/2016)",,16000.0,,16000,,14506,,0.6%,
60,,,,,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",,2800,,2800,,-,,0.0%
61,,,,,"Series A Preferred Stock (4,400 shares)",,,,4400,,-,,0.0%
62,,,,,,,,,23200,,14506,,0.6%
63,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
64,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
65,Control Investments (25.00% or greater of voting control),,,,,,,,,,,,
66,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,,"Senior Subordinated Note (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor,) due 5/30/2018)  (4)",,"$ 9,500",,"$ 9,500",,"$ 9,500",,0.4%
67,,,,,"Warrants (200,000 warrants, expiring 6/30/2017)",,,,1682,,6916,,0.3%
68,,,,,"Common Stock (545,107 shares)",,,,5087,,18850,,0.7%
69,,,,,,,,,16269,,35266,,1.4%
70,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,,"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, due 3/21/2012 – 4/10/2013)",,1688,,"$ 1,686",,-,,0.0%
71,,,,,"Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",,1170,,1170,,-,,0.0%
72,,,,,"Common Stock (1,000 shares)",,,,975,,-,,0.0%
73,,,,,,,,,3831,,-,,0.0%
74,"Valley Electric Co. of Mt. Vernon, Inc.  (35)",,Washington / Construction & Engineering,,"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",,33305,,33305,,33305,,1.3%
75,,,,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)",,10013.0,,10013.0,,10013.0,,0.4%,
76,,,,,"Common Stock (50,000 Shares)",,,,9526,,8358,,0.3%
77,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1168,,0.0%
78,,,,,,,,,52844,,52844,,2.0%
79,"Wolf Energy Holdings, Inc.  (12)",,Kansas / Oil & Gas Production,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, due 6/21/2013)",,2590,,2000,,202,,0.0%
80,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status due 5/28/2013)",,50,,50,,4,,0.0%
81,,,,,"Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, due 6/21/2013)  (6)",,7773,,5991,,605,,0.0%
82,,,,,Common Stock (100 Shares),,,,-,,-,,0.0%
83,,,,,,,,,8041,,811,,0.0%
84,,,,,Total Control Investments,,715301,,675305,,26.4%,,
85,Affiliate Investments (5.00% to 24.99% voting control),,,,,,,,,,,,
86,"BNN Holdings Corp., (f/k/a Biotronic NeuroNetwork)",,Michigan / Healthcare,,"Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (4)",,29700,,29700,,29700,,1.2%
87,,,,"Preferred Stock Series A (9,925.455 shares)  (13)",,,,2300.0,,2538.0,,0.1%,
88,,,,"Preferred Stock Series B (1,753.64 shares)  (13)",,,,579.0,,639.0,,0.0%,
89,,,,,,,,,32579,,32877,,1.3%
90,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
91,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
92,Affiliate Investments (5.00% to 24.99% voting control),,,,,,,,,,,,
93,Boxercraft Incorporated  (20),,Georgia / Textiles & Leather,,"Senior Secured Term Loan A (10.00% plus 5.00% PIK, due 9/16/2013)",,"$ 1,698",,"$ 1,670",,"$ 1,698",,0.1%
94,,,,,"Senior Secured Term Loan B (10.00% plus 5.00% PIK, due 9/16/2013)",,4851,,4675,,4851,,0.2%
95,,,,,"Senior Secured Term Loan C (10.00% plus 5.00% PIK, due 9/16/2013)",,2351,,2351,,2319,,0.1%
96,,,,,"Senior Secured Term Loan (10.00% plus 5.00% PIK, due 3/16/2014)",,8254,,7674,,-,,0.0%
97,,,,,"Preferred Stock (1,000,000 shares)",,,,-,,-,,0.0%
98,,,,,"Common Stock (10,000 shares)",,,,-,,-,,0.0%
99,,,,,"Warrants (1 warrant, expiring 8/31/2022)",,,,-,,-,,0.0%
100,,,,,,,,,16370,,8868,,0.4%
101,"Smart, LLC  (14)",,New York / Diversified / Conglomerate Service,,Membership Interest,,,,-,,-,,0.0%
102,,,,,,,,,-,,-,,0.0%
103,,,,,Total Affiliate Investments,,48949,,41745,,1.7%,,
104,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
105,"ADAPCO, Inc.",,Florida / Ecological,,"Common Stock (5,000 shares)",,,,141,,306,,0.0%
106,,,,,,,,,141,,306,,0.0%
107,"Aderant North America, Inc.",,Georgia / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",,7000,,6898,,7000,,0.3%
108,,,,,,,,,6898,,7000,,0.3%
109,"Aircraft Fasteners International, LLC",,California / Machinery,,"Convertible Preferred Stock (32,500 units)",,,,396,,539,,0.0%
110,,,,,,,,,396,,539,,0.0%
111,"ALG USA Holdings, LLC",,"Pennsylvania / Hotels, Restaurants & Leisure",,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor,) due 2/28/2020)  (4)",,12000,,11764,,11764,,0.5%
112,,,,,,,,,11764,,11764,,0.5%
113,American Gilsonite Company,,Utah / Specialty Minerals,,"Second Lien Term Loan (11.50%, due 9/1/2017)",,38500,,38500,,38500,,1.5%
114,,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,,,-,,5038,,0.2%,,
115,,,,,,,,,38500,,43538,,1.7%
116,"Apidos CLO VIII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,19730,,19681,,20450,,0.8%
117,,,,,,,,,19681,,20450,,0.8%
118,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,20525,,19635,,19614,,0.8%
119,,,,,,,,,19635,,19614,,0.8%
120,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
121,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
122,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
123,"Apidos CLO XI, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 38,340",,"$ 38,715",,"$ 38,306",,1.5%
124,,,,,,,,,38715,,38306,,1.5%
125,"Apidos CLO XII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,44063,,42961,,42957,,1.7%
126,,,,,,,,,42961,,42957,,1.7%
127,"Arctic Glacier U.S.A, Inc.",,Canada / Food Products,,"Subordinated Unsecured (12.00% plus 3.00% PIK , due 7/27/2019)",,86751,,86751,,86751,,3.4%
128,,,,,,,,,86751,,86751,,3.4%
129,"Atlantis Healthcare Group (Puerto Rico), Inc  (4)",,Puerto Rico / Healthcare,,"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)  (25), (26)",,-,,-,,-,,0.0%
130,,,,,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor,) due 2/21/2018)",,39451,,39451,,39451,,1.5%
131,,,,,,,,,39451,,39451,,1.5%
132,Babson CLO Ltd 2011-I.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35000,,35026,,35991,,1.4%
133,,,,,,,,,35026,,35991,,1.4%
134,Babson CLO Ltd 2012-IA.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,29075,,26884,,28619,,1.1%
135,,,,,,,,,26884,,28619,,1.1%
136,Babson CLO Ltd 2012-IIA.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,27850,,29471,,28332,,1.1%
137,,,,,,,,,29471,,28332,,1.1%
138,"Broder Bros., Co.",,"Pennsylvania /Textiles, Apparel & Luxury Goods",,"Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018  (4)",,100000,,100000,,100000,,3.9%
139,,,,,,,,,100000,,100000,,3.9%
140,Byrider Systems Acquisition Corp  (22),,Indiana / Auto Finance,,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",,15833,,15833,,15176,,0.6%
141,,,,,,,,,15833,,15176,,0.6%
142,"Caleel + Hayden, LLC  (14), (31)",,Colorado / Personal & Nondurable Consumer Products,,"Membership Units (13,220 shares)",,,,-,,129,,0.0%
143,,,Escrow Receivable,,,,-,,103,,0.0%,,
144,,,,,,,,,-,,232,,0.0%
145,"Capstone Logistics, LLC.  (4)",,Georgia / Commercial Services,,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)",,97291,,97291,,97291,,3.8%
146,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)",,100000,,100000,,100000,,3.9%
147,,,,,,,,,197291,,197291,,7.7%
148,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
149,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
150,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
151,"Cargo Airport Services USA, LLC",,New York / Transportation,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/31/2016)  (3), (4)",,"$ 45,273",,"$ 45,273",,"$ 45,273",,1.8%
152,,,,,Common Equity (1.6 units),,,,1639,,2259,,0.1%
153,,,,,,,,,46912,,47532,,1.9%
154,Cent 17 CLO Limited  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,24870,,24469,,24293,,1.0%
155,,,,,,,,,24469,,24293,,1.0%
156,"CIFC Funding 2011-I, Ltd.  (4), (22)",,Cayman Islands / Diversified Financial Services,,"Secured Class D Notes (5.30% (LIBOR + 5.00%), due 1/19/2023)",,19000,,14965,,16283,,0.6%
157,,,,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",,15400.0,,12597.0,,13561.0,,0.5%,
158,,,,,,,,,27562,,29844,,1.1%
159,"Cinedigm DC Holdings, LLC  (4)",,New York/ Software & Computer Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% floor) plus 2.50% PIK, due 3/31/2021)",,70151,,70151,,70151,,2.7%
160,,,,,,,,,70151,,70151,,2.7%
161,"The Copernicus Group, Inc.",,North Carolina / Healthcare,,Escrow Receivable,,,,-,,320,,0.0%
162,,,,,,,,,-,,320,,0.0%
163,"Correctional Healthcare Holding Company, Inc.",,Colorado / Healthcare,,Second Lien Term Loan (11.25% due 1/11/2020)  (3),,27100,,27100,,27100,,1.1%
164,,,,,,,,,27100,,27100,,1.1%
165,"Coverall North America, Inc.",,Florida / Commercial Services,,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% floor), due 12/17/2017)  (3) ,(4)",,39551,,39551,,39551,,1.5%
166,,,,,,,,,39551,,39551,,1.5%
167,"CP Well Testing, LLC",,Oklahoma / Oil & Gas Products,,"Senior Secured Term Loan (13.50% (LIBOR + 11.00% with 2.50% floor), due 10/03/2017)  (4)",,19935,,19935,,19935,,0.8%
168,,,,,,,,,19935,,19935,,0.8%
169,"CRT MIDCO, LLC",,Wisconsin / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",,72375,,72375,,72376,,2.8%
170,,,,,,,,,72375,,72376,,2.8%
171,"Deltek, Inc.",,Virginia/ Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (4)",,12000,,11828,,11828,,0.5%
172,,,,,,,,,11828,,11828,,0.5%
173,"Diamondback Operating, LP",,Oklahoma / Oil & Gas Production,,Net Profits Interest (15.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%
174,,,,,,,,,-,,-,,0.0%
175,"Edmentum, Inc (f/k/a Archipelago Learning, Inc)  (4)",,Minnesota / Consumer Services,,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",,50000,,48167,,50000,,2.0%
176,,,,,,,,,48167,,50000,,2.0%
177,"Empire Today, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Note (11.375%, due 2/1/2017)",,15699,,15312,,15700,,0.6%
178,,,,,,,,,15312,,15700,,0.6%
179,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
180,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
181,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
182,EIG Investors Corp,,Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",,"$ 22,000",,"$ 21,788",,"$ 22,000",,0.9%,
183,,,,,,,,,21788,,22000,,0.9%
184,EXL Acquisition Corp.,,South Carolina / Biotechnology,,Escrow Receivable,,-,,-,,14,,0.0%
185,,,,,,,,,-,,14,,0.0%
186,"Evanta Ventures, Inc.  (11)",,Oregon / Commercial Services,,"Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",,10453,,10453,,10453,,0.4%
187,,,,,,,,,10453,,10453,,0.4%
188,"Fairchild Industrial Products, Co.",,North Carolina / Electronics,,Escrow Receivable,,-,,-,,147,,0.0%
189,,,,,,,,,-,,147,,0.0%
190,"Fischbein, LLC",,North Carolina / Machinery,,Escrow Receivable,,,,-,,529,,0.0%
191,,,"Membership Class A (875,000 units)",,,,875,,2771,,0.1%,,
192,,,,,,,,,875,,3300,,0.1%
193,"Focus Brands, Inc.  (4)",,Georgia / Consumer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",,18000,,17723,,17723,,0.7%
194,,,,,,,,,17723,,17723,,0.7%
195,"FPG, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)",,21677,,21677,,21677,,0.8%
196,,,"Common Stock (5,638 shares)",,,,27,,97,,0.0%,,
197,,,,,,,,,21704,,21774,,0.8%
198,"Galaxy XII CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,22000,,20930,,22739,,0.9%
199,,,,,,,,,20930,,22739,,0.9%
200,"Galaxy XV CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35025,,31713,,31624,,1.2%
201,,,,,,,,,31713,,31624,,1.2%
202,Grocery Outlet Inc.,,California / Retail,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",,17500,,17161,,17500,,0.7%
203,,,,,,,,,17161,,17500,,0.7%
204,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",,41475,,41475,,41475,,1.6%
205,,,,,,,,,41475,,41475,,1.6%
206,"H&M Oil & Gas, LLC",,Texas / Oil & Gas Production,,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 1/1/2011, past due)  (4)",,64263,,60019,,39677,,1.5%
207,,,,"Senior Secured Note (18.00% PIK, in non-accrual status effective 4/27/2012, past due)",,4823,,4130,,4822,,0.2%,
208,,,,"Senior Secured Note (8.00% PIK, due 3/31/2013)",,133,,130,,133,,0.0%,
209,,,,Net Profits Interest (8.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,
210,,,,,,,,,64279,,44632,,1.7%
211,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
212,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
213,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
214,"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 23,188",,"$ 23,032",,"$ 22,944",,0.9%
215,,,,,,,,,23032,,22944,,0.9%
216,"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,40400,,40289,,40238,,1.6%
217,,,,,,,,,40289,,40238,,1.6%
218,"Hoffmaster Group, Inc.  (4)",,Wisconsin / Durable Consumer Products,,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",,20000,,19826,,19826,,0.8%
219,,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",,1000,,991,,991,,0.0%,,
220,,,,,,,,,20817,,20817,,0.8%
221,"ICON Health & Fitness, Inc.",,Utah / Durable Consumer Products,,"Senior Secured Note (11.875% , due 10/15/2016)  (3)",,43100,,43323,,37868,,1.5%
222,,,,,,,,,43323,,37868,,1.5%
223,"IDQ Holdings, Inc.",,Texas / Automobile,,"Senior Secured Note (11.50%, due 4/1/2017)",,12500,,12289,,12500,,0.5%
224,,,,,,,,,12289,,12500,,0.5%
225,"ING IM CLO 2012-II, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,38070,,35965,,38297,,1.5%
226,,,,,,,,,35965,,38297,,1.5%
227,"ING IM CLO 2012- III, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,46632,,45736,,47294,,1.9%
228,,,,,,,,,45736,,47294,,1.9%
229,"ING IM CLO 2012- IV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,40613,,40597,,41132,,1.6%
230,,,,,,,,,40597,,41132,,1.6%
231,Injured Workers Pharmacy LLC,,Massachusetts / Healthcare,,"Second Lien Debt (12.00% (LIBOR + 7.50% with 4.50% LIBOR floor) plus 1.00% PIK, due 11/4/2017)  (3), (4)",,15215,,15215,,15215,,0.6%
232,,,,,,,,,15215,,15215,,0.6%
233,"Interdent, Inc  (4)",,California / Healthcare,,"Revolving Line of Credit - $10,000 Commitment (10.50% (LIBOR + 8.25% with 2.25% LIBOR floor), due 2/3/2013)  (25)",,8250,,8250,,8250,,0.3%
234,,,,,"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",,53819,,53819,,53819,,2.1%
235,,,,,"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3),",,55000,,55000,,55000,,2.2%
236,,,,,,,,,117069,,117069,,4.6%
237,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
238,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
239,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
240,"JHH Holdings, Inc.",,Texas / Healthcare,,"Second Lien Debt (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)  (3), (4)",,"$ 16,041",,"$ 16,041",,"$ 16,041",,0.6%
241,,,,,,,,,16041,,16041,,0.6%
242,"LaserShip, Inc.  (4)",,Virginia / Transportation,,"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",,-,,-,,-,,0.0%
243,,,,,"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",,37266,,37266,,37266,,1.5%
244,,,,,,,,,37266,,37266,,1.5%
245,LHC Holdings Corp.,,Florida / Healthcare,,"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",,-,,-,,-,,0.0%
246,,,,,"Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",,3164,,3137,,3137,,0.1%
247,,,,,Membership Interest (125 units),,,,215,,245,,0.0%
248,,,,,,,,,3352,,3382,,0.1%
