,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
110,"ADAPCO, Inc.",,Florida / Ecological,,"Common Stock (5,000 shares)",,,,-,,-,,0.0%,,
111,,,,,,,,,-,,-,,0.0%,,
112,"Aderant North America, Inc.",,Georgia / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",,7000,,6904,,7000,,0.2%,,
113,,,,,,,,,6904,,7000,,0.2%,,
114,"Aircraft Fasteners International, LLC",,California / Machinery,,"Convertible Preferred Stock (32,500 units)",,,,396,,570,,0.0%,,
115,,,,,,,,,396,,570,,0.0%,,
116,"ALG USA Holdings, LLC",,"Pennsylvania / Hotels, Restaurants & Leisure",,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",,12000,,11772,,12000,,0.4%,,
117,,,,,,,,,11772,,12000,,0.4%,,
118,"Allied Defense Group, Inc.",,Virginia / Aerospace & Defense,,"Common Stock (10,000 shares)",,,,56,,-,,0.0%,,
119,,,,,,,,,56,,-,,0.0%,,
120,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",,North Carolina / Telecommunication Services,,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4)",,75000,,75000,,75000,,2.6%,,
121,,,,,,,,,75000,,75000,,2.6%,,
122,American Gilsonite Company,,Utah / Specialty Minerals,,"Second Lien Term Loan (11.50%, due 9/1/2017)",,38500,,38500,,38500,,1.3%,,
123,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,,,-,,3169,,0.1%,,,,,
124,,,,,,,,,38500,,41669,,1.4%,,
125,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
126,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
127,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
128,"Apidos CLO VIII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 19,730",,"$ 19,888",,"$ 20,367",,0.7%,,
129,,,,,,,,,19888,,20367,,0.7%,,
130,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,20525,,19194,,20073,,0.7%,,
131,,,,,,,,,19194,,20073,,0.7%,,
132,"Apidos CLO XI, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,38340,,36157,,38528,,1.3%,,
133,,,,,,,,,36157,,38528,,1.3%,,
134,"Apidos CLO XII, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,44063,,43710,,41339,,1.4%,,
135,,,,,,,,,43710,,41339,,1.4%,,
136,"Apidos CLO XV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,36515,,36515,,36402,,1.3%,,
137,,,,,,,,,36515,,36402,,1.3%,,
138,"Arctic Glacier U.S.A, Inc.  (3), (4)",,Minnesota / Food Products,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)",,150000,,150000,,150000,,5.2%,,
139,,,,,,,,,150000,,150000,,5.2%,,
140,Armor Holding II LLC  (16),,New York / Diversified Financial Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)  (3), (4)",,7000,,6864,,6864,,0.2%,,
141,,,,,,,,,6864,,6864,,0.2%,,
142,"Atlantis Healthcare Group (Puerto Rico), Inc.  (4)",,Puerto Rico / Healthcare,,"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)  (25), (26)",,2000,,2000,,2000,,0.1%,,
143,,,,,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)  (3)",,39253,,39253,,37307,,1.3%,,
144,,,,,,,,,41253,,39307,,1.4%,,
145,Babson CLO Ltd 2011-I  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35000,,35301,,35724,,1.2%,,
146,,,,,,,,,35301,,35724,,1.2%,,
147,Babson CLO Ltd 2012-IA  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,29075,,25083,,28208,,1.0%,,
148,,,,,,,,,25083,,28208,,1.0%,,
149,Babson CLO Ltd 2012-IIA  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,27850,,28403,,28571,,1.0%,,
150,,,,,,,,,28403,,28571,,1.0%,,
151,"Blue Coat Systems, Inc.  (16)",,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)  (4)",,11000,,10893,,10893,,0.4%,,
152,,,,,,,,,10893,,10893,,0.4%,,
153,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
154,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
155,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
156,"Broder Bros., Co.",,"Pennsylvania / Textiles, Apparel & Luxury Goods",,"Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)  (3), (4)",,"$ 99,000",,"$ 99,000",,"$ 99,000",,3.4%,,
157,,,,,,,,,99000,,99000,,3.4%,,
158,Brookside Mill CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,26000,,24235,,25162,,0.9%,,
159,,,,,,,,,24235,,25162,,0.9%,,
160,Byrider Systems Acquisition Corp.  (22),,Indiana / Auto Finance,,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",,10972,,10972,,10855,,0.4%,,
161,,,,,,,,,10972,,10855,,0.4%,,
162,"Caleel + Hayden, LLC  (14), (31)",,Colorado / Personal & Nondurable Consumer Products,,"Membership Units (13,220 shares)",,,,-,,147,,0.0%,,
163,,Escrow Receivable,,,,-,,89,,0.0%,,,,,
164,,,,,,,,,-,,236,,0.0%,,
165,"Capstone Logistics, LLC  (4)",,Georgia / Commercial Services,,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)",,96683,,96683,,96683,,3.4%,,
166,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)  (3)",,100000,,100000,,100000,,3.4%,,
167,,,,,,,,,196683,,196683,,6.8%,,
168,"Cargo Airport Services USA, LLC",,New York / Transportation,,Common Equity (1.6 units),,,,1639,,1833,,0.1%,,
169,,,,,,,,,1639,,1833,,0.1%,,
170,Cent 17 CLO Limited  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,24870,,23837,,25818,,0.9%,,
171,,,,,,,,,23837,,25818,,0.9%,,
172,"CIFC Funding 2011-I, Ltd.  (4), (22)",,Cayman Islands / Diversified Financial Services,,"Secured Class D Notes (5.27% (LIBOR + 5.00%), due 1/19/2023)",,19000,,15096,,16144,,0.5%,,
173,,,,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",,15400,,12680,,13176,,0.5%,,,
174,,,,,,,,,27776,,29320,,1.0%,,
175,"CIFC Funding 2013-III, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,44100,,41528,,42852,,1.5%,,
176,,,,,,,,,41528,,42852,,1.5%,,
177,"Cinedigm DC Holdings, LLC  (4)",,New York / Software & Computer Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",,69315,,69315,,69315,,2.4%,,
178,,,,,,,,,69315,,69315,,2.4%,,
179,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
180,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
181,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
182,"The Copernicus Group, Inc.",,North Carolina / Healthcare,,Escrow Receivable,,,,$ -,,$ 131,,0.0%,,
183,,,,,,,,,-,,131,,0.0%,,
184,"Correctional Healthcare Holding Company, Inc.",,Colorado / Healthcare,,"Second Lien Term Loan (11.25%, due 1/11/2020)  (3)",,"$ 27,100",,27100,,27100,,0.9%,,
185,,,,,,,,,27100,,27100,,0.9%,,
186,"Coverall North America, Inc.",,Florida / Commercial Services,,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)  (3) ,(4)",,44122,,44122,,44122,,1.5%,,
187,,,,,,,,,44122,,44122,,1.5%,,
188,"CRT MIDCO, LLC",,Wisconsin / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",,70731,,70731,,70731,,2.4%,,
189,,,,,,,,,70731,,70731,,2.4%,,
190,"Deltek, Inc.",,Virginia / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (4)",,12000,,11837,,12000,,0.4%,,
191,,,,,,,,,11837,,12000,,0.4%,,
192,"Diamondback Operating, LP",,Oklahoma / Oil & Gas Production,,Net Profits Interest (15.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,,
193,,,,,,,,,-,,-,,0.0%,,
194,"Edmentum, Inc. (f/k/a Archipelago Learning, Inc.)  (4)",,Minnesota / Consumer Services,,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)  (3)",,50000,,48271,,50000,,1.7%,,
195,,,,,,,,,48271,,50000,,1.7%,,
196,EIG Investors Corp.,,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 5/09/2020)  (4), (16)",,22000,,21798,,22000,,0.8%,,
197,,,,,,,,,21798,,22000,,0.8%,,
198,"Empire Today, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Note (11.375%, due 2/1/2017)",,15700,,15353,,14180,,0.5%,,
199,,,,,,,,,15353,,14180,,0.5%,,
200,"Evanta Ventures, Inc.  (11)",,Oregon / Commercial Services,,"Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",,10506,,10506,,10717,,0.4%,,
201,,,,,,,,,10506,,10717,,0.4%,,
202,EXL Acquisition Corp.,,South Carolina / Biotechnology,,Escrow Receivable,,-,,-,,14,,0.0%,,
203,,,,,,,,,-,,14,,0.0%,,
204,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
205,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
206,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
207,"Fairchild Industrial Products, Co.",,North Carolina / Electronics,,Escrow Receivable,,,,$ -,,$ 135,,0.0%,,
208,,,,,,,,,-,,135,,0.0%,,
209,"Fischbein, LLC",,North Carolina / Machinery,,Escrow Receivable,,,,-,,227,,0.0%,,
210,,,,,,,,,-,,227,,0.0%,,
211,"Focus Brands, Inc.  (4)",,Georgia / Consumer Services,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",,"$ 18,000",,17742,,18000,,0.6%,,
212,,,,,,,,,17742,,18000,,0.6%,,
213,"FPG, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)",,21125,,21125,,20822,,0.7%,,
214,,,,,"Common Stock (5,638 shares)",,,,27,,13,,0.0%,,
215,,,,,,,,,21152,,20835,,0.7%,,
216,"Galaxy XII CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,22000,,20506,,23346,,0.8%,,
217,,,,,,,,,20506,,23346,,0.8%,,
218,"Galaxy XV CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35025,,32307,,31750,,1.1%,,
219,,,,,,,,,32307,,31750,,1.1%,,
220,"Galaxy XVI CLO, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,22575,,20945,,20484,,0.7%,,
221,,,,,,,,,20945,,20484,,0.7%,,
222,"Grocery Outlet, Inc.",,California / Retail,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",,14457,,14137,,14457,,0.5%,,
223,,,,,,,,,14137,,14457,,0.5%,,
224,"GTP Operations, LLC (f/k/a CI (Transplace) Holdings, LLC)  (4)",,Texas / Software & Computer Services,,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)  (3) ,(10)",,114425,,114425,,114425,,3.9%,,
225,,,,,,,,,114425,,114425,,3.9%,,
226,Gulf Coast Machine & Supply Company,,Texas / Manufacturing,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",,41213,,41213,,12998,,0.4%,,
227,,,,,,,,,41213,,12998,,0.4%,,
228,"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,23188,,21685,,23596,,0.8%,,
229,,,,,,,,,21685,,23596,,0.8%,,
230,"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,40400,,42890,,39564,,1.4%,,
231,,,,,,,,,42890,,39564,,1.4%,,
232,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
233,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
234,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
235,"Hoffmaster Group, Inc.  (4)",,Wisconsin / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",,"$ 20,000",,"$ 19,837",,"$ 19,122",,0.7%,,
236,,,,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",,1000.0,,991.0,,932.0,,0.0%,,,
237,,,,,,,,,20828,,20054,,0.7%,,
238,"ICON Health & Fitness, Inc.",,Utah / Durable Consumer Products,,"Senior Secured Note (11.875%, due 10/15/2016)  (3)",,43100,,43297,,37497,,1.3%,,
239,,,,,,,,,43297,,37497,,1.3%,,
240,"IDQ Holdings, Inc.",,Texas / Automobile,,"Senior Secured Note (11.50%, due 4/1/2017)",,12500,,12310,,12500,,0.4%,,
