,0,1,2,3,4,5,6,7,8,9,10,11
36,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(10)(11)(48)",24442,,24442,,24442,,0.7%,,,,
37,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(14)",5659,,7200,,5659,,0.2%,,,,
38,"Common Stock (42,053 shares)",,6849,,20161,,0.6%,,,,,
39,,,,,64741,,76512,,2.3%,,,
40,National Property REIT Corp.(26),Various / Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(10)(11)(48)",291315,,291315,,291315,,8.7%,,
41,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(10)(11)(48)",122314,,122314,,122314,,3.6%,,,,
42,"Senior Secured Term Loan C to ACL Loan Holdings, Inc. (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(10)(11)(14)(48)",59722,,59722,,59722,,1.8%,,,,
43,"Senior Secured Term Loan C to American Consumer Lending Limited (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 12/15/2020)(10)(11)(14)(48)",87130,,87130,,87130,,2.6%,,,,
44,"Common Stock (2,280,992 shares)(16)",,229815,,338046,,10.1%,,,,,
45,Net Operating Income Interest (5% of Net Operating Income),,-,,88777,,2.6%,,,,,
46,,,,,790296,,987304,,29.4%,,,
47,Nationwide Loan Company LLC(27),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(48)",16819,,16819,,16819,,0.5%,,
48,"Class A Units (32,456,159 units)(14)",,18183,,20126,,0.6%,,,,,
49,,,,,35002,,36945,,1.1%,,,
50,"NMMB, Inc.(28)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2021)",3714,,3714,,3714,,0.1%,,
51,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)",6900,,6900,,6900,,0.2%,,,,
52,"Series A Preferred Stock (7,200 shares)(16)",,7200,,5713,,0.2%,,,,,
53,"Series B Preferred Stock (5,669 shares)(16)",,5669,,4498,,0.1%,,,,,
54,,,,,23483,,20825,,0.6%,,,
55,"R-V Industries, Inc.",Pennsylvania / Machinery,"Senior Subordinated Note (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(10)(11)",28622,,28622,,28622,,0.9%,,
56,"Common Stock (745,107 shares)",,6866,,4056,,0.1%,,,,,
57,,,,,35488,,32678,,1.0%,,,
58,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (99,900 shares)(16)",,-,,1940,,0.1%,,,
59,Common Stock (100 shares)(16),,-,,-,,-%,,,,,
60,,,,,-,,1940,,0.1%,,,
61,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
62,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
63,Control Investments (greater than 25.00% voting control)(49),,,,,,,,,,,
64,USES Corp.(30),Texas / Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",,31068,,,28604,,,12517.0,0.4%
65,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",41475,,35568,,-,,-%,,,,
66,"Common Stock (268,962 shares)(16)",,-,,-,,-%,,,,,
67,,,,,64172,,12517,,0.4%,,,
68,"Valley Electric Company, Inc.(31)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(10)(11)(48)",10430,,10430,,10430,,0.3%,,
69,"Senior Secured Note (10.00% plus 8.50% PIK, due 6/23/2024)(48)",25624,,25624,,22079,,0.7%,,,,
70,"Common Stock (50,000 shares)(16)",,26204,,-,,-%,,,,,
71,,,,,62258,,32509,,1.0%,,,
72,"Wolf Energy, LLC(32)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),,-,,-,,-%,,,
73,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",,6801,,5662,,0.1%,,,,,
74,Net Profits Interest (8% of Equity Distributions)(4)(16),,-,,15,,-%,,,,,
75,,,,,6801,,5677,,0.1%,,,
76,,,1840731,,,1911775,,57.0%,,,,
77,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
78,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
79,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
80,American Gilsonite Company(34),Utah / Chemicals,Membership Interest (1.93%)(16),,,-,,,-,,-%,
81,,,,,-,,-,,-%,,,
82,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,,7597,,7597,,0.2%,,
83,,,,,7597,,7597,,0.2%,,,
84,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.54%, due 10/17/2028)(5)(14)",40500,,30494,,24777,,0.7%,,
85,,,,,30494,,24777,,0.7%,,,
86,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.73%, due 4/15/2025)(5)(14)",44063,,30745,,26047,,0.8%,,
87,,,,,30745,,26047,,0.8%,,,
88,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.29%, due 10/20/2025)(5)(14)",36515,,29491,,26083,,0.8%,,
89,,,,,29491,,26083,,0.8%,,,
90,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.51%, due 10/20/2027)(5)(6)(14)",31350,,26991,,25432,,0.8%,,
91,,,,,26991,,25432,,0.8%,,,
92,"Ark-La-Tex Wireline Services, LLC(32)",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.73% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(13)",26080,,1630,,1630,,-%,,
93,,,,,1630,,1630,,-%,,,
94,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.30% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,,6928,,7000,,0.2%,,
95,,,,,6928,,7000,,0.2%,,,
96,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",3850,,3850,,3850,,0.1%,,
97,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79560,,79560,,79560,,2.4%,,,,
98,,,,,83410,,83410,,2.5%,,,
99,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.01%, due 1/15/2026)(5)(6)(14)",52250,,42101,,39001,,1.2%,,
100,,,,,42101,,39001,,1.2%,,,
101,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.05% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",110876,,110876,,110876,,3.3%,,
102,"Senior Secured Term Loan B (13.55% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(11)",114901,,114901,,114901,,3.4%,,,,
103,,,,,225777,,225777,,6.7%,,,
104,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 1.29%, due 4/17/2025)(5)(14)",26000,,17178,,14022,,0.4%,,
105,,,,,17178,,14022,,0.4%,,,
106,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
107,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
108,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
109,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.82%, due 10/16/2028)(5)(14)",,58915,,,40792,,,35758.0,1.1%
110,,,,,40792,,35758,,1.1%,,,
111,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.48% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(13)",101517,,101071,,98468,,2.9%,,
112,,,,,101071,,98468,,2.9%,,,
113,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.61%, due 10/15/2026)(5)(6)(14)",25534,,19494,,19757,,0.6%,,
114,,,,,19494,,19757,,0.6%,,,
115,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.04%, due 10/20/2029)(5)(6)(14)",32200,,31449,,26745,,0.8%,,
116,,,,,31449,,26745,,0.8%,,,
117,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.00%, due 1/30/2025)(5)(14)",24870,,18100,,16708,,0.5%,,
118,,,,,18100,,16708,,0.5%,,,
119,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.81%, due 1/25/2026)(5)(14)",40275,,32105,,32148,,1.0%,,
120,,,,,32105,,32148,,1.0%,,,
121,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.47%, due 7/27/2026)(5)(6)(14)",48528,,36659,,36178,,1.1%,,
122,,,,,36659,,36178,,1.1%,,,
123,Centerfield Media Holding Company(35),California / Internet Software and Services,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",67320,,67320,,67320,,2.0%,,
124,"Senior Secured Term Loan B (13.80% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,,68000,,68000,,2.0%,,,,
125,,,,,135320,,135320,,4.0%,,,
126,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.42%, due 10/24/2025)(5)(14)",44100,,31233,,30265,,0.9%,,
127,,,,,31233,,30265,,0.9%,,,
128,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.16%, due 11/27/2024)(5)(14)",45500,,32859,,32708,,1.0%,,
129,,,,,32859,,32708,,1.0%,,,
130,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.85%, due 10/17/2026)(5)(6)(14)",41500,,30002,,29139,,0.9%,,
131,,,,,30002,,29139,,0.9%,,,
132,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.33%, due 10/21/2028)(5)(6)(14)",34000,,31780,,29513,,0.9%,,
133,,,,,31780,,29513,,0.9%,,,
134,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(48)",49156,,49106,,49156,,1.5%,,
135,,,,,49106,,49156,,1.5%,,,
136,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
137,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
138,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
139,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.30% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",,22658,,,22658,,,22658.0,0.7%
140,"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,,24938,,24938,,0.7%,,,,
141,,,,,47596,,47596,,1.4%,,,
142,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10000,,9831,,10000,,0.3%,,
143,,,,,9831,,10000,,0.3%,,,
144,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.23% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(13)",34000,,33389,,33389,,1.0%,,
145,,,,,33389,,33389,,1.0%,,,
146,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.98% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(13)",11500,,11295,,11500,,0.3%,,
147,,,,,11295,,11500,,0.3%,,,
148,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.30% (LIBOR + 10.00% with .25% LIBOR floor), due 9/30/2020)(3)(10)(11)",17194,,17194,,17066,,0.5%,,
149,,,,,17194,,17066,,0.5%,,,
150,"EZShield Parent, Inc.",Maryland / Internet Software & Services,"Senior Secured Term Loan A (7.98% (LIBOR + 6.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",14963,,14963,,14963,,0.4%,,
151,"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",15000,,15000,,15000,,0.5%,,,,
152,,,,,29963,,29963,,0.9%,,,
153,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",21544,,21544,,21544,,0.6%,,
154,"Delayed Draw Term Loan – $15,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2022)(10)(11)(15)",-,,-,,-,,-%,,,,
155,,,,,21544,,21544,,0.6%,,,
156,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.14%, due 4/15/2025)(5)(14)",50525,,33887,,33794,,1.0%,,
157,,,,,33887,,33794,,1.0%,,,
158,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.71%, due 11/16/2025)(5)(14)",24575,,17854,,16611,,0.5%,,
159,,,,,17854,,16611,,0.5%,,,
160,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.14%, due 7/15/2026)(5)(6)(14)",39905,,29502,,26833,,0.8%,,
161,,,,,29502,,26833,,0.8%,,,
162,"Global Employment Solutions, Inc.",Colorado / Professional Services,"Senior Secured Term Loan (10.48% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(13)",48131,,48131,,48131,,1.4%,,
163,,,,,48131,,48131,,1.4%,,,
164,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,,5086,,5086,,0.2%,,
165,,,,,5086,,5086,,0.2%,,,
166,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.76%, due 4/15/2025)(5)(14)",40400,,26949,,23937,,0.7%,,
167,,,,,26949,,23937,,0.7%,,,
168,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
169,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
170,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
171,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.70%, due 4/18/2026)(5)(14)",,24500,,,15982,,,15984.0,0.5%
172,,,,,15982,,15984,,0.5%,,,
173,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.39%, due 4/28/2025)(5)(6)(14)",41164,,27617,,27869,,0.8%,,
174,,,,,27617,,27869,,0.8%,,,
175,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.09%, due 10/18/2027)(5)(6)(14)",39598,,34205,,34938,,1.0%,,
176,,,,,34205,,34938,,1.0%,,,
177,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,,-,,864,,-%,,,
178,,,,,-,,864,,-%,,,
179,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.25%, due 11/18/2026)(5)(6)(14)",19025,,14955,,14047,,0.4%,,
180,,,,,14955,,14047,,0.4%,,,
181,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,,8919,,8800,,0.3%,,
182,,,,,8919,,8800,,0.3%,,,
183,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/8/2021(3)(10)(11)",25467,,25467,,25467,,0.8%,,
184,,,,,25467,,25467,,0.8%,,,
185,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",120948,,120948,,120948,,3.6%,,
186,"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,,158100,,158100,,4.7%,,,,
187,"Senior Secured Term Loan C-1 (13.05% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,,27000,,27000,,0.8%,,,,
188,"Senior Secured Term Loan C-2 (13.80% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,,25000,,25000,,0.8%,,,,
189,,,,,331048,,331048,,9.9%,,,
190,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (6.73% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(13)",78656,,78656,,78656,,2.3%,,
191,"Senior Secured Term Loan B (11.73% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(13)",131125,,131125,,129857,,3.9%,,,,
192,,,,,209781,,208513,,6.2%,,,
193,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",15000,,14796,,15000,,0.4%,,
194,,,,,14796,,15000,,0.4%,,,
195,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.45%, due 7/20/2027)(5)(6)(14)",19500,,16501,,13507,,0.4%,,
196,,,,,16501,,13507,,0.4%,,,
197,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.98% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/20/2024)(3)(8)(10)(13)",13000,,12762,,13000,,0.4%,,
198,,,,,12762,,13000,,0.4%,,,
199,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
200,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
201,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
202,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",,50000,,,50000,,,50000.0,1.5%
203,,,,,50000,,50000,,1.5%,,,
204,"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",32184,,32184,,32184,,1.0%,,
205,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19768,,19768,,19768,,0.5%,,,,
206,,,,,51952,,51952,,1.5%,,,
207,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.99%, due 7/15/2025)(5)(14)",30500,,21243,,21567,,0.6%,,
208,,,,,21243,,21567,,0.6%,,,
209,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.49%, due 8/15/2022)(5)(14)",43110,,8558,,8472,,0.3%,,
210,,,,,8558,,8472,,0.3%,,,
211,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.80% (LIBOR + 6.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",65427,,65427,,65427,,2.0%,,
212,"Senior Secured Term Loan B (12.80% (LIBOR + 11.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",52562,,52562,,52562,,1.6%,,,,
213,,,,,117989,,117989,,3.6%,,,
214,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (1,250,000 units)(16)",,1252,,782,,-%,,,
215,"Class A Common Units (1,250,000 units)(16)",,-,,-,,-%,,,,,
216,,,,,1252,,782,,-%,,,
217,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37810,,37810,,37810,,1.1%,,
218,,,,,37810,,37810,,1.1%,,,
219,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.43%, due 4/12/2024)(5)(14)",43650,,28554,,26314,,0.8%,,
220,,,,,28554,,26314,,0.8%,,,
221,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.70%, due 7/15/2027)(5)(6)(14)",47830,,40832,,39857,,1.2%,,
222,,,,,40832,,39857,,1.2%,,,
223,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.08% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,,15199,,15407,,0.5%,,
224,,,,,15199,,15407,,0.5%,,,
225,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(13)(14)",26880,,26455,,25973,,0.8%,,
226,,,,,26455,,25973,,0.8%,,,
227,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.13%, due 1/19/2025)(5)(14)",42064,,29704,,24250,,0.7%,,
228,,,,,29704,,24250,,0.7%,,,
229,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.36%, due 12/16/2024)(5)(6)(14)",28200,,18468,,17415,,0.5%,,
230,,,,,18468,,17415,,0.5%,,,
231,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
