,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
65,"Common Stock (10,000 units)(16)",12/10/2018,,,-,,-,,-%,,,,,,,,,
66,,,,,,63538,,36832,,1.1%,,,,,,,,
67,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,42505,,35101,,16061,,0.5%,,,,,,,
68,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,52455,,35568,,-,,-%,,,,,,,,,
69,"Common Stock (268,962 shares)(16)",6/15/2016,,,-,,-,,-%,,,,,,,,,
70,,,,,,,70669,,16061,,0.5%,,,,,,,
71,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,,10430,,10430,,0.3%,,,,,,,
72,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,32881,,32881,,32881,,1.0%,,,,,,,,,
73,Consolidated Revenue Interest (2.0%)(38),6/22/2018,,,-,,3113,,0.1%,,,,,,,,,
74,"Common Stock (50,000 shares)",12/31/2012,,,26204,,43334,,1.3%,,,,,,,,,
75,,,,,,,69515,,89758,,2.7%,,,,,,,
76,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,,,-,,-,,-%,,,,,,,
77,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,,,3896,,-,,-%,,,,,,,,,
78,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,,,-,,14,,-%,,,,,,,,,
79,,,,,,,3896,,14,,-%,,,,,,,
80,Total Control Investments (Level 3),,,2381352,,,2432766,,73.6%,,,,,,,,,
81,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
82,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
83,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,
84,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,,1772,,,1772,,,1772.0,,0.1%,,,,
85,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,7850,,7850,,7850,,0.2%,,,,,,,,,
86,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,37050,,23829,,17732,,0.5%,,,,,,,,,
87,"Class A Units (370,964 units)(16)",6/9/2015,,,6577,,-,,-%,,,,,,,,,
88,,,,,,40028,,27354,,0.8%,,,,,,,,
89,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,,,-,,-,,-%,,,,,,,
90,,,,,,-,,-,,-%,,,,,,,,
91,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,,,9878,,21537,,0.7%,,,,,,,
92,,,,,,9878,,21537,,0.7%,,,,,,,,
93,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,160922,,127091,,42970,,1.3%,,,,,,,
94,"Common Stock (218,941 shares)(16)",5/2/2017,,,-,,-,,-%,,,,,,,,,
95,,,,,,127091,,42970,,1.3%,,,,,,,,
96,Total Affiliate Investments (Level 3),,,176997,,,91861,,2.8%,,,,,,,,,
97,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
98,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
99,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
100,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.10% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,,25000,,,24817,,,24805.0,,0.8%,,,,
101,,,,,,24817,,24805,,0.8%,,,,,,,,
102,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,18000,,17762,,15705,,0.5%,,,,,,,
103,,,,,,17762,,15705,,0.5%,,,,,,,,
104,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,34945,,34945,,33780,,1.0%,,,,,,,
105,,,,,,34945,,33780,,1.0%,,,,,,,,
106,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,,21,,56,,-%,,,,,,,
107,,,,,,21,,56,,-%,,,,,,,,
108,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 10/17/2028)(5)(14)",1/17/2013,40500,,33007,,26403,,0.8%,,,,,,,
109,,,,,,33007,,26403,,0.8%,,,,,,,,
110,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.80%, due 4/15/2031)(5)(14)",4/18/2013,52203,,35005,,26950,,0.8%,,,,,,,
111,,,,,,35005,,26950,,0.8%,,,,,,,,
112,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.73%, due 4/20/2031)(5)(14)",10/16/2013,48515,,36642,,26101,,0.8%,,,,,,,
113,,,,,,36642,,26101,,0.8%,,,,,,,,
114,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.81%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,,28248,,24557,,0.7%,,,,,,,
115,,,,,,28248,,24557,,0.7%,,,,,,,,
116,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (14.02% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,,1145,,770,,-%,,,,,,,
117,,,,,,1145,,770,,-%,,,,,,,,
118,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",2/21/2013,4000,,4000,,3911,,0.1%,,,,,,,
119,"Senior Term Loan (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77306,,77306,,75585,,2.3%,,,,,,,,,
120,,,,,,81306,,79496,,2.4%,,,,,,,,
121,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,,5974,,5957,,0.2%,,,,,,,
122,,,,,,5974,,5957,,0.2%,,,,,,,,
123,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,,51236,,42011,,1.3%,,,,,,,
124,,,,,,51236,,42011,,1.3%,,,,,,,,
125,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (11.31% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,271227,,271227,,271227,,8.2%,,,,,,,
126,,,,,,271227,,271227,,8.2%,,,,,,,,
127,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",5/23/2013,36300,,18783,,13580,,0.4%,,,,,,,
128,,,,,,,18783,,13580,,0.4%,,,,,,,
129,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
130,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
131,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
132,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 9.97%, due 10/16/2028)(5)(14)",5/8/2012,,58915,,,41900,,,34790.0,,1.1%,,,,
133,,,,,,,41900,,34790,,1.1%,,,,,,,
134,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.21% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12313,,12313,,12313,,0.4%,,,,,,,
135,"Senior Secured Term Loan B (12.21% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,,12500,,12500,,0.4%,,,,,,,,,
136,,,,,,,24813,,24813,,0.8%,,,,,,,
137,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,,100711,,101030,,3.1%,,,,,,,
138,,,,,,,100711,,101030,,3.1%,,,,,,,
139,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 22.13%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,,16528,,18309,,0.6%,,,,,,,
140,,,,,,,16528,,18309,,0.6%,,,,,,,
141,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.17%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,,33301,,28715,,0.9%,,,,,,,
142,,,,,,,33301,,28715,,0.9%,,,,,,,
143,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.48%, due 4/30/2031)(5)(14)",5/10/2018,24870,,14130,,12251,,0.4%,,,,,,,
144,,,,,,,14130,,12251,,0.4%,,,,,,,
145,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"Second Lien Term Loan (11.52% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,35000,,34318,,33625,,1.0%,,,,,,,
146,,,,,,,34318,,33625,,1.0%,,,,,,,
147,Cent CLO 21 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.75%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,,37238,,30591,,0.9%,,,,,,,
148,,,,,,,37238,,30591,,0.9%,,,,,,,
149,Cent CLO 21 Limited,Structured Finance,"Class E Notes (12.66% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,,9995,,10793,,0.3%,,,,,,,
150,,,,,,,9995,,10793,,0.3%,,,,,,,
151,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 10/25/2028)(5)(14)",1/15/2014,40275,,21719,,25733,,0.8%,,,,,,,
152,,,,,,,21719,,25733,,0.8%,,,,,,,
153,Columbia Cent CLO 27 Limited,Structured Finance,"Class E Notes (11.86% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,,7237,,7448,,0.2%,,,,,,,
154,,,,,,,7237,,7448,,0.2%,,,,,,,
155,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.81% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,74842,,74842,,74842,,2.3%,,,,,,,
156,"Senior Secured Term Loan B (15.31% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,,78100,,78100,,2.4%,,,,,,,,,
157,,,,,,,152942,,152942,,4.7%,,,,,,,
158,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.92%, due 4/24/2031)(5)(14)",4/5/2018,44100,,29113,,24641,,0.7%,,,,,,,
159,,,,,,,29113,,24641,,0.7%,,,,,,,
160,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
161,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
162,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
163,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.95%, due 4/28/2031)(5)(14)",11/14/2013,,45500,,,32020,,,27080.0,,0.8%,,,,
164,,,,,,,32020,,27080,,0.8%,,,,,,,
165,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.97%, due 10/17/2030)(5)(6)(14)",9/3/2014,44467,,30057,,23952,,0.7%,,,,,,,
166,,,,,,,30057,,23952,,0.7%,,,,,,,
167,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Class F Notes (12.03% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,,9963,,10348,,0.3%,,,,,,,
168,,,,,,,9963,,10348,,0.3%,,,,,,,
169,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.60%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,,31141,,28320,,0.9%,,,,,,,
170,,,,,,,31141,,28320,,0.9%,,,,,,,
171,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,26405,,26355,,26405,,0.8%,,,,,,,
172,,,,,,,26355,,26405,,0.8%,,,,,,,
173,"Class Valuation, LLC (f/k/a Class Appraisal, LLC)",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,,-,,-,,-%,,,,,,,
174,"Senior Secured Term Loan (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,41370,,41370,,41370,,1.3%,,,,,,,,,
175,,,,,,,41370,,41370,,1.3%,,,,,,,
176,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.81% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,13975,,13975,,13975,,0.4%,,,,,,,
177,"Senior Secured Term Loan B (13.81% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,24125,,24125,,24125,,0.8%,,,,,,,,,
178,,,,,,,38100,,38100,,1.2%,,,,,,,
179,CP VI Bella Midco,IT Services,"Second Lien Term Loan (9.27% (LIBOR + 6.75%, due 12/29/2025)(3)(8)(13)",12/28/2017,11500,,11487,,11376,,0.3%,,,,,,,
180,,,,,,,11487,,11376,,0.3%,,,,,,,
181,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.53% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(3)(8)(13)",2/9/2018,9900,,9816,,9900,,0.3%,,,,,,,
182,"Second Lien Term Loan (11.28% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",2/8/2018,57100,,56357,,57100,,1.7%,,,,,,,,,
183,,,,,,66173,,67000,,2.0%,,,,,,,,
184,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,,11345,,11345,,0.3%,,,,,,,
185,,,,,,11345,,11345,,0.3%,,,,,,,,
186,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.52% (LIBOR + 7.00%), due 8/23/2026)(3)(8)(13)",8/23/2018,2735,,2728,,2728,,0.1%,,,,,,,
187,,,,,,2728,,2728,,0.1%,,,,,,,,
188,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.81% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,16056,,16056,,14923,,0.5%,,,,,,,
189,,,,,,16056,,14923,,0.5%,,,,,,,,
190,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
191,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
192,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
193,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.80% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,,4650,,,4650,,,4583.0,,0.1%,,,,
194,"Second Lien Term Loan (11.80% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,,35000,,30000,,0.9%,,,,,,,,,
195,,,,,,39650,,34583,,1.0%,,,,,,,,
196,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.85% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(3)(8)(13)",12/5/2017,12500,,12392,,12114,,0.4%,,,,,,,
197,,,,,,12392,,12114,,0.4%,,,,,,,,
198,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.30%, due 10/15/2030)(5)(14)",3/14/2013,50525,,35571,,27837,,0.8%,,,,,,,
199,,,,,,35571,,27837,,0.8%,,,,,,,,
200,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.84%, due 5/16/2031)(5)(14)",4/17/2018,24575,,16599,,12508,,0.4%,,,,,,,
201,,,,,,16599,,12508,,0.4%,,,,,,,,
202,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.87%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,,29052,,20331,,0.6%,,,,,,,
203,,,,,,29052,,20331,,0.6%,,,,,,,,
204,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Class F Junior Note (12.70% (LIBOR + 8.48%), due 7/15/2031)(6)(11)(14)(37)",7/16/2018,6658,,6187,,6770,,0.2%,,,,,,,
