,0,1,2,3,4,5,6,7,8,9,10,11
38,"Second Lien Term Loan to CP Well Testing, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 4/1/2019)(4)",15000,"Senior Secured Term Loan A to CP Well Testing, LLC (7.00% (LIBOR + 5.00% with 2.00% LIBOR floor), due 4/1/2019)(4)",15000,34037,15000,32594,0.4%,,,,
39,Membership Interest in CP Holdings of Delaware LLC,15000,15228,15000,31846,15000,0.9%,0.4%,,,,
40,Membership Interest in CP Holdings of Delaware LLC,15000,15228,15000,113501,15000,130119,0.4%,3.6%,,,
41,"Credit Central Holdings of Delaware, LLC(22)(34)",Ohio / Consumer Finance,"Subordinated Term Loan to Credit Central Loan Company, LLC (10.00% plus 10.00% PIK, due 6/26/2019)",36333,113501,36333,130119,36333,,1.0%,,
42,"Membership Interest in Credit Central Holdings of Delaware, LLC",Ohio / Consumer Finance,13670,36333,14099,36333,0.4%,36333,,,,
43,"Membership Interest in Credit Central Holdings of Delaware, LLC",Ohio / Consumer Finance,13670,36333,50003,36333,50432,36333,1.4%,,,
44,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Revolving Credit Facility to Echelon Aviation LLC – $150,000 Commitment (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)(25)",78521,50003,78521,50432,78521,,2.2%,,
45,Membership Interest in Echelon Aviation LLC,New York / Aerospace & Defense,14107,78521,14107,78521,0.4%,78521,,,,
46,Membership Interest in Echelon Aviation LLC,New York / Aerospace & Defense,14107,78521,92628,78521,92628,78521,2.6%,,,
47,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,78521,,,,
48,Energy Solutions Holdings Inc.(8),Texas / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",Principal Value,3500,Fair  Value(2),% of Net Assets,3500,,,3500.0,0.1%
49,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",12504,3500,12504,% of Net Assets,0.4%,,,,
50,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",16000,3500,16000,% of Net Assets,0.4%,,,,
51,"Senior Secured Note to Yatesville Coal Company, LLC (in non-accrual status effective 1/1/2009, past due)",1449,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",1449,3500,-,% of Net Assets,-%,,,,
52,Common Stock of Energy Solutions Holdings Inc. (100 shares),1449,8293,1449,-,-,-%,-%,,,,
53,Common Stock of Energy Solutions Holdings Inc. (100 shares),1449,8293,1449,41746,-,32004,-%,0.9%,,,
54,First Tower Holdings of Delaware LLC(22)(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)",251246,41746,251246,32004,251246,,6.9%,,
55,Membership Interest in First Tower Holdings of Delaware LLC,Mississippi / Consumer Finance,68405,251246,75539,251246,2.1%,251246,,,,
56,Membership Interest in First Tower Holdings of Delaware LLC,Mississippi / Consumer Finance,68405,251246,319651,251246,326785,251246,9.0%,,,
57,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan to Gulf Coast Machine & Supply Company (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 2.00% default interest on principal, due 10/12/2017)(4)",17500,319651,17500,326785,14459,,0.4%,,
58,"Series A Convertible Preferred Stock of Gulf Coast Machine & Supply Company (99,900 shares)",Texas / Manufacturing,25950,17500,-,17500,-%,14459,,,,
59,"Series A Convertible Preferred Stock of Gulf Coast Machine & Supply Company (99,900 shares)",Texas / Manufacturing,25950,17500,43450,17500,14459,14459,0.4%,,,
60,Harbortouch Holdings of Delaware Inc.(44),Pennsylvania / Business Services,"Senior Secured Term Loan A to Harbortouch Payments, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",130796,43450,130796,14459,130796,,3.6%,,
61,"Senior Secured Term Loan B to Harbortouch Payments, LLC (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,"Senior Secured Term Loan A to Harbortouch Payments, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",137226,43450,137226,14459,3.8%,,,,
62,Common Stock of Harbortouch Holdings of Delaware Inc. (100 shares),137226,10672,137226,23292,137226,0.6%,3.8%,,,,
63,Common Stock of Harbortouch Holdings of Delaware Inc. (100 shares),137226,10672,137226,278694,137226,291314,3.8%,8.0%,,,
64,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,278694,1686,291314,-,,-%,,
65,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1170,278694,-,291314,-%,,,,
66,"Common Stock of The Healing Staff, Inc. (1,000 shares)",1170,-,1170,-,-,-%,-%,,,,
67,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,-,-,-%,-%,,,,
68,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,3831,-,-,-%,-%,,,
69,"Manx Energy, Inc.(12)",Kansas / Oil & Gas Production,"Senior Secured Note to Manx Energy, Inc. (13.00%, in non-accrual status effective 1/19/2010, past due)",50,3831,50,-,-,,-%,,
70,"Series A-1 Preferred Stock of Manx Energy, Inc. (6,635 shares)",Kansas / Oil & Gas Production,-,50,-,50,-%,-,,,,
71,"Common Stock of Manx Energy, Inc. (17,082 shares)",Kansas / Oil & Gas Production,-,50,-,50,-%,-,,,,
72,"Common Stock of Manx Energy, Inc. (17,082 shares)",Kansas / Oil & Gas Production,-,50,50,50,-,-,-%,,,
73,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-,,,,
74,MITY Holdings of Delaware Inc.(17),Utah / Durable Consumer Products,"Revolving Line of Credit to MITY, Inc. – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",Principal Value,-,Fair  Value(2),% of Net Assets,-,,,-,-%
75,"Senior Secured Note A to MITY, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,"Revolving Line of Credit to MITY, Inc. – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",18250,-,18250,% of Net Assets,0.5%,,,,
76,"Senior Secured Note B to MITY, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,"Revolving Line of Credit to MITY, Inc. – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",15769,-,15769,% of Net Assets,0.4%,,,,
77,Common Stock of MITY Holdings of Delaware Inc. (100 shares),15769,14143,15769,15270,15769,0.4%,0.4%,,,,
78,Common Stock of MITY Holdings of Delaware Inc. (100 shares),15769,14143,15769,48162,15769,49289,0.4%,1.3%,,,
79,Nationwide Acceptance Holdings LLC(22)(36),Illinois / Consumer Finance,"Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)",14820,48162,14820,49289,14820,,0.4%,,
80,Membership Interest in Nationwide Acceptance Holdings LLC,Illinois / Consumer Finance,14331,14820,15103,14820,0.4%,14820,,,,
81,Membership Interest in Nationwide Acceptance Holdings LLC,Illinois / Consumer Finance,14331,14820,29151,14820,29923,14820,0.8%,,,
82,"NMMB Holdings, Inc.(24)",New York / Media,"Senior Secured Note to NMMB, Inc. (14.00%, due 5/6/2016)",3714,29151,3714,29923,2183,,0.1%,,
83,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,"Senior Secured Note to NMMB, Inc. (14.00%, due 5/6/2016)",7000,29151,4114,29923,0.1%,,,,
84,"Series B Convertible Preferred Stock of NMMB Holdings, Inc. (8,086 shares)",7000,8086,7000,-,4114,-%,0.1%,,,,
85,"Series A Preferred Stock of NMMB Holdings, Inc. (4,400 shares)",7000,4400,7000,-,4114,-%,0.1%,,,,
86,"Series A Preferred Stock of NMMB Holdings, Inc. (4,400 shares)",7000,4400,7000,23200,4114,6297,0.1%,0.2%,,,
87,"NPH Property Holdings, LLC(40)",Texas / Real Estate,"Senior Term Loan to National Property REIT Corp. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",105309,23200,105309,6297,105309,,2.9%,,
88,"Membership Interest in NPH Property Holdings, LLC",Texas / Real Estate,21290,105309,19202,105309,0.5%,105309,,,,
89,"Membership Interest in NPH Property Holdings, LLC",Texas / Real Estate,21290,105309,126599,105309,124511,105309,3.4%,,,
90,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note to R-V Industries, Inc. (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,126599,30411,124511,30411,,0.8%,,
91,"Common Stock of R-V Industries, Inc. (545,107 shares)",Pennsylvania / Manufacturing,5087,30411,19989,30411,0.6%,30411,,,,
92,"Warrant (to purchase 200,000 shares of Common Stock of R-V Industries, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,7334,30411,0.2%,30411,,,,
93,"Warrant (to purchase 200,000 shares of Common Stock of R-V Industries, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,37180,30411,57734,30411,1.6%,,,
94,"STI Holding, Inc.(21)",California / Manufacturing,"Revolving Line of Credit to Borga, Inc. – $1,150 Commitment (5.00% (PRIME + 1.75%), in non-accrual status effective 3/2/2010, past due)(4)(25)",1150,37180,1095,57734,436,,-%,,
95,"Senior Secured Term Loan B to Borga, Inc. (8.50% (PRIME + 5.25%), in non-accrual status effective 3/2/2010, past due)(4)",1612,"Revolving Line of Credit to Borga, Inc. – $1,150 Commitment (5.00% (PRIME + 1.75%), in non-accrual status effective 3/2/2010, past due)(4)(25)",1501,37180,-,57734,-%,,,,
96,"Senior Secured Term Loan C to Borga, Inc. (12.00% plus 4.00% PIK, in non-accrual status effective 3/2/2010, past due)",10141,"Revolving Line of Credit to Borga, Inc. – $1,150 Commitment (5.00% (PRIME + 1.75%), in non-accrual status effective 3/2/2010, past due)(4)(25)",581,37180,-,57734,-%,,,,
97,"Common Stock of STI Holding, Inc. (100 shares)",10141,-,581,-,-,-%,-%,,,,
98,"Warrant (to purchase 33,750 shares of Common Stock of Borga, Inc., expires 5/6/2015)",10141,-,581,-,-,-%,-%,,,,
99,"Warrant (to purchase 33,750 shares of Common Stock of Borga, Inc., expires 5/6/2015)",10141,-,581,3177,-,436,-%,-%,,,
100,"UPH Property Holdings, LLC(41)",Georgia / Real Estate,"Senior Term Loan to United Property REIT Corp. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",19027,3177,19027,436,19027,,0.5%,,
101,"Membership Interest in UPH Property Holdings, LLC",Georgia / Real Estate,5113,19027,5539,19027,0.2%,19027,,,,
102,"Membership Interest in UPH Property Holdings, LLC",Georgia / Real Estate,5113,19027,24140,19027,24566,19027,0.7%,,,
103,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,19027,,,,
104,"Valley Electric Holdings I, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",Principal Value,10081,Fair  Value(2),% of Net Assets,10081,,,10081.0,0.3%
105,"Senior Secured Note to Valley Electric Company, Inc. (10.00% plus 8.5% PIK, due 12/31/2018)",20500,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",20500,10081,20500,% of Net Assets,0.6%,,,,
106,"Common Stock of Valley Electric Holdings I, Inc. (100 shares)",20500,26279,20500,2975,20500,-%,0.6%,,,,
107,"Common Stock of Valley Electric Holdings I, Inc. (100 shares)",20500,26279,20500,56860,20500,33556,0.6%,0.9%,,,
108,Wolf Energy Holdings Inc.(12),Kansas / Oil & Gas Production,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",22000,56860,-,33556,3386,,0.1%,,
109,"Senior Secured Note to Appalachian Energy LLC (8.00%, in non-accrual status effective 1/19/2010, past due)",2865,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",2000,56860,-,33556,-%,,,,
110,"Senior Secured Note to Appalachian Energy LLC (8.00%, in non-accrual status, past due)",56,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",50,56860,-,33556,-%,,,,
111,"Senior Secured Note to Coalbed, LLC (8.00%, in non-accrual status effective 1/19/2010, past due)(6)",8595,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",5991,56860,-,33556,-%,,,,
112,Common Stock of Wolf Energy Holdings Inc.  (100 shares),8595,-,5991,-,-,-%,-%,,,,
113,"Net Profits Interest in Wolf Energy, LLC (8% of Equity Distributions)(7)",8595,-,5991,213,-,-%,-%,,,,
114,"Net Profits Interest in Wolf Energy, LLC (8% of Equity Distributions)(7)",8595,-,5991,8041,-,3599,-%,0.1%,,,
115,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-%,,,,
116,"Aderant North America, Inc.(16)",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",Principal Value,7000,Fair  Value(2),% of Net Assets,6914,,,7000.0,0.2%
117,"Aderant North America, Inc.(16)",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",Principal Value,6914,Fair  Value(2),7000,6914,0.2%,,,
118,"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),505,6914,-%,,,
119,"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),505,6914,-%,,,
120,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,396,11792,505,12000,,0.3%,,
121,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,11792,11792,12000,12000,0.3%,,,
122,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",12000,5,11792,-,12000,-%,,,
123,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",12000,5,11792,-,12000,-%,,,
124,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,5,74654,-,74654,,2.1%,,
125,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,74654,74654,74654,74654,2.1%,,,
126,American Gilsonite Company,Utah /  Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,74654,38500,74654,38500,,1.1%,,
127,Membership Interest (99.9999%)(15),Utah /  Metal Services & Minerals,-,38500,3477,38500,0.1%,38500,,,,
128,Membership Interest (99.9999%)(15),Utah /  Metal Services & Minerals,-,38500,38500,38500,41977,38500,1.2%,,,
129,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,38500,18444,41977,19903,,0.5%,,
130,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,18444,18444,19903,19903,0.5%,,,
131,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,18444,33937,19903,37087,,1.0%,,
132,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,33937,33937,37087,37087,1.0%,,,
133,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,33937,42042,37087,42499,,1.2%,,
134,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,42042,42042,42499,42499,1.2%,,,
135,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),36515,42042,37038,42499,36715,,1.0%,,
136,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),36515,37038,37038,36715,36715,1.0%,,,
137,"Arctic Glacier U.S.A., Inc.",Minnesota /  Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,37038,150000,36715,150000,,4.1%,,
138,"Arctic Glacier U.S.A., Inc.",Minnesota /  Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,150000,150000,150000,150000,4.1%,,,
139,"Ark-La-Tex Wireline Services, LLC(4)",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,150000,26831,150000,26831,,0.7%,,
140,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,150000,26831,150000,0.7%,,,,
141,"Delayed Draw Term Loan – $5,000 Commitment  (due 4/8/2019)(25)",-,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)",-,150000,-,150000,-%,,,,
142,"Delayed Draw Term Loan – $5,000 Commitment  (due 4/8/2019)(25)",-,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)",-,53662,-,53662,-%,1.4%,,,
143,Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",7000,53662,6874,53662,6874,,0.2%,,
144,Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",7000,6874,6874,6874,6874,0.2%,,,
145,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,6874,,,,
146,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $3,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2014)(4)(25)(26)",Principal Value,2350,Fair  Value(2),% of Net Assets,2350,,,2350.0,0.1%
147,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38957,"Revolving Line of Credit – $3,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2014)(4)(25)(26)",38957,2350,34102,% of Net Assets,0.9%,,,,
148,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38957,"Revolving Line of Credit – $3,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2014)(4)(25)(26)",38957,41307,34102,36452,0.9%,1.0%,,,
