,0,1,2,3,4,5,6,7,8,9,10,11
16,"Common Stock (2,924 shares)",15000,15227,15000,113500,15000,118772,0.4%,3.2%,,,
17,"Credit Central Loan Company, LLC(34)",Ohio / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/26/2019)(22)",36333,113500,36333,118772,36333,,1.0%,,
18,"Class A Shares (7,500,000 shares)(22)",Ohio / Consumer Finance,11473,36333,12637,36333,0.3%,36333,,,,
19,"Class A Shares (7,500,000 shares)(22)",Ohio / Consumer Finance,11473,36333,47806,36333,48970,36333,1.3%,,,
20,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)",40808,47806,40808,48970,40808,,1.1%,,
21,"Class A Shares (11,335,318 shares)",New York / Aerospace & Defense,19907,40808,16632,40808,0.4%,40808,,,,
22,"Class A Shares (11,335,318 shares)",New York / Aerospace & Defense,19907,40808,60715,40808,57440,40808,1.5%,,,
23,First Tower Finance Company LLC(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 12.00% PIK, due 6/24/2019)(22)",251246,60715,251246,57440,251246,,6.8%,,
24,"Class A Shares (83,729,323 shares)(22)",Mississippi / Consumer Finance,65957,251246,82038,251246,2.2%,251246,,,,
25,"Class A Shares (83,729,323 shares)(22)",Mississippi / Consumer Finance,65957,251246,317203,251246,333284,251246,9.0%,,,
26,"Freedom Marine Solutions, LLC(8)",Louisiana / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",3500,317203,3500,333284,3500,,0.1%,,
27,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",12504,317203,9499,333284,0.3%,,,,
28,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",16000,317203,11889,333284,0.3%,,,,
29,Membership Interest (100%),16000,7807,16000,4260,11889,0.1%,0.3%,,,,
30,Membership Interest (100%),16000,7807,16000,39811,11889,29148,0.3%,0.8%,,,
31,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(4)",19500,39811,19500,29148,12963,,0.3%,,
32,"Series A Convertible Preferred Stock (99,900 shares)",Texas / Manufacturing,25950,19500,-,19500,-%,12963,,,,
33,"Series A Convertible Preferred Stock (99,900 shares)",Texas / Manufacturing,25950,19500,45450,19500,12963,12963,0.3%,,,
34,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,12963,,,,
35,"Harbortouch Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",Principal Value,130392,Fair  Value(2),% of Net Assets,130392,,,130392.0,3.5%
36,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",137226,130392,137226,% of Net Assets,3.7%,,,,
37,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)",25196,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",25196,130392,25196,% of Net Assets,0.7%,,,,
38,Class C Shares (535 shares),25196,8780,25196,40171,25196,1.1%,0.7%,,,,
39,Class C Shares (535 shares),25196,8780,25196,301594,25196,332985,0.7%,9.0%,,,
40,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,301594,1686,332985,-,,-%,,
41,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1170,301594,-,332985,-%,,,,
42,"Common Stock of The Healing Staff, Inc. (1,000 shares)",1170,-,1170,-,-,-%,-%,,,,
43,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,-,-,-%,-%,,,,
44,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,3831,-,-,-%,-%,,,
45,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 3/23/2015)(4)(25)(26)",2500,3831,2500,-,2500,,0.1%,,
46,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 3/23/2015)(4)(25)(26)",18250,3831,18250,-,0.5%,,,,
47,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 3/23/2015)(4)(25)(26)",15769,3831,15769,-,0.4%,,,,
48,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(22)",6593,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 3/23/2015)(4)(25)(26)",6593,3831,6593,-,0.2%,,,,
49,"Common Stock (42,053 shares)",6593,7456,6593,9506,6593,0.2%,0.2%,,,,
50,"Common Stock (42,053 shares)",6593,7456,6593,50568,6593,52618,0.2%,1.4%,,,
51,National Property REIT Corp.(40),Various / Real Estate,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",218717,50568,218717,52618,218717,,5.9%,,
52,"Senior Secured Term Loan B (14.00% (LIBOR + 12.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 4/1/2019)(4)",24650,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",24650,50568,24650,52618,0.7%,,,,
53,"Common Stock (84,567 shares)",24650,48696,24650,74619,24650,2.0%,0.7%,,,,
54,"Common Stock (84,567 shares)",24650,48696,24650,292063,24650,317986,0.7%,8.6%,,,
55,Nationwide Acceptance LLC(36),Illinois / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/18/2019)(22)",14820,292063,14820,317986,14820,,0.4%,,
56,"Class A Shares (24,029,326 shares)(22)",Illinois / Consumer Finance,12919,14820,12591,14820,0.3%,14820,,,,
57,"Class A Shares (24,029,326 shares)(22)",Illinois / Consumer Finance,12919,14820,27739,14820,27411,14820,0.7%,,,
58,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,27739,3714,27411,2300,,0.1%,,
59,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,"Senior Secured Note (14.00%, due 5/6/2016)",7000,27739,4334,27411,0.1%,,,,
60,"Series A Preferred Stock (7,200 shares)",7000,7200,7000,-,4334,-%,0.1%,,,,
61,"Series B Preferred Stock (5,669 shares)",7000,5669,7000,-,4334,-%,0.1%,,,,
62,"Series B Preferred Stock (5,669 shares)",7000,5669,7000,23583,4334,6634,0.1%,0.2%,,,
63,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,23583,30411,6634,30411,,0.8%,,
64,"Common Stock (545,107 shares)",Pennsylvania / Manufacturing,5087,30411,14576,30411,0.4%,30411,,,,
65,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,5348,30411,0.2%,30411,,,,
66,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,37180,30411,50335,30411,1.4%,,,
67,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,30411,,,,
68,United Property REIT Corp.(41),Various / Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",Principal Value,58219,Fair  Value(2),% of Net Assets,58219,,,58219.0,1.6%
69,"Common Stock (70,689 shares)",Various / Real Estate,11946,Principal Value,14772,Fair  Value(2),0.4%,58219,,,,
70,"Common Stock (70,689 shares)",Various / Real Estate,11946,Principal Value,70165,Fair  Value(2),72991,58219,2.0%,,,
71,"Valley Electric Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10211,70165,10211,72991,10211,,0.3%,,
72,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",21380,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",21380,70165,18365,72991,0.5%,,,,
73,"Common Stock (50,000 shares)",21380,26204,21380,-,18365,-%,0.5%,,,,
74,"Common Stock (50,000 shares)",21380,26204,21380,57795,18365,28576,0.5%,0.8%,,,
75,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",29434,57795,-,28576,1775,,-%,,
76,Membership Interest (100%),Kansas / Oil & Gas Production,-,29434,-,-,-%,1775,,,,
77,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,29434,29,-,-%,1775,,,,
78,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,29434,-,-,1804,1775,-%,,,
79,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,1775,,,,
80,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",Principal Value,7000,Fair  Value(2),% of Net Assets,6920,,,7000.0,0.2%
81,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",Principal Value,6920,Fair  Value(2),7000,6920,0.2%,,,
82,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),445,6920,-%,,,
83,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),445,6920,-%,,,
84,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,Principal Value,5880,Fair  Value(2),3678,6920,0.1%,,,
85,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,Principal Value,5880,Fair  Value(2),3678,6920,0.1%,,,
86,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,Principal Value,-,Fair  Value(2),2734,6920,0.1%,,,
87,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,Principal Value,-,Fair  Value(2),2734,6920,0.1%,,,
88,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,-,11807,2734,12000,,0.3%,,
89,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,11807,11807,12000,12000,0.3%,,,
90,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,11807,74654,12000,74654,,2.0%,,
91,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,74654,74654,74654,74654,2.0%,,,
92,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",38500,74654,38500,74654,38500,,1.0%,,
93,Membership Interest (99.9999%)(15),Utah / Metal Services & Minerals,-,38500,4275,38500,0.2%,38500,,,,
94,Membership Interest (99.9999%)(15),Utah / Metal Services & Minerals,-,38500,38500,38500,42775,38500,1.2%,,,
95,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.16%)(11)(22)",20525,38500,18261,42775,18965,,0.5%,,
96,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.16%)(11)(22)",20525,18261,18261,18965,18965,0.5%,,,
97,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.27%)(11)(22)",38340,18261,32764,18965,34261,,0.9%,,
98,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.27%)(11)(22)",38340,32764,32764,34261,34261,0.9%,,,
99,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.44%)(11)(22)",44063,32764,39961,34261,40811,,1.1%,,
100,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.44%)(11)(22)",44063,39961,39961,40811,40811,1.1%,,,
101,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.64%)(11)(22)",36515,39961,35620,40811,35215,,0.9%,,
102,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.64%)(11)(22)",36515,35620,35620,35215,35215,0.9%,,,
103,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,35620,150000,35215,149674,,4.0%,,
104,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,150000,150000,149674,149674,4.0%,,,
105,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,150000,26662,149674,26662,,0.7%,,
106,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,150000,26662,149674,0.7%,,,,
107,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26662,53324,26662,53324,0.7%,1.4%,,,
108,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,53324,6881,53324,6881,,0.2%,,
109,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,6881,6881,6881,6881,0.2%,,,
110,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,6881,,,,
111,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",Principal Value,2350,Fair  Value(2),% of Net Assets,2350,,,2350.0,0.1%
112,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38759,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",38759,2350,34264,% of Net Assets,0.9%,,,,
113,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38759,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",38759,41109,34264,36614,0.9%,1.0%,,,
114,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.71%)(11)(22)",52250,41109,51031,36614,50301,,1.4%,,
115,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.71%)(11)(22)",52250,51031,51031,50301,50301,1.4%,,,
116,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,51031,10908,50301,10908,,0.3%,,
117,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,10908,10908,10908,10908,0.3%,,,
118,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",254800,10908,254800,10908,253883,,6.8%,,
119,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",254800,254800,254800,253883,253883,6.8%,,,
120,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.84%)(11)(22)",26000,254800,22345,253883,24453,,0.7%,,
121,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.84%)(11)(22)",26000,22345,22345,24453,24453,0.7%,,,
122,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),26000,-,22345,242,24453,-%,,,
123,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),26000,-,22345,242,24453,-%,,,
124,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,-,64363,242,64363,,1.7%,,
125,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,64363,64363,64363,64363,1.7%,,,
126,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.49%)(11)(22)",24870,64363,21054,64363,23164,,0.6%,,
127,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.49%)(11)(22)",24870,21054,21054,23164,23164,0.6%,,,
128,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.31%)(11)(22)",40275,21054,37296,23164,38076,,1.0%,,
129,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.31%)(11)(22)",40275,37296,37296,38076,38076,1.0%,,,
130,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.55%)(11)(22)",48528,37296,47382,38076,44694,,1.2%,,
131,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.55%)(11)(22)",48528,47382,47382,44694,44694,1.2%,,,
132,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",19000,47382,15452,44694,18136,,0.5%,,
133,"Class E Subordinated Notes (7.23% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",12910,47382,15241,44694,0.4%,,,,
134,"Class E Subordinated Notes (7.23% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",12910,28362,15241,33377,0.4%,0.9%,,,
135,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.66%)(11)(22)",44100,28362,37432,33377,41626,,1.1%,,
136,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.66%)(11)(22)",44100,37432,37432,41626,41626,1.1%,,,
137,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.40%)(11)(22)",45500,37432,38250,41626,39781,,1.1%,,
138,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.40%)(11)(22)",45500,38250,38250,39781,39781,1.1%,,,
139,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,39781,,,,
140,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 11.32%)(11)(22)",Principal Value,41500,Fair  Value(2),% of Net Assets,39555,,,37873.0,1.0%
141,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 11.32%)(11)(22)",Principal Value,39555,Fair  Value(2),37873,39555,1.0%,,,
142,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68798,39555,68748,37873,68798,,1.9%,,
143,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68798,68748,68748,68798,68798,1.9%,,,
144,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,68798,-,68748,119,68798,-%,,,
145,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,68798,-,68748,119,68798,-%,,,
146,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50566,-,50566,119,50566,,1.4%,,
147,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50566,50566,50566,50566,50566,1.4%,,,
148,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,50566,40000,50566,37516,,1.0%,,
149,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,40000,40000,37516,37516,1.0%,,,
150,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",46754,40000,46754,37516,46754,,1.3%,,
151,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",46754,46754,46754,46754,46754,1.3%,,,
