,0,1,2,3,4,5,6,7,8,9,10,11,12
26,CCPI Holdings Inc.  (33),,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",,7526,-,7526,,7526,,0.3%
27,CCPI Holdings Inc.  (33),,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,7526,-,8581,,8581,,0.3%
28,CCPI Holdings Inc.  (33),,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),,7526,-,-,,-,,0.0%
29,CCPI Holdings Inc.  (33),,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),,7526,-,33882,,33882,,1.3%
30,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2020)  (4), (25)",,38082,-,38082,,38082,,1.5%
31,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),Common Stock (100 shares),,38082,-,9581,,7342,,0.3%
32,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,38082,-,-,,2907,,0.1%
33,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),,38082,-,47663,,48331,,1.9%
34,"Energy Solutions Holdings, Inc.  (8)",,Texas / Gas Gathering and Processing,Members Units - Class B-1 (1 unit),"Senior Secured Note (18.00%, due 12/11/2016)",,750,-,750,,750,,0.0%
35,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Members Units - Class B-1 (1 unit),12000,,12000,-,12000,,0.5%,,
36,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Members Units - Class B-1 (1 unit),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",,3500,-,3500,,3500,,0.1%
37,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Members Units - Class B-1 (1 unit),"Subordinated Secured Note to Freedom Marine Holdings, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, due 12/31/2011)  (4)",,13765,-,12503,,5134,,0.2%
38,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Members Units - Class B-1 (1 unit),"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",,1449,-,1449,,-,,0.0%
39,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Members Units - Class B-1 (1 unit),Escrow Receivable,,1449,-,-,,-,,0.0%
40,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Common Stock (100 shares),Escrow Receivable,,1449,8318,-,9558,,0.4%,
41,"Energy Solutions Holdings, Inc.  (8)",,"Junior Secured Note (18.00%, due 12/12/2016)",Common Stock (100 shares),Escrow Receivable,,1449,8318,38520,,30942,,1.2%
42,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Common Stock (100 shares),"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",,264760,8318,264760,,264760,,10.4%
43,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Common Stock (100 shares),"Common Stock (83,729,323 shares)",,264760,8318,43193,,30398,,1.2%
44,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Common Stock (100 shares),Net Revenue Interest (5% of Net Revenue & Distributions),,264760,8318,-,,-,,0.0%
45,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,Common Stock (100 shares),Net Revenue Interest (5% of Net Revenue & Distributions),,264760,8318,307953,,295158,,11.6%
46,"Manx Energy, Inc. (“Manx”)  (12)",,Kansas / Oil & Gas Production,Common Stock (100 shares),"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, due 6/21/2013)",,3550,8318,3550,,-,,0.0%
47,"Manx Energy, Inc. (“Manx”)  (12)",,Kansas / Oil & Gas Production,Common Stock (100 shares),"Preferred Stock (6,635 shares)",,3550,8318,6307,,-,,0.0%
48,"Manx Energy, Inc. (“Manx”)  (12)",,Kansas / Oil & Gas Production,"Common Stock (17,082 shares)","Preferred Stock (6,635 shares)",,3550,1171,6307,-,,0.0%,
49,"Manx Energy, Inc. (“Manx”)  (12)",,Kansas / Oil & Gas Production,"Common Stock (17,082 shares)","Preferred Stock (6,635 shares)",,3550,1171,11028,,-,,0.0%
50,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,"Common Stock (17,082 shares)","Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",,21308,1171,21308,,21308,,0.8%
51,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,"Common Stock (17,082 shares)",Membership Units (100 shares),,21308,1171,3843,,2127,,0.1%
52,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,Net Revenue Interest (5% of Net Revenue),Membership Units (100 shares),,21308,-,3843,1716,,0.1%,
53,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,Net Revenue Interest (5% of Net Revenue),Membership Units (100 shares),,21308,-,25151,,25151,,1.0%
54,"NMMB Holdings, Inc.  (24)",New York / Media,Chicago / Consumer Finance,"Senior Term Loan (14.00%, due 5/6/2016)",Membership Units (100 shares),16000.0,21308,16000,25151,14506,,0.6%,
55,"NMMB Holdings, Inc.  (24)",New York / Media,Chicago / Consumer Finance,"Senior Term Loan (14.00%, due 5/6/2016)","Senior Subordinated Term Loan (15.00%, due 5/6/2016)",16000.0,2800,16000,2800,,-,,0.0%
56,"NMMB Holdings, Inc.  (24)",New York / Media,Chicago / Consumer Finance,"Senior Term Loan (14.00%, due 5/6/2016)","Series A Preferred Stock (4,400 shares)",16000.0,2800,16000,4400,,-,,0.0%
57,"NMMB Holdings, Inc.  (24)",New York / Media,Chicago / Consumer Finance,"Senior Term Loan (14.00%, due 5/6/2016)","Series A Preferred Stock (4,400 shares)",16000.0,2800,16000,23200,,14506,,0.6%
58,Portfolio Company,New York / Media,Locale / Industry,"Senior Term Loan (14.00%, due 5/6/2016)",Investments  (1),16000.0,Principal  Value,16000,Cost,,Fair  Value  (2),,% of Net  Assets
59,"R-V Industries, Inc.",New York / Media,Pennsylvania / Manufacturing,"Senior Term Loan (14.00%, due 5/6/2016)","Senior Subordinated Note (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor,) due 5/30/2018)  (4)",16000.0,"$ 9,500",16000,"$ 9,500",,"$ 9,500",,0.4%
60,"R-V Industries, Inc.",New York / Media,Pennsylvania / Manufacturing,"Senior Term Loan (14.00%, due 5/6/2016)","Warrants (200,000 warrants, expiring 6/30/2017)",16000.0,"$ 9,500",16000,1682,,6916,,0.3%
61,"R-V Industries, Inc.",New York / Media,Pennsylvania / Manufacturing,"Senior Term Loan (14.00%, due 5/6/2016)","Common Stock (545,107 shares)",16000.0,"$ 9,500",16000,5087,,18850,,0.7%
62,"R-V Industries, Inc.",New York / Media,Pennsylvania / Manufacturing,"Senior Term Loan (14.00%, due 5/6/2016)","Common Stock (545,107 shares)",16000.0,"$ 9,500",16000,16269,,35266,,1.4%
63,"The Healing Staff, Inc.  (9)",New York / Media,North Carolina / Contracting,"Senior Term Loan (14.00%, due 5/6/2016)","Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, due 3/21/2012 – 4/10/2013)",16000.0,1688,16000,"$ 1,686",,-,,0.0%
64,"The Healing Staff, Inc.  (9)",New York / Media,North Carolina / Contracting,"Senior Term Loan (14.00%, due 5/6/2016)","Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",16000.0,1170,16000,1170,,-,,0.0%
65,"The Healing Staff, Inc.  (9)",New York / Media,North Carolina / Contracting,"Senior Term Loan (14.00%, due 5/6/2016)","Common Stock (1,000 shares)",16000.0,1170,16000,975,,-,,0.0%
66,"The Healing Staff, Inc.  (9)",New York / Media,North Carolina / Contracting,"Senior Term Loan (14.00%, due 5/6/2016)","Common Stock (1,000 shares)",16000.0,1170,16000,3831,,-,,0.0%
67,"Valley Electric Co. of Mt. Vernon, Inc.  (35)",New York / Media,Washington / Construction & Engineering,"Senior Term Loan (14.00%, due 5/6/2016)","Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",16000.0,33305,16000,33305,,33305,,1.3%
68,"Valley Electric Co. of Mt. Vernon, Inc.  (35)",New York / Media,Washington / Construction & Engineering,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)","Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",10013.0,33305,10013.0,33305,10013.0,,0.4%,
69,"Valley Electric Co. of Mt. Vernon, Inc.  (35)",New York / Media,Washington / Construction & Engineering,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)","Common Stock (50,000 Shares)",10013.0,33305,10013.0,9526,,8358,,0.3%
70,"Valley Electric Co. of Mt. Vernon, Inc.  (35)",New York / Media,Washington / Construction & Engineering,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)",Net Revenue Interest (5% of Net Revenue),10013.0,33305,10013.0,-,,1168,,0.0%
71,"Valley Electric Co. of Mt. Vernon, Inc.  (35)",New York / Media,Washington / Construction & Engineering,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)",Net Revenue Interest (5% of Net Revenue),10013.0,33305,10013.0,52844,,52844,,2.0%
72,"Wolf Energy Holdings, Inc.  (12)",New York / Media,Kansas / Oil & Gas Production,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)","Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, due 6/21/2013)",10013.0,2590,10013.0,2000,,202,,0.0%
73,"Wolf Energy Holdings, Inc.  (12)",New York / Media,Kansas / Oil & Gas Production,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)","Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status due 5/28/2013)",10013.0,50,10013.0,50,,4,,0.0%
74,"Wolf Energy Holdings, Inc.  (12)",New York / Media,Kansas / Oil & Gas Production,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)","Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, due 6/21/2013)  (6)",10013.0,7773,10013.0,5991,,605,,0.0%
75,"Wolf Energy Holdings, Inc.  (12)",New York / Media,Kansas / Oil & Gas Production,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)",Common Stock (100 Shares),10013.0,7773,10013.0,-,,-,,0.0%
76,"Wolf Energy Holdings, Inc.  (12)",New York / Media,Kansas / Oil & Gas Production,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)",Common Stock (100 Shares),10013.0,7773,10013.0,8041,,811,,0.0%
77,"Wolf Energy Holdings, Inc.  (12)",New York / Media,Kansas / Oil & Gas Production,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)",Total Control Investments,10013.0,715301,10013.0,675305,,26.4%,,
78,"BNN Holdings Corp., (f/k/a Biotronic NeuroNetwork)",New York / Media,Michigan / Healthcare,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (4)","Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (4)",10013.0,29700,10013.0,29700,,29700,,1.2%
79,"BNN Holdings Corp., (f/k/a Biotronic NeuroNetwork)",New York / Media,Michigan / Healthcare,"Preferred Stock Series A (9,925.455 shares)  (13)","Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (4)",10013.0,29700,2300.0,29700,2538.0,,0.1%,
80,"BNN Holdings Corp., (f/k/a Biotronic NeuroNetwork)",New York / Media,Michigan / Healthcare,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (4)",10013.0,29700,579.0,29700,639.0,,0.0%,
81,"BNN Holdings Corp., (f/k/a Biotronic NeuroNetwork)",New York / Media,Michigan / Healthcare,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (4)",10013.0,29700,579.0,32579,,32877,,1.3%
82,Portfolio Company,New York / Media,Locale / Industry,"Preferred Stock Series B (1,753.64 shares)  (13)",Investments  (1),10013.0,Principal  Value,579.0,Cost,,Fair  Value  (2),,% of Net  Assets
83,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan A (10.00% plus 5.00% PIK, due 9/16/2013)",10013.0,"$ 1,698",579.0,"$ 1,670",,"$ 1,698",,0.1%
84,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan B (10.00% plus 5.00% PIK, due 9/16/2013)",10013.0,4851,579.0,4675,,4851,,0.2%
85,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan C (10.00% plus 5.00% PIK, due 9/16/2013)",10013.0,2351,579.0,2351,,2319,,0.1%
86,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan (10.00% plus 5.00% PIK, due 3/16/2014)",10013.0,8254,579.0,7674,,-,,0.0%
87,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Preferred Stock (1,000,000 shares)",10013.0,8254,579.0,-,,-,,0.0%
88,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Common Stock (10,000 shares)",10013.0,8254,579.0,-,,-,,0.0%
89,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Warrants (1 warrant, expiring 8/31/2022)",10013.0,8254,579.0,-,,-,,0.0%
90,Boxercraft Incorporated  (20),New York / Media,Georgia / Textiles & Leather,"Preferred Stock Series B (1,753.64 shares)  (13)","Warrants (1 warrant, expiring 8/31/2022)",10013.0,8254,579.0,16370,,8868,,0.4%
91,"Smart, LLC  (14)",New York / Media,New York / Diversified / Conglomerate Service,"Preferred Stock Series B (1,753.64 shares)  (13)",Membership Interest,10013.0,8254,579.0,-,,-,,0.0%
92,"Smart, LLC  (14)",New York / Media,New York / Diversified / Conglomerate Service,"Preferred Stock Series B (1,753.64 shares)  (13)",Membership Interest,10013.0,8254,579.0,-,,-,,0.0%
93,"Smart, LLC  (14)",New York / Media,New York / Diversified / Conglomerate Service,"Preferred Stock Series B (1,753.64 shares)  (13)",Total Affiliate Investments,10013.0,48949,579.0,41745,,1.7%,,
94,"ADAPCO, Inc.",New York / Media,Florida / Ecological,"Preferred Stock Series B (1,753.64 shares)  (13)","Common Stock (5,000 shares)",10013.0,48949,579.0,141,,306,,0.0%
95,"ADAPCO, Inc.",New York / Media,Florida / Ecological,"Preferred Stock Series B (1,753.64 shares)  (13)","Common Stock (5,000 shares)",10013.0,48949,579.0,141,,306,,0.0%
96,"Aderant North America, Inc.",New York / Media,Georgia / Software & Computer Services,"Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",10013.0,7000,579.0,6898,,7000,,0.3%
97,"Aderant North America, Inc.",New York / Media,Georgia / Software & Computer Services,"Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",10013.0,7000,579.0,6898,,7000,,0.3%
98,"Aircraft Fasteners International, LLC",New York / Media,California / Machinery,"Preferred Stock Series B (1,753.64 shares)  (13)","Convertible Preferred Stock (32,500 units)",10013.0,7000,579.0,396,,539,,0.0%
99,"Aircraft Fasteners International, LLC",New York / Media,California / Machinery,"Preferred Stock Series B (1,753.64 shares)  (13)","Convertible Preferred Stock (32,500 units)",10013.0,7000,579.0,396,,539,,0.0%
100,"ALG USA Holdings, LLC",New York / Media,"Pennsylvania / Hotels, Restaurants & Leisure","Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor,) due 2/28/2020)  (4)",10013.0,12000,579.0,11764,,11764,,0.5%
101,"ALG USA Holdings, LLC",New York / Media,"Pennsylvania / Hotels, Restaurants & Leisure","Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor,) due 2/28/2020)  (4)",10013.0,12000,579.0,11764,,11764,,0.5%
102,American Gilsonite Company,New York / Media,Utah / Specialty Minerals,"Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (11.50%, due 9/1/2017)",10013.0,38500,579.0,38500,,38500,,1.5%
103,American Gilsonite Company,New York / Media,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)","Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (11.50%, due 9/1/2017)",10013.0,-,579.0,5038,,0.2%,,
104,American Gilsonite Company,New York / Media,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)","Preferred Stock Series B (1,753.64 shares)  (13)","Second Lien Term Loan (11.50%, due 9/1/2017)",10013.0,-,579.0,38500,,43538,,1.7%
105,"Apidos CLO VIII, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,19730,579.0,19681,,20450,,0.8%
106,"Apidos CLO VIII, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,19730,579.0,19681,,20450,,0.8%
107,"Apidos CLO IX, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,20525,579.0,19635,,19614,,0.8%
108,"Apidos CLO IX, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,20525,579.0,19635,,19614,,0.8%
109,Portfolio Company,New York / Media,Locale / Industry,"Preferred Stock Series B (1,753.64 shares)  (13)",Investments  (1),10013.0,Principal  Value,579.0,Cost,,Fair  Value  (2),,% of Net  Assets
110,"Apidos CLO XI, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,"$ 38,340",579.0,"$ 38,715",,"$ 38,306",,1.5%
111,"Apidos CLO XI, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,"$ 38,340",579.0,38715,,38306,,1.5%
112,"Apidos CLO XII, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,44063,579.0,42961,,42957,,1.7%
113,"Apidos CLO XII, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,44063,579.0,42961,,42957,,1.7%
114,"Arctic Glacier U.S.A, Inc.",New York / Media,Canada / Food Products,"Preferred Stock Series B (1,753.64 shares)  (13)","Subordinated Unsecured (12.00% plus 3.00% PIK , due 7/27/2019)",10013.0,86751,579.0,86751,,86751,,3.4%
115,"Arctic Glacier U.S.A, Inc.",New York / Media,Canada / Food Products,"Preferred Stock Series B (1,753.64 shares)  (13)","Subordinated Unsecured (12.00% plus 3.00% PIK , due 7/27/2019)",10013.0,86751,579.0,86751,,86751,,3.4%
116,"Atlantis Healthcare Group (Puerto Rico), Inc  (4)",New York / Media,Puerto Rico / Healthcare,"Preferred Stock Series B (1,753.64 shares)  (13)","Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)  (25), (26)",10013.0,-,579.0,-,,-,,0.0%
117,"Atlantis Healthcare Group (Puerto Rico), Inc  (4)",New York / Media,Puerto Rico / Healthcare,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor,) due 2/21/2018)",10013.0,39451,579.0,39451,,39451,,1.5%
118,"Atlantis Healthcare Group (Puerto Rico), Inc  (4)",New York / Media,Puerto Rico / Healthcare,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor,) due 2/21/2018)",10013.0,39451,579.0,39451,,39451,,1.5%
119,Babson CLO Ltd 2011-I.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,35000,579.0,35026,,35991,,1.4%
