,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
47,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,,,5669,,9281,,0.3,%,,,,,,,,,,,
48,,,,,,,15983,,24183,,0.7,%,,,,,,,,,
49,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.66% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,,20469,,20825,,0.6,%,,,,,,,,,
50,"Senior Secured Term Loan A (7.66% PIK (LIBOR + 5.25% with 1.00% LIBOR floor), in non-accrual status effective 10/24/2018, due 9/26/2020)(13)",12/31/2014,101186,,96000,,91602,,2.8,%,,,,,,,,,,,
51,"Senior Secured Term Loan B (11.66% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,110116,,96500,,-,,-,%,,,,,,,,,,,
52,"Convertible Preferred Equity (166,666 shares)(16)",6/15/2018,,,25000,,-,,-,%,,,,,,,,,,,
53,"Common Stock (6,778,414 shares)(16)",9/29/2017,,,-,,-,,-,%,,,,,,,,,,,
54,,,,,,,237969,,112427,,3.4,%,,,,,,,,,
55,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.32% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,,28622,,28622,,0.9,%,,,,,,,,,
56,"Common Stock (745,107 shares)(16)",6/26/2007,,,6866,,5002,,0.1,%,,,,,,,,,,,
57,,,,,,,35488,,33624,,1.0,%,,,,,,,,,
58,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
59,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
60,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,,,,,,,,,,
61,"Universal Turbine Parts, LLC(54)",Trading Companies & Distributors,"Delayed Draw Term Loan – $5,000 Commitment (10.25% (LIBOR + 7.75% with 2.50% LIBOR floor), due 9/30/2020)(13)(15)",2/28/2019,,-,,,-,,,-,,-,%,,,,,,
62,"Senior Secured Term Loan A (8.36% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,30713,,30713,,28043,,0.8,%,,,,,,,,,,,
63,"Senior Secured Term Loan B (14.36% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,36144,,32500,,-,,-,%,,,,,,,,,,,
64,"Common Stock (10,000 units)(16)",12/10/2018,,,-,,-,,-,%,,,,,,,,,,,
65,,,,,,,63213,,28043,,0.8,%,,,,,,,,,
66,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,44134,,35101,,15725,,0.5,%,,,,,,,,,
67,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,55955,,35568,,-,,-,%,,,,,,,,,,,
68,"Common Stock (268,962 shares)(16)",6/15/2016,,,-,,-,,-,%,,,,,,,,,,,
69,,,,,,,70669,,15725,,0.5,%,,,,,,,,,
70,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,,10430,,10430,,0.3,%,,,,,,,,,
71,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,33301,,33301,,33301,,1.0,%,,,,,,,,,,,
72,Consolidated Revenue Interest (2.0%)(38),6/22/2018,,,-,,3032,,0.1,%,,,,,,,,,,,
73,"Common Stock (50,000 shares)",12/31/2012,,,26204,,96922,,2.9,%,,,,,,,,,,,
74,,,,,,,69935,,143685,,4.3,%,,,,,,,,,
75,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,,,-,,-,,-,%,,,,,,,,,
76,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,,,3896,,-,,-,%,,,,,,,,,,,
77,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,,,-,,14,,-,%,,,,,,,,,,,
78,,,,,,,3896,,14,,-,%,,,,,,,,,
79,Total Control Investments (Level 3),,,2385806,,,2475924,,74.9%,,,,,,,,,,,,
80,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
81,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
82,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,,,,
83,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,,8159,,,8159,,,8159,,0.2,%,,,,,,
84,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,8189,,8189,,8189,,0.2,%,,,,,,,,,,,
85,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,38936,,23829,,24869,,0.8,%,,,,,,,,,,,
86,"Class A Units (370,964 units)(16)",6/9/2015,,,6577,,-,,-,%,,,,,,,,,,,
87,,,,,,46754,,41217,,1.2,%,,,,,,,,,,
88,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,,,-,,-,,-,%,,,,,,,,,
89,,,,,,-,,-,,-,%,,,,,,,,,,
90,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",5/24/2011,,,3771,,16599,,0.5,%,,,,,,,,,
91,,,,,,3771,,16599,,0.5,%,,,,,,,,,,
92,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.40% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,168052,,127091,,18866,,0.6,%,,,,,,,,,
93,"Common Stock (218,941 shares)(16)",5/2/2017,,,-,,-,,-,%,,,,,,,,,,,
94,,,,,,,127091,,18866,,0.6,%,,,,,,,,,
95,Total Affiliate Investments (Level 3),,,177616,,,76682,,2.3,%,,,,,,,,,,,
96,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
97,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
98,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
99,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.17% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,,25000,,,24829,,,24829,,0.8,%,,,,,,
100,,,,,,24829,,24829,,0.8,%,,,,,,,,,,
101,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,23000,,22333,,20555,,0.6,%,,,,,,,,,
102,,,,,,,22333,,20555,,0.6,%,,,,,,,,,
103,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.33% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,33673,,33673,,34010,,1.0,%,,,,,,,,,
104,,,,,,,33673,,34010,,1.0,%,,,,,,,,,
105,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 6/11/2027(8)(13)",6/24/2019,10000,,10000,,10000,,0.3,%,,,,,,,,,
106,,,,,,,10000,,10000,,0.3,%,,,,,,,,,
107,Apidos CLO IX,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,,21,,26,,-,%,,,,,,,,,
108,,,,,,21,,26,,-,%,,,,,,,,,,
109,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.96%, due 10/17/2028)(5)(14)",1/17/2013,40500,,33572,,27982,,0.8,%,,,,,,,,,
110,,,,,,33572,,27982,,0.8,%,,,,,,,,,,
111,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.45%, due 4/15/2031)(5)(14)",4/18/2013,52203,,36307,,29123,,0.9,%,,,,,,,,,
112,,,,,,36307,,29123,,0.9,%,,,,,,,,,,
113,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.77%, due 4/21/2031)(5)(14)",10/16/2013,48515,,37777,,29018,,0.9,%,,,,,,,,,
114,,,,,,37777,,29018,,0.9,%,,,,,,,,,,
115,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.95%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,,28691,,24948,,0.8,%,,,,,,,,,
116,,,,,,28691,,24948,,0.8,%,,,,,,,,,,
117,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,,,-,,-,,-,%,,,,,,,,,
118,,,,,,-,,-,,-,%,,,,,,,,,,
119,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $6,000 Commitment (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(11)(15)",2/21/2013,4000,,4000,,3955,,0.1,%,,,,,,,,,
120,"Senior Term Loan (11.34% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74327,,74327,,73495,,2.2,%,,,,,,,,,,,
121,,,,,,78327,,77450,,2.3,%,,,,,,,,,,
122,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.58%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,,51040,,39031,,1.2,%,,,,,,,,,
123,,,,,,51040,,39031,,1.2,%,,,,,,,,,,
124,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.83% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,190678,,190678,,189725,,5.7,%,,,,,,,,,
125,,,,,,190678,,189725,,5.7,%,,,,,,,,,,
126,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.36%, due 1/17/2028)(5)(14)",5/23/2013,36300,,18560,,13611,,0.4,%,,,,,,,,,
127,,,,,,18560,,13611,,0.4,%,,,,,,,,,,
128,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.96%, due 10/16/2028)(5)(14)",5/8/2012,58915,,41808,,34672,,1.0,%,,,,,,,,,
129,,,,,,41808,,34672,,1.0,%,,,,,,,,,,
130,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
131,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
132,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
133,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.03% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,,12188,,,12188.0,,,12188,,0.4,%,,,,,,
134,"Senior Secured Term Loan B (12.03% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,,12500,,12500,,0.4,%,,,,,,,,,,,
135,,,,,,,24688,,24688.0,,0.8,%,,,,,,,,,
136,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.65% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,98982,,98705,,98982.0,,3.0,%,,,,,,,,,
137,,,,,,98705,,98982,,3.0,%,,,,,,,,,,
138,Carlyle C17 CLO Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.73%, due 4/30/2031)(5)(14)",5/10/2018,24870,,14748,,12920.0,,0.4,%,,,,,,,,,
139,,,,,,14748,,12920,,0.4,%,,,,,,,,,,
140,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 21.84%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,,17282,,18293.0,,0.6,%,,,,,,,,,
141,,,,,,17282,,18293,,0.6,%,,,,,,,,,,
142,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.47%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,,33812,,27918.0,,0.8,%,,,,,,,,,
143,,,,,,33812,,27918,,0.8,%,,,,,,,,,,
144,CCPI Inc.(19),"Electronic Equipment, Instruments & Components",Escrow Receivable,2/28/2019,-,,-,,2239.0,,0.1,%,,,,,,,,,
145,,,,,,-,,2239,,0.1,%,,,,,,,,,,
146,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"First Lien Term Loan (7.90% (LIBOR + 5.50%), due 10/1/2025)(3)(8)(13)",5/23/2019,4987,,4865,,4865.0,,0.2,%,,,,,,,,,
147,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,35000,,34362,,34362,,1.0,%,,,,,,,,,,,
148,,,,,,39227,,39227,,1.2,%,,,,,,,,,,
149,Cent CLO 21 Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.77%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,,38392,,29335.0,,0.9,%,,,,,,,,,
150,,,,,,38392,,29335,,0.9,%,,,,,,,,,,
151,Cent CLO 21 Limited,Structured Finance,"Rated Secured Structured Note - Class E (11.23% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,,9997,,10569.0,,0.3,%,,,,,,,,,
152,,,,,,9997,,10569,,0.3,%,,,,,,,,,,
153,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.60% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,73474,,73474,,73474.0,,2.2,%,,,,,,,,,
154,"Senior Secured Term Loan B (15.10% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,,78100,,78100,,2.4,%,,,,,,,,,,,
155,,,,,,151574,,151574,,4.6,%,,,,,,,,,,
156,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.98%, due 4/24/2031)(5)(14)",4/5/2018,44100,,29748,,25748.0,,0.8,%,,,,,,,,,
157,,,,,,29748,,25748,,0.8,%,,,,,,,,,,
158,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.76%, due 4/28/2031)(5)(6)(14)",11/14/2013,45500,,32654,,28569.0,,0.9,%,,,,,,,,,
159,,,,,,32654,,28569,,0.9,%,,,,,,,,,,
160,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
161,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
162,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
163,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.92%, due 10/17/2030)(5)(6)(14)",9/3/2014,,44467,,,30860,,,24709,,0.7,%,,,,,,
164,,,,,,30860,,24709,,0.7,%,,,,,,,,,,
165,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Rated Secured Structured Note - Class F (11.09% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,,9958,,10248,,0.3,%,,,,,,,,,
166,,,,,,9958,,10248,,0.3,%,,,,,,,,,,
167,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.63%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,,31333,,29989,,0.9,%,,,,,,,,,
168,,,,,,31333,,29989,,0.9,%,,,,,,,,,,
169,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.53% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,16178,,16128,,16178,,0.5,%,,,,,,,,,
170,,,,,,,16128,,16178,,0.5,%,,,,,,,,,
171,"Class Valuation, LLC (f/k/a Class Appraisal, LLC)",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,,-,,-,,-,%,,,,,,,,,
172,"Senior Secured Term Loan (10.58% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,38852,,38852,,38852,,1.2,%,,,,,,,,,,,
173,,,,,,38852,,38852,,1.2,%,,,,,,,,,,
174,Columbia Cent CLO 27 Limited,Structured Finance,"Rated Secured Structured Note - Class E (10.87% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,,7235,,7436,,0.2,%,,,,,,,,,
175,,,,,,,7235,,7436,,0.2,%,,,,,,,,,
176,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.18%, due 10/25/2028)(5)(14)",1/15/2014,40275,,22206,,23808,,0.7,%,,,,,,,,,
177,,,,,,22206,,23808,,0.7,%,,,,,,,,,,
178,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.60% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,8475,,8475,,8475,,0.3,%,,,,,,,,,
179,"Senior Secured Term Loan B (13.60% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,23375,,23375,,23375,,0.7,%,,,,,,,,,,,
180,,,,,,,31850,,31850,,1.0,%,,,,,,,,,
181,CP VI Bella Midco,IT Services,"Second Lien Term Loan (9.15% (LIBOR + 6.75%), due 12/29/2025)(3)(8)(13)",12/28/2017,15750,,15703,,15703,,0.5,%,,,,,,,,,
182,,,,,,15703,,15703,,0.5,%,,,,,,,,,,
183,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.40% (LIBOR + 5.00%), due 5/21/2026)(3)(8)(13)",5/29/2019,10000,,9852,,10000,,0.3,%,,,,,,,,,
184,"Second Lien Term Loan (11.40% (LIBOR + 9.00%), due 5/21/2027)(3)(8)(13)",5/30/2019,70000,,70000,,70000,,2.1,%,,,,,,,,,,,
185,,,,,,79852,,80000,,2.4,%,,,,,,,,,,
186,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (11.15% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,,11361,,11500,,0.3,%,,,,,,,,,
187,,,,,,11361,,11500,,0.3,%,,,,,,,,,,
188,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.40% (LIBOR + 7.00%), due 8/23/2026)(3)(8)(13)",8/31/2018,2735,,2729,,2735,,0.1,%,,,,,,,,,
189,,,,,,2729,,2735,,0.1,%,,,,,,,,,,
190,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.60% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,15888,,15888,,10252,,0.3,%,,,,,,,,,
191,,,,,,15888,,10252,,0.3,%,,,,,,,,,,
192,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
193,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
194,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
195,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.33% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,,4334,,,4334,,,3921,,0.1,%,,,,,,
196,"Second Lien Term Loan (11.33% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,,35000,,30580,,0.9,%,,,,,,,,,,,
197,,,,,,,39334,,34501,,1.0,%,,,,,,,,,
