0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,"Borga, Inc.",0,California / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4)",0,1612,-,1501,0,-,0,0.0%
0,"Borga, Inc.",0,California / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan C (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)",0,9940,-,707,0,-,0,0.0%
0,"Borga, Inc.",0,California / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares)  (21),0,9940,-,-,0,-,0,0.0%
0,"Borga, Inc.",0,California / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (33,750 warrants)  (21)",0,9940,-,-,0,-,0,0.0%
0,"Borga, Inc.",0,California / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (33,750 warrants)  (21)",0,9940,-,3303,0,474,0,0.0%
0,"CCPI Holdings, Inc.  (33)",0,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00%, due 12/31/2017)  (3)",0,17437,-,17437,0,17437,0,0.5%
0,"CCPI Holdings, Inc.  (33)",0,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",0,8075,-,8075,0,8075,0,0.2%
0,"CCPI Holdings, Inc.  (33)",0,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Common Stock (100 shares),0,8075,-,8581,0,13790,0,0.4%
0,"CCPI Holdings, Inc.  (33)",0,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),0,8075,-,-,0,516,0,0.0%
0,"CCPI Holdings, Inc.  (33)",0,Ohio / Manufacturing,Members Units - Class B-1 (1 unit),Net Revenue Interest (4% of Net Revenue),0,8075,-,34093,0,39818,0,1.1%
0,CP Holdings of Delaware LLC  (38),0,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 8/2/2018)  (4)",0,75773,-,75773,0,75773,0,2.3%
0,CP Holdings of Delaware LLC  (38),0,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor), due 8/2/2018)  (4)",0,22400,-,22400,0,22400,0,0.7%
0,CP Holdings of Delaware LLC  (38),0,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,22400,-,15228,0,20955,0,0.6%
0,CP Holdings of Delaware LLC  (38),0,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,22400,-,113401,0,119128,0,3.6%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"Credit Central Holdings of Delaware, LLC  (22), (34)",0,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",0,"$ 38,082",-,"$ 38,082",0,"$ 38,082",0,1.2%
0,"Credit Central Holdings of Delaware, LLC  (22), (34)",0,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,"$ 38,082",-,9581,0,10957,0,0.3%
0,"Credit Central Holdings of Delaware, LLC  (22), (34)",0,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),0,"$ 38,082",-,-,0,2207,0,0.1%
0,"Credit Central Holdings of Delaware, LLC  (22), (34)",0,South Carolina / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),0,"$ 38,082",-,47663,0,51246,0,1.6%
0,"Energy Solutions Holdings, Inc.  (8)",0,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",0,3500,-,3500,0,3500,0,0.1%
0,"Energy Solutions Holdings, Inc.  (8)",0,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Debt to Vessel Holdings II, LLC (13.00%, in non-accrual status, due 11/25/2018)",0,13000,-,13000,0,11928,0,0.4%
0,"Energy Solutions Holdings, Inc.  (8)",0,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Debt to Vessel Holdings III, LLC (13.00%, due 12/3/2018)",0,16000,-,16000,0,14584,0,0.5%
0,"Energy Solutions Holdings, Inc.  (8)",0,Texas / Energy,Members Units - Class B-1 (1 unit),"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",0,1449,-,1449,0,-,0,0.0%
0,"Energy Solutions Holdings, Inc.  (8)",0,Texas / Energy,Members Units - Class B-1 (1 unit),Common Stock (100 shares),0,1449,-,8318,0,3539,0,0.1%
0,"Energy Solutions Holdings, Inc.  (8)",0,Texas / Energy,Members Units - Class B-1 (1 unit),Common Stock (100 shares),0,1449,-,42267,0,33551,0,1.1%
0,"First Tower Holdings of Delaware, LLC  (22), (29)",0,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",0,273260,-,273260,0,273260,0,8.4%
0,"First Tower Holdings of Delaware, LLC  (22), (29)",0,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,273260,-,44693,0,34648,0,1.1%
0,"First Tower Holdings of Delaware, LLC  (22), (29)",0,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue & Distributions),0,273260,-,-,0,14603,0,0.5%
0,"First Tower Holdings of Delaware, LLC  (22), (29)",0,Mississippi / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue & Distributions),0,273260,-,317953,0,322511,0,10.0%
0,Gulf Coast Machine & Supply Company,0,Texas / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",0,17500,-,17500,0,12414,0,0.4%
0,Gulf Coast Machine & Supply Company,0,Texas / Manufacturing,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock - Series A (99,900 shares)",0,17500,-,25950,0,-,0,0.0%
0,Gulf Coast Machine & Supply Company,0,Texas / Manufacturing,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock - Series A (99,900 shares)",0,17500,-,43450,0,12414,0,0.4%
0,"The Healing Staff, Inc.  (9)",0,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",0,1688,-,1686,0,-,0,0.0%
0,"The Healing Staff, Inc.  (9)",0,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",0,1170,-,1170,0,-,0,0.0%
0,"The Healing Staff, Inc.  (9)",0,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Common Stock (1,000 shares)",0,1170,-,975,0,-,0,0.0%
0,"The Healing Staff, Inc.  (9)",0,North Carolina / Contracting,Members Units - Class B-1 (1 unit),"Common Stock (1,000 shares)",0,1170,-,3831,0,-,0,0.0%
0,"Manx Energy, Inc.  (12)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",0,225,-,225,0,-,0,0.0%
0,"Manx Energy, Inc.  (12)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Preferred Stock (6,635 shares)",0,225,-,-,0,-,0,0.0%
0,"Manx Energy, Inc.  (12)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Common Stock (17,082 shares)",0,225,-,-,0,-,0,0.0%
0,"Manx Energy, Inc.  (12)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Common Stock (17,082 shares)",0,225,-,225,0,-,0,0.0%
0,MITY Holdings of Delaware Inc.  (17),0,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 9/19/2019)  (4)",0,22968,-,22968,0,22968,0,0.7%
0,MITY Holdings of Delaware Inc.  (17),0,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)  (3), (4)",0,18250,-,18250,0,18250,0,0.6%
0,MITY Holdings of Delaware Inc.  (17),0,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),Common Stock (100 shares),0,18250,-,6943,0,6943,0,0.2%
0,MITY Holdings of Delaware Inc.  (17),0,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),Common Stock (100 shares),0,18250,-,48161,0,48161,0,1.5%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"Nationwide Acceptance Holdings, LLC  (22), (36)",0,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",0,"$ 21,308",-,"$ 21,308",0,"$ 21,308",0,0.7%
0,"Nationwide Acceptance Holdings, LLC  (22), (36)",0,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,"$ 21,308",-,3843,0,3843,0,0.1%
0,"Nationwide Acceptance Holdings, LLC  (22), (36)",0,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),0,"$ 21,308",-,-,0,1739,0,0.1%
0,"Nationwide Acceptance Holdings, LLC  (22), (36)",0,Illinois / Consumer Finance,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),0,"$ 21,308",-,25151,0,26890,0,0.9%
0,"NMMB Holdings, Inc.  (24)",0,New York / Media,Members Units - Class B-1 (1 unit),"Senior Secured Note (14.00%, due 5/6/2016)",0,10714,-,10714,0,10714,0,0.3%
0,"NMMB Holdings, Inc.  (24)",0,New York / Media,Members Units - Class B-1 (1 unit),"Series A Preferred Stock (8,086 shares)",0,10714,-,12486,0,453,0,0.0%
0,"NMMB Holdings, Inc.  (24)",0,New York / Media,Members Units - Class B-1 (1 unit),"Series A Preferred Stock (8,086 shares)",0,10714,-,23200,0,11167,0,0.3%
0,"NPH Property Holdings, LLC  (40)",0,Texas / Real Estate,Members Units - Class B-1 (1 unit),"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",0,88109,-,88109,0,88109,0,2.7%
0,"NPH Property Holdings, LLC  (40)",0,Texas / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,88109,-,18135,0,18135,0,0.6%
0,"NPH Property Holdings, LLC  (40)",0,Texas / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,88109,-,106244,0,106244,0,3.3%
0,"R-V Industries, Inc.",0,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (3), (4)",0,32750,-,32750,0,32750,0,1.0%
0,"R-V Industries, Inc.",0,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Warrants (200,000 warrants, expiring 6/30/2017)",0,32750,-,1682,0,6692,0,0.2%
0,"R-V Industries, Inc.",0,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Common Stock (545,107 shares)",0,32750,-,5087,0,18238,0,0.6%
0,"R-V Industries, Inc.",0,Pennsylvania / Manufacturing,Members Units - Class B-1 (1 unit),"Common Stock (545,107 shares)",0,32750,-,39519,0,57680,0,1.8%
0,"UPH Property Holdings, LLC  (41)",0,Georgia / Real Estate,Members Units - Class B-1 (1 unit),"Senior Secured Note (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",0,18855,-,18855,0,18855,0,0.6%
0,"UPH Property Holdings, LLC  (41)",0,Georgia / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,18855,-,3707,0,3707,0,0.1%
0,"UPH Property Holdings, LLC  (41)",0,Georgia / Real Estate,Members Units - Class B-1 (1 unit),Membership Units (100 shares),0,18855,-,22562,0,22562,0,0.7%
0,"Valley Electric Holdings I, Inc.  (35)",0,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",0,35648,-,35648,0,28163,0,0.9%
0,"Valley Electric Holdings I, Inc.  (35)",0,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3),(4)",0,10054,-,10054,0,10054,0,0.3%
0,"Valley Electric Holdings I, Inc.  (35)",0,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),"Common Stock (50,000 shares)",0,10054,-,9526,0,-,0,0.0%
0,"Valley Electric Holdings I, Inc.  (35)",0,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),0,10054,-,-,0,724,0,0.0%
0,"Valley Electric Holdings I, Inc.  (35)",0,Washington / Construction & Engineering,Members Units - Class B-1 (1 unit),Net Revenue Interest (5% of Net Revenue),0,10054,-,55228,0,38941,0,1.2%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",0,22000,-,-,0,4043,0,0.1%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",0,2753,-,2000,0,-,0,0.0%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",0,54,-,50,0,-,0,0.0%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),"Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",0,8258,-,5991,0,-,0,0.0%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Common Stock (100 shares),0,8258,-,-,0,-,0,0.0%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Net Profits Interest (8.00% payable on Equity distributions)  (7),0,8258,-,-,0,520,0,0.0%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Net Profits Interest (8.00% payable on Equity distributions)  (7),0,8258,-,8041,0,4563,0,0.1%
0,"Wolf Energy Holdings,  Inc.  (12), (37)",0,Kansas / Oil & Gas Production,Members Units - Class B-1 (1 unit),Total Control Investments,0,1236286,-,1163300,0,36.0%,0,0
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),0,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Senior Secured Note (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/17/2017)  (3),(4)",0,"$ 29,250",-,"$ 29,250",0,"$ 29,250",0,0.9%
0,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),0,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Preferred Stock Series A (9,925.455 shares)  (13)",0,"$ 29,250",-,2300,0,1869,0,0.1%
0,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),0,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Preferred Stock Series B (1,753.64 shares)  (13)",0,"$ 29,250",-,579,0,405,0,0.0%
0,BNN Holdings Corp. (f/k/a Biotronic NeuroNetwork),0,Michigan / Healthcare,Members Units - Class B-1 (1 unit),"Preferred Stock Series B (1,753.64 shares)  (13)",0,"$ 29,250",-,32129,0,31524,0,1.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan A (10.00% plus 1.00% PIK, due 9/15/2015)",0,1621,-,1621,0,1621,0,0.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (10.00% plus 1.00% PIK, due 9/15/2015)",0,4918,-,4918,0,3990,0,0.1%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan C (10.00% plus 1.00% PIK, due 9/15/2015)",0,2383,-,2383,0,-,0,0.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.00% plus 1.00% PIK, due 9/15/2015)",0,8368,-,8227,0,-,0,0.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Preferred Stock (1,000,000 shares)",0,8368,-,-,0,-,0,0.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Common Stock (10,000 shares)",0,8368,-,-,0,-,0,0.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Warrants (1 warrant, expiring 8/31/2022)",0,8368,-,-,0,-,0,0.0%
0,Boxercraft Incorporated  (20),0,Georgia / Textiles & Leather,Members Units - Class B-1 (1 unit),"Warrants (1 warrant, expiring 8/31/2022)",0,8368,-,17149,0,5611,0,0.1%
0,"Smart, LLC  (14)",0,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Membership Interest,0,8368,-,-,0,1745,0,0.1%
0,"Smart, LLC  (14)",0,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Membership Interest,0,8368,-,-,0,1745,0,0.1%
0,"Smart, LLC  (14)",0,New York / Diversified / Conglomerate Service,Members Units - Class B-1 (1 unit),Total Affiliate Investments,0,49278,-,38880,0,1.2%,0,0
0,"Aderant North America, Inc.",0,Georgia / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",0,7000,-,6907,0,7000,0,0.2%
0,"Aderant North America, Inc.",0,Georgia / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)  (4)",0,7000,-,6907,0,7000,0,0.2%
0,"Aircraft Fasteners International, LLC",0,California / Machinery,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock (32,500 units)",0,7000,-,396,0,571,0,0.0%
0,"Aircraft Fasteners International, LLC",0,California / Machinery,Members Units - Class B-1 (1 unit),"Convertible Preferred Stock (32,500 units)",0,7000,-,396,0,571,0,0.0%
0,"ALG USA Holdings, LLC",0,"Pennsylvania / Hotels, Restaurants & Leisure",Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",0,12000,-,11778,0,12000,0,0.4%
0,"ALG USA Holdings, LLC",0,"Pennsylvania / Hotels, Restaurants & Leisure",Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)  (4)",0,12000,-,11778,0,12000,0,0.4%
0,"Allied Defense Group, Inc.",0,Virginia / Aerospace & Defense,Members Units - Class B-1 (1 unit),"Common Stock (10,000 shares)",0,12000,-,5,0,-,0,0.0%
0,"Allied Defense Group, Inc.",0,Virginia / Aerospace & Defense,Members Units - Class B-1 (1 unit),"Common Stock (10,000 shares)",0,12000,-,5,0,-,0,0.0%
0,"American Broadband Holding Company and Cameron Holdings of NC, Inc",0,North Carolina / Telecommunication Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4)",0,75000,-,75000,0,75000,0,2.3%
0,"American Broadband Holding Company and Cameron Holdings of NC, Inc",0,North Carolina / Telecommunication Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4)",0,75000,-,75000,0,75000,0,2.3%
0,American Gilsonite Company,0,Utah / Specialty Minerals,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.50%, due 9/1/2017)",0,38500,-,38500,0,38500,0,1.2%
0,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",0,Utah / Specialty Minerals,Members Units - Class B-1 (1 unit),-,0,1988,-,38500,0,40488,0,1.3%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"Apidos CLO IX, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,"$ 20,525",-,"$ 18,932",0,"$ 20,196",0,0.6%
0,"Apidos CLO IX, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,"$ 20,525",-,18932,0,20196,0,0.6%
0,"Apidos CLO XI, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,38340,-,35440,0,38755,0,1.2%
0,"Apidos CLO XI, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,38340,-,35440,0,38755,0,1.2%
0,"Apidos CLO XII, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,44063,-,42873,0,41681,0,1.3%
0,"Apidos CLO XII, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,44063,-,42873,0,41681,0,1.3%
0,"Apidos CLO XV, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,36515,-,37111,0,36326,0,1.1%
0,"Apidos CLO XV, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,36515,-,37111,0,36326,0,1.1%
0,"Arctic Glacier U.S.A, Inc.  (3) ,(4)",0,Minnesota / Food Products,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)",0,150000,-,150000,0,150000,0,4.6%
0,"Arctic Glacier U.S.A, Inc.  (3) ,(4)",0,Minnesota / Food Products,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 11/10/2019)",0,150000,-,150000,0,150000,0,4.6%
