,0,1,2,3,4,5,6,7,8,9,10,11
38,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), in non-accrual status effective 1/1/2015, due 10/12/2017)(4)(20)","$34,407","$31,924","$9,403",0.3%,,,,,
39,"Series A Convertible Preferred Stock (99,900 shares)",,,25950,,-,,-%,,,,
40,,,,,57874,,9403,,0.3%,,,
41,"Harbortouch Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)(20)",128586,,128586,,128586,,3.7%,,
42,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)(6)(20)",144878,,144878,,144878,,4.2%,,,,
43,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)(20)",20688,,20688,,20688,,0.6%,,,,
44,Class C Shares (535 shares),,,8702,,49635,,1.4%,,,,
45,,,,,302854,,343787,,9.9%,,,
46,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)(20)",18250,,18250,,18250,,0.5%,,
47,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)(6)(20)",16442,,16442,,16442,,0.5%,,,,
48,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(22)",7200,,7200,,5316,,0.2%,,,,
49,"Common Stock (42,053 shares)",,,6849,,13966,,0.4%,,,,
50,,,,,48741,,53974,,1.6%,,,
51,National Property REIT Corp.(40),Various / Real Estate,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)(6)(20)",171413,,171413,,171413,,5.0%,,
52,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(4)(6)(20)",137539,,137539,,137539,,4.0%,,,,
53,"Senior Secured Term Loan C to ACL Loan Holdings, Inc. (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(4)(6)(20)(22)",131950,,131950,,131950,,3.8%,,,,
54,"Common Stock (770,432 shares)",,,119394,,105554,,3.1%,,,,
55,Net Operating Income Interest (5% of Net Operating Income),,,-,,21419,,0.6%,,,,
56,,,,,560296,,567875,,16.5%,,,
57,Nationwide Loan Company LLC(36),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(6)(22)",16696,,16696,,16696,,0.5%,,
58,"Class A Shares (30,192,535 shares)(22)",,,14794,,16016,,0.5%,,,,
59,,,,,31490,,32712,,1.0%,,,
60,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,,3714,,3714,,0.1%,,
61,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,7000,,0.2%,,,,
62,"Series A Preferred Stock (7,200 shares)",,,7200,,2781,,0.1%,,,,
63,"Series B Preferred Stock (5,669 shares)",,,5669,,-,,-%,,,,
64,,,,,23583,,13495,,0.4%,,,
65,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)(20)",29237,,29237,,29237,,0.9%,,
66,"Common Stock (545,107 shares)",,,5087,,4309,,0.1%,,,,
67,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",,,1682,,1581,,-%,,,,
68,,,,,36006,,35127,,1.0%,,,
69,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
70,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
71,Control Investments (greater than 25.00% voting control)(49),,,,,,,,,,,
72,United Property REIT Corp.(41),Various / Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)(6)(20)",,67252,,,67252,,,67252.0,2.0%
73,"Common Stock (75,382 shares)",,,13854,,14452,,0.4%,,,,
74,Net Operating Income Interest (5% of Net Operating Income),,,-,,10698,,0.3%,,,,
75,,,,,81106,,92402,,2.7%,,,
76,"Valley Electric Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)(6)(20)",10430,,10430,,10430,,0.3%,,
77,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)(6)",23251,,23251,,23251,,0.7%,,,,
78,"Common Stock (50,000 shares)",,,26204,,4897,,0.1%,,,,
79,,,,,59885,,38578,,1.1%,,,
80,"Wolf Energy, LLC(37)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",35050,,-,,854,,-%,,
81,Membership Interest (100%),,,-,,-,,-%,,,,
82,Net Profits Interest (8% of Equity Distributions)(7),,,-,,19,,-%,,,,
83,,,,,-,,873,,-%,,,
84,Total Control Investments,,,2006363,,,2008634,,58.5%,,,
85,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
86,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
87,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
88,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,-,,,361,,,549.0,-%
89,,,,,361,,549,,-%,,,
90,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable(27),-,,5880,,3970,,0.1%,,
91,,,,,5880,,3970,,0.1%,,,
92,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable(42),-,,1264,,2259,,0.1%,,
93,,,,,1264,,2259,,0.1%,,,
94,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)(20)",11771,,11611,,11771,,0.3%,,
95,,,,,11611,,11771,,0.3%,,,
96,American Gilsonite Company,Utah / Metal Services & Minerals,Membership Interest (99.9999%)(15),-,,-,,-,,-%,,
97,,,,,-,,-,,-%,,,
98,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.17%)(11)(12)(22)",23525,,20400,,20618,,0.6%,,
99,,,,,20400,,20618,,0.6%,,,
100,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.58%)(11)(12)(22)",38340,,30547,,27324,,0.8%,,
101,,,,,30547,,27324,,0.8%,,,
102,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.83%)(11)(12)(22)",44063,,36216,,32126,,0.9%,,
103,,,,,36216,,32126,,0.9%,,,
104,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.86%)(11)(12)(22)",36515,,32554,,26304,,0.8%,,
105,,,,,32554,,26304,,0.8%,,,
106,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.02%)(11)(12)(22)(48)",31350,,27440,,24338,,0.7%,,
107,,,,,27440,,24338,,0.7%,,,
108,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)(20)",150000,,150000,,146373,,4.3%,,
109,,,,,150000,,146373,,4.3%,,,
110,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
111,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
112,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
113,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(3)(4)(21)",,21463,,,21463,,,15468.0,0.5%
114,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(3)(4)(21)",23391,,23391,,10044,,0.3%,,,,
115,,,,,44854,,25512,,0.8%,,,
116,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)(20)",7000,,6897,,6869,,0.2%,,
117,,,,,6897,,6869,,0.2%,,,
118,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(20)(25)",2350,,2350,,2350,,0.1%,,
119,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)(20)",38364,,38364,,38136,,1.1%,,,,
120,,,,,40714,,40486,,1.2%,,,
121,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.90%)(11)(12)(22)(48)",52250,,45695,,41377,,1.2%,,
122,,,,,45695,,41377,,1.2%,,,
123,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(4)(21)",122212,,122212,,122212,,3.6%,,
124,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(4)(21)",122458,,122458,,122458,,3.6%,,,,
125,,,,,244670,,244670,,7.2%,,,
126,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.64%)(11)(12)(22)",26000,,20620,,20596,,0.6%,,
127,,,,,20620,,20596,,0.6%,,,
128,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),,-,,266,,-%,,,
129,,,,,-,,266,,-%,,,
130,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)(16)(21)",102500,,101928,,98743,,2.9%,,
131,,,,,101928,,98743,,2.9%,,,
132,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.10%)(11)(12)(22)",24870,,19561,,18240,,0.5%,,
133,,,,,19561,,18240,,0.5%,,,
134,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
135,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
136,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
137,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.98%)(11)(12)(22)",,40275,,,34219,,,28675.0,0.8%
138,,,,,34219,,28675,,0.8%,,,
139,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.91%)(11)(12)(22)(48)",48528,,40592,,36245,,1.1%,,
140,,,,,40592,,36245,,1.1%,,,
141,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Structured Finance,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)(9)(22)(20)",19000,,15797,,17703,,0.5%,,
142,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)(9)(22)(20)",15400,,13142,,13897,,0.4%,,,,
143,,,,,28939,,31600,,0.9%,,,
144,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.94%)(11)(12)(22)",44100,,33696,,29800,,0.9%,,
145,,,,,33696,,29800,,0.9%,,,
146,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.72%)(11)(12)(22)",45500,,34608,,33242,,1.0%,,
147,,,,,34608,,33242,,1.0%,,,
148,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.37%)(11)(12)(22)(48)",41500,,33081,,30264,,0.9%,,
149,,,,,33081,,30264,,0.9%,,,
150,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)(6)(20)",66965,,66915,,66965,,2.0%,,
151,,,,,66915,,66965,,2.0%,,,
152,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)",24750,,24750,,24750,,0.7%,,
153,"Senior Secured Term Loan B(12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)",25000,,25000,,25000,,0.7%,,,,
154,,,,,49750,,49750,,1.4%,,,
155,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
156,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
157,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
158,Crosman Corporation,New York / Manufacturing,"Senior Secured Term Loan A (9.13% (LIBOR + 8.70% with 0.39% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(4)(6)(21)",,53235,,,53235,,,53235.0,1.6%
159,"Senior Secured Term Loan B (16.13% (LIBOR + 15.70% with 0.39% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(4)(6)(21)",40560,,40560,,38910,,1.1%,,,,
160,,,,,93795,,92145,,2.7%,,,
161,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.61% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)",17456,,17456,,17456,,0.5%,,
162,,,,,17456,,17456,,0.5%,,,
163,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(16)",15700,,15573,,14813,,0.4%,,
164,,,,,15573,,14813,,0.4%,,,
165,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)(20)",24446,,24446,,23816,,0.7%,,
166,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(25)",,-,,-,,-%,,,,,
167,,,,,24446,,23816,,0.7%,,,
168,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(16)(21)",18000,,17848,,18000,,0.5%,,
169,,,,,17848,,18000,,0.5%,,,
170,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.04%)(11)(12)(22)",39275,,29703,,28831,,0.8%,,
171,,,,,29703,,28831,,0.8%,,,
172,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.86%)(11)(12)(22)",24575,,19763,,17885,,0.5%,,
173,,,,,19763,,17885,,0.5%,,,
174,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.11%)(11)(12)(22)(48)",39905,,32104,,28571,,0.8%,,
175,,,,,32104,,28571,,0.8%,,,
176,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(4)(21)",49442,,49442,,49442,,1.4%,,
177,,,,,49442,,49442,,1.4%,,,
178,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
179,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
180,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
181,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 22.90%)(11)(12)(22)",,23188,,,19097.0,,,21150.0,0.6%
182,,,,,19097,,21150,,0.6%,,,
183,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 22.59%)(11)(12)(22)",40400,,33466,,34394.0,,1.0%,,
184,,,,,33466,,34394,,1.0%,,,
185,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.63%)(11)(12)(22)",24500,,19723,,18826.0,,0.5%,,
186,,,,,19723,,18826,,0.5%,,,
187,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.49%)(11)(12)(22)(48)",41164,,32877,,31761.0,,0.9%,,
188,,,,,32877,,31761,,0.9%,,,
189,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.54%)(11)(12)(22)(48)",39598,,38786,,37099.0,,1.1%,,
190,,,,,38786,,37099,,1.1%,,,
191,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.63%)(11)(12)(22)(48)",19025,,14542,,13129.0,,0.4%,,
192,,,,,14542,,13129,,0.4%,,,
193,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(16)(20)",9000,,8869,,8869.0,,0.3%,,
194,,,,,8869,,8869,,0.3%,,,
195,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(4)(20)",22331,,22331,,21897.0,,0.6%,,
196,,,,,22331,,21897,,0.6%,,,
197,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",10100,,10096,,9271.0,,0.3%,,
198,,,,,10096,,9271,,0.3%,,,
199,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),-,,1639,,2219.0,,0.1%,,
200,,,,,1639,,2219,,0.1%,,,
201,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
202,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
203,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
204,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(20)",,115933,,,115933,,,115085.0,3.4%
205,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)(20)",150100,,150100,,150100,,4.4%,,,,
206,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)(20)",27000,,27000,,27000,,0.8%,,,,
207,"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(25)",,-,,-,,-%,,,,,
208,,,,,293033,,292185,,8.6%,,,
209,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(4)(21)",79979,,79979,,79979,,2.3%,,
210,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(4)(21)",131125,,131125,,131125,,3.8%,,,,
211,,,,,211104,,211104,,6.1%,,,
212,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,,3000,,2990,,0.1%,,
213,,,,,3000,,2990,,0.1%,,,
214,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(12)(22)(48)",19500,,17027,,13682,,0.4%,,
215,,,,,17027,,13682,,0.4%,,,
216,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(20)",35402,,35402,,35402,,1.0%,,
217,,,,,35402,,35402,,1.0%,,,
218,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(21)",34688,,34688,,26196,,0.8%,,
219,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(21)",21277,,21277,,16067,,0.5%,,,,
220,,,,,55965,,42263,,1.3%,,,
221,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.22%)(11)(12)(22)",30500,,24013,,23257,,0.7%,,
222,,,,,24013,,23257,,0.7%,,,
223,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
224,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
225,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
226,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.80%)(11)(12)(22)",,31110,,,23043,,,23580.0,0.7%
227,,,,,23043,,23580,,0.7%,,,
228,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",33014,,33014,,32995,,1.0%,,
229,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",40562,,40562,,40562,,1.2%,,,,
230,,,,,73576,,73557,,2.2%,,,
231,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,,1252,,2036,,0.1%,,
232,"Class A Common Units (1,250,000 units)",-,,-,,416,,-%,,,,
233,,,,,1252,,2452,,0.1%,,,
234,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.19%)(11)(12)(22)",43650,,35469,,35326,,1.0%,,
235,,,,,35469,,35326,,1.0%,,,
236,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.95%)(11)(12)(22)(48)",47830,,46175,,42110,,1.2%,,
237,,,,,46175,,42110,,1.2%,,,
238,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,,3000,,3000,,0.1%,,
239,,,,,3000,,3000,,0.1%,,,
240,NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(21)(22)(23)",16252,,16040,,16252,,0.5%,,
241,,,,,16040,,16252,,0.5%,,,
242,"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)(6)(21)",187,,187,,-,,-%,,
