0,1,2,3,4,5,6,7,8,9,10,11
California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.15%, due 10/16/2028)(5)(13)",58915,40253,40253,34799,34799,1.0%,0,0,0
"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(11)",101828,40253,101340,34799,100698,0,2.9%,0,0
"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(11)",101828,101340,101340,100698,100698,2.9%,0,0,0
"Carlyle Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.30%, due 10/20/2029)(5)(6)(13)",32200,101340,31153,100698,30160,0,0.9%,0,0
"Carlyle Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.30%, due 10/20/2029)(5)(6)(13)",32200,31153,31153,30160,30160,0.9%,0,0,0
Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.59%, due 1/30/2025)(5)(13)",24870,31153,18364,30160,16768,0,0.5%,0,0
Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.59%, due 1/30/2025)(5)(13)",24870,18364,18364,16768,16768,0.5%,0,0,0
Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.64%, due 1/25/2026)(5)(13)",40275,18364,31752,16768,25771,0,0.7%,0,0
Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.64%, due 1/25/2026)(5)(13)",40275,31752,31752,25771,25771,0.7%,0,0,0
Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.61%, due 7/27/2026)(5)(6)(13)",48528,31752,36287,25771,30756,0,0.9%,0,0
Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.61%, due 7/27/2026)(5)(6)(13)",48528,36287,36287,30756,30756,0.9%,0,0,0
"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.38%, due 10/24/2025)(5)(13)",44100,36287,31347,30756,30928,0,0.9%,0,0
"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.38%, due 10/24/2025)(5)(13)",44100,31347,31347,30928,30928,0.9%,0,0,0
"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.13%, due 11/27/2024)(5)(13)",45500,31347,32561,30928,34499,0,1.0%,0,0
"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.13%, due 11/27/2024)(5)(13)",45500,32561,32561,34499,34499,1.0%,0,0,0
"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.31%, due 10/17/2026)(5)(6)(13)",41500,32561,30480,34499,31494,0,0.9%,0,0
"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.31%, due 10/17/2026)(5)(6)(13)",41500,30480,30480,31494,31494,0.9%,0,0,0
"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.14%, due 10/21/2028)(5)(6)(13)",34000,30480,30091,31494,29879,0,0.9%,0,0
"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.14%, due 10/21/2028)(5)(6)(13)",34000,30091,30091,29879,29879,0.9%,0,0,0
"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(40)",62442,30091,62392,29879,62442,0,1.8%,0,0
"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(40)",62442,62392,62392,62442,62442,1.8%,0,0,0
"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",Principal Value,23750,Fair  Value(2),% of Net Assets,23750,0,0,23750.0,0.7%
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",25000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",25000,48750,25000,48750,0.7%,1.4%,0,0,0
Crosman Corporation,New York / Leisure Products,"Senior Secured Term Loan A (9.31% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(10)(12)(40)",54673,48750,54673,48750,54673,0,1.6%,0,0
"Senior Secured Term Loan B (16.31% (LIBOR + 15.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(10)(12)(40)",41656,"Senior Secured Term Loan A (9.31% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(10)(12)(40)",41656,96329,41656,96329,1.2%,2.8%,0,0,0
CURO Group Holdings Corp (f/k/a Speedy Cash Holdings Corp.),Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(8)(13)",15000,96329,15000,96329,11988,0,0.3%,0,0
"Subordinated Secured Term Loan (10.75%, due 5/15/2018)(8)(13)",10000,"Senior Unsecured Notes (12.00%, due 11/15/2017)(8)(13)",9546,24546,9575,21563,0.3%,0.6%,0,0,0
Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(8)(10)(12)",34000,24546,33337,21563,33337,0,1.0%,0,0
Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(8)(10)(12)",34000,33337,33337,33337,33337,1.0%,0,0,0
"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(11)",11500,33337,11278,33337,11295,0,0.3%,0,0
"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(11)",11500,11278,11278,11295,11295,0.3%,0,0,0
"Easy Gardener Products, Inc.",Texas / Commercial Services & Supplies,"Senior Secured Term Loan (10.84% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17281,11278,17281,11295,16481,0,0.5%,0,0
"Easy Gardener Products, Inc.",Texas / Commercial Services & Supplies,"Senior Secured Term Loan (10.84% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17281,17281,17281,16481,16481,0.5%,0,0,0
"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",23402,17281,23402,16481,23402,0,0.7%,0,0
"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2019)(10)(14)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",-,23402,-,23402,-%,0.7%,0,0,0
"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.90%, due 4/15/2025)(5)(13)",39275,23402,28394,23402,28998,0,0.8%,0,0
"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.90%, due 4/15/2025)(5)(13)",39275,28394,28394,28998,28998,0.8%,0,0,0
"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.13%, due 11/16/2025)(5)(13)",24575,28394,18535,28998,17544,0,0.5%,0,0
"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.13%, due 11/16/2025)(5)(13)",24575,18535,18535,17544,17544,0.5%,0,0,0
"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.47%, due 7/15/2026)(5)(6)(13)",39905,18535,30698,17544,28707,0,0.8%,0,0
"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.47%, due 7/15/2026)(5)(6)(13)",39905,30698,30698,28707,28707,0.8%,0,0,0
"Generation Brands Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(3)(8)(10)(11)",19000,30698,18479,28707,19000,0,0.5%,0,0
"Generation Brands Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(3)(8)(10)(11)",19000,18479,18479,19000,19000,0.5%,0,0,0
"Global Employment Solutions, Inc.",Colorado / Commercial Services & Supplies,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",Principal Value,49250,Fair  Value(2),% of Net Assets,49250,0,0,49250.0,1.4%
"Global Employment Solutions, Inc.",Colorado / Commercial Services & Supplies,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",Principal Value,49250,Fair  Value(2),49250,49250,1.4%,0,0,0
Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.30%, due 8/15/2023)(5)(13)",23188,49250,16595,49250,13952,0,0.4%,0,0
Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.30%, due 8/15/2023)(5)(13)",23188,16595,16595,13952,13952,0.4%,0,0,0
Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.56%, due 4/15/2025)(5)(13)",40400,16595,29554,13952,28782,0,0.8%,0,0
Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.56%, due 4/15/2025)(5)(13)",40400,29554,29554,28782,28782,0.8%,0,0,0
Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.69%, due 4/18/2026)(5)(13)",24500,29554,17056,28782,16417,0,0.5%,0,0
Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.69%, due 4/18/2026)(5)(13)",24500,17056,17056,16417,16417,0.5%,0,0,0
Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.95%, due 4/28/2025)(5)(6)(13)",41164,17056,28625,16417,28563,0,0.8%,0,0
Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.95%, due 4/28/2025)(5)(6)(13)",41164,28625,28625,28563,28563,0.8%,0,0,0
Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.68%, due 10/18/2027)(5)(6)(13)",39598,28625,35167,28563,35569,0,1.0%,0,0
Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.68%, due 10/18/2027)(5)(6)(13)",39598,35167,35167,35569,35569,1.0%,0,0,0
"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable(39),39598,-,35167,2173,35569,0.1%,0,0,0
"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable(39),39598,-,35167,2173,35569,0.1%,0,0,0
"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.57%, due 11/18/2026)(5)(6)(13)",19025,-,14475,2173,13980,0,0.4%,0,0
"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.57%, due 11/18/2026)(5)(6)(13)",19025,14475,14475,13980,13980,0.4%,0,0,0
"Harley Marine Services, Inc.","Washington / Oil, Gas & Consumable Fuels","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,14475,8902,13980,8323,0,0.2%,0,0
"Harley Marine Services, Inc.","Washington / Oil, Gas & Consumable Fuels","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,8902,8902,8323,8323,0.2%,0,0,0
"Hollander Sleep Products, LLC",Florida / Household Durables,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(11)",21860,8902,21860,8323,21071,0,0.6%,0,0
"Hollander Sleep Products, LLC",Florida / Household Durables,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(11)",21860,21860,21860,21071,21071,0.6%,0,0,0
"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",26293,21860,26293,21071,26293,0,0.8%,0,0
"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",26293,26293,26293,26293,26293,0.8%,0,0,0
"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",121945,26293,121945,26293,121945,0,3.5%,0,0
"Senior Secured Term Loan C-2 (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,332045,25000,332045,0.7%,9.6%,0,0,0
