,0,1,2,3,4,5,6,7,8,9,10,11,12
79,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
80,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (10.08% (LIBOR + 8.75% with 1.25% LIBOR floor), due 9/29/2022)(10)(11)",,32000,,,32000,,,32000.0,,1.0%
81,,,,,32000,,32000,,1.0%,,,,
82,American Gilsonite Company(34),Utah / Chemicals,Membership Interest (1.93%)(16),,,-,,-,,-%,,,
83,,,,,-,,-,,-%,,,,
84,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,,3450,,1147,,-%,,,
85,,,,,3450,,1147,,-%,,,,
86,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.64%, due 10/17/28)(5)(14)",40500,,30812,,23514,,0.7%,,,
87,,,,,30812,,23514,,0.7%,,,,
88,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",44063,,29926,,22202,,0.7%,,,
89,,,,,29926,,22202,,0.7%,,,,
90,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.29%, due 10/20/2025)(5)(14)",36515,,28862,,22671,,0.7%,,,
91,,,,,28862,,22671,,0.7%,,,,
92,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.06%, due 10/20/2027)(5)(6)(14)",31350,,27118,,25342,,0.8%,,,
93,,,,,27118,,25342,,0.8%,,,,
94,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.74% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(13)",26080,,1630,,1372,,-%,,,
95,,,,,1630,,1372,,-%,,,,
96,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.34% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,,6933,,7000,,0.2%,,,
97,,,,,6933,,7000,,0.2%,,,,
98,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",5200,,5200,,5200,,0.2%,,,
99,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79356,,79356,,79356,,2.4%,,,,,
100,,,,,84556,,84556,,2.6%,,,,
101,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 1/15/2026)(5)(6)(14)",52250,,41425,,36550,,1.1%,,,
102,,,,,41425,,36550,,1.1%,,,,
103,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.08% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",110138,,110138,,110138,,3.4%,,,
104,"Senior Secured Term Loan B (13.58% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(11)",114409,,114409,,114409,,3.4%,,,,,
105,,,,,224547,,224547,,6.8%,,,,
106,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.32%, due 4/17/2025)(5)(14)",26000,,16476,,13483,,0.4%,,,
107,,,,,16476,,13483,,0.4%,,,,
108,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
109,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
110,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
111,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.31%, due 10/16/2028)(5)(14)",,58915,,,40827,,,35582.0,,1.1%
112,,,,,40827,,35582,,1.1%,,,,
113,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(13)",101517,,101092,,97382,,3.0%,,,
114,,,,,101092,,97382,,3.0%,,,,
115,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.48%, due 10/15/2026)(5)(6)(14)",25534,,19600,,19860,,0.6%,,,
116,,,,,19600,,19860,,0.6%,,,,
117,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%, due 10/20/2029)(5)(6)(14)",32200,,31405,,27914,,0.8%,,,
118,,,,,31405,,27914,,0.8%,,,,
119,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 1/30/2025)(5)(14)(17)",24870,,17723,,11862,,0.4%,,,
120,,,,,17723,,11862,,0.4%,,,,
121,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.32%, due 1/25/2026)(5)(14)",40275,,31893,,31093,,0.9%,,,
122,,,,,31893,,31093,,0.9%,,,,
123,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.43%, due 7/27/2026)(5)(6)(14)",48528,,36334,,34914,,1.1%,,,
124,,,,,36334,,34914,,1.1%,,,,
125,Centerfield Media Holding Company(35),California / Internet Software and Services,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",66980,,66980,,66980,,2.0%,,,
126,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,,68000,,68000,,2.1%,,,,,
127,,,,,134980,,134980,,4.1%,,,,
128,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.93%, due 10/24/2025)(5)(14)",44100,,30659,,28043,,0.9%,,,
129,,,,,30659,,28043,,0.9%,,,,
130,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.42%, due 11/27/2024)(5)(14)",45500,,32393,,30702,,0.9%,,,
131,,,,,32393,,30702,,0.9%,,,,
132,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 9.79%, due 10/17/2026)(5)(6)(14)",41500,,29454,,26111,,0.8%,,,
133,,,,,29454,,26111,,0.8%,,,,
134,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.99%, due 10/21/2028)(5)(6)(14)",34000,,31312,,28040,,0.9%,,,
135,,,,,31312,,28040,,0.9%,,,,
136,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(46)",44056,,44006,,44056,,1.3%,,,
137,,,,,44006,,44056,,1.3%,,,,
138,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
139,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
140,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
141,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",,22658,,,22658,,,22658.0,,0.7%
142,"Senior Secured Term Loan B (12.34% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,,24938,,24938,,0.7%,,,,,
143,,,,,47596,,47596,,1.4%,,,,
144,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10000,,9840,,10000,,0.3%,,,
145,,,,,9840,,10000,,0.3%,,,,
146,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.24% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(13)",34000,,33415,,34000,,1.0%,,,
147,,,,,33415,,34000,,1.0%,,,,
148,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(13)",11500,,11303,,11500,,0.3%,,,
149,,,,,11303,,11500,,0.3%,,,,
150,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.30% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17194,,17194,,16683,,0.5%,,,
151,,,,,17194,,16683,,0.5%,,,,
152,"Engine Group, Inc.(7)",California / Media,"Senior Secured Term Loan (5.95% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",5000,,5000,,5000,,0.2%,,,
153,"Second Lien Term Loan (10.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(8)(10)(11)",35000,,35000,,35000,,1.0%,,,,,
154,,,,,40000,,40000,,1.2%,,,,
155,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",21544,,21544,,21544,,0.7%,,,
156,"Delayed Draw Term Loan – $15,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2022)(10)(11)(15)",,,-,,-,,-%,,,,,
157,,,,,21544,,21544,,0.7%,,,,
158,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.86%, due 4/15/2025)(5)(14)",50525,,33768,,33118,,1.0%,,,
159,,,,,33768,,33118,,1.0%,,,,
160,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.31%, due 11/16/2025)(5)(14)",24575,,17579,,15324,,0.5%,,,
161,,,,,17579,,15324,,0.5%,,,,
162,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.38%, due 7/15/2026)(5)(6)(14)",39905,,28985,,24897,,0.8%,,,
163,,,,,28985,,24897,,0.8%,,,,
164,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,,4351,,4714,,0.1%,,,
165,,,,,4351,,4714,,0.1%,,,,
166,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.34%, due 4/15/2025)(5)(14)",40400,,25749,,21925,,0.7%,,,
167,,,,,25749,,21925,,0.7%,,,,
168,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.02%, due 4/18/2026)(5)(14)",24500,,15910,,14637,,0.4%,,,
169,,,,,15910,,14637,,0.4%,,,,
170,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
171,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
172,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
173,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.00%, due 4/28/2025)(5)(6)(14)",,41164,,,26946,,,25257.0,,0.8%
174,,,,,26946,,25257,,0.8%,,,,
175,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.65%, due 10/18/2027)(5)(6)(14)",39598,,33779,,34298,,1.0%,,,
176,,,,,33779,,34298,,1.0%,,,,
177,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,,,-,,862,,-%,,,
178,,,,,-,,862,,-%,,,,
179,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.53%, due 11/18/2026)(5)(6)(14)",19025,,15016,,13626,,0.4%,,,
180,,,,,15016,,13626,,0.4%,,,,
181,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,,8927,,8853,,0.3%,,,
182,,,,,8927,,8853,,0.3%,,,,
183,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (8.82% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(8)(10)(11)",10000,,10000,,10000,,0.3%,,,
184,,,,,10000,,10000,,0.3%,,,,
185,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.30% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021(3)(10)(11)",25196,,25196,,25191,,0.8%,,,
186,,,,,25196,,25191,,0.8%,,,,
187,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",120948,,120948,,120948,,3.7%,,,
188,"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,,158100,,158100,,4.8%,,,,,
189,"Senior Secured Term Loan C-1 (13.05% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,,27000,,27000,,0.8%,,,,,
190,"Senior Secured Term Loan C-2 (13.80% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,,25000,,25000,,0.8%,,,,,
191,"Senior Secured Term Loan C-3 (12.83% (LIBOR + 11.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",22000,,22000,,22000,,0.7%,,,,,
192,,,,,353048,,353048,,10.8%,,,,
193,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (6.74% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",78435,,78435,,78435,,2.4%,,,
194,"Senior Secured Term Loan B (11.74% (LIBOR + 10.50% with 0.75% LIBOR floor), due 12/31/2017)(3)(10)(13)",131125,,131125,,126287,,3.8%,,,,,
195,,,,,209560,,204722,,6.2%,,,,
196,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",20000,,19778,,20000,,0.6%,,,
197,,,,,19778,,20000,,0.6%,,,,
198,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.10%, due 7/20/2027)(5)(6)(14)",19500,,16362,,12863,,0.4%,,,
199,,,,,16362,,12863,,0.4%,,,,
200,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
201,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
202,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
203,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(10)(13)",,13000,,,12770,,,13000.0,,0.4%
204,,,,,12770,,13000,,0.4%,,,,
205,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.58% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",50000,,50000,,50000,,1.5%,,,
206,,,,,50000,,50000,,1.5%,,,,
207,"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",31960,,31960,,31960,,1.0%,,,
208,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19635,,19635,,19635,,0.6%,,,,,
209,,,,,51595,,51595,,1.6%,,,,
210,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.18%, due 7/15/2025)(5)(14)",30500,,20730,,20077,,0.6%,,,
211,,,,,20730,,20077,,0.6%,,,,
212,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2022)(5)(14)(17)",43110,,6834,,8655,,0.3%,,,
213,,,,,6834,,8655,,0.3%,,,,
214,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.84% (LIBOR + 6.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",86427,,86427,,86427,,2.6%,,,
215,"Senior Secured Term Loan B (12.84% (LIBOR + 11.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",69562,,69562,,69562,,2.1%,,,,,
216,,,,,155989,,155989,,4.7%,,,,
217,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",,1252,,697,,-%,,,,
218,"Class A Common Units (1,250,000 units)(16)",,-,,-,,-%,,,,,,
219,,,,,1252,,697,,-%,,,,
220,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37620,,37620,,37620,,1.1%,,,
221,,,,,37620,,37620,,1.1%,,,,
222,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.01%, due 4/12/2024)(5)(14)",43650,,27464,,24695,,0.8%,,,
223,,,,,27464,,24695,,0.8%,,,,
224,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.85%, due 7/15/2027)(5)(6)(14)",47830,,40597,,38942,,1.2%,,,
225,,,,,40597,,38942,,1.2%,,,,
