,0,1,2,3,4,5,6,7,8,9,10,11
21,CP Energy  Services Inc.(38),Oklahoma / Oil & Gas Production,"Senior Secured Term Loan A to CP Well Testing, LLC (7.00% (LIBOR + 5.00% with 2.00% LIBOR floor), due 4/1/2019)(4)",11035,5991,11035,-,11035,,0.3%,,
22,"Senior Secured Term Loan B to CP Well Testing, LLC (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor) plus 7.50% PIK, due 4/1/2019)(4)",72238,"Senior Secured Term Loan A to CP Well Testing, LLC (7.00% (LIBOR + 5.00% with 2.00% LIBOR floor), due 4/1/2019)(4)",72238,5991,72238,-,2.0%,,,,
23,"Second Lien Term Loan to CP Well Testing, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 4/1/2019)(4)",15000,"Senior Secured Term Loan A to CP Well Testing, LLC (7.00% (LIBOR + 5.00% with 2.00% LIBOR floor), due 4/1/2019)(4)",15000,5991,15000,-,0.4%,,,,
24,"Common Stock (2,924 shares)",15000,15227,15000,30913,15000,0.8%,0.4%,,,,
25,"Common Stock (2,924 shares)",15000,15227,15000,113500,15000,129186,0.4%,3.5%,,,
26,"Credit Central Loan  Company, LLC(22)(34)",Ohio / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/26/2019)",36333,113500,36333,129186,36333,,1.0%,,
27,"Class A Shares (7,500,000 shares)",Ohio / Consumer Finance,11632,36333,10548,36333,0.3%,36333,,,,
28,"Class A Shares (7,500,000 shares)",Ohio / Consumer Finance,11632,36333,47965,36333,46881,36333,1.3%,,,
29,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Revolving Credit Facility – $150,000 Commitment (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)(25)",40808,47965,40808,46881,40808,,1.1%,,
30,"Class A Shares (11,335,318 shares)",New York / Aerospace & Defense,19907,40808,10896,40808,0.3%,40808,,,,
31,"Class A Shares (11,335,318 shares)",New York / Aerospace & Defense,19907,40808,60715,40808,51704,40808,1.4%,,,
32,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,40808,,,,
33,First Tower Finance Company LLC(22)(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)",Principal Value,251246,Fair  Value(2),% of Net Assets,251246,,,251246.0,6.9%
34,"Class A Shares (83,729,323 shares)",Mississippi / Consumer Finance,64544,Principal Value,73729,Fair  Value(2),2.0%,251246,,,,
35,"Class A Shares (83,729,323 shares)",Mississippi / Consumer Finance,64544,Principal Value,315790,Fair  Value(2),324975,251246,8.9%,,,
36,"Freedom Marine Solutions, LLC(8)",Louisiana / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",3500,315790,3500,324975,3500,,0.1%,,
37,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",12504,315790,12504,324975,0.3%,,,,
38,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",16000,315790,16000,324975,0.4%,,,,
39,Membership Interest (100%),16000,7807,16000,2905,16000,0.1%,0.4%,,,,
40,Membership Interest (100%),16000,7807,16000,39811,16000,34909,0.4%,0.9%,,,
41,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)(4)",19500,39811,19500,34909,13674,,0.4%,,
42,"Series A Convertible Preferred Stock (99,900 shares)",Texas / Manufacturing,25950,19500,-,19500,-%,13674,,,,
43,"Series A Convertible Preferred Stock (99,900 shares)",Texas / Manufacturing,25950,19500,45450,19500,13674,13674,0.4%,,,
44,"Harbortouch  Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",130589,45450,130589,13674,130589,,3.6%,,
45,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",137226,45450,137226,13674,3.8%,,,,
46,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)",26431,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",26431,45450,26431,13674,0.7%,,,,
47,Class A Shares (535 shares),26431,7489,26431,24005,26431,0.6%,0.7%,,,,
48,Class A Shares (535 shares),26431,7489,26431,301735,26431,318251,0.7%,8.7%,,,
49,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,301735,1687,318251,-,,-%,,
50,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1170,301735,-,318251,-%,,,,
51,"Common Stock of The Healing Staff, Inc. (1,000 shares)",1170,-,1170,-,-,-%,-%,,,,
52,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,-,-,-%,-%,,,,
53,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,3832,-,-,-%,-%,,,
54,"Manx Energy, Inc.(6)(12)",Kansas / Oil & Gas Production,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",50,3832,50,-,-,,-%,,
55,"Series A-1 Preferred Stock (6,635 shares)",Kansas / Oil & Gas Production,-,50,-,50,-%,-,,,,
56,"Common Stock (17,082 shares)",Kansas / Oil & Gas Production,-,50,-,50,-%,-,,,,
57,"Common Stock (17,082 shares)",Kansas / Oil & Gas Production,-,50,50,50,-,-,-%,,,
58,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",500,50,500,-,500,,-%,,
59,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",18250,50,18250,-,0.5%,,,,
60,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",15769,50,15769,-,0.4%,,,,
61,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)",6593,"Revolving Line of Credit – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",6593,50,6593,-,0.2%,,,,
62,"Common Stock (42,053 shares)",6593,7456,6593,11415,6593,0.3%,0.2%,,,,
63,"Common Stock (42,053 shares)",6593,7456,6593,48568,6593,52527,0.2%,1.4%,,,
64,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,0.2%,,,,
65,National Property  REIT Corp.(40),Various /  Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",Principal Value,138367,Fair  Value(2),% of Net Assets,138367,,,138367.0,3.8%
66,"Common Stock (84,567 shares)",Various /  Real Estate,26913,Principal Value,28463,Fair  Value(2),0.8%,138367,,,,
67,"Common Stock (84,567 shares)",Various /  Real Estate,26913,Principal Value,165280,Fair  Value(2),166830,138367,4.6%,,,
68,Nationwide Acceptance LLC(22)(36),Illinois / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/18/2019)",14820,165280,14820,166830,14820,,0.4%,,
69,"Class A Shares (24,029,326 shares)",Illinois / Consumer Finance,12248,14820,13012,14820,0.4%,14820,,,,
70,"Class A Shares (24,029,326 shares)",Illinois / Consumer Finance,12248,14820,27068,14820,27832,14820,0.8%,,,
71,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,27068,3714,27832,1864,,0.1%,,
72,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,"Senior Secured Note (14.00%, due 5/6/2016)",7000,27068,3514,27832,0.1%,,,,
73,"Series A Preferred Stock (7,200 shares)",7000,12486,7000,-,3514,-%,0.1%,,,,
74,"Series A Preferred Stock (7,200 shares)",7000,12486,7000,23200,3514,5378,0.1%,0.2%,,,
75,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,23200,30411,5378,30411,,0.8%,,
76,"Common Stock (545,107 shares)",Pennsylvania / Manufacturing,5087,30411,18876,30411,0.5%,30411,,,,
77,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,6926,30411,0.2%,30411,,,,
78,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,37180,30411,56213,30411,1.5%,,,
79,United Property  REIT Corp.(41),Various /  Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",66704,37180,66704,56213,66704,,1.8%,,
80,"Common Stock (70,689 shares)",Various /  Real Estate,13421,66704,12930,66704,0.4%,66704,,,,
81,"Common Stock (70,689 shares)",Various /  Real Estate,13421,66704,80125,66704,79634,66704,2.2%,,,
82,"Valley Electric  Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10146,80125,10146,79634,10146,,0.3%,,
83,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",20935,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",20935,80125,19285,79634,0.5%,,,,
84,"Common Stock (50,000 shares)",20935,26205,20935,-,19285,-%,0.5%,,,,
85,"Common Stock (50,000 shares)",20935,26205,20935,57286,19285,29431,0.5%,0.8%,,,
86,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",26966,57286,-,29431,2110,,0.1%,,
87,Membership Interest (100%),Kansas / Oil & Gas Production,512,26966,-,-,-%,2110,,,,
88,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,26966,29,-,-%,2110,,,,
89,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,26966,512,-,2139,2110,0.1%,,,
90,"Yatesville Coal  Company, LLC(8)",Kentucky / Energy,Senior Secured Note (in non-accrual status effective 1/1/2009),1449,512,1449,2139,-,,-%,,
91,Membership Interest (100%),Kentucky / Energy,-,1449,-,1449,-%,-,,,,
92,Membership Interest (100%),Kentucky / Energy,-,1449,1449,1449,-,-,-%,,,
93,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-,,,,
94,"Aderant North America, Inc.(16)",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",Principal Value,7000,Fair  Value(2),% of Net Assets,6917,,,7000.0,0.2%
95,"Aderant North America, Inc.(16)",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",Principal Value,6917,Fair  Value(2),7000,6917,0.2%,,,
96,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),498,6917,-%,,,
97,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),498,6917,-%,,,
98,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,Principal Value,5881,Fair  Value(2),3601,6917,0.1%,,,
99,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,Principal Value,5881,Fair  Value(2),3601,6917,0.1%,,,
100,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,5881,11799,3601,12000,,0.3%,,
101,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,11799,11799,12000,12000,0.3%,,,
102,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",12000,5,11799,-,12000,-%,,,
103,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",12000,5,11799,-,12000,-%,,,
104,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,5,74654,-,74654,,2.0%,,
105,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,74654,74654,74654,74654,2.0%,,,
106,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,74654,38500,74654,38500,,1.1%,,
107,Membership Interest (99.9999%)(15),Utah / Metal Services & Minerals,-,38500,4018,38500,0.1%,38500,,,,
108,Membership Interest (99.9999%)(15),Utah / Metal Services & Minerals,-,38500,38500,38500,42518,38500,1.2%,,,
109,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.90%)(11)",20525,38500,18324,42518,19659,,0.5%,,
110,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.90%)(11)",20525,18324,18324,19659,19659,0.5%,,,
111,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)",38340,18324,33440,19659,36790,,1.0%,,
112,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)",38340,33440,33440,36790,36790,1.0%,,,
113,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.16%)(11)",44063,33440,40964,36790,42344,,1.2%,,
114,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.16%)(11)",44063,40964,40964,42344,42344,1.2%,,,
115,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.43%)(11)",36515,40964,36403,42344,36496,,1.0%,,
116,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.43%)(11)",36515,36403,36403,36496,36496,1.0%,,,
117,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,36403,150000,36496,150000,,4.1%,,
118,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,150000,150000,150000,150000,4.1%,,,
119,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,150000,26831,150000,26831,,0.7%,,
120,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,150000,26831,150000,0.7%,,,,
121,"Delayed Draw Term Loan – $5,000 Commitment (due 4/8/2019)(25)",-,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",-,150000,-,150000,-%,,,,
122,"Delayed Draw Term Loan – $5,000 Commitment (due 4/8/2019)(25)",-,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",-,53662,-,53662,-%,1.4%,,,
123,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-%,,,,
124,Armor Holding II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",Principal Value,7000,Fair  Value(2),% of Net Assets,6878,,,6878.0,0.2%
125,Armor Holding II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",Principal Value,6878,Fair  Value(2),6878,6878,0.2%,,,
126,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",2350,6878,2350,6878,2350,,0.1%,,
127,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38858,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",38858,6878,34128,6878,0.9%,,,,
128,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38858,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",38858,41208,34128,36478,0.9%,1.0%,,,
129,Babson CLO Ltd. 2011-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 5.76%)(11)",35000,41208,34541,36478,31433,,0.9%,,
130,Babson CLO Ltd. 2011-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 5.76%)(11)",35000,34541,34541,31433,31433,0.9%,,,
131,Babson CLO Ltd. 2012-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.60%)(11)",29075,34541,22950,31433,25167,,0.7%,,
132,Babson CLO Ltd. 2012-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.60%)(11)",29075,22950,22950,25167,25167,0.7%,,,
133,Babson CLO Ltd. 2012-II(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.71%)(11)",27850,22950,26329,25167,27113,,0.7%,,
134,Babson CLO Ltd. 2012-II(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.71%)(11)",27850,26329,26329,27113,27113,0.7%,,,
135,"Blue Coat Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,26329,10905,27113,11000,,0.3%,,
136,"Blue Coat Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,10905,10905,11000,11000,0.3%,,,
137,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",256275,10905,256275,11000,256275,,7.0%,,
138,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",256275,256275,256275,256275,256275,7.0%,,,
139,Brookside Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.56%)(11)",26000,256275,22677,256275,25139,,0.7%,,
140,Brookside Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.56%)(11)",26000,22677,22677,25139,25139,0.7%,,,
141,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,26000,-,22677,183,25139,-%,,,
142,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,26000,-,22677,183,25139,-%,,,
143,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.40%)(11)",24870,-,21569,183,23720,,0.7%,,
144,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.40%)(11)",24870,21569,21569,23720,23720,0.7%,,,
145,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.90%)(11)",40275,21569,38140,23720,39310,,1.1%,,
146,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.90%)(11)",40275,38140,38140,39310,39310,1.1%,,,
147,Cent CLO 21 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.07%)(11)",48528,38140,47070,39310,46287,,1.3%,,
148,Cent CLO 21 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.07%)(11)",48528,47070,47070,46287,46287,1.3%,,,
149,"CIFC Funding 2011-I, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)",19000,47070,15377,46287,18048,,0.5%,,
150,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)",15400,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)",12862,47070,15171,46287,0.4%,,,,
151,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)",15400,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)",12862,28239,15171,33219,0.4%,0.9%,,,
152,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,0.4%,,,,
153,"CIFC Funding 2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.96%)(11)",Principal Value,44100,Fair  Value(2),% of Net Assets,38415,,,42745.0,1.2%
154,"CIFC Funding 2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.96%)(11)",Principal Value,38415,Fair  Value(2),42745,38415,1.2%,,,
155,"CIFC Funding 2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.66%)(11)",45500,38415,39150,42745,40625,,1.1%,,
156,"CIFC Funding 2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.66%)(11)",45500,39150,39150,40625,40625,1.1%,,,
157,"CIFC Funding 2014-IV Investor, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.98%)(11)",41500,39150,39505,40625,39222,,1.1%,,
158,"CIFC Funding 2014-IV Investor, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.98%)(11)",41500,39505,39505,39222,39222,1.1%,,,
