,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
11,Net Revenues Interest (25% of Net Revenues)(14)(16),1/28/2015,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/26/2024)(14)(46)",6/24/2014,-,2825,62076,,70588,,2.1%,2825.0,,0.1%,,,,
12,"Echelon Transportation, LLC (f/k/a Echelon Aviation, LLC)",Aerospace & Defense,"Senior Secured Term Loan (11.83% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",3/31/2014,32211,2825,32211,,32211,,0.9%,2825.0,,0.1%,,,,
13,"Senior Secured Term Loan (11.08% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.00% PIK, due 12/7/2024)(13)(46)",12/9/2016,17012,3/31/2014,17012,2825,17012,,0.5%,,0.9%,2825.0,,0.1%,,,,
14,Membership Interest (100%)(16),3/31/2014,17012,3/31/2014,22738,2825,38152,,1.1%,,0.9%,2825.0,,0.1%,,,,
15,Membership Interest (100%)(16),3/31/2014,17012,3/31/2014,22738,2825,71961,,87375,,2.5%,2825.0,,0.1%,,,,
16,First Tower Finance Company LLC(23),Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",6/24/2014,272170,2825,272170,,272170,,7.9%,2825.0,,0.1%,,,,
17,"Class A Units (95,709,910 units)(14)(16)",6/24/2014,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",6/24/2014,81146,2825,173571,,5.1%,,7.9%,2825.0,,0.1%,,,,
18,"Class A Units (95,709,910 units)(14)(16)",6/24/2014,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",6/24/2014,81146,2825,353316,,445741,,13.0%,2825.0,,0.1%,,,,
19,"Freedom Marine Solutions, LLC(24)",Energy Equipment & Services,Membership Interest (100%)(16),10/1/2009,81146,2825,43592,,14600,,0.4%,2825.0,,0.1%,,,,
20,"Freedom Marine Solutions, LLC(24)",Energy Equipment & Services,Membership Interest (100%)(16),10/1/2009,81146,2825,43592,,14600,,0.4%,2825.0,,0.1%,,,,
21,"InterDent, Inc. (52)",Health Care Providers & Services,"Senior Secured Term Loan A (7.74% (LIBOR + 5.50% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/3/2012,77994,2825,77994,,77994,,2.3%,2825.0,,0.1%,,,,
22,"Senior Secured Term Loan B (16.00% PIK, due 9/5/2020)(13)(46)",8/3/2012,103090,8/3/2012,103090,2825,103090,,3.0%,,2.3%,2825.0,,0.1%,,,,
23,"Senior Secured Term Loan A/B (2.49% (LIBOR + 0.25% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/1/2018,14000,8/3/2012,14000,2825,14000,,0.4%,,2.3%,2825.0,,0.1%,,,,
24,"Senior Secured Term Loan C (18.00% PIK, due 9/5/2020)(46)",3/22/2018,35766,8/3/2012,35766,2825,25215,,0.7%,,2.3%,2825.0,,0.1%,,,,
25,"Senior Secured Term Loan D (1.00% PIK, due 9/5/2020)(46)",9/19/2018,5001,8/3/2012,5001,2825,-,,-%,,2.3%,2825.0,,0.1%,,,,
26,"Warrants (to purchase 99,900 shares of Common Stock, expires 9/19/2030)(16)",2/23/2018,5001,8/3/2012,-,2825,-,,-%,,2.3%,2825.0,,0.1%,,,,
27,"Warrants (to purchase 99,900 shares of Common Stock, expires 9/19/2030)(16)",2/23/2018,5001,8/3/2012,-,2825,235851,,220299,,6.4%,2825.0,,0.1%,,,,
28,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,220299,,6.4%,2825.0,,0.1%,,,,
29,"MITY, Inc.(25)",Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",9/19/2013,Principal Value,26250,Fair  Value(2),% of Net Assets,26250,,6.4%,26250.0,,0.8%,,,,
30,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(11)(46)",6/23/2014,24652,9/19/2013,24652,26250,24652,% of Net Assets,0.7%,,6.4%,26250.0,,0.8%,,,,
31,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(14)",9/19/2013,5702,9/19/2013,7200,26250,5702,% of Net Assets,0.2%,,6.4%,26250.0,,0.8%,,,,
32,"Common Stock (42,053 shares)(16)",9/19/2013,5702,9/19/2013,6849,26250,1121,% of Net Assets,-%,,6.4%,26250.0,,0.8%,,,,
33,"Common Stock (42,053 shares)(16)",9/19/2013,5702,9/19/2013,6849,26250,64951,% of Net Assets,57725,,1.7%,26250.0,,0.8%,,,,
34,National Property REIT Corp.(26),Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.39% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(11)(46)",4/1/2014,293203,26250,293203,% of Net Assets,293203,,8.5%,26250.0,,0.8%,,,,
35,"Senior Secured Term Loan E (11.39% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 4/1/2019)(11)(46)",4/1/2014,217960,4/1/2014,217960,26250,217960,% of Net Assets,6.4%,,8.5%,26250.0,,0.8%,,,,
36,"Common Stock (3,102,279 shares)",12/31/2013,217960,4/1/2014,317809,26250,453313,% of Net Assets,13.2%,,8.5%,26250.0,,0.8%,,,,
37,Net Operating Income Interest (5% of Net Operating Income),12/31/2013,217960,4/1/2014,-,26250,107487,% of Net Assets,3.1%,,8.5%,26250.0,,0.8%,,,,
38,Net Operating Income Interest (5% of Net Operating Income),12/31/2013,217960,4/1/2014,-,26250,828972,% of Net Assets,1071963,,31.2%,26250.0,,0.8%,,,,
39,Nationwide Loan Company LLC(27),Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,17410,26250,17410,% of Net Assets,17410,,0.5%,26250.0,,0.8%,,,,
40,"Class A Units (32,456,159 units)(14)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,21962,26250,15307,% of Net Assets,0.4%,,0.5%,26250.0,,0.8%,,,,
41,"Class A Units (32,456,159 units)(14)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,21962,26250,39372,% of Net Assets,32717,,0.9%,26250.0,,0.8%,,,,
42,"NMMB, Inc.(28)",Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,3714,26250,3714,% of Net Assets,3714,,0.1%,26250.0,,0.8%,,,,
43,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",6/12/2014,3900,5/6/2011,3900,26250,3900,% of Net Assets,0.1%,,0.1%,26250.0,,0.8%,,,,
44,"Series A Preferred Stock (7,200 shares)(16)",12/12/2013,3900,5/6/2011,7200,26250,6971,% of Net Assets,0.2%,,0.1%,26250.0,,0.8%,,,,
45,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,3900,5/6/2011,5669,26250,5489,% of Net Assets,0.2%,,0.1%,26250.0,,0.8%,,,,
46,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,3900,5/6/2011,5669,26250,20483,% of Net Assets,20074,,0.6%,26250.0,,0.8%,,,,
47,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.46% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,26250,20825,% of Net Assets,20825,,0.6%,26250.0,,0.8%,,,,
48,"Senior Secured Term Loan A (7.46% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(13)",12/31/2014,96000,9/26/2014,96000,26250,96000,% of Net Assets,2.8%,,0.6%,26250.0,,0.8%,,,,
49,"Senior Secured Term Loan B (11.46% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,99166,9/26/2014,96500,26250,47333,% of Net Assets,1.4%,,0.6%,26250.0,,0.8%,,,,
50,"Convertible Preferred Equity (100,000 shares)(16)",6/15/2018,99166,9/26/2014,15000,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,
51,"Common Stock (6,778,414 shares)(16)",9/29/2017,99166,9/26/2014,-,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,
52,"Common Stock (6,778,414 shares)(16)",9/29/2017,99166,9/26/2014,-,26250,228325,% of Net Assets,164158,,4.8%,26250.0,,0.8%,,,,
53,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.39% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,26250,28622,% of Net Assets,24782,,0.7%,26250.0,,0.8%,,,,
54,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.39% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,-,% of Net Assets,-%,,0.7%,26250.0,,0.8%,,,,
55,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.39% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,35488,% of Net Assets,24782,,0.7%,26250.0,,0.8%,,,,
56,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Energy Equipment & Services,"Series A Convertible Preferred Stock (99,900 shares)(16)",11/8/2013,6866,26250,-,% of Net Assets,2201,,0.1%,26250.0,,0.8%,,,,
57,Common Stock (100 shares)(16),11/8/2013,"Series A Convertible Preferred Stock (99,900 shares)(16)",11/8/2013,-,26250,-,% of Net Assets,-%,,0.1%,26250.0,,0.8%,,,,
58,Common Stock (100 shares)(16),11/8/2013,"Series A Convertible Preferred Stock (99,900 shares)(16)",11/8/2013,-,26250,-,% of Net Assets,2201,,0.1%,26250.0,,0.8%,,,,
59,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,2201,,0.1%,26250.0,,0.8%,,,,
60,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,Principal Value,37821,Fair  Value(2),% of Net Assets,31601,,0.1%,15807.0,,0.5%,,,,
61,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,49787,3/31/2014,35568,37821,-,% of Net Assets,-%,,0.1%,15807.0,,0.5%,,,,
62,"Common Stock (268,962 shares)(16)",6/15/2016,49787,3/31/2014,-,37821,-,% of Net Assets,-%,,0.1%,15807.0,,0.5%,,,,
63,"Common Stock (268,962 shares)(16)",6/15/2016,49787,3/31/2014,-,37821,67169,% of Net Assets,15807,,0.5%,15807.0,,0.5%,,,,
64,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,37821,10430,% of Net Assets,10430,,0.3%,15807.0,,0.5%,,,,
65,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,32881,12/31/2012,32881,37821,32881,% of Net Assets,1.0%,,0.3%,15807.0,,0.5%,,,,
66,Consolidated Revenue Interest (2.0%)(38),6/22/2018,32881,12/31/2012,-,37821,3328,% of Net Assets,0.1%,,0.3%,15807.0,,0.5%,,,,
67,"Common Stock (50,000 shares)",12/31/2012,32881,12/31/2012,26204,37821,35304,% of Net Assets,1.0%,,0.3%,15807.0,,0.5%,,,,
68,"Common Stock (50,000 shares)",12/31/2012,32881,12/31/2012,26204,37821,69515,% of Net Assets,81943,,2.4%,15807.0,,0.5%,,,,
69,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,26204,37821,-,% of Net Assets,-,,-%,15807.0,,0.5%,,,,
70,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,Membership Interest (100%)(16),7/1/2014,3838,37821,22,% of Net Assets,-%,,-%,15807.0,,0.5%,,,,
71,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,37821,13,% of Net Assets,-%,,-%,15807.0,,0.5%,,,,
72,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,37821,3838,% of Net Assets,35,,-%,15807.0,,0.5%,,,,
73,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,35,,-%,15807.0,,0.5%,,,,
74,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $8,032 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,Principal Value,177,Fair  Value(2),% of Net Assets,177,,-%,177.0,,-%,,,,
75,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,7683,6/9/2015,7683,177,7683,% of Net Assets,0.2%,,-%,177.0,,-%,,,,
76,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,36127,6/9/2015,23829,177,17793,% of Net Assets,0.5%,,-%,177.0,,-%,,,,
77,"Class A Units (370,964 units)(16)",6/9/2015,36127,6/9/2015,6577,177,-,% of Net Assets,-%,,-%,177.0,,-%,,,,
78,"Class A Units (370,964 units)(16)",6/9/2015,36127,6/9/2015,6577,38266,-,25653,-%,0.7%,-%,177.0,,-%,,,,
79,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,38266,-,25653,-,0.7%,-%,177.0,,-%,,,,
80,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,-,-,-,-,-%,-%,177.0,,-%,,,,
81,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,6577,-,9878,-,19670,-%,0.6%,177.0,,-%,,,,
82,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,6577,9878,9878,19670,19670,0.6%,0.6%,177.0,,-%,,,,
83,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.24% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,154814,9878,127091,19670,50670,0.6%,1.5%,177.0,,-%,,,,
84,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.24% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,9878,-,19670,-%,0.6%,1.5%,177.0,,-%,,,,
85,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.24% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,127091,-,50670,-%,1.5%,1.5%,177.0,,-%,,,,
86,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,-%,1.5%,1.5%,177.0,,-%,,,,
87,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,Principal Value,20000,Fair  Value(2),% of Net Assets,19748,1.5%,1.5%,21371.0,,0.6%,,,,
88,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,Principal Value,19748,Fair  Value(2),21371,19748,0.6%,1.5%,21371.0,,0.6%,,,,
89,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.39% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,35380,19748,35380,21371,35380,0.6%,1.0%,21371.0,,0.6%,,,,
90,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.39% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,35380,35380,35380,35380,35380,1.0%,1.0%,21371.0,,0.6%,,,,
91,American Gilsonite Company(34),Chemicals,"Membership Interest (0.05%, 131 shares)(16)",3/14/2008,35380,35380,-,35380,-,1.0%,-%,21371.0,,0.6%,,,,
92,American Gilsonite Company(34),Chemicals,"Membership Interest (0.05%, 131 shares)(16)",3/14/2008,35380,-,-,-,-,-%,-%,21371.0,,0.6%,,,,
93,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,-,21,-,76,-%,-%,21371.0,,0.6%,,,,
94,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,21,21,76,76,-%,-%,21371.0,,0.6%,,,,
95,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.90%, due 10/17/2028)(5)(14)",1/17/2013,40500,21,32510,76,25231,-%,0.7%,21371.0,,0.6%,,,,
96,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.90%, due 10/17/2028)(5)(14)",1/17/2013,40500,32510,32510,25231,25231,0.7%,0.7%,21371.0,,0.6%,,,,
97,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.71%, due 4/15/2031)(5)(14)",4/18/2013,52203,32510,34302,25231,26718,0.7%,0.8%,21371.0,,0.6%,,,,
98,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.71%, due 4/15/2031)(5)(14)",4/18/2013,52203,34302,34302,26718,26718,0.8%,0.8%,21371.0,,0.6%,,,,
99,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.85%, due 4/20/2031)(5)(14)",10/16/2013,48515,34302,35499,26718,27161,0.8%,0.8%,21371.0,,0.6%,,,,
100,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.85%, due 4/20/2031)(5)(14)",10/16/2013,48515,35499,35499,27161,27161,0.8%,0.8%,21371.0,,0.6%,,,,
101,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.34%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,35499,27848,27161,25122,0.8%,0.7%,21371.0,,0.6%,,,,
102,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.34%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,27848,27848,25122,25122,0.7%,0.7%,21371.0,,0.6%,,,,
103,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (13.76% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,27848,1145,25122,787,0.7%,-%,21371.0,,0.6%,,,,
104,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (13.76% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,1145,1145,787,787,-%,-%,21371.0,,0.6%,,,,
105,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (10.84% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)",2/21/2013,7000,1145,7000,787,6869,-%,0.2%,21371.0,,0.6%,,,,
106,"Senior Term Loan (10.84% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77509,2/21/2013,77509,1145,76063,787,2.2%,-%,0.2%,21371.0,,0.6%,,,,
107,"Senior Term Loan (10.84% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77509,2/21/2013,77509,84509,76063,82932,2.2%,2.4%,0.2%,21371.0,,0.6%,,,,
108,"ATS Consolidated, Inc.","Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.99% (LIBOR + 7.75%), due 2/27/2026)(8)(13)",3/19/2018,15000,84509,14860,82932,15300,2.4%,0.5%,21371.0,,0.6%,,,,
109,"ATS Consolidated, Inc.","Electronic Equipment, Instruments & Components","Second Lien Term Loan (9.99% (LIBOR + 7.75%), due 2/27/2026)(8)(13)",3/19/2018,15000,14860,14860,15300,15300,0.5%,0.5%,21371.0,,0.6%,,,,
110,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.49% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,14860,5973,15300,5973,0.5%,0.2%,21371.0,,0.6%,,,,
111,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.49% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,5973,5973,5973,5973,0.2%,0.2%,21371.0,,0.6%,,,,
112,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.98%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,5973,51204,5973,44371,0.2%,1.3%,21371.0,,0.6%,,,,
113,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.98%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,51204,51204,44371,44371,1.3%,1.3%,21371.0,,0.6%,,,,
114,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.39% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,272618,51204,272618,44371,272618,1.3%,7.9%,21371.0,,0.6%,,,,
115,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.39% (LIBOR + 8.00% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,272618,272618,272618,272618,272618,7.9%,7.9%,21371.0,,0.6%,,,,
116,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,272618,7.9%,7.9%,21371.0,,0.6%,,,,
117,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.07%, due 1/18/2028)(5)(14)",5/23/2013,Principal Value,36300,Fair  Value(2),% of Net Assets,18865,7.9%,7.9%,13535.0,,0.4%,,,,
118,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.07%, due 1/18/2028)(5)(14)",5/23/2013,Principal Value,36300,18865,% of Net Assets,13535,7.9%,0.4%,13535.0,,0.4%,,,,
119,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 10.74%, due 10/16/2028)(5)(14)",5/8/2012,58915,36300,41855,% of Net Assets,35997,7.9%,1.1%,13535.0,,0.4%,,,,
120,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 10.74%, due 10/16/2028)(5)(14)",5/8/2012,58915,36300,41855,% of Net Assets,35997,7.9%,1.1%,13535.0,,0.4%,,,,
121,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (7.81% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12375,36300,12375,% of Net Assets,12375,7.9%,0.3%,13535.0,,0.4%,,,,
122,"Senior Secured Term Loan B (11.81% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,36300,12500,% of Net Assets,0.4%,7.9%,0.3%,13535.0,,0.4%,,,,
123,"Senior Secured Term Loan B (11.81% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,36300,24875,% of Net Assets,24875,7.9%,0.7%,13535.0,,0.4%,,,,
124,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,36300,100690,% of Net Assets,101030,7.9%,2.9%,13535.0,,0.4%,,,,
125,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,36300,100690,% of Net Assets,101030,7.9%,2.9%,13535.0,,0.4%,,,,
