,0,1,2,3,4,5,6,7,8,9,10,11
29,"Senior Secured Term Loan C to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 1/1/2014, due 9/15/2015)",2395,,2383,,-,,-%,,,,
30,"Senior Secured Term Loan D to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 4/18/2014, due 9/15/2015)",301,,300,,-,,-%,,,,
31,"Senior Secured Term Loan to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 1/1/2014, due 9/15/2015)",8410,,8227,,-,,-%,,,,
32,"Series A Preferred Stock of BXC Company, Inc. (12,520,000 shares)",,-,,-,,-%,,,,,
33,"Series B Preferred Stock of BXC Company, Inc. (2,400,000 shares)",,-,,-,,-%,,,,,
34,"Common Stock of BXC Company, Inc.  (138,250 shares)",,-,,-,,-%,,,,,
35,"Warrant (to purchase 15% of all classes of equity of BXC Company, Inc., expires 8/31/2022)",,-,,-,,-%,,,,,
36,,,,,17448,,2115,,0.1%,,,
37,CCPI Holdings Inc.(33),Ohio / Manufacturing,"Senior Secured Term Loan A to CCPI Inc. (10.00%, due 12/31/2017)(3)",17213,,17213,,17213,,0.5%,,
38,"Senior Secured Term Loan B to CCPI Inc. (12.00% plus 7.00% PIK, due 12/31/2017)",8245,,8245,,8245,,0.2%,,,,
39,Common Stock of CCPI Holdings Inc. (100 shares),,8579,,7136,,0.2%,,,,,
40,,,,,34037,,32594,,0.9%,,,
41,CP Holdings of Delaware LLC(38),Oklahoma / Oil & Gas Production,"Senior Secured Term Loan A to CP Well Testing, LLC (7.00% (LIBOR + 5.00% with 2.00% LIBOR floor), due 4/1/2019)(4)",11035,,11035,,11035,,0.3%,,
42,"Senior Secured Term Loan B to CP Well Testing, LLC (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor) plus 7.50% PIK, due 4/1/2019)(4)",72238,,72238,,72238,,2.0%,,,,
43,"Second Lien Term Loan to CP Well Testing, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 4/1/2019)(4)",15000,,15000,,15000,,0.4%,,,,
44,Membership Interest in CP Holdings of Delaware LLC,,15228,,31846,,0.9%,,,,,
45,,,,,113501,,130119,,3.6%,,,
46,"Credit Central Holdings of Delaware, LLC(22)(34)",Ohio / Consumer Finance,"Subordinated Term Loan to Credit Central Loan Company, LLC (10.00% plus 10.00% PIK, due 6/26/2019)",36333,,36333,,36333,,1.0%,,
47,"Membership Interest in Credit Central Holdings of Delaware, LLC",,13670,,14099,,0.4%,,,,,
48,,,,,50003,,50432,,1.4%,,,
49,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Revolving Credit Facility to Echelon Aviation LLC – $150,000 Commitment (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)(25)",78521,,78521,,78521,,2.2%,,
50,Membership Interest in Echelon Aviation LLC,,14107,,14107,,0.4%,,,,,
51,,,,,92628,,92628,,2.6%,,,
52,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
53,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
54,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
55,Energy Solutions Holdings Inc.(8),Texas / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",,3500,,,3500,,,3500.0,0.1%
56,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,,12504,,12504,,0.4%,,,,
57,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,,16000,,16000,,0.4%,,,,
58,"Senior Secured Note to Yatesville Coal Company, LLC (in non-accrual status effective 1/1/2009, past due)",1449,,1449,,-,,-%,,,,
59,Common Stock of Energy Solutions Holdings Inc. (100 shares),,8293,,-,,-%,,,,,
60,,,,,41746,,32004,,0.9%,,,
61,First Tower Holdings of Delaware LLC(22)(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)",251246,,251246,,251246,,6.9%,,
62,Membership Interest in First Tower Holdings of Delaware LLC,,68405,,75539,,2.1%,,,,,
63,,,,,319651,,326785,,9.0%,,,
64,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan to Gulf Coast Machine & Supply Company (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 2.00% default interest on principal, due 10/12/2017)(4)",17500,,17500,,14459,,0.4%,,
65,"Series A Convertible Preferred Stock of Gulf Coast Machine & Supply Company (99,900 shares)",,25950,,-,,-%,,,,,
66,,,,,43450,,14459,,0.4%,,,
67,Harbortouch Holdings of Delaware Inc.(44),Pennsylvania / Business Services,"Senior Secured Term Loan A to Harbortouch Payments, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",130796,,130796,,130796,,3.6%,,
68,"Senior Secured Term Loan B to Harbortouch Payments, LLC (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,,137226,,137226,,3.8%,,,,
69,Common Stock of Harbortouch Holdings of Delaware Inc. (100 shares),,10672,,23292,,0.6%,,,,,
70,,,,,278694,,291314,,8.0%,,,
71,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1686,,-,,-%,,
72,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
73,"Common Stock of The Healing Staff, Inc. (1,000 shares)",,-,,-,,-%,,,,,
74,"Common Stock of Vets Securing America, Inc. (1 share)",,975,,-,,-%,,,,,
75,,,,,3831,,-,,-%,,,
76,"Manx Energy, Inc.(12)",Kansas / Oil & Gas Production,"Senior Secured Note to Manx Energy, Inc. (13.00%, in non-accrual status effective 1/19/2010, past due)",50,,50,,-,,-%,,
77,"Series A-1 Preferred Stock of Manx Energy, Inc. (6,635 shares)",,-,,-,,-%,,,,,
78,"Common Stock of Manx Energy, Inc. (17,082 shares)",,-,,-,,-%,,,,,
79,,,,,50,,-,,-%,,,
80,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
81,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
82,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
83,MITY Holdings of Delaware Inc.(17),Utah / Durable Consumer Products,"Revolving Line of Credit to MITY, Inc. – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",,-,,,-,,,-,-%
84,"Senior Secured Note A to MITY, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,,18250,,18250,,0.5%,,,,
85,"Senior Secured Note B to MITY, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,,15769,,15769,,0.4%,,,,
86,Common Stock of MITY Holdings of Delaware Inc. (100 shares),,14143,,15270,,0.4%,,,,,
87,,,,,48162,,49289,,1.3%,,,
88,Nationwide Acceptance Holdings LLC(22)(36),Illinois / Consumer Finance,"Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)",14820,,14820,,14820,,0.4%,,
89,Membership Interest in Nationwide Acceptance Holdings LLC,,14331,,15103,,0.4%,,,,,
90,,,,,29151,,29923,,0.8%,,,
91,"NMMB Holdings, Inc.(24)",New York / Media,"Senior Secured Note to NMMB, Inc. (14.00%, due 5/6/2016)",3714,,3714,,2183,,0.1%,,
92,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,4114,,0.1%,,,,
93,"Series B Convertible Preferred Stock of NMMB Holdings, Inc. (8,086 shares)",,8086,,-,,-%,,,,,
94,"Series A Preferred Stock of NMMB Holdings, Inc. (4,400 shares)",,4400,,-,,-%,,,,,
95,,,,,23200,,6297,,0.2%,,,
96,"NPH Property Holdings, LLC(40)",Texas / Real Estate,"Senior Term Loan to National Property REIT Corp. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",105309,,105309,,105309,,2.9%,,
97,"Membership Interest in NPH Property Holdings, LLC",,21290,,19202,,0.5%,,,,,
98,,,,,126599,,124511,,3.4%,,,
99,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note to R-V Industries, Inc. (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,,30411,,30411,,0.8%,,
100,"Common Stock of R-V Industries, Inc. (545,107 shares)",,5087,,19989,,0.6%,,,,,
101,"Warrant (to purchase 200,000 shares of Common Stock of R-V Industries, expires 6/30/2017)",,1682,,7334,,0.2%,,,,,
102,,,,,37180,,57734,,1.6%,,,
103,"STI Holding, Inc.(21)",California / Manufacturing,"Revolving Line of Credit to Borga, Inc. – $1,150 Commitment (5.00% (PRIME + 1.75%), in non-accrual status effective 3/2/2010, past due)(4)(25)",1150,,1095,,436,,-%,,
104,"Senior Secured Term Loan B to Borga, Inc. (8.50% (PRIME + 5.25%), in non-accrual status effective 3/2/2010, past due)(4)",1612,,1501,,-,,-%,,,,
105,"Senior Secured Term Loan C to Borga, Inc. (12.00% plus 4.00% PIK, in non-accrual status effective 3/2/2010, past due)",10141,,581,,-,,-%,,,,
106,"Common Stock of STI Holding, Inc. (100 shares)",,-,,-,,-%,,,,,
107,"Warrant (to purchase 33,750 shares of Common Stock of Borga, Inc., expires 5/6/2015)",,-,,-,,-%,,,,,
108,,,,,3177,,436,,-%,,,
109,"UPH Property Holdings, LLC(41)",Georgia / Real Estate,"Senior Term Loan to United Property REIT Corp. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",19027,,19027,,19027,,0.5%,,
110,"Membership Interest in UPH Property Holdings, LLC",,5113,,5539,,0.2%,,,,,
111,,,,,24140,,24566,,0.7%,,,
112,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
113,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
114,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
115,"Valley Electric Holdings I, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",,10081,,,10081,,,10081.0,0.3%
116,"Senior Secured Note to Valley Electric Company, Inc. (10.00% plus 8.5% PIK, due 12/31/2018)",20500,,20500,,20500,,0.6%,,,,
117,"Common Stock of Valley Electric Holdings I, Inc. (100 shares)",,26279,,2975,,-%,,,,,
118,,,,,56860,,33556,,0.9%,,,
119,Wolf Energy Holdings Inc.(12),Kansas / Oil & Gas Production,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",22000,,-,,3386,,0.1%,,
120,"Senior Secured Note to Appalachian Energy LLC (8.00%, in non-accrual status effective 1/19/2010, past due)",2865,,2000,,-,,-%,,,,
121,"Senior Secured Note to Appalachian Energy LLC (8.00%, in non-accrual status, past due)",56,,50,,-,,-%,,,,
122,"Senior Secured Note to Coalbed, LLC (8.00%, in non-accrual status effective 1/19/2010, past due)(6)",8595,,5991,,-,,-%,,,,
123,Common Stock of Wolf Energy Holdings Inc.  (100 shares),,-,,-,,-%,,,,,
124,"Net Profits Interest in Wolf Energy, LLC (8% of Equity Distributions)(7)",,-,,213,,-%,,,,,
125,,,,,8041,,3599,,0.1%,,,
126,Total Control Investments,,,1719242,,,1640454,,45.3%,,,
127,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
128,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
129,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
130,"Aderant North America, Inc.(16)",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",,7000,,,6914,,,7000.0,0.2%
131,,,,,6914,,7000,,0.2%,,,
132,"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",,396,,505,,-%,,,
133,,,,,396,,505,,-%,,,
134,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,,11792,,12000,,0.3%,,
135,,,,,11792,,12000,,0.3%,,,
136,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",,5,,-,,-%,,,
137,,,,,5,,-,,-%,,,
138,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.1%,,
139,,,,,74654,,74654,,2.1%,,,
140,American Gilsonite Company,Utah /  Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,,38500,,38500,,1.1%,,
141,Membership Interest (99.9999%)(15),,-,,3477,,0.1%,,,,,
142,,,,,38500,,41977,,1.2%,,,
143,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,,18444,,19903,,0.5%,,
144,,,,,18444,,19903,,0.5%,,,
145,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,,33937,,37087,,1.0%,,
146,,,,,33937,,37087,,1.0%,,,
147,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,,42042,,42499,,1.2%,,
148,,,,,42042,,42499,,1.2%,,,
149,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),36515,,37038,,36715,,1.0%,,
150,,,,,37038,,36715,,1.0%,,,
151,"Arctic Glacier U.S.A., Inc.",Minnesota /  Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,150000,,4.1%,,
152,,,,,150000,,150000,,4.1%,,,
153,"Ark-La-Tex Wireline Services, LLC(4)",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,,26831,,26831,,0.7%,,
154,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,,26831,,26831,,0.7%,,,,
155,"Delayed Draw Term Loan – $5,000 Commitment  (due 4/8/2019)(25)",-,,-,,-,,-%,,,,
156,,,,,53662,,53662,,1.4%,,,
157,Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",7000,,6874,,6874,,0.2%,,
158,,,,,6874,,6874,,0.2%,,,
159,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
160,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
161,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
162,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $3,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2014)(4)(25)(26)",,2350,,,2350,,,2350.0,0.1%
163,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38957,,38957,,34102,,0.9%,,,,
164,,,,,41307,,36452,,1.0%,,,
165,Babson CLO Ltd.  2011-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35000,,33591,,33801,,0.9%,,
166,,,,,33591,,33801,,0.9%,,,
167,Babson CLO Ltd.  2012-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),29075,,23471,,26401,,0.7%,,
168,,,,,23471,,26401,,0.7%,,,
169,Babson CLO Ltd.  2012-II(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),27850,,26764,,27230,,0.8%,,
170,,,,,26764,,27230,,0.8%,,,
171,"Blue Coat  Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,,10902,,11000,,0.3%,,
172,,,,,10902,,11000,,0.3%,,,
173,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",257575,,257575,,257575,,7.1%,,
174,,,,,257575,,257575,,7.1%,,,
175,Brookside Mill  CLO Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),26000,,22613,,25081,,0.7%,,
176,,,,,22613,,25081,,0.7%,,,
177,Byrider Systems Acquisition Corp.(22),Indiana / Auto Finance,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)(3)",11139,,11139,,11139,,0.3%,,
178,,,,,11139,,11139,,0.3%,,,
179,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,,-,,182,,-%,,,
180,Escrow Receivable,,-,,118,,-%,,,,,
181,,,,,-,,300,,-%,,,
182,"Capstone Logistics, LLC",Georgia / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)(4)",92085,,92085,,92085,,2.6%,,
183,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)(3)(4)",98465,,98465,,98465,,2.7%,,,,
184,,,,,190550,,190550,,5.3%,,,
185,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),24870,,21999,,23896,,0.7%,,
186,,,,,21999,,23896,,0.7%,,,
187,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),40275,,40483,,40259,,1.1%,,
188,,,,,40483,,40259,,1.1%,,,
189,Cent CLO 21 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),48528,,46597,,46154,,1.3%,,
190,,,,,46597,,46154,,1.3%,,,
191,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
192,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
193,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
194,"CIFC Funding  2011-I, Ltd.(4)(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)",,19000,,,15304,,,18037.0,0.5%
195,"Class E Subordinated Notes (7.23% (LIBOR + 7.00%, due 1/19/2023)",15400,,12814,,15162,,0.4%,,,,
196,,,,,28118,,33199,,0.9%,,,
197,"CIFC Funding  2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44100,,39534,,43217,,1.2%,,
198,,,,,39534,,43217,,1.2%,,,
199,"CIFC Funding  2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),45500,,40255,,40934,,1.1%,,
200,,,,,40255,,40934,,1.1%,,,
201,"Cinedigm DC  Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68714,,68664,,68714,,1.9%,,
202,,,,,68664,,68714,,1.9%,,,
203,"The Copernicus  Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,115,,-%,,,
204,,,,,-,,115,,-%,,,
205,"Correctional Healthcare Holding Company, Inc.",Colorado / Healthcare,"Second Lien Term Loan (11.25%, due 1/11/2020)(3)",27100,,27100,,27642,,0.8%,,
206,,,,,27100,,27642,,0.8%,,,
207,"Coverall North  America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",51210,,51210,,51210,,1.4%,,
208,,,,,51210,,51210,,1.4%,,,
209,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,39708,,1.1%,,
210,,,,,40000,,39708,,1.1%,,,
211,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",47504,,47504,,47504,,1.3%,,
212,,,,,47504,,47504,,1.3%,,,
213,"Deltek, Inc.(16)",Virginia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)",12000,,11852,,12000,,0.3%,,
214,,,,,11852,,12000,,0.3%,,,
215,"Diamondback  Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions),,-,,-,,-%,,,
216,,,,,-,,-,,-%,,,
217,"Edmentum, Inc.  (f/k/a Archipelago Learning, Inc.)(16)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)",50000,,48439,,50000,,1.4%,,
218,,,,,48439,,50000,,1.4%,,,
219,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,,15419,,15700,,0.4%,,
220,,,,,15419,,15700,,0.4%,,,
221,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,116,,-%,,,
222,,,,,-,,116,,-%,,,
223,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
224,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
225,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
226,"Fleetwash, Inc.(4)",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)",,25000,,,25000,,,25000.0,0.7%
227,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)",25000,,25000,,25000,,0.7%,,,,
228,"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 4/30/2019)(25)",-,,-,,-,,-%,,,,
229,,,,,50000,,50000,,1.4%,,,
230,"Focus Brands, Inc.(16)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)",18000,,17776,,18000,,0.5%,,
231,,,,,17776,,18000,,0.5%,,,
232,"Focus Products Group International, LLC  (f/k/a FPG, LLC)",Illinois /  Durable Consumer Products,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)(3)(4)",20297,,20297,,19886,,0.5%,,
233,"Common Stock (5,638 shares)",,27,,-,,-%,,,,,
234,,,,,20324,,19886,,0.5%,,,
235,"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22000,,19498,,20449,,0.6%,,
236,,,,,19498,,20449,,0.6%,,,
237,"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35025,,29777,,31824,,0.9%,,
238,,,,,29777,,31824,,0.9%,,,
