,0,1,2,3,4,5,6,7,8,9,10,11
24,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
25,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
26,"BXC Company, Inc.  (f/k/a BXC Holding Company)(20)","Georgia / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 1/1/2014, due 9/15/2015)",,1629,,,1621,,,1629.0,0.1%
27,"Senior Secured Term Loan B to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 1/1/2014, due 9/15/2015)",4942,,4917,,486,,-%,,,,
28,"Senior Secured Term Loan C to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 1/1/2014, due 9/15/2015)",2395,,2383,,-,,-%,,,,
29,"Senior Secured Term Loan D to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 4/18/2014, due 9/15/2015)",301,,300,,-,,-%,,,,
30,"Senior Secured Term Loan to Boxercraft Incorporated (10.00% plus 1.00% PIK, in non-accrual status effective 1/1/2014, due 9/15/2015)",8410,,8227,,-,,-%,,,,
31,"Series A Preferred Stock of BXC Company, Inc. (12,520,000 shares)",,-,,-,,-%,,,,,
32,"Series B Preferred Stock of BXC Company, Inc. (2,400,000 shares)",,-,,-,,-%,,,,,
33,"Common Stock of BXC Company, Inc.  (138,250 shares)",,-,,-,,-%,,,,,
34,"Warrant (to purchase 15% of all classes of equity of BXC Company, Inc., expires 8/31/2022)",,-,,-,,-%,,,,,
35,,,,,17448,,2115,,0.1%,,,
36,CCPI Holdings Inc.(33),Ohio / Manufacturing,"Senior Secured Term Loan A to CCPI Inc. (10.00%, due 12/31/2017)(3)",17213,,17213,,17213,,0.5%,,
37,"Senior Secured Term Loan B to CCPI Inc. (12.00% plus 7.00% PIK, due 12/31/2017)",8245,,8245,,8245,,0.2%,,,,
38,Common Stock of CCPI Holdings Inc. (100 shares),,8579,,7136,,0.2%,,,,,
39,,,,,34037,,32594,,0.9%,,,
40,CP Holdings of Delaware LLC(38),Oklahoma / Oil & Gas Production,"Senior Secured Term Loan A to CP Well Testing, LLC (7.00% (LIBOR + 5.00% with 2.00% LIBOR floor), due 4/1/2019)(4)",11035,,11035,,11035,,0.3%,,
41,"Senior Secured Term Loan B to CP Well Testing, LLC (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor) plus 7.50% PIK, due 4/1/2019)(4)",72238,,72238,,72238,,2.0%,,,,
42,"Second Lien Term Loan to CP Well Testing, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor) plus 9.00% PIK, due 4/1/2019)(4)",15000,,15000,,15000,,0.4%,,,,
43,Membership Interest in CP Holdings of Delaware LLC,,15228,,31846,,0.9%,,,,,
44,,,,,113501,,130119,,3.6%,,,
45,"Credit Central Holdings of Delaware, LLC(22)(34)",Ohio / Consumer Finance,"Subordinated Term Loan to Credit Central Loan Company, LLC (10.00% plus 10.00% PIK, due 6/26/2019)",36333,,36333,,36333,,1.0%,,
46,"Membership Interest in Credit Central Holdings of Delaware, LLC",,13670,,14099,,0.4%,,,,,
47,,,,,50003,,50432,,1.4%,,,
48,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Revolving Credit Facility to Echelon Aviation LLC – $150,000 Commitment (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)(25)",78521,,78521,,78521,,2.2%,,
49,Membership Interest in Echelon Aviation LLC,,14107,,14107,,0.4%,,,,,
50,,,,,92628,,92628,,2.6%,,,
51,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
52,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
53,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
54,Energy Solutions Holdings Inc.(8),Texas / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",,3500,,,3500,,,3500.0,0.1%
55,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,,12504,,12504,,0.4%,,,,
56,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,,16000,,16000,,0.4%,,,,
57,"Senior Secured Note to Yatesville Coal Company, LLC (in non-accrual status effective 1/1/2009, past due)",1449,,1449,,-,,-%,,,,
58,Common Stock of Energy Solutions Holdings Inc. (100 shares),,8293,,-,,-%,,,,,
59,,,,,41746,,32004,,0.9%,,,
60,First Tower Holdings of Delaware LLC(22)(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)",251246,,251246,,251246,,6.9%,,
61,Membership Interest in First Tower Holdings of Delaware LLC,,68405,,75539,,2.1%,,,,,
62,,,,,319651,,326785,,9.0%,,,
63,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan to Gulf Coast Machine & Supply Company (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 2.00% default interest on principal, due 10/12/2017)(4)",17500,,17500,,14459,,0.4%,,
64,"Series A Convertible Preferred Stock of Gulf Coast Machine & Supply Company (99,900 shares)",,25950,,-,,-%,,,,,
65,,,,,43450,,14459,,0.4%,,,
66,Harbortouch Holdings of Delaware Inc.(44),Pennsylvania / Business Services,"Senior Secured Term Loan A to Harbortouch Payments, LLC (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(4)",130796,,130796,,130796,,3.6%,,
67,"Senior Secured Term Loan B to Harbortouch Payments, LLC (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,,137226,,137226,,3.8%,,,,
68,Common Stock of Harbortouch Holdings of Delaware Inc. (100 shares),,10672,,23292,,0.6%,,,,,
69,,,,,278694,,291314,,8.0%,,,
70,"The Healing Staff, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,,1686,,-,,-%,,
71,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,,1170,,-,,-%,,,,
72,"Common Stock of The Healing Staff, Inc. (1,000 shares)",,-,,-,,-%,,,,,
73,"Common Stock of Vets Securing America, Inc. (1 share)",,975,,-,,-%,,,,,
74,,,,,3831,,-,,-%,,,
75,"Manx Energy, Inc.(12)",Kansas / Oil & Gas Production,"Senior Secured Note to Manx Energy, Inc. (13.00%, in non-accrual status effective 1/19/2010, past due)",50,,50,,-,,-%,,
76,"Series A-1 Preferred Stock of Manx Energy, Inc. (6,635 shares)",,-,,-,,-%,,,,,
77,"Common Stock of Manx Energy, Inc. (17,082 shares)",,-,,-,,-%,,,,,
78,,,,,50,,-,,-%,,,
79,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
80,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
81,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
82,MITY Holdings of Delaware Inc.(17),Utah / Durable Consumer Products,"Revolving Line of Credit to MITY, Inc. – $7,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 12/23/2014)(4)(25)",,-,,,-,,,-,-%
83,"Senior Secured Note A to MITY, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,,18250,,18250,,0.5%,,,,
84,"Senior Secured Note B to MITY, Inc. (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15769,,15769,,15769,,0.4%,,,,
85,Common Stock of MITY Holdings of Delaware Inc. (100 shares),,14143,,15270,,0.4%,,,,,
86,,,,,48162,,49289,,1.3%,,,
87,Nationwide Acceptance Holdings LLC(22)(36),Illinois / Consumer Finance,"Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)",14820,,14820,,14820,,0.4%,,
88,Membership Interest in Nationwide Acceptance Holdings LLC,,14331,,15103,,0.4%,,,,,
89,,,,,29151,,29923,,0.8%,,,
90,"NMMB Holdings, Inc.(24)",New York / Media,"Senior Secured Note to NMMB, Inc. (14.00%, due 5/6/2016)",3714,,3714,,2183,,0.1%,,
91,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,,7000,,4114,,0.1%,,,,
92,"Series B Convertible Preferred Stock of NMMB Holdings, Inc. (8,086 shares)",,8086,,-,,-%,,,,,
93,"Series A Preferred Stock of NMMB Holdings, Inc. (4,400 shares)",,4400,,-,,-%,,,,,
94,,,,,23200,,6297,,0.2%,,,
95,"NPH Property Holdings, LLC(40)",Texas / Real Estate,"Senior Term Loan to National Property REIT Corp. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",105309,,105309,,105309,,2.9%,,
96,"Membership Interest in NPH Property Holdings, LLC",,21290,,19202,,0.5%,,,,,
97,,,,,126599,,124511,,3.4%,,,
98,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note to R-V Industries, Inc. (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,,30411,,30411,,0.8%,,
99,"Common Stock of R-V Industries, Inc. (545,107 shares)",,5087,,19989,,0.6%,,,,,
100,"Warrant (to purchase 200,000 shares of Common Stock of R-V Industries, expires 6/30/2017)",,1682,,7334,,0.2%,,,,,
101,,,,,37180,,57734,,1.6%,,,
102,"STI Holding, Inc.(21)",California / Manufacturing,"Revolving Line of Credit to Borga, Inc. – $1,150 Commitment (5.00% (PRIME + 1.75%), in non-accrual status effective 3/2/2010, past due)(4)(25)",1150,,1095,,436,,-%,,
103,"Senior Secured Term Loan B to Borga, Inc. (8.50% (PRIME + 5.25%), in non-accrual status effective 3/2/2010, past due)(4)",1612,,1501,,-,,-%,,,,
104,"Senior Secured Term Loan C to Borga, Inc. (12.00% plus 4.00% PIK, in non-accrual status effective 3/2/2010, past due)",10141,,581,,-,,-%,,,,
105,"Common Stock of STI Holding, Inc. (100 shares)",,-,,-,,-%,,,,,
106,"Warrant (to purchase 33,750 shares of Common Stock of Borga, Inc., expires 5/6/2015)",,-,,-,,-%,,,,,
107,,,,,3177,,436,,-%,,,
108,"UPH Property Holdings, LLC(41)",Georgia / Real Estate,"Senior Term Loan to United Property REIT Corp. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",19027,,19027,,19027,,0.5%,,
109,"Membership Interest in UPH Property Holdings, LLC",,5113,,5539,,0.2%,,,,,
110,,,,,24140,,24566,,0.7%,,,
111,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
112,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
113,Control Investments (greater than 25.00% voting control)(46),,,,,,,,,,,
114,"Valley Electric Holdings I, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",,10081,,,10081,,,10081.0,0.3%
115,"Senior Secured Note to Valley Electric Company, Inc. (10.00% plus 8.5% PIK, due 12/31/2018)",20500,,20500,,20500,,0.6%,,,,
116,"Common Stock of Valley Electric Holdings I, Inc. (100 shares)",,26279,,2975,,-%,,,,,
117,,,,,56860,,33556,,0.9%,,,
118,Wolf Energy Holdings Inc.(12),Kansas / Oil & Gas Production,"Senior Secured Promissory Note to Wolf Energy, LLC secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",22000,,-,,3386,,0.1%,,
119,"Senior Secured Note to Appalachian Energy LLC (8.00%, in non-accrual status effective 1/19/2010, past due)",2865,,2000,,-,,-%,,,,
120,"Senior Secured Note to Appalachian Energy LLC (8.00%, in non-accrual status, past due)",56,,50,,-,,-%,,,,
121,"Senior Secured Note to Coalbed, LLC (8.00%, in non-accrual status effective 1/19/2010, past due)(6)",8595,,5991,,-,,-%,,,,
122,Common Stock of Wolf Energy Holdings Inc.  (100 shares),,-,,-,,-%,,,,,
123,"Net Profits Interest in Wolf Energy, LLC (8% of Equity Distributions)(7)",,-,,213,,-%,,,,,
124,,,,,8041,,3599,,0.1%,,,
125,Total Control Investments,,,1719242,,,1640454,,45.3%,,,
126,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
127,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
128,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
129,"Aderant North America, Inc.(16)",Georgia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",,7000,,,6914,,,7000.0,0.2%
130,,,,,6914,,7000,,0.2%,,,
131,"Aircraft Fasteners International, LLC",California / Machinery,"Class A Units (32,500 units)",,396,,505,,-%,,,
132,,,,,396,,505,,-%,,,
133,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,,11792,,12000,,0.3%,,
134,,,,,11792,,12000,,0.3%,,,
135,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",,5,,-,,-%,,,
136,,,,,5,,-,,-%,,,
137,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.1%,,
138,,,,,74654,,74654,,2.1%,,,
139,American Gilsonite Company,Utah /  Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,,38500,,38500,,1.1%,,
140,Membership Interest (99.9999%)(15),,-,,3477,,0.1%,,,,,
141,,,,,38500,,41977,,1.2%,,,
142,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),20525,,18444,,19903,,0.5%,,
143,,,,,18444,,19903,,0.5%,,,
144,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),38340,,33937,,37087,,1.0%,,
145,,,,,33937,,37087,,1.0%,,,
146,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44063,,42042,,42499,,1.2%,,
147,,,,,42042,,42499,,1.2%,,,
148,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),36515,,37038,,36715,,1.0%,,
149,,,,,37038,,36715,,1.0%,,,
150,"Arctic Glacier U.S.A., Inc.",Minnesota /  Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,150000,,4.1%,,
151,,,,,150000,,150000,,4.1%,,,
152,"Ark-La-Tex Wireline Services, LLC(4)",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,,26831,,26831,,0.7%,,
153,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)",26831,,26831,,26831,,0.7%,,,,
154,"Delayed Draw Term Loan – $5,000 Commitment  (due 4/8/2019)(25)",-,,-,,-,,-%,,,,
155,,,,,53662,,53662,,1.4%,,,
156,Armor Holding  II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",7000,,6874,,6874,,0.2%,,
157,,,,,6874,,6874,,0.2%,,,
158,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
159,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
160,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
161,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $3,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2014)(4)(25)(26)",,2350,,,2350,,,2350.0,0.1%
162,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38957,,38957,,34102,,0.9%,,,,
163,,,,,41307,,36452,,1.0%,,,
164,Babson CLO Ltd.  2011-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35000,,33591,,33801,,0.9%,,
165,,,,,33591,,33801,,0.9%,,,
166,Babson CLO Ltd.  2012-I(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),29075,,23471,,26401,,0.7%,,
167,,,,,23471,,26401,,0.7%,,,
168,Babson CLO Ltd.  2012-II(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),27850,,26764,,27230,,0.8%,,
169,,,,,26764,,27230,,0.8%,,,
170,"Blue Coat  Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,,10902,,11000,,0.3%,,
171,,,,,10902,,11000,,0.3%,,,
172,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",257575,,257575,,257575,,7.1%,,
173,,,,,257575,,257575,,7.1%,,,
174,Brookside Mill  CLO Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),26000,,22613,,25081,,0.7%,,
175,,,,,22613,,25081,,0.7%,,,
176,Byrider Systems Acquisition Corp.(22),Indiana / Auto Finance,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)(3)",11139,,11139,,11139,,0.3%,,
177,,,,,11139,,11139,,0.3%,,,
178,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,,-,,182,,-%,,,
179,Escrow Receivable,,-,,118,,-%,,,,,
180,,,,,-,,300,,-%,,,
181,"Capstone Logistics, LLC",Georgia / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)(4)",92085,,92085,,92085,,2.6%,,
182,"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)(3)(4)",98465,,98465,,98465,,2.7%,,,,
183,,,,,190550,,190550,,5.3%,,,
184,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),24870,,21999,,23896,,0.7%,,
185,,,,,21999,,23896,,0.7%,,,
186,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),40275,,40483,,40259,,1.1%,,
187,,,,,40483,,40259,,1.1%,,,
188,Cent CLO 21 Limited(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),48528,,46597,,46154,,1.3%,,
189,,,,,46597,,46154,,1.3%,,,
190,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
191,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
192,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
193,"CIFC Funding  2011-I, Ltd.(4)(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.23% (LIBOR + 5.00%, due 1/19/2023)",,19000,,,15304,,,18037.0,0.5%
194,"Class E Subordinated Notes (7.23% (LIBOR + 7.00%, due 1/19/2023)",15400,,12814,,15162,,0.4%,,,,
195,,,,,28118,,33199,,0.9%,,,
196,"CIFC Funding  2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),44100,,39534,,43217,,1.2%,,
197,,,,,39534,,43217,,1.2%,,,
198,"CIFC Funding  2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),45500,,40255,,40934,,1.1%,,
199,,,,,40255,,40934,,1.1%,,,
200,"Cinedigm DC  Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68714,,68664,,68714,,1.9%,,
201,,,,,68664,,68714,,1.9%,,,
202,"The Copernicus  Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,115,,-%,,,
203,,,,,-,,115,,-%,,,
204,"Correctional Healthcare Holding Company, Inc.",Colorado / Healthcare,"Second Lien Term Loan (11.25%, due 1/11/2020)(3)",27100,,27100,,27642,,0.8%,,
205,,,,,27100,,27642,,0.8%,,,
206,"Coverall North  America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",51210,,51210,,51210,,1.4%,,
207,,,,,51210,,51210,,1.4%,,,
208,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,39708,,1.1%,,
209,,,,,40000,,39708,,1.1%,,,
210,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",47504,,47504,,47504,,1.3%,,
211,,,,,47504,,47504,,1.3%,,,
212,"Deltek, Inc.(16)",Virginia /  Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)",12000,,11852,,12000,,0.3%,,
213,,,,,11852,,12000,,0.3%,,,
214,"Diamondback  Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions),,-,,-,,-%,,,
215,,,,,-,,-,,-%,,,
216,"Edmentum, Inc.  (f/k/a Archipelago Learning, Inc.)(16)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)",50000,,48439,,50000,,1.4%,,
217,,,,,48439,,50000,,1.4%,,,
218,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,,15419,,15700,,0.4%,,
219,,,,,15419,,15700,,0.4%,,,
220,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,116,,-%,,,
221,,,,,-,,116,,-%,,,
222,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
223,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,
224,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
225,"Fleetwash, Inc.(4)",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)",,25000,,,25000,,,25000.0,0.7%
226,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)",25000,,25000,,25000,,0.7%,,,,
227,"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 4/30/2019)(25)",-,,-,,-,,-%,,,,
228,,,,,50000,,50000,,1.4%,,,
229,"Focus Brands, Inc.(16)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)",18000,,17776,,18000,,0.5%,,
230,,,,,17776,,18000,,0.5%,,,
231,"Focus Products Group International, LLC  (f/k/a FPG, LLC)",Illinois /  Durable Consumer Products,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)(3)(4)",20297,,20297,,19886,,0.5%,,
232,"Common Stock (5,638 shares)",,27,,-,,-%,,,,,
233,,,,,20324,,19886,,0.5%,,,
234,"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22000,,19498,,20449,,0.6%,,
235,,,,,19498,,20449,,0.6%,,,
236,"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),35025,,29777,,31824,,0.9%,,
237,,,,,29777,,31824,,0.9%,,,
238,"Galaxy XVI CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),22575,,20790,,20573,,0.6%,,
