,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
40,"Class A Units (32,456,159 units)(14)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2020)(14)(46)",6/18/2014,21962,26250,16976,26250,0.5%,26250,0.6%,0.8%,0.1%,1.1%,,,,,,,,
41,"Class A Units (32,456,159 units)(14)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2020)(14)(46)",6/18/2014,21962,26250,40894,26250,35908,26250,1.1%,0.8%,0.1%,1.1%,,,,,,,,
42,"NMMB, Inc.(28)",Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,1614,26250,1614,26250,1614,26250,-%,0.8%,0.1%,1.1%,,,,,,,,
43,"Series A Preferred Stock (7,200 shares)(16)",5/6/2011,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,7200,26250,12539,26250,0.4%,26250,-%,0.8%,0.1%,1.1%,,,,,,,,
44,"Series B Preferred Stock (5,669 shares)(16)",5/6/2011,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,5669,26250,9872,26250,0.3%,26250,-%,0.8%,0.1%,1.1%,,,,,,,,
45,"Series B Preferred Stock (5,669 shares)(16)",5/6/2011,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,5669,26250,14483,26250,24025,26250,0.7%,0.8%,0.1%,1.1%,,,,,,,,
46,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.30% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,26250,20825,26250,20825,26250,0.6%,0.8%,0.1%,1.1%,,,,,,,,
47,"Senior Secured Term Loan A (7.30% PIK (LIBOR + 5.25% with 1.00% LIBOR floor), in non-accrual status effective 10/24/2018, due 9/26/2020)(13)",12/31/2014,103182,9/26/2014,96000,26250,79620,26250,2.5%,26250,0.6%,0.8%,0.1%,1.1%,,,,,,,,
48,"Senior Secured Term Loan B (11.30% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,113457,9/26/2014,96500,26250,-,26250,-%,26250,0.6%,0.8%,0.1%,1.1%,,,,,,,,
49,"Convertible Preferred Equity (179,998 shares)(16)",6/15/2018,113457,9/26/2014,27000,26250,-,26250,-%,26250,0.6%,0.8%,0.1%,1.1%,,,,,,,,
50,"Common Stock (6,778,414 shares)(16)",9/29/2017,113457,9/26/2014,-,26250,-,26250,-%,26250,0.6%,0.8%,0.1%,1.1%,,,,,,,,
51,"Common Stock (6,778,414 shares)(16)",9/29/2017,113457,9/26/2014,-,26250,240325,26250,100445,26250,3.1%,0.8%,0.1%,1.1%,,,,,,,,
52,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.11% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,26250,28622,26250,28622,26250,0.9%,0.8%,0.1%,1.1%,,,,,,,,
53,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.11% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,6801,26250,0.2%,26250,0.9%,0.8%,0.1%,1.1%,,,,,,,,
54,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.11% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,35488,26250,35423,26250,1.1%,0.8%,0.1%,1.1%,,,,,,,,
55,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,35423,26250,1.1%,0.8%,0.1%,1.1%,,,,,,,,
56,"Universal Turbine Parts, LLC(34)",Trading Companies & Distributors,"Delayed Draw Term Loan – $5,000 Commitment (10.25% (LIBOR + 7.75% with 2.50% LIBOR floor), due 9/30/2020)(13)(15)",2/28/2019,Principal Value,-,Fair  Value(2),% of Net Assets,-,26250,1.1%,-,0.1%,-%,,,,,,,,
57,"Senior Secured Term Loan A (7.86% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,30550,2/28/2019,30550,-,26850,% of Net Assets,0.8%,26250,1.1%,-,0.1%,-%,,,,,,,,
58,"Senior Secured Term Loan B (13.86% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,38789,2/28/2019,32500,-,-,% of Net Assets,-%,26250,1.1%,-,0.1%,-%,,,,,,,,
59,"Common Stock (10,000 units)(16)",12/10/2018,38789,2/28/2019,-,-,-,% of Net Assets,-%,26250,1.1%,-,0.1%,-%,,,,,,,,
60,"Common Stock (10,000 units)(16)",12/10/2018,38789,2/28/2019,-,-,63050,% of Net Assets,26850,26250,0.8%,-,0.1%,-%,,,,,,,,
61,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,47007,-,36601,% of Net Assets,15090,26250,0.5%,-,0.1%,-%,,,,,,,,
62,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,58952,3/31/2014,35568,-,-,% of Net Assets,-%,26250,0.5%,-,0.1%,-%,,,,,,,,
63,"Common Stock (268,962 shares)(16)",6/15/2016,58952,3/31/2014,-,-,-,% of Net Assets,-%,26250,0.5%,-,0.1%,-%,,,,,,,,
64,"Common Stock (268,962 shares)(16)",6/15/2016,58952,3/31/2014,-,-,72169,% of Net Assets,15090,26250,0.5%,-,0.1%,-%,,,,,,,,
65,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,-,10430,% of Net Assets,10430,26250,0.3%,-,0.1%,-%,,,,,,,,
66,"Senior Secured Note (10.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,33301,12/31/2012,33301,-,33301,% of Net Assets,1.0%,26250,0.3%,-,0.1%,-%,,,,,,,,
67,Consolidated Revenue Interest (2.0%)(38),6/22/2018,33301,12/31/2012,-,-,2921,% of Net Assets,0.1%,26250,0.3%,-,0.1%,-%,,,,,,,,
68,"Common Stock (50,000 shares)",12/31/2012,33301,12/31/2012,26204,-,75422,% of Net Assets,2.3%,26250,0.3%,-,0.1%,-%,,,,,,,,
69,"Common Stock (50,000 shares)",12/31/2012,33301,12/31/2012,26204,-,69935,% of Net Assets,122074,26250,3.7%,-,0.1%,-%,,,,,,,,
70,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,26204,-,-,% of Net Assets,-,26250,-%,-,0.1%,-%,,,,,,,,
71,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,Membership Interest (100%)(16),7/1/2014,3905,-,-,% of Net Assets,-%,26250,-%,-,0.1%,-%,,,,,,,,
72,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,-,18,% of Net Assets,-%,26250,-%,-,0.1%,-%,,,,,,,,
73,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,-,3905,% of Net Assets,18,26250,-%,-,0.1%,-%,,,,,,,,
74,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,18,26250,-%,-,0.1%,-%,,,,,,,,
75,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,Principal Value,6070,Fair  Value(2),% of Net Assets,6070,26250,-%,6070.0,0.1%,0.2%,,,,,,,,
76,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,8367,6/9/2015,8367,6070,8367,% of Net Assets,0.3%,26250,-%,6070.0,0.1%,0.2%,,,,,,,,
77,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,39931,6/9/2015,23829,6070,34155,% of Net Assets,1.0%,26250,-%,6070.0,0.1%,0.2%,,,,,,,,
78,"Class A Units (370,964 units)(16)",6/9/2015,39931,6/9/2015,6577,6070,3686,% of Net Assets,0.1%,26250,-%,6070.0,0.1%,0.2%,,,,,,,,
79,"Class A Units (370,964 units)(16)",6/9/2015,39931,6/9/2015,6577,44843,3686,52278,0.1%,1.6%,-%,6070.0,0.1%,0.2%,,,,,,,,
80,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,44843,-,52278,-,1.6%,-%,6070.0,0.1%,0.2%,,,,,,,,
81,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,-,-,-,-,-%,-%,6070.0,0.1%,0.2%,,,,,,,,
82,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",2/12/2016,6577,-,3771,-,16989,-%,0.5%,6070.0,0.1%,0.2%,,,,,,,,
83,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)",2/12/2016,6577,3771,3771,16989,16989,0.5%,0.5%,6070.0,0.1%,0.2%,,,,,,,,
84,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.05% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,148524,3771,107563,16989,3996,0.5%,0.1%,6070.0,0.1%,0.2%,,,,,,,,
85,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.05% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,3771,-,16989,-%,0.5%,0.1%,6070.0,0.1%,0.2%,,,,,,,,
86,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.05% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,107563,-,3996,-%,0.1%,0.1%,6070.0,0.1%,0.2%,,,,,,,,
87,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,-%,0.1%,0.1%,6070.0,0.1%,0.2%,,,,,,,,
88,"8th Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (9.79% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,25000,Fair  Value(2),% of Net Assets,24835,0.1%,0.1%,24835.0,0.1%,0.8%,,,,,,,,
89,"8th Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (9.79% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,24835,Fair  Value(2),24835,24835,0.8%,0.1%,24835.0,0.1%,0.8%,,,,,,,,
90,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(10)(14)",12/15/2017,25000,24835,24190,24835,24563,0.8%,0.8%,24835.0,0.1%,0.8%,,,,,,,,
91,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(10)(14)",12/15/2017,25000,24190,24190,24563,24563,0.8%,0.8%,24835.0,0.1%,0.8%,,,,,,,,
92,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.04% (LIBOR + 9.00%), due 6/11/2027)(3)(8)(13)",6/24/2019,10000,24190,10000,24563,10000,0.8%,0.3%,24835.0,0.1%,0.8%,,,,,,,,
93,"AmeriLife Group, LLC",Insurance,"Second Lien Term Loan (11.04% (LIBOR + 9.00%), due 6/11/2027)(3)(8)(13)",6/24/2019,10000,10000,10000,10000,10000,0.3%,0.3%,24835.0,0.1%,0.8%,,,,,,,,
94,Apidos CLO XI,Structured Finance,"Rated Secured Structured Note - Class FRR (11.75% (LIBOR + 9.45%), due 10/17/2030)(11)(14)(37)",9/12/2019,5950,10000,5532,10000,5718,0.3%,0.2%,24835.0,0.1%,0.8%,,,,,,,,
95,Apidos CLO XI,Structured Finance,"Rated Secured Structured Note - Class FRR (11.75% (LIBOR + 9.45%), due 10/17/2030)(11)(14)(37)",9/12/2019,5950,5532,5532,5718,5718,0.2%,0.2%,24835.0,0.1%,0.8%,,,,,,,,
96,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.47%, due 10/17/2030)(5)(14)",1/17/2013,40500,5532,33607,5718,28167,0.2%,0.9%,24835.0,0.1%,0.8%,,,,,,,,
97,Apidos CLO XI,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.47%, due 10/17/2030)(5)(14)",1/17/2013,40500,33607,33607,28167,28167,0.9%,0.9%,24835.0,0.1%,0.8%,,,,,,,,
98,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.61%, due 4/15/2031)(5)(14)",4/18/2013,52203,33607,36780,28167,30888,0.9%,0.9%,24835.0,0.1%,0.8%,,,,,,,,
99,Apidos CLO XII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.61%, due 4/15/2031)(5)(14)",4/18/2013,52203,36780,36780,30888,30888,0.9%,0.9%,24835.0,0.1%,0.8%,,,,,,,,
100,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.60%, due 4/21/2031)(5)(14)",10/16/2013,48515,36780,38286,30888,29823,0.9%,0.9%,24835.0,0.1%,0.8%,,,,,,,,
101,Apidos CLO XV,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.60%, due 4/21/2031)(5)(14)",10/16/2013,48515,38286,38286,29823,29823,0.9%,0.9%,24835.0,0.1%,0.8%,,,,,,,,
102,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.55%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,38286,28501,29823,24479,0.9%,0.7%,24835.0,0.1%,0.8%,,,,,,,,
103,Apidos CLO XXII,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.55%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,28501,28501,24479,24479,0.7%,0.7%,24835.0,0.1%,0.8%,,,,,,,,
104,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,31350,28501,-,24479,-,0.7%,-%,24835.0,0.1%,0.8%,,,,,,,,
105,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,Escrow Receivable,4/8/2014,31350,-,-,-,-,-%,-%,24835.0,0.1%,0.8%,,,,,,,,
106,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $6,000 Commitment (10.85% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(11)(15)",2/21/2013,4000,-,4000,-,3910,-%,0.1%,24835.0,0.1%,0.8%,,,,,,,,
107,"Senior Secured Term Loan (10.85% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74123,2/21/2013,74123,-,72464,-,2.2%,-%,0.1%,24835.0,0.1%,0.8%,,,,,,,,
108,"Senior Secured Term Loan (10.85% (LIBOR + 8.75% with 2.00% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,74123,2/21/2013,74123,78123,72464,76374,2.2%,2.3%,0.1%,24835.0,0.1%,0.8%,,,,,,,,
109,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.94%, due 7/20/2029)(5)(6)(14)",11/18/2014,83098,78123,50555,76374,35282,2.3%,1.1%,24835.0,0.1%,0.8%,,,,,,,,
110,Barings CLO 2018-III,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.94%, due 7/20/2029)(5)(6)(14)",11/18/2014,83098,50555,50555,35282,35282,1.1%,1.1%,24835.0,0.1%,0.8%,,,,,,,,
111,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.60% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(8)(11)",12/4/2017,173761,50555,173761,35282,173761,1.1%,5.3%,24835.0,0.1%,0.8%,,,,,,,,
112,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (10.60% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(8)(11)",12/4/2017,173761,173761,173761,173761,173761,5.3%,5.3%,24835.0,0.1%,0.8%,,,,,,,,
113,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.72%, due 1/17/2028)(5)(14)",5/23/2013,36300,173761,18423,173761,13688,5.3%,0.4%,24835.0,0.1%,0.8%,,,,,,,,
114,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.72%, due 1/17/2028)(5)(14)",5/23/2013,36300,18423,18423,13688,13688,0.4%,0.4%,24835.0,0.1%,0.8%,,,,,,,,
115,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.76%, due 7/16/2032)(5)(14)",5/8/2012,58915,18423,41519,13688,32662,0.4%,1.0%,24835.0,0.1%,0.8%,,,,,,,,
116,California Street CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.76%, due 7/16/2032)(5)(14)",5/8/2012,58915,41519,41519,32662,32662,1.0%,1.0%,24835.0,0.1%,0.8%,,,,,,,,
117,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (7.64% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12125,41519,12125,32662,12125,1.0%,0.4%,24835.0,0.1%,0.8%,,,,,,,,
118,"Senior Secured Term Loan B (11.64% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,41519,12500,32662,0.4%,1.0%,0.4%,24835.0,0.1%,0.8%,,,,,,,,
119,"Senior Secured Term Loan B (11.64% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,41519,24625,32662,24625,1.0%,0.8%,24835.0,0.1%,0.8%,,,,,,,,
120,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,24625,1.0%,0.8%,24835.0,0.1%,0.8%,,,,,,,,
