,0,1,2,3,4,5,6,7,8,9,10,11
19,Net Revenues Interest (25% of Net Revenues)(22),Ohio / Consumer Finance,-,36333,4443,36333,0.1%,36333,,,,
20,Net Revenues Interest (25% of Net Revenues)(22),Ohio / Consumer Finance,-,36333,47966,36333,51542,36333,1.4%,,,
21,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(4)",40808,47966,40808,51542,40808,,1.1%,,
22,"Class A Shares (11,335,318 shares)",New York / Aerospace & Defense,19907,40808,28133,40808,0.8%,40808,,,,
23,"Class A Shares (11,335,318 shares)",New York / Aerospace & Defense,19907,40808,60715,40808,68941,40808,1.9%,,,
24,First Tower Finance Company LLC(29),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 12.00% PIK, due 6/24/2019)(22)",251246,60715,251246,68941,251246,,6.8%,,
25,"Class A Shares (83,729,323 shares)(22)",Mississippi / Consumer Finance,66473,251246,103884,251246,2.8%,251246,,,,
26,"Class A Shares (83,729,323 shares)(22)",Mississippi / Consumer Finance,66473,251246,317719,251246,355130,251246,9.6%,,,
27,"Freedom Marine Solutions, LLC(8)",Louisiana / Energy,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",3500,317719,3500,355130,3500,,0.1%,,
28,"Senior Secured Note to Vessel Company II, LLC (13.00%, due 11/25/2018)",13000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",12504,317719,9499,355130,0.3%,,,,
29,"Senior Secured Note to Vessel Company III, LLC (13.00%, due 12/3/2018)",16000,"Senior Secured Note to Vessel Company, LLC (18.00%, due 12/12/2016)",16000,317719,14342,355130,0.4%,,,,
30,Membership Interest (100%),16000,7807,16000,1260,14342,-%,0.4%,,,,
31,Membership Interest (100%),16000,7807,16000,39811,14342,28601,0.4%,0.8%,,,
32,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,0.4%,,,,
33,Gulf Coast Machine & Supply Company,Texas / Manufacturing,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), in non-accrual status effective 1/1/2015, due 10/12/2017)(4)",Principal Value,23196,Fair  Value(2),% of Net Assets,23000,,,8199.0,0.2%
34,"Series A Convertible Preferred Stock (99,900 shares)",Texas / Manufacturing,25950,Principal Value,-,Fair  Value(2),-%,23000,,,,
35,"Series A Convertible Preferred Stock (99,900 shares)",Texas / Manufacturing,25950,Principal Value,48950,Fair  Value(2),8199,23000,0.2%,,,
36,"Harbortouch Payments, LLC(43)",Pennsylvania / Business Services,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",129663,48950,129663,8199,129663,,3.5%,,
37,"Senior Secured Term Loan B (5.50% (LIBOR + 4.00% with 1.50% LIBOR floor) plus 5.50% PIK, due 3/31/2018)(4)",137226,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",137226,48950,137226,8199,3.7%,,,,
38,"Senior Secured Term Loan C (13.00% (LIBOR + 9.00% with 4.00% LIBOR floor), due 9/29/2018)(4)",24011,"Senior Secured Term Loan A (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 9/30/2017)(3)(4)",24011,48950,24011,8199,0.6%,,,,
39,Class C Shares (535 shares),24011,8739,24011,39372,24011,1.1%,0.6%,,,,
40,Class C Shares (535 shares),24011,8739,24011,299639,24011,330272,0.6%,8.9%,,,
41,"MITY, Inc.(17)",Utah / Durable Consumer Products,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",18250,299639,18250,330272,18250,,0.5%,,
42,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 3/19/2019)(4)",15896,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",15896,299639,15896,330272,0.4%,,,,
43,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(22)",7200,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 3/19/2019)(3)(4)",7200,299639,7200,330272,0.2%,,,,
44,"Common Stock (42,053 shares)",7200,6849,7200,13685,7200,0.4%,0.2%,,,,
45,"Common Stock (42,053 shares)",7200,6849,7200,48195,7200,55031,0.2%,1.5%,,,
46,National Property REIT Corp.(40),Various / Real Estate,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",172403,48195,172403,55031,172403,,4.7%,,
47,"Senior Secured Term Loan A to ACL Loan Holdings, Inc. (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",79462,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",79462,48195,79462,55031,2.1%,,,,
48,"Senior Secured Term Loan B to ACL Loan Holdings, Inc. (14.00% (LIBOR + 12.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 4/1/2019)(4)",47050,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",47050,48195,47050,55031,1.3%,,,,
49,"Common Stock (84,567 shares)",47050,68757,47050,70665,47050,1.9%,1.3%,,,,
50,Net Operating Income Interest (5% of Net Operating Income),47050,-,47050,20221,47050,0.5%,1.3%,,,,
51,Net Operating Income Interest (5% of Net Operating Income),47050,-,47050,367672,47050,389801,1.3%,10.5%,,,
52,Nationwide Acceptance LLC(36),Illinois / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/18/2019)(22)",14820,367672,14820,389801,14820,,0.4%,,
53,"Class A Shares (24,029,326 shares)(22)",Illinois / Consumer Finance,12919,14820,15304,14820,0.4%,14820,,,,
54,"Class A Shares (24,029,326 shares)(22)",Illinois / Consumer Finance,12919,14820,27739,14820,30124,14820,0.8%,,,
55,"NMMB, Inc.(24)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2016)",3714,27739,3714,30124,3147,,0.1%,,
56,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2016)",7000,"Senior Secured Note (14.00%, due 5/6/2016)",7000,27739,5931,30124,0.2%,,,,
57,"Series A Preferred Stock (7,200 shares)",7000,7200,7000,-,5931,-%,0.2%,,,,
58,"Series B Preferred Stock (5,669 shares)",7000,5669,7000,-,5931,-%,0.2%,,,,
59,"Series B Preferred Stock (5,669 shares)",7000,5669,7000,23583,5931,9078,0.2%,0.3%,,,
60,"R-V Industries, Inc.",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(4)",30411,23583,30411,9078,30411,,0.8%,,
61,"Common Stock (545,107 shares)",Pennsylvania / Manufacturing,5087,30411,8287,30411,0.2%,30411,,,,
62,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,3041,30411,0.1%,30411,,,,
63,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,1682,30411,37180,30411,41739,30411,1.1%,,,
64,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,30411,,,,
65,United Property REIT Corp.(41),Various / Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",Principal Value,58219,Fair  Value(2),% of Net Assets,58219,,,58219.0,1.6%
66,"Common Stock (70,689 shares)",Various / Real Estate,11946,Principal Value,12783,Fair  Value(2),0.3%,58219,,,,
67,Net Operating Income Interest (5% of Net Operating Income),Various / Real Estate,-,Principal Value,10916,Fair  Value(2),0.3%,58219,,,,
68,Net Operating Income Interest (5% of Net Operating Income),Various / Real Estate,-,Principal Value,70165,Fair  Value(2),81918,58219,2.2%,,,
69,"Valley Electric Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10275,70165,10275,81918,10275,,0.3%,,
70,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",21835,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",21835,70165,21835,81918,0.6%,,,,
71,"Common Stock (50,000 shares)",21835,26204,21835,-,21835,-%,0.6%,,,,
72,"Common Stock (50,000 shares)",21835,26204,21835,58314,21835,32110,0.6%,0.9%,,,
73,"Vets Securing America, Inc.(9)",North Carolina / Contracting,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1688,58314,1686,32110,-,,-%,,
74,"Senior Demand Note to The Healing Staff, Inc. (15.00%, in non-accrual status effective 11/1/2010, past due)",1170,"Secured Promissory Notes to The Healing Staff, Inc. and Vets Securing America, Inc. (15.00%, in non-accrual status effective 12/22/2010, past due)",1170,58314,-,32110,-%,,,,
75,"Common Stock of The Healing Staff, Inc. (1,000 shares)",1170,-,1170,-,-,-%,-%,,,,
76,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,-,-,-%,-%,,,,
77,"Common Stock of Vets Securing America, Inc. (1 share)",1170,975,1170,3831,-,-,-%,-%,,,
78,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",29434,3831,-,-,1759,,-%,,
79,Membership Interest (100%),Kansas / Oil & Gas Production,-,29434,-,-,-%,1759,,,,
80,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,29434,22,-,-%,1759,,,,
81,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,29434,-,-,1781,1759,-%,,,
82,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,1759,,,,
83,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",Principal Value,7000,Fair  Value(2),% of Net Assets,6924,,,7000.0,0.2%
84,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)",Principal Value,6924,Fair  Value(2),7000,6924,0.2%,,,
85,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),498,6924,-%,,,
86,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,396,Fair  Value(2),498,6924,-%,,,
87,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,Principal Value,5880,Fair  Value(2),3752,6924,0.1%,,,
88,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,Principal Value,5880,Fair  Value(2),3752,6924,0.1%,,,
89,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,Principal Value,-,Fair  Value(2),1731,6924,-%,,,
90,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,Principal Value,-,Fair  Value(2),1731,6924,-%,,,
91,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,-,11814,1731,12000,,0.3%,,
92,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)",12000,11814,11814,12000,12000,0.3%,,,
93,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,11814,74654,12000,74654,,2.0%,,
94,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,74654,74654,74654,74654,2.0%,,,
95,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",38500,74654,38500,74654,34133,,0.9%,,
96,Membership Interest (99.9999%)(15),Utah / Metal Services & Minerals,-,38500,3976,38500,0.1%,34133,,,,
97,Membership Interest (99.9999%)(15),Utah / Metal Services & Minerals,-,38500,38500,38500,38109,34133,1.0%,,,
98,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 21.95%)(11)(22)",23525,38500,20540,38109,22521,,0.6%,,
99,Apidos CLO IX,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 21.95%)(11)(22)",23525,20540,20540,22521,22521,0.6%,,,
100,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.67%)(11)(22)",38340,20540,32222,22521,33143,,0.9%,,
101,Apidos CLO XI,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.67%)(11)(22)",38340,32222,32222,33143,33143,0.9%,,,
102,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.54%)(11)(22)",44063,32222,38864,33143,40105,,1.1%,,
103,Apidos CLO XII,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.54%)(11)(22)",44063,38864,38864,40105,40105,1.1%,,,
104,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.97%)(11)(22)",36515,38864,34883,40105,31891,,0.9%,,
105,Apidos CLO XV,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.97%)(11)(22)",36515,34883,34883,31891,31891,0.9%,,,
106,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,34883,150000,31891,148436,,4.0%,,
107,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,150000,150000,148436,148436,4.0%,,,
108,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,150000,26325,148436,24497,,0.7%,,
109,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,150000,23762,148436,0.6%,,,,
110,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26325,52650,23762,48259,0.6%,1.3%,,,
111,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,52650,6884,48259,6538,,0.2%,,
112,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)",7000,6884,6884,6538,6538,0.2%,,,
113,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,6538,,,,
114,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(25)(26)",Principal Value,2350,Fair  Value(2),% of Net Assets,2350,,,2350.0,0.1%
115,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38660,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(25)(26)",38660,2350,35340,% of Net Assets,0.9%,,,,
116,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38660,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(25)(26)",38660,41010,35340,37690,0.9%,1.0%,,,
117,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.47%)(11)(22)",52250,41010,51465,37690,49927,,1.3%,,
118,Babson CLO Ltd. 2014-III,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.47%)(11)(22)",52250,51465,51465,49927,49927,1.3%,,,
119,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,51465,10911,49927,11000,,0.3%,,
120,"Blue Coat Systems, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)(16)",11000,10911,10911,11000,11000,0.3%,,,
121,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",253675,10911,253675,11000,253675,,6.9%,,
122,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(46)",253675,253675,253675,253675,253675,6.9%,,,
123,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.42%)(11)(22)",26000,253675,21956,253675,24131,,0.7%,,
124,Brookside Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.42%)(11)(22)",26000,21956,21956,24131,24131,0.7%,,,
125,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),26000,-,21956,237,24131,-%,,,
126,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),26000,-,21956,237,24131,-%,,,
127,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,-,64377,237,64377,,1.7%,,
128,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)",65000,64377,64377,64377,64377,1.7%,,,
129,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.90%)(11)(22)",24870,64377,20642,64377,21432,,0.6%,,
130,Cent CLO 17 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.90%)(11)(22)",24870,20642,20642,21432,21432,0.6%,,,
131,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.98%)(11)(22)",40275,20642,36541,21432,36505,,1.0%,,
132,Cent CLO 20 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.98%)(11)(22)",40275,36541,36541,36505,36505,1.0%,,,
133,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.80%)(11)(22)",48528,36541,44488,36505,42781,,1.2%,,
134,Cent CLO 21 Limited,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.80%)(11)(22)",48528,44488,44488,42781,42781,1.2%,,,
135,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.25% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",19000,44488,15526,42781,18538,,0.5%,,
136,"Class E Subordinated Notes (7.25% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,"Class D Senior Secured Notes (5.25% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",12959,44488,14420,42781,0.4%,,,,
137,"Class E Subordinated Notes (7.25% (LIBOR + 7.00%, due 1/19/2023)(4)(22)",15400,"Class D Senior Secured Notes (5.25% (LIBOR + 5.00%, due 1/19/2023)(4)(22)",12959,28485,14420,32958,0.4%,0.9%,,,
138,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.47%)(11)(22)",44100,28485,36654,32958,39473,,1.1%,,
139,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.47%)(11)(22)",44100,36654,36654,39473,39473,1.1%,,,
140,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.38%)(11)(22)",45500,36654,37174,39473,39114,,1.1%,,
141,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.38%)(11)(22)",45500,37174,37174,39114,39114,1.1%,,,
142,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,39114,,,,
143,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.30%)(11)(22)",Principal Value,41500,Fair  Value(2),% of Net Assets,36256,,,37237.0,1.0%
144,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.30%)(11)(22)",Principal Value,36256,Fair  Value(2),37237,36256,1.0%,,,
145,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",67967,36256,67917,37237,67967,,1.8%,,
146,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",67967,67917,67917,67967,67967,1.8%,,,
147,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,67967,-,67917,121,67967,-%,,,
148,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,67967,-,67917,121,67967,-%,,,
149,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50244,-,50244,121,50244,,1.4%,,
150,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50244,50244,50244,50244,50244,1.4%,,,
151,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,50244,40000,50244,38166,,1.0%,,
152,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,40000,40000,38166,38166,1.0%,,,
