,0,1,2,3,4,5,6,7,8,9,10,11,12
16,Net Revenues Interest (25% of Net Revenues)(14)(16),South Carolina / Consumer Finance,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/26/2019)(14)(46)",-,Amortized Cost,59416,31640,66085,,2.0%,,,
17,Echelon Aviation LLC,New York / Aerospace & Defense,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(10)(13)(46)",31055,Amortized Cost,31055,31640,31055,,0.9%,,,
18,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.00% PIK, due 12/7/2024)(10)(13)(46)",16044,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(10)(13)(46)",16044,Amortized Cost,16044,31640,0.5%,,,,,
19,Membership Interest (99%)(16),16044,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(10)(13)(46)",22738,Amortized Cost,23403,31640,0.7%,,,,,
20,Membership Interest (99%)(16),16044,"Senior Secured Term Loan (11.75% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(10)(13)(46)",22738,Amortized Cost,69837,31640,70502,,2.1%,,,
21,"Edmentum Ultimate Holdings, LLC(22)",Minnesota / Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 6/9/2020)(15)",22738,Amortized Cost,-,31640,-,,-%,,,
22,"Unsecured Senior PIK Note (8.50% PIK, due 6/9/2020)(46)",7055,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 6/9/2020)(15)",7055,Amortized Cost,7055,31640,0.2%,,,,,
23,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 6/9/2020)",32685,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 6/9/2020)(15)",23829,Amortized Cost,22693,31640,0.7%,,,,,
24,"Class A Units (370,964 units)(16)",32685,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 6/9/2020)(15)",6577,Amortized Cost,1132,31640,-%,,,,,
25,"Class A Units (370,964 units)(16)",32685,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00%, due 6/9/2020)(15)",6577,Amortized Cost,37461,31640,30880,,0.9%,,,
26,First Tower Finance Company LLC(23),Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)(14)(46)",260073,Amortized Cost,260073,31640,260073,,7.9%,,,
27,"Class A Units (93,997,533 units)(14)(16)",Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)(14)(46)",78481,Amortized Cost,113604,31640,3.5%,,,,,
28,"Class A Units (93,997,533 units)(14)(16)",Mississippi / Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 7.00% PIK, due 6/24/2019)(14)(46)",78481,Amortized Cost,338554,31640,373677,,11.4%,,,
29,"Freedom Marine Solutions, LLC(24)",Louisiana / Energy Equipment & Services,Membership Interest (100%)(16),78481,Amortized Cost,42812,31640,25055,,0.8%,,,
30,"Freedom Marine Solutions, LLC(24)",Louisiana / Energy Equipment & Services,Membership Interest (100%)(16),78481,Amortized Cost,42812,31640,25055,,0.8%,,,
31,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,25055,,,,,
32,"MITY, Inc.(25)",Utah / Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(10)(11)",Principal Value,26250,Fair  Value(2),% of Net Assets,26250,,,26250.0,,0.8%
33,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(10)(11)(46)",24442,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(10)(11)",24442,26250,24442,% of Net Assets,0.7%,,,,,
34,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(14)",5897,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(10)(11)",7200,26250,5897,% of Net Assets,0.2%,,,,,
35,"Common Stock (42,053 shares)(16)",5897,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(10)(11)",6849,26250,21147,% of Net Assets,0.7%,,,,,
36,"Common Stock (42,053 shares)(16)",5897,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(10)(11)",6849,26250,64741,% of Net Assets,77736,,2.4%,,,
37,National Property REIT Corp.(26),Various / Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",292426,26250,292426,% of Net Assets,292426,,8.9%,,,
38,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(10)(11)(46)",137512,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",137512,26250,137512,% of Net Assets,4.2%,,,,,
39,"Senior Secured Term Loan C to ACL Loan Holdings, Inc. (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(10)(11)(14)(46)",30305,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",30305,26250,30305,% of Net Assets,0.9%,,,,,
40,"Senior Secured Term Loan C to American Consumer Lending Limited (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 12/15/2020)(10)(11)(14)(46)",116547,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",116547,26250,116547,% of Net Assets,3.5%,,,,,
41,"Common Stock (2,280,992 shares)(16)",116547,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",242939,26250,347263,% of Net Assets,10.6%,,,,,
42,Net Operating Income Interest (5% of Net Operating Income),116547,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",-,26250,88956,% of Net Assets,2.7%,,,,,
43,Net Operating Income Interest (5% of Net Operating Income),116547,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 10.50% PIK, due 4/1/2019)(10)(11)(46)",-,26250,819729,% of Net Assets,1013009,,30.8%,,,
44,Nationwide Loan Company LLC(27),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",16964,26250,16964,% of Net Assets,16964,,0.5%,,,
45,"Class A Units (32,456,159 units)(14)(16)",Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",18183,26250,19188,% of Net Assets,0.6%,,,,,
46,"Class A Units (32,456,159 units)(14)(16)",Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",18183,26250,35147,% of Net Assets,36152,,1.1%,,,
47,"NMMB, Inc.(28)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",3714,26250,3714,% of Net Assets,3714,,0.1%,,,
48,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",6900,"Senior Secured Note (14.00%, due 5/6/2021)(3)",6900,26250,6900,% of Net Assets,0.2%,,,,,
49,"Series A Preferred Stock (7,200 shares)(16)",6900,"Senior Secured Note (14.00%, due 5/6/2021)(3)",7200,26250,6090,% of Net Assets,0.2%,,,,,
50,"Series B Preferred Stock (5,669 shares)(16)",6900,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5669,26250,4795,% of Net Assets,0.1%,,,,,
51,"Series B Preferred Stock (5,669 shares)(16)",6900,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5669,26250,23483,% of Net Assets,21499,,0.6%,,,
52,"R-V Industries, Inc.",Pennsylvania / Machinery,"Senior Subordinated Note (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(10)(11)",28622,26250,28622,% of Net Assets,27094,,0.8%,,,
53,"Common Stock (745,107 shares)(16)",Pennsylvania / Machinery,"Senior Subordinated Note (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(10)(11)",6866,26250,764,% of Net Assets,-%,,,,,
54,"Common Stock (745,107 shares)(16)",Pennsylvania / Machinery,"Senior Subordinated Note (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(10)(11)",6866,26250,35488,% of Net Assets,27858,,0.8%,,,
55,"SB Forging Company II, Inc. (f/k/a Gulf Coast Machine & Supply Company)(29)",Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",6866,26250,-,% of Net Assets,982,,-%,,,
56,Common Stock (100 shares)(16),Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,26250,-,% of Net Assets,-%,,,,,
57,Common Stock (100 shares)(16),Texas / Energy Equipment & Services,"Series A Convertible Preferred Stock (6.50%, 99,000 shares)(16)",-,26250,-,% of Net Assets,982,,-%,,,
58,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,982,,,,,
59,USES Corp.(30),Texas / Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",Principal Value,33051,Fair  Value(2),% of Net Assets,30102,,,5384.0,,0.2%
60,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",42590,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",35568,33051,-,% of Net Assets,-%,,,,,
61,"Common Stock (268,962 shares)(16)",42590,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",-,33051,-,% of Net Assets,-%,,,,,
62,"Common Stock (268,962 shares)(16)",42590,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",-,33051,65670,% of Net Assets,5384,,0.2%,,,
63,"Valley Electric Company, Inc.(31)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(10)(11)(46)",10430,33051,10430,% of Net Assets,10430,,0.3%,,,
64,"Senior Secured Note (10.00% plus 8.50% PIK, due 6/23/2024)(46)",26168,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(10)(11)(46)",26168,33051,26148,% of Net Assets,0.8%,,,,,
65,"Common Stock (50,000 shares)(16)",26168,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(10)(11)(46)",26204,33051,-,% of Net Assets,-%,,,,,
66,"Common Stock (50,000 shares)(16)",26168,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(10)(11)(46)",26204,33051,62802,% of Net Assets,36578,,1.1%,,,
67,"Wolf Energy, LLC(32)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),26204,33051,-,% of Net Assets,-,,-%,,,
68,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",Kansas / Energy Equipment & Services,Membership Interest (100%)(16),4029,33051,1747,% of Net Assets,0.1%,,,,,
69,Net Profits Interest (8% of Equity Distributions)(4)(16),Kansas / Energy Equipment & Services,Membership Interest (100%)(16),-,33051,10,% of Net Assets,-%,,,,,
70,Net Profits Interest (8% of Equity Distributions)(4)(16),Kansas / Energy Equipment & Services,Membership Interest (100%)(16),-,33051,4029,% of Net Assets,1757,,0.1%,,,
71,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,1757,,,,,
72,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (10.08% (LIBOR + 8.75% with 1.25% LIBOR floor), due 9/29/2022)(10)(11)",Principal Value,32000,Fair  Value(2),% of Net Assets,32000,,,32000.0,,1.0%
73,"AgaMatrix, Inc.",New Hampshire / Healthcare Equipment and Supplies,"Senior Secured Term Loan (10.08% (LIBOR + 8.75% with 1.25% LIBOR floor), due 9/29/2022)(10)(11)",Principal Value,32000,Fair  Value(2),32000,32000,1.0%,,,,
74,American Gilsonite Company(34),Utah / Chemicals,Membership Interest (1.93%)(16),Principal Value,32000,-,32000,-,1.0%,-%,,,
75,American Gilsonite Company(34),Utah / Chemicals,Membership Interest (1.93%)(16),Principal Value,-,-,-,-,-%,,,,
76,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,-,3450,-,1147,-%,-%,,,
77,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,3450,3450,1147,1147,-%,,,,
78,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.64%, due 10/17/28)(5)(14)",40500,3450,30812,1147,23514,-%,0.7%,,,
79,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.64%, due 10/17/28)(5)(14)",40500,30812,30812,23514,23514,0.7%,,,,
80,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",44063,30812,29926,23514,22202,0.7%,0.7%,,,
81,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",44063,29926,29926,22202,22202,0.7%,,,,
82,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.29%, due 10/20/2025)(5)(14)",36515,29926,28862,22202,22671,0.7%,0.7%,,,
83,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.29%, due 10/20/2025)(5)(14)",36515,28862,28862,22671,22671,0.7%,,,,
84,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.06%, due 10/20/2027)(5)(6)(14)",31350,28862,27118,22671,25342,0.7%,0.8%,,,
85,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.06%, due 10/20/2027)(5)(6)(14)",31350,27118,27118,25342,25342,0.8%,,,,
86,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.74% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(13)",26080,27118,1630,25342,1372,0.8%,-%,,,
87,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.74% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(13)",26080,1630,1630,1372,1372,-%,,,,
88,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.34% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,1630,6933,1372,7000,-%,0.2%,,,
89,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.34% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,6933,6933,7000,7000,0.2%,,,,
90,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",5200,6933,5200,7000,5200,0.2%,0.2%,,,
91,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79356,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",79356,6933,79356,7000,2.4%,0.2%,,,,
92,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79356,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",79356,84556,79356,84556,2.4%,2.6%,,,,
93,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 1/15/2026)(5)(6)(14)",52250,84556,41425,84556,36550,2.6%,1.1%,,,
94,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.65%, due 1/15/2026)(5)(6)(14)",52250,41425,41425,36550,36550,1.1%,,,,
95,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.08% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",110138,41425,110138,36550,110138,1.1%,3.4%,,,
96,"Senior Secured Term Loan B (13.58% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(11)",114409,"Senior Secured Term Loan A (7.08% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",114409,41425,114409,36550,3.4%,1.1%,,,,
97,"Senior Secured Term Loan B (13.58% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(11)",114409,"Senior Secured Term Loan A (7.08% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",114409,224547,114409,224547,3.4%,6.8%,,,,
98,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.32%, due 4/17/2025)(5)(14)",26000,224547,16476,224547,13483,6.8%,0.4%,,,
99,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.32%, due 4/17/2025)(5)(14)",26000,16476,16476,13483,13483,0.4%,,,,
100,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,13483,0.4%,,,,
101,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.31%, due 10/16/2028)(5)(14)",Principal Value,58915,Fair  Value(2),% of Net Assets,40827,0.4%,,35582.0,,1.1%
102,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.31%, due 10/16/2028)(5)(14)",Principal Value,40827,Fair  Value(2),35582,40827,1.1%,,,,
103,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(13)",101517,40827,101092,35582,97382,1.1%,3.0%,,,
104,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(13)",101517,101092,101092,97382,97382,3.0%,,,,
105,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.48%, due 10/15/2026)(5)(6)(14)",25534,101092,19600,97382,19860,3.0%,0.6%,,,
106,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.48%, due 10/15/2026)(5)(6)(14)",25534,19600,19600,19860,19860,0.6%,,,,
107,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%, due 10/20/2029)(5)(6)(14)",32200,19600,31405,19860,27914,0.6%,0.8%,,,
108,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%, due 10/20/2029)(5)(6)(14)",32200,31405,31405,27914,27914,0.8%,,,,
109,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 1/30/2025)(5)(14)(17)",24870,31405,17723,27914,11862,0.8%,0.4%,,,
110,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 1/30/2025)(5)(14)(17)",24870,17723,17723,11862,11862,0.4%,,,,
111,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.32%, due 1/25/2026)(5)(14)",40275,17723,31893,11862,31093,0.4%,0.9%,,,
112,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.32%, due 1/25/2026)(5)(14)",40275,31893,31893,31093,31093,0.9%,,,,
113,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.43%, due 7/27/2026)(5)(6)(14)",48528,31893,36334,31093,34914,0.9%,1.1%,,,
114,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.43%, due 7/27/2026)(5)(6)(14)",48528,36334,36334,34914,34914,1.1%,,,,
115,Centerfield Media Holding Company(35),California / Internet Software and Services,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",66980,36334,66980,34914,66980,1.1%,2.0%,,,
116,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",68000,36334,68000,34914,2.1%,1.1%,,,,
117,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",68000,134980,68000,134980,2.1%,4.1%,,,,
118,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.93%, due 10/24/2025)(5)(14)",44100,134980,30659,134980,28043,4.1%,0.9%,,,
119,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.93%, due 10/24/2025)(5)(14)",44100,30659,30659,28043,28043,0.9%,,,,
120,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.42%, due 11/27/2024)(5)(14)",45500,30659,32393,28043,30702,0.9%,0.9%,,,
121,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.42%, due 11/27/2024)(5)(14)",45500,32393,32393,30702,30702,0.9%,,,,
122,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 9.79%, due 10/17/2026)(5)(6)(14)",41500,32393,29454,30702,26111,0.9%,0.8%,,,
