,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
12,Net Revenues Interest (25% of Net Revenues)(14)(16),1/28/2015,"Subordinated Term Loan (10.00% plus 10.00% PIK, due 6/26/2024)(14)(46)",6/24/2014,-,2797,63911,% of Net Assets,68861,,2.1%,2797.0,,0.1%,,,,
13,"Echelon Transportation, LLC",Aerospace & Defense,"Senior Secured Term Loan (11.83% (LIBOR + 9.75% with 2.00% LIBOR floor) plus 2.25% PIK, due 3/31/2022)(13)(46)",3/31/2014,33811,2797,33811,% of Net Assets,33811,,1.0%,2797.0,,0.1%,,,,
14,"Senior Secured Term Loan (11.08% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 1.00% PIK, due 12/7/2024)(13)(46)",12/9/2016,17012,3/31/2014,17012,2797,17012,% of Net Assets,0.5%,,1.0%,2797.0,,0.1%,,,,
15,Membership Interest (100%)(16),3/31/2014,17012,3/31/2014,22738,2797,40997,% of Net Assets,1.3%,,1.0%,2797.0,,0.1%,,,,
16,Membership Interest (100%)(16),3/31/2014,17012,3/31/2014,22738,2797,73561,% of Net Assets,91820,,2.8%,2797.0,,0.1%,,,,
17,First Tower Finance Company LLC(23),Consumer Finance,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",6/24/2014,272170,2797,272170,% of Net Assets,272170,,8.2%,2797.0,,0.1%,,,,
18,"Class A Units (95,709,910 units)(14)(16)",6/24/2014,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",6/24/2014,81146,2797,173197,% of Net Assets,5.3%,,8.2%,2797.0,,0.1%,,,,
19,"Class A Units (95,709,910 units)(14)(16)",6/24/2014,"Subordinated Term Loan to First Tower, LLC (10.00% plus 10.00% PIK, due 6/24/2019)(14)(46)",6/24/2014,81146,2797,353316,% of Net Assets,445367,,13.5%,2797.0,,0.1%,,,,
20,"Freedom Marine Solutions, LLC(24)",Energy Equipment & Services,Membership Interest (100%)(16),10/1/2009,81146,2797,43892,% of Net Assets,10024,,0.3%,2797.0,,0.1%,,,,
21,"Freedom Marine Solutions, LLC(24)",Energy Equipment & Services,Membership Interest (100%)(16),10/1/2009,81146,2797,43892,% of Net Assets,10024,,0.3%,2797.0,,0.1%,,,,
22,"InterDent, Inc.(52)",Health Care Providers & Services,"Senior Secured Term Loan A (8.03% (LIBOR + 5.50% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/3/2012,77994,2797,77994,% of Net Assets,77994,,2.4%,2797.0,,0.1%,,,,
23,"Senior Secured Term Loan B (16.00% PIK, due 9/5/2020)(46)",8/3/2012,107397,8/3/2012,107397,2797,107397,% of Net Assets,3.2%,,2.4%,2797.0,,0.1%,,,,
24,"Senior Secured Term Loan A/B (2.78% (LIBOR + 0.25% with 0.75% LIBOR floor), due 9/5/2020)(13)",8/1/2018,14000,8/3/2012,14000,2797,14000,% of Net Assets,0.4%,,2.4%,2797.0,,0.1%,,,,
25,"Senior Secured Term Loan C (18.00% PIK, in non-accrual status effective 10/1/2018, due 9/5/2020)",3/22/2018,37447,8/3/2012,35766,2797,21967,% of Net Assets,0.7%,,2.4%,2797.0,,0.1%,,,,
26,"Senior Secured Term Loan D (1.00% PIK, in non-accrual status effective 10/1/2018, due 9/5/2020)",9/19/2018,5014,8/3/2012,5001,2797,-,% of Net Assets,-%,,2.4%,2797.0,,0.1%,,,,
27,"Warrants (to purchase 99,900 shares of Common Stock, expires 9/19/2030)(16)",2/23/2018,5014,8/3/2012,-,2797,-,% of Net Assets,-%,,2.4%,2797.0,,0.1%,,,,
28,"Warrants (to purchase 99,900 shares of Common Stock, expires 9/19/2030)(16)",2/23/2018,5014,8/3/2012,-,2797,240158,% of Net Assets,221358,,6.7%,2797.0,,0.1%,,,,
29,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,221358,,6.7%,2797.0,,0.1%,,,,
30,"MITY, Inc.(25)",Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(11)",9/19/2013,Principal Value,26250,Fair  Value(2),% of Net Assets,26250,,6.7%,26250.0,,0.8%,,,,
31,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(11)(46)",6/23/2014,25498,9/19/2013,25498,26250,25498,% of Net Assets,0.8%,,6.7%,26250.0,,0.8%,,,,
32,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due 1/1/2028)(14)",9/19/2013,5402,9/19/2013,7200,26250,451,% of Net Assets,-%,,6.7%,26250.0,,0.8%,,,,
33,"Common Stock (42,053 shares)(16)",9/19/2013,5402,9/19/2013,6849,26250,-,% of Net Assets,-%,,6.7%,26250.0,,0.8%,,,,
34,"Common Stock (42,053 shares)(16)",9/19/2013,5402,9/19/2013,6849,26250,65797,% of Net Assets,52199,,1.6%,26250.0,,0.8%,,,,
35,National Property REIT Corp.(26),Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.50% (LIBOR + 3.50% with 3.00% LIBOR floor) plus 5.00% PIK, due 12/31/2023)(11)(46)",12/31/2018,433553,26250,433553,% of Net Assets,433553,,13.1%,26250.0,,0.8%,,,,
36,"Senior Secured Term Loan B (5.00% (LIBOR + 2.00% with 3.00% LIBOR floor) plus 5.50% PIK, due 12/31/2023)(11)(46)",12/31/2018,205000,12/31/2018,205000,26250,205000,% of Net Assets,6.2%,,13.1%,26250.0,,0.8%,,,,
37,"Common Stock (3,110,101 shares)",12/31/2013,205000,12/31/2018,163836,26250,283430,% of Net Assets,8.6%,,13.1%,26250.0,,0.8%,,,,
38,Residual Profit Interest (25% of Residual Profit),12/31/2018,205000,12/31/2018,-,26250,94476,% of Net Assets,2.9%,,13.1%,26250.0,,0.8%,,,,
39,Residual Profit Interest (25% of Residual Profit),12/31/2018,205000,12/31/2018,-,26250,802389,% of Net Assets,1016459,,30.8%,26250.0,,0.8%,,,,
40,Nationwide Loan Company LLC(27),Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,17854,26250,17854,% of Net Assets,17854,,0.5%,26250.0,,0.8%,,,,
41,"Class A Units (32,456,159 units)(14)(16)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,21962,26250,13413,% of Net Assets,0.4%,,0.5%,26250.0,,0.8%,,,,
42,"Class A Units (32,456,159 units)(14)(16)",1/31/2013,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(14)(46)",6/18/2014,21962,26250,39816,% of Net Assets,31267,,0.9%,26250.0,,0.8%,,,,
43,"NMMB, Inc.(28)",Media,"Senior Secured Note (14.00%, due 5/6/2021)(3)",5/6/2011,3714,26250,3714,% of Net Assets,3714,,0.1%,26250.0,,0.8%,,,,
44,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)(3)",6/12/2014,3900,5/6/2011,3900,26250,3900,% of Net Assets,0.1%,,0.1%,26250.0,,0.8%,,,,
45,"Series A Preferred Stock (7,200 shares)(16)",12/12/2013,3900,5/6/2011,7200,26250,9193,% of Net Assets,0.3%,,0.1%,26250.0,,0.8%,,,,
46,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,3900,5/6/2011,5669,26250,7239,% of Net Assets,0.2%,,0.1%,26250.0,,0.8%,,,,
47,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,3900,5/6/2011,5669,26250,20483,% of Net Assets,24046,,0.7%,26250.0,,0.8%,,,,
48,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.76% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,26250,20825,% of Net Assets,20825,,0.6%,26250.0,,0.8%,,,,
49,"Senior Secured Term Loan A (7.76% (LIBOR + 5.25% with 1.00% LIBOR floor), in non-accrual status effective 10/24/2018, due 9/26/2020)(13)",12/31/2014,97273,9/26/2014,96000,26250,97273,% of Net Assets,3.0%,,0.6%,26250.0,,0.8%,,,,
50,"Senior Secured Term Loan B (11.76% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,102163,9/26/2014,96500,26250,14432,% of Net Assets,0.4%,,0.6%,26250.0,,0.8%,,,,
51,"Convertible Preferred Equity (100,000 shares)(16)",6/15/2018,102163,9/26/2014,15000,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,
52,"Common Stock (6,778,414 shares)(16)",9/29/2017,102163,9/26/2014,-,26250,-,% of Net Assets,-%,,0.6%,26250.0,,0.8%,,,,
53,"Common Stock (6,778,414 shares)(16)",9/29/2017,102163,9/26/2014,-,26250,228325,% of Net Assets,132530,,4.0%,26250.0,,0.8%,,,,
54,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,26250,28622,% of Net Assets,24670,,0.7%,26250.0,,0.8%,,,,
55,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,-,% of Net Assets,-%,,0.7%,26250.0,,0.8%,,,,
56,"Common Stock (745,107 shares)(16)",6/26/2007,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,6866,26250,35488,% of Net Assets,24670,,0.7%,26250.0,,0.8%,,,,
57,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,24670,,0.7%,26250.0,,0.8%,,,,
58,"Universal Turbine Parts, LLC(54)",Trading Companies & Distributors,"Senior Secured Term Loan A (8.56% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,Principal Value,31038,Fair  Value(2),% of Net Assets,31038,,0.7%,31038.0,,0.9%,,,,
59,"Senior Secured Term Loan B (14.56% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,34861,7/22/2016,32500,31038,5794,% of Net Assets,0.2%,,0.7%,31038.0,,0.9%,,,,
60,"Common Stock (10,000 units)(16)",12/10/2018,34861,7/22/2016,-,31038,-,% of Net Assets,-%,,0.7%,31038.0,,0.9%,,,,
61,"Common Stock (10,000 units)(16)",12/10/2018,34861,7/22/2016,-,63538,-,36832,-%,1.1%,0.7%,31038.0,,0.9%,,,,
62,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,42505,63538,35101,36832,16061,1.1%,0.5%,31038.0,,0.9%,,,,
63,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,52455,3/31/2014,35568,63538,-,36832,-%,1.1%,0.5%,31038.0,,0.9%,,,,
64,"Common Stock (268,962 shares)(16)",6/15/2016,52455,3/31/2014,-,63538,-,36832,-%,1.1%,0.5%,31038.0,,0.9%,,,,
65,"Common Stock (268,962 shares)(16)",6/15/2016,52455,3/31/2014,-,63538,70669,36832,16061,1.1%,0.5%,31038.0,,0.9%,,,,
66,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,63538,10430,36832,10430,1.1%,0.3%,31038.0,,0.9%,,,,
67,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,32881,12/31/2012,32881,63538,32881,36832,1.0%,1.1%,0.3%,31038.0,,0.9%,,,,
68,Consolidated Revenue Interest (2.0%)(38),6/22/2018,32881,12/31/2012,-,63538,3113,36832,0.1%,1.1%,0.3%,31038.0,,0.9%,,,,
69,"Common Stock (50,000 shares)",12/31/2012,32881,12/31/2012,26204,63538,43334,36832,1.3%,1.1%,0.3%,31038.0,,0.9%,,,,
70,"Common Stock (50,000 shares)",12/31/2012,32881,12/31/2012,26204,63538,69515,36832,89758,1.1%,2.7%,31038.0,,0.9%,,,,
71,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,26204,63538,-,36832,-,1.1%,-%,31038.0,,0.9%,,,,
72,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,Membership Interest (100%)(16),7/1/2014,3896,63538,-,36832,-%,1.1%,-%,31038.0,,0.9%,,,,
73,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,63538,14,36832,-%,1.1%,-%,31038.0,,0.9%,,,,
74,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,Membership Interest (100%)(16),7/1/2014,-,63538,3896,36832,14,1.1%,-%,31038.0,,0.9%,,,,
75,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,14,1.1%,-%,31038.0,,0.9%,,,,
76,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,Principal Value,1772,Fair  Value(2),% of Net Assets,1772,1.1%,-%,1772.0,,0.1%,,,,
77,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,7850,6/9/2015,7850,1772,7850,% of Net Assets,0.2%,1.1%,-%,1772.0,,0.1%,,,,
78,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,37050,6/9/2015,23829,1772,17732,% of Net Assets,0.5%,1.1%,-%,1772.0,,0.1%,,,,
79,"Class A Units (370,964 units)(16)",6/9/2015,37050,6/9/2015,6577,1772,-,% of Net Assets,-%,1.1%,-%,1772.0,,0.1%,,,,
80,"Class A Units (370,964 units)(16)",6/9/2015,37050,6/9/2015,6577,40028,-,27354,-%,0.8%,-%,1772.0,,0.1%,,,,
81,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,40028,-,27354,-,0.8%,-%,1772.0,,0.1%,,,,
82,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,6577,-,-,-,-,-%,-%,1772.0,,0.1%,,,,
83,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,6577,-,9878,-,21537,-%,0.7%,1772.0,,0.1%,,,,
84,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,6577,9878,9878,21537,21537,0.7%,0.7%,1772.0,,0.1%,,,,
85,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,160922,9878,127091,21537,42970,0.7%,1.3%,1772.0,,0.1%,,,,
86,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,9878,-,21537,-%,0.7%,1.3%,1772.0,,0.1%,,,,
87,"Common Stock (218,941 shares)(16)",5/2/2017,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,-,127091,-,42970,-%,1.3%,1.3%,1772.0,,0.1%,,,,
88,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,-%,1.3%,1.3%,1772.0,,0.1%,,,,
89,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.10% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,25000,Fair  Value(2),% of Net Assets,24817,1.3%,1.3%,24805.0,,0.8%,,,,
90,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.10% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,Principal Value,24817,Fair  Value(2),24805,24817,0.8%,1.3%,24805.0,,0.8%,,,,
91,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,18000,24817,17762,24805,15705,0.8%,0.5%,24805.0,,0.8%,,,,
92,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,18000,17762,17762,15705,15705,0.5%,0.5%,24805.0,,0.8%,,,,
93,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,34945,17762,34945,15705,33780,0.5%,1.0%,24805.0,,0.8%,,,,
94,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,34945,34945,34945,33780,33780,1.0%,1.0%,24805.0,,0.8%,,,,
95,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,34945,21,33780,56,1.0%,-%,24805.0,,0.8%,,,,
96,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,21,21,56,56,-%,-%,24805.0,,0.8%,,,,
97,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 10/17/2028)(5)(14)",1/17/2013,40500,21,33007,56,26403,-%,0.8%,24805.0,,0.8%,,,,
98,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 10/17/2028)(5)(14)",1/17/2013,40500,33007,33007,26403,26403,0.8%,0.8%,24805.0,,0.8%,,,,
99,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.80%, due 4/15/2031)(5)(14)",4/18/2013,52203,33007,35005,26403,26950,0.8%,0.8%,24805.0,,0.8%,,,,
100,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.80%, due 4/15/2031)(5)(14)",4/18/2013,52203,35005,35005,26950,26950,0.8%,0.8%,24805.0,,0.8%,,,,
101,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.73%, due 4/20/2031)(5)(14)",10/16/2013,48515,35005,36642,26950,26101,0.8%,0.8%,24805.0,,0.8%,,,,
102,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.73%, due 4/20/2031)(5)(14)",10/16/2013,48515,36642,36642,26101,26101,0.8%,0.8%,24805.0,,0.8%,,,,
103,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.81%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,36642,28248,26101,24557,0.8%,0.7%,24805.0,,0.8%,,,,
104,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.81%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,28248,28248,24557,24557,0.7%,0.7%,24805.0,,0.8%,,,,
105,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (14.02% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,28248,1145,24557,770,0.7%,-%,24805.0,,0.8%,,,,
106,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (14.02% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,1145,1145,770,770,-%,-%,24805.0,,0.8%,,,,
107,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",2/21/2013,4000,1145,4000,770,3911,-%,0.1%,24805.0,,0.8%,,,,
108,"Senior Term Loan (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77306,2/21/2013,77306,1145,75585,770,2.3%,-%,0.1%,24805.0,,0.8%,,,,
109,"Senior Term Loan (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77306,2/21/2013,77306,81306,75585,79496,2.3%,2.4%,0.1%,24805.0,,0.8%,,,,
110,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,81306,5974,79496,5957,2.4%,0.2%,24805.0,,0.8%,,,,
111,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,5974,5974,5957,5957,0.2%,0.2%,24805.0,,0.8%,,,,
112,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,5974,51236,5957,42011,0.2%,1.3%,24805.0,,0.8%,,,,
113,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,51236,51236,42011,42011,1.3%,1.3%,24805.0,,0.8%,,,,
114,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (11.31% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,271227,51236,271227,42011,271227,1.3%,8.2%,24805.0,,0.8%,,,,
115,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (11.31% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,271227,271227,271227,271227,271227,8.2%,8.2%,24805.0,,0.8%,,,,
116,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",5/23/2013,36300,271227,18783,271227,13580,8.2%,0.4%,24805.0,,0.8%,,,,
117,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",5/23/2013,36300,271227,18783,271227,13580,8.2%,0.4%,24805.0,,0.8%,,,,
118,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,13580,8.2%,0.4%,24805.0,,0.8%,,,,
119,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 9.97%, due 10/16/2028)(5)(14)",5/8/2012,Principal Value,58915,Fair  Value(2),% of Net Assets,41900,8.2%,0.4%,34790.0,,1.1%,,,,
120,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 9.97%, due 10/16/2028)(5)(14)",5/8/2012,Principal Value,58915,41900,% of Net Assets,34790,8.2%,1.1%,34790.0,,1.1%,,,,
121,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.21% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12313,58915,12313,% of Net Assets,12313,8.2%,0.4%,34790.0,,1.1%,,,,
122,"Senior Secured Term Loan B (12.21% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,58915,12500,% of Net Assets,0.4%,8.2%,0.4%,34790.0,,1.1%,,,,
123,"Senior Secured Term Loan B (12.21% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,1/23/2018,12500,58915,24813,% of Net Assets,24813,8.2%,0.8%,34790.0,,1.1%,,,,
