,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
50,"Series B Preferred Stock (5,669 shares)(16)",12/12/2013,,,5669,,7239,,0.2%,,,,,,,,,
51,,,,,,,20483,,24046,,0.7%,,,,,,,
52,Pacific World Corporation(40),Personal Products,"Revolving Line of Credit – $26,000 Commitment (9.76% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",9/26/2014,20825,,20825,,20825,,0.6%,,,,,,,
53,"Senior Secured Term Loan A (7.76% (LIBOR + 5.25% with 1.00% LIBOR floor), in non-accrual status effective 10/24/2018, due 9/26/2020)(13)",12/31/2014,97273,,96000,,97273,,3.0%,,,,,,,,,
54,"Senior Secured Term Loan B (11.76% PIK (LIBOR + 9.25% with 1.00% LIBOR floor), in non-accrual status effective 5/21/2018, due 9/26/2020)(13)",12/31/2014,102163,,96500,,14432,,0.4%,,,,,,,,,
55,"Convertible Preferred Equity (100,000 shares)(16)",6/15/2018,,,15000,,-,,-%,,,,,,,,,
56,"Common Stock (6,778,414 shares)(16)",9/29/2017,,,-,,-,,-%,,,,,,,,,
57,,,,,,,228325,,132530,,4.0%,,,,,,,
58,"R-V Industries, Inc.",Machinery,"Senior Subordinated Note (11.81% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(11)",6/12/2013,28622,,28622,,24670,,0.7%,,,,,,,
59,"Common Stock (745,107 shares)(16)",6/26/2007,,,6866,,-,,-%,,,,,,,,,
60,,,,,,,35488,,24670,,0.7%,,,,,,,
61,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
62,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
63,Control Investments (greater than 25.00% voting control)(47),,,,,,,,,,,,,,,,,
64,"Universal Turbine Parts, LLC(54)",Trading Companies & Distributors,"Senior Secured Term Loan A (8.56% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,,31038,,,31038,,,31038.0,,0.9%,,,,
65,"Senior Secured Term Loan B (14.56% PIK (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,34861,,32500,,5794,,0.2%,,,,,,,,,
66,"Common Stock (10,000 units)(16)",12/10/2018,,,-,,-,,-%,,,,,,,,,
67,,,,,,63538,,36832,,1.1%,,,,,,,,
68,USES Corp.(30),Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,42505,,35101,,16061,,0.5%,,,,,,,
69,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 7/22/2020)",3/31/2014,52455,,35568,,-,,-%,,,,,,,,,
70,"Common Stock (268,962 shares)(16)",6/15/2016,,,-,,-,,-%,,,,,,,,,
71,,,,,,,70669,,16061,,0.5%,,,,,,,
72,"Valley Electric Company, Inc.(31)",Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2024)(3)(11)(46)",12/31/2012,10430,,10430,,10430,,0.3%,,,,,,,
73,"Senior Secured Note (8.00% plus 10.00% PIK, due 6/23/2024)(46)",6/24/2014,32881,,32881,,32881,,1.0%,,,,,,,,,
74,Consolidated Revenue Interest (2.0%)(38),6/22/2018,,,-,,3113,,0.1%,,,,,,,,,
75,"Common Stock (50,000 shares)",12/31/2012,,,26204,,43334,,1.3%,,,,,,,,,
76,,,,,,,69515,,89758,,2.7%,,,,,,,
77,"Wolf Energy, LLC(32)",Energy Equipment & Services,Membership Interest (100%)(16),7/1/2014,,,-,,-,,-%,,,,,,,
78,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",3/14/2017,,,3896,,-,,-%,,,,,,,,,
79,Net Profits Interest (8% of Equity Distributions)(4)(16),4/15/2013,,,-,,14,,-%,,,,,,,,,
80,,,,,,,3896,,14,,-%,,,,,,,
81,Total Control Investments (Level 3),,,2381352,,,2432766,,73.6%,,,,,,,,,
82,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
83,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
84,Affiliate Investments (5.00% to 24.99% voting control)(48),,,,,,,,,,,,,,,,,
85,"Edmentum Ultimate Holdings, LLC(22)",Diversified Consumer Services,"Second Lien Revolving Credit Facility to Edmentum, Inc. – $7,834 Commitment (5.00% PIK, due 12/9/2021)(15)(46)",6/9/2015,,1772,,,1772,,,1772.0,,0.1%,,,,
86,"Unsecured Senior PIK Note (8.50% PIK, due 12/9/2021)(46)",6/9/2015,7850,,7850,,7850,,0.2%,,,,,,,,,
87,"Unsecured Junior PIK Note (10.00% PIK, in non-accrual status effective 1/1/2017, due 12/9/2021)",6/9/2015,37050,,23829,,17732,,0.5%,,,,,,,,,
88,"Class A Units (370,964 units)(16)",6/9/2015,,,6577,,-,,-%,,,,,,,,,
89,,,,,,40028,,27354,,0.8%,,,,,,,,
90,"Nixon, Inc.(39)","Textiles, Apparel & Luxury Goods",Common Stock (857 units)(16),5/12/2017,,,-,,-,,-%,,,,,,,
91,,,,,,-,,-,,-%,,,,,,,,
92,Targus Cayman HoldCo Limited(33),"Textiles, Apparel & Luxury Goods","Common Stock (7,383,395 shares)(16)",5/24/2011,,,9878,,21537,,0.7%,,,,,,,
93,,,,,,9878,,21537,,0.7%,,,,,,,,
94,"United Sporting Companies, Inc.(18)",Distributors,"Second Lien Term Loan (13.53% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(13)",9/28/2012,160922,,127091,,42970,,1.3%,,,,,,,
95,"Common Stock (218,941 shares)(16)",5/2/2017,,,-,,-,,-%,,,,,,,,,
96,,,,,,127091,,42970,,1.3%,,,,,,,,
97,Total Affiliate Investments (Level 3),,,176997,,,91861,,2.8%,,,,,,,,,
98,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
99,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
100,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
101,"8TH Avenue Food & Provisions, Inc.",Food Products,"Second Lien Term Loan (10.10% (LIBOR + 7.75%), due 10/1/2026)(3)(8)(13)",10/10/2018,,25000,,,24817,,,24805.0,,0.8%,,,,
102,,,,,,24817,,24805,,0.8%,,,,,,,,
103,"ACE Cash Express, Inc.",Consumer Finance,"Senior Secured Note (12.00%, due 12/15/2022)(8)(14)",12/15/2017,18000,,17762,,15705,,0.5%,,,,,,,
104,,,,,,17762,,15705,,0.5%,,,,,,,,
105,"AgaMatrix, Inc.",Health Care Equipment & Supplies,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 1.25% LIBOR floor), due 9/29/2022)(3)(11)",9/29/2017,34945,,34945,,33780,,1.0%,,,,,,,
106,,,,,,34945,,33780,,1.0%,,,,,,,,
107,Apidos CLO IX,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",7/11/2012,23525,,21,,56,,-%,,,,,,,
108,,,,,,21,,56,,-%,,,,,,,,
109,Apidos CLO XI,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 10/17/2028)(5)(14)",1/17/2013,40500,,33007,,26403,,0.8%,,,,,,,
110,,,,,,33007,,26403,,0.8%,,,,,,,,
111,Apidos CLO XII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.80%, due 4/15/2031)(5)(14)",4/18/2013,52203,,35005,,26950,,0.8%,,,,,,,
112,,,,,,35005,,26950,,0.8%,,,,,,,,
113,Apidos CLO XV,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.73%, due 4/20/2031)(5)(14)",10/16/2013,48515,,36642,,26101,,0.8%,,,,,,,
114,,,,,,36642,,26101,,0.8%,,,,,,,,
115,Apidos CLO XXII,Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.81%, due 10/20/2027)(5)(6)(14)",10/14/2015,31350,,28248,,24557,,0.7%,,,,,,,
116,,,,,,28248,,24557,,0.7%,,,,,,,,
117,"Ark-La-Tex Wireline Services, LLC",Energy Equipment & Services,"Senior Secured Term Loan B (14.02% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(13)",4/8/2014,25595,,1145,,770,,-%,,,,,,,
118,,,,,,1145,,770,,-%,,,,,,,,
119,"Atlantis Health Care Group (Puerto Rico), Inc.",Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 8/21/2019)(11)(15)",2/21/2013,4000,,4000,,3911,,0.1%,,,,,,,
120,"Senior Term Loan (11.30% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/21/2020)(3)(11)",2/21/2013,77306,,77306,,75585,,2.3%,,,,,,,,,
121,,,,,,81306,,79496,,2.4%,,,,,,,,
122,"Autodata, Inc./ Autodata Solutions, Inc.(9)",Software,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 12/12/2025)(3)(8)(13)",12/14/2017,6000,,5974,,5957,,0.2%,,,,,,,
123,,,,,,5974,,5957,,0.2%,,,,,,,,
124,Barings CLO 2018-III (f/k/a Babson CLO Ltd. 2014-III),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 7/20/2029)(5)(6)(14)",6/14/2018,83098,,51236,,42011,,1.3%,,,,,,,
125,,,,,,51236,,42011,,1.3%,,,,,,,,
126,"Broder Bros., Co.","Textiles, Apparel & Luxury Goods","Senior Secured Note (11.31% (LIBOR + 8.50% with 1.25% LIBOR floor), due 12/02/2022)(3)(11)",12/4/2017,271227,,271227,,271227,,8.2%,,,,,,,
127,,,,,,271227,,271227,,8.2%,,,,,,,,
128,Brookside Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.73%, due 1/18/2028)(5)(14)",5/23/2013,36300,,18783,,13580,,0.4%,,,,,,,
129,,,,,,,18783,,13580,,0.4%,,,,,,,
130,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
131,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
132,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
133,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Structured Finance,"Preference Shares (Residual Interest, current yield 9.97%, due 10/16/2028)(5)(14)",5/8/2012,,58915,,,41900,,,34790.0,,1.1%,,,,
134,,,,,,,41900,,34790,,1.1%,,,,,,,
135,"Candle-Lite Company, LLC",Household Products,"Senior Secured Term Loan A (8.21% (LIBOR + 5.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12313,,12313,,12313,,0.4%,,,,,,,
136,"Senior Secured Term Loan B (12.21% (LIBOR + 9.50% with 1.25% LIBOR floor), due 1/23/2023)(3)(11)",1/23/2018,12500,,12500,,12500,,0.4%,,,,,,,,,
137,,,,,,,24813,,24813,,0.8%,,,,,,,
138,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,,100711,,101030,,3.1%,,,,,,,
139,,,,,,,100711,,101030,,3.1%,,,,,,,
140,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 22.13%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,,16528,,18309,,0.6%,,,,,,,
141,,,,,,,16528,,18309,,0.6%,,,,,,,
142,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.17%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,,33301,,28715,,0.9%,,,,,,,
143,,,,,,,33301,,28715,,0.9%,,,,,,,
144,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.48%, due 4/30/2031)(5)(14)",5/10/2018,24870,,14130,,12251,,0.4%,,,,,,,
145,,,,,,,14130,,12251,,0.4%,,,,,,,
146,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"Second Lien Term Loan (11.52% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,35000,,34318,,33625,,1.0%,,,,,,,
147,,,,,,,34318,,33625,,1.0%,,,,,,,
148,Cent CLO 21 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.75%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,,37238,,30591,,0.9%,,,,,,,
149,,,,,,,37238,,30591,,0.9%,,,,,,,
150,Cent CLO 21 Limited,Structured Finance,"Class E Notes (12.66% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,,9995,,10793,,0.3%,,,,,,,
151,,,,,,,9995,,10793,,0.3%,,,,,,,
152,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 10/25/2028)(5)(14)",1/15/2014,40275,,21719,,25733,,0.8%,,,,,,,
153,,,,,,,21719,,25733,,0.8%,,,,,,,
154,Columbia Cent CLO 27 Limited,Structured Finance,"Class E Notes (11.86% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,,7237,,7448,,0.2%,,,,,,,
155,,,,,,,7237,,7448,,0.2%,,,,,,,
156,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.81% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,74842,,74842,,74842,,2.3%,,,,,,,
157,"Senior Secured Term Loan B (15.31% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,,78100,,78100,,2.4%,,,,,,,,,
158,,,,,,,152942,,152942,,4.7%,,,,,,,
159,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.92%, due 4/24/2031)(5)(14)",4/5/2018,44100,,29113,,24641,,0.7%,,,,,,,
160,,,,,,,29113,,24641,,0.7%,,,,,,,
161,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
162,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
163,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
164,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.95%, due 4/28/2031)(5)(14)",11/14/2013,,45500,,,32020,,,27080.0,,0.8%,,,,
165,,,,,,,32020,,27080,,0.8%,,,,,,,
166,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.97%, due 10/17/2030)(5)(6)(14)",9/3/2014,44467,,30057,,23952,,0.7%,,,,,,,
167,,,,,,,30057,,23952,,0.7%,,,,,,,
168,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Class F Notes (12.03% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,,9963,,10348,,0.3%,,,,,,,
169,,,,,,,9963,,10348,,0.3%,,,,,,,
170,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.60%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,,31141,,28320,,0.9%,,,,,,,
171,,,,,,,31141,,28320,,0.9%,,,,,,,
172,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,26405,,26355,,26405,,0.8%,,,,,,,
173,,,,,,,26355,,26405,,0.8%,,,,,,,
174,"Class Valuation, LLC (f/k/a Class Appraisal, LLC)",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,,-,,-,,-%,,,,,,,
175,"Senior Secured Term Loan (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,41370,,41370,,41370,,1.3%,,,,,,,,,
176,,,,,,,41370,,41370,,1.3%,,,,,,,
177,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.81% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,13975,,13975,,13975,,0.4%,,,,,,,
178,"Senior Secured Term Loan B (13.81% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,24125,,24125,,24125,,0.8%,,,,,,,,,
179,,,,,,,38100,,38100,,1.2%,,,,,,,
180,CP VI Bella Midco,IT Services,"Second Lien Term Loan (9.27% (LIBOR + 6.75%, due 12/29/2025)(3)(8)(13)",12/28/2017,11500,,11487,,11376,,0.3%,,,,,,,
181,,,,,,,11487,,11376,,0.3%,,,,,,,
182,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.53% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(3)(8)(13)",2/9/2018,9900,,9816,,9900,,0.3%,,,,,,,
183,"Second Lien Term Loan (11.28% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",2/8/2018,57100,,56357,,57100,,1.7%,,,,,,,,,
184,,,,,,66173,,67000,,2.0%,,,,,,,,
185,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,,11345,,11345,,0.3%,,,,,,,
186,,,,,,11345,,11345,,0.3%,,,,,,,,
187,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.52% (LIBOR + 7.00%), due 8/23/2026)(3)(8)(13)",8/23/2018,2735,,2728,,2728,,0.1%,,,,,,,
188,,,,,,2728,,2728,,0.1%,,,,,,,,
189,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.81% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,16056,,16056,,14923,,0.5%,,,,,,,
190,,,,,,16056,,14923,,0.5%,,,,,,,,
191,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
192,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
193,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
194,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.80% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,,4650,,,4650,,,4583.0,,0.1%,,,,
195,"Second Lien Term Loan (11.80% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,,35000,,30000,,0.9%,,,,,,,,,
196,,,,,,39650,,34583,,1.0%,,,,,,,,
197,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.85% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(3)(8)(13)",12/5/2017,12500,,12392,,12114,,0.4%,,,,,,,
198,,,,,,12392,,12114,,0.4%,,,,,,,,
199,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.30%, due 10/15/2030)(5)(14)",3/14/2013,50525,,35571,,27837,,0.8%,,,,,,,
200,,,,,,35571,,27837,,0.8%,,,,,,,,
201,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.84%, due 5/16/2031)(5)(14)",4/17/2018,24575,,16599,,12508,,0.4%,,,,,,,
202,,,,,,16599,,12508,,0.4%,,,,,,,,
203,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.87%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,,29052,,20331,,0.6%,,,,,,,
204,,,,,,29052,,20331,,0.6%,,,,,,,,
