,0,1,2,3,4,5,6,7,8,9,10,11
85,United Property  REIT Corp.(41),Various /  Real Estate,"Senior Term Loan (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(4)",66704,,66704,,66704,,1.8%,,
86,"Common Stock (70,689 shares)",,13421,,12930,,0.4%,,,,,
87,,,,,80125,,79634,,2.2%,,,
88,"Valley Electric  Company, Inc.(35)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)(3)(4)",10146,,10146,,10146,,0.3%,,
89,"Senior Secured Note (10.00% plus 8.50% PIK, due 12/31/2018)",20935,,20935,,19285,,0.5%,,,,
90,"Common Stock (50,000 shares)",,26205,,-,,-%,,,,,
91,,,,,57286,,29431,,0.8%,,,
92,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",26966,,-,,2110,,0.1%,,
93,Membership Interest (100%),,512,,-,,-%,,,,,
94,Net Profits Interest (8% of Equity Distributions)(7),,-,,29,,-%,,,,,
95,,,,,512,,2139,,0.1%,,,
96,"Yatesville Coal  Company, LLC(8)",Kentucky / Energy,Senior Secured Note (in non-accrual status effective 1/1/2009),1449,,1449,,-,,-%,,
97,Membership Interest (100%),,-,,-,,-%,,,,,
98,,,,,1449,,-,,-%,,,
99,Total Control Investments,,,1721493,,,1659997,,45.5%,,,
100,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
101,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
102,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
103,"Aderant North America, Inc.(16)",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)",,7000,,,6917,,,7000.0,0.2%
104,,,,,6917,,7000,,0.2%,,,
105,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",,396,,498,,-%,,,
106,,,,,396,,498,,-%,,,
107,Airmall Inc.(27),Pennsylvania / Property Management,Escrow Receivable,,5881,,3601,,0.1%,,,
108,,,,,5881,,3601,,0.1%,,,
109,"ALG USA Holdings, LLC(16)","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)",12000,,11799,,12000,,0.3%,,
110,,,,,11799,,12000,,0.3%,,,
111,"Allied Defense Group, Inc.",Virginia / Aerospace & Defense,"Common Stock (10,000 shares)",,5,,-,,-%,,,
112,,,,,5,,-,,-%,,,
113,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",North Carolina / Telecommunication Services,"Senior Secured Term Loan B (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",74654,,74654,,74654,,2.0%,,
114,,,,,74654,,74654,,2.0%,,,
115,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)",38500,,38500,,38500,,1.1%,,
116,Membership Interest (99.9999%)(15),,-,,4018,,0.1%,,,,,
117,,,,,38500,,42518,,1.2%,,,
118,Apidos CLO IX(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.90%)(11)",20525,,18324,,19659,,0.5%,,
119,,,,,18324,,19659,,0.5%,,,
120,Apidos CLO XI(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)",38340,,33440,,36790,,1.0%,,
121,,,,,33440,,36790,,1.0%,,,
122,Apidos CLO XII(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.16%)(11)",44063,,40964,,42344,,1.2%,,
123,,,,,40964,,42344,,1.2%,,,
124,Apidos CLO XV(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.43%)(11)",36515,,36403,,36496,,1.0%,,
125,,,,,36403,,36496,,1.0%,,,
126,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)",150000,,150000,,150000,,4.1%,,
127,,,,,150000,,150000,,4.1%,,,
128,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil and Gas Production,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,,26831,,26831,,0.7%,,
129,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)",26831,,26831,,26831,,0.7%,,,,
130,"Delayed Draw Term Loan – $5,000 Commitment (due 4/8/2019)(25)",-,,-,,-,,-%,,,,
131,,,,,53662,,53662,,1.4%,,,
132,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
133,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
134,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
135,Armor Holding II LLC(16),New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)",,7000,,,6878,,,6878.0,0.2%
136,,,,,6878,,6878,,0.2%,,,
137,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2015)(4)(25)(26)",2350,,2350,,2350,,0.1%,,
138,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)",38858,,38858,,34128,,0.9%,,,,
139,,,,,41208,,36478,,1.0%,,,
140,Babson CLO Ltd. 2011-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 5.76%)(11)",35000,,34541,,31433,,0.9%,,
141,,,,,34541,,31433,,0.9%,,,
142,Babson CLO Ltd. 2012-I(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.60%)(11)",29075,,22950,,25167,,0.7%,,
143,,,,,22950,,25167,,0.7%,,,
144,Babson CLO Ltd. 2012-II(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.71%)(11)",27850,,26329,,27113,,0.7%,,
145,,,,,26329,,27113,,0.7%,,,
146,"Blue Coat Systems, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)(3)(4)",11000,,10905,,11000,,0.3%,,
147,,,,,10905,,11000,,0.3%,,,
148,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)",256275,,256275,,256275,,7.0%,,
149,,,,,256275,,256275,,7.0%,,,
150,Brookside Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 19.56%)(11)",26000,,22677,,25139,,0.7%,,
151,,,,,22677,,25139,,0.7%,,,
152,"Caleel + Hayden, LLC(14)(31)",Colorado / Personal & Nondurable Consumer Products,Membership Interest,,-,,183,,-%,,,
153,,,,,-,,183,,-%,,,
154,Cent CLO 17 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.40%)(11)",24870,,21569,,23720,,0.7%,,
155,,,,,21569,,23720,,0.7%,,,
156,Cent CLO 20 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.90%)(11)",40275,,38140,,39310,,1.1%,,
157,,,,,38140,,39310,,1.1%,,,
158,Cent CLO 21 Limited(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.07%)(11)",48528,,47070,,46287,,1.3%,,
159,,,,,47070,,46287,,1.3%,,,
160,"CIFC Funding 2011-I, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)",19000,,15377,,18048,,0.5%,,
161,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)",15400,,12862,,15171,,0.4%,,,,
162,,,,,28239,,33219,,0.9%,,,
163,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
164,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
165,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
166,"CIFC Funding 2013-III, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.96%)(11)",,44100,,,38415,,,42745.0,1.2%
167,,,,,38415,,42745,,1.2%,,,
168,"CIFC Funding 2013-IV, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.66%)(11)",45500,,39150,,40625,,1.1%,,
169,,,,,39150,,40625,,1.1%,,,
170,"CIFC Funding 2014-IV Investor, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.98%)(11)",41500,,39505,,39222,,1.1%,,
171,,,,,39505,,39222,,1.1%,,,
172,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)",68975,,68925,,68975,,1.9%,,
173,,,,,68925,,68975,,1.9%,,,
174,"The Copernicus Group, Inc.",North Carolina / Healthcare,Escrow Receivable,,-,,117,,-%,,,
175,,,,,-,,117,,-%,,,
176,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)(3)(4)",50888,,50888,,50888,,1.4%,,
177,,,,,50888,,50888,,1.4%,,,
178,Crosman Corporation,New York / Manufacturing,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 12/30/2019)(3)(4)",40000,,40000,,39245,,1.1%,,
179,,,,,40000,,39245,,1.1%,,,
180,"CRT MIDCO, LLC",Wisconsin / Media,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)(3)(4)",47129,,47129,,47129,,1.3%,,
181,,,,,47129,,47129,,1.3%,,,
182,"Deltek, Inc.(16)",Virginia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)(3)(4)",12000,,11857,,12000,,0.3%,,
183,,,,,11857,,12000,,0.3%,,,
184,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,Net Profits Interest (15% of Equity Distributions),,-,,-,,-%,,,
185,,,,,-,,-,,-%,,,
186,"Edmentum, Inc.(16)",Minnesota / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)(3)(4)",50000,,48499,,50000,,1.4%,,
187,,,,,48499,,50000,,1.4%,,,
188,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)",15700,,15443,,15700,,0.4%,,
189,,,,,15443,,15700,,0.4%,,,
190,"Fischbein, LLC",North Carolina / Machinery,Escrow Receivable,,-,,118,,-%,,,
191,,,,,-,,118,,-%,,,
192,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",24875,,24875,,24875,,0.7%,,
193,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(4)",25000,,25000,,25000,,0.7%,,,,
194,"Delayed Draw Term Loan – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 4/30/2019)(4)(25)",-,,-,,-,,-%,,,,
195,,,,,49875,,49875,,1.4%,,,
196,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
197,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
198,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
199,"Focus Brands, Inc.(16)",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)",,18000,,,17787.0,,,18000.0,0.5%
200,,,,,17787,,18000,,0.5%,,,
201,"Focus Products Group International, LLC",Illinois / Durable Consumer Products,"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)(3)(4)",20021,,20021,,17805.0,,0.5%,,
202,"Common Stock (5,638 shares)",,27,,-,,-%,,,,,
203,,,,,20048,,17805,,0.5%,,,
204,"Galaxy XII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.50%)(11)",22000,,19238,,20427.0,,0.6%,,
205,,,,,19238,,20427,,0.6%,,,
206,"Galaxy XV CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.80%)(11)",35025,,29152,,31835.0,,0.9%,,
207,,,,,29152,,31835,,0.9%,,,
208,"Galaxy XVI CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.06%)(11)",22575,,20407,,20818.0,,0.6%,,
209,,,,,20407,,20818,,0.6%,,,
210,"Galaxy XVII CLO, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.76%)(11)",39905,,38194,,36485.0,,1.0%,,
211,,,,,38194,,36485,,1.0%,,,
212,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/25/2019)(3)(4)",28429,,28429,,28429.0,,0.8%,,
213,,,,,28429,,28429,,0.8%,,,
214,"Grocery Outlet, Inc.(16)",California / Retail,"Second Lien Term Loan (11.50% (PRIME + 8.25% with 3.25% PRIME floor), due 6/17/2019)(4)",14457,,14179,,14746.0,,0.4%,,
215,,,,,14179,,14746,,0.4%,,,
216,"GTP Operations, LLC(10)",Texas / Software & Computer Services,"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 12/11/2018)(3)(4)",112258,,112258,,112258.0,,3.1%,,
217,,,,,112258,,112258,,3.1%,,,
218,Halcyon Loan Advisors Funding 2012-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 24.62%)(11)",23188,,20376,,22889.0,,0.6%,,
219,,,,,20376,,22889,,0.6%,,,
220,Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.47%)(11)",40400,,37466,,41136.0,,1.1%,,
221,,,,,37466,,41136,,1.1%,,,
222,Halcyon Loan Advisors Funding 2014-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.45%)(11)",24500,,23685,,23025.0,,0.6%,,
223,,,,,23685,,23025,,0.6%,,,
224,Halcyon Loan Advisors Funding 2014-2 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.07%)(11)",41164,,39174,,38900.0,,1.1%,,
225,,,,,39174,,38900,,1.1%,,,
226,"Harley Marine Services, Inc.(16)",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)",9000,,8832,,8832.0,,0.2%,,
227,,,,,8832,,8832,,0.2%,,,
228,"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)",21850,,21986,,21850.0,,0.6%,,
229,,,,,21986,,21850,,0.6%,,,
230,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,
231,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
232,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
233,"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),,,1639,,,1789,,-%,
234,,,,,1639,,1789,,-%,,,
235,"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)",,12500,,12356,,12500,,0.3%,
236,,,,,12356,,12500,,0.3%,,,
237,"Ikaria, Inc.(16)",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)",25000,,24443,,25000,,0.7%,,
238,,,,,24443,,25000,,0.7%,,,
239,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",125929,,125929,,125929,,3.5%,,
240,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)",128000,,128000,,128000,,3.5%,,,,
241,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,,12500,,12500,,0.3%,,,,
242,,,,,266429,,266429,,7.3%,,,
243,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (7.25% (LIBOR + 5.75% with 1.50% LIBOR floor), due 8/3/2017)(4)",62881,,62881,,62881,,1.7%,,
244,"Senior Secured Term Loan B (12.25% (LIBOR + 9.25% with 3.00% LIBOR floor), due 8/3/2017)(3)(4)",67625,,67625,,67625,,1.9%,,,,
245,,,,,130506,,130506,,3.6%,,,
246,JAC Holding Corporation(16),Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)",3000,,3000,,3000,,0.1%,,
247,,,,,3000,,3000,,0.1%,,,
248,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35164,,35164,,35164,,1.0%,,
