,0,1,2,3,4,5,6,7,8,9,10,11
39,"MITY, Inc.(24)",Utah / Commercial Services & Supplies,"Senior Secured Note A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 1/30/2020)(3)(10)(11)",26250,,26250,,26250,,0.8%,,
40,"Senior Secured Note B (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor) plus 10.00% PIK, due 1/30/2020)(3)(10)(11)(44)",24442,,24442,,24442,,0.7%,,,,
41,"Subordinated Unsecured Note to Broda Enterprises ULC (10.00%, due on demand)(13)",5531,,7200,,5531,,0.2%,,,,
42,"Common Stock (42,053 shares)",,6849,,19441,,0.5%,,,,,
43,,,,,64741,,75664,,2.2%,,,
44,National Property REIT Corp.(25),Various / Equity Real Estate Investment Trusts (REITs) / Online Lending,"Senior Secured Term Loan A (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 4/1/2019)(10)(11)(44)",297065,,297065,,297065,,8.8%,,
45,"Senior Secured Term Loan E (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(10)(11)(44)",132741,,132741,,132741,,3.9%,,,,
46,"Senior Secured Term Loan C to ACL Loan Holdings, Inc. (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 4/1/2019)(10)(11)(13)(44)",99934,,99934,,99934,,2.9%,,,,
47,"Senior Secured Term Loan C to American Consumer Lending Limited (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 5.00% PIK, due 12/15/2020)(10)(11)(13)(44)",46918,,46918,,46918,,1.4%,,,,
48,"Common Stock (2,266,143 shares)(15)",,244044,,292221,,8.6%,,,,,
49,Net Operating Income Interest (5% of Net Operating Income)(15),,-,,90738,,2.7%,,,,,
50,,,,,820702,,959617,,28.3%,,,
51,Nationwide Loan Company LLC(26),Illinois / Consumer Finance,"Senior Subordinated Term Loan to Nationwide Acceptance LLC (10.00% plus 10.00% PIK, due 6/18/2019)(13)(44)",16819,,16819,,16819,,0.5%,,
52,"Class A Units (29,559,899 units)(13)",,16293,,19285,,0.6%,,,,,
53,,,,,33112,,36104,,1.1%,,,
54,"NMMB, Inc.(27)",New York / Media,"Senior Secured Note (14.00%, due 5/6/2021)",3714,,3714,,3714,,0.1%,,
55,"Senior Secured Note to Armed Forces Communications, Inc. (14.00%, due 5/6/2021)",7000,,7000,,7000,,0.2%,,,,
56,"Series A Preferred Stock (7,200 shares)(15)",,7200,,3598,,0.1%,,,,,
57,"Series B Preferred Stock (5,669 shares)(15)",,5669,,2833,,0.1%,,,,,
58,,,,,23583,,17145,,0.5%,,,
59,"R-V Industries, Inc.",Pennsylvania / Machinery,"Senior Subordinated Note (10.15% (LIBOR + 9.00% with 1.00% LIBOR floor), due 3/31/2022)(3)(10)(11)",28622,,28622,,28622,,0.8%,,
60,"Common Stock (745,107 shares)",,6866,,8601,,0.3%,,,,,
61,,,,,35488,,37223,,1.1%,,,
62,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
63,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
64,Control Investments (greater than 25.00% voting control)(45),,,,,,,,,,,
65,USES Corp.(28),Texas / Commercial Services & Supplies,"Senior Secured Term Loan A (9.00% PIK, in non-accrual status effective 4/1/2016, due 3/31/2019)",,29433,,,27658,,,23458.0,0.7%
66,"Senior Secured Term Loan B (15.50% PIK, in non-accrual status effective 4/1/2016, due 3/31/2019)",39892,,35568,,-,,-%,,,,
67,"Common Stock (268,962 shares)(15)",,-,,-,,-%,,,,,
68,,,,,63226,,23458,,0.7%,,,
69,"Valley Electric Company, Inc.(29)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2019)(3)(10)(11)(44)",10430,,10430,,10430,,0.3%,,
70,"Senior Secured Note (10.00% plus 8.50% PIK, due 6/23/2019)(44)",25091,,25091,,22367,,0.7%,,,,
71,"Common Stock (50,000 shares)(15)",,26204,,-,,-%,,,,,
72,,,,,61725,,32797,,1.0%,,,
73,"Wolf Energy, LLC(30)",Kansas / Energy Equipment & Services,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",41757,,-,,93,,0.1%,,
74,Membership Interest (100%)(15),,-,,-,,-%,,,,,
75,"Membership Interest in Wolf Energy Services Company, LLC (100%)(15)",-,,19376,,18472,,0.5%,,,,
76,Net Profits Interest (8% of Equity Distributions)(4)(15),,-,,15,,-%,,,,,
77,,,,,19376,,18580,,0.6%,,,
78,,,1939427,,,1892719,,55.8%,,,,
79,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
80,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
81,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
82,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Trading Companies & Distributors,"Class A Units (32,500 units)(15)",,,272,,,1081,,-%,
83,,,,,272,,1081,,-%,,,
84,American Gilsonite Company(32),Utah / Chemicals,Membership Interest (1.93%)(15),,-,,-,,-%,,,
85,,,,,-,,-,,-%,,,
86,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(13)(16)",23525,,18659,,15659,,0.5%,,
87,,,,,18659,,15659,,0.5%,,,
88,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.38%, due 10/17/28)(5)(13)",40500,,30085,,25879,,0.8%,,
89,,,,,30085,,25879,,0.8%,,,
90,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.11%, due 4/15/2025)(5)(13)",44063,,31781,,28485,,0.8%,,
91,,,,,31781,,28485,,0.8%,,,
92,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.18%, due 10/20/2025)(5)(13)",36515,,29352,,25307,,0.7%,,
93,,,,,29352,,25307,,0.7%,,,
94,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.20%, due 10/20/2027)(5)(6)(13)",31350,,27083,,26695,,0.8%,,
95,,,,,27083,,26695,,0.8%,,,
96,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(12)",26080,,21447,,1450,,-%,,
97,,,,,21447,,1450,,-%,,,
98,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,,6923,,6923,,0.2%,,
99,,,,,6923,,6923,,0.2%,,,
100,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(14)",2350,,2350,,2350,,0.1%,,
101,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79764,,79764,,79764,,2.3%,,,,
102,,,,,82114,,82114,,2.4%,,,
103,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.02%, due 1/15/2026)(5)(6)(13)",52250,,42815,,39221,,1.2%,,
104,,,,,42815,,39221,,1.2%,,,
105,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(12)",118524,,118524,,118524,,3.5%,,
106,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(12)",119999,,119999,,119999,,3.5%,,,,
107,,,,,238523,,238523,,7.0%,,,
108,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.49%, due 4/17/2025)(5)(13)",26000,,18235,,16243,,0.5%,,
109,,,,,18235,,16243,,0.5%,,,
110,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
111,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
112,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
113,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.98%, due 10/16/2028)(5)(13)",,58915,,,41073,,,36024.0,1.1%
114,,,,,41073,,36024,,1.1%,,,
115,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(11)",101828,,101362,,100741,,3.0%,,
116,,,,,101362,,100741,,3.0%,,,
117,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.49%, due 10/20/2029)(5)(6)(13)",32200,,32520,,28924,,0.9%,,
118,,,,,32520,,28924,,0.9%,,,
119,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.39%, due 1/30/2025)(5)(13)",24870,,18168,,15487,,0.5%,,
120,,,,,18168,,15487,,0.5%,,,
121,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.51%, due 1/25/2026)(5)(13)",40275,,31502,,24797,,0.7%,,
122,,,,,31502,,24797,,0.7%,,,
123,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.68%, due 7/27/2026)(5)(6)(13)",48528,,35952,,30947,,0.9%,,
124,,,,,35952,,30947,,0.9%,,,
125,Centerfield Media Holding Company(33),California / Internet Software and Services,"Senior Secured Term Loan A (8.15% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",67660,,67660,,67660,,2.0%,,
126,"Senior Secured Term Loan B (13.65% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,,68000,,68000,,2.0%,,,,
127,,,,,135660,,135660,,4.0%,,,
128,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.68%, due 10/24/2025)(5)(13)",44100,,31118,,30495,,0.9%,,
129,,,,,31118,,30495,,0.9%,,,
130,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.72%, due 11/27/2024)(5)(13)",45500,,33065,,34293,,1.0%,,
131,,,,,33065,,34293,,1.0%,,,
132,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.37%, due 10/17/2026)(5)(6)(13)",41500,,30538,,31185,,0.9%,,
133,,,,,30538,,31185,,0.9%,,,
134,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.50%, due 10/21/2028)(5)(6)(13)",34000,,31369,,29896,,0.9%,,
135,,,,,31369,,29896,,0.9%,,,
136,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(44)",54656,,54606,,54656,,1.6%,,
137,,,,,54606,,54656,,1.6%,,,
138,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.15% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",23500,,23500,,23500,,0.7%,,
139,"Senior Secured Term Loan B (12.15% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",25000,,25000,,25000,,0.7%,,,,
140,,,,,48500,,48500,,1.4%,,,
141,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
142,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
143,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
144,Crosman Corporation,New York / Leisure Products,"Senior Secured Term Loan A (9.68% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(10)(12)(44)",,55652,,,55652,,,55652.0,1.6%
145,"Senior Secured Term Loan B (16.68% (LIBOR + 15.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(10)(12)(44)",42402,,42402,,42402,,1.3%,,,,
146,,,,,98054,,98054,,2.9%,,,
147,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(13)",10000,,9822,,10000,,0.3%,,
148,,,,,9822,,10000,,0.3%,,,
149,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(12)",34000,,33363,,33363,,1.0%,,
150,,,,,33363,,33363,,1.0%,,,
151,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(11)",11500,,11287,,11313,,0.3%,,
152,,,,,11287,,11313,,0.3%,,,
153,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.15% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17238,,17238,,17238,,0.5%,,
154,,,,,17238,,17238,,0.5%,,,
155,"EZShield Parent, Inc.",Maryland / Internet Software & Services,"Senior Secured Term Loan A (7.75% (LIBOR + 6.75% with 1.00% LIBOR floor), due 2/26/2021)(10)(12)",15000,,15000,,15000,,0.4%,,
156,"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 2/26/2021)(10)(12)",15000,,15000,,15000,,0.4%,,,,
157,,,,,30000,,30000,,0.8%,,,
158,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.65% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",23402,,23402,,23402,,0.7%,,
159,"Delayed Draw Term Loan – $15,000 Commitment (9.65% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2019)(10)(14)",-,,-,,-,,-%,,,,
160,,,,,23402,,23402,,0.7%,,,
161,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.81%, due 4/15/2025)(5)(13)",50525,,34526,,37277,,1.1%,,
162,,,,,34526,,37277,,1.1%,,,
163,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.80%, due 11/16/2025)(5)(13)",24575,,18253,,17448,,0.5%,,
164,,,,,18253,,17448,,0.5%,,,
165,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.72%, due 7/15/2026)(5)(6)(13)",39905,,30210,,28854,,0.9%,,
166,,,,,30210,,28854,,0.9%,,,
167,"Global Employment Solutions, Inc.",Colorado / Professional Services,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",49125,,49125,,49125,,1.4%,,
168,,,,,49125,,49125,,1.4%,,,
169,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(13)(16)",23188,,15774,,13141,,0.4%,,
170,,,,,15774,,13141,,0.4%,,,
171,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.90%, due 4/15/2025)(5)(13)",40400,,28538,,28011,,0.8%,,
172,,,,,28538,,28011,,0.8%,,,
173,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
174,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
175,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
176,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.38%, due 4/18/2026)(5)(13)",,24500,,,16713,,,16213.0,0.5%
177,,,,,16713,,16213,,0.5%,,,
178,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.73%, due 4/28/2025)(5)(6)(13)",41164,,28035,,28193,,0.8%,,
179,,,,,28035,,28193,,0.8%,,,
180,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%, due 10/18/2027)(5)(6)(13)",39598,,34900,,36256,,1.1%,,
181,,,,,34900,,36256,,1.1%,,,
182,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable(15),,-,,2209,,0.1%,,,
183,,,,,-,,2209,,0.1%,,,
184,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.66%, due 11/18/2026)(5)(6)(13)",19025,,15003,,14413,,0.4%,,
185,,,,,15003,,14413,,0.4%,,,
186,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,,8910,,8813,,0.3%,,
187,,,,,8910,,8813,,0.3%,,,
188,"Hollander Sleep Products, LLC","Florida / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(11)",21860,,21860,,21639,,0.6%,,
189,,,,,21860,,21639,,0.6%,,,
190,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (11.65% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",26023,,26023,,26023,,0.8%,,
191,,,,,26023,,26023,,0.8%,,,
192,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.65% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",121447,,121447,,121447,,3.6%,,
193,"Senior Secured Term Loan B (12.15% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,,158100,,158100,,4.7%,,,,
194,"Senior Secured Term Loan C-1 (12.90% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,,27000,,27000,,0.8%,,,,
195,"Senior Secured Term Loan C-2 (13.65% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,,25000,,25000,,0.7%,,,,
196,,,,,331547,,331547,,9.8%,,,
197,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (6.48% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",78876,,78876,,78876,,2.3%,,
198,"Senior Secured Term Loan B (11.48% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(12)",131125,,131125,,131125,,3.9%,,,,
199,,,,,210001,,210001,,6.2%,,,
200,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",15000,,14790,,15000,,0.4%,,
201,,,,,14790,,15000,,0.4%,,,
202,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.42%, due 7/20/2027)(5)(6)(13)",19500,,16919,,14213,,0.4%,,
203,,,,,16919,,14213,,0.4%,,,
204,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
205,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
206,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
207,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/20/2024)(8)(10)(11)",,13000,,,12754,,,13000.0,0.4%
208,,,,,12754,,13000,,0.4%,,,
209,"Keystone Peer Review Organization Holdings, Inc.",Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 7/28/2023)(3)(8)(10)",45000,,45000,,45000,,1.3%,,
210,,,,,45000,,45000,,1.3%,,,
211,"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",33955,,33955,,33955,,1.0%,,
212,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",20851,,20851,,20851,,0.6%,,,,
213,,,,,54806,,54806,,1.6%,,,
214,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.15%, due 7/15/2025)(5)(13)",30500,,21752,,22344,,0.7%,,
215,,,,,21752,,22344,,0.7%,,,
216,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.11%, due 8/15/2022)(5)(13)",43110,,28613,,27895,,0.8%,,
217,,,,,28613,,27895,,0.8%,,,
218,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.65% (LIBOR + 6.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",66802,,66802,,66802,,2.0%,,
219,"Senior Secured Term Loan B (12.65% (LIBOR + 11.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",52562,,52562,,52562,,1.5%,,,,
220,,,,,119364,,119364,,3.5%,,,
221,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (1,250,000 units)(15)",,1252,,751,,-%,,,
222,"Class A Common Units (1,250,000 units)(15)",,-,,-,,-%,,,,,
223,,,,,1252,,751,,-%,,,
224,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.65% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",38000,,38000,,38000,,1.1%,,
225,,,,,38000,,38000,,1.1%,,,
226,Mineral Fusion Natural Brands(34),Colorado / Personal Products,Membership Interest (1.43%)(15),,-,,157,,-%,,,
227,,,,,-,,157,,-%,,,
228,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.48%, due 4/12/2024)(5)(13)",43650,,29920,,29395,,0.9%,,
229,,,,,29920,,29395,,0.9%,,,
230,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.27%, due 7/15/2027)(5)(6)(13)",47830,,41480,,40635,,1.2%,,
231,,,,,41480,,40635,,1.2%,,,
