,0,1,2,3,4,5,6,7,8,9,10,11,12
83,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(8)(10)(11)",11771,,11640,,11771,,0.3%,,,
84,,,,,11640,,11771,,0.3%,,,,
85,American Gilsonite Company(29),Utah / Metal Services & Minerals,Membership Interest (1.93%),,-,,-,,-%,,,,
86,,,,,-,,-,,-%,,,,
87,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.72%, due 7/15/2023)(5)(13)",23525,,19651,,18919,,0.6%,,,
88,,,,,19651,,18919,,0.6%,,,,
89,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.36%, due 1/17/2023)(5)(13)",38340,,29137,,25439,,0.7%,,,
90,,,,,29137,,25439,,0.7%,,,,
91,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.25%, due 4/15/2025)(5)(13)",44063,,33470,,29888,,0.9%,,,
92,,,,,33470,,29888,,0.9%,,,,
93,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.22%, due 10/20/2025)(5)(13)",36515,,30624,,24264,,0.7%,,,
94,,,,,30624,,24264,,0.7%,,,,
95,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.19%, due 10/20/2027)(5)(6)(13)",31350,,26735,,24751,,0.7%,,,
96,,,,,26735,,24751,,0.7%,,,,
97,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(10)(11)",150000,,150000,,149324,,4.3%,,,
98,,,,,150000,,149324,,4.3%,,,,
99,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(12)",21322,,20706,,,9568,,0.3%,,
100,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(12)",24755,,23239,,-,,-%,,,,,
101,,,,,43945,,9568,,0.3%,,,,
102,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,,6912,,6912,,0.2%,,,
103,,,,,6912,,6912,,0.2%,,,,
104,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $7,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 8/21/2017)(10)(11)(14)",2350,,2350,,2350,,0.1%,,,
105,"Senior Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 2/21/2018)(3)(10)(11)",38067,,38067,,38067,,1.1%,,,,,
106,,,,,40417,,40417,,1.2%,,,,
107,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.09%, due 1/15/2026)(5)(6)(13)",52250,,42771,,40630,,1.2%,,,
108,,,,,42771,,40630,,1.2%,,,,
109,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
110,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
111,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
112,"BNN Holdings, Corp.",Michigan / Healthcare,Escrow Receivable,,,,-,,,486,,-%,
113,,,,,-,,486,,-%,,,,
114,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(12)",119999,,119999,,,119999,,3.5%,,
115,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(12)",120983,,120983,,120983,,3.5%,,,,,
116,,,,,240982,,240982,,7.0%,,,,
117,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.67%, due 4/17/2025)(5)(13)",26000,,19432,,18083,,0.5%,,,
118,,,,,19432,,18083,,0.5%,,,,
119,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 15.77%, due 4/16/2022)(5)(13)",57000,,37813,,34132,,1.0%,,,
120,,,,,37813,,34132,,1.0%,,,,
121,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(12)",101828,,101319,,101033,,2.9%,,,
122,,,,,101319,,101033,,2.9%,,,,
123,"Carlyle Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.69%, due 10/20/2029)(5)(6)(13)",32200,,29854,,29717,,0.9%,,,
124,,,,,29854,,29717,,0.9%,,,,
125,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.17%, due 1/30/2025)(5)(13)",24870,,18616,,16504,,0.5%,,,
126,,,,,18616,,16504,,0.5%,,,,
127,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.27%, due 1/25/2026)(5)(13)",40275,,32288,,25591,,0.7%,,,
128,,,,,32288,,25591,,0.7%,,,,
129,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.66%, due 7/27/2026)(5)(6)(13)",48528,,37278,,28947,,0.8%,,,
130,,,,,37278,,28947,,0.8%,,,,
131,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.62%, due 10/24/2025)(5)(13)",44100,,31703,,28775,,0.8%,,,
132,,,,,31703,,28775,,0.8%,,,,
133,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.24%, due 11/27/2024)(5)(13)",45500,,33065,,32209,,0.9%,,,
134,,,,,33065,,32209,,0.9%,,,,
135,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.72%, due 10/17/2026)(5)(6)(13)",41500,,30980,,29141,,0.8%,,,
136,,,,,30980,,29141,,0.8%,,,,
137,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(39)",65640,,65590,,65640,,1.9%,,,
138,,,,,65590,,65640,,1.9%,,,,
139,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
140,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
141,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
142,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",,24000,,,24000,,,24000.0,,0.7%
143,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",25000,,25000,,25000,,0.7%,,,,,
144,,,,,49000,,49000,,1.4%,,,,
145,Crosman Corporation,New York / Manufacturing,"Senior Secured Term Loan A (9.22% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(10)(12)(39)",54673,,54673,,54673,,1.6%,,,
146,"Senior Secured Term Loan B (16.22% (LIBOR + 15.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(10)(12)(39)",41656,,41656,,41656,,1.2%,,,,,
147,,,,,96329,,96329,,2.8%,,,,
148,CURO Group Holdings Corp. (f/k/a Speedy Cash Holdings Corp.),Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(8)(13)",15000,,15000,,7076,,0.2%,,,
149,,,,,15000,,7076,,0.2%,,,,
150,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.84% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17325,,17325,,17325,,0.5%,,,
151,,,,,17325,,17325,,0.5%,,,,
152,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(8)",50426,,50189,,50426,,1.5%,,,
153,,,,,50189,,50426,,1.5%,,,,
154,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",23402,,23402,,23402,,0.7%,,,
155,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(10)(14)",-,,-,,-,,-%,,,,,
156,,,,,23402,,23402,,0.7%,,,,
157,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(8)(10)(12)",18000,,17891,,18000,,0.5%,,,
158,,,,,17891,,18000,,0.5%,,,,
159,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.76%, due 4/15/2025)(5)(13)",39275,,28658,,29503,,0.9%,,,
160,,,,,28658,,29503,,0.9%,,,,
161,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.53%, due 11/16/2025)(5)(13)",24575,,18900,,18168,,0.5%,,,
162,,,,,18900,,18168,,0.5%,,,,
163,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.47%, due 7/15/2026)(5)(6)(13)",39905,,30527,,28779,,0.8%,,,
164,,,,,30527,,28779,,0.8%,,,,
165,"Generation Brands Holdings, Inc.",Illinois / Durable Consumer Products,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(8)(10)(11)",19000,,18459,,19000,,0.6%,,,
166,,,,,18459,,19000,,0.6%,,,,
167,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",49250,,49250,,49250,,1.4%,,,
168,,,,,49250,,49250,,1.4%,,,,
169,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
170,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
171,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
172,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 8/15/2023)(5)(13)",,23188,,,17575,,,16637.0,,0.5%
173,,,,,17575,,16637,,0.5%,,,,
174,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.26%, due 4/15/2025)(5)(13)",40400,,30747,,26838,,0.8%,,,
175,,,,,30747,,26838,,0.8%,,,,
176,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.12%, due 4/18/2026)(5)(13)",24500,,17613,,14751,,0.4%,,,
177,,,,,17613,,14751,,0.4%,,,,
178,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 4/28/2025)(5)(6)(13)",41164,,29585,,25007,,0.7%,,,
179,,,,,29585,,25007,,0.7%,,,,
180,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.37%, due 10/18/2027)(5)(6)(13)",39598,,35736,,31619,,0.9%,,,
181,,,,,35736,,31619,,0.9%,,,,
182,"Harbortouch Payments, LLC",Pennsylvania / Business Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor) plus 3.00% PIK, due 5/31/2023)(3)(10)(11)(39)",27711,,27711,,28404,,0.9%,,,
183,Escrow Receivable,,-,,1629,,-%,,,,,,
184,,,,,27711,,30033,,0.9%,,,,
185,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.22%, due 11/18/2026)(5)(6)(13)",19025,,14432,,12806,,0.4%,,,
186,,,,,14432,,12806,,0.4%,,,,
187,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,,8894,,8352,,0.2%,,,
188,,,,,8894,,8352,,0.2%,,,,
189,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(12)",21860,,21860,,20293,,0.6%,,,
190,,,,,21860,,20293,,0.6%,,,,
191,Inpatient Care Management Company LLC,Florida / Healthcare,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",16830,,16830,,16830,,0.5%,,,
192,,,,,16830,,16830,,0.5%,,,,
193,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",122444,,122444,,122444,,3.6%,,,
194,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,,158100,,158100,,4.6%,,,,,
195,"Senior Secured Term Loan C-1 (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,,27000,,27000,,0.8%,,,,,
196,"Senior Secured Term Loan C-2 (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,,25000,,25000,,0.7%,,,,,
197,,,,,332544,,332544,,9.7%,,,,
198,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
199,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
200,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
201,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",,79317,,,79317,,,79317.0,,2.3%
202,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(12)",131125,,131125,,131125,,3.8%,,,,,
203,,,,,210442,,210442,,6.1%,,,,
204,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(8)",2868,,2868,,2868,,0.1%,,,
205,,,,,2868,,2868,,0.1%,,,,
206,JD Power and Associates,California / Consumer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(8)(10)(11)",15000,,14777,,15000,,0.4%,,,
207,,,,,14777,,15000,,0.4%,,,,
208,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.47%, due 7/20/2027)(5)(6)(13)",19500,,16821,,13174,,0.4%,,,
209,,,,,16821,,13174,,0.4%,,,,
210,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",34424,,34424,,33667,,1.0%,,,
211,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",21129,,21129,,20664,,0.6%,,,,,
212,,,,,55553,,54331,,1.6%,,,,
213,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.10%, due 7/15/2025)(5)(13)",30500,,22359,,21872,,0.6%,,,
214,,,,,22359,,21872,,0.6%,,,,
215,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.72%, due 8/15/2022)(5)(13)",43110,,29343,,28543,,0.8%,,,
216,,,,,29343,,28543,,0.8%,,,,
217,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",34490,,34490,,34490,,1.0%,,,
218,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,,45562,,45562,,1.3%,,,,,
219,,,,,80052,,80052,,2.3%,,,,
220,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",,1252,,1990,,0.1%,,,,
221,"Class A Common Units (1,250,000 units)",,-,,204,,-%,,,,,,
222,,,,,1252,,2194,,0.1%,,,,
223,Mineral Fusion Natural Brands(30),Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%),,-,,197,,-%,,,,
224,,,,,-,,197,,-%,,,,
225,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.27%m due 4/12/2024)(5)(13)",43650,,32078,,29996,,0.9%,,,
226,,,,,32078,,29996,,0.9%,,,,
227,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 7/15/2027)(5)(6)(13)",47830,,42415,,38431,,1.1%,,,
228,,,,,42415,,38431,,1.1%,,,,
229,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
230,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
231,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
232,NCP Finance Limited Partnership(31),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(12)(13)",,27119,,,26502,,,25763.0,,0.7%
