,0,1,2,3,4,5,6,7,8,9,10,11
68,"Membership Interest in Wolf Energy Services Company, LLC (100%)(16)",Kansas / Energy Equipment & Services,6801,25624,5662,22079,0.1%,0.7%,,,,
69,Net Profits Interest (8% of Equity Distributions)(4)(16),Kansas / Energy Equipment & Services,-,25624,15,22079,-%,0.7%,,,,
70,Net Profits Interest (8% of Equity Distributions)(4)(16),Kansas / Energy Equipment & Services,-,25624,6801,22079,5677,0.7%,0.1%,,,
71,Net Profits Interest (8% of Equity Distributions)(4)(16),Kansas / Energy Equipment & Services,1840731,25624,6801,1911775,5677,57.0%,,,,
72,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,57.0%,,,,
73,American Gilsonite Company(34),Utah / Chemicals,Membership Interest (1.93%)(16),Principal Value,Amortized Cost,-,% of Net Assets,57.0%,-,,-%,
74,American Gilsonite Company(34),Utah / Chemicals,Membership Interest (1.93%)(16),Principal Value,-,-,-,57.0%,-%,,,
75,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,-,7597,-,7597,,0.2%,,
76,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(14)(17)",23525,7597,7597,7597,7597,0.2%,,,
77,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.54%, due 10/17/2028)(5)(14)",40500,7597,30494,7597,24777,,0.7%,,
78,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.54%, due 10/17/2028)(5)(14)",40500,30494,30494,24777,24777,0.7%,,,
79,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.73%, due 4/15/2025)(5)(14)",44063,30494,30745,24777,26047,,0.8%,,
80,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.73%, due 4/15/2025)(5)(14)",44063,30745,30745,26047,26047,0.8%,,,
81,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.29%, due 10/20/2025)(5)(14)",36515,30745,29491,26047,26083,,0.8%,,
82,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.29%, due 10/20/2025)(5)(14)",36515,29491,29491,26083,26083,0.8%,,,
83,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.51%, due 10/20/2027)(5)(6)(14)",31350,29491,26991,26083,25432,,0.8%,,
84,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.51%, due 10/20/2027)(5)(6)(14)",31350,26991,26991,25432,25432,0.8%,,,
85,"Ark-La-Tex Wireline Services, LLC(32)",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.73% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(13)",26080,26991,1630,25432,1630,,-%,,
86,"Ark-La-Tex Wireline Services, LLC(32)",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.73% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(13)",26080,1630,1630,1630,1630,-%,,,
87,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.30% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,1630,6928,1630,7000,,0.2%,,
88,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.30% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,6928,6928,7000,7000,0.2%,,,
89,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",3850,6928,3850,7000,3850,,0.1%,,
90,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79560,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",79560,6928,79560,7000,2.4%,,,,
91,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79560,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(15)",79560,83410,79560,83410,2.4%,2.5%,,,
92,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.01%, due 1/15/2026)(5)(6)(14)",52250,83410,42101,83410,39001,,1.2%,,
93,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.01%, due 1/15/2026)(5)(6)(14)",52250,42101,42101,39001,39001,1.2%,,,
94,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.05% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",110876,42101,110876,39001,110876,,3.3%,,
95,"Senior Secured Term Loan B (13.55% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(11)",114901,"Senior Secured Term Loan A (7.05% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",114901,42101,114901,39001,3.4%,,,,
96,"Senior Secured Term Loan B (13.55% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(11)",114901,"Senior Secured Term Loan A (7.05% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(11)",114901,225777,114901,225777,3.4%,6.7%,,,
97,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 1.29%, due 4/17/2025)(5)(14)",26000,225777,17178,225777,14022,,0.4%,,
98,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 1.29%, due 4/17/2025)(5)(14)",26000,17178,17178,14022,14022,0.4%,,,
99,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,14022,,,,
100,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.82%, due 10/16/2028)(5)(14)",Principal Value,58915,Fair  Value(2),% of Net Assets,40792,,,35758.0,1.1%
101,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.82%, due 10/16/2028)(5)(14)",Principal Value,40792,Fair  Value(2),35758,40792,1.1%,,,
102,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.48% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(13)",101517,40792,101071,35758,98468,,2.9%,,
103,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.48% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(13)",101517,101071,101071,98468,98468,2.9%,,,
104,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.61%, due 10/15/2026)(5)(6)(14)",25534,101071,19494,98468,19757,,0.6%,,
105,"Carlyle Global Market Strategies CLO 2014-4, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.61%, due 10/15/2026)(5)(6)(14)",25534,19494,19494,19757,19757,0.6%,,,
106,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.04%, due 10/20/2029)(5)(6)(14)",32200,19494,31449,19757,26745,,0.8%,,
107,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.04%, due 10/20/2029)(5)(6)(14)",32200,31449,31449,26745,26745,0.8%,,,
108,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.00%, due 1/30/2025)(5)(14)",24870,31449,18100,26745,16708,,0.5%,,
109,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.00%, due 1/30/2025)(5)(14)",24870,18100,18100,16708,16708,0.5%,,,
110,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.81%, due 1/25/2026)(5)(14)",40275,18100,32105,16708,32148,,1.0%,,
111,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.81%, due 1/25/2026)(5)(14)",40275,32105,32105,32148,32148,1.0%,,,
112,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.47%, due 7/27/2026)(5)(6)(14)",48528,32105,36659,32148,36178,,1.1%,,
113,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.47%, due 7/27/2026)(5)(6)(14)",48528,36659,36659,36178,36178,1.1%,,,
114,Centerfield Media Holding Company(35),California / Internet Software and Services,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",67320,36659,67320,36178,67320,,2.0%,,
115,"Senior Secured Term Loan B (13.80% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",68000,36659,68000,36178,2.0%,,,,
116,"Senior Secured Term Loan B (13.80% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",68000,135320,68000,135320,2.0%,4.0%,,,
117,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.42%, due 10/24/2025)(5)(14)",44100,135320,31233,135320,30265,,0.9%,,
118,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.42%, due 10/24/2025)(5)(14)",44100,31233,31233,30265,30265,0.9%,,,
119,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.16%, due 11/27/2024)(5)(14)",45500,31233,32859,30265,32708,,1.0%,,
120,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.16%, due 11/27/2024)(5)(14)",45500,32859,32859,32708,32708,1.0%,,,
121,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.85%, due 10/17/2026)(5)(6)(14)",41500,32859,30002,32708,29139,,0.9%,,
122,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.85%, due 10/17/2026)(5)(6)(14)",41500,30002,30002,29139,29139,0.9%,,,
123,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.33%, due 10/21/2028)(5)(6)(14)",34000,30002,31780,29139,29513,,0.9%,,
124,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.33%, due 10/21/2028)(5)(6)(14)",34000,31780,31780,29513,29513,0.9%,,,
125,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(48)",49156,31780,49106,29513,49156,,1.5%,,
126,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(48)",49156,49106,49106,49156,49156,1.5%,,,
127,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,49156,,,,
128,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.30% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",Principal Value,22658,Fair  Value(2),% of Net Assets,22658,,,22658.0,0.7%
129,"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,"Senior Secured Term Loan A (7.30% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,22658,24938,% of Net Assets,0.7%,,,,
130,"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,"Senior Secured Term Loan A (7.30% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,47596,24938,47596,0.7%,1.4%,,,
131,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10000,47596,9831,47596,10000,,0.3%,,
132,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10000,9831,9831,10000,10000,0.3%,,,
133,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.23% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(13)",34000,9831,33389,10000,33389,,1.0%,,
134,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.23% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(13)",34000,33389,33389,33389,33389,1.0%,,,
135,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.98% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(13)",11500,33389,11295,33389,11500,,0.3%,,
136,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.98% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(13)",11500,11295,11295,11500,11500,0.3%,,,
137,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.30% (LIBOR + 10.00% with .25% LIBOR floor), due 9/30/2020)(3)(10)(11)",17194,11295,17194,11500,17066,,0.5%,,
138,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.30% (LIBOR + 10.00% with .25% LIBOR floor), due 9/30/2020)(3)(10)(11)",17194,17194,17194,17066,17066,0.5%,,,
139,"EZShield Parent, Inc.",Maryland / Internet Software & Services,"Senior Secured Term Loan A (7.98% (LIBOR + 6.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",14963,17194,14963,17066,14963,,0.4%,,
140,"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",15000,"Senior Secured Term Loan A (7.98% (LIBOR + 6.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",15000,17194,15000,17066,0.5%,,,,
141,"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",15000,"Senior Secured Term Loan A (7.98% (LIBOR + 6.75% with 1.00% LIBOR floor), due 2/26/2021)(3)(10)(13)",15000,29963,15000,29963,0.5%,0.9%,,,
142,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",21544,29963,21544,29963,21544,,0.6%,,
