,0,1,2,3,4,5,6,7,8,9,10,11
81,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
82,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
83,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Trading Companies & Distributors,"Class A Units (32,500 units)(15)",,,272,,,1081,,-%,
84,,,,,272,,1081,,-%,,,
85,American Gilsonite Company(32),Utah / Chemicals,Membership Interest (1.93%)(15),,-,,-,,-%,,,
86,,,,,-,,-,,-%,,,
87,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/15/2023)(5)(13)(16)",23525,,18659,,15659,,0.5%,,
88,,,,,18659,,15659,,0.5%,,,
89,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.38%, due 10/17/28)(5)(13)",40500,,30085,,25879,,0.8%,,
90,,,,,30085,,25879,,0.8%,,,
91,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.11%, due 4/15/2025)(5)(13)",44063,,31781,,28485,,0.8%,,
92,,,,,31781,,28485,,0.8%,,,
93,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.18%, due 10/20/2025)(5)(13)",36515,,29352,,25307,,0.7%,,
94,,,,,29352,,25307,,0.7%,,,
95,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.20%, due 10/20/2027)(5)(6)(13)",31350,,27083,,26695,,0.8%,,
96,,,,,27083,,26695,,0.8%,,,
97,"Ark-La-Tex Wireline Services, LLC",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(10)(12)",26080,,21447,,1450,,-%,,
98,,,,,21447,,1450,,-%,,,
99,Armor Holding II LLC,New York / Commercial Services & Supplies,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(8)(10)(11)",7000,,6923,,6923,,0.2%,,
100,,,,,6923,,6923,,0.2%,,,
101,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Health Care Providers & Services,"Revolving Line of Credit – $7,000 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 8/21/2018)(10)(11)(14)",2350,,2350,,2350,,0.1%,,
102,"Senior Term Loan (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 2/21/2020)(3)(10)(11)",79764,,79764,,79764,,2.3%,,,,
103,,,,,82114,,82114,,2.4%,,,
104,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.02%, due 1/15/2026)(5)(6)(13)",52250,,42815,,39221,,1.2%,,
105,,,,,42815,,39221,,1.2%,,,
106,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(10)(12)",118524,,118524,,118524,,3.5%,,
107,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(10)(12)",119999,,119999,,119999,,3.5%,,,,
108,,,,,238523,,238523,,7.0%,,,
109,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.49%, due 4/17/2025)(5)(13)",26000,,18235,,16243,,0.5%,,
110,,,,,18235,,16243,,0.5%,,,
111,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
112,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
113,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
114,California Street CLO IX Ltd. (f/k/a Symphony CLO IX Ltd.),Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 13.98%, due 10/16/2028)(5)(13)",,58915,,,41073,,,36024.0,1.1%
115,,,,,41073,,36024,,1.1%,,,
116,"Capstone Logistics Acquisition, Inc.",Georgia / Commercial Services & Supplies,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(10)(11)",101828,,101362,,100741,,3.0%,,
117,,,,,101362,,100741,,3.0%,,,
118,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.49%, due 10/20/2029)(5)(6)(13)",32200,,32520,,28924,,0.9%,,
119,,,,,32520,,28924,,0.9%,,,
120,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.39%, due 1/30/2025)(5)(13)",24870,,18168,,15487,,0.5%,,
121,,,,,18168,,15487,,0.5%,,,
122,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.51%, due 1/25/2026)(5)(13)",40275,,31502,,24797,,0.7%,,
123,,,,,31502,,24797,,0.7%,,,
124,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.68%, due 7/27/2026)(5)(6)(13)",48528,,35952,,30947,,0.9%,,
125,,,,,35952,,30947,,0.9%,,,
126,Centerfield Media Holding Company(33),California / Internet Software and Services,"Senior Secured Term Loan A (8.15% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",67660,,67660,,67660,,2.0%,,
127,"Senior Secured Term Loan B (13.65% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,,68000,,68000,,2.0%,,,,
128,,,,,135660,,135660,,4.0%,,,
129,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.68%, due 10/24/2025)(5)(13)",44100,,31118,,30495,,0.9%,,
130,,,,,31118,,30495,,0.9%,,,
131,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.72%, due 11/27/2024)(5)(13)",45500,,33065,,34293,,1.0%,,
132,,,,,33065,,34293,,1.0%,,,
133,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.37%, due 10/17/2026)(5)(6)(13)",41500,,30538,,31185,,0.9%,,
134,,,,,30538,,31185,,0.9%,,,
135,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.50%, due 10/21/2028)(5)(6)(13)",34000,,31369,,29896,,0.9%,,
136,,,,,31369,,29896,,0.9%,,,
137,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(44)",54656,,54606,,54656,,1.6%,,
138,,,,,54606,,54656,,1.6%,,,
139,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.15% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",23500,,23500,,23500,,0.7%,,
140,"Senior Secured Term Loan B (12.15% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",25000,,25000,,25000,,0.7%,,,,
141,,,,,48500,,48500,,1.4%,,,
142,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
143,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
144,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
145,Crosman Corporation,New York / Leisure Products,"Senior Secured Term Loan A (9.68% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(10)(12)(44)",,55652,,,55652,,,55652.0,1.6%
146,"Senior Secured Term Loan B (16.68% (LIBOR + 15.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(10)(12)(44)",42402,,42402,,42402,,1.3%,,,,
147,,,,,98054,,98054,,2.9%,,,
148,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(13)",10000,,9822,,10000,,0.3%,,
149,,,,,9822,,10000,,0.3%,,,
150,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(12)",34000,,33363,,33363,,1.0%,,
151,,,,,33363,,33363,,1.0%,,,
152,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(11)",11500,,11287,,11313,,0.3%,,
153,,,,,11287,,11313,,0.3%,,,
154,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.15% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17238,,17238,,17238,,0.5%,,
155,,,,,17238,,17238,,0.5%,,,
156,"EZShield Parent, Inc.",Maryland / Internet Software & Services,"Senior Secured Term Loan A (7.75% (LIBOR + 6.75% with 1.00% LIBOR floor), due 2/26/2021)(10)(12)",15000,,15000,,15000,,0.4%,,
157,"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 2/26/2021)(10)(12)",15000,,15000,,15000,,0.4%,,,,
158,,,,,30000,,30000,,0.8%,,,
159,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.65% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",23402,,23402,,23402,,0.7%,,
160,"Delayed Draw Term Loan – $15,000 Commitment (9.65% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2019)(10)(14)",-,,-,,-,,-%,,,,
161,,,,,23402,,23402,,0.7%,,,
162,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.81%, due 4/15/2025)(5)(13)",50525,,34526,,37277,,1.1%,,
163,,,,,34526,,37277,,1.1%,,,
164,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.80%, due 11/16/2025)(5)(13)",24575,,18253,,17448,,0.5%,,
165,,,,,18253,,17448,,0.5%,,,
166,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.72%, due 7/15/2026)(5)(6)(13)",39905,,30210,,28854,,0.9%,,
167,,,,,30210,,28854,,0.9%,,,
168,"Global Employment Solutions, Inc.",Colorado / Professional Services,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",49125,,49125,,49125,,1.4%,,
169,,,,,49125,,49125,,1.4%,,,
170,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(13)(16)",23188,,15774,,13141,,0.4%,,
171,,,,,15774,,13141,,0.4%,,,
172,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.90%, due 4/15/2025)(5)(13)",40400,,28538,,28011,,0.8%,,
173,,,,,28538,,28011,,0.8%,,,
174,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
175,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
176,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
177,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.38%, due 4/18/2026)(5)(13)",,24500,,,16713,,,16213.0,0.5%
178,,,,,16713,,16213,,0.5%,,,
179,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.73%, due 4/28/2025)(5)(6)(13)",41164,,28035,,28193,,0.8%,,
180,,,,,28035,,28193,,0.8%,,,
181,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%, due 10/18/2027)(5)(6)(13)",39598,,34900,,36256,,1.1%,,
182,,,,,34900,,36256,,1.1%,,,
183,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable(15),,-,,2209,,0.1%,,,
184,,,,,-,,2209,,0.1%,,,
185,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.66%, due 11/18/2026)(5)(6)(13)",19025,,15003,,14413,,0.4%,,
186,,,,,15003,,14413,,0.4%,,,
187,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,,8910,,8813,,0.3%,,
188,,,,,8910,,8813,,0.3%,,,
189,"Hollander Sleep Products, LLC","Florida / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(11)",21860,,21860,,21639,,0.6%,,
190,,,,,21860,,21639,,0.6%,,,
191,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (11.65% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",26023,,26023,,26023,,0.8%,,
192,,,,,26023,,26023,,0.8%,,,
193,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.65% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",121447,,121447,,121447,,3.6%,,
194,"Senior Secured Term Loan B (12.15% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,,158100,,158100,,4.7%,,,,
195,"Senior Secured Term Loan C-1 (12.90% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,,27000,,27000,,0.8%,,,,
196,"Senior Secured Term Loan C-2 (13.65% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,,25000,,25000,,0.7%,,,,
197,,,,,331547,,331547,,9.8%,,,
198,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (6.48% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",78876,,78876,,78876,,2.3%,,
199,"Senior Secured Term Loan B (11.48% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(12)",131125,,131125,,131125,,3.9%,,,,
200,,,,,210001,,210001,,6.2%,,,
201,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",15000,,14790,,15000,,0.4%,,
202,,,,,14790,,15000,,0.4%,,,
203,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.42%, due 7/20/2027)(5)(6)(13)",19500,,16919,,14213,,0.4%,,
204,,,,,16919,,14213,,0.4%,,,
205,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,
206,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,
207,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,
208,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/20/2024)(8)(10)(11)",,13000,,,12754,,,13000.0,0.4%
209,,,,,12754,,13000,,0.4%,,,
210,"Keystone Peer Review Organization Holdings, Inc.",Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 7/28/2023)(3)(8)(10)",45000,,45000,,45000,,1.3%,,
211,,,,,45000,,45000,,1.3%,,,
212,"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",33955,,33955,,33955,,1.0%,,
213,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",20851,,20851,,20851,,0.6%,,,,
214,,,,,54806,,54806,,1.6%,,,
215,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.15%, due 7/15/2025)(5)(13)",30500,,21752,,22344,,0.7%,,
216,,,,,21752,,22344,,0.7%,,,
217,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.11%, due 8/15/2022)(5)(13)",43110,,28613,,27895,,0.8%,,
218,,,,,28613,,27895,,0.8%,,,
219,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.65% (LIBOR + 6.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",66802,,66802,,66802,,2.0%,,
220,"Senior Secured Term Loan B (12.65% (LIBOR + 11.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",52562,,52562,,52562,,1.5%,,,,
221,,,,,119364,,119364,,3.5%,,,
222,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (1,250,000 units)(15)",,1252,,751,,-%,,,
223,"Class A Common Units (1,250,000 units)(15)",,-,,-,,-%,,,,,
224,,,,,1252,,751,,-%,,,
225,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.65% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",38000,,38000,,38000,,1.1%,,
226,,,,,38000,,38000,,1.1%,,,
227,Mineral Fusion Natural Brands(34),Colorado / Personal Products,Membership Interest (1.43%)(15),,-,,157,,-%,,,
228,,,,,-,,157,,-%,,,
229,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.48%, due 4/12/2024)(5)(13)",43650,,29920,,29395,,0.9%,,
230,,,,,29920,,29395,,0.9%,,,
