,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
55,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(11)(13)",1682,23583,2216,10007,0.1%,0.3%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
56,"Warrant (to purchase 200,000 shares of Common Stock, expires 6/30/2017)",Pennsylvania / Manufacturing,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)(3)(11)(13)",1682,35391,2216,36877,0.1%,1.1%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
57,USES Corp. (31),Texas / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 4/1/2016, due 3/31/2019)(11)(13)",26300,35391,26158,36877,26300,1.1%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
58,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 4/1/2016, due 3/31/2019)(11)(13)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 4/1/2016, due 3/31/2019)(11)(13)",35568,35391,13986,36877,0.4%,1.1%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
59,"Common Stock (268,962 shares)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 4/1/2016, due 3/31/2019)(11)(13)",-,35391,-,36877,-%,1.1%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
60,"Common Stock (268,962 shares)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 4/1/2016, due 3/31/2019)(11)(13)",-,61726,-,40286,-%,1.2%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
61,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-%,1.2%,0.8%,18250.0,1.0%,0.5%,,,,,,,,,,
62,"Valley Electric Company, Inc.(32)",Washington / Construction & Engineering,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2019)(3)(11)(13)(47)",Principal Value,10430,Fair  Value(2),% of Net Assets,10430,1.2%,0.8%,10430.0,1.0%,0.3%,,,,,,,,,,
63,"Senior Secured Note (10.00% plus 8.50% PIK, due 6/23/2019)(47)",23802,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2019)(3)(11)(13)(47)",23802,10430,20661,% of Net Assets,0.6%,1.2%,0.8%,10430.0,1.0%,0.3%,,,,,,,,,,
64,"Common Stock (50,000 shares)",23802,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2019)(3)(11)(13)(47)",26204,10430,-,% of Net Assets,-%,1.2%,0.8%,10430.0,1.0%,0.3%,,,,,,,,,,
65,"Common Stock (50,000 shares)",23802,"Senior Secured Note to Valley Electric Co. of Mt. Vernon, Inc. (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2019)(3)(11)(13)(47)",26204,60436,-,31091,-%,0.9%,0.8%,10430.0,1.0%,0.3%,,,,,,,,,,
66,"Wolf Energy, LLC",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",38257,60436,-,31091,659,0.9%,-%,10430.0,1.0%,0.3%,,,,,,,,,,
67,Membership Interest (100%),Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",-,60436,-,31091,-%,0.9%,-%,10430.0,1.0%,0.3%,,,,,,,,,,
68,Net Profits Interest (8% of Equity Distributions)(4),Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",-,60436,19,31091,-%,0.9%,-%,10430.0,1.0%,0.3%,,,,,,,,,,
69,Net Profits Interest (8% of Equity Distributions)(4),Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",-,-,19,678,-%,-%,-%,10430.0,1.0%,0.3%,,,,,,,,,,
70,Net Profits Interest (8% of Equity Distributions)(4),Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",1768220,-,19,1752449,-%,51.0%,-%,10430.0,1.0%,0.3%,,,,,,,,,,
71,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,-%,51.0%,-%,10430.0,1.0%,0.3%,,,,,,,,,,
72,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,Cost,Fair  Value(2),330,-%,51.0%,511,10430.0,-%,0.3%,,,,,,,,,,
73,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",Principal Value,330,Fair  Value(2),511,-%,-%,511,10430.0,-%,0.3%,,,,,,,,,,
74,Airmall Inc.,Pennsylvania / Property Management,Escrow Receivable,Principal Value,330,3916,511,3900,-%,0.1%,10430.0,-%,0.3%,,,,,,,,,,
75,Airmall Inc.,Pennsylvania / Property Management,Escrow Receivable,Principal Value,3916,3916,3900,3900,0.1%,0.1%,10430.0,-%,0.3%,,,,,,,,,,
76,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,Principal Value,3916,-,3900,608,0.1%,-%,10430.0,-%,0.3%,,,,,,,,,,
77,"Ajax Rolled Ring & Machine, LLC(42)",South Carolina / Manufacturing,Escrow Receivable,Principal Value,-,-,608,608,-%,-%,10430.0,-%,0.3%,,,,,,,,,,
78,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(9)(11)(13)",11771,-,11630,608,11771,-%,0.3%,10430.0,-%,0.3%,,,,,,,,,,
79,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(9)(11)(13)",11771,11630,11630,11771,11771,0.3%,0.3%,10430.0,-%,0.3%,,,,,,,,,,
80,American Gilsonite Company,Utah / Metal Services & Minerals,Membership Interest (1.93%)(34),11771,11630,-,11771,-,0.3%,-%,10430.0,-%,0.3%,,,,,,,,,,
81,American Gilsonite Company,Utah / Metal Services & Minerals,Membership Interest (1.93%)(34),11771,-,-,-,-,-%,-%,10430.0,-%,0.3%,,,,,,,,,,
82,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.98%)(6)(15)",23525,-,19997,-,19966,-%,0.6%,10430.0,-%,0.3%,,,,,,,,,,
83,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.98%)(6)(15)",23525,19997,19997,19966,19966,0.6%,0.6%,10430.0,-%,0.3%,,,,,,,,,,
84,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.95%)(6)(15)",38340,19997,29763,19966,26057,0.6%,0.8%,10430.0,-%,0.3%,,,,,,,,,,
85,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.95%)(6)(15)",38340,29763,29763,26057,26057,0.8%,0.8%,10430.0,-%,0.3%,,,,,,,,,,
86,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.39%)(6)(15)",44063,29763,34598,26057,30638,0.8%,0.9%,10430.0,-%,0.3%,,,,,,,,,,
87,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.39%)(6)(15)",44063,34598,34598,30638,30638,0.9%,0.9%,10430.0,-%,0.3%,,,,,,,,,,
88,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.72%)(6)(15)",36515,34598,31479,30638,25335,0.9%,0.7%,10430.0,-%,0.3%,,,,,,,,,,
89,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.72%)(6)(15)",36515,31479,31479,25335,25335,0.7%,0.7%,10430.0,-%,0.3%,,,,,,,,,,
90,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.29%)(6)(7)(15)",31350,31479,26948,25335,25369,0.7%,0.7%,10430.0,-%,0.3%,,,,,,,,,,
91,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.29%)(6)(7)(15)",31350,26948,26948,25369,25369,0.7%,0.7%,10430.0,-%,0.3%,,,,,,,,,,
92,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(11)(13)",150000,26948,150000,25369,145546,0.7%,4.2%,10430.0,-%,0.3%,,,,,,,,,,
93,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(11)(13)",150000,150000,150000,145546,145546,4.2%,4.2%,10430.0,-%,0.3%,,,,,,,,,,
94,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(11)(14)",21322,150000,21088,145546,11779,4.2%,0.3%,10430.0,-%,0.3%,,,,,,,,,,
95,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(11)(14)",23981,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(11)(14)",23239,150000,-,145546,-%,4.2%,0.3%,10430.0,-%,0.3%,,,,,,,,,,
96,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(11)(14)",23981,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 4/8/2019)(11)(14)",23239,44327,-,11779,-%,0.3%,0.3%,10430.0,-%,0.3%,,,,,,,,,,
97,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(9)(11)(13)",7000,44327,6907,11779,6907,0.3%,0.2%,10430.0,-%,0.3%,,,,,,,,,,
98,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(9)(11)(13)",7000,6907,6907,6907,6907,0.2%,0.2%,10430.0,-%,0.3%,,,,,,,,,,
99,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,6907,0.2%,0.2%,10430.0,-%,0.3%,,,,,,,,,,
100,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $7,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 8/21/2017)(11)(13)(16)",Principal Value,2350,Fair  Value(2),% of Net Assets,2350,0.2%,0.2%,2350.0,-%,0.1%,,,,,,,,,,
101,"Senior Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 2/21/2018)(3)(11)(13)",38166,"Revolving Line of Credit – $7,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 8/21/2017)(11)(13)(16)",38166,2350,38166,% of Net Assets,1.1%,0.2%,0.2%,2350.0,-%,0.1%,,,,,,,,,,
102,"Senior Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 2/21/2018)(3)(11)(13)",38166,"Revolving Line of Credit – $7,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 8/21/2017)(11)(13)(16)",38166,40516,38166,40516,1.1%,1.2%,0.2%,2350.0,-%,0.1%,,,,,,,,,,
103,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.25%)(6)(7)(15)",52250,40516,44075,40516,40312,1.2%,1.2%,2350.0,-%,0.1%,,,,,,,,,,
104,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.25%)(6)(7)(15)",52250,44075,44075,40312,40312,1.2%,1.2%,2350.0,-%,0.1%,,,,,,,,,,
105,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(11)(14)",120737,44075,120737,40312,120737,1.2%,3.5%,2350.0,-%,0.1%,,,,,,,,,,
