,0,1,2,3,4,5,6,7,8,9,10,11
79,"Wolf Energy, LLC(12)",Kansas / Oil & Gas Production,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)(37)",32112,59377,-,37396,2326,,0.1%,,
80,Membership Interest (100%),Kansas / Oil & Gas Production,-,32112,-,-,-%,2326,,,,
81,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,32112,85,-,-%,2326,,,,
82,Net Profits Interest (8% of Equity Distributions)(7),Kansas / Oil & Gas Production,-,32112,-,-,2411,2326,0.1%,,,
83,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,2326,,,,
84,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)(21)",Principal Value,7000,Fair  Value(2),% of Net Assets,6931,,,7000.0,0.2%
85,"Aderant North America, Inc.",Georgia / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 6/20/2019)(4)(16)(21)",Principal Value,6931,Fair  Value(2),7000,6931,0.2%,,,
86,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",-,6931,376,7000,533,,-%,,
87,"AFI Shareholder, LLC  (f/k/a Aircraft Fasteners International, LLC)",California / Machinery,"Class A Units (32,500 units)",-,376,376,533,533,-%,,,
88,Airmall Inc.,Pennsylvania / Property Management,Escrow Receivable,-,376,5880,533,3901,,0.1%,,
89,Airmall Inc.,Pennsylvania / Property Management,Escrow Receivable,-,5880,5880,3901,3901,0.1%,,,
90,"Ajax Rolled Ring & Machine, LLC",South Carolina / Manufacturing,Escrow Receivable,-,5880,1264,3901,2222,,0.1%,,
91,"Ajax Rolled Ring & Machine, LLC",South Carolina / Manufacturing,Escrow Receivable,-,1264,1264,2222,2222,0.1%,,,
92,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)(21)",11771,1264,11601,2222,11733,,0.3%,,
93,"ALG USA Holdings, LLC","Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 2/28/2020)(4)(16)(21)",11771,11601,11601,11733,11733,0.3%,,,
94,American Gilsonite Company,Utah / Metal Services & Minerals,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",14755,11601,14755,11733,13084,,0.4%,,
95,Membership Interest (99.9999%)(15),-,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",-,11601,-,11733,-%,,,,
96,Membership Interest (99.9999%)(15),-,"Second Lien Term Loan (11.50%, due 9/1/2017)(16)",-,14755,-,13084,-%,0.4%,,,
97,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.60%)(11)(22)",23525,14755,20533,13084,22946,,0.6%,,
98,Apidos CLO IX,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.60%)(11)(22)",23525,20533,20533,22946,22946,0.6%,,,
99,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.52%)(11)(22)",38340,20533,30890,22946,30289,,0.8%,,
100,Apidos CLO XI,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.52%)(11)(22)",38340,30890,30890,30289,30289,0.8%,,,
101,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.87%)(11)(22)",44063,30890,36762,30289,37440,,1.0%,,
102,Apidos CLO XII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.87%)(11)(22)",44063,36762,36762,37440,37440,1.0%,,,
103,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.12%)(11)(22)",36515,36762,33078,37440,29558,,0.8%,,
104,Apidos CLO XV,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.12%)(11)(22)",36515,33078,33078,29558,29558,0.8%,,,
105,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.53%)(11)(22)(48)",31350,33078,26773,29558,26806,,0.7%,,
106,Apidos CLO XXII,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.53%)(11)(22)(48)",31350,26773,26773,26806,26806,0.7%,,,
107,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)(20)",150000,26773,150000,26806,147346,,4.1%,,
108,"Arctic Glacier U.S.A., Inc.",Minnesota / Food Products,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 11/10/2019)(3)(4)(20)",150000,150000,150000,147346,147346,4.1%,,,
109,"Ark-La-Tex Wireline Services, LLC",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",21603,150000,21603,147346,19604,,0.5%,,
110,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",23544,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",23544,150000,20605,147346,0.6%,,,,
111,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",23544,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 4/8/2019)(4)(21)",23544,45147,20605,40209,0.6%,1.1%,,,
112,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)(20)",7000,45147,6892,40209,6374,,0.2%,,
113,Armor Holding II LLC,New York / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)(3)(4)(16)(20)",7000,6892,6892,6374,6374,0.2%,,,
114,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,6374,,,,
115,"Atlantis Health Care Group (Puerto Rico), Inc.",Puerto Rico / Healthcare,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(20)(25)(26)",Principal Value,2350,Fair  Value(2),% of Net Assets,2350,,,2350.0,0.1%
116,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)(20)",38462,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(20)(25)(26)",38462,2350,35863,% of Net Assets,1.0%,,,,
117,"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)(3)(4)(20)",38462,"Revolving Line of Credit – $4,000 Commitment (13.00% (LIBOR + 11.00% with 2.00% LIBOR floor), due 8/21/2016)(4)(20)(25)(26)",38462,40812,35863,38213,1.0%,1.1%,,,
118,"BAART Programs, Inc.",California / Healthcare,"Revolving Line of Credit – $5,000 Commitment (8.75% (LIBOR + 8.25% with 0.50% LIBOR floor), due 6/30/2018)(20)(25)(26)",-,40812,-,38213,-,,-%,,
119,"Senior Secured Term Loan A (6.25% (LIBOR + 5.75% with 0.50% LIBOR floor), due 6/30/2020)(4)(20)",21366,"Revolving Line of Credit – $5,000 Commitment (8.75% (LIBOR + 8.25% with 0.50% LIBOR floor), due 6/30/2018)(20)(25)(26)",21366,40812,21793,38213,0.6%,,,,
120,"Senior Secured Term Loan B (11.25% (LIBOR + 10.75% with 0.50% LIBOR floor), due 6/30/2020)(4)(20)",21500,"Revolving Line of Credit – $5,000 Commitment (8.75% (LIBOR + 8.25% with 0.50% LIBOR floor), due 6/30/2018)(20)(25)(26)",21500,40812,22145,38213,0.6%,,,,
121,"Delayed Draw Term Loan – $10,500 Commitment (expires 12/31/2015)(25)",21500,-,21500,-,22145,-%,0.6%,,,,
122,"Delayed Draw Term Loan – $10,500 Commitment (expires 12/31/2015)(25)",21500,-,21500,42866,22145,43938,0.6%,1.2%,,,
123,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.11%)(11)(22)(48)",52250,42866,46603,43938,45565,,1.3%,,
124,Babson CLO Ltd. 2014-III,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.11%)(11)(22)(48)",52250,46603,46603,45565,45565,1.3%,,,
125,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(21)(46)",251075,46603,251075,45565,249164,,6.9%,,
126,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Notes (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 4/8/2019)(3)(4)(21)(46)",251075,251075,251075,249164,249164,6.9%,,,
127,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.48%)(11)(22)",26000,251075,20990,249164,22927,,0.6%,,
128,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.48%)(11)(22)",26000,20990,20990,22927,22927,0.6%,,,
129,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),26000,-,20990,303,22927,-%,,,
130,"Caleel + Hayden, LLC",Colorado / Personal & Nondurable Consumer Products,Membership Interest(31),26000,-,20990,303,22927,-%,,,
131,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)(21)",102500,-,101907,303,101892,,2.8%,,
132,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)(21)",102500,101907,101907,101892,101892,2.8%,,,
133,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)(22)",24870,101907,19907,101892,20167,,0.6%,,
134,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.79%)(11)(22)",24870,19907,19907,20167,20167,0.6%,,,
135,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.51%)(11)(22)",40275,19907,34950,20167,32087,,0.9%,,
136,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.51%)(11)(22)",40275,34950,34950,32087,32087,0.9%,,,
137,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.29%)(11)(22)(48)",48528,34950,41719,32087,40353,,1.1%,,
138,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.29%)(11)(22)(48)",48528,41719,41719,40353,40353,1.1%,,,
139,"CIFC Funding 2011-I, Ltd.",Cayman Islands / Structured Finance,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)(9)(22)(20)",19000,41719,15684,40353,18446,,0.5%,,
140,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)(9)(22)(20)",15400,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)(9)(22)(20)",13062,41719,14336,40353,0.4%,,,,
141,"Class E Subordinated Notes (7.32% (LIBOR + 7.00%, due 1/19/2023)(4)(9)(22)(20)",15400,"Class D Senior Secured Notes (5.32% (LIBOR + 5.00%, due 1/19/2023)(4)(9)(22)(20)",13062,28746,14336,32782,0.4%,0.9%,,,
142,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.18%)(11)(22)",44100,28746,34395,32782,33811,,0.9%,,
143,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.18%)(11)(22)",44100,34395,34395,33811,33811,0.9%,,,
144,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.03%)(11)(22)",45500,34395,35246,33811,36772,,1.0%,,
145,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.03%)(11)(22)",45500,35246,35246,36772,36772,1.0%,,,
146,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,36772,,,,
147,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.72%)(11)(22)(48)",Principal Value,41500,Fair  Value(2),% of Net Assets,33724,,,35354.0,1.0%
148,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.72%)(11)(22)(48)",Principal Value,33724,Fair  Value(2),35354,33724,1.0%,,,
149,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)(6)(20)",67204,33724,67154,35354,67204,,1.9%,,
